[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000f0 0x000000f0 4   5            ascii   Rich
2     0x000001f8 0x000001f8 5   6            ascii   .text
3     0x0000021f 0x0000021f 7   8            ascii   `.rdata
4     0x00000247 0x00000247 6   7            ascii   @.data
5     0x00000270 0x00000270 5   6            ascii   .UPX0
6     0x00000298 0x00000298 4   5            ascii   .tls
7     0x000002c0 0x000002c0 5   6            ascii   .UPX1
8     0x000002e8 0x000002e8 6   7            ascii   .reloc
9     0x0000030f 0x0000030f 6   7            ascii   @.rsrc
331   0x00005dd5 0x004277d5 6   8    .UPX1   utf8    ́+P-"  blocks=Combining Diacritical Marks,Basic Latin
332   0x00005dfb 0x004277fb 4   7    .UPX1   utf8    怂O>y blocks=CJK Unified Ideographs,Basic Latin
333   0x00005e39 0x00427839 6   7    .UPX1   ascii   a.F`h8
334   0x00005e8e 0x0042788e 5   6    .UPX1   ascii   "tSq3
335   0x00005ec1 0x004278c1 4   5    .UPX1   ascii   @mUs
336   0x00005ed6 0x004278d6 9   10   .UPX1   ascii   BP2z\aFRQ9
337   0x00005f1d 0x0042791d 4   5    .UPX1   ascii   \a}G%
338   0x00005f38 0x00427938 4   5    .UPX1   ascii   Mk$6
339   0x00005f5a 0x0042795a 5   6    .UPX1   ascii   \t\\brP
340   0x00005f63 0x00427963 4   6    .UPX1   utf8    4jaߴ blocks=Basic Latin,NKo
341   0x00005fe0 0x004279e0 6   8    .UPX1   utf8    W%\t˷`\a blocks=Basic Latin,Spacing Modifier Letters
342   0x0000606b 0x00427a6b 4   5    .UPX1   ascii   `1y(
343   0x00006140 0x00427b40 5   6    .UPX1   ascii   xlC\t9
344   0x0000620f 0x00427c0f 4   5    .UPX1   ascii   R\a:b
345   0x00006242 0x00427c42 5   6    .UPX1   ascii   u4K}8
346   0x0000632f 0x00427d2f 6   8    .UPX1   utf8    c\nlÞx< blocks=Basic Latin,Latin-1 Supplement
347   0x00006344 0x00427d44 4   5    .UPX1   ascii   E`@+
348   0x000063d4 0x00427dd4 5   7    .UPX1   utf8    RƇ(I9 blocks=Basic Latin,Latin Extended-B
349   0x000063f7 0x00427df7 4   5    .UPX1   ascii   }3:Y
350   0x0000645f 0x00427e5f 5   6    .UPX1   ascii   \awl P
351   0x00006508 0x00427f08 5   7    .UPX1   utf8    'ɔ|uw blocks=Basic Latin,IPA Extensions
352   0x000065e5 0x00427fe5 5   6    .UPX1   ascii   uGEd9
353   0x000065ed 0x00427fed 4   5    .UPX1   ascii   wt<1
354   0x00006622 0x00428022 4   5    .UPX1   ascii   \ePw2
355   0x00006633 0x00428033 5   6    .UPX1   ascii   h$3(@
356   0x0000663b 0x0042803b 4   5    .UPX1   ascii   {Ey!
357   0x00006699 0x00428099 4   6    .UPX1   utf8    KAZˢ blocks=Basic Latin,Spacing Modifier Letters
358   0x000066a6 0x004280a6 5   7    .UPX1   utf8    @,2ėg blocks=Basic Latin,Latin Extended-A
359   0x000066e1 0x004280e1 4   6    .UPX1   utf8    ̀*\a~ blocks=Combining Diacritical Marks,Basic Latin
360   0x000066ed 0x004280ed 4   5    .UPX1   ascii    12 
361   0x00006706 0x00428106 5   8    .UPX1   utf8    |h^>ȁ blocks=Basic Latin,Latin Extended-B
362   0x0000670e 0x0042810e 5   6    .UPX1   ascii   \e@7\by
363   0x0000672c 0x0042812c 4   5    .UPX1   ascii   xh]#
364   0x00006757 0x00428157 4   5    .UPX1   ascii   g,i@
365   0x00006772 0x00428172 4   5    .UPX1   ascii   `^!(
366   0x000067f0 0x004281f0 4   5    .UPX1   ascii   )B<9
367   0x000067f7 0x004281f7 4   5    .UPX1   ascii   \r&\n8
368   0x00006847 0x00428247 5   6    .UPX1   ascii   q!`@;
369   0x000068c9 0x004282c9 4   5    .UPX1   ascii   LFd~
370   0x0000691a 0x0042831a 5   7    .UPX1   utf8    \rylPʹ blocks=Basic Latin,Spacing Modifier Letters
371   0x00006928 0x00428328 6   8    .UPX1   utf8    D76HP̙ blocks=Basic Latin,Combining Diacritical Marks
372   0x00006953 0x00428353 5   6    .UPX1   ascii   <H_\aF
373   0x000069a7 0x004283a7 6   8    .UPX1   utf8    Y>ӹ_wX blocks=Basic Latin,Cyrillic
374   0x000069e1 0x004283e1 4   6    .UPX1   utf8    _0ۜ* blocks=Basic Latin,Arabic
375   0x00006a1c 0x0042841c 5   6    .UPX1   ascii   >V):P
376   0x00006a24 0x00428424 5   6    .UPX1   ascii   2G}R 
377   0x00006abb 0x004284bb 6   8    .UPX1   utf8    Ev-Lʖ@ blocks=Basic Latin,IPA Extensions
378   0x00006b8f 0x0042858f 6   8    .UPX1   utf8    W Af6˥ blocks=Basic Latin,Spacing Modifier Letters
379   0x00006bef 0x004285ef 4   5    .UPX1   ascii   6Px@
380   0x00006c19 0x00428619 4   5    .UPX1   ascii   dpr.
381   0x00006c43 0x00428643 5   6    .UPX1   ascii   R\eG|0
382   0x00006c69 0x00428669 4   5    .UPX1   ascii   vo3H
383   0x00006c9e 0x0042869e 6   7    .UPX1   ascii   QLRtcv
384   0x00006d17 0x00428717 4   6    .UPX1   utf8    {gȠu blocks=Basic Latin,Latin Extended-B
385   0x00006d78 0x00428778 4   6    .UPX1   utf8    GځVU blocks=Basic Latin,Arabic
386   0x00006e35 0x00428835 4   7    .UPX1   utf8    曩ppJ blocks=CJK Unified Ideographs,Basic Latin
387   0x00006e44 0x00428844 4   5    .UPX1   ascii   k`%[
388   0x00006e90 0x00428890 4   5    .UPX1   ascii   1s^}
389   0x00006ea6 0x004288a6 5   6    .UPX1   ascii   <#=V[
390   0x00006eb0 0x004288b0 4   6    .UPX1   utf8    ߌ H0 blocks=NKo,Basic Latin
391   0x00006ed6 0x004288d6 6   10   .UPX1   utf8    g@ɀ1쓀r blocks=Basic Latin,Latin Extended-B,Hangul Syllables
392   0x00006f5e 0x0042895e 5   6    .UPX1   ascii   T\b\n0w
393   0x00006f86 0x00428986 5   7    .UPX1   utf8    Ǌ,i6? blocks=Latin Extended-B,Basic Latin
394   0x0000708e 0x00428a8e 4   5    .UPX1   ascii   zUX?
395   0x000070d7 0x00428ad7 4   5    .UPX1   ascii   Q9RH
396   0x0000710f 0x00428b0f 5   7    .UPX1   utf8    %+ݎ#\n blocks=Basic Latin,Syriac
397   0x00007179 0x00428b79 4   7    .UPX1   utf8    ʵN߇| blocks=Spacing Modifier Letters,Basic Latin,NKo
398   0x000071d1 0x00428bd1 4   5    .UPX1   ascii   gf\bO
399   0x00007229 0x00428c29 4   5    .UPX1   ascii   p1rN
400   0x0000727c 0x00428c7c 5   6    .UPX1   ascii   qU@Az
401   0x000072b5 0x00428cb5 4   5    .UPX1   ascii   ?J&L
402   0x000072e4 0x00428ce4 4   5    .UPX1   ascii   K}@s
403   0x0000731c 0x00428d1c 5   7    .UPX1   utf8    ҷy'VR blocks=Cyrillic,Basic Latin
404   0x00007376 0x00428d76 4   5    .UPX1   ascii   {=_f
405   0x00007400 0x00428e00 5   6    .UPX1   ascii   id}(P
406   0x0000745f 0x00428e5f 6   8    .UPX1   utf8    0-Á%0J blocks=Basic Latin,Latin-1 Supplement
407   0x00007469 0x00428e69 5   6    .UPX1   ascii   tBX[\a
408   0x00007488 0x00428e88 4   5    .UPX1   ascii   l6u5
409   0x00007498 0x00428e98 4   5    .UPX1   ascii   $O84
410   0x000074b4 0x00428eb4 4   6    .UPX1   utf8    WƵj} blocks=Basic Latin,Latin Extended-B
411   0x000074cf 0x00428ecf 5   6    .UPX1   ascii   #\efD[
412   0x000074ec 0x00428eec 5   6    .UPX1   ascii   pJ7ZY
413   0x000075e9 0x00428fe9 4   5    .UPX1   ascii   tb%d
414   0x00007628 0x00429028 4   5    .UPX1   ascii   #8H~
415   0x00007654 0x00429054 4   5    .UPX1   ascii   p\<z
416   0x00007682 0x00429082 4   5    .UPX1   ascii   | aN
417   0x0000769c 0x0042909c 4   5    .UPX1   ascii   ~1vn
418   0x000076be 0x004290be 5   7    .UPX1   utf8    vΝ>m@ blocks=Basic Latin,Greek and Coptic
419   0x00007705 0x00429105 4   5    .UPX1   ascii   `$ZR
420   0x00007721 0x00429121 4   5    .UPX1   ascii   ) 5`
421   0x00007752 0x00429152 4   6    .UPX1   utf8    Y\a͕B blocks=Basic Latin,Combining Diacritical Marks
422   0x0000776f 0x0042916f 4   5    .UPX1   ascii   \f{H}
423   0x000077d8 0x004291d8 4   5    .UPX1   ascii   8h1\t
424   0x00007814 0x00429214 5   6    .UPX1   ascii   \f:=@\t
425   0x000078ba 0x004292ba 4   5    .UPX1   ascii   \vNw2
426   0x000078e3 0x004292e3 4   7    .UPX1   utf8    ဂg?e blocks=Myanmar,Basic Latin
427   0x000078ed 0x004292ed 4   6    .UPX1   utf8    ŉ<x3 blocks=Latin Extended-A,Basic Latin
428   0x00007922 0x00429322 6   8    .UPX1   utf8    $]ʇZJ\b blocks=Basic Latin,IPA Extensions
429   0x00007983 0x00429383 4   5    .UPX1   ascii   \p&N
430   0x00007a2d 0x0042942d 4   5    .UPX1   ascii   &/Uq
431   0x00007a47 0x00429447 5   6    .UPX1   ascii   HG{@&
432   0x00007aae 0x004294ae 4   5    .UPX1   ascii   (^tX
433   0x00007aef 0x004294ef 4   6    .UPX1   utf8    ϖYW5 blocks=Greek and Coptic,Basic Latin
434   0x00007b2b 0x0042952b 4   5    .UPX1   ascii   3Idj
435   0x00007b47 0x00429547 4   5    .UPX1   ascii   rnU$
436   0x00007b4d 0x0042954d 4   5    .UPX1   ascii   \a/=P
437   0x00007b77 0x00429577 5   6    .UPX1   ascii   kE14)
438   0x00007bae 0x004295ae 4   5    .UPX1   ascii   \rX\!
439   0x00007bf1 0x004295f1 4   5    .UPX1   ascii   x\t}{
440   0x00007c5b 0x0042965b 5   6    .UPX1   ascii   DX;HY
441   0x00007c78 0x00429678 4   6    .UPX1   utf8    QrĜx blocks=Basic Latin,Latin Extended-A
442   0x00007c85 0x00429685 4   5    .UPX1   ascii   [nKs
443   0x00007c9d 0x0042969d 4   5    .UPX1   ascii   # ^Z
444   0x00007d21 0x00429721 4   5    .UPX1   ascii   p+$L
445   0x00007da1 0x004297a1 6   8    .UPX1   utf8    j¤rwv{ blocks=Basic Latin,Latin-1 Supplement
446   0x00007dbf 0x004297bf 4   6    .UPX1   utf8    \بCK blocks=Basic Latin,Arabic
447   0x00007df1 0x004297f1 4   6    .UPX1   utf8    Ϯ Ug blocks=Greek and Coptic,Basic Latin
448   0x00007e61 0x00429861 7   8    .UPX1   ascii   ^Jp@O$K
449   0x00007eef 0x004298ef 4   5    .UPX1   ascii    S'#
450   0x00007f48 0x00429948 4   6    .UPX1   utf8    FgԋT blocks=Basic Latin,Cyrillic Supplement
451   0x00007f5a 0x0042995a 4   6    .UPX1   utf8    |NWߵ blocks=Basic Latin,NKo
452   0x00007f62 0x00429962 4   5    .UPX1   ascii   dz39
453   0x00007f6f 0x0042996f 5   6    .UPX1   ascii   J.C\bj
454   0x00007f9d 0x0042999d 4   5    .UPX1   ascii   i54m
455   0x00007ff7 0x004299f7 4   5    .UPX1   ascii   !f1r
456   0x00008002 0x00429a02 5   6    .UPX1   ascii   IN/~l
457   0x00008057 0x00429a57 5   6    .UPX1   ascii   a>u7%
458   0x00008069 0x00429a69 5   6    .UPX1   ascii   !O5n`
459   0x00008088 0x00429a88 4   6    .UPX1   utf8    \bEה: blocks=Basic Latin,Hebrew
460   0x00008092 0x00429a92 4   7    .UPX1   utf8    Ξ݊\t| blocks=Greek and Coptic,Syriac,Basic Latin
461   0x000080ee 0x00429aee 5   6    .UPX1   ascii   3; \\a
462   0x000080f5 0x00429af5 7   8    .UPX1   ascii   <EpDUm@
463   0x0000812d 0x00429b2d 4   5    .UPX1   ascii   .oC)
464   0x00008132 0x00429b32 5   6    .UPX1   ascii   \nntGI
465   0x00008155 0x00429b55 4   5    .UPX1   ascii   Og l
466   0x00008263 0x00429c63 5   9    .UPX1   utf8    lŊ"= blocks=Basic Latin,Latin Extended-A,Private Use Area
467   0x00008282 0x00429c82 4   5    .UPX1   ascii   \a-*}
468   0x00008296 0x00429c96 4   5    .UPX1   ascii   \r =,
469   0x000082a9 0x00429ca9 5   6    .UPX1   ascii   Sw)l\a
470   0x000082b4 0x00429cb4 6   8    .UPX1   utf8    ߳*D~MO blocks=NKo,Basic Latin
471   0x000082f8 0x00429cf8 4   5    .UPX1   ascii   BG@*
472   0x00008378 0x00429d78 4   5    .UPX1   ascii   N`\r/
473   0x000083c4 0x00429dc4 5   6    .UPX1   ascii   @5KH^
474   0x000083ce 0x00429dce 4   5    .UPX1   ascii   @r{Q
475   0x0000844e 0x00429e4e 4   6    .UPX1   utf8    2vχa blocks=Basic Latin,Greek and Coptic
476   0x0000850a 0x00429f0a 4   5    .UPX1   ascii   Y)r%
477   0x0000855c 0x00429f5c 4   7    .UPX1   utf8    G$@峜 blocks=Basic Latin,CJK Unified Ideographs
478   0x00008564 0x00429f64 5   7    .UPX1   utf8    M@+\tR
479   0x0000856b 0x00429f6b 4   5    .UPX1   ascii   =@Jr
480   0x0000858d 0x00429f8d 7   8    .UPX1   ascii   XG\eq29~
481   0x000085fb 0x00429ffb 8   9    .UPX1   ascii   ^L_(G(T=
482   0x00008644 0x0042a044 5   6    .UPX1   ascii   egF`(
483   0x0000866a 0x0042a06a 4   5    .UPX1   ascii   e\nSn
484   0x0000874f 0x0042a14f 4   5    .UPX1   ascii   D`qz
485   0x00008777 0x0042a177 5   6    .UPX1   ascii   bo|qv
486   0x0000878c 0x0042a18c 4   5    .UPX1   ascii   c).#
487   0x000087d3 0x0042a1d3 4   7    .UPX1   utf8    \ap*⬅ blocks=Basic Latin,Miscellaneous Symbols and Arrows
488   0x000087f8 0x0042a1f8 4   5    .UPX1   ascii   [n5J
489   0x0000882c 0x0042a22c 5   6    .UPX1   ascii   Y@_v\b
490   0x00008848 0x0042a248 5   6    .UPX1   ascii   r@69R
491   0x0000885b 0x0042a25b 4   5    .UPX1   ascii   4NK\t
492   0x000088b2 0x0042a2b2 4   5    .UPX1   ascii   {Kap
493   0x00008909 0x0042a309 4   5    .UPX1   ascii   @l9f
494   0x00008912 0x0042a312 4   5    .UPX1   ascii   .unD
495   0x00008941 0x0042a341 4   6    .UPX1   utf8    ȕ\b:\t blocks=Latin Extended-B,Basic Latin
496   0x00008948 0x0042a348 4   5    .UPX1   ascii   X\au<
497   0x0000894d 0x0042a34d 5   6    .UPX1   ascii   M`9bs
498   0x00008962 0x0042a362 4   5    .UPX1   ascii   \rqw3
499   0x000089b1 0x0042a3b1 4   5    .UPX1   ascii   _iOP
500   0x000089f2 0x0042a3f2 5   6    .UPX1   ascii   YVhsP
501   0x000089fb 0x0042a3fb 4   5    .UPX1   ascii   0F@?
502   0x00008a38 0x0042a438 4   6    .UPX1   utf8    ߎ)=Z blocks=NKo,Basic Latin
503   0x00008a43 0x0042a443 4   7    .UPX1   utf8    Ugހ͵ blocks=Basic Latin,Thaana,Greek and Coptic
504   0x00008a81 0x0042a481 4   5    .UPX1   ascii   +\fr_
505   0x00008ac6 0x0042a4c6 4   5    .UPX1   ascii   8fU.
506   0x00008afa 0x0042a4fa 4   5    .UPX1   ascii   yXvd
507   0x00008aff 0x0042a4ff 4   5    .UPX1   ascii   "G.L
508   0x00008b6c 0x0042a56c 4   5    .UPX1   ascii   'KR-
509   0x00008b7f 0x0042a57f 6   7    .UPX1   ascii   G{MpLK
510   0x00008b97 0x0042a597 5   7    .UPX1   utf8    C_H۸L blocks=Basic Latin,Arabic
511   0x00008bef 0x0042a5ef 5   6    .UPX1   ascii   y wpX
512   0x00008c32 0x0042a632 4   5    .UPX1   ascii   7\viY
513   0x00008cee 0x0042a6ee 4   6    .UPX1   utf8    ݀\r=d blocks=Syriac,Basic Latin
514   0x00008d4e 0x0042a74e 4   5    .UPX1   ascii   d$)G
515   0x00008d66 0x0042a766 4   5    .UPX1   ascii   \amF5
516   0x00008d84 0x0042a784 6   7    .UPX1   ascii   *!h.A<
517   0x00008e38 0x0042a838 4   5    .UPX1   ascii   \J\t|
518   0x00008e7b 0x0042a87b 4   6    .UPX1   utf8    E>fK
519   0x00008eb4 0x0042a8b4 4   6    .UPX1   utf8    ը|5  blocks=Armenian,Basic Latin
520   0x00008ec0 0x0042a8c0 4   5    .UPX1   ascii   Zd[#
521   0x00008f0b 0x0042a90b 4   6    .UPX1   utf8    e܄i~ blocks=Basic Latin,Syriac
522   0x00008f43 0x0042a943 4   5    .UPX1   ascii   -\fk;
523   0x00008f64 0x0042a964 4   5    .UPX1   ascii   ]C?L
524   0x00008fbe 0x0042a9be 5   6    .UPX1   ascii   ?.\b~8
525   0x00009014 0x0042aa14 4   5    .UPX1   ascii   62Lp
526   0x0000907c 0x0042aa7c 4   5    .UPX1   ascii   at'V
527   0x000090a3 0x0042aaa3 8   9    .UPX1   ascii   mG@,3^W@
528   0x000090af 0x0042aaaf 4   7    .UPX1   utf8    gԁբb blocks=Basic Latin,Cyrillic Supplement,Armenian
529   0x00009101 0x0042ab01 4   5    .UPX1   ascii   zp}<
530   0x00009132 0x0042ab32 4   5    .UPX1   ascii   `,MG
531   0x0000914f 0x0042ab4f 4   5    .UPX1   ascii   w1ax
532   0x0000917b 0x0042ab7b 4   5    .UPX1   ascii   3@S"
533   0x00009198 0x0042ab98 4   5    .UPX1   ascii   `cxo
534   0x000091c2 0x0042abc2 4   5    .UPX1   ascii   !{Pe
535   0x000091dd 0x0042abdd 4   5    .UPX1   ascii   p-\v\r
536   0x000091e5 0x0042abe5 4   5    .UPX1   ascii   R86X
537   0x00009261 0x0042ac61 4   6    .UPX1   utf8    +՟/d blocks=Basic Latin,Armenian
538   0x00009281 0x0042ac81 4   5    .UPX1   ascii   s\a}=
539   0x000092d9 0x0042acd9 6   7    .UPX1   ascii   \i}p"#
540   0x0000934e 0x0042ad4e 5   6    .UPX1   ascii   3x>B~
541   0x0000935f 0x0042ad5f 5   6    .UPX1   ascii   @;a70
542   0x0000937c 0x0042ad7c 7   9    .UPX1   utf8    #\a[ϟ;`p blocks=Basic Latin,Greek and Coptic
543   0x0000938d 0x0042ad8d 4   5    .UPX1   ascii   &0k3
544   0x000093cb 0x0042adcb 4   5    .UPX1   ascii   xl1Z
545   0x000093dd 0x0042addd 6   7    .UPX1   ascii    $_B,?
546   0x0000943e 0x0042ae3e 5   6    .UPX1   ascii   ">`#8
547   0x00009461 0x0042ae61 5   6    .UPX1   ascii   T2&\eC
548   0x00009529 0x0042af29 4   5    .UPX1   ascii   cx_]
549   0x0000953a 0x0042af3a 4   7    .UPX1   utf8    .%A blocks=Basic Latin,Private Use Area
550   0x0000958a 0x0042af8a 4   5    .UPX1   ascii   @f^\e
551   0x00009593 0x0042af93 4   5    .UPX1   ascii   !:xQ
552   0x0000959c 0x0042af9c 5   6    .UPX1   ascii   scm\vu
553   0x000095a2 0x0042afa2 4   6    .UPX1   utf8    L~ϿP blocks=Basic Latin,Greek and Coptic
554   0x000095b4 0x0042afb4 4   6    .UPX1   utf8    @UtǊ blocks=Basic Latin,Latin Extended-B
555   0x00009615 0x0042b015 6   7    .UPX1   ascii   tk"Q3 
556   0x00009632 0x0042b032 4   5    .UPX1   ascii    -c'
557   0x00009642 0x0042b042 4   5    .UPX1   ascii   \y~>
558   0x00009648 0x0042b048 4   5    .UPX1   ascii   %W,I
559   0x0000966a 0x0042b06a 4   5    .UPX1   ascii   +\e t
560   0x00009697 0x0042b097 4   5    .UPX1   ascii   O\r]a
561   0x000096a7 0x0042b0a7 5   7    .UPX1   utf8    А0ZF\r blocks=Cyrillic,Basic Latin
562   0x00009710 0x0042b110 6   7    .UPX1   ascii   E2i'#\v
563   0x00009717 0x0042b117 4   5    .UPX1   ascii   D\e:C
564   0x0000971c 0x0042b11c 4   6    .UPX1   utf8    HwRy
565   0x00009744 0x0042b144 5   7    .UPX1   utf8    >=8r`
566   0x000097a4 0x0042b1a4 4   5    .UPX1   ascii   Em[\a
567   0x000097b9 0x0042b1b9 4   6    .UPX1   utf8    @7eǪ blocks=Basic Latin,Latin Extended-B
568   0x000097df 0x0042b1df 5   6    .UPX1   ascii   \b}lC4
569   0x00009869 0x0042b269 6   7    .UPX1   ascii   $eq\a=\e
570   0x00009873 0x0042b273 4   6    .UPX1   utf8    ]bxÎ blocks=Basic Latin,Latin-1 Supplement
571   0x00009880 0x0042b280 4   5    .UPX1   ascii   l|H~
572   0x00009892 0x0042b292 4   5    .UPX1   ascii   j1K"
573   0x000098c3 0x0042b2c3 4   5    .UPX1   ascii   \er|[
574   0x00009957 0x0042b357 7   9    .UPX1   utf8    HxYɞ"h8 blocks=Basic Latin,IPA Extensions
575   0x00009960 0x0042b360 5   6    .UPX1   ascii   X],5=
576   0x0000998b 0x0042b38b 4   5    .UPX1   ascii   CP_A
577   0x000099e2 0x0042b3e2 4   5    .UPX1   ascii   Xf9x
578   0x00009a23 0x0042b423 5   6    .UPX1   ascii   RCti\v
579   0x00009a8c 0x0042b48c 4   5    .UPX1   ascii   `4#]
580   0x00009a96 0x0042b496 5   7    .UPX1   utf8    \|8;́ blocks=Basic Latin,Combining Diacritical Marks
581   0x00009a9e 0x0042b49e 5   6    .UPX1   ascii   YJ+md
582   0x00009ad5 0x0042b4d5 4   5    .UPX1   ascii   3nsp
583   0x00009af2 0x0042b4f2 4   5    .UPX1   ascii   4yAR
584   0x00009afd 0x0042b4fd 4   5    .UPX1   ascii   \rx)\b
585   0x00009b0b 0x0042b50b 4   6    .UPX1   utf8    zBу% blocks=Basic Latin,Cyrillic
586   0x00009ba6 0x0042b5a6 5   7    .UPX1   utf8    O_*{ؓ blocks=Basic Latin,Arabic
587   0x00009bc8 0x0042b5c8 6   7    .UPX1   ascii   W>\bg\r0
588   0x00009c5e 0x0042b65e 4   5    .UPX1   ascii   P"z\n
589   0x00009c89 0x0042b689 4   6    .UPX1   utf8    Qøx8 blocks=Basic Latin,Latin-1 Supplement
590   0x00009ca6 0x0042b6a6 4   7    .UPX1   utf8    ߀U^É blocks=NKo,Basic Latin,Latin-1 Supplement
591   0x00009e09 0x0042b809 4   6    .UPX1   utf8    iNbߘ blocks=Basic Latin,NKo
592   0x00009e55 0x0042b855 4   5    .UPX1   ascii   PWj:
593   0x00009e82 0x0042b882 4   5    .UPX1   ascii   u`=t
594   0x00009e9b 0x0042b89b 4   5    .UPX1   ascii   j"J#
595   0x00009eaf 0x0042b8af 5   7    .UPX1   utf8    \ajΠ\t  blocks=Basic Latin,Greek and Coptic
596   0x00009ee5 0x0042b8e5 5   6    .UPX1   ascii   r-#~@
597   0x00009f0b 0x0042b90b 4   5    .UPX1   ascii   7#XV
598   0x00009f50 0x0042b950 4   5    .UPX1   ascii   1<Ew
599   0x00009fc4 0x0042b9c4 5   6    .UPX1   ascii   dT\f}{
600   0x00009fdf 0x0042b9df 7   8    .UPX1   ascii   8`m`\vU3
601   0x00009fec 0x0042b9ec 4   6    .UPX1   utf8    Rڭ$e blocks=Basic Latin,Arabic
602   0x0000a000 0x0042ba00 5   6    .UPX1   ascii   x1a@ 
603   0x0000a0a3 0x0042baa3 4   5    .UPX1   ascii   >.\4
604   0x0000a0f9 0x0042baf9 4   5    .UPX1   ascii   B\rYe
605   0x0000a18b 0x0042bb8b 4   6    .UPX1   utf8    27y݀ blocks=Basic Latin,Syriac
606   0x0000a1c5 0x0042bbc5 5   6    .UPX1   ascii   "(#J@
607   0x0000a1fb 0x0042bbfb 4   5    .UPX1   ascii   fi\e\v
608   0x0000a20a 0x0042bc0a 4   5    .UPX1   ascii   so@@
609   0x0000a2d0 0x0042bcd0 4   5    .UPX1   ascii   H~D&
610   0x0000a2e2 0x0042bce2 6   7    .UPX1   ascii   \HAUt0
611   0x0000a2f9 0x0042bcf9 4   5    .UPX1   ascii   {8_4
612   0x0000a31c 0x0042bd1c 4   5    .UPX1   ascii   0`[/
613   0x0000a353 0x0042bd53 4   5    .UPX1   ascii   \afOA
614   0x0000a35c 0x0042bd5c 5   7    .UPX1   utf8    ݥ,N$r blocks=Arabic Supplement,Basic Latin
615   0x0000a39f 0x0042bd9f 4   5    .UPX1   ascii   SH\e\f
616   0x0000a3b4 0x0042bdb4 4   6    .UPX1   utf8    {h ޏ blocks=Basic Latin,Thaana
617   0x0000a403 0x0042be03 10  12   .UPX1   utf8    O' m.=A~P}
618   0x0000a432 0x0042be32 6   7    .UPX1   ascii   ?t}7 K
619   0x0000a4ae 0x0042beae 5   6    .UPX1   ascii   zqlU{
620   0x0000a4b4 0x0042beb4 4   5    .UPX1   ascii   ,[~S
621   0x0000a54b 0x0042bf4b 5   7    .UPX1   utf8    ۍB/VG blocks=Arabic,Basic Latin
622   0x0000a567 0x0042bf67 8   9    .UPX1   ascii   JjeF\bQIt
623   0x0000a5b6 0x0042bfb6 4   5    .UPX1   ascii   HaPc
624   0x0000a66d 0x0042c06d 4   7    .UPX1   utf8     ^ྙ> blocks=Basic Latin,Tibetan
625   0x0000a697 0x0042c097 5   7    .UPX1   utf8    PeJқt blocks=Basic Latin,Cyrillic
626   0x0000a6f4 0x0042c0f4 4   5    .UPX1   ascii    =?k
627   0x0000a70f 0x0042c10f 6   7    .UPX1   ascii   \tp$v\rt
628   0x0000a7b7 0x0042c1b7 5   6    .UPX1   ascii   n)Xcq
629   0x0000a7fa 0x0042c1fa 6   9    .UPX1   utf8    dtׁJ@̏ blocks=Basic Latin,Hebrew,Combining Diacritical Marks
630   0x0000a83c 0x0042c23c 5   6    .UPX1   ascii   Nu~y@
631   0x0000a861 0x0042c261 6   7    .UPX1   ascii   `K\nx$\t
632   0x0000a89b 0x0042c29b 5   6    .UPX1   ascii   #,`)7
633   0x0000a8ac 0x0042c2ac 5   6    .UPX1   ascii    M9i`
634   0x0000a8df 0x0042c2df 4   7    .UPX1   utf8    & Lͻ blocks=Basic Latin,Greek and Coptic
635   0x0000a8f8 0x0042c2f8 4   5    .UPX1   ascii   t/vT
636   0x0000a91e 0x0042c31e 5   6    .UPX1   ascii   P$|#.
637   0x0000a942 0x0042c342 4   5    .UPX1   ascii   Bj^\a
638   0x0000a948 0x0042c348 5   6    .UPX1   ascii   )y MW
639   0x0000a9d6 0x0042c3d6 6   7    .UPX1   ascii   1*oae_
640   0x0000a9de 0x0042c3de 4   5    .UPX1   ascii   ?| \n
641   0x0000a9fe 0x0042c3fe 5   7    .UPX1   utf8    {qe܃E blocks=Basic Latin,Syriac
642   0x0000aaaa 0x0042c4aa 4   5    .UPX1   ascii   zg,U
643   0x0000ab06 0x0042c506 4   5    .UPX1   ascii   #gQm
644   0x0000ab10 0x0042c510 5   6    .UPX1   ascii   \n\b[W 
645   0x0000ab35 0x0042c535 5   6    .UPX1   ascii   1'o,D
646   0x0000ab5a 0x0042c55a 4   5    .UPX1   ascii   +#\v/
647   0x0000abdf 0x0042c5df 4   6    .UPX1   utf8    LqߎP blocks=Basic Latin,NKo
648   0x0000ac00 0x0042c600 5   6    .UPX1   ascii   K0\rU`
649   0x0000ac0b 0x0042c60b 4   6    .UPX1   utf8    jV̴0 blocks=Basic Latin,Combining Diacritical Marks
650   0x0000ac17 0x0042c617 5   6    .UPX1   ascii   \b&ik%
651   0x0000ac6c 0x0042c66c 5   6    .UPX1   ascii   5]rJy
652   0x0000acbf 0x0042c6bf 4   5    .UPX1   ascii   Ma\a 
653   0x0000accb 0x0042c6cb 4   6    .UPX1   utf8    Txâw blocks=Basic Latin,Latin-1 Supplement
654   0x0000ad00 0x0042c700 4   5    .UPX1   ascii   F6D3
655   0x0000ad59 0x0042c759 6   8    .UPX1   utf8    \b=iAH}
