[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000f0 0x000000f0 4   5            ascii   Rich
2     0x000001f8 0x000001f8 5   6            ascii   .text
3     0x0000021f 0x0000021f 7   8            ascii   `.rdata
4     0x00000247 0x00000247 6   7            ascii   @.data
5     0x00000270 0x00000270 5   6            ascii   .UPX0
6     0x00000298 0x00000298 4   5            ascii   .tls
7     0x000002c0 0x000002c0 5   6            ascii   .UPX1
8     0x000002e8 0x000002e8 6   7            ascii   .reloc
9     0x0000030f 0x0000030f 6   7            ascii   @.rsrc
1452  0x00016362 0x00437d62 4   5    .UPX1   ascii   ERUV
1453  0x0001636e 0x00437d6e 5   6    .UPX1   ascii   \fP1Ht
1454  0x000163cf 0x00437dcf 5   7    .UPX1   utf8    ŶAvp  blocks=Latin Extended-A,Basic Latin
1455  0x0001646d 0x00437e6d 4   6    .UPX1   utf8    i\byż blocks=Basic Latin,Latin Extended-A
1456  0x00016555 0x00437f55 4   7    .UPX1   utf8    R-~ blocks=Private Use Area,Basic Latin
1457  0x00016570 0x00437f70 6   7    .UPX1   ascii    )L_65
1458  0x0001659e 0x00437f9e 8   9    .UPX1   ascii   q!#rd\"*
1459  0x000165b3 0x00437fb3 4   5    .UPX1   ascii   |#2d
1460  0x000165d1 0x00437fd1 4   5    .UPX1   ascii   u0oU
1461  0x000165e4 0x00437fe4 5   6    .UPX1   ascii   7q;0F
1462  0x0001664e 0x0043804e 4   5    .UPX1   ascii   EQGJ
1463  0x00016691 0x00438091 5   6    .UPX1   ascii   s\eLH2
1464  0x000166b9 0x004380b9 4   6    .UPX1   utf8    Fϱ\fT blocks=Basic Latin,Greek and Coptic
1465  0x00016725 0x00438125 4   5    .UPX1   ascii   \anM6
1466  0x00016790 0x00438190 6   7    .UPX1   ascii   y(g[AC
1467  0x0001679f 0x0043819f 4   5    .UPX1   ascii   p8&P
1468  0x000167b1 0x004381b1 4   5    .UPX1   ascii    D,&
1469  0x00016801 0x00438201 4   5    .UPX1   ascii   ZIOJ
1470  0x00016837 0x00438237 4   6    .UPX1   utf8    ǁ&x  blocks=Latin Extended-B,Basic Latin
1471  0x00016857 0x00438257 4   5    .UPX1   ascii   bnG`
1472  0x000168ab 0x004382ab 4   5    .UPX1   ascii   ^)az
1473  0x000168ba 0x004382ba 4   5    .UPX1   ascii   6:\4
1474  0x000168de 0x004382de 7   8    .UPX1   ascii   Yb@Oc\m
1475  0x00016958 0x00438358 4   5    .UPX1   ascii   R8`{
1476  0x00016978 0x00438378 4   6    .UPX1   utf8    0EӎT blocks=Basic Latin,Cyrillic
1477  0x000169b4 0x004383b4 5   6    .UPX1   ascii   \n4X}3
1478  0x000169f2 0x004383f2 4   5    .UPX1   ascii   2aqX
1479  0x000169f8 0x004383f8 4   5    .UPX1   ascii   ^kTf
1480  0x000169fe 0x004383fe 4   5    .UPX1   ascii   s(L^
1481  0x00016a9b 0x0043849b 6   7    .UPX1   ascii   @v-&8\n
1482  0x00016aa7 0x004384a7 5   8    .UPX1   utf8    w>峣<9 blocks=Basic Latin,CJK Unified Ideographs
1483  0x00016b2b 0x0043852b 4   5    .UPX1   ascii    Tz_
1484  0x00016b51 0x00438551 4   5    .UPX1   ascii   \tB\f`
1485  0x00016b96 0x00438596 4   5    .UPX1   ascii   T\acg
1486  0x00016bbf 0x004385bf 6   7    .UPX1   ascii   ]cr?;&
1487  0x00016bf6 0x004385f6 6   7    .UPX1   ascii   )@f*G\
1488  0x00016c03 0x00438603 4   5    .UPX1   ascii   ;{r,
1489  0x00016c17 0x00438617 7   9    .UPX1   utf8    tr1ڟ=a, blocks=Basic Latin,Arabic
1490  0x00016c22 0x00438622 6   7    .UPX1   ascii   6deI`|
1491  0x00016c61 0x00438661 4   5    .UPX1   ascii   i9'`
1492  0x00016d09 0x00438709 6   7    .UPX1   ascii   `C6W \
1493  0x00016d39 0x00438739 5   6    .UPX1   ascii   7?\j`
1494  0x00016d87 0x00438787 4   6    .UPX1   utf8    dH<ت blocks=Basic Latin,Arabic
1495  0x00016d93 0x00438793 4   5    .UPX1   ascii   =xz0
1496  0x00016de5 0x004387e5 4   5    .UPX1   ascii   \f|2,
1497  0x00016df8 0x004387f8 4   6    .UPX1   utf8    0ٷNO blocks=Basic Latin,Arabic
1498  0x00016e25 0x00438825 4   5    .UPX1   ascii   ,4G.
1499  0x00016e2a 0x0043882a 8   11   .UPX1   utf8    ݃NnL+éH7 blocks=Syriac,Basic Latin,Latin-1 Supplement
1500  0x00016e7c 0x0043887c 7   8    .UPX1   ascii   Q8TX>)\v
1501  0x00016ea9 0x004388a9 4   5    .UPX1   ascii   CO@_
1502  0x00016f2b 0x0043892b 4   5    .UPX1   ascii   r\bzY
1503  0x00016f60 0x00438960 4   5    .UPX1   ascii   0S\t(
1504  0x00016f7e 0x0043897e 4   5    .UPX1   ascii   @_%,
1505  0x00016f9b 0x0043899b 4   5    .UPX1   ascii   <@Q*
1506  0x00016fed 0x004389ed 4   5    .UPX1   ascii   \nxfl
1507  0x00017012 0x00438a12 4   5    .UPX1   ascii   VK4\v
1508  0x00017086 0x00438a86 4   5    .UPX1   ascii   5y!T
1509  0x0001708f 0x00438a8f 5   6    .UPX1   ascii   @Uegs
1510  0x000170ab 0x00438aab 4   5    .UPX1   ascii   \a0^2
1511  0x000170d2 0x00438ad2 4   6    .UPX1   utf8    \fθ`q blocks=Basic Latin,Greek and Coptic
1512  0x000170f7 0x00438af7 4   5    .UPX1   ascii   xp5!
1513  0x00017108 0x00438b08 4   5    .UPX1   ascii   \tiW4
1514  0x00017110 0x00438b10 4   5    .UPX1   ascii   NH<'
1515  0x00017131 0x00438b31 6   8    .UPX1   utf8    \rҌ;5bB blocks=Basic Latin,Cyrillic
1516  0x0001722e 0x00438c2e 5   7    .UPX1   utf8    _WmK\t
1517  0x00017242 0x00438c42 4   5    .UPX1   ascii   \tDF\a
1518  0x00017287 0x00438c87 4   5    .UPX1   ascii   Nmy\
1519  0x000172ea 0x00438cea 5   6    .UPX1   ascii   V\nv$H
1520  0x00017319 0x00438d19 4   5    .UPX1   ascii   nYKt
1521  0x0001731e 0x00438d1e 4   6    .UPX1   utf8    I8Ə2 blocks=Basic Latin,Latin Extended-B
1522  0x0001732e 0x00438d2e 4   5    .UPX1   ascii   -\vVW
1523  0x0001733b 0x00438d3b 5   6    .UPX1   ascii   Q#j u
1524  0x00017358 0x00438d58 5   6    .UPX1   ascii   Py;&\a
1525  0x00017363 0x00438d63 4   6    .UPX1   utf8    veoˇ blocks=Basic Latin,Spacing Modifier Letters
1526  0x000173ce 0x00438dce 5   6    .UPX1   ascii   K\bZ \v
1527  0x000173f9 0x00438df9 4   5    .UPX1   ascii   A6XW
1528  0x00017401 0x00438e01 4   5    .UPX1   ascii   @ekn
1529  0x00017418 0x00438e18 4   7    .UPX1   utf8    j@ʏl blocks=Basic Latin,IPA Extensions
1530  0x00017449 0x00438e49 6   8    .UPX1   utf8    kh¨*z& blocks=Basic Latin,Latin-1 Supplement
1531  0x00017451 0x00438e51 4   6    .UPX1   utf8    ρO9y blocks=Greek and Coptic,Basic Latin
1532  0x00017484 0x00438e84 4   5    .UPX1   ascii   's8W
1533  0x000174aa 0x00438eaa 8   9    .UPX1   ascii   .g\f?N\rX5
1534  0x000174c7 0x00438ec7 4   7    .UPX1   utf8    (튞Fy blocks=Basic Latin,Hangul Syllables
1535  0x000174d6 0x00438ed6 4   5    .UPX1   ascii   "fQn
1536  0x000174fb 0x00438efb 4   5    .UPX1   ascii   Cv\vI
1537  0x000175bf 0x00438fbf 5   6    .UPX1   ascii   #$~5V
1538  0x000175cf 0x00438fcf 4   6    .UPX1   utf8    ]7ɩT blocks=Basic Latin,IPA Extensions
1539  0x000175d8 0x00438fd8 6   7    .UPX1   ascii   l/4\naI
1540  0x0001762b 0x0043902b 4   5    .UPX1   ascii   `";\n
1541  0x00017660 0x00439060 4   5    .UPX1   ascii   Obiq
1542  0x000176a1 0x004390a1 4   5    .UPX1   ascii   \v\vc
1543  0x000176bb 0x004390bb 4   6    .UPX1   utf8    @Џ%\t blocks=Basic Latin,Cyrillic
1544  0x00017723 0x00439123 4   6    .UPX1   utf8    gȊ v blocks=Basic Latin,Latin Extended-B
1545  0x00017760 0x00439160 5   6    .UPX1   ascii   l#4Dz
1546  0x00017781 0x00439181 5   6    .UPX1   ascii   \r$\a)S
1547  0x0001778c 0x0043918c 4   5    .UPX1   ascii   t0[o
1548  0x000177c7 0x004391c7 4   6    .UPX1   utf8     kȾ$ blocks=Basic Latin,Latin Extended-B
1549  0x000177f7 0x004391f7 4   5    .UPX1   ascii   2[ s
1550  0x00017809 0x00439209 4   6    .UPX1   utf8    Üv(T blocks=Latin-1 Supplement,Basic Latin
1551  0x0001784d 0x0043924d 5   6    .UPX1   ascii   \f+&8\a
1552  0x000178a1 0x004392a1 4   5    .UPX1   ascii   &YO.
1553  0x00017969 0x00439369 5   6    .UPX1   ascii   8@~O`
1554  0x0001797c 0x0043937c 5   6    .UPX1   ascii   )\b'?b
1555  0x0001799f 0x0043939f 5   6    .UPX1   ascii   Yp\eD2
1556  0x000179d3 0x004393d3 4   6    .UPX1   utf8    ֜"Tl blocks=Hebrew,Basic Latin
1557  0x00017a27 0x00439427 4   5    .UPX1   ascii   X'js
1558  0x00017a2e 0x0043942e 4   5    .UPX1   ascii   $1-,
1559  0x00017a58 0x00439458 4   5    .UPX1   ascii   Nk$D
1560  0x00017a7a 0x0043947a 7   9    .UPX1   utf8    ?ÇJaLm@ blocks=Basic Latin,Latin-1 Supplement
1561  0x00017a9b 0x0043949b 5   8    .UPX1   utf8    h@\ۇƉ blocks=Basic Latin,Arabic,Latin Extended-B
1562  0x00017abd 0x004394bd 4   5    .UPX1   ascii   *p\n#
1563  0x00017af1 0x004394f1 4   5    .UPX1   ascii   qv<0
1564  0x00017b01 0x00439501 5   6    .UPX1   ascii   = F3c
1565  0x00017b2b 0x0043952b 4   5    .UPX1   ascii   T%y}
1566  0x00017b5a 0x0043955a 4   5    .UPX1   ascii   .yrn
1567  0x00017b67 0x00439567 4   6    .UPX1   utf8    QN̻  blocks=Basic Latin,Combining Diacritical Marks
1568  0x00017bd7 0x004395d7 5   6    .UPX1   ascii   p<b\af
1569  0x00017bfe 0x004395fe 7   9    .UPX1   utf8    @ozlњ\am blocks=Basic Latin,Cyrillic
1570  0x00017c22 0x00439622 4   5    .UPX1   ascii   u~xW
1571  0x00017c34 0x00439634 4   5    .UPX1   ascii   QCtv
1572  0x00017c44 0x00439644 5   6    .UPX1   ascii   6;pwC
1573  0x00017c61 0x00439661 5   6    .UPX1   ascii   zrpjw
1574  0x00017c78 0x00439678 4   5    .UPX1   ascii   FD$>
1575  0x00017c8f 0x0043968f 4   6    .UPX1   utf8    \n`ډo blocks=Basic Latin,Arabic
1576  0x00017ce6 0x004396e6 4   6    .UPX1   utf8    {e%Ӗ blocks=Basic Latin,Cyrillic
1577  0x00017d28 0x00439728 4   5    .UPX1   ascii   vL~.
1578  0x00017d4d 0x0043974d 4   5    .UPX1   ascii   `1w"
1579  0x00017dd1 0x004397d1 4   5    .UPX1   ascii   \b,$\n
1580  0x00017dda 0x004397da 5   6    .UPX1   ascii   !;+3`
1581  0x00017e54 0x00439854 4   5    .UPX1   ascii   `2RQ
1582  0x00017e5c 0x0043985c 5   6    .UPX1   ascii   @c#iP
1583  0x00017e73 0x00439873 4   5    .UPX1   ascii   n(\t\a
1584  0x00017e95 0x00439895 4   6    .UPX1   utf8    ]٪Dr blocks=Basic Latin,Arabic
1585  0x00017f4a 0x0043994a 4   5    .UPX1   ascii   ZmE<
1586  0x00017f97 0x00439997 4   5    .UPX1   ascii   \tu@I
1587  0x00017fb8 0x004399b8 4   5    .UPX1   ascii   FP9l
1588  0x00017fbd 0x004399bd 4   5    .UPX1   ascii   A.V:
1589  0x00017fd8 0x004399d8 4   6    .UPX1   utf8    =ճzB blocks=Basic Latin,Armenian
1590  0x0001801e 0x00439a1e 5   6    .UPX1   ascii   dB\vJ%
1591  0x00018085 0x00439a85 4   5    .UPX1   ascii   7+F@
1592  0x00018093 0x00439a93 4   5    .UPX1   ascii   JBqn
1593  0x000180f4 0x00439af4 6   7    .UPX1   ascii   x?X/%@
1594  0x00018112 0x00439b12 4   5    .UPX1   ascii   fF'+
1595  0x00018169 0x00439b69 5   8    .UPX1   utf8    ǁX\݂\a blocks=Latin Extended-B,Basic Latin,Syriac
1596  0x000181bd 0x00439bbd 4   5    .UPX1   ascii   @\m?
1597  0x000181c7 0x00439bc7 6   7    .UPX1   ascii   d0k4WD
1598  0x00018222 0x00439c22 6   7    .UPX1   ascii   RYHJz1
1599  0x00018260 0x00439c60 4   5    .UPX1   ascii   :$JO
1600  0x000182d0 0x00439cd0 4   5    .UPX1   ascii   Heba
1601  0x000182f0 0x00439cf0 8   9    .UPX1   ascii   j$\bs@KQ3
1602  0x000182fc 0x00439cfc 5   7    .UPX1   utf8    \vį|A\t blocks=Basic Latin,Latin Extended-A
1603  0x0001832d 0x00439d2d 4   5    .UPX1   ascii   ^`Jw
1604  0x00018372 0x00439d72 5   6    .UPX1   ascii   pu-=_
1605  0x00018440 0x00439e40 5   6    .UPX1   ascii   m{8tZ
1606  0x00018492 0x00439e92 6   7    .UPX1   ascii   1cj3/;
1607  0x000184d4 0x00439ed4 4   5    .UPX1   ascii   yP\n?
1608  0x0001853f 0x00439f3f 4   5    .UPX1   ascii   TVXa
1609  0x00018557 0x00439f57 4   5    .UPX1   ascii   i>X~
1610  0x0001856b 0x00439f6b 4   5    .UPX1   ascii   D816
1611  0x00018613 0x0043a013 4   5    .UPX1   ascii   .\aQm
1612  0x0001866c 0x0043a06c 8   10   .UPX1   utf8    pÂ\aT\rrXp blocks=Basic Latin,Latin-1 Supplement
1613  0x000186a2 0x0043a0a2 4   5    .UPX1   ascii   =0@O
1614  0x00018720 0x0043a120 4   6    .UPX1   utf8    @\rڂB blocks=Basic Latin,Arabic
1615  0x000187b9 0x0043a1b9 4   5    .UPX1   ascii   gY,K
1616  0x000187bf 0x0043a1bf 4   5    .UPX1   ascii   J+l@
1617  0x000187e9 0x0043a1e9 5   7    .UPX1   utf8    I\bc6Ĝ blocks=Basic Latin,Latin Extended-A
1618  0x0001886f 0x0043a26f 4   5    .UPX1   ascii   %7}B
1619  0x00018892 0x0043a292 5   6    .UPX1   ascii   @Z2bv
1620  0x000188af 0x0043a2af 4   5    .UPX1   ascii   P.ha
1621  0x000188d2 0x0043a2d2 4   5    .UPX1   ascii   Ri\a"
1622  0x000188d8 0x0043a2d8 4   5    .UPX1   ascii   mpG:
1623  0x0001897d 0x0043a37d 5   7    .UPX1   utf8    (od5Р blocks=Basic Latin,Cyrillic
1624  0x000189d0 0x0043a3d0 5   6    .UPX1   ascii   @:~g*
1625  0x00018a27 0x0043a427 6   7    .UPX1   ascii   `\v4T[<
1626  0x00018ae3 0x0043a4e3 4   7    .UPX1   utf8    .붺JG blocks=Basic Latin,Hangul Syllables
1627  0x00018b00 0x0043a500 5   6    .UPX1   ascii   tHX{Y
1628  0x00018b41 0x0043a541 4   5    .UPX1   ascii   +H|t
1629  0x00018b7d 0x0043a57d 5   6    .UPX1   ascii   bB0'k
1630  0x00018bdc 0x0043a5dc 9   10   .UPX1   ascii   -y$p7LZtb
1631  0x00018c05 0x0043a605 4   6    .UPX1   utf8    ږ{\f% blocks=Arabic,Basic Latin
1632  0x00018c1b 0x0043a61b 4   5    .UPX1   ascii   |4MF
1633  0x00018cb4 0x0043a6b4 4   6    .UPX1   utf8    Hť}r blocks=Basic Latin,Latin Extended-A
1634  0x00018cbc 0x0043a6bc 4   5    .UPX1   ascii   A?G1
1635  0x00018cc3 0x0043a6c3 4   5    .UPX1   ascii   )\ed2
1636  0x00018ce6 0x0043a6e6 4   5    .UPX1   ascii   lzb\n
1637  0x00018d3e 0x0043a73e 4   5    .UPX1   ascii   \n/TG
1638  0x00018d45 0x0043a745 4   5    .UPX1   ascii   qU\aa
1639  0x00018d4a 0x0043a74a 6   7    .UPX1   ascii   q8p>us
1640  0x00018dbe 0x0043a7be 4   5    .UPX1   ascii   @oTY
1641  0x00018dd9 0x0043a7d9 4   5    .UPX1   ascii   Y0&0
1642  0x00018e1b 0x0043a81b 5   6    .UPX1   ascii   C\f]R<
1643  0x00018e33 0x0043a833 9   10   .UPX1   ascii   \aZ\nCIb3}@
1644  0x00018ea0 0x0043a8a0 4   5    .UPX1   ascii   )$lr
1645  0x00018ea8 0x0043a8a8 4   5    .UPX1   ascii   D@B}
1646  0x00018ee8 0x0043a8e8 5   7    .UPX1   utf8    w\?K˃ blocks=Basic Latin,Spacing Modifier Letters
1647  0x00018eef 0x0043a8ef 4   5    .UPX1   ascii   Ir L
1648  0x00018f22 0x0043a922 4   5    .UPX1   ascii   /rAs
1649  0x00018fd1 0x0043a9d1 6   7    .UPX1   ascii   \vFeS!:
1650  0x00019024 0x0043aa24 5   6    .UPX1   ascii   Fy\D{
1651  0x0001908c 0x0043aa8c 4   5    .UPX1   ascii   VR$6
1652  0x000190b8 0x0043aab8 5   6    .UPX1   ascii   Y=p/8
1653  0x000190ff 0x0043aaff 4   5    .UPX1   ascii   lnNY
1654  0x00019133 0x0043ab33 4   5    .UPX1   ascii   s@|8
1655  0x0001916b 0x0043ab6b 7   8    .UPX1   ascii   \a!ou- M
1656  0x000191ad 0x0043abad 4   5    .UPX1   ascii   ! i"
1657  0x000191b5 0x0043abb5 4   5    .UPX1   ascii   B;_8
1658  0x000191d1 0x0043abd1 8   9    .UPX1   ascii   WXcr(8&\b
1659  0x000191da 0x0043abda 4   6    .UPX1   utf8    ټ@'R blocks=Arabic,Basic Latin
1660  0x0001929b 0x0043ac9b 5   7    .UPX1   utf8    aӑ.Sq blocks=Basic Latin,Cyrillic
1661  0x0001930c 0x0043ad0c 5   6    .UPX1   ascii    F"?[
1662  0x00019330 0x0043ad30 6   7    .UPX1   ascii   T<p tK
1663  0x0001935d 0x0043ad5d 4   6    .UPX1   utf8    EÀo\e blocks=Basic Latin,Latin-1 Supplement
1664  0x0001938e 0x0043ad8e 6   7    .UPX1   ascii   sUN.L 
1665  0x000193fc 0x0043adfc 4   5    .UPX1   ascii   vV\f|
1666  0x0001940b 0x0043ae0b 4   5    .UPX1   ascii   \tMfz
1667  0x0001942c 0x0043ae2c 4   5    .UPX1   ascii   A\fi!
1668  0x00019463 0x0043ae63 4   5    .UPX1   ascii   Z*}4
1669  0x0001950b 0x0043af0b 5   8    .UPX1   utf8    w\nӄvK blocks=Basic Latin,Cyrillic
1670  0x00019547 0x0043af47 4   5    .UPX1   ascii   q\nl\e
1671  0x000195ad 0x0043afad 4   5    .UPX1   ascii   U,\`
1672  0x000195c9 0x0043afc9 6   7    .UPX1   ascii   Ui;\b\vC
1673  0x00019622 0x0043b022 4   5    .UPX1   ascii   2)T\f
1674  0x00019627 0x0043b027 4   6    .UPX1   utf8    э?VU blocks=Cyrillic,Basic Latin
1675  0x0001964f 0x0043b04f 4   6    .UPX1   utf8    Oܗj} blocks=Basic Latin,Syriac
1676  0x0001965b 0x0043b05b 4   5    .UPX1   ascii   @e3<
1677  0x00019663 0x0043b063 4   6    .UPX1   utf8    HMӬ9 blocks=Basic Latin,Cyrillic
1678  0x00019676 0x0043b076 4   5    .UPX1   ascii   [H\f"
1679  0x00019688 0x0043b088 5   7    .UPX1   utf8    rχU\e~ blocks=Basic Latin,Greek and Coptic
1680  0x000196d2 0x0043b0d2 4   6    .UPX1   utf8    c vV
1681  0x000196f0 0x0043b0f0 4   5    .UPX1   ascii   I_\n
1682  0x00019730 0x0043b130 4   6    .UPX1   utf8    Ƀw!d blocks=Latin Extended-B,Basic Latin
1683  0x000197f6 0x0043b1f6 5   6    .UPX1   ascii   K<-lP
1684  0x00019811 0x0043b211 4   5    .UPX1   ascii   $.~&
1685  0x00019862 0x0043b262 6   7    .UPX1   ascii   \nE3/*1
1686  0x0001988e 0x0043b28e 4   5    .UPX1   ascii   Z%4E
1687  0x000198ad 0x0043b2ad 4   5    .UPX1   ascii   J{mk
1688  0x00019924 0x0043b324 4   5    .UPX1   ascii   \fyrL
1689  0x00019970 0x0043b370 6   7    .UPX1   ascii   k2NS\ep
1690  0x0001999f 0x0043b39f 6   8    .UPX1   utf8    *Rdћ=` blocks=Basic Latin,Cyrillic
1691  0x00019a0c 0x0043b40c 6   7    .UPX1   ascii   \r<8`k@
1692  0x00019a44 0x0043b444 4   5    .UPX1   ascii   r`x~
1693  0x00019aa4 0x0043b4a4 4   5    .UPX1   ascii   L}qv
1694  0x00019abf 0x0043b4bf 6   7    .UPX1   ascii   S"`yd=
1695  0x00019ad9 0x0043b4d9 4   5    .UPX1   ascii   <0 .
1696  0x00019aeb 0x0043b4eb 4   5    .UPX1   ascii   -@^\r
1697  0x00019b0e 0x0043b50e 4   5    .UPX1   ascii   .*6|
1698  0x00019b28 0x0043b528 7   8    .UPX1   ascii   7@(y;Jx
1699  0x00019b31 0x0043b531 5   7    .UPX1   utf8    &n:(Ķ blocks=Basic Latin,Latin Extended-A
1700  0x00019b58 0x0043b558 5   6    .UPX1   ascii   \nt>v\e
1701  0x00019b72 0x0043b572 4   5    .UPX1   ascii   6a&1
1702  0x00019b82 0x0043b582 4   5    .UPX1   ascii   T@\ri
1703  0x00019c2b 0x0043b62b 4   5    .UPX1   ascii   wm^\t
1704  0x00019cd8 0x0043b6d8 4   5    .UPX1   ascii   2-l=
1705  0x00019cdf 0x0043b6df 6   8    .UPX1   utf8    ;rNܨzT blocks=Basic Latin,Syriac
1706  0x00019cf6 0x0043b6f6 5   6    .UPX1   ascii   GB8!t
1707  0x00019d53 0x0043b753 5   7    .UPX1   utf8    ԧoK8" blocks=Cyrillic Supplement,Basic Latin
1708  0x00019d6f 0x0043b76f 5   6    .UPX1   ascii   |d'\v
1709  0x00019d94 0x0043b794 6   8    .UPX1   utf8    ק6>`~_ blocks=Hebrew,Basic Latin
1710  0x00019ddd 0x0043b7dd 4   7    .UPX1   utf8    W:3䀁 blocks=Basic Latin,CJK Unified Ideographs Extension A
1711  0x00019de6 0x0043b7e6 9   10   .UPX1   ascii   p7r8no\ab,
1712  0x00019e13 0x0043b813 4   6    .UPX1   utf8    ݡ%\ab blocks=Arabic Supplement,Basic Latin
1713  0x00019eb1 0x0043b8b1 4   5    .UPX1   ascii   Ll\ns
1714  0x00019f78 0x0043b978 5   6    .UPX1   ascii   f%`^@
1715  0x00019fa3 0x0043b9a3 4   5    .UPX1   ascii   *dwG
1716  0x00019fc6 0x0043b9c6 4   6    .UPX1   utf8    uPՄ[ blocks=Basic Latin,Armenian
1717  0x00019fd4 0x0043b9d4 4   5    .UPX1   ascii   `jX-
1718  0x00019ff6 0x0043b9f6 4   5    .UPX1   ascii   ]-t$
1719  0x0001a009 0x0043ba09 4   5    .UPX1   ascii   V;\eP
1720  0x0001a040 0x0043ba40 4   5    .UPX1   ascii   e@WQ
1721  0x0001a08c 0x0043ba8c 4   6    .UPX1   utf8    ٯ&S0 blocks=Arabic,Basic Latin
1722  0x0001a0ff 0x0043baff 6   9    .UPX1   utf8    3KڤndU blocks=Basic Latin,Arabic
1723  0x0001a116 0x0043bb16 6   7    .UPX1   ascii   djzDk6
1724  0x0001a182 0x0043bb82 4   5    .UPX1   ascii   D`p_
1725  0x0001a206 0x0043bc06 4   5    .UPX1   ascii   RKZ{
1726  0x0001a258 0x0043bc58 6   7    .UPX1   ascii   s|IW }
1727  0x0001a263 0x0043bc63 4   5    .UPX1   ascii   Xr^*
1728  0x0001a287 0x0043bc87 4   5    .UPX1   ascii   sr}n
1729  0x0001a2a9 0x0043bca9 4   5    .UPX1   ascii   "\TR
1730  0x0001a2b4 0x0043bcb4 4   5    .UPX1   ascii   Ou,\t
1731  0x0001a2d4 0x0043bcd4 5   6    .UPX1   ascii   hO\"v
1732  0x0001a2e7 0x0043bce7 4   6    .UPX1   utf8    Tĺ?a blocks=Basic Latin,Latin Extended-A
1733  0x0001a33e 0x0043bd3e 4   5    .UPX1   ascii   .b\rD
1734  0x0001a365 0x0043bd65 5   8    .UPX1   utf8    YŸ9ހS blocks=Basic Latin,Latin Extended-A,Thaana
1735  0x0001a383 0x0043bd83 4   5    .UPX1   ascii   _A`,
1736  0x0001a391 0x0043bd91 5   6    .UPX1   ascii   ZD\a}T
1737  0x0001a3a5 0x0043bda5 6   7    .UPX1   ascii   'cm4<L
1738  0x0001a3f2 0x0043bdf2 5   6    .UPX1   ascii   PyuA@
1739  0x0001a445 0x0043be45 4   5    .UPX1   ascii   9j[f
1740  0x0001a528 0x0043bf28 4   5    .UPX1   ascii   :\fRt
1741  0x0001a538 0x0043bf38 4   6    .UPX1   utf8    Ԝ?#@ blocks=Cyrillic Supplement,Basic Latin
1742  0x0001a542 0x0043bf42 4   7    .UPX1   utf8    *Ώ\nǇ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
1743  0x0001a581 0x0043bf81 4   6    .UPX1   utf8    Ё](\ blocks=Cyrillic,Basic Latin
1744  0x0001a5a5 0x0043bfa5 6   7    .UPX1   ascii   ^|B'@"
1745  0x0001a624 0x0043c024 4   5    .UPX1   ascii   \v >r
1746  0x0001a65a 0x0043c05a 4   5    .UPX1   ascii   /\rO)
1747  0x0001a6a0 0x0043c0a0 4   5    .UPX1   ascii   J"@[
1748  0x0001a6cf 0x0043c0cf 4   5    .UPX1   ascii   @GOy
1749  0x0001a6df 0x0043c0df 5   6    .UPX1   ascii   x*F(Z
1750  0x0001a74e 0x0043c14e 4   5    .UPX1   ascii   ![;(
1751  0x0001a75e 0x0043c15e 4   6    .UPX1   utf8    \ͽ34 blocks=Basic Latin,Greek and Coptic
1752  0x0001a775 0x0043c175 5   6    .UPX1   ascii   W;}P!
1753  0x0001a785 0x0043c185 5   7    .UPX1   utf8    ޘ|uQ% blocks=Thaana,Basic Latin
1754  0x0001a7e0 0x0043c1e0 6   7    .UPX1   ascii   |9/dX?
1755  0x0001a80a 0x0043c20a 5   6    .UPX1   ascii   \bvy5K
1756  0x0001a822 0x0043c222 5   6    .UPX1   ascii   _|;t'
1757  0x0001a845 0x0043c245 4   5    .UPX1   ascii   HP~*
1758  0x0001a852 0x0043c252 4   5    .UPX1   ascii   0&~,
1759  0x0001a8d5 0x0043c2d5 6   8    .UPX1   utf8    8\r~aɜ. blocks=Basic Latin,IPA Extensions
1760  0x0001a93a 0x0043c33a 4   5    .UPX1   ascii   QpjA
1761  0x0001a9a1 0x0043c3a1 5   6    .UPX1   ascii   8 E\n^
1762  0x0001a9f8 0x0043c3f8 4   5    .UPX1   ascii   qcs5
1763  0x0001aa6c 0x0043c46c 4   5    .UPX1   ascii   E``6
1764  0x0001aac6 0x0043c4c6 5   6    .UPX1   ascii   ^B.k1
1765  0x0001ab0a 0x0043c50a 4   5    .UPX1   ascii   D \b4
1766  0x0001ab10 0x0043c510 4   6    .UPX1   utf8    p7_ſ blocks=Basic Latin,Latin Extended-A
1767  0x0001ab1b 0x0043c51b 5   6    .UPX1   ascii   :%?9x
1768  0x0001ab84 0x0043c584 4   6    .UPX1   utf8    ǅR@z blocks=Latin Extended-B,Basic Latin
1769  0x0001abc8 0x0043c5c8 4   5    .UPX1   ascii   <F@M
1770  0x0001ac35 0x0043c635 4   6    .UPX1   utf8    Ǩo\fM blocks=Latin Extended-B,Basic Latin
1771  0x0001ac3c 0x0043c63c 5   6    .UPX1   ascii   bJl<0
1772  0x0001ac57 0x0043c657 4   5    .UPX1   ascii   8\tm;
1773  0x0001ac5e 0x0043c65e 4   5    .UPX1   ascii   k\nPc
