[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
55336 0x002b03cd 0x006c8dcd 5   6            ascii   B;*os
55337 0x002b03ea 0x006c8dea 4   5            ascii   g-vp
55338 0x002b0491 0x006c8e91 6   8            utf8    ZҦ2%dd blocks=Basic Latin,Cyrillic
55339 0x002b04ca 0x006c8eca 4   6            utf8    <я7s blocks=Basic Latin,Cyrillic
55340 0x002b04d0 0x006c8ed0 4   6            utf8    P,հJ blocks=Basic Latin,Armenian
55341 0x002b04e6 0x006c8ee6 4   6            utf8    ><ÉU blocks=Basic Latin,Latin-1 Supplement
55342 0x002b0510 0x006c8f10 4   5            ascii   /aq_
55343 0x002b0522 0x006c8f22 4   5            ascii   k\bT\t
55344 0x002b058c 0x006c8f8c 7   9            utf8    H0ٲYy5k blocks=Basic Latin,Arabic
55345 0x002b0675 0x006c9075 4   5            ascii   QX\t
55346 0x002b067a 0x006c907a 4   5            ascii   oR\br
55347 0x002b0691 0x006c9091 5   6            ascii   ?g|H"
55348 0x002b06c9 0x006c90c9 4   5            ascii   ZWG1
55349 0x002b0709 0x006c9109 7   8            ascii   ? *\t6AZ
55350 0x002b0749 0x006c9149 7   8            ascii   za^U`\d
55351 0x002b077f 0x006c917f 4   5            ascii   s:ls
55352 0x002b07a3 0x006c91a3 6   7            ascii    CbT-O
55353 0x002b0804 0x006c9204 4   5            ascii   WcP=
55354 0x002b0814 0x006c9214 5   6            ascii   5iAy=
55355 0x002b082a 0x006c922a 5   7            utf8    2\n{|ԏ blocks=Basic Latin,Cyrillic Supplement
55356 0x002b0848 0x006c9248 5   6            ascii   c"K:d
55357 0x002b0898 0x006c9298 4   6            utf8    Vٿ{\a blocks=Basic Latin,Arabic
55358 0x002b08bf 0x006c92bf 6   7            ascii   6_MfF@
55359 0x002b08df 0x006c92df 4   5            ascii   GcS"
55360 0x002b0934 0x006c9334 4   6            utf8    EʠU\ blocks=Basic Latin,IPA Extensions
55361 0x002b0946 0x006c9346 4   6            utf8    eֻi0 blocks=Basic Latin,Hebrew
55362 0x002b0960 0x006c9360 5   6            ascii   "0\=h
55363 0x002b09ea 0x006c93ea 5   8            utf8    ܯ@$Ɏ< blocks=Syriac,Basic Latin,Latin Extended-B
55364 0x002b0a33 0x006c9433 6   9            utf8    ǜg4Sҿf blocks=Latin Extended-B,Basic Latin,Cyrillic
55365 0x002b0a4f 0x006c944f 5   6            ascii   -&oF/
55366 0x002b0a74 0x006c9474 5   6            ascii   dV(\v%
55367 0x002b0acb 0x006c94cb 4   6            utf8    /ެ^x blocks=Basic Latin,Thaana
55368 0x002b0ad8 0x006c94d8 5   6            ascii   _Npq>
55369 0x002b0ae4 0x006c94e4 4   5            ascii   lI|@
55370 0x002b0aff 0x006c94ff 4   5            ascii   _\v\tU
55371 0x002b0b8d 0x006c958d 4   7            utf8    4ﲌP> blocks=Basic Latin,Arabic Presentation Forms-A
55372 0x002b0bb4 0x006c95b4 4   5            ascii   T;o\a
55373 0x002b0bd9 0x006c95d9 4   5            ascii   AaB~
55374 0x002b0c3c 0x006c963c 4   5            ascii   ^%, 
55375 0x002b0c5f 0x006c965f 10  12           utf8    ӢgmW1?!xD` blocks=Cyrillic,Basic Latin
55376 0x002b0cb2 0x006c96b2 4   6            utf8    w?ݎ\b blocks=Basic Latin,Syriac
55377 0x002b0cdc 0x006c96dc 5   7            utf8    cAѤ\r2 blocks=Basic Latin,Cyrillic
55378 0x002b0cee 0x006c96ee 5   10           utf8    p˥0Э blocks=Basic Latin,Private Use Area,Spacing Modifier Letters,Cyrillic
55379 0x002b0cf9 0x006c96f9 6   7            ascii   0tY& t
55380 0x002b0d06 0x006c9706 5   6            ascii   TrGM\n
55381 0x002b0d31 0x006c9731 5   6            ascii   :7g`'
55382 0x002b0d6a 0x006c976a 4   6            utf8    ߅B\tj blocks=NKo,Basic Latin
55383 0x002b0d83 0x006c9783 7   9            utf8    ûrz~B\bh blocks=Latin-1 Supplement,Basic Latin
55384 0x002b0d95 0x006c9795 6   7            ascii   \vPD92E
55385 0x002b0dcf 0x006c97cf 4   5            ascii   VIT-
55386 0x002b0dea 0x006c97ea 4   5            ascii   !P\f\e
55387 0x002b0dff 0x006c97ff 4   5            ascii   \tUPz
55388 0x002b0e28 0x006c9828 5   7            utf8     RaRÍ blocks=Basic Latin,Latin-1 Supplement
55389 0x002b0e61 0x006c9861 4   5            ascii   l?-E
55390 0x002b0e74 0x006c9874 5   7            utf8    ³\vU\r> blocks=Latin-1 Supplement,Basic Latin
55391 0x002b0eb6 0x006c98b6 4   5            ascii   +?wY
55392 0x002b0ed0 0x006c98d0 4   5            ascii   \tg&b
55393 0x002b0f21 0x006c9921 4   5            ascii   =dKT
55394 0x002b0f4d 0x006c994d 4   6            utf8    ԃC,V blocks=Cyrillic Supplement,Basic Latin
55395 0x002b0fc1 0x006c99c1 5   7            utf8    ӐpFGr blocks=Cyrillic,Basic Latin
55396 0x002b1037 0x006c9a37 7   8            ascii   \eG\r2^fH
55397 0x002b105a 0x006c9a5a 4   5            ascii   NJ,}
55398 0x002b109e 0x006c9a9e 4   5            ascii   h%*[
55399 0x002b10bf 0x006c9abf 4   5            ascii   sCrY
55400 0x002b1104 0x006c9b04 6   8            utf8    Z}ٛ!(\e blocks=Basic Latin,Arabic
55401 0x002b114e 0x006c9b4e 4   5            ascii   kc\v{
55402 0x002b1157 0x006c9b57 5   7            utf8    %\n8ٿV blocks=Basic Latin,Arabic
55403 0x002b117b 0x006c9b7b 5   7            utf8    eʃh-D blocks=Basic Latin,IPA Extensions
55404 0x002b1186 0x006c9b86 5   6            ascii   Mow*+
55405 0x002b119e 0x006c9b9e 4   5            ascii   }I\a;
55406 0x002b11ce 0x006c9bce 6   7            ascii   $vpzv_
55407 0x002b1239 0x006c9c39 4   5            ascii   ed^q
55408 0x002b124a 0x006c9c4a 5   6            ascii   +&!@\e
55409 0x002b1271 0x006c9c71 4   5            ascii   qC\vJ
55410 0x002b12b3 0x006c9cb3 4   5            ascii   y3@*
55411 0x002b12bc 0x006c9cbc 4   5            ascii   J:\v6
55412 0x002b131e 0x006c9d1e 4   5            ascii   KEPt
55413 0x002b1385 0x006c9d85 4   5            ascii   "Jx'
55414 0x002b138f 0x006c9d8f 4   5            ascii   YoQ0
55415 0x002b13e2 0x006c9de2 4   5            ascii   8qyH
55416 0x002b13fa 0x006c9dfa 4   5            ascii   8=w\e
55417 0x002b1414 0x006c9e14 6   7            ascii   s\e!bw_
55418 0x002b1470 0x006c9e70 4   7            utf8    呓%Ne blocks=CJK Unified Ideographs,Basic Latin
55419 0x002b147d 0x006c9e7d 6   8            utf8    #:1ށiD blocks=Basic Latin,Thaana
55420 0x002b14b3 0x006c9eb3 4   5            ascii   E*I>
55421 0x002b151d 0x006c9f1d 4   5            ascii   \/U 
55422 0x002b1547 0x006c9f47 5   7            utf8    ٗ8Edm blocks=Arabic,Basic Latin
55423 0x002b15ad 0x006c9fad 4   5            ascii   2HAh
55424 0x002b15dd 0x006c9fdd 4   5            ascii   Of`L
55425 0x002b15ec 0x006c9fec 4   5            ascii   Og6Y
55426 0x002b161c 0x006ca01c 4   6            utf8    _Qrێ blocks=Basic Latin,Arabic
55427 0x002b1655 0x006ca055 5   6            ascii   DweH0
55428 0x002b1665 0x006ca065 4   5            ascii   Dv?S
55429 0x002b166e 0x006ca06e 5   6            ascii    F*~z
55430 0x002b16bc 0x006ca0bc 4   6            utf8    Ӆ,p\ blocks=Cyrillic,Basic Latin
55431 0x002b16eb 0x006ca0eb 4   5            ascii   )+&@
55432 0x002b16fd 0x006ca0fd 5   6            ascii   cKU?\e
55433 0x002b1713 0x006ca113 4   6            utf8    nُmx blocks=Basic Latin,Arabic
55434 0x002b1720 0x006ca120 5   7            utf8    Ą|\f`c blocks=Latin Extended-A,Basic Latin
55435 0x002b1731 0x006ca131 4   5            ascii   `BFo
55436 0x002b1743 0x006ca143 4   5            ascii   cG\av
55437 0x002b175b 0x006ca15b 4   6            utf8    [Ǳ}X blocks=Basic Latin,Latin Extended-B
55438 0x002b177e 0x006ca17e 6   7            ascii   QdZRy:
55439 0x002b17e3 0x006ca1e3 6   7            ascii   o{B{.-
55440 0x002b181c 0x006ca21c 5   6            ascii   0_x{O
55441 0x002b18a3 0x006ca2a3 5   6            ascii    q\tIJ
55442 0x002b18df 0x006ca2df 4   5            ascii   XbF+
55443 0x002b1902 0x006ca302 5   6            ascii   )KsLi
55444 0x002b1936 0x006ca336 5   7            utf8    i[òF: blocks=Basic Latin,Latin-1 Supplement
55445 0x002b193e 0x006ca33e 4   7            utf8    }樂S? blocks=Basic Latin,CJK Compatibility Ideographs
55446 0x002b1977 0x006ca377 4   5            ascii   i 5\f
55447 0x002b1992 0x006ca392 4   6            utf8    Β&u} blocks=Greek and Coptic,Basic Latin
55448 0x002b19a1 0x006ca3a1 5   7            utf8    î#i=e blocks=Latin-1 Supplement,Basic Latin
55449 0x002b1a76 0x006ca476 4   5            ascii   A#4;
55450 0x002b1ac3 0x006ca4c3 4   5            ascii   %=Cl
55451 0x002b1af7 0x006ca4f7 4   5            ascii   Ow.d
55452 0x002b1b3a 0x006ca53a 6   7            ascii   IlKw%'
55453 0x002b1b41 0x006ca541 4   5            ascii   =[B>
55454 0x002b1b85 0x006ca585 4   5            ascii   \tgf\e
55455 0x002b1b91 0x006ca591 4   6            utf8    Ҽ_Sq blocks=Cyrillic,Basic Latin
55456 0x002b1bc8 0x006ca5c8 4   5            ascii   W4pH
55457 0x002b1bdf 0x006ca5df 4   5            ascii   f\r#3
55458 0x002b1be9 0x006ca5e9 8   10           utf8    \nȿ^>CQ3< blocks=Basic Latin,Latin Extended-B
55459 0x002b1c55 0x006ca655 4   6            utf8    L>´s blocks=Basic Latin,Latin-1 Supplement
55460 0x002b1c71 0x006ca671 4   6            utf8    :!Ƥt blocks=Basic Latin,Latin Extended-B
55461 0x002b1c87 0x006ca687 5   6            ascii   kt\tO\b
55462 0x002b1cdd 0x006ca6dd 4   5            ascii   \e[X'
55463 0x002b1d15 0x006ca715 4   5            ascii   !l"\a
55464 0x002b1d1b 0x006ca71b 5   6            ascii   V\v~Ff
55465 0x002b1d4b 0x006ca74b 6   7            ascii   He$SV1
55466 0x002b1d6f 0x006ca76f 4   5            ascii   O4\tX
55467 0x002b1d80 0x006ca780 4   7            utf8    ᠹP*S blocks=Mongolian,Basic Latin
55468 0x002b1e0c 0x006ca80c 4   5            ascii   ?m.t
55469 0x002b1e26 0x006ca826 4   5            ascii   {J}t
55470 0x002b1e3a 0x006ca83a 4   6            utf8    %!P۬ blocks=Basic Latin,Arabic
55471 0x002b1e6b 0x006ca86b 4   7            utf8    䤯yqG blocks=CJK Unified Ideographs Extension A,Basic Latin
55472 0x002b1eb0 0x006ca8b0 4   5            ascii   }Ab}
55473 0x002b1ee1 0x006ca8e1 6   7            ascii   XX6SHM
55474 0x002b1ef9 0x006ca8f9 6   8            utf8    |{\nϨ+. blocks=Basic Latin,Greek and Coptic
55475 0x002b1f0c 0x006ca90c 4   5            ascii   @\n1;
55476 0x002b1f14 0x006ca914 6   8            utf8    j?6IԱ" blocks=Basic Latin,Armenian
55477 0x002b1fa4 0x006ca9a4 4   5            ascii   U\a3H
55478 0x002b1fa9 0x006ca9a9 5   8            utf8    s4e߆ި blocks=Basic Latin,NKo,Thaana
55479 0x002b1fbd 0x006ca9bd 6   7            ascii   O1:\rE\a
55480 0x002b1fc9 0x006ca9c9 4   6            utf8    [\v9.
55481 0x002b1fdb 0x006ca9db 4   5            ascii   d\v/(
55482 0x002b1ffa 0x006ca9fa 4   5            ascii   d#Jc
55483 0x002b2089 0x006caa89 7   8            ascii   ~'e^kC6
55484 0x002b20af 0x006caaaf 4   6            utf8    قfF6 blocks=Arabic,Basic Latin
55485 0x002b20b7 0x006caab7 4   6            utf8    uĽ&& blocks=Basic Latin,Latin Extended-A
55486 0x002b20c5 0x006caac5 4   6            utf8    ;Y\aZ
55487 0x002b2143 0x006cab43 7   9            utf8    _q{`xĬ{ blocks=Basic Latin,Latin Extended-A
55488 0x002b214e 0x006cab4e 6   7            ascii   bJ!/c\n
55489 0x002b2158 0x006cab58 5   6            ascii   K=jd\b
55490 0x002b221a 0x006cac1a 5   6            ascii   :f'K\t
55491 0x002b222b 0x006cac2b 4   5            ascii   oM]?
55492 0x002b2234 0x006cac34 6   7            ascii   oby3#|
55493 0x002b2258 0x006cac58 5   7            utf8    Q%\rǦQ blocks=Basic Latin,Latin Extended-B
55494 0x002b2261 0x006cac61 4   5            ascii   jA]s
55495 0x002b2285 0x006cac85 4   5            ascii   5?~N
55496 0x002b22b5 0x006cacb5 4   5            ascii   rgw<
55497 0x002b22ee 0x006cacee 7   8            ascii   AFYH~l*
55498 0x002b22fc 0x006cacfc 5   6            ascii   "a&SZ
55499 0x002b2351 0x006cad51 5   6            ascii   k6aE4
55500 0x002b235f 0x006cad5f 4   5            ascii   \rElu
55501 0x002b2399 0x006cad99 4   5            ascii   \vv\f7
55502 0x002b23d2 0x006cadd2 5   6            ascii   Oi:yv
55503 0x002b241d 0x006cae1d 5   6            ascii   ~@[up
55504 0x002b247b 0x006cae7b 5   6            ascii   \val24
55505 0x002b249f 0x006cae9f 4   5            ascii   _ttG
55506 0x002b24f6 0x006caef6 5   7            utf8    ߛYx w blocks=NKo,Basic Latin
55507 0x002b2507 0x006caf07 4   5            ascii   ,F\<
55508 0x002b253c 0x006caf3c 4   5            ascii   []\n?
55509 0x002b25a7 0x006cafa7 4   5            ascii   Cl$y
55510 0x002b25b8 0x006cafb8 5   7            utf8    Oy%ٖQ blocks=Basic Latin,Arabic
55511 0x002b25f5 0x006caff5 4   5            ascii   zsw/
55512 0x002b2625 0x006cb025 5   6            ascii   nr]8\
55513 0x002b262e 0x006cb02e 4   5            ascii   |\eu4
55514 0x002b263d 0x006cb03d 4   5            ascii   a.bd
55515 0x002b266d 0x006cb06d 5   6            ascii   <%{#%
55516 0x002b26d7 0x006cb0d7 4   5            ascii   5EW*
55517 0x002b26ec 0x006cb0ec 4   5            ascii   7@Pk
55518 0x002b26f2 0x006cb0f2 8   9            ascii   <\fL^%c!;
55519 0x002b26fc 0x006cb0fc 4   5            ascii   1a9|
55520 0x002b2780 0x006cb180 5   7            utf8    1^798
55521 0x002b2789 0x006cb189 4   6            utf8    \Rc® blocks=Basic Latin,Latin-1 Supplement
55522 0x002b27af 0x006cb1af 4   6            utf8    EԙCd blocks=Basic Latin,Cyrillic Supplement
55523 0x002b27d3 0x006cb1d3 6   7            ascii   ]Yz,Uh
55524 0x002b282d 0x006cb22d 5   6            ascii   j1l&J
55525 0x002b285f 0x006cb25f 4   5            ascii   ]_\f{
55526 0x002b2921 0x006cb321 4   6            utf8    ̂[tF blocks=Combining Diacritical Marks,Basic Latin
55527 0x002b2946 0x006cb346 5   6            ascii   /i%>0
55528 0x002b2983 0x006cb383 4   5            ascii   Pmw?
55529 0x002b29c3 0x006cb3c3 12  17           utf8    %ҁTؿgi$nۏaZˉ blocks=Basic Latin,Cyrillic,Arabic,Spacing Modifier Letters
55530 0x002b29e9 0x006cb3e9 4   5            ascii   )-Sv
55531 0x002b2a70 0x006cb470 11  12           ascii   H(i7[sei?I\e
55532 0x002b2aa0 0x006cb4a0 6   7            ascii   !R4sk.
55533 0x002b2aae 0x006cb4ae 4   6            utf8    ¯\b$n blocks=Latin-1 Supplement,Basic Latin
55534 0x002b2b89 0x006cb589 6   8            utf8    cd]f%լ blocks=Basic Latin,Armenian
55535 0x002b2bb8 0x006cb5b8 4   5            ascii   Y&GI
55536 0x002b2bbf 0x006cb5bf 4   7            utf8    ~"㒉M blocks=Basic Latin,CJK Unified Ideographs Extension A
55537 0x002b2bc6 0x006cb5c6 4   5            ascii   %5j)
55538 0x002b2bea 0x006cb5ea 4   5            ascii   FDZ%
55539 0x002b2c00 0x006cb600 6   8            utf8    $UkMt%
55540 0x002b2c48 0x006cb648 4   7            utf8    \t壆a~ blocks=Basic Latin,CJK Unified Ideographs
55541 0x002b2c77 0x006cb677 4   8            utf8    |俀£H blocks=Basic Latin,CJK Unified Ideographs,Latin-1 Supplement
55542 0x002b2cab 0x006cb6ab 4   5            ascii   &/=9
55543 0x002b2d2f 0x006cb72f 4   5            ascii   plN{
55544 0x002b2d34 0x006cb734 5   6            ascii   \na`*W
55545 0x002b2dbd 0x006cb7bd 5   7            utf8    NκVlY blocks=Basic Latin,Greek and Coptic
55546 0x002b2dfc 0x006cb7fc 6   7            ascii   v\nD4G/
55547 0x002b2e34 0x006cb834 8   9            ascii   a6ky\f~/C
55548 0x002b2e5c 0x006cb85c 5   6            ascii   FxKOi
55549 0x002b2e62 0x006cb862 4   5            ascii   \rwq<
55550 0x002b2edf 0x006cb8df 4   6            utf8    L/؋\f blocks=Basic Latin,Arabic
55551 0x002b2eeb 0x006cb8eb 5   7            utf8    8QNdԿ blocks=Basic Latin,Armenian
55552 0x002b2f0b 0x006cb90b 6   8            utf8    V%ߠ0o1 blocks=Basic Latin,NKo
55553 0x002b2f73 0x006cb973 6   7            ascii   wUa;#A
55554 0x002b2fb0 0x006cb9b0 6   7            ascii    zGb\[
55555 0x002b2fd9 0x006cb9d9 7   8            ascii   1*AD{[Y
55556 0x002b2ff5 0x006cb9f5 6   8            utf8    AY<Ǯ1\ blocks=Basic Latin,Latin Extended-B
55557 0x002b300e 0x006cba0e 5   7            utf8    CTF׳@ blocks=Basic Latin,Hebrew
55558 0x002b3048 0x006cba48 4   6            utf8    щ<jx blocks=Cyrillic,Basic Latin
55559 0x002b3064 0x006cba64 5   8            utf8    ݧI>߷% blocks=Arabic Supplement,Basic Latin,NKo
55560 0x002b30a6 0x006cbaa6 4   5            ascii   GT7}
55561 0x002b30e1 0x006cbae1 5   8            utf8    Lk㫞-N blocks=Basic Latin,CJK Unified Ideographs Extension A
55562 0x002b312d 0x006cbb2d 5   7            utf8    DNە2\e blocks=Basic Latin,Arabic
55563 0x002b3137 0x006cbb37 7   8            ascii   VuD ]1Q
55564 0x002b3173 0x006cbb73 5   6            ascii    +@^\
55565 0x002b3179 0x006cbb79 5   6            ascii   6LAZz
55566 0x002b31ac 0x006cbbac 4   5            ascii   T8kO
55567 0x002b31d2 0x006cbbd2 4   7            utf8    e)T嚡 blocks=Basic Latin,CJK Unified Ideographs
55568 0x002b31f2 0x006cbbf2 5   6            ascii   79\e3G
55569 0x002b321c 0x006cbc1c 4   6            utf8    'åV~ blocks=Basic Latin,Latin-1 Supplement
55570 0x002b3247 0x006cbc47 4   5            ascii   $\n!;
55571 0x002b32c9 0x006cbcc9 6   8            utf8    n}ܒ3{E blocks=Basic Latin,Syriac
55572 0x002b3335 0x006cbd35 5   6            ascii   dk\t\e9
55573 0x002b33a5 0x006cbda5 4   5            ascii   :>\bj
55574 0x002b33ba 0x006cbdba 4   5            ascii   hGS2
55575 0x002b33df 0x006cbddf 4   7            utf8    *뇵Rr blocks=Basic Latin,Hangul Syllables
55576 0x002b3402 0x006cbe02 12  14           utf8    يxbEqL4Us?R0 blocks=Arabic,Basic Latin
55577 0x002b341c 0x006cbe1c 4   5            ascii   V(8v
55578 0x002b342d 0x006cbe2d 4   6            utf8    <۫\fW blocks=Basic Latin,Arabic
55579 0x002b3433 0x006cbe33 4   5            ascii   A]5R
55580 0x002b3438 0x006cbe38 4   6            utf8    ǵesx blocks=Latin Extended-B,Basic Latin
55581 0x002b34b3 0x006cbeb3 8   9            ascii   OV%\fhz!j
55582 0x002b34f1 0x006cbef1 4   5            ascii   QH[ 
55583 0x002b34f9 0x006cbef9 4   6            utf8    7ÜJ: blocks=Basic Latin,Latin-1 Supplement
55584 0x002b351c 0x006cbf1c 4   5            ascii   8\t\eS
55585 0x002b3521 0x006cbf21 6   7            ascii   2\f]<.0
55586 0x002b3557 0x006cbf57 5   8            utf8    i[3ƳĊ blocks=Basic Latin,Latin Extended-B,Latin Extended-A
55587 0x002b35a9 0x006cbfa9 4   5            ascii   y3EB
55588 0x002b35b4 0x006cbfb4 5   6            ascii   ^xd|"
55589 0x002b35f2 0x006cbff2 5   6            ascii   (6suC
55590 0x002b3602 0x006cc002 6   7            ascii   `Si{d{
55591 0x002b362a 0x006cc02a 5   7            utf8    _[ДsF blocks=Basic Latin,Cyrillic
55592 0x002b3637 0x006cc037 4   8            utf8    qߛᯪI blocks=Basic Latin,NKo,Batak
55593 0x002b3651 0x006cc051 5   6            ascii   xD<\n{
55594 0x002b367d 0x006cc07d 4   5            ascii   _Vq{
55595 0x002b3723 0x006cc123 8   10           utf8    ۙRlMuYZF blocks=Arabic,Basic Latin
55596 0x002b373f 0x006cc13f 4   7            utf8    8ϔOj blocks=Basic Latin,Greek and Coptic
55597 0x002b3764 0x006cc164 4   5            ascii   p}\nl
55598 0x002b37ac 0x006cc1ac 4   5            ascii   Cgzv
55599 0x002b37d2 0x006cc1d2 4   6            utf8    \f\eϰx blocks=Basic Latin,Greek and Coptic
55600 0x002b3813 0x006cc213 4   5            ascii   ;T<^
55601 0x002b388a 0x006cc28a 5   7            utf8    .:ǿ~V blocks=Basic Latin,Latin Extended-B
55602 0x002b38ae 0x006cc2ae 4   7            utf8    m@# blocks=Basic Latin,Private Use Area
55603 0x002b38d3 0x006cc2d3 4   5            ascii   M+}y
55604 0x002b38dc 0x006cc2dc 5   6            ascii   Jh6R!
55605 0x002b38e6 0x006cc2e6 4   5            ascii   4=f-
55606 0x002b38f4 0x006cc2f4 4   5            ascii   !_T`
55607 0x002b396c 0x006cc36c 4   5            ascii   $G$\e
55608 0x002b397e 0x006cc37e 5   7            utf8    ۨ<ztN blocks=Arabic,Basic Latin
55609 0x002b3990 0x006cc390 5   6            ascii   ,n@\A
55610 0x002b39ac 0x006cc3ac 6   9            utf8    ٧K7ћb7 blocks=Arabic,Basic Latin,Cyrillic
55611 0x002b39c9 0x006cc3c9 7   8            ascii   y8mJ,8c
55612 0x002b39ee 0x006cc3ee 4   5            ascii   ?Cbn
55613 0x002b3a03 0x006cc403 6   8            utf8    ڴ[\tf|O blocks=Arabic,Basic Latin
55614 0x002b3a51 0x006cc451 5   6            ascii   `\rPX:
55615 0x002b3a61 0x006cc461 5   6            ascii   B?AAk
55616 0x002b3aa7 0x006cc4a7 5   6            ascii   nW6@O
55617 0x002b3ac5 0x006cc4c5 4   7            utf8    Ƶ#~Ю blocks=Latin Extended-B,Basic Latin,Cyrillic
