[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1025 0x00015380 0x00416580 44  90   .rdata  utf16le R6002\r\n- floating point support not loaded\r\n
1026 0x0001548e 0x0041668e 37  76   .rdata  utf16le AMicrosoft Visual C++ Runtime Library
1027 0x000154ec 0x004166ec 22  46   .rdata  utf16le <program name unknown>
1028 0x0001551c 0x0041671c 25  52   .rdata  utf16le Runtime Error!\n\nProgram: 
1029 0x00015600 0x00416800 5   6    .rdata  ascii   e+000
1030 0x00015608 0x00416808 8   18   .rdata  utf16le HH:mm:ss
1031 0x0001561c 0x0041681c 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
1032 0x00015644 0x00416844 8   18   .rdata  utf16le MM/dd/yy
1033 0x00015668 0x00416868 8   18   .rdata  utf16le December
1034 0x0001567c 0x0041687c 8   18   .rdata  utf16le November
1035 0x00015690 0x00416890 7   16   .rdata  utf16le October
1036 0x000156a0 0x004168a0 9   20   .rdata  utf16le September
1037 0x000156b4 0x004168b4 6   14   .rdata  utf16le August
1038 0x000156c4 0x004168c4 4   10   .rdata  utf16le July
1039 0x000156d0 0x004168d0 4   10   .rdata  utf16le June
1040 0x000156dc 0x004168dc 5   12   .rdata  utf16le April
1041 0x000156e8 0x004168e8 5   12   .rdata  utf16le March
1042 0x000156f4 0x004168f4 8   18   .rdata  utf16le February
1043 0x00015708 0x00416908 7   16   .rdata  utf16le January
1044 0x00015778 0x00416978 8   18   .rdata  utf16le Saturday
1045 0x0001578c 0x0041698c 6   14   .rdata  utf16le Friday
1046 0x0001579c 0x0041699c 8   18   .rdata  utf16le Thursday
1047 0x000157b0 0x004169b0 9   20   .rdata  utf16le Wednesday
1048 0x000157c4 0x004169c4 7   16   .rdata  utf16le Tuesday
1049 0x000157d4 0x004169d4 6   14   .rdata  utf16le Monday
1050 0x000157e4 0x004169e4 6   14   .rdata  utf16le Sunday
1051 0x0001582c 0x00416a2c 8   9    .rdata  ascii   HH:mm:ss
1052 0x00015838 0x00416a38 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
1053 0x0001584c 0x00416a4c 8   9    .rdata  ascii   MM/dd/yy
1054 0x00015860 0x00416a60 8   9    .rdata  ascii   December
1055 0x0001586c 0x00416a6c 8   9    .rdata  ascii   November
1056 0x00015878 0x00416a78 7   8    .rdata  ascii   October
1057 0x00015880 0x00416a80 9   10   .rdata  ascii   September
1058 0x0001588c 0x00416a8c 6   7    .rdata  ascii   August
1059 0x00015894 0x00416a94 4   5    .rdata  ascii   July
1060 0x0001589c 0x00416a9c 4   5    .rdata  ascii   June
1061 0x000158a4 0x00416aa4 5   6    .rdata  ascii   April
1062 0x000158ac 0x00416aac 5   6    .rdata  ascii   March
1063 0x000158b4 0x00416ab4 8   9    .rdata  ascii   February
1064 0x000158c0 0x00416ac0 7   8    .rdata  ascii   January
1065 0x000158f8 0x00416af8 8   9    .rdata  ascii   Saturday
1066 0x00015904 0x00416b04 6   7    .rdata  ascii   Friday
1067 0x0001590c 0x00416b0c 8   9    .rdata  ascii   Thursday
1068 0x00015918 0x00416b18 9   10   .rdata  ascii   Wednesday
1069 0x00015924 0x00416b24 7   8    .rdata  ascii   Tuesday
1070 0x0001592c 0x00416b2c 6   7    .rdata  ascii   Monday
1071 0x00015934 0x00416b34 6   7    .rdata  ascii   Sunday
1072 0x00015985 0x00416b85 5   6    .rdata  ascii   ('8PW
1073 0x0001598e 0x00416b8e 5   6    .rdata  ascii   700PP
1074 0x000159a0 0x00416ba0 17  18   .rdata  ascii   `h`hhh\b\b\axppwpp\b\b
1075 0x00015a34 0x00416c34 4   5    .rdata  ascii   modf
1076 0x00015a3c 0x00416c3c 5   6    .rdata  ascii   floor
1077 0x00015a44 0x00416c44 4   5    .rdata  ascii   ceil
1078 0x00015a4c 0x00416c4c 4   5    .rdata  ascii   atan
1079 0x00015a54 0x00416c54 5   6    .rdata  ascii   exp10
1080 0x00015a5c 0x00416c5c 4   5    .rdata  ascii   acos
1081 0x00015a64 0x00416c64 4   5    .rdata  ascii   asin
1082 0x00015a70 0x00416c70 5   6    .rdata  ascii   log10
1083 0x00015ad2 0x00416cd2 4   5    .rdata  ascii   2n{a
1084 0x00015aff 0x00416cff 4   5    .rdata  ascii   ?\v{4
1085 0x00015b4a 0x00416d4a 5   7    .rdata  utf8    0K_(>
1086 0x00015b62 0x00416d62 6   7    .rdata  ascii   i^^?(>
1087 0x00015ccc 0x00416ecc 4   5    .rdata  ascii   0H<>
1088 0x00015cfa 0x00416efa 6   7    .rdata  ascii   "m\b>">
1089 0x00015d3f 0x00416f3f 5   7    .rdata  utf8    ?݉@fR blocks=Basic Latin,Syriac
1090 0x00015da1 0x00416fa1 7   8    .rdata  ascii   Y:/(A6>
1091 0x00015dd4 0x00416fd4 4   5    .rdata  ascii   !'\t>
1092 0x00015e2f 0x0041702f 4   5    .rdata  ascii   ?'\\e
1093 0x00015e34 0x00417034 4   5    .rdata  ascii   |#<>
1094 0x00015e63 0x00417063 5   6    .rdata  ascii   MVx:>
1095 0x00015f07 0x00417107 4   5    .rdata  ascii   ?edf
1096 0x00015f4f 0x0041714f 4   5    .rdata  ascii   ?RE\
1097 0x00015ff9 0x004171f9 4   5    .rdata  ascii   I\edW
1098 0x00016147 0x00417347 4   5    .rdata  ascii   ?B6)
1099 0x000161c4 0x004173c4 4   5    .rdata  ascii   Jg >
1100 0x0001620c 0x0041740c 4   5    .rdata  ascii   hb">
1101 0x0001626c 0x0041746c 4   5    .rdata  ascii   \r\n@>
1102 0x000162b3 0x004174b3 5   6    .rdata  ascii   [j&,>
1103 0x000162f7 0x004174f7 4   6    .rdata  utf8    ?7ڨ. blocks=Basic Latin,Arabic
1104 0x00016314 0x00417514 4   5    .rdata  ascii   \bp&>
1105 0x00016417 0x00417617 5   6    .rdata  ascii   ?\bR`D
1106 0x0001647c 0x0041767c 4   5    .rdata  ascii   2G<>
1107 0x000164d7 0x004176d7 4   5    .rdata  ascii   ?x(3
1108 0x000164f2 0x004176f2 4   5    .rdata  ascii   O,ib
1109 0x0001650a 0x0041770a 5   7    .rdata  utf8    &L͒C> blocks=Basic Latin,Combining Diacritical Marks
1110 0x00016567 0x00417767 9   10   .rdata  ascii   ?6FID\e?9>
1111 0x00016584 0x00417784 4   5    .rdata  ascii   gsL>
1112 0x000165b4 0x004177b4 4   5    .rdata  ascii   09C>
1113 0x000165e4 0x004177e4 4   5    .rdata  ascii   V\tC>
1114 0x00016657 0x00417857 4   5    .rdata  ascii   ?9\v!
1115 0x00016687 0x00417887 4   5    .rdata  ascii   ?.1\a
1116 0x0001668c 0x0041788c 4   5    .rdata  ascii   NcB>
1117 0x000167c4 0x004179c4 4   5    .rdata  ascii   %\fF>
1118 0x0001683b 0x00417a3b 5   6    .rdata  ascii   :&\bJ>
1119 0x0001684f 0x00417a4f 5   6    .rdata  ascii   ?5L$.
1120 0x00016927 0x00417b27 4   6    .rdata  utf8    ?,41
1121 0x00016944 0x00417b44 4   5    .rdata  ascii   +oF>
1122 0x000169d1 0x00417bd1 5   6    .rdata  ascii   \aj\&"
1123 0x00016a01 0x00417c01 4   5    .rdata  ascii   #O#`
1124 0x00016a33 0x00417c33 5   6    .rdata  ascii   F\IE>
1125 0x00016ad7 0x00417cd7 4   6    .rdata  utf8    ?̤KF blocks=Basic Latin,Combining Diacritical Marks
1126 0x00016b4f 0x00417d4f 8   10   .rdata  utf8    ?Ly5ښoE> blocks=Basic Latin,Arabic
1127 0x00016baf 0x00417daf 5   6    .rdata  ascii   ?A%My
1128 0x00016c14 0x00417e14 4   5    .rdata  ascii   f7O>
1129 0x00016c5b 0x00417e5b 5   6    .rdata  ascii   B'=>>
1130 0x00016cb7 0x00417eb7 5   6    .rdata  ascii   ?QNT\t
1131 0x00016d1c 0x00417f1c 4   5    .rdata  ascii   ;,*>
1132 0x00016d63 0x00417f63 5   6    .rdata  ascii   in]D>
1133 0x00016d93 0x00417f93 5   6    .rdata  ascii   F"VM>
1134 0x00016dab 0x00417fab 5   6    .rdata  ascii   30}->
1135 0x00016dc1 0x00417fc1 4   5    .rdata  ascii   ~F\ty
1136 0x00016df4 0x00417ff4 4   5    .rdata  ascii   7`\b>
1137 0x00016eaf 0x004180af 4   5    .rdata  ascii   ?[s$
1138 0x00016ee3 0x004180e3 5   6    .rdata  ascii   0)LK>
1139 0x00016fbc 0x004181bc 4   5    .rdata  ascii   DcI>
1140 0x00017002 0x00418202 4   5    .rdata  ascii   l"w 
1141 0x000171cc 0x004183cc 4   5    .rdata  ascii   #tF>
1142 0x000171fc 0x004183fc 4   5    .rdata  ascii   O\n>>
1143 0x0001720f 0x0041840f 4   6    .rdata  utf8    ?XEړ blocks=Basic Latin,Arabic
1144 0x0001723f 0x0041843f 5   6    .rdata  ascii   ?43-s
1145 0x00017257 0x00418457 5   6    .rdata  ascii   ?P`E5
1146 0x0001728f 0x0041848f 24  25   .rdata  ascii   <GetProcessWindowStation
1147 0x000172a8 0x004184a8 25  26   .rdata  ascii   GetUserObjectInformationW
1148 0x000172c4 0x004184c4 18  19   .rdata  ascii   GetLastActivePopup
1149 0x000172d8 0x004184d8 15  16   .rdata  ascii   GetActiveWindow
1150 0x000172e8 0x004184e8 11  12   .rdata  ascii   MessageBoxW
1151 0x000172f4 0x004184f4 10  22   .rdata  utf16le USER32.DLL
1152 0x0001730c 0x0041850c 10  11   .rdata  ascii   _nextafter
1153 0x00017318 0x00418518 5   6    .rdata  ascii   _logb
1154 0x0001732c 0x0041852c 5   6    .rdata  ascii   frexp
1155 0x00017334 0x00418534 4   5    .rdata  ascii   fmod
1156 0x0001733c 0x0041853c 6   7    .rdata  ascii   _hypot
1157 0x00017344 0x00418544 5   6    .rdata  ascii   _cabs
1158 0x0001734c 0x0041854c 5   6    .rdata  ascii   ldexp
1159 0x00017354 0x00418554 4   5    .rdata  ascii   fabs
1160 0x0001735c 0x0041855c 4   5    .rdata  ascii   sqrt
1161 0x00017364 0x00418564 5   6    .rdata  ascii   atan2
1162 0x0001736c 0x0041856c 4   5    .rdata  ascii   tanh
1163 0x00017374 0x00418574 4   5    .rdata  ascii   cosh
1164 0x0001737c 0x0041857c 4   5    .rdata  ascii   sinh
1165 0x00017488 0x00418688 33  68   .rdata  utf16le          (((((                  H
1166 0x0001768a 0x0041888a 33  68   .rdata  utf16le          h((((                  H
1167 0x00017788 0x00418988 34  70   .rdata  utf16le                                  H
1168 0x00017917 0x00418b17 7   8    .rdata  ascii   \a\b\t\n\v\f\r
1169 0x00017930 0x00418b30 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
1170 0x00017a97 0x00418c97 7   8    .rdata  ascii   \a\b\t\n\v\f\r
1171 0x00017ab0 0x00418cb0 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
1172 0x00017b96 0x00418d96 7   8    .rdata  ascii   \a\b\t\n\v\f\r
1173 0x00017baf 0x00418daf 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
1174 0x00017c10 0x00418e10 6   7    .rdata  ascii   1#QNAN
1175 0x00017c18 0x00418e18 5   6    .rdata  ascii   1#INF
1176 0x00017c20 0x00418e20 5   6    .rdata  ascii   1#IND
1177 0x00017c28 0x00418e28 6   7    .rdata  ascii   1#SNAN
1178 0x00017c30 0x00418e30 7   16   .rdata  utf16le CONOUT$
1179 0x00017c40 0x00418e40 32  66   .rdata  utf16le fekovimofojituzuwivuwubajiyofori
1180 0x00017c84 0x00418e84 51  52   .rdata  ascii   bivucimihupibifonevenabilowosuwuxocuremucebisenomur
1181 0x00017cba 0x00418eba 29  60   .rdata  utf16le pVihoboyafihuri dixireyitireg
1182 0x00017cf8 0x00418ef8 35  72   .rdata  utf16le Lagipi xazaciraroz dafiyoxad kosifu
1183 0x00017d40 0x00418f40 14  15   .rdata  ascii   VirtualProtect
1184 0x00017d50 0x00418f50 26  54   .rdata  utf16le Zizepunuburam suji vagacux
1185 0x00017d88 0x00418f88 15  32   .rdata  utf16le Xemebaholisiriy
1186 0x00017dac 0x00418fac 5   6    .rdata  ascii   0.txt
1187 0x00017db4 0x00418fb4 12  13   .rdata  ascii   kernel32.dll
1188 0x00017dc4 0x00418fc4 10  11   .rdata  ascii   LocalAlloc
1189 0x00017dd0 0x00418fd0 23  48   .rdata  utf16le Sukoxuc gehesumeyubakes
1190 0x00017e60 0x00419060 4   5    .rdata  ascii   RSDS
1191 0x00017e78 0x00419078 66  67   .rdata  ascii   C:\disare\cafesica18-hepe-xihuluruhupitu_kururumobaga10-kukofe.pdb
1192 0x00019462 0x0041a662 11  12   .rdata  ascii   HeapReAlloc
1193 0x00019470 0x0041a670 15  16   .rdata  ascii   FindVolumeClose
1194 0x00019482 0x0041a682 28  29   .rdata  ascii   FindFirstChangeNotificationW
1195 0x000194a2 0x0041a6a2 15  16   .rdata  ascii   FindResourceExW
1196 0x000194b4 0x0041a6b4 9   10   .rdata  ascii   HeapAlloc
1197 0x000194c0 0x0041a6c0 18  19   .rdata  ascii   EndUpdateResourceW
1198 0x000194d6 0x0041a6d6 23  24   .rdata  ascii   SetEnvironmentVariableW
1199 0x000194f0 0x0041a6f0 22  23   .rdata  ascii   GetEnvironmentStringsW
1200 0x0001950a 0x0041a70a 16  17   .rdata  ascii   AddConsoleAliasW
1201 0x0001951e 0x0041a71e 8   9    .rdata  ascii   SetEvent
1202 0x0001952a 0x0041a72a 23  24   .rdata  ascii   FlushConsoleInputBuffer
1203 0x00019544 0x0041a744 7   8    .rdata  ascii   SleepEx
1204 0x0001954e 0x0041a74e 12  13   .rdata  ascii   GetTickCount
1205 0x0001955e 0x0041a75e 14  15   .rdata  ascii   GetProcessHeap
1206 0x00019570 0x0041a770 24  25   .rdata  ascii   FindActCtxSectionStringA
1207 0x0001958c 0x0041a78c 11  12   .rdata  ascii   GlobalAlloc
1208 0x0001959a 0x0041a79a 13  14   .rdata  ascii   InitAtomTable
1209 0x000195aa 0x0041a7aa 15  16   .rdata  ascii   FindNextVolumeW
1210 0x000195bc 0x0041a7bc 15  16   .rdata  ascii   GetTapePosition
1211 0x000195ce 0x0041a7ce 13  14   .rdata  ascii   WriteConsoleW
1212 0x000195de 0x0041a7de 15  16   .rdata  ascii   GetMailslotInfo
1213 0x000195f0 0x0041a7f0 18  19   .rdata  ascii   GetModuleFileNameW
1214 0x00019606 0x0041a806 13  14   .rdata  ascii   CreateActCtxA
1215 0x00019616 0x0041a816 24  25   .rdata  ascii   BindIoCompletionCallback
1216 0x00019632 0x0041a832 14  15   .rdata  ascii   GetProcAddress
1217 0x00019644 0x0041a844 12  13   .rdata  ascii   VirtualAlloc
1218 0x00019654 0x0041a854 20  21   .rdata  ascii   BeginUpdateResourceW
1219 0x0001966c 0x0041a86c 12  13   .rdata  ascii   GetAtomNameA
1220 0x0001967c 0x0041a87c 12  13   .rdata  ascii   LoadLibraryA
1221 0x0001968c 0x0041a88c 18  19   .rdata  ascii   GetModuleFileNameA
1222 0x000196a2 0x0041a8a2 22  23   .rdata  ascii   GetProcessAffinityMask
1223 0x000196bc 0x0041a8bc 7   8    .rdata  ascii   TlsFree
1224 0x000196c6 0x0041a8c6 8   9    .rdata  ascii   lstrcpyA
1225 0x000196d0 0x0041a8d0 12  13   .rdata  ascii   KERNEL32.dll
1226 0x000196e0 0x0041a8e0 12  13   .rdata  ascii   SetCursorPos
1227 0x000196ee 0x0041a8ee 10  11   .rdata  ascii   USER32.dll
1228 0x000196fc 0x0041a8fc 13  14   .rdata  ascii   DecodePointer
1229 0x0001970c 0x0041a90c 13  14   .rdata  ascii   EncodePointer
1230 0x0001971c 0x0041a91c 15  16   .rdata  ascii   GetCommandLineA
1231 0x0001972e 0x0041a92e 18  19   .rdata  ascii   HeapSetInformation
1232 0x00019744 0x0041a944 15  16   .rdata  ascii   GetStartupInfoW
1233 0x00019756 0x0041a956 25  26   .rdata  ascii   IsProcessorFeaturePresent
1234 0x00019772 0x0041a972 12  13   .rdata  ascii   GetLastError
1235 0x00019782 0x0041a982 19  20   .rdata  ascii   WideCharToMultiByte
1236 0x00019798 0x0041a998 14  15   .rdata  ascii   SetHandleCount
1237 0x000197aa 0x0041a9aa 12  13   .rdata  ascii   GetStdHandle
1238 0x000197ba 0x0041a9ba 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
1239 0x000197e2 0x0041a9e2 11  12   .rdata  ascii   GetFileType
1240 0x000197f0 0x0041a9f0 21  22   .rdata  ascii   DeleteCriticalSection
1241 0x00019808 0x0041aa08 20  21   .rdata  ascii   EnterCriticalSection
1242 0x00019820 0x0041aa20 20  21   .rdata  ascii   LeaveCriticalSection
1243 0x00019838 0x0041aa38 24  25   .rdata  ascii   UnhandledExceptionFilter
1244 0x00019854 0x0041aa54 27  28   .rdata  ascii   SetUnhandledExceptionFilter
1245 0x00019872 0x0041aa72 17  18   .rdata  ascii   IsDebuggerPresent
1246 0x00019886 0x0041aa86 16  17   .rdata  ascii   TerminateProcess
1247 0x0001989a 0x0041aa9a 17  18   .rdata  ascii   GetCurrentProcess
1248 0x000198ae 0x0041aaae 9   10   .rdata  ascii   RtlUnwind
1249 0x000198ba 0x0041aaba 14  15   .rdata  ascii   SetFilePointer
1250 0x000198cc 0x0041aacc 8   9    .rdata  ascii   TlsAlloc
1251 0x000198d8 0x0041aad8 11  12   .rdata  ascii   TlsGetValue
1252 0x000198e6 0x0041aae6 11  12   .rdata  ascii   TlsSetValue
1253 0x000198f4 0x0041aaf4 20  21   .rdata  ascii   InterlockedIncrement
1254 0x0001990c 0x0041ab0c 16  17   .rdata  ascii   GetModuleHandleW
1255 0x00019920 0x0041ab20 12  13   .rdata  ascii   SetLastError
1256 0x00019930 0x0041ab30 18  19   .rdata  ascii   GetCurrentThreadId
1257 0x00019946 0x0041ab46 20  21   .rdata  ascii   InterlockedDecrement
1258 0x0001995e 0x0041ab5e 8   9    .rdata  ascii   HeapFree
1259 0x0001996a 0x0041ab6a 11  12   .rdata  ascii   CloseHandle
1260 0x00019978 0x0041ab78 11  12   .rdata  ascii   ExitProcess
1261 0x00019986 0x0041ab86 9   10   .rdata  ascii   WriteFile
1262 0x00019992 0x0041ab92 23  24   .rdata  ascii   FreeEnvironmentStringsW
1263 0x000199ac 0x0041abac 10  11   .rdata  ascii   HeapCreate
1264 0x000199ba 0x0041abba 23  24   .rdata  ascii   QueryPerformanceCounter
1265 0x000199d4 0x0041abd4 19  20   .rdata  ascii   GetCurrentProcessId
1266 0x000199ea 0x0041abea 23  24   .rdata  ascii   GetSystemTimeAsFileTime
1267 0x00019a04 0x0041ac04 12  13   .rdata  ascii   GetConsoleCP
1268 0x00019a14 0x0041ac14 14  15   .rdata  ascii   GetConsoleMode
1269 0x00019a26 0x0041ac26 9   10   .rdata  ascii   GetCPInfo
1270 0x00019a32 0x0041ac32 6   7    .rdata  ascii   GetACP
1271 0x00019a3c 0x0041ac3c 8   9    .rdata  ascii   GetOEMCP
1272 0x00019a48 0x0041ac48 15  16   .rdata  ascii   IsValidCodePage
1273 0x00019a5a 0x0041ac5a 5   6    .rdata  ascii   Sleep
1274 0x00019a62 0x0041ac62 11  12   .rdata  ascii   CreateFileA
1275 0x00019a70 0x0041ac70 12  13   .rdata  ascii   SetStdHandle
1276 0x00019a80 0x0041ac80 16  17   .rdata  ascii   FlushFileBuffers
1277 0x00019a94 0x0041ac94 12  13   .rdata  ascii   LoadLibraryW
1278 0x00019aa4 0x0041aca4 14  15   .rdata  ascii   RaiseException
1279 0x00019ab6 0x0041acb6 19  20   .rdata  ascii   MultiByteToWideChar
1280 0x00019acc 0x0041accc 12  13   .rdata  ascii   LCMapStringW
1281 0x00019adc 0x0041acdc 14  15   .rdata  ascii   GetStringTypeW
1282 0x00019aee 0x0041acee 12  13   .rdata  ascii   SetEndOfFile
1283 0x00019afe 0x0041acfe 8   9    .rdata  ascii   ReadFile
1284 0x00019b0a 0x0041ad0a 8   9    .rdata  ascii   HeapSize
1285 0x00019b16 0x0041ad16 11  12   .rdata  ascii   CreateFileW
1286 0x00019c10 0x0041b010 4   5    .data   ascii   atan
1287 0x00019f24 0x0041b324 12  52   .data   utf32le \t\a\f\b\f\t\f\n\a\v\b\f
1288 0x00019fa8 0x0041b3a8 5   24   .data   utf32le R\rS\rW
1289 0x00019fc0 0x0041b3c0 7   32   .data   utf32le Y\vl\rm p
1290 0x0001a034 0x0041b434 4   20   .data   utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
1291 0x0001a136 0x0041b536 26  27   .data   ascii                             
1292 0x0001a216 0x0041b616 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1293 0x0001a236 0x0041b636 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1294 0x0001a33a 0x0041b73a 26  27   .data   ascii                             
1295 0x0001a421 0x0041b821 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1296 0x0001a441 0x0041b841 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1297 0x0001abec 0x0041bfec 4   20   .data   utf32le 5\v@Ͽ blocks=Basic Latin,Greek and Coptic
1298 0x0001ad22 0x0041c122 4   5    .data   ascii   kU'9
1299 0x0001ad72 0x0041c172 8   11   .data   utf8    HMXB䧓9;5 blocks=Basic Latin,CJK Unified Ideographs Extension A
1300 0x0001adac 0x0041c1ac 5   8    .data   utf8    ]݀nLɛ blocks=Basic Latin,Syriac,IPA Extensions
1301 0x0001adcb 0x0041c1cb 9   12   .data   utf8    ?q=\nףp=\nף blocks=Basic Latin,Hebrew
1302 0x0001add7 0x0041c1d7 4   5    .data   ascii   ?Zd;
1303 0x0001ae1f 0x0041c21f 4   5    .data   ascii   ?/L[
1304 0x0001ae2e 0x0041c22e 4   5    .data   ascii   S;uD
1305 0x0001ae41 0x0041c241 4   6    .data   utf8    ϔ?$# blocks=Greek and Coptic,Basic Latin
1306 0x0001ae47 0x0041c247 4   7    .data   utf8    ⼺;1a blocks=Kangxi Radicals,Basic Latin
1307 0x0001ae4e 0x0041c24e 5   6    .data   ascii   z?aUY
1308 0x0001ae66 0x0041c266 4   5    .data   ascii   D?$?
1309 0x0001ae7e 0x0041c27e 4   5    .data   ascii   U>c{
1310 0x0001ae90 0x0041c290 8   10   .data   utf8    zc%C1,<!
1311 0x0001aea3 0x0041c2a3 5   7    .data   utf8    ;܈X\b\e blocks=Basic Latin,Syriac
1312 0x0001aeaf 0x0041c2af 5   7    .data   utf8    ;ƄEB\a blocks=Basic Latin,Latin Extended-B
1313 0x0001aeba 0x0041c2ba 4   5    .data   ascii   .:3q
1314 0x0001aee3 0x0041c2e3 5   6    .data   ascii   -64OS
1315 0x0001af04 0x0041c304 4   5    .data   ascii   NKeb
1316 0x0001bb72 0x00425372 17  36   .rsrc   utf16le AFX_DIALOG_LAYOUT
1317 0x0001c0d5 0x004258d5 4   6    .rsrc   utf8    \eOOժ blocks=Basic Latin,Armenian
1318 0x0001c188 0x00425988 4   5    .rsrc   ascii   HxXx
1319 0x0001c1b3 0x004259b3 4   6    .rsrc   utf8    ;ժ#X blocks=Basic Latin,Armenian
1320 0x0001c1e8 0x004259e8 6   7    .rsrc   ascii   #XQX)s
1321 0x0001c1f8 0x004259f8 6   7    .rsrc   ascii   SPQPXQ
1322 0x0001c25e 0x00425a5e 4   5    .rsrc   ascii   ZO"R
1323 0x0001c2ae 0x00425aae 7   8    .rsrc   ascii   x.77TT=
1324 0x0001c2d2 0x00425ad2 4   5    .rsrc   ascii   RR\eO
1325 0x0001c332 0x00425b32 4   5    .rsrc   ascii   M}OO
1326 0x0001c34b 0x00425b4b 5   6    .rsrc   ascii   *?\fxO
1327 0x0001c39b 0x00425b9b 6   7    .rsrc   ascii   \b.:5=2
1328 0x0001c542 0x00425d42 4   5    .rsrc   ascii   /woO
1329 0x0001c602 0x00425e02 5   6    .rsrc   ascii   {}XOP
1330 0x0001c613 0x00425e13 4   5    .rsrc   ascii   FF*x
1331 0x0001c61a 0x00425e1a 6   7    .rsrc   ascii   "\a\a;hs
1332 0x0001c691 0x00425e91 4   5    .rsrc   ascii   r?bs
1333 0x0001c69c 0x00425e9c 4   5    .rsrc   ascii   xm))
1334 0x0001c6aa 0x00425eaa 4   5    .rsrc   ascii   ##GX
1335 0x0001c6af 0x00425eaf 6   7    .rsrc   ascii   #XXN}{
1336 0x0001c6d6 0x00425ed6 4   6    .rsrc   utf8    xڅsb blocks=Basic Latin,Arabic
1337 0x0001c798 0x00425f98 4   5    .rsrc   ascii   sxbs
1338 0x0001c79d 0x00425f9d 4   5    .rsrc   ascii   xmxx
1339 0x0001c7f5 0x00425ff5 5   6    .rsrc   ascii   HS#GX
1340 0x0001c850 0x00426050 10  11   .rsrc   ascii   dd\\\\\11{
1341 0x0001c85d 0x0042605d 7   8    .rsrc   ascii   d{ddddW
1342 0x0001ce70 0x00426670 72  73   .rsrc   ascii   ???????????????????????????????????????????????????????????????????????U
1343 0x0001cec9 0x004266c9 14  15   .rsrc   ascii   ??????????????
1344 0x0001cee8 0x004266e8 18  19   .rsrc   ascii   %??????????????%ap
1345 0x0001cf09 0x00426709 13  14   .rsrc   ascii   ?????????????
1346 0x0001cf29 0x00426729 13  14   .rsrc   ascii   ?????????????
1347 0x0001cf49 0x00426749 13  14   .rsrc   ascii   ?????????????
1348 0x0001cf69 0x00426769 14  15   .rsrc   ascii   ??????????????
1349 0x0001cf89 0x00426789 14  15   .rsrc   ascii   ??????????????
1350 0x0001cfaa 0x004267aa 13  14   .rsrc   ascii   ?????????????
1351 0x0001cfca 0x004267ca 13  14   .rsrc   ascii   ?????????????
1352 0x0001cfd8 0x004267d8 4   5    .rsrc   ascii   `!N9
1353 0x0001cfea 0x004267ea 13  14   .rsrc   ascii   ?????????????
1354 0x0001d008 0x00426808 15  16   .rsrc   ascii   aA?????????????
1355 0x0001d029 0x00426829 14  15   .rsrc   ascii    ?????????????
1356 0x0001d049 0x00426849 14  15   .rsrc   ascii   @?????????????
1357 0x0001d069 0x00426869 14  15   .rsrc   ascii   U?????????????
1358 0x0001d07a 0x0042687a 5   6    .rsrc   ascii   :_*bt
1359 0x0001d087 0x00426887 16  17   .rsrc   ascii   a{@?????????????
1360 0x0001d0a9 0x004268a9 14  15   .rsrc   ascii   U?????????????
1361 0x0001d0c8 0x004268c8 15  16   .rsrc   ascii   tU?????????????
1362 0x0001d0ea 0x004268ea 13  14   .rsrc   ascii   ?????????????
1363 0x0001d0f9 0x004268f9 4   5    .rsrc   ascii   p_:S
1364 0x0001d0ff 0x004268ff 4   5    .rsrc   ascii   *S:|
1365 0x0001d109 0x00426909 14  15   .rsrc   ascii   -?????????????
1366 0x0001d12b 0x0042692b 11  12   .rsrc   ascii   ???????????
1367 0x0001d14b 0x0042694b 11  12   .rsrc   ascii   T??????????
1368 0x0001d16b 0x0042696b 18  19   .rsrc   ascii   U??????????%QQ\v[f]
1369 0x0001d188 0x00426988 12  15   .rsrc   utf8    망U?????????? blocks=Hangul Syllables,Basic Latin
1370 0x0001d1aa 0x004269aa 12  13   .rsrc   ascii   +U??????????
1371 0x0001d1bd 0x004269bd 5   6    .rsrc   ascii   f3lQ[
1372 0x0001d1ca 0x004269ca 14  16   .rsrc   utf8    9-??????????ٌ/ blocks=Basic Latin,Arabic
1373 0x0001d1ec 0x004269ec 14  15   .rsrc   ascii   ??????????gUUU
