[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1063 0x0001c349 0x00424749 4   5    .data_1 ascii   SWGB
1064 0x0001c370 0x00424770 4   5    .data_1 ascii   S|GB
1065 0x0001c393 0x00424793 4   5    .data_1 ascii   SfGB
1066 0x0001c3d3 0x004247d3 4   5    .data_1 ascii   SLHB
1067 0x0001c467 0x00424867 4   5    .data_1 ascii   S6HB
1068 0x0001c502 0x00424902 4   5    .data_1 ascii   HZSt
1069 0x0001c521 0x00424921 4   5    .data_1 ascii   SgIB
1070 0x0001c527 0x00424927 4   5    .data_1 ascii   SQIB
1071 0x0001c55e 0x0042495e 4   5    .data_1 ascii   StIB
1072 0x0001c57f 0x0042497f 4   5    .data_1 ascii   /6!`
1073 0x0001c596 0x00424996 4   6    .data_1 utf8    8̋kA blocks=Basic Latin,Combining Diacritical Marks
1074 0x0001c59e 0x0042499e 4   5    .data_1 ascii   SMIB
1075 0x0001c5c7 0x004249c7 4   5    .data_1 ascii   Z'HZ
1076 0x0001c5fb 0x004249fb 4   5    .data_1 ascii   S?JB
1077 0x0001c67f 0x00424a7f 5   9    .data_1 utf8    ۗ'ݮɭS blocks=Arabic,Basic Latin,Arabic Supplement,IPA Extensions
1078 0x0001c6a5 0x00424aa5 4   6    .data_1 utf8    'ݮS, blocks=Basic Latin,Arabic Supplement
1079 0x0001c6b4 0x00424ab4 4   5    .data_1 ascii   SmKB
1080 0x0001c6e4 0x00424ae4 4   5    .data_1 ascii   >>AA
1081 0x0001c720 0x00424b20 4   5    .data_1 ascii   SJKB
1082 0x0001c754 0x00424b54 4   5    .data_1 ascii   S4KB
1083 0x0001c76f 0x00424b6f 4   5    .data_1 ascii   S*KB
1084 0x0001c80b 0x00424c0b 5   6    .data_1 ascii   >S$LB
1085 0x0001c812 0x00424c12 4   5    .data_1 ascii   S1LB
1086 0x0001c89f 0x00424c9f 4   5    .data_1 ascii   S^LB
1087 0x0001c90c 0x00424d0c 4   5    .data_1 ascii   STMB
1088 0x0001c92c 0x00424d2c 4   9    .data_1 utf16le ////
1089 0x0001c941 0x00424d41 4   5    .data_1 ascii   HF6/
1090 0x0001c94a 0x00424d4a 4   5    .data_1 ascii   S)MB
1091 0x0001c979 0x00424d79 4   5    .data_1 ascii   S?MB
1092 0x0001c9ad 0x00424dad 4   6    .data_1 utf8    Hѻ8S blocks=Basic Latin,Cyrillic
1093 0x0001c9b7 0x00424db7 4   5    .data_1 ascii   HZSh
1094 0x0001c9bf 0x00424dbf 4   5    .data_1 ascii   SCNB
1095 0x0001c9c7 0x00424dc7 4   5    .data_1 ascii   /4AH
1096 0x0001ca1a 0x00424e1a 4   5    .data_1 ascii   SRNB
1097 0x0001ca5b 0x00424e5b 6   8    .data_1 utf8    HѭSpNB blocks=Basic Latin,Cyrillic
1098 0x0001ca90 0x00424e90 4   5    .data_1 ascii   S\fNB
1099 0x0001cab8 0x00424eb8 4   5    .data_1 ascii   ShNB
1100 0x0001cac2 0x00424ec2 4   5    .data_1 ascii   h"NB
1101 0x0001cb18 0x00424f18 4   5    .data_1 ascii   +FHF
1102 0x0001cb26 0x00424f26 4   5    .data_1 ascii   H>Sp
1103 0x0001cb54 0x00424f54 4   6    .data_1 utf8    PӮoS blocks=Basic Latin,Cyrillic
1104 0x0001cb81 0x00424f81 4   5    .data_1 ascii   S;OB
1105 0x0001cb88 0x00424f88 4   5    .data_1 ascii   S%OB
1106 0x0001cbab 0x00424fab 4   5    .data_1 ascii   S@OB
1107 0x0001cbe2 0x00424fe2 4   5    .data_1 ascii   S.XB
1108 0x0001cc28 0x00425028 4   5    .data_1 ascii   h>PB
1109 0x0001cc54 0x00425054 4   5    .data_1 ascii   HZ}H
1110 0x0001cc86 0x00425086 4   5    .data_1 ascii   S(PB
1111 0x0001ccde 0x004250de 5   8    .data_1 utf8    &QЮۗ' blocks=Basic Latin,Cyrillic,Arabic
1112 0x0001cd6b 0x0042516b 4   5    .data_1 ascii   hUQB
1113 0x0001cdd2 0x004251d2 4   5    .data_1 ascii   SuQB
1114 0x0001cdd8 0x004251d8 4   5    .data_1 ascii   H>Sp
1115 0x0001cdea 0x004251ea 4   6    .data_1 utf8    8'݊/ blocks=Basic Latin,Syriac
1116 0x0001cdfb 0x004251fb 4   5    .data_1 ascii   SsSB
1117 0x0001ce20 0x00425220 5   6    .data_1 ascii   H>cST
1118 0x0001ce2d 0x0042522d 6   8    .data_1 utf8    HѢSkQB blocks=Basic Latin,Cyrillic
1119 0x0001ce48 0x00425248 7   8    .data_1 ascii   8'~hrRB
1120 0x0001ce8e 0x0042528e 4   5    .data_1 ascii   SURB
1121 0x0001cec3 0x004252c3 4   5    .data_1 ascii   SJSB
1122 0x0001cecf 0x004252cf 4   6    .data_1 utf8    HM̡A blocks=Basic Latin,Combining Diacritical Marks
1123 0x0001cf4b 0x0042534b 4   6    .data_1 utf8    c/ܗH blocks=Basic Latin,Syriac
1124 0x0001cfc4 0x004253c4 4   5    .data_1 ascii   H>S4
1125 0x0001cfd1 0x004253d1 7   11   .data_1 utf8    ᮭ/ؗHM}H blocks=Sundanese,Basic Latin,Arabic
1126 0x0001d00b 0x0042540b 5   7    .data_1 utf8    6/ܗH> blocks=Basic Latin,Syriac
1127 0x0001d012 0x00425412 5   7    .data_1 utf8    ыSOTB blocks=Cyrillic,Basic Latin
1128 0x0001d025 0x00425425 4   5    .data_1 ascii   S\bTB
1129 0x0001d046 0x00425446 4   5    .data_1 ascii   S!UB
1130 0x0001d077 0x00425477 4   5    .data_1 ascii   S9TB
1131 0x0001d0d8 0x004254d8 4   5    .data_1 ascii   h\nUB
1132 0x0001d117 0x00425517 4   5    .data_1 ascii   S{UB
1133 0x0001d158 0x00425558 9   12   .data_1 utf8    r8'̲݊S":@ blocks=Basic Latin,Syriac,Combining Diacritical Marks
1134 0x0001d171 0x00425571 4   5    .data_1 ascii   SCWB
1135 0x0001d17d 0x0042557d 6   8    .data_1 utf8    /ؗHF}H blocks=Basic Latin,Arabic
1136 0x0001d185 0x00425585 4   6    .data_1 utf8    /ؗH> blocks=Basic Latin,Arabic
1137 0x0001d199 0x00425599 4   5    .data_1 ascii   S\UB
1138 0x0001d1ac 0x004255ac 5   6    .data_1 ascii   MZZ8/
1139 0x0001d1cb 0x004255cb 4   6    .data_1 utf8    /ܗHZ blocks=Basic Latin,Syriac
1140 0x0001d1db 0x004255db 4   5    .data_1 ascii   S\bPB
1141 0x0001d1f3 0x004255f3 7   8    .data_1 ascii   8'~h)VB
1142 0x0001d219 0x00425619 4   5    .data_1 ascii   SHVB
1143 0x0001d23e 0x0042563e 4   5    .data_1 ascii   SyVB
1144 0x0001d24a 0x0042564a 4   5    .data_1 ascii   HFSp
1145 0x0001d268 0x00425668 5   6    .data_1 ascii   M>Z8/
1146 0x0001d28a 0x0042568a 6   8    .data_1 utf8    /ؗHZ}H blocks=Basic Latin,Arabic
1147 0x0001d292 0x00425692 7   9    .data_1 utf8    /ؗHFcS4 blocks=Basic Latin,Arabic
1148 0x0001d2ac 0x004256ac 4   5    .data_1 ascii   S]:@
1149 0x0001d2bb 0x004256bb 7   8    .data_1 ascii   k'~h_VB
1150 0x0001d2ce 0x004256ce 4   5    .data_1 ascii   S[WB
1151 0x0001d2eb 0x004256eb 4   6    .data_1 utf8    /ܗHF blocks=Basic Latin,Syriac
1152 0x0001d2f6 0x004256f6 4   5    .data_1 ascii   HM}_
1153 0x0001d2fb 0x004256fb 4   5    .data_1 ascii   FH>_
1154 0x0001d33d 0x0042573d 4   5    .data_1 ascii   S\fVB
1155 0x0001d35a 0x0042575a 4   7    .data_1 utf8    ̊/ܗH blocks=Combining Diacritical Marks,Basic Latin,Syriac
1156 0x0001d373 0x00425773 4   5    .data_1 ascii   SEWB
1157 0x0001d38a 0x0042578a 4   6    .data_1 utf8    /ؗH> blocks=Basic Latin,Arabic
1158 0x0001d3aa 0x004257aa 5   6    .data_1 ascii   HFcSD
1159 0x0001d3f9 0x004257f9 5   6    .data_1 ascii   HZ6ST
1160 0x0001d428 0x00425828 4   5    .data_1 ascii   SwcB
1161 0x0001d42e 0x0042582e 4   5    .data_1 ascii   h}WB
1162 0x0001d450 0x00425850 4   5    .data_1 ascii   S8XB
1163 0x0001d49e 0x0042589e 4   5    .data_1 ascii   SkXB
1164 0x0001d4cf 0x004258cf 5   6    .data_1 ascii   M>ZS0
1165 0x0001d4f0 0x004258f0 4   5    .data_1 ascii   S_YB
1166 0x0001d507 0x00425907 4   5    .data_1 ascii   S"YB
1167 0x0001d52c 0x0042592c 7   9    .data_1 utf8    HF̋SuYB blocks=Basic Latin,Combining Diacritical Marks
1168 0x0001d595 0x00425995 5   7    .data_1 utf8    4'Nي" blocks=Basic Latin,Arabic
1169 0x0001d5a6 0x004259a6 4   5    .data_1 ascii   +ZHZ
1170 0x0001d5b9 0x004259b9 4   5    .data_1 ascii   Sp@A
1171 0x0001d5bf 0x004259bf 4   5    .data_1 ascii   S6ZB
1172 0x0001d5d4 0x004259d4 4   5    .data_1 ascii   S$ZB
1173 0x0001d5da 0x004259da 4   5    .data_1 ascii   rm|O
1174 0x0001d62c 0x00425a2c 4   5    .data_1 ascii   SNZB
1175 0x0001d65b 0x00425a5b 4   5    .data_1 ascii   S8ZB
1176 0x0001d6a0 0x00425aa0 4   5    .data_1 ascii   SvZB
1177 0x0001d6e4 0x00425ae4 5   10   .data_1 utf8    H㢲Z㋋S blocks=Basic Latin,CJK Unified Ideographs Extension A,Enclosed CJK Letters and Months
1178 0x0001d71c 0x00425b1c 4   5    .data_1 ascii   SZ[B
1179 0x0001d72e 0x00425b2e 4   5    .data_1 ascii   H>S 
1180 0x0001d76c 0x00425b6c 4   5    .data_1 ascii   SB[B
1181 0x0001d78f 0x00425b8f 4   5    .data_1 ascii   Sp@A
1182 0x0001d7dc 0x00425bdc 4   5    .data_1 ascii   SG[B
1183 0x0001d7fa 0x00425bfa 4   5    .data_1 ascii   HFS 
1184 0x0001d802 0x00425c02 4   5    .data_1 ascii   ST\B
1185 0x0001d839 0x00425c39 4   5    .data_1 ascii   h7]B
1186 0x0001d84a 0x00425c4a 4   5    .data_1 ascii   Sx\B
1187 0x0001d88e 0x00425c8e 4   5    .data_1 ascii   Sb\B
1188 0x0001d897 0x00425c97 4   5    .data_1 ascii   hC\B
1189 0x0001d8a2 0x00425ca2 4   9    .data_1 utf16le ////
1190 0x0001d8fc 0x00425cfc 4   5    .data_1 ascii   S\b]B
1191 0x0001d91d 0x00425d1d 5   6    .data_1 ascii   ehg]B
1192 0x0001d961 0x00425d61 4   5    .data_1 ascii   Sp@A
1193 0x0001d97a 0x00425d7a 4   5    .data_1 ascii   S(]B
1194 0x0001d9b4 0x00425db4 4   5    .data_1 ascii   Sp@A
1195 0x0001d9e8 0x00425de8 7   8    .data_1 ascii   5$Wh aB
1196 0x0001d9f5 0x00425df5 4   5    .data_1 ascii   h\v^B
1197 0x0001da1e 0x00425e1e 4   5    .data_1 ascii   hV^B
1198 0x0001da40 0x00425e40 4   5    .data_1 ascii   H>/P
1199 0x0001da48 0x00425e48 5   7    .data_1 utf8    ̋Sl^B blocks=Combining Diacritical Marks,Basic Latin
1200 0x0001da62 0x00425e62 4   5    .data_1 ascii   Sv^B
1201 0x0001da83 0x00425e83 4   5    .data_1 ascii   SH_B
1202 0x0001da95 0x00425e95 4   5    .data_1 ascii   ST^B
1203 0x0001da9b 0x00425e9b 4   5    .data_1 ascii   HFS\f
1204 0x0001dabc 0x00425ebc 4   5    .data_1 ascii   S\v_B
1205 0x0001dbb7 0x00425fb7 4   5    .data_1 ascii   hC`B
1206 0x0001dbc8 0x00425fc8 4   5    .data_1 ascii   Sk`B
1207 0x0001dbed 0x00425fed 4   5    .data_1 ascii   S``B
1208 0x0001dc68 0x00426068 4   7    .data_1 utf8    8'ʋH blocks=Basic Latin,IPA Extensions
1209 0x0001dc80 0x00426080 5   6    .data_1 ascii   uh-`B
1210 0x0001dcc0 0x004260c0 4   5    .data_1 ascii   h\raB
1211 0x0001dd29 0x00426129 6   7    .data_1 ascii   MFF/\t/
1212 0x0001dd3e 0x0042613e 4   5    .data_1 ascii   S9\B
1213 0x0001dd59 0x00426159 4   5    .data_1 ascii   hoaB
1214 0x0001ddee 0x004261ee 4   5    .data_1 ascii   SNbB
1215 0x0001ddfa 0x004261fa 4   5    .data_1 ascii   H>S 
1216 0x0001de10 0x00426210 4   5    .data_1 ascii   HFS 
1217 0x0001de1f 0x0042621f 4   5    .data_1 ascii   SdbB
1218 0x0001de3c 0x0042623c 4   5    .data_1 ascii   Se:@
1219 0x0001de54 0x00426254 4   5    .data_1 ascii   SkbB
1220 0x0001de5a 0x0042625a 4   5    .data_1 ascii   SmbB
1221 0x0001debe 0x004262be 4   5    .data_1 ascii   S%cB
1222 0x0001dee8 0x004262e8 4   5    .data_1 ascii   >'HF
1223 0x0001def3 0x004262f3 4   5    .data_1 ascii   S)bB
1224 0x0001df03 0x00426303 5   6    .data_1 ascii   >+ZHF
1225 0x0001df1b 0x0042631b 4   5    .data_1 ascii   S`cB
1226 0x0001df30 0x00426330 4   5    .data_1 ascii   SRcB
1227 0x0001df48 0x00426348 4   5    .data_1 ascii   S\cB
1228 0x0001df4e 0x0042634e 5   6    .data_1 ascii   qpsjh
1229 0x0001df6d 0x0042636d 4   5    .data_1 ascii   SEfB
1230 0x0001df84 0x00426384 4   6    .data_1 utf8    A̋k8 blocks=Basic Latin,Combining Diacritical Marks
1231 0x0001dfe6 0x004263e6 4   5    .data_1 ascii   S&dB
1232 0x0001dfec 0x004263ec 5   7    .data_1 utf8    m|O֊S blocks=Basic Latin,Armenian
1233 0x0001dffb 0x004263fb 4   5    .data_1 ascii   S]dB
1234 0x0001e001 0x00426401 4   5    .data_1 ascii   HFS 
1235 0x0001e012 0x00426412 4   5    .data_1 ascii   S<dB
1236 0x0001e033 0x00426433 4   5    .data_1 ascii   SAdB
1237 0x0001e042 0x00426442 4   5    .data_1 ascii   S}dB
1238 0x0001e067 0x00426467 4   5    .data_1 ascii   hNdB
1239 0x0001e07e 0x0042647e 5   8    .data_1 utf8    芋HZS  blocks=CJK Unified Ideographs,Basic Latin
1240 0x0001e08b 0x0042648b 4   5    .data_1 ascii   SSeB
1241 0x0001e0be 0x004264be 4   5    .data_1 ascii   MFZS
1242 0x0001e0f0 0x004264f0 4   5    .data_1 ascii   S_eB
1243 0x0001e109 0x00426509 4   5    .data_1 ascii   S@eB
1244 0x0001e12c 0x0042652c 4   5    .data_1 ascii   HFS 
1245 0x0001e149 0x00426549 4   5    .data_1 ascii   SueB
1246 0x0001e16b 0x0042656b 4   5    .data_1 ascii   SweB
1247 0x0001e1db 0x004265db 4   5    .data_1 ascii   S+fB
1248 0x0001e1ee 0x004265ee 5   6    .data_1 ascii   MZZSj
1249 0x0001e224 0x00426624 4   5    .data_1 ascii   SvfB
1250 0x0001e2ab 0x004266ab 4   5    .data_1 ascii   h`fB
1251 0x0001e2b9 0x004266b9 4   5    .data_1 ascii   H>S 
1252 0x0001e2ea 0x004266ea 5   6    .data_1 ascii   MZFSf
1253 0x0001e2f8 0x004266f8 4   5    .data_1 ascii   S~gB
1254 0x0001e313 0x00426713 4   5    .data_1 ascii   /6!`
1255 0x0001e32f 0x0042672f 4   5    .data_1 ascii   SCgB
1256 0x0001e339 0x00426739 4   5    .data_1 ascii   hVgB
1257 0x0001e374 0x00426774 4   5    .data_1 ascii   S#gB
1258 0x0001e37f 0x0042677f 4   5    .data_1 ascii   S9gB
1259 0x0001e385 0x00426785 4   5    .data_1 ascii   H>S 
1260 0x0001e3a6 0x004267a6 4   5    .data_1 ascii   S\fhB
1261 0x0001e3bd 0x004267bd 4   5    .data_1 ascii   S%hB
1262 0x0001e402 0x00426802 4   5    .data_1 ascii   S=hB
1263 0x0001e40d 0x0042680d 4   5    .data_1 ascii   SthB
1264 0x0001e41b 0x0042681b 4   5    .data_1 ascii   SShB
1265 0x0001e432 0x00426832 4   5    .data_1 ascii   +ZH>
1266 0x0001e449 0x00426849 4   5    .data_1 ascii   SahB
1267 0x0001e45e 0x0042685e 5   7    .data_1 utf8    8'݊Sl blocks=Basic Latin,Syriac
1268 0x0001e467 0x00426867 4   5    .data_1 ascii   S~hB
1269 0x0001e4cd 0x004268cd 4   5    .data_1 ascii   h\v\B
1270 0x0001e502 0x00426902 5   6    .data_1 ascii   Gh0iB
1271 0x0001e54c 0x0042694c 4   5    .data_1 ascii   HFS 
1272 0x0001e578 0x00426978 4   5    .data_1 ascii   SZjB
1273 0x0001e58c 0x0042698c 4   5    .data_1 ascii   hfiB
1274 0x0001e5e5 0x004269e5 4   5    .data_1 ascii   8'~h
1275 0x0001e607 0x00426a07 5   6    .data_1 ascii   M>FSf
1276 0x0001e614 0x00426a14 4   5    .data_1 ascii   S0jB
1277 0x0001e61a 0x00426a1a 4   5    .data_1 ascii   HFS 
1278 0x0001e622 0x00426a22 4   5    .data_1 ascii   S5jB
1279 0x0001e63c 0x00426a3c 4   5    .data_1 ascii   SXmB
1280 0x0001e656 0x00426a56 4   5    .data_1 ascii   103*
1281 0x0001e678 0x00426a78 4   5    .data_1 ascii   S,jB
1282 0x0001e688 0x00426a88 4   5    .data_1 ascii   S\iB
1283 0x0001e68e 0x00426a8e 4   5    .data_1 ascii   HZS 
1284 0x0001e6a9 0x00426aa9 4   5    .data_1 ascii   S2kB
1285 0x0001e706 0x00426b06 5   6    .data_1 ascii   Z+>HF
1286 0x0001e759 0x00426b59 4   5    .data_1 ascii   SekB
1287 0x0001e75f 0x00426b5f 4   5    .data_1 ascii   SokB
1288 0x0001e765 0x00426b65 4   5    .data_1 ascii   h<kB
1289 0x0001e7b9 0x00426bb9 4   5    .data_1 ascii   8'~h
1290 0x0001e7db 0x00426bdb 7   9    .data_1 utf8    HZ̋S\flB blocks=Basic Latin,Combining Diacritical Marks
1291 0x0001e831 0x00426c31 4   5    .data_1 ascii   hYlB
1292 0x0001e83e 0x00426c3e 4   5    .data_1 ascii   SLlB
1293 0x0001e887 0x00426c87 4   5    .data_1 ascii   SHlB
1294 0x0001e890 0x00426c90 5   6    .data_1 ascii   4h;lB
1295 0x0001e8ba 0x00426cba 4   5    .data_1 ascii   M>ZS
1296 0x0001e8c7 0x00426cc7 4   5    .data_1 ascii   S1lB
1297 0x0001e8cd 0x00426ccd 4   5    .data_1 ascii   HFS 
1298 0x0001e8ed 0x00426ced 4   5    .data_1 ascii   S-mB
1299 0x0001e8f8 0x00426cf8 4   5    .data_1 ascii   S+mB
1300 0x0001e910 0x00426d10 4   5    .data_1 ascii   HFS 
1301 0x0001e921 0x00426d21 4   5    .data_1 ascii   SCmB
1302 0x0001e93a 0x00426d3a 4   5    .data_1 ascii   SHmB
1303 0x0001e94f 0x00426d4f 4   5    .data_1 ascii   SwmB
1304 0x0001e9a3 0x00426da3 4   5    .data_1 ascii   hamB
1305 0x0001e9b9 0x00426db9 4   5    .data_1 ascii   SHnB
1306 0x0001e9c0 0x00426dc0 4   5    .data_1 ascii   S\anB
1307 0x0001e9e6 0x00426de6 4   5    .data_1 ascii   HZS 
1308 0x0001e9fd 0x00426dfd 4   5    .data_1 ascii   S:nB
1309 0x0001ea10 0x00426e10 4   5    .data_1 ascii   S,nB
1310 0x0001ea18 0x00426e18 4   5    .data_1 ascii   hFjB
1311 0x0001ea56 0x00426e56 4   5    .data_1 ascii   SmnB
1312 0x0001eaa8 0x00426ea8 4   5    .data_1 ascii   >'H>
1313 0x0001eab3 0x00426eb3 4   5    .data_1 ascii   S`nB
1314 0x0001eab9 0x00426eb9 4   5    .data_1 ascii   SJnB
1315 0x0001eb0d 0x00426f0d 4   5    .data_1 ascii   S9oB
1316 0x0001eb70 0x00426f70 4   5    .data_1 ascii   H>S 
1317 0x0001ebe2 0x00426fe2 4   5    .data_1 ascii   SrvB
1318 0x0001ec00 0x00427000 4   5    .data_1 ascii   SPpB
1319 0x0001ec20 0x00427020 4   5    .data_1 ascii   SBpB
1320 0x0001ec38 0x00427038 4   5    .data_1 ascii   SLpB
1321 0x0001ec4d 0x0042704d 5   7    .data_1 utf8    8'݊MF blocks=Basic Latin,Syriac
1322 0x0001ec54 0x00427054 4   5    .data_1 ascii   S~pB
1323 0x0001ec5e 0x0042705e 4   5    .data_1 ascii   h\npB
1324 0x0001ec86 0x00427086 4   5    .data_1 ascii   ShpB
1325 0x0001ecbc 0x004270bc 4   5    .data_1 ascii   03*E
1326 0x0001eced 0x004270ed 4   6    .data_1 utf8    8'݊F blocks=Basic Latin,Syriac
1327 0x0001ecfd 0x004270fd 4   5    .data_1 ascii   SLqB
1328 0x0001ed18 0x00427118 4   5    .data_1 ascii   r8'~
1329 0x0001ed28 0x00427128 4   5    .data_1 ascii   S7qB
1330 0x0001ed5f 0x0042715f 5   6    .data_1 ascii   }S2qB
1331 0x0001ed6d 0x0042716d 5   7    .data_1 utf8    rHѪAk blocks=Basic Latin,Cyrillic
1332 0x0001edbc 0x004271bc 4   5    .data_1 ascii   S2rB
1333 0x0001ee63 0x00427263 4   5    .data_1 ascii   SorB
1334 0x0001ee83 0x00427283 4   5    .data_1 ascii   hTrB
1335 0x0001eeb6 0x004272b6 4   5    .data_1 ascii   SmrB
1336 0x0001ef02 0x00427302 4   5    .data_1 ascii   S3tB
1337 0x0001ef1e 0x0042731e 4   5    .data_1 ascii   SjsB
1338 0x0001ef53 0x00427353 4   5    .data_1 ascii   S2sB
1339 0x0001ef73 0x00427373 5   6    .data_1 ascii   >SHsB
1340 0x0001ef9e 0x0042739e 4   5    .data_1 ascii   Sp@A
1341 0x0001efac 0x004273ac 4   5    .data_1 ascii   8\erm
1342 0x0001efc7 0x004273c7 4   5    .data_1 ascii   S(sB
1343 0x0001efd5 0x004273d5 4   7    .data_1 utf8    H㥄kA blocks=Basic Latin,CJK Unified Ideographs Extension A
1344 0x0001eff0 0x004273f0 4   5    .data_1 ascii   SZtB
1345 0x0001f030 0x00427430 4   6    .data_1 utf8    zUĊS blocks=Basic Latin,Latin Extended-A
1346 0x0001f0c1 0x004274c1 4   5    .data_1 ascii   SPtB
1347 0x0001f0dc 0x004274dc 4   5    .data_1 ascii   h~tB
1348 0x0001f0fb 0x004274fb 4   5    .data_1 ascii   SAuB
1349 0x0001f109 0x00427509 5   6    .data_1 ascii   }SsuB
1350 0x0001f118 0x00427518 4   5    .data_1 ascii   SZuB
1351 0x0001f133 0x00427533 4   5    .data_1 ascii   8'~0
1352 0x0001f169 0x00427569 4   5    .data_1 ascii   SDuB
1353 0x0001f196 0x00427596 4   5    .data_1 ascii   SuuB
1354 0x0001f19f 0x0042759f 4   5    .data_1 ascii   hFuB
1355 0x0001f1a9 0x004275a9 4   5    .data_1 ascii   h vB
1356 0x0001f1d2 0x004275d2 4   5    .data_1 ascii   H>S|
1357 0x0001f1e4 0x004275e4 6   8    .data_1 utf8    8'݊Z'H blocks=Basic Latin,Syriac
1358 0x0001f1f4 0x004275f4 4   5    .data_1 ascii   SbvB
1359 0x0001f24a 0x0042764a 4   5    .data_1 ascii   +ZH>
1360 0x0001f263 0x00427663 4   5    .data_1 ascii   SUvB
1361 0x0001f291 0x00427691 5   6    .data_1 ascii   xh|vB
1362 0x0001f2df 0x004276df 5   6    .data_1 ascii   'S~zB
1363 0x0001f301 0x00427701 4   5    .data_1 ascii   hQCA
1364 0x0001f38f 0x0042778f 5   6    .data_1 ascii   'SMwB
1365 0x0001f3b8 0x004277b8 5   6    .data_1 ascii   'SUwB
1366 0x0001f3db 0x004277db 4   5    .data_1 ascii   >'HZ
1367 0x0001f3ec 0x004277ec 4   5    .data_1 ascii   SjwB
1368 0x0001f42f 0x0042782f 4   5    .data_1 ascii   hGxB
1369 0x0001f43c 0x0042783c 5   6    .data_1 ascii   'SpxB
1370 0x0001f484 0x00427884 4   5    .data_1 ascii   SZxB
1371 0x0001f4c1 0x004278c1 4   5    .data_1 ascii   'HZS
1372 0x0001f4e3 0x004278e3 5   6    .data_1 ascii   'SRyB
1373 0x0001f539 0x00427939 5   6    .data_1 ascii   'SvyB
1374 0x0001f547 0x00427947 5   6    .data_1 ascii   'S.yB
1375 0x0001f557 0x00427957 4   6    .data_1 utf8    ֲ'S\t blocks=Hebrew,Basic Latin
1376 0x0001f580 0x00427980 4   5    .data_1 ascii   S`yB
1377 0x0001f5ea 0x004279ea 5   6    .data_1 ascii   'S\fzB
1378 0x0001f601 0x00427a01 4   5    .data_1 ascii   +ZHF
1379 0x0001f612 0x00427a12 6   7    .data_1 ascii   A'SA{B
1380 0x0001f630 0x00427a30 8   9    .data_1 ascii   HZ}'SazB
1381 0x0001f64d 0x00427a4d 4   5    .data_1 ascii   ShzB
1382 0x0001f652 0x00427a52 4   5    .data_1 ascii   'HFS
1383 0x0001f69c 0x00427a9c 4   5    .data_1 ascii   S>zB
1384 0x0001f6ad 0x00427aad 5   6    .data_1 ascii   'S(zB
1385 0x0001f6c1 0x00427ac1 5   6    .data_1 ascii   ZF'S\t
1386 0x0001f6e4 0x00427ae4 5   6    .data_1 ascii   'SjzB
1387 0x0001f70d 0x00427b0d 5   6    .data_1 ascii   'Sp{B
1388 0x0001f71c 0x00427b1c 4   5    .data_1 ascii   h2{B
1389 0x0001f736 0x00427b36 5   6    .data_1 ascii   'SO{B
1390 0x0001f767 0x00427b67 5   6    .data_1 ascii   'S~{B
1391 0x0001f7ae 0x00427bae 7   8    .data_1 ascii   8''S\n|B
1392 0x0001f7c7 0x00427bc7 5   6    .data_1 ascii   'S?|B
1393 0x0001f7ee 0x00427bee 4   6    .data_1 utf8    Z֡S^ blocks=Basic Latin,Hebrew
1394 0x0001f80b 0x00427c0b 4   5    .data_1 ascii   Sp@A
1395 0x0001f811 0x00427c11 4   5    .data_1 ascii   h'|B
1396 0x0001f845 0x00427c45 5   8    .data_1 utf8    >M㊲S0 blocks=Basic Latin,Enclosed CJK Letters and Months
1397 0x0001f89b 0x00427c9b 4   5    .data_1 ascii   So|B
1398 0x0001f8ad 0x00427cad 6   7    .data_1 ascii   8'Sp@A
1399 0x0001f915 0x00427d15 5   6    .data_1 ascii   'S@}B
1400 0x0001f93c 0x00427d3c 4   5    .data_1 ascii   qpsj
1401 0x0001f94d 0x00427d4d 5   6    .data_1 ascii   'HF'S
1402 0x0001f958 0x00427d58 4   5    .data_1 ascii   4'Nh
1403 0x0001fa1a 0x00427e1a 4   5    .data_1 ascii   S\~B
1404 0x0001fa31 0x00427e31 4   5    .data_1 ascii   S\r~B
1405 0x0001fa67 0x00427e67 4   5    .data_1 ascii   SF~B
1406 0x0001faa5 0x00427ea5 4   5    .data_1 ascii   F_'S
1407 0x0001fb03 0x00427f03 4   5    .data_1 ascii   SG}B
1408 0x0001fb20 0x00427f20 4   5    .data_1 ascii   SwT@
1409 0x0001fb42 0x00427f42 4   7    .data_1 utf8    >M㲲/ blocks=Basic Latin,CJK Unified Ideographs Extension A
1410 0x0001fb50 0x00427f50 4   5    .data_1 ascii   \b'Sd
1411 0x0001fbb8 0x00427fb8 5   6    .data_1 ascii   ZSe}B
1412 0x0001fbd1 0x00427fd1 4   5    .data_1 ascii   HZ'S
1413 0x0001fc35 0x00428035 4   5    .data_1 ascii   H'Sp
1414 0x0001fc51 0x00428051 4   5    .data_1 ascii   \'S+
1415 0x0001fc66 0x00428066 6   7    .data_1 ascii   o'Sr}B
1416 0x0001fc84 0x00428084 5   7    .data_1 utf8    8'S׀B blocks=Basic Latin,Hebrew
1417 0x0001fd57 0x00428157 4   6    .data_1 utf8    'SցB blocks=Basic Latin,Armenian
1418 0x0001fdab 0x004281ab 6   7    .data_1 ascii   8'Sp@A
1419 0x0001fdde 0x004281de 6   7    .data_1 ascii   8'Sp@A
