[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
6769 0x0005d304 0x0045f904 5   7    .rsrc   utf8    vfؽfE blocks=Basic Latin,Arabic
6770 0x0005d33f 0x0045f93f 4   5    .rsrc   ascii   \n8rh
6771 0x0005d350 0x0045f950 7   8    .rsrc   ascii   f5u\a;4o
6772 0x0005d3ef 0x0045f9ef 4   5    .rsrc   ascii   \rQH\n
6773 0x0005d407 0x0045fa07 4   5    .rsrc   ascii   \r},\n
6774 0x0005d41c 0x0045fa1c 5   7    .rsrc   utf8    L,ýxc blocks=Basic Latin,Latin-1 Supplement
6775 0x0005d4d8 0x0045fad8 7   8    .rsrc   ascii   g7#\npFh
6776 0x0005d50c 0x0045fb0c 6   7    .rsrc   ascii   DD\v\vop
6777 0x0005d51c 0x0045fb1c 5   7    .rsrc   utf8    ]uοPi blocks=Basic Latin,Greek and Coptic
6778 0x0005d566 0x0045fb66 7   8    .rsrc   ascii   ouj\t:NP
6779 0x0005d57e 0x0045fb7e 6   7    .rsrc   ascii   eLF\r]5
6780 0x0005d585 0x0045fb85 4   5    .rsrc   ascii   \f%D\n
6781 0x0005d5cb 0x0045fbcb 4   5    .rsrc   ascii   \rg5?
6782 0x0005d5e4 0x0045fbe4 7   8    .rsrc   ascii   9q`\v\IE
6783 0x0005d5f8 0x0045fbf8 6   7    .rsrc   ascii   x Q\amX
6784 0x0005d656 0x0045fc56 7   8    .rsrc   ascii   {Z \nYQ~
6785 0x0005d66d 0x0045fc6d 4   5    .rsrc   ascii   \r1Da
6786 0x0005d69a 0x0045fc9a 6   7    .rsrc   ascii   @6+\n#w
6787 0x0005d8c8 0x0045fec8 6   7    .rsrc   ascii   VWq\a;P
6788 0x0005d90c 0x0045ff0c 6   7    .rsrc   ascii   nq\r\a\l
6789 0x0005d91c 0x0045ff1c 5   7    .rsrc   utf8    Lzؠg  blocks=Basic Latin,Arabic
6790 0x0005da3e 0x0046003e 5   7    .rsrc   utf8    :0\rkH
6791 0x0005daeb 0x004600eb 4   5    .rsrc   ascii   \aP u
6792 0x0005db2a 0x0046012a 6   8    .rsrc   utf8    bdړGc\a blocks=Basic Latin,Arabic
6793 0x0005dbc4 0x004601c4 5   7    .rsrc   utf8    |fM7a
6794 0x0005dd79 0x00460379 4   5    .rsrc   ascii   \a_mt
6795 0x0005de46 0x00460446 8   11   .rsrc   utf8    nJѝ(tϤN  blocks=Basic Latin,Cyrillic,Greek and Coptic
6796 0x0005e0d4 0x004606d4 5   7    .rsrc   utf8    aOţNc blocks=Basic Latin,Latin Extended-A
6797 0x0005e3dc 0x004609dc 5   7    .rsrc   utf8    KJϛ(  blocks=Basic Latin,Greek and Coptic
6798 0x0005e656 0x00460c56 5   7    .rsrc   utf8    gqݚUF blocks=Basic Latin,Arabic Supplement
6799 0x0005e6d8 0x00460cd8 5   7    .rsrc   utf8    a7ؖCS blocks=Basic Latin,Arabic
6800 0x0005e6e6 0x00460ce6 5   7    .rsrc   utf8    9AξVK blocks=Basic Latin,Greek and Coptic
6801 0x0005e774 0x00460d74 5   7    .rsrc   utf8    :oC_M
6802 0x0005e7e5 0x00460de5 4   5    .rsrc   ascii   ~>f\v
6803 0x0005e7ee 0x00460dee 5   7    .rsrc   utf8    0QЍgx blocks=Basic Latin,Cyrillic
6804 0x0005e812 0x00460e12 7   8    .rsrc   ascii   6Up}_HI
6805 0x0005e836 0x00460e36 7   8    .rsrc   ascii   fvQ}dG\a
6806 0x0005e868 0x00460e68 5   7    .rsrc   utf8    {0˿G7 blocks=Basic Latin,Spacing Modifier Letters
6807 0x0005e8a0 0x00460ea0 7   8    .rsrc   ascii   WFg~5Bl
6808 0x0005e8c7 0x00460ec7 7   8    .rsrc   ascii   ~Ue$~xb
6809 0x0005e9a8 0x00460fa8 6   7    .rsrc   ascii   prg|Eu
6810 0x0005ea1a 0x0046101a 6   7    .rsrc   ascii   CBn~(T
6811 0x0005ea5b 0x0046105b 4   5    .rsrc   ascii   {BsH
6812 0x0005eabc 0x004610bc 6   7    .rsrc   ascii   (qr|:Z
6813 0x0005eac4 0x004610c4 4   5    .rsrc   ascii   ZP#~
6814 0x0005eaea 0x004610ea 5   7    .rsrc   utf8    LPڍE1 blocks=Basic Latin,Arabic
6815 0x0005eb16 0x00461116 6   7    .rsrc   ascii   Xz}~wx
6816 0x0005eb29 0x00461129 4   5    .rsrc   ascii   ~?7#
6817 0x0005eb53 0x00461153 4   5    .rsrc   ascii   {0E#
6818 0x0005eb90 0x00461190 6   7    .rsrc   ascii   cys{j 
6819 0x0005ebe9 0x004611e9 4   5    .rsrc   ascii   z{T\a
6820 0x0005ec29 0x00461229 4   5    .rsrc   ascii   }{T.
6821 0x0005ec53 0x00461253 4   5    .rsrc   ascii   ~Cv\b
6822 0x0005ec8c 0x0046128c 6   7    .rsrc   ascii   loe{VI
6823 0x0005ecaf 0x004612af 4   5    .rsrc   ascii   ynFz
6824 0x0005ed12 0x00461312 7   8    .rsrc   ascii   vro{VAv
6825 0x0005ed1e 0x0046131e 6   7    .rsrc   ascii   z2k|[h
6826 0x0005ed2e 0x0046132e 7   8    .rsrc   ascii   @E!{eab
6827 0x0005ed68 0x00461368 7   8    .rsrc   ascii   DK\byxJD
6828 0x0005ed74 0x00461374 7   8    .rsrc   ascii   lw\rzl9\v
6829 0x0005eda4 0x004613a4 7   8    .rsrc   ascii   :RcxOLE
6830 0x0005edac 0x004613ac 7   8    .rsrc   ascii   WR]~>b)
6831 0x0005edc2 0x004613c2 7   8    .rsrc   ascii   KV\v}:PT
6832 0x0005ee44 0x00461444 7   8    .rsrc   ascii   _V`{a7`
6833 0x0005ee54 0x00461454 6   7    .rsrc   ascii   ]8*|Vi
6834 0x0005ee83 0x00461483 4   5    .rsrc   ascii   z@d\t
6835 0x0005eec2 0x004614c2 7   8    .rsrc   ascii   dAHyDr\b
6836 0x0005ef1a 0x0046151a 6   7    .rsrc   ascii   ApqvED
6837 0x0005f03b 0x0046163b 4   5    .rsrc   ascii   ~VI(
6838 0x0005f08f 0x0046168f 6   8    .rsrc   utf8    ~LyԀce blocks=Basic Latin,Cyrillic Supplement
6839 0x0005f0c6 0x004616c6 6   7    .rsrc   ascii   DrV}o7
6840 0x0005f12f 0x0046172f 4   5    .rsrc   ascii   v/Ch
6841 0x0005f13f 0x0046173f 4   5    .rsrc   ascii   ~=xd
6842 0x0005f14c 0x0046174c 7   8    .rsrc   ascii   NRM~@an
6843 0x0005f18b 0x0046178b 7   8    .rsrc   ascii   |XF"|ln
6844 0x0005f1be 0x004617be 7   8    .rsrc   ascii   CwB}GPU
6845 0x0005f1c6 0x004617c6 7   8    .rsrc   ascii   yky|Nr+
6846 0x0005f22b 0x0046182b 4   5    .rsrc   ascii   {?a~
6847 0x0005f273 0x00461873 4   5    .rsrc   ascii   ~$ \t
6848 0x0005f29a 0x0046189a 5   7    .rsrc   utf8    (RѴaV blocks=Basic Latin,Cyrillic
6849 0x0005f2aa 0x004618aa 6   7    .rsrc   ascii   (ub|7T
6850 0x0005f318 0x00461918 5   7    .rsrc   utf8    kOĿ(d blocks=Basic Latin,Latin Extended-A
6851 0x0005f363 0x00461963 4   5    .rsrc   ascii   ~xqM
6852 0x0005f3a2 0x004619a2 5   7    .rsrc   utf8    :Uɺ=y blocks=Basic Latin,IPA Extensions
6853 0x0005f3ad 0x004619ad 4   5    .rsrc   ascii   |[m{
6854 0x0005f3b2 0x004619b2 6   7    .rsrc   ascii   Dsu|`b
6855 0x0005f3d2 0x004619d2 7   8    .rsrc   ascii   5M~zZI~
6856 0x0005f3e6 0x004619e6 6   7    .rsrc   ascii   v \v|^7
6857 0x0005f3ee 0x004619ee 6   7    .rsrc   ascii   5hn~W9
6858 0x0005f470 0x00461a70 6   7    .rsrc   ascii   >u/v@u
6859 0x0005f477 0x00461a77 4   5    .rsrc   ascii   z7sd
6860 0x0005f4b5 0x00461ab5 4   5    .rsrc   ascii   yAUq
6861 0x0005f4f9 0x00461af9 4   5    .rsrc   ascii   yk a
6862 0x0005f4fe 0x00461afe 6   7    .rsrc   ascii   w,Gy6F
6863 0x0005f513 0x00461b13 6   8    .rsrc   utf8    }f5ٵ?G blocks=Basic Latin,Arabic
6864 0x0005f537 0x00461b37 4   5    .rsrc   ascii   x$rg
6865 0x0005f568 0x00461b68 7   8    .rsrc   ascii   pQMxdkV
6866 0x0005f5d2 0x00461bd2 7   8    .rsrc   ascii   Wjh|WGt
6867 0x0005f5ee 0x00461bee 7   8    .rsrc   ascii   \dJ|8d\v
6868 0x0005f614 0x00461c14 5   7    .rsrc   utf8    gjٶ/h blocks=Basic Latin,Arabic
6869 0x0005f61c 0x00461c1c 7   8    .rsrc   ascii   jw\v|`4!
6870 0x0005f630 0x00461c30 6   8    .rsrc   utf8    PyMwGo
6871 0x0005f63b 0x00461c3b 4   5    .rsrc   ascii   xekp
6872 0x0005f64c 0x00461c4c 6   7    .rsrc   ascii   x6iz\J
6873 0x0005f660 0x00461c60 7   8    .rsrc   ascii   Yqi}^x|
6874 0x0005f674 0x00461c74 7   8    .rsrc   ascii   pN'}Kn$
6875 0x0005f68a 0x00461c8a 6   7    .rsrc   ascii   9M[x6m
6876 0x0005f6ae 0x00461cae 5   7    .rsrc   utf8    Kt˽d  blocks=Basic Latin,Spacing Modifier Letters
6877 0x0005f6ce 0x00461cce 6   7    .rsrc   ascii   (Yoxeo
6878 0x0005f6f2 0x00461cf2 6   7    .rsrc   ascii   YWc}EF
6879 0x0005f730 0x00461d30 5   7    .rsrc   utf8    g.п73 blocks=Basic Latin,Cyrillic
6880 0x0005f740 0x00461d40 6   7    .rsrc   ascii   YctykT
6881 0x0005f75c 0x00461d5c 6   7    .rsrc   ascii   bQ_ygn
6882 0x0005f789 0x00461d89 4   5    .rsrc   ascii   v? !
6883 0x0005f7a4 0x00461da4 4   6    .rsrc   utf8    ݅9W  blocks=Syriac,Basic Latin
6884 0x0005f7ae 0x00461dae 5   7    .rsrc   utf8    IkŅ^y blocks=Basic Latin,Latin Extended-A
6885 0x0005f808 0x00461e08 7   8    .rsrc   ascii   yubu9VW
6886 0x0005f81b 0x00461e1b 4   5    .rsrc   ascii   yo7$
6887 0x0005f82c 0x00461e2c 5   7    .rsrc   utf8    $H˗ol blocks=Basic Latin,Spacing Modifier Letters
6888 0x0005f833 0x00461e33 6   8    .rsrc   utf8    q96Ҡ>b blocks=Basic Latin,Cyrillic
6889 0x0005f863 0x00461e63 4   5    .rsrc   ascii   pG3L
6890 0x0005f87d 0x00461e7d 4   5    .rsrc   ascii   oLY*
6891 0x0005f885 0x00461e85 4   5    .rsrc   ascii   oOR&
6892 0x0005f8da 0x00461eda 14  15   .rsrc   ascii   LoD|o6c{xyzvXK
6893 0x0005f8f4 0x00461ef4 6   7    .rsrc   ascii   vaz}v,
6894 0x0005f923 0x00461f23 6   8    .rsrc   utf8    qP9ߠxh blocks=Basic Latin,NKo
6895 0x0005f933 0x00461f33 12  16   .rsrc   utf8    x(Xϥ7Mؕ^aÓYG blocks=Basic Latin,Greek and Coptic,Arabic,Latin-1 Supplement
6896 0x0005f948 0x00461f48 6   7    .rsrc   ascii   7VurKt
6897 0x0005f95c 0x00461f5c 6   7    .rsrc   ascii   JOG|/b
6898 0x0005f970 0x00461f70 5   6    .rsrc   ascii   ^qae\b
6899 0x0005f97a 0x00461f7a 11  12   .rsrc   ascii   ;l^z7wUy6tW
6900 0x0005f98e 0x00461f8e 6   7    .rsrc   ascii   6mWw:t
6901 0x0005f99d 0x00461f9d 6   8    .rsrc   utf8    |_XߙWC blocks=Basic Latin,NKo
6902 0x0005f9b6 0x00461fb6 5   7    .rsrc   utf8    G1ڐ;2 blocks=Basic Latin,Arabic
6903 0x0005f9f0 0x00461ff0 7   8    .rsrc   ascii   Fhjwb b
6904 0x0005f9fc 0x00461ffc 7   8    .rsrc   ascii   GCkzU1V
6905 0x0005fa04 0x00462004 7   8    .rsrc   ascii   6efw/m$
6906 0x0005fa1c 0x0046201c 6   7    .rsrc   ascii   UoKy`j
6907 0x0005fa24 0x00462024 5   7    .rsrc   utf8    gNދUB blocks=Basic Latin,Thaana
6908 0x0005fa50 0x00462050 6   7    .rsrc   ascii   NVbo:c
6909 0x0005fa63 0x00462063 4   5    .rsrc   ascii   z6ux
6910 0x0005fa6e 0x0046206e 7   8    .rsrc   ascii   9ap{zU}
6911 0x0005fa76 0x00462076 6   7    .rsrc   ascii   z,jpD 
6912 0x0005fa9e 0x0046209e 6   7    .rsrc   ascii   BM?{bR
6913 0x0005fab6 0x004620b6 5   7    .rsrc   utf8    < Η]V blocks=Basic Latin,Greek and Coptic
6914 0x0005fad6 0x004620d6 7   8    .rsrc   ascii   a0fxwyY
6915 0x0005fafc 0x004620fc 7   8    .rsrc   ascii   ?iBszse
6916 0x0005fb20 0x00462120 6   7    .rsrc   ascii   w4J|f4
6917 0x0005fb3b 0x0046213b 6   8    .rsrc   utf8    z;9֜(b blocks=Basic Latin,Hebrew
6918 0x0005fb48 0x00462148 11  12   .rsrc   ascii   Y.drVCz~(KW
6919 0x0005fb64 0x00462164 5   6    .rsrc   ascii   p|Ok]
6920 0x0005fb71 0x00462171 8   9    .rsrc   ascii   l( dvK.t
6921 0x0005fb7a 0x0046217a 7   8    .rsrc   ascii   eNNl8V{
6922 0x0005fbaa 0x004621aa 6   7    .rsrc   ascii   jr\blVV
6923 0x0005fbb2 0x004621b2 5   7    .rsrc   utf8    @NҞz3 blocks=Basic Latin,Cyrillic
6924 0x0005fbbe 0x004621be 8   11   .rsrc   utf8    j8ǟLnƔ{r blocks=Basic Latin,Latin Extended-B
6925 0x0005fbe3 0x004621e3 12  13   .rsrc   ascii   w^qdjZn^qARj
6926 0x0005fbf7 0x004621f7 4   5    .rsrc   ascii   mIep
6927 0x0005fc00 0x00462200 11  12   .rsrc   ascii   @ZVjC9SrAvn
6928 0x0005fc0c 0x0046220c 7   8    .rsrc   ascii   $5&p=9.
6929 0x0005fc14 0x00462214 6   7    .rsrc   ascii   Xt&lo7
6930 0x0005fc1f 0x0046221f 4   5    .rsrc   ascii   kC0O
6931 0x0005fc7a 0x0046227a 7   8    .rsrc   ascii   jK%}p3z
6932 0x0005fc96 0x00462296 6   7    .rsrc   ascii   (z\epAz
6933 0x0005fca5 0x004622a5 11  12   .rsrc   ascii   iylHu(GWvVG
6934 0x0005fcce 0x004622ce 6   7    .rsrc   ascii   bV|t]G
6935 0x0005fcd5 0x004622d5 4   5    .rsrc   ascii   |eGd
6936 0x0005fce3 0x004622e3 4   5    .rsrc   ascii   snjb
6937 0x0005fcf3 0x004622f3 4   5    .rsrc   ascii   m(QU
6938 0x0005fcf8 0x004622f8 7   8    .rsrc   ascii   JHkykX 
6939 0x0005fd08 0x00462308 6   7    .rsrc   ascii   ?yGwO1
6940 0x0005fd13 0x00462313 7   8    .rsrc   ascii   |Kt/jUj
6941 0x0005fd3b 0x0046233b 4   5    .rsrc   ascii   y0D\v
6942 0x0005fd4b 0x0046234b 6   8    .rsrc   utf8    ke0ʉ6  blocks=Basic Latin,IPA Extensions
6943 0x0005fd6a 0x0046236a 14  15   .rsrc   ascii   UNEmOj@q?AXriu
6944 0x0005fd7a 0x0046237a 7   8    .rsrc   ascii   Oz~~IP]
6945 0x0005fd8e 0x0046238e 11  12   .rsrc   ascii   Prr|PEitbnc
6946 0x0005fdc5 0x004623c5 6   8    .rsrc   utf8    xYcޑfA blocks=Basic Latin,Thaana
6947 0x0005fdd7 0x004623d7 4   5    .rsrc   ascii   hyqY
6948 0x0005fde8 0x004623e8 6   7    .rsrc   ascii   adpoJQ
6949 0x0005fdf8 0x004623f8 11  12   .rsrc   ascii   oqrx(X{i[lQ
6950 0x0005fe04 0x00462404 7   8    .rsrc   ascii   GWu{<sZ
6951 0x0005fe34 0x00462434 6   7    .rsrc   ascii   JH!s@7
6952 0x0005fe59 0x00462459 4   5    .rsrc   ascii   z;Nq
6953 0x0005fe66 0x00462466 6   7    .rsrc   ascii   JIciu6
6954 0x0005fe6d 0x0046246d 4   5    .rsrc   ascii   yW7x
6955 0x0005fe72 0x00462472 6   7    .rsrc   ascii   g3kmG4
6956 0x0005fe79 0x00462479 4   5    .rsrc   ascii   i<d`
6957 0x0005fe7e 0x0046247e 7   8    .rsrc   ascii   xmMwgsh
6958 0x0005fe92 0x00462492 10  11   .rsrc   ascii   xghylD(yBh
6959 0x0005fea9 0x004624a9 4   5    .rsrc   ascii   |KFC
6960 0x0005febd 0x004624bd 6   8    .rsrc   utf8    ziq݇BO blocks=Basic Latin,Syriac
6961 0x0005fef7 0x004624f7 4   5    .rsrc   ascii   u(0d
6962 0x0005ff00 0x00462500 19  20   .rsrc   ascii   0ThsZNhzIkivp _w:H^
6963 0x0005ff18 0x00462518 10  11   .rsrc   ascii   6Jnj(vcuaY
6964 0x0005ff61 0x00462561 7   8    .rsrc   ascii   l(RSj>i
6965 0x0005ff86 0x00462586 6   7    .rsrc   ascii   Oa'tYz
6966 0x0005ff8d 0x0046258d 4   5    .rsrc   ascii   i{fP
6967 0x0005ffaa 0x004625aa 7   8    .rsrc   ascii   DwWm"6\r
6968 0x0005ffba 0x004625ba 5   7    .rsrc   utf8    dHݓ`U blocks=Basic Latin,Arabic Supplement
6969 0x0005ffc2 0x004625c2 4   6    .rsrc   utf8    @l߈b blocks=Basic Latin,NKo
6970 0x0005fff4 0x004625f4 18  19   .rsrc   ascii   zpkl(ztp|t~fjgPs$W
6971 0x00060014 0x00462614 7   8    .rsrc   ascii   (wgwflc
6972 0x0006001c 0x0046261c 6   7    .rsrc   ascii   uv&xDH
6973 0x00060028 0x00462628 7   8    .rsrc   ascii   kL^~bgO
6974 0x00060034 0x00462634 10  11   .rsrc   ascii   nxWjN3@mNF
6975 0x00060046 0x00462646 5   7    .rsrc   utf8    XhЇbQ blocks=Basic Latin,Cyrillic
6976 0x00060072 0x00462672 7   8    .rsrc   ascii   P.{m$ve
6977 0x0006007d 0x0046267d 4   5    .rsrc   ascii   tgVb
6978 0x0006008e 0x0046268e 7   8    .rsrc   ascii   ;bhe(CQ
6979 0x0006009a 0x0046269a 6   7    .rsrc   ascii   gQjx]U
6980 0x000600b6 0x004626b6 10  11   .rsrc   ascii   {aFq[u\fee,
6981 0x000600c8 0x004626c8 6   7    .rsrc   ascii   dx\thZn
6982 0x000600dc 0x004626dc 6   8    .rsrc   utf8    >Mcb9n
6983 0x000600e8 0x004626e8 7   8    .rsrc   ascii   \ srEfu
6984 0x000600f4 0x004626f4 7   8    .rsrc   ascii   K2p~`Gz
6985 0x00060107 0x00462707 4   5    .rsrc   ascii   liZ&
6986 0x00060124 0x00462724 7   8    .rsrc   ascii   cq[~Ya(
6987 0x0006014a 0x0046274a 6   7    .rsrc   ascii   8E)}(6
6988 0x0006017a 0x0046277a 10  11   .rsrc   ascii   LP?gkBEk{Q
6989 0x0006018e 0x0046278e 10  11   .rsrc   ascii   gIjh5Rne\j
6990 0x000601dc 0x004627dc 5   7    .rsrc   utf8    vhՑ_w blocks=Basic Latin,Armenian
6991 0x000601e8 0x004627e8 6   7    .rsrc   ascii   pza|"I
6992 0x0006020b 0x0046280b 4   5    .rsrc   ascii   |kS_
6993 0x0006025d 0x0046285d 11  13   .rsrc   utf8    f?L\tsoLы/4| blocks=Basic Latin,Cyrillic
6994 0x0006026a 0x0046286a 6   7    .rsrc   ascii   AdrrFj
6995 0x00060272 0x00462872 6   7    .rsrc   ascii   AInfBB
6996 0x00060296 0x00462896 7   8    .rsrc   ascii   <b}c51y
6997 0x000602a2 0x004628a2 7   8    .rsrc   ascii   JYdj|4e
6998 0x000602c8 0x004628c8 6   7    .rsrc   ascii   wC\rqkO
6999 0x000602cf 0x004628cf 4   5    .rsrc   ascii   hNa\a
7000 0x000602d7 0x004628d7 6   8    .rsrc   utf8    dwxޕ/s blocks=Basic Latin,Thaana
7001 0x000602f8 0x004628f8 6   7    .rsrc   ascii   lcH~oc
7002 0x00060300 0x00462900 7   8    .rsrc   ascii   7SFg0v^
7003 0x0006030b 0x0046290b 8   9    .rsrc   ascii   ec8cdJaT
7004 0x00060318 0x00462918 10  11   .rsrc   ascii   [muvxDtd0 
7005 0x00060379 0x00462979 4   5    .rsrc   ascii   {VXI
7006 0x00060386 0x00462986 7   8    .rsrc   ascii   |5vjAXx
7007 0x00060392 0x00462992 7   8    .rsrc   ascii   JZu||Ug
7008 0x000603a5 0x004629a5 4   5    .rsrc   ascii   c_h^
7009 0x000603c7 0x004629c7 4   5    .rsrc   ascii   b\Y\t
7010 0x000603d0 0x004629d0 5   7    .rsrc   utf8    (qԋgH blocks=Basic Latin,Cyrillic Supplement
7011 0x000603d7 0x004629d7 4   5    .rsrc   ascii   ji  
7012 0x000603ef 0x004629ef 4   5    .rsrc   ascii   m(DY
7013 0x000603fc 0x004629fc 7   8    .rsrc   ascii   _9dfWAp
7014 0x00060418 0x00462a18 7   8    .rsrc   ascii   UNfjymm
7015 0x00060420 0x00462a20 12  13   .rsrc   ascii   aBy|@Aj{<8dl
7016 0x0006044a 0x00462a4a 6   7    .rsrc   ascii   U7Bo;m
7017 0x00060451 0x00462a51 4   5    .rsrc   ascii   wX3$
7018 0x0006046e 0x00462a6e 7   8    .rsrc   ascii   yVei(cu
7019 0x00060476 0x00462a76 7   8    .rsrc   ascii   [IWj"mW
7020 0x00060485 0x00462a85 4   5    .rsrc   ascii   i?uJ
7021 0x0006048a 0x00462a8a 7   8    .rsrc   ascii   (UlzGf%
7022 0x000604af 0x00462aaf 4   5    .rsrc   ascii   g@4%
7023 0x000604b7 0x00462ab7 4   5    .rsrc   ascii   h_8Q
7024 0x000604bf 0x00462abf 4   5    .rsrc   ascii   {iaW
7025 0x000604cc 0x00462acc 6   7    .rsrc   ascii   /hAxwi
7026 0x000604db 0x00462adb 4   5    .rsrc   ascii   jIX\a
7027 0x000604f4 0x00462af4 7   8    .rsrc   ascii   /XcziSS
7028 0x000604ff 0x00462aff 20  21   .rsrc   ascii   v7diigSxu`dH{lqouANb
7029 0x00060514 0x00462b14 15  16   .rsrc   ascii   YZ{uWN)idudb8vg
7030 0x00060532 0x00462b32 6   7    .rsrc   ascii   b9!pBE
7031 0x0006053a 0x00462b3a 6   7    .rsrc   ascii   eS)c(5
7032 0x00060541 0x00462b41 4   5    .rsrc   ascii   xJ5H
7033 0x00060581 0x00462b81 7   8    .rsrc   ascii   z86}|cy
7034 0x00060591 0x00462b91 4   5    .rsrc   ascii   xZMZ
7035 0x000605ab 0x00462bab 4   5    .rsrc   ascii   |]Yh
7036 0x000605bc 0x00462bbc 7   8    .rsrc   ascii   [oQlXB_
7037 0x000605d8 0x00462bd8 7   8    .rsrc   ascii   Ch#joN\n
7038 0x000605e4 0x00462be4 9   11   .rsrc   utf8    Lr\b|W5͘N4 blocks=Basic Latin,Combining Diacritical Marks
7039 0x000605ff 0x00462bff 20  21   .rsrc   ascii   |LJq|$MWzFNB~agGdUfl
7040 0x00060617 0x00462c17 7   8    .rsrc   ascii   xD.Qh]T
7041 0x0006063e 0x00462c3e 10  11   .rsrc   ascii   _IQ~"4"c(B
7042 0x00060651 0x00462c51 4   5    .rsrc   ascii   gvL>
7043 0x00060671 0x00462c71 6   8    .rsrc   utf8    `P,Ɲz7 blocks=Basic Latin,Latin Extended-B
7044 0x0006067d 0x00462c7d 4   5    .rsrc   ascii   cW4s
7045 0x00060685 0x00462c85 4   5    .rsrc   ascii   a?5n
7046 0x0006068e 0x00462c8e 6   7    .rsrc   ascii   bG{wed
7047 0x00060695 0x00462c95 4   5    .rsrc   ascii   |0Qu
7048 0x0006069f 0x00462c9f 8   9    .rsrc   ascii   e03se$4K
7049 0x000606df 0x00462cdf 4   5    .rsrc   ascii   {Cv+
7050 0x000606fb 0x00462cfb 4   5    .rsrc   ascii   x$8r
7051 0x00060703 0x00462d03 8   9    .rsrc   ascii   v|cttv2D
7052 0x0006072a 0x00462d2a 10  11   .rsrc   ascii   $.#h(qny0o
7053 0x00060739 0x00462d39 15  16   .rsrc   ascii   l"p$~$W/wV4Qedc
7054 0x0006074e 0x00462d4e 6   7    .rsrc   ascii   PRW_`L
7055 0x00060765 0x00462d65 6   8    .rsrc   utf8    e51ބKS blocks=Basic Latin,Thaana
7056 0x00060781 0x00462d81 8   9    .rsrc   ascii   ~DIx{lD`
7057 0x0006079b 0x00462d9b 4   5    .rsrc   ascii   zD1_
7058 0x000607a6 0x00462da6 5   6    .rsrc   ascii   k`7Fj
7059 0x000607b8 0x00462db8 10  11   .rsrc   ascii   k.uo9B\tscU
7060 0x000607e4 0x00462de4 6   7    .rsrc   ascii   Ai&zZh
7061 0x000607ff 0x00462dff 7   8    .rsrc   ascii   r?8d^7y
7062 0x0006080f 0x00462e0f 4   5    .rsrc   ascii   z8n~
7063 0x0006081e 0x00462e1e 7   8    .rsrc   ascii   e1Yafc"
7064 0x0006082e 0x00462e2e 6   7    .rsrc   ascii   GpT`?k
7065 0x0006083a 0x00462e3a 10  11   .rsrc   ascii   8Xvq"Yhb>P
7066 0x0006085a 0x00462e5a 6   7    .rsrc   ascii   ^o@};2
7067 0x00060861 0x00462e61 6   8    .rsrc   utf8    ~cpј_f blocks=Basic Latin,Cyrillic
7068 0x00060869 0x00462e69 4   5    .rsrc   ascii   vG4&
7069 0x0006087e 0x00462e7e 6   7    .rsrc   ascii   Lak]KV
7070 0x00060897 0x00462e97 4   5    .rsrc   ascii   v]gK
7071 0x000608a0 0x00462ea0 7   8    .rsrc   ascii   OJ]dUfn
7072 0x000608a8 0x00462ea8 6   7    .rsrc   ascii   iY(t6I
7073 0x000608bc 0x00462ebc 6   7    .rsrc   ascii   02JsKQ
7074 0x000608c3 0x00462ec3 4   5    .rsrc   ascii   s"T#
7075 0x000608cf 0x00462ecf 4   5    .rsrc   ascii   _6J"
7076 0x000608d7 0x00462ed7 7   8    .rsrc   ascii   v_yS~|E
7077 0x00060908 0x00462f08 6   7    .rsrc   ascii   OzQr|a
7078 0x00060916 0x00462f16 5   6    .rsrc   ascii   [BbbY
7079 0x00060921 0x00462f21 8   9    .rsrc   ascii   _$6\r`wu
7080 0x0006092e 0x00462f2e 7   8    .rsrc   ascii   /Jm_fQE
7081 0x00060936 0x00462f36 6   7    .rsrc   ascii   WuN~Cv
7082 0x0006093d 0x00462f3d 7   8    .rsrc   ascii   vN0Hwnq
7083 0x0006094e 0x00462f4e 11  12   .rsrc   ascii   d3cqJr"sPPW
7084 0x0006095e 0x00462f5e 7   8    .rsrc   ascii   x5\t{(q\t
7085 0x00060971 0x00462f71 6   8    .rsrc   utf8    agiǌXR blocks=Basic Latin,Latin Extended-B
7086 0x00060979 0x00462f79 6   8    .rsrc   utf8    xG9ȾV6 blocks=Basic Latin,Latin Extended-B
7087 0x000609a0 0x00462fa0 7   8    .rsrc   ascii   ]YDzKl!
7088 0x000609b0 0x00462fb0 7   8    .rsrc   ascii   K7dbjEX
7089 0x000609c0 0x00462fc0 10  11   .rsrc   ascii   u5I}Gn\tgIl
7090 0x000609e0 0x00462fe0 6   7    .rsrc   ascii   oeEd[r
7091 0x000609e7 0x00462fe7 4   5    .rsrc   ascii   |>3 
7092 0x00060a11 0x00463011 7   8    .rsrc   ascii   ]GLa]wq
7093 0x00060a1d 0x0046301d 4   5    .rsrc   ascii   a(rW
7094 0x00060a22 0x00463022 6   7    .rsrc   ascii   ewKc(W
7095 0x00060a36 0x00463036 14  15   .rsrc   ascii   ]9_vX q^ESEzwr
7096 0x00060a45 0x00463045 4   5    .rsrc   ascii   ~cn\n
7097 0x00060a55 0x00463055 7   8    .rsrc   ascii   b:XI_AZ
7098 0x00060a69 0x00463069 4   5    .rsrc   ascii   x$w$
