[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
7099 0x00060a6e 0x0046306e 5   7    .rsrc   utf8    L.ڗDM blocks=Basic Latin,Arabic
7100 0x00060a8f 0x0046308f 8   9    .rsrc   ascii   [byko{po
7101 0x00060aa4 0x004630a4 11  12   .rsrc   ascii   zbm~_Jd|FOv
7102 0x00060ab4 0x004630b4 7   8    .rsrc   ascii   P IxLBN
7103 0x00060ad4 0x004630d4 11  12   .rsrc   ascii   Dfea;0\e\GWC
7104 0x00060af3 0x004630f3 4   5    .rsrc   ascii   aOx"
7105 0x00060b0a 0x0046310a 11  12   .rsrc   ascii   fMokclam/jh
7106 0x00060b22 0x00463122 6   7    .rsrc   ascii   iw?uyP
7107 0x00060b46 0x00463146 6   7    .rsrc   ascii   >trsie
7108 0x00060b51 0x00463151 4   5    .rsrc   ascii   p<bS
7109 0x00060b5a 0x0046315a 10  11   .rsrc   ascii   Wx\ed/I@kyN
7110 0x00060b6e 0x0046316e 6   7    .rsrc   ascii   {h'mLn
7111 0x00060b93 0x00463193 4   5    .rsrc   ascii   _i7i
7112 0x00060b9f 0x0046319f 4   5    .rsrc   ascii   _$fs
7113 0x00060bb0 0x004631b0 6   7    .rsrc   ascii   a9v[>0
7114 0x00060bbc 0x004631bc 7   8    .rsrc   ascii   (v|`|Vv
7115 0x00060bc4 0x004631c4 6   7    .rsrc   ascii   90\ayIm
7116 0x00060bcf 0x004631cf 7   8    .rsrc   ascii   ixV'xgg
7117 0x00060be4 0x004631e4 8   11   .rsrc   utf8    :4݅FJݻF, blocks=Basic Latin,Syriac,Arabic Supplement
7118 0x00060c1d 0x0046321d 4   5    .rsrc   ascii   rUFO
7119 0x00060c2b 0x0046322b 4   6    .rsrc   utf8    ݶK1% blocks=Arabic Supplement,Basic Latin
7120 0x00060c42 0x00463242 6   7    .rsrc   ascii   z.`v[v
7121 0x00060c4a 0x0046324a 6   7    .rsrc   ascii   PAFmpW
7122 0x00060c5a 0x0046325a 7   8    .rsrc   ascii   vl"]/LK
7123 0x00060c6e 0x0046326e 9   11   .rsrc   utf8    JV!{WuӆLe blocks=Basic Latin,Cyrillic
7124 0x00060c93 0x00463293 4   5    .rsrc   ascii   hNwe
7125 0x00060ca0 0x004632a0 6   7    .rsrc   ascii   uLdeWg
7126 0x00060cb7 0x004632b7 8   9    .rsrc   ascii   uz6ku$gK
7127 0x00060cc0 0x004632c0 7   8    .rsrc   ascii   (PGjywa
7128 0x00060cc8 0x004632c8 7   8    .rsrc   ascii   _vX}aKD
7129 0x00060cdb 0x004632db 7   8    .rsrc   ascii   zFb\voVK
7130 0x00060ce7 0x004632e7 10  12   .rsrc   utf8    ]L3IokKތY  blocks=Basic Latin,Thaana
7131 0x00060d0d 0x0046330d 7   9    .rsrc   utf8    jWOȇ8at blocks=Basic Latin,Latin Extended-B
7132 0x00060d1a 0x0046331a 10  11   .rsrc   ascii   YEqeDQlj5L
7133 0x00060d29 0x00463329 4   5    .rsrc   ascii   lU2h
7134 0x00060d3a 0x0046333a 7   8    .rsrc   ascii   dlPYynn
7135 0x00060d45 0x00463345 4   5    .rsrc   ascii   iFHy
7136 0x00060d51 0x00463351 19  20   .rsrc   ascii   hf \r`LwWtel^YGac}^k
7137 0x00060d77 0x00463377 4   5    .rsrc   ascii   oYA!
7138 0x00060d83 0x00463383 7   8    .rsrc   ascii   xYv\vyF2
7139 0x00060d8f 0x0046338f 8   9    .rsrc   ascii   n`P\vsjzn
7140 0x00060d9b 0x0046339b 4   5    .rsrc   ascii   dlLQ
7141 0x00060db8 0x004633b8 7   8    .rsrc   ascii   jddX{3f
7142 0x00060dc4 0x004633c4 7   8    .rsrc   ascii   $rns^gd
7143 0x00060dcc 0x004633cc 7   8    .rsrc   ascii   ZZtd>Ys
7144 0x00060dd7 0x004633d7 7   8    .rsrc   ascii   yAL\eYva
7145 0x00060ddf 0x004633df 4   5    .rsrc   ascii   [[0 
7146 0x00060e0e 0x0046340e 5   7    .rsrc   utf8    lXϽ(u blocks=Basic Latin,Greek and Coptic
7147 0x00060e16 0x00463416 11  12   .rsrc   ascii   "qi{FprXdPv
7148 0x00060e26 0x00463426 10  11   .rsrc   ascii   {DH}(.`kgA
7149 0x00060e31 0x00463431 7   8    .rsrc   ascii   wAespBU
7150 0x00060e39 0x00463439 8   9    .rsrc   ascii   ~Leg~zko
7151 0x00060e5a 0x0046345a 6   7    .rsrc   ascii   ;g%qWd
7152 0x00060e65 0x00463465 7   8    .rsrc   ascii   ~oZ\v};n
7153 0x00060e90 0x00463490 8   11   .rsrc   utf8    GtՉpaݎX2 blocks=Basic Latin,Armenian,Syriac
7154 0x00060ea3 0x004634a3 4   5    .rsrc   ascii   uOI_
7155 0x00060eb7 0x004634b7 8   9    .rsrc   ascii   yOBkkNpe
7156 0x00060ec4 0x004634c4 11  12   .rsrc   ascii   (Igye4U[CDo
7157 0x00060ed0 0x004634d0 10  11   .rsrc   ascii   EbItPsexA 
7158 0x00060edb 0x004634db 8   9    .rsrc   ascii   W_S ]oE$
7159 0x00060efe 0x004634fe 5   7    .rsrc   utf8    PbӶcD blocks=Basic Latin,Cyrillic
7160 0x00060f11 0x00463511 6   8    .rsrc   utf8    d9Jŋ7Q blocks=Basic Latin,Latin Extended-A
7161 0x00060f35 0x00463535 4   5    .rsrc   ascii   m].b
7162 0x00060f42 0x00463542 7   8    .rsrc   ascii   "z)zAyv
7163 0x00060f4a 0x0046354a 15  16   .rsrc   ascii   b,fgA8sZW9ugJJP
7164 0x00060f5d 0x0046355d 4   5    .rsrc   ascii   xyY 
7165 0x00060f62 0x00463562 5   6    .rsrc   ascii   <IQe]
7166 0x00060f70 0x00463570 7   8    .rsrc   ascii   =iAXNvW
7167 0x00060f8c 0x0046358c 5   7    .rsrc   utf8    ylΆ5p blocks=Basic Latin,Greek and Coptic
7168 0x00060f98 0x00463598 6   7    .rsrc   ascii   nd\a[Og
7169 0x00060f9f 0x0046359f 7   8    .rsrc   ascii   sas~_;H
7170 0x00060fc0 0x004635c0 7   8    .rsrc   ascii   ETnpFV[
7171 0x00060fc8 0x004635c8 7   8    .rsrc   ascii   <x^tZmo
7172 0x00060fd0 0x004635d0 7   8    .rsrc   ascii   p ^pjd[
7173 0x00060fed 0x004635ed 4   5    .rsrc   ascii   r>w#
7174 0x00060ff2 0x004635f2 7   8    .rsrc   ascii   asCexBQ
7175 0x00061001 0x00463601 4   5    .rsrc   ascii   g=m!
7176 0x00061032 0x00463632 7   8    .rsrc   ascii   |3}x]uE
7177 0x00061051 0x00463651 4   5    .rsrc   ascii   iuy}
7178 0x00061056 0x00463656 10  11   .rsrc   ascii   uKK^i Cto,
7179 0x0006106c 0x0046366c 6   7    .rsrc   ascii   d5%fDF
7180 0x00061077 0x00463677 4   5    .rsrc   ascii   ip \e
7181 0x0006107c 0x0046367c 6   7    .rsrc   ascii   pM\bV`8
7182 0x00061083 0x00463683 9   12   .rsrc   utf8    ~VeپufՃ8F blocks=Basic Latin,Arabic,Armenian
7183 0x0006109c 0x0046369c 5   7    .rsrc   utf8    ?qǑLy blocks=Basic Latin,Latin Extended-B
7184 0x000610ac 0x004636ac 11  12   .rsrc   ascii   vK^j9SNfl1}
7185 0x000610c4 0x004636c4 7   8    .rsrc   ascii   ZYvUYzT
7186 0x000610d8 0x004636d8 6   7    .rsrc   ascii   n4Jg;F
7187 0x00061101 0x00463701 4   5    .rsrc   ascii   qYj\a
7188 0x00061109 0x00463709 4   5    .rsrc   ascii   l]i%
7189 0x00061121 0x00463721 7   8    .rsrc   ascii   U:Fk_Iy
7190 0x00061129 0x00463729 7   8    .rsrc   ascii   U(4zhKq
7191 0x00061135 0x00463735 12  13   .rsrc   ascii   m>qyr66_iBpF
7192 0x00061146 0x00463746 6   7    .rsrc   ascii   JtTapF
7193 0x0006114d 0x0046374d 12  13   .rsrc   ascii   q[R`aidfpyFE
7194 0x00061163 0x00463763 7   8    .rsrc   ascii   lv7krD3
7195 0x00061170 0x00463770 7   8    .rsrc   ascii   XW\vs^BI
7196 0x000611a8 0x004637a8 6   7    .rsrc   ascii   {.e](O
7197 0x000611b3 0x004637b3 4   5    .rsrc   ascii   W5Km
7198 0x000611b8 0x004637b8 6   7    .rsrc   ascii   >.}h@B
7199 0x000611c0 0x004637c0 7   8    .rsrc   ascii   CW~TGwb
7200 0x000611de 0x004637de 7   8    .rsrc   ascii   zuxl7KR
7201 0x000611fe 0x004637fe 5   7    .rsrc   utf8    / ݾ|u blocks=Basic Latin,Arabic Supplement
7202 0x00061215 0x00463815 6   8    .rsrc   utf8    |UHˉFz blocks=Basic Latin,Spacing Modifier Letters
7203 0x00061221 0x00463821 6   8    .rsrc   utf8    \89ʋd2 blocks=Basic Latin,IPA Extensions
7204 0x00061229 0x00463829 7   8    .rsrc   ascii   cERp]kW
7205 0x00061232 0x00463832 6   7    .rsrc   ascii   V3h]Pe
7206 0x00061245 0x00463845 8   9    .rsrc   ascii   lOT#d_D_
7207 0x0006124e 0x0046384e 7   8    .rsrc   ascii   <dUavlm
7208 0x00061260 0x00463860 6   7    .rsrc   ascii   =K[w\K
7209 0x0006126b 0x0046386b 4   5    .rsrc   ascii   kzUe
7210 0x00061274 0x00463874 6   7    .rsrc   ascii   9F\aoVo
7211 0x00061280 0x00463880 6   7    .rsrc   ascii   W5Gsuk
7212 0x00061294 0x00463894 5   7    .rsrc   utf8    [h݀XO blocks=Basic Latin,Syriac
7213 0x000612b7 0x004638b7 7   8    .rsrc   ascii   eZFgbLv
7214 0x000612c8 0x004638c8 10  11   .rsrc   ascii   LA\v[Jy`>b
7215 0x000612d4 0x004638d4 21  22   .rsrc   ascii   q\{ivaDg\vl5vGaOvoTj3d
7216 0x000612f2 0x004638f2 7   8    .rsrc   ascii   UykjxXc
7217 0x00061309 0x00463909 7   8    .rsrc   ascii   \g /_fh
7218 0x00061315 0x00463915 6   8    .rsrc   utf8    }iGʼCA blocks=Basic Latin,Spacing Modifier Letters
7219 0x00061342 0x00463942 10  11   .rsrc   ascii   x4sj(f^`l 
7220 0x00061351 0x00463951 14  15   .rsrc   ascii   BypLbniwun{De#
7221 0x00061360 0x00463960 7   8    .rsrc   ascii   axq[;wE
7222 0x00061368 0x00463968 7   8    .rsrc   ascii   uiNbOY\v
7223 0x0006137b 0x0046397b 4   5    .rsrc   ascii   j?Mc
7224 0x00061380 0x00463980 6   7    .rsrc   ascii   _4WbEC
7225 0x00061388 0x00463988 6   7    .rsrc   ascii   gaIg5i
7226 0x00061394 0x00463994 12  15   .rsrc   utf8    6F%\cwӴW9͂ZN blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
7227 0x000613ab 0x004639ab 8   9    .rsrc   ascii   b;4jl5ct
7228 0x000613b4 0x004639b4 7   8    .rsrc   ascii   xIxoeQW
7229 0x000613bc 0x004639bc 11  12   .rsrc   ascii   @S~w",Eb65d
7230 0x000613ce 0x004639ce 11  12   .rsrc   ascii   `vi_<5\gej%
7231 0x000613da 0x004639da 6   7    .rsrc   ascii   "qMj/,
7232 0x000613e1 0x004639e1 4   5    .rsrc   ascii   pNbX
7233 0x000613e6 0x004639e6 7   8    .rsrc   ascii   owka5YM
7234 0x000613f6 0x004639f6 6   7    .rsrc   ascii   jX+wz 
7235 0x00061405 0x00463a05 4   5    .rsrc   ascii   jkB\f
7236 0x0006140e 0x00463a0e 6   7    .rsrc   ascii   Wd)|8 
7237 0x0006144b 0x00463a4b 8   9    .rsrc   ascii   aAKChBJ~
7238 0x00061464 0x00463a64 19  20   .rsrc   ascii   ytUklZqeoYLq(2+Xo e
7239 0x00061480 0x00463a80 7   8    .rsrc   ascii   Ao\v~5t\a
7240 0x0006148f 0x00463a8f 7   9    .rsrc   utf8    ZWaػ7O% blocks=Basic Latin,Arabic
7241 0x0006149c 0x00463a9c 5   7    .rsrc   utf8    [gȐnO blocks=Basic Latin,Latin Extended-B
7242 0x000614a7 0x00463aa7 6   8    .rsrc   utf8    jdBڀx1 blocks=Basic Latin,Arabic
7243 0x000614c0 0x00463ac0 6   7    .rsrc   ascii   _ky[aS
7244 0x000614ce 0x00463ace 6   7    .rsrc   ascii   5,h[^F
7245 0x000614de 0x00463ade 10  11   .rsrc   ascii   dovmNZTvpd
7246 0x000614ee 0x00463aee 7   8    .rsrc   ascii   ?0gvgg\v
7247 0x000614fe 0x00463afe 10  11   .rsrc   ascii   ab&cA7#z(E
7248 0x00061525 0x00463b25 6   8    .rsrc   utf8    \LJЈf5 blocks=Basic Latin,Cyrillic
7249 0x0006152d 0x00463b2d 15  17   .rsrc   utf8    u8UԅfJk]zD|hP9Q blocks=Basic Latin,Cyrillic Supplement
7250 0x00061548 0x00463b48 23  24   .rsrc   ascii   $oN^fKHpzgh\@o}`X zuEu_
7251 0x00061568 0x00463b68 15  16   .rsrc   ascii   |PY\CDLuDf\t`7pk
7252 0x0006157c 0x00463b7c 6   7    .rsrc   ascii   ]gi{7p
7253 0x00061583 0x00463b83 4   5    .rsrc   ascii   zD4K
7254 0x00061597 0x00463b97 7   8    .rsrc   ascii   x]z&jim
7255 0x000615b7 0x00463bb7 9   10   .rsrc   ascii   zdWe^"0kh
7256 0x000615c2 0x00463bc2 7   8    .rsrc   ascii   p0sa|Hc
7257 0x000615ca 0x00463bca 6   7    .rsrc   ascii   P8WzE1
7258 0x000615d1 0x00463bd1 15  16   .rsrc   ascii   tZ,j`\H]w(Npc>e
7259 0x000615e1 0x00463be1 4   5    .rsrc   ascii   afEh
7260 0x000615ea 0x00463bea 11  12   .rsrc   ascii   gGmc>bEZ(HS
7261 0x000615fa 0x00463bfa 6   7    .rsrc   ascii   uM\emyW
7262 0x00061621 0x00463c21 4   5    .rsrc   ascii   ukv#
7263 0x0006162e 0x00463c2e 6   7    .rsrc   ascii   @D\naFw
7264 0x0006163f 0x00463c3f 10  11   .rsrc   ascii   w|gl\oQ_g\b
7265 0x0006164c 0x00463c4c 7   8    .rsrc   ascii   dyAY9G_
7266 0x00061654 0x00463c54 7   8    .rsrc   ascii   jh]l^N+
7267 0x00061660 0x00463c60 7   8    .rsrc   ascii   yMnlJ7p
7268 0x00061670 0x00463c70 10  11   .rsrc   ascii   zmNWKm@odh
7269 0x00061693 0x00463c93 7   9    .rsrc   utf8    _>dݷGu# blocks=Basic Latin,Arabic Supplement
7270 0x000616af 0x00463caf 4   5    .rsrc   ascii   f(s\t
7271 0x000616c5 0x00463cc5 7   8    .rsrc   ascii   x?RWj(S
7272 0x000616ce 0x00463cce 10  11   .rsrc   ascii   YmFd(zW]Xi
7273 0x000616d9 0x00463cd9 16  17   .rsrc   ascii   `X,n\im#geCsjZif
7274 0x000616ea 0x00463cea 7   8    .rsrc   ascii   <7J`Ehm
7275 0x000616f2 0x00463cf2 6   7    .rsrc   ascii   NbUfD8
7276 0x00061715 0x00463d15 7   8    .rsrc   ascii   tw6\bg(Y
7277 0x00061744 0x00463d44 7   8    .rsrc   ascii   VSxeobb
7278 0x00061754 0x00463d54 10  11   .rsrc   ascii   l,{z$9jWu 
7279 0x0006175f 0x00463d5f 4   5    .rsrc   ascii   tcvy
7280 0x00061764 0x00463d64 14  15   .rsrc   ascii   <DP]GNLWPHvud 
7281 0x00061774 0x00463d74 11  12   .rsrc   ascii   CS\tlEPOW(U#
7282 0x0006178f 0x00463d8f 4   5    .rsrc   ascii   ^>9\a
7283 0x0006179b 0x00463d9b 7   8    .rsrc   ascii   wc,\t_yW
7284 0x000617c6 0x00463dc6 10  11   .rsrc   ascii   b5e_6mf|P 
7285 0x000617d2 0x00463dd2 7   8    .rsrc   ascii   joxc<Ko
7286 0x000617da 0x00463dda 18  19   .rsrc   ascii   wOl}k6~d=1&bKqOU(,
7287 0x000617ed 0x00463ded 8   9    .rsrc   ascii   gC0gWYhb
7288 0x000617f9 0x00463df9 12  13   .rsrc   ascii   bztvXZF.wide
7289 0x00061833 0x00463e33 6   8    .rsrc   utf8    duDբPz blocks=Basic Latin,Armenian
7290 0x0006183b 0x00463e3b 14  16   .rsrc   utf8    pNaҡVzfb{4csf  blocks=Basic Latin,Cyrillic
7291 0x0006184f 0x00463e4f 16  17   .rsrc   ascii   R|agS>fdWe2{ulAm
7292 0x00061860 0x00463e60 15  16   .rsrc   ascii   |bfvBqc\cm+enuf
7293 0x00061874 0x00463e74 11  12   .rsrc   ascii   (v|V$ z~F,r
7294 0x0006188b 0x00463e8b 4   5    .rsrc   ascii   olab
7295 0x00061893 0x00463e93 15  16   .rsrc   ascii   bFXYXJg\v~(A\b{gm
7296 0x000618c1 0x00463ec1 4   5    .rsrc   ascii   ^Wjz
7297 0x000618d5 0x00463ed5 7   8    .rsrc   ascii   |@ opn4
7298 0x000618dd 0x00463edd 8   9    .rsrc   ascii   xGZA}pyV
7299 0x000618ea 0x00463eea 6   7    .rsrc   ascii   `rdd[V
7300 0x000618f1 0x00463ef1 12  13   .rsrc   ascii   o[V\a{On~zJin
7301 0x00061902 0x00463f02 6   7    .rsrc   ascii   ;Zh}cB
7302 0x00061954 0x00463f54 6   7    .rsrc   ascii   ggcS_f
7303 0x00061968 0x00463f68 7   8    .rsrc   ascii   aqV|onQ
7304 0x00061973 0x00463f73 4   5    .rsrc   ascii   {Unn
7305 0x00061978 0x00463f78 11  12   .rsrc   ascii   y5GtdmUoCFr
7306 0x0006199c 0x00463f9c 7   8    .rsrc   ascii   Z6\rx[Z\t
7307 0x000619ad 0x00463fad 7   8    .rsrc   ascii   z?9\aq7 
7308 0x000619d1 0x00463fd1 7   8    .rsrc   ascii   z6D~Mg0
7309 0x000619de 0x00463fde 7   8    .rsrc   ascii   AqnYBC`
7310 0x000619ea 0x00463fea 19  20   .rsrc   ascii   yBsv:7jmj,~tlLtb`GO
7311 0x00061a02 0x00464002 6   7    .rsrc   ascii   xYoc:r
7312 0x00061a11 0x00464011 11  12   .rsrc   ascii   LEL#`_aEYOR
7313 0x00061a28 0x00464028 10  12   .rsrc   utf8    0f&oFU#WJU
7314 0x00061a43 0x00464043 6   8    .rsrc   utf8    R9ZŀxV blocks=Basic Latin,Latin Extended-A
7315 0x00061a54 0x00464054 6   7    .rsrc   ascii   {ohzel
7316 0x00061a5b 0x0046405b 11  12   .rsrc   ascii   LwvrzUBST(V
7317 0x00061a6c 0x0046406c 23  24   .rsrc   ascii   (MYU\hM|x7}yJ1v\Z5ao(6d
7318 0x00061a84 0x00464084 6   7    .rsrc   ascii   "nTU`E
7319 0x00061a8b 0x0046408b 4   5    .rsrc   ascii   t\T`
7320 0x00061a94 0x00464094 7   8    .rsrc   ascii   KL&]N4I
7321 0x00061a9c 0x0046409c 6   7    .rsrc   ascii   { \rV?m
7322 0x00061ab9 0x004640b9 6   8    .rsrc   utf8    Oc0݅no blocks=Basic Latin,Syriac
7323 0x00061ad9 0x004640d9 7   8    .rsrc   ascii   Z^Hd](J
7324 0x00061af2 0x004640f2 15  16   .rsrc   ascii   VrvTuIbYpLGa:JY
7325 0x00061b02 0x00464102 10  11   .rsrc   ascii   (LkVDSil74
7326 0x00061b16 0x00464116 6   7    .rsrc   ascii   a \aY|.
7327 0x00061b4c 0x0046414c 6   7    .rsrc   ascii   z j~_m
7328 0x00061b53 0x00464153 4   5    .rsrc   ascii   }FgW
7329 0x00061b5c 0x0046415c 11  12   .rsrc   ascii   fud|LE@Y_eu
7330 0x00061b6b 0x0046416b 8   9    .rsrc   ascii   `>4){vTR
7331 0x00061b78 0x00464178 11  12   .rsrc   ascii   K7LMYeV|gsy
7332 0x00061b84 0x00464184 7   8    .rsrc   ascii   9Gku92C
7333 0x00061b97 0x00464197 5   6    .rsrc   ascii   ~8i_T
7334 0x00061b9e 0x0046419e 6   7    .rsrc   ascii   \ ak"J
7335 0x00061baa 0x004641aa 6   7    .rsrc   ascii   \XE|Eb
7336 0x00061bc1 0x004641c1 6   8    .rsrc   utf8    QjMҀK, blocks=Basic Latin,Cyrillic
7337 0x00061bc9 0x004641c9 8   9    .rsrc   ascii   S0v\aT72y
7338 0x00061bd2 0x004641d2 6   7    .rsrc   ascii   k6nu(J
7339 0x00061bdd 0x004641dd 4   5    .rsrc   ascii   ~`p7
7340 0x00061bed 0x004641ed 4   5    .rsrc   ascii   Z|pd
7341 0x00061bf8 0x004641f8 5   6    .rsrc   ascii   Ojklr
7342 0x00061bfe 0x004641fe 7   8    .rsrc   ascii   vDKu/E}
7343 0x00061c06 0x00464206 10  11   .rsrc   ascii   (tmUET\aygE
7344 0x00061c1c 0x0046421c 7   8    .rsrc   ascii   :D%^;QW
7345 0x00061c33 0x00464233 7   8    .rsrc   ascii   \Zv&|DK
7346 0x00061c57 0x00464257 4   5    .rsrc   ascii   ujMQ
7347 0x00061c67 0x00464267 15  16   .rsrc   ascii   W$CiMwai]aOo[Y 
7348 0x00061c7c 0x0046427c 11  12   .rsrc   ascii   8u}mluKZ54V
7349 0x00061c8b 0x0046428b 4   5    .rsrc   ascii   Z]Pa
7350 0x00061c98 0x00464298 4   5    .rsrc   ascii   \aW;P
7351 0x00061cb1 0x004642b1 4   5    .rsrc   ascii   Q|R\n
7352 0x00061cb9 0x004642b9 11  12   .rsrc   ascii   s]q\bXnw#m{d
7353 0x00061cd5 0x004642d5 4   5    .rsrc   ascii   ~ud`
7354 0x00061cda 0x004642da 6   7    .rsrc   ascii   L pwj.
7355 0x00061ce1 0x004642e1 11  12   .rsrc   ascii   f:gWicyu\0H
7356 0x00061ced 0x004642ed 8   9    .rsrc   ascii   ^cPDwN2{
7357 0x00061cf6 0x004642f6 11  12   .rsrc   ascii   A [\|lm~pAQ
7358 0x00061d02 0x00464302 15  16   .rsrc   ascii   >R#e97_hcSv`0xr
7359 0x00061d15 0x00464315 13  14   .rsrc   ascii   G.WLn$K:AgvAy
7360 0x00061d2f 0x0046432f 11  12   .rsrc   ascii   ~Y.A|<N\rOum
7361 0x00061d5c 0x0046435c 10  11   .rsrc   ascii   iQ_y@8b|PI
7362 0x00061d67 0x00464367 7   8    .rsrc   ascii   ^y4ye_6
7363 0x00061d6f 0x0046436f 16  17   .rsrc   ascii   Y|.bRECcJbJ^xNDe
7364 0x00061d84 0x00464384 12  13   .rsrc   ascii   cLKxj6MIcFKP
7365 0x00061d9e 0x0046439e 6   7    .rsrc   ascii   nh$h6 
7366 0x00061dbd 0x004643bd 7   8    .rsrc   ascii   pN4'Ryo
7367 0x00061ddd 0x004643dd 4   5    .rsrc   ascii   pP4_
7368 0x00061dee 0x004643ee 7   8    .rsrc   ascii   kd{VC4~
7369 0x00061df6 0x004643f6 6   7    .rsrc   ascii   ]Lfd;9
7370 0x00061dfd 0x004643fd 4   5    .rsrc   ascii   qpUo
7371 0x00061e06 0x00464406 7   8    .rsrc   ascii   {Y`^Yr[
7372 0x00061e0f 0x0046440f 7   8    .rsrc   ascii   w"uH]ah
7373 0x00061e20 0x00464420 10  11   .rsrc   ascii   |bWkadgmJT
7374 0x00061e33 0x00464433 4   5    .rsrc   ascii   KN3>
7375 0x00061e3b 0x0046443b 4   5    .rsrc   ascii   v{L!
7376 0x00061e53 0x00464453 6   8    .rsrc   utf8    UCdǍ\2 blocks=Basic Latin,Latin Extended-B
7377 0x00061e5f 0x0046445f 4   5    .rsrc   ascii   VcKn
7378 0x00061e70 0x00464470 10  11   .rsrc   ascii   OQWQ^xci@r
7379 0x00061e7b 0x0046447b 7   8    .rsrc   ascii   HDaPOVd
7380 0x00061e8c 0x0046448c 5   6    .rsrc   ascii   {x" F
7381 0x00061e92 0x00464492 10  11   .rsrc   ascii   fosgOsS^v6
7382 0x00061eaa 0x004644aa 6   7    .rsrc   ascii   "eWtVa
7383 0x00061eb1 0x004644b1 7   8    .rsrc   ascii   iIn\nWvC
7384 0x00061ec5 0x004644c5 7   8    .rsrc   ascii   v`O"{YO
7385 0x00061ed9 0x004644d9 7   8    .rsrc   ascii   }BdW}]K
7386 0x00061ef1 0x004644f1 11  12   .rsrc   ascii   K9Orv$B~H7O
7387 0x00061efe 0x004644fe 9   10   .rsrc   ascii   IN[UfXMP=
7388 0x00061f09 0x00464509 6   7    .rsrc   ascii   2dv<Jb
7389 0x00061f1b 0x0046451b 7   8    .rsrc   ascii   y?,dK=3
7390 0x00061f23 0x00464523 4   5    .rsrc   ascii   yvpS
7391 0x00061f28 0x00464528 10  11   .rsrc   ascii   Vf\fRXbNm`A
7392 0x00061f33 0x00464533 15  16   .rsrc   ascii   pED\tPvpFf:,%[U 
7393 0x00061f5b 0x0046455b 12  13   .rsrc   ascii   T(Tkq92g^Xgx
7394 0x00061f6b 0x0046456b 12  13   .rsrc   ascii   [lZW\zTnVvj_
7395 0x00061f7c 0x0046457c 6   7    .rsrc   ascii   |hYYFD
7396 0x00061f86 0x00464586 6   7    .rsrc   ascii   f hQ5o
7397 0x00061f92 0x00464592 11  12   .rsrc   ascii   ? FZNdSXVGJ
7398 0x00061fa2 0x004645a2 10  11   .rsrc   ascii   E5oj6XQp`n
7399 0x00061fad 0x004645ad 7   8    .rsrc   ascii   c;eGug1
7400 0x00061fb9 0x004645b9 7   8    .rsrc   ascii   w5.\rtzV
7401 0x00061fc5 0x004645c5 6   8    .rsrc   utf8    n(xޥnP blocks=Basic Latin,Thaana
7402 0x00061fe5 0x004645e5 6   7    .rsrc   ascii   KEYmiP
7403 0x00062004 0x00464604 7   8    .rsrc   ascii   FyXKzvt
7404 0x0006200c 0x0046460c 6   7    .rsrc   ascii   :,JWo,
7405 0x00062017 0x00464617 11  12   .rsrc   ascii   VLHkkGZ^Vpk
7406 0x0006202b 0x0046462b 7   8    .rsrc   ascii   O$Z!oY6
7407 0x00062038 0x00464638 6   7    .rsrc   ascii   w2IK/P
7408 0x00062067 0x00464667 8   9    .rsrc   ascii   RJP}iexj
7409 0x00062070 0x00464670 6   7    .rsrc   ascii   DrWPjt
7410 0x00062078 0x00464678 6   7    .rsrc   ascii   wmlS<5
7411 0x00062086 0x00464686 7   8    .rsrc   ascii   E4b~?F*
7412 0x00062091 0x00464691 4   5    .rsrc   ascii   dpV\b
7413 0x00062096 0x00464696 7   8    .rsrc   ascii   UnEQ6v\t
7414 0x000620ad 0x004646ad 7   8    .rsrc   ascii   I_zWh:X
7415 0x000620b6 0x004646b6 10  11   .rsrc   ascii   _oBueLQ~kZ
7416 0x000620c2 0x004646c2 6   7    .rsrc   ascii   (k)vxy
7417 0x000620ce 0x004646ce 5   7    .rsrc   utf8    _Jҝak blocks=Basic Latin,Cyrillic
7418 0x000620e9 0x004646e9 4   5    .rsrc   ascii   K`Zm
7419 0x000620ee 0x004646ee 6   7    .rsrc   ascii   xWWO58
7420 0x000620f5 0x004646f5 6   7    .rsrc   ascii   v?zO^k
7421 0x00062108 0x00464708 11  12   .rsrc   ascii   jPT}l7vlUaI
7422 0x00062118 0x00464718 26  27   .rsrc   ascii   lr}pzEG]Wa^ONIe]k5-x7S$do6
7423 0x00062163 0x00464763 4   5    .rsrc   ascii   aW W
7424 0x00062168 0x00464768 7   8    .rsrc   ascii   cGs}[vr
7425 0x00062181 0x00464781 12  13   .rsrc   ascii   `^bW~04zlBEu
7426 0x0006218e 0x0046478e 26  27   .rsrc   ascii   /L]FG4cSUA|jOrVs<vqI`n`gcA
7427 0x000621b1 0x004647b1 4   5    .rsrc   ascii   \wjW
7428 0x000621bd 0x004647bd 8   9    .rsrc   ascii   HLg\f^wQA
7429 0x000621ce 0x004647ce 6   7    .rsrc   ascii   >E\v]F3
7430 0x000621dd 0x004647dd 10  13   .rsrc   utf8    lWiɝa,ނ(se blocks=Basic Latin,IPA Extensions,Thaana
7431 0x00062203 0x00464803 8   9    .rsrc   ascii   k>X^oiE\
7432 0x0006220c 0x0046480c 18  19   .rsrc   ascii   BA`E6KdKdP\tgPHtQxL
