Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
368  0x00004e13 0x00016c13 4   5    .data   ascii   |\b/D
369  0x00004e1d 0x00016c1d 5   6    .data   ascii    i\nc 
370  0x00004e54 0x00016c54 4   5    .data   ascii   oD\fg
371  0x00004e6d 0x00016c6d 4   6    .data   utf8    ѝ|}@ blocks=Cyrillic,Basic Latin
372  0x00004e74 0x00016c74 5   6    .data   ascii   yU|?I
373  0x00004e7c 0x00016c7c 4   5    .data   ascii   \f&.\r
374  0x00004eee 0x00016cee 4   6    .data   utf8    |:+۵ blocks=Basic Latin,Arabic
375  0x00004ef9 0x00016cf9 4   5    .data   ascii   \fyA\t
376  0x00004fb7 0x00016db7 4   5    .data   ascii   &\Od
377  0x00004fc5 0x00016dc5 4   5    .data   ascii   sGe,
378  0x00004fcb 0x00016dcb 7   9    .data   utf8    x\'ݸj^} blocks=Basic Latin,Arabic Supplement
379  0x00005004 0x00016e04 5   7    .data   utf8    D(ˊM& blocks=Basic Latin,Spacing Modifier Letters
380  0x00005022 0x00016e22 4   5    .data   ascii   :&D'
381  0x00005031 0x00016e31 5   6    .data   ascii   ,[hjv
382  0x0000505f 0x00016e5f 4   5    .data   ascii   \t\e@f
383  0x00005087 0x00016e87 8   12   .data   utf8    USڹݓ<Я)w blocks=Basic Latin,Arabic,Arabic Supplement,Cyrillic
384  0x00005093 0x00016e93 5   7    .data   utf8    O%,Ë! blocks=Basic Latin,Latin-1 Supplement
385  0x0000509e 0x00016e9e 5   6    .data   ascii   R!L<J
386  0x000050f7 0x00016ef7 5   8    .data   utf8    g7EᎻ\b blocks=Basic Latin,Cherokee
387  0x00005125 0x00016f25 4   5    .data   ascii   d!<D
388  0x0000512a 0x00016f2a 4   5    .data   ascii   qi}\a
389  0x00005159 0x00016f59 4   5    .data   ascii   S#J\v
390  0x00005176 0x00016f76 4   5    .data   ascii   \a)\aR
391  0x0000517e 0x00016f7e 4   5    .data   ascii   1WW(
392  0x000051a0 0x00016fa0 5   6    .data   ascii   rBvpg
393  0x000051a6 0x00016fa6 5   7    .data   utf8    ו{i?k blocks=Hebrew,Basic Latin
394  0x000051e9 0x00016fe9 5   6    .data   ascii   w#?L\a
395  0x000051fd 0x00016ffd 4   5    .data   ascii   p\M=
396  0x00005202 0x00017002 5   6    .data   ascii   )f5qa
397  0x00005239 0x00017039 6   7    .data   ascii   Q'4XQ>
398  0x00005266 0x00017066 7   8    .data   ascii   qK6'9nM
399  0x000052a8 0x000170a8 4   5    .data   ascii   A&\bJ
400  0x000052b0 0x000170b0 4   5    .data   ascii   =l -
401  0x000052c0 0x000170c0 5   6    .data   ascii   m\e*Bu
402  0x0000532c 0x0001712c 6   8    .data   utf8    ֫JB~DY blocks=Hebrew,Basic Latin
403  0x0000536e 0x0001716e 4   5    .data   ascii   Pd\bS
404  0x0000538c 0x0001718c 4   5    .data   ascii   @LuC
405  0x000053bc 0x000171bc 4   5    .data   ascii   \tO^e
406  0x000053f6 0x000171f6 4   5    .data   ascii   Ez"\r
407  0x00005470 0x00017270 7   8    .data   ascii   1kyk6M>
408  0x000054bd 0x000172bd 4   5    .data   ascii   v/g@
409  0x00005533 0x00017333 6   7    .data   ascii   SZ7\rfs
410  0x0000555b 0x0001735b 5   6    .data   ascii   P)UZc
411  0x00005571 0x00017371 5   6    .data   ascii   aV)"7
412  0x000055a7 0x000173a7 5   8    .data   utf8    ܣRзwM blocks=Syriac,Basic Latin,Cyrillic
413  0x000055f9 0x000173f9 4   5    .data   ascii   >\nYu
414  0x000055fe 0x000173fe 5   7    .data   utf8    pzqu|
415  0x00005608 0x00017408 4   6    .data   utf8    KѾh) blocks=Basic Latin,Cyrillic
416  0x00005643 0x00017443 4   5    .data   ascii   MWDd
417  0x00005689 0x00017489 4   5    .data   ascii   ,."7
418  0x000056a7 0x000174a7 4   5    .data   ascii   vO+F
419  0x000056f4 0x000174f4 6   7    .data   ascii   esqo|9
420  0x0000570a 0x0001750a 4   7    .data   utf8    篈<~{ blocks=CJK Unified Ideographs,Basic Latin
421  0x00005717 0x00017517 4   5    .data   ascii   \b\b'N
422  0x0000571f 0x0001751f 5   6    .data   ascii   8U;pQ
423  0x0000572c 0x0001752c 4   5    .data   ascii   y2Q_
424  0x00005755 0x00017555 4   5    .data   ascii   FSi7
425  0x00005772 0x00017572 5   6    .data   ascii   Z`V\b,
426  0x000057db 0x000175db 4   6    .data   utf8    .D֦J blocks=Basic Latin,Hebrew
427  0x000057f5 0x000175f5 5   6    .data   ascii   lg-W*
428  0x0000582a 0x0001762a 5   6    .data   ascii   hK2Vf
429  0x00005853 0x00017653 4   6    .data   utf8    \2D̼ blocks=Basic Latin,Combining Diacritical Marks
430  0x00005904 0x00017704 4   5    .data   ascii   )tCd
431  0x00005942 0x00017742 7   8    .data   ascii   Fh+\a4./
432  0x0000596e 0x0001776e 8   9    .data   ascii   !st%JC4u
433  0x0000597c 0x0001777c 5   6    .data   ascii   }%Fs\
434  0x00005985 0x00017785 4   5    .data   ascii   {iwB
435  0x0000598b 0x0001778b 5   6    .data   ascii   xID\nk
436  0x000059a6 0x000177a6 4   5    .data   ascii   zpBt
437  0x00005a2c 0x0001782c 4   6    .data   utf8    ,Ğ0< blocks=Basic Latin,Latin Extended-A
438  0x00005aad 0x000178ad 5   7    .data   utf8    yPuڨm blocks=Basic Latin,Arabic
439  0x00005b37 0x00017937 6   8    .data   utf8    =C\fÍ"+ blocks=Basic Latin,Latin-1 Supplement
440  0x00005b93 0x00017993 4   5    .data   ascii   {9Al
441  0x00005bec 0x000179ec 4   5    .data   ascii   $t. 
442  0x00005bfe 0x000179fe 4   5    .data   ascii   \a09V
443  0x00005c16 0x00017a16 9   10   .data   ascii   `^JsS0bZx
444  0x00005c22 0x00017a22 4   5    .data   ascii   ^#\tT
445  0x00005c2f 0x00017a2f 4   6    .data   utf8    oMȔ\t blocks=Basic Latin,Latin Extended-B
446  0x00005c37 0x00017a37 6   7    .data   ascii   ~&4}+v
447  0x00005c42 0x00017a42 5   6    .data   ascii   E=C"d
448  0x00005c9b 0x00017a9b 6   10   .data   utf8    S^ /9𣛫 blocks=Basic Latin,CJK Unified Ideographs Extension B
449  0x00005ca5 0x00017aa5 5   6    .data   ascii   f.yqz
450  0x00005ce8 0x00017ae8 5   7    .data   utf8    Xh@Ӌt blocks=Basic Latin,Cyrillic
451  0x00005d1c 0x00017b1c 4   6    .data   utf8    ˹2gw blocks=Spacing Modifier Letters,Basic Latin
452  0x00005d6f 0x00017b6f 5   7    .data   utf8    ibo`כ blocks=Basic Latin,Hebrew
453  0x00005d81 0x00017b81 5   9    .data   utf8    ˦M+탃& blocks=Spacing Modifier Letters,Basic Latin,Hangul Syllables
454  0x00005d91 0x00017b91 6   7    .data   ascii   j\a1HfP
455  0x00005e11 0x00017c11 4   5    .data   ascii   {GNw
456  0x00005e3c 0x00017c3c 5   7    .data   utf8    2ױt*( blocks=Basic Latin,Hebrew
457  0x00005e59 0x00017c59 4   5    .data   ascii   JPic
458  0x00005e5e 0x00017c5e 5   7    .data   utf8    cBcm΅ blocks=Basic Latin,Greek and Coptic
459  0x00005e96 0x00017c96 4   7    .data   utf8    8l崈p blocks=Basic Latin,CJK Unified Ideographs
460  0x00005ec3 0x00017cc3 7   9    .data   utf8    G0?ԗR\b9 blocks=Basic Latin,Cyrillic Supplement
461  0x00005ed9 0x00017cd9 5   6    .data   ascii   O'=6\r
462  0x00005eea 0x00017cea 4   6    .data   utf8    ާb`? blocks=Thaana,Basic Latin
463  0x00005f38 0x00017d38 4   5    .data   ascii   H3N*
464  0x00005f3e 0x00017d3e 4   5    .data   ascii   g^T#
465  0x00005f4d 0x00017d4d 4   5    .data   ascii   eOb3
466  0x00005f6b 0x00017d6b 4   5    .data   ascii   VDIE
467  0x00005f74 0x00017d74 6   7    .data   ascii   }lfJrW
468  0x00005fab 0x00017dab 4   5    .data   ascii   t+b7
469  0x00005fe2 0x00017de2 5   6    .data   ascii   {TGHA
470  0x0000601b 0x00017e1b 5   7    .data   utf8    #wǾ<, blocks=Basic Latin,Latin Extended-B
471  0x00006031 0x00017e31 4   5    .data   ascii   \b9[.
472  0x0000603b 0x00017e3b 4   5    .data   ascii   K>1\r
473  0x000060a6 0x00017ea6 5   6    .data   ascii   _GZ~f
474  0x000060be 0x00017ebe 4   5    .data   ascii   gPA5
475  0x0000618b 0x00017f8b 4   5    .data   ascii   *hN5
476  0x000061a9 0x00017fa9 4   5    .data   ascii   P\nQ9
477  0x000061ba 0x00017fba 6   7    .data   ascii   Si#-:)
478  0x00006214 0x00018014 4   5    .data   ascii   \nY/}
479  0x0000623c 0x0001803c 4   5    .data   ascii   Wv!c
480  0x00006263 0x00018063 4   5    .data   ascii   >+\fk
481  0x00006293 0x00018093 4   5    .data   ascii   \a\~9
482  0x000062b0 0x000180b0 5   6    .data   ascii   \f\e#9~
483  0x000062da 0x000180da 5   7    .data   utf8    Cřc92 blocks=Basic Latin,Latin Extended-A
484  0x0000630e 0x0001810e 4   5    .data   ascii   #4^2
485  0x00006345 0x00018145 4   5    .data   ascii   7:s&
486  0x00006375 0x00018175 5   6    .data   ascii   M)Q4b
487  0x000063be 0x000181be 5   7    .data   utf8    \aj۰\8 blocks=Basic Latin,Arabic
488  0x00006420 0x00018220 4   5    .data   ascii   y_bT
489  0x00006447 0x00018247 5   7    .data   utf8    |YԂj# blocks=Basic Latin,Cyrillic Supplement
490  0x0000645e 0x0001825e 4   5    .data   ascii   ZD9h
491  0x000064ce 0x000182ce 4   5    .data   ascii   q TN
492  0x0000651a 0x0001831a 4   5    .data   ascii   ^dNb
493  0x0000657b 0x0001837b 4   5    .data   ascii   ~sso
494  0x00006581 0x00018381 4   5    .data   ascii   k\r9q
495  0x000065a3 0x000183a3 4   5    .data   ascii   E<%o
496  0x000065d0 0x000183d0 6   9    .data   utf8    ['jCɜĕ blocks=Basic Latin,IPA Extensions,Latin Extended-A
497  0x000065d9 0x000183d9 5   7    .data   utf8    OAͲaH blocks=Basic Latin,Greek and Coptic
498  0x0000660b 0x0001840b 4   7    .data   utf8    4ѽ٘s blocks=Basic Latin,Cyrillic,Arabic
499  0x00006625 0x00018425 4   5    .data   ascii   zufg
500  0x00006655 0x00018455 4   5    .data   ascii   \a;(>
501  0x00006677 0x00018477 4   5    .data   ascii   \e7\e\n
502  0x0000668f 0x0001848f 5   9    .data   utf8    .Tݳh⽰ blocks=Basic Latin,Arabic Supplement,Kangxi Radicals
503  0x00006698 0x00018498 4   6    .data   utf8    ,۱u+ blocks=Basic Latin,Arabic
504  0x000066c1 0x000184c1 6   7    .data   ascii   \a"ce\r^
505  0x000066e2 0x000184e2 6   7    .data   ascii   Tj,\fMx
506  0x000066ff 0x000184ff 5   6    .data   ascii   ;( L#
507  0x00006708 0x00018508 4   6    .data   utf8    C|*Ң blocks=Basic Latin,Cyrillic
508  0x0000672f 0x0001852f 10  13   .data   utf8    C2\ve螕J8ku# blocks=Basic Latin,CJK Unified Ideographs
509  0x000067cc 0x000185cc 4   5    .data   ascii   "nAJ
510  0x000067d2 0x000185d2 4   5    .data   ascii   v\f ^
511  0x00006883 0x00018683 4   5    .data   ascii   (9W@
512  0x000068d1 0x000186d1 4   6    .data   utf8    ˽1J6 blocks=Spacing Modifier Letters,Basic Latin
513  0x00006960 0x00018760 10  11   .data   ascii   +$5R\ei6v8p
514  0x00006996 0x00018796 4   5    .data   ascii   }:!G
515  0x0000699d 0x0001879d 4   5    .data   ascii   +\nCt
516  0x000069ca 0x000187ca 4   5    .data   ascii   d\e_'
517  0x000069d9 0x000187d9 5   6    .data   ascii   8\b:v#
518  0x00006a68 0x00018868 4   5    .data   ascii   <iEh
519  0x00006ab3 0x000188b3 4   5    .data   ascii   T#q/
520  0x00006b07 0x00018907 7   9    .data   utf8    ~o;d( ܝ blocks=Basic Latin,Syriac
521  0x00006b13 0x00018913 5   7    .data   utf8    n@!ڪ6 blocks=Basic Latin,Arabic
522  0x00006b20 0x00018920 4   8    .data   utf8    #BM4
523  0x00006b2b 0x0001892b 5   6    .data   ascii   8%=+_
524  0x00006b51 0x00018951 6   7    .data   ascii   TrQWn!
525  0x00006bb2 0x000189b2 4   5    .data   ascii   0K?P
526  0x00006bbb 0x000189bb 4   5    .data   ascii   \v}MQ
527  0x00006bd1 0x000189d1 4   5    .data   ascii   #4YT
528  0x00006c4b 0x00018a4b 4   5    .data   ascii   dJ&J
529  0x00006cbf 0x00018abf 7   9    .data   utf8    ɹpA\fAM2 blocks=IPA Extensions,Basic Latin
530  0x00006d02 0x00018b02 4   5    .data   ascii   )OLV
531  0x00006d24 0x00018b24 5   6    .data   ascii   ]R?9T
532  0x00006d30 0x00018b30 5   6    .data   ascii   vi\a]_
533  0x00006d47 0x00018b47 4   6    .data   utf8    ,ƉOW blocks=Basic Latin,Latin Extended-B
534  0x00006d4e 0x00018b4e 5   7    .data   utf8    2LkͭV blocks=Basic Latin,Combining Diacritical Marks
535  0x00006d55 0x00018b55 5   6    .data   ascii   @`q\vR
536  0x00006d66 0x00018b66 5   6    .data   ascii   \ecBp5
537  0x00006dcc 0x00018bcc 4   6    .data   utf8    mGL4
538  0x00006ddf 0x00018bdf 5   6    .data   ascii    zKP@
539  0x00006e1f 0x00018c1f 6   8    .data   utf8    WMy2|՝ blocks=Basic Latin,Armenian
540  0x00006ea7 0x00018ca7 5   6    .data   ascii   )HEyC
541  0x00006eb1 0x00018cb1 4   6    .data   utf8    \fKۄ\a blocks=Basic Latin,Arabic
542  0x00006f05 0x00018d05 5   6    .data   ascii   \\\v$#
543  0x00006f75 0x00018d75 5   6    .data   ascii   7\rJkY
544  0x00006fa3 0x00018da3 4   5    .data   ascii   XY@i
545  0x00006fb4 0x00018db4 4   5    .data   ascii   rmVz
546  0x00006ff9 0x00018df9 4   5    .data   ascii   73@:
547  0x0000704a 0x00018e4a 5   7    .data   utf8    \brhD֠ blocks=Basic Latin,Hebrew
548  0x0000707e 0x00018e7e 6   7    .data   ascii   R^\b{0F
549  0x0000709a 0x00018e9a 9   11   .data   utf8    ĮVJ<6oH=* blocks=Latin Extended-A,Basic Latin
550  0x000070b0 0x00018eb0 4   5    .data   ascii   \j\ap
551  0x000070c4 0x00018ec4 4   6    .data   utf8    oַL> blocks=Basic Latin,Hebrew
552  0x000070cb 0x00018ecb 5   7    .data   utf8    G0{+Ҫ blocks=Basic Latin,Cyrillic
553  0x000070fc 0x00018efc 4   7    .data   utf8    -O@佒 blocks=Basic Latin,CJK Unified Ideographs
554  0x00007150 0x00018f50 4   5    .data   ascii   y$Y5
555  0x0000715a 0x00018f5a 5   6    .data   ascii   ~] j8
556  0x00007169 0x00018f69 4   6    .data   utf8    Մ\bde blocks=Armenian,Basic Latin
557  0x0000717d 0x00018f7d 4   5    .data   ascii   |F^b
558  0x0000718c 0x00018f8c 4   5    .data   ascii   C3iV
559  0x00007197 0x00018f97 5   7    .data   utf8    Ʒ=u=F blocks=Latin Extended-B,Basic Latin
560  0x0000719e 0x00018f9e 6   7    .data   ascii   |p">]o
561  0x000071cf 0x00018fcf 4   6    .data   utf8    3ŌW' blocks=Basic Latin,Latin Extended-A
562  0x000071ee 0x00018fee 4   5    .data   ascii   \""K
563  0x000071f6 0x00018ff6 4   5    .data   ascii    1LV
564  0x0000721f 0x0001901f 4   5    .data   ascii   }>dW
565  0x0000724f 0x0001904f 4   5    .data   ascii   oKQ0
566  0x00007265 0x00019065 5   6    .data   ascii   \e&km[
567  0x0000728a 0x0001908a 5   6    .data   ascii   LZ1vD
568  0x000072a9 0x000190a9 5   6    .data   ascii   aE\e4T
569  0x000072eb 0x000190eb 4   5    .data   ascii   \ar=G
570  0x00007313 0x00019113 4   6    .data   utf8    J»3J blocks=Basic Latin,Latin-1 Supplement
571  0x0000734b 0x0001914b 4   5    .data   ascii   #6]'
572  0x0000738d 0x0001918d 4   5    .data   ascii   /?Pv
573  0x000073a3 0x000191a3 4   5    .data   ascii   p!V]
574  0x000073ae 0x000191ae 4   6    .data   utf8    ak)ʢ blocks=Basic Latin,IPA Extensions
575  0x000073c8 0x000191c8 5   6    .data   ascii   L 6L"
576  0x000073fa 0x000191fa 6   7    .data   ascii   O{|dPl
577  0x00007442 0x00019242 5   6    .data   ascii   tPy\eM
578  0x00007462 0x00019262 4   5    .data   ascii   X,DI
579  0x00007468 0x00019268 5   7    .data   utf8    ӷZ3c` blocks=Cyrillic,Basic Latin
580  0x000074a7 0x000192a7 4   5    .data   ascii   {t/k
581  0x000074ee 0x000192ee 5   8    .data   utf8    \t䎲J4\b blocks=Basic Latin,CJK Unified Ideographs Extension A
582  0x00007517 0x00019317 5   6    .data   ascii   AaX0Z
583  0x00007532 0x00019332 4   7    .data   utf8    _鞠(1 blocks=Basic Latin,CJK Unified Ideographs
584  0x0000755b 0x0001935b 4   6    .data   utf8    ޅJoy blocks=Thaana,Basic Latin
585  0x00007561 0x00019361 6   7    .data   ascii   W`hh\tw
586  0x000075be 0x000193be 4   5    .data   ascii   -\az=
587  0x000075e6 0x000193e6 5   6    .data   ascii   $:o*=
588  0x00007654 0x00019454 5   6    .data   ascii   4Z\e:\a
589  0x000076b4 0x000194b4 4   5    .data   ascii   q"06
590  0x00007716 0x00019516 4   6    .data   utf8    +Jѐh blocks=Basic Latin,Cyrillic
591  0x0000779e 0x0001959e 4   5    .data   ascii   G1QN
592  0x000077b2 0x000195b2 4   5    .data   ascii   #i@$
593  0x000077e4 0x000195e4 5   6    .data   ascii   yV;.}
594  0x00007806 0x00019606 5   8    .data   utf8    /+⦰L6 blocks=Basic Latin,Miscellaneous Mathematical Symbols-B
595  0x0000786a 0x0001966a 5   6    .data   ascii   pgUq@
596  0x0000788d 0x0001968d 4   5    .data   ascii   \ezc;
597  0x000078e0 0x000196e0 4   5    .data   ascii   .hEj
598  0x000078ee 0x000196ee 5   7    .data   utf8    F|p7ǒ blocks=Basic Latin,Latin Extended-B
599  0x00007910 0x00019710 4   5    .data   ascii   4)Z|
600  0x0000795a 0x0001975a 4   5    .data   ascii   Quw\n
601  0x00007966 0x00019766 4   5    .data   ascii   qO"*
602  0x000079fc 0x000197fc 4   5    .data   ascii    px|
603  0x00007a37 0x00019837 6   8    .data   utf8    \bݢ8\a=t blocks=Basic Latin,Arabic Supplement
604  0x00007aad 0x000198ad 4   6    .data   utf8    ܆"-l blocks=Syriac,Basic Latin
605  0x00007af4 0x000198f4 6   7    .data   ascii   ra`3Q<
606  0x00007b98 0x00019998 4   5    .data   ascii   \aS\r>
607  0x00007baa 0x000199aa 4   5    .data   ascii   Iw2!
608  0x00007be2 0x000199e2 5   7    .data   utf8    ^ݚ~*( blocks=Basic Latin,Arabic Supplement
609  0x00007c34 0x00019a34 4   5    .data   ascii   Dn>p
610  0x00007c4e 0x00019a4e 6   7    .data   ascii   TizX58
611  0x00007c78 0x00019a78 4   5    .data   ascii   cZe:
612  0x00007c92 0x00019a92 5   6    .data   ascii   )~&bJ
613  0x00007d19 0x00019b19 4   5    .data   ascii   @*HC
614  0x00007d28 0x00019b28 4   5    .data   ascii   &yg|
615  0x00007d44 0x00019b44 4   5    .data   ascii   "TJg
616  0x00007d61 0x00019b61 5   7    .data   utf8    +\e\vPǛ blocks=Basic Latin,Latin Extended-B
617  0x00007daf 0x00019baf 5   6    .data   ascii   C KN5
618  0x00007dc0 0x00019bc0 4   5    .data   ascii   E}\rk
619  0x00007dc9 0x00019bc9 4   6    .data   utf8    ӓmE\a blocks=Cyrillic,Basic Latin
620  0x00007ddd 0x00019bdd 5   7    .data   utf8    !˹c.; blocks=Basic Latin,Spacing Modifier Letters
621  0x00007de9 0x00019be9 4   5    .data   ascii   lc!8
622  0x00007df3 0x00019bf3 5   6    .data   ascii   lZktA
623  0x00007e30 0x00019c30 4   5    .data   ascii   \n6=s
624  0x00007eac 0x00019cac 4   5    .data   ascii   W?1.
625  0x00007ec2 0x00019cc2 5   6    .data   ascii   MM;k}
626  0x00007f02 0x00019d02 4   7    .data   utf8    2hy blocks=Basic Latin,Private Use Area
627  0x00007f09 0x00019d09 5   6    .data   ascii   -"\ve)
628  0x00007f0f 0x00019d0f 4   6    .data   utf8    l\nǾ blocks=Basic Latin,Latin Extended-B
629  0x00007f29 0x00019d29 4   6    .data   utf8    ë1Mg blocks=Latin-1 Supplement,Basic Latin
630  0x00007f4a 0x00019d4a 6   7    .data   ascii   6P7{Gs
631  0x00007fa6 0x00019da6 4   5    .data   ascii   @f]\v
632  0x00007fc5 0x00019dc5 4   5    .data   ascii   k+4N
633  0x00007fee 0x00019dee 4   5    .data   ascii   l{a\n
634  0x00007ff6 0x00019df6 4   5    .data   ascii   ae.|
635  0x00008014 0x00019e14 4   5    .data   ascii   B~Yv
636  0x000080ae 0x00019eae 4   5    .data   ascii   |%j6
637  0x00008150 0x00019f50 4   5    .data   ascii   R',P
638  0x00008158 0x00019f58 4   7    .data   utf8    s̟Œ& blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-A
639  0x0000815f 0x00019f5f 5   6    .data   ascii   "[dq.
640  0x00008173 0x00019f73 5   7    .data   utf8    UCGʾ] blocks=Basic Latin,Spacing Modifier Letters
641  0x00008188 0x00019f88 4   5    .data   ascii   jxC(
642  0x000081c7 0x00019fc7 4   7    .data   utf8    ꊩ<7~ blocks=Yi Syllables,Basic Latin
643  0x000081d5 0x00019fd5 6   7    .data   ascii   _/e.$D
644  0x00008205 0x0001a005 5   7    .data   utf8    6Ʉiqx blocks=Basic Latin,Latin Extended-B
645  0x00008220 0x0001a020 7   10   .data   utf8    aߚҿ^7:x blocks=Basic Latin,NKo,Cyrillic
646  0x00008238 0x0001a038 4   6    .data   utf8    a&߄9 blocks=Basic Latin,NKo
647  0x0000824f 0x0001a04f 4   6    .data   utf8    ݳ%3^ blocks=Arabic Supplement,Basic Latin
648  0x00008314 0x0001a114 4   5    .data   ascii   vJUI
649  0x0000832b 0x0001a12b 4   5    .data   ascii   z91R
650  0x0000835f 0x0001a15f 4   5    .data   ascii   &J]-
651  0x0000837e 0x0001a17e 4   5    .data   ascii   \DG;
652  0x000083d7 0x0001a1d7 4   6    .data   utf8    ="5£ blocks=Basic Latin,Latin-1 Supplement
653  0x000083f8 0x0001a1f8 5   6    .data   ascii   irj1D
654  0x0000841b 0x0001a21b 6   8    .data   utf8    <=Nф1\r blocks=Basic Latin,Cyrillic
655  0x000084d0 0x0001a2d0 4   6    .data   utf8    1Rfc
656  0x000084e0 0x0001a2e0 4   5    .data   ascii   42F8
657  0x000084ee 0x0001a2ee 5   7    .data   utf8    L{S؋: blocks=Basic Latin,Arabic
658  0x00008553 0x0001a353 7   8    .data   ascii   \esD&zj@
659  0x00008591 0x0001a391 4   5    .data   ascii   aSdP
660  0x00008596 0x0001a396 5   6    .data   ascii   -p~Q\e
661  0x000085cb 0x0001a3cb 4   5    .data   ascii   @<n\r
662  0x00008607 0x0001a407 6   8    .data   utf8    ּo`bOY blocks=Hebrew,Basic Latin
663  0x00008669 0x0001a469 6   7    .data   ascii   <;(D33
664  0x000086a8 0x0001a4a8 6   8    .data   utf8    KɧRk1\f blocks=Basic Latin,IPA Extensions
665  0x000086b7 0x0001a4b7 4   6    .data   utf8    ]Vˍp blocks=Basic Latin,Spacing Modifier Letters
666  0x000086d7 0x0001a4d7 4   5    .data   ascii   AZk6
667  0x000086dc 0x0001a4dc 4   5    .data   ascii   s0Uu
668  0x00008703 0x0001a503 6   7    .data   ascii   (3J@Wz
669  0x0000871e 0x0001a51e 4   5    .data   ascii   EyF\t
670  0x00008778 0x0001a578 4   5    .data   ascii   Vh9c
671  0x00008781 0x0001a581 4   5    .data   ascii   E9\v~
672  0x000087b1 0x0001a5b1 4   5    .data   ascii   V\nVi
673  0x000087ea 0x0001a5ea 4   5    .data   ascii   \ff4T
674  0x0000880a 0x0001a60a 4   5    .data   ascii   :xv>
675  0x000088ad 0x0001a6ad 7   8    .data   ascii   K9|n)^(
676  0x000088c6 0x0001a6c6 4   5    .data   ascii   EdJ(
677  0x000088d8 0x0001a6d8 4   5    .data   ascii   %m*B
678  0x00008916 0x0001a716 4   6    .data   utf8    m1Ԓo blocks=Basic Latin,Cyrillic Supplement
679  0x0000893e 0x0001a73e 8   9    .data   ascii   :&;>$I!}
680  0x00008947 0x0001a747 7   10   .data   utf8    p%Յ\b7#ΰ blocks=Basic Latin,Armenian,Greek and Coptic
