[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2701 0x0002f182 0x00430182 5   6    .rsrc   ascii   wwwww
2702 0x0002f19a 0x0043019a 9   10   .rsrc   ascii   DDDDDDDD\a
2703 0x0002f1a6 0x004301a6 10  11   .rsrc   ascii   DDDDDDDD@}
2704 0x0002f1b2 0x004301b2 10  11   .rsrc   ascii   DDDDDDDDD\r
2705 0x0002f1be 0x004301be 9   10   .rsrc   ascii   DDDDDDDD@
2706 0x0002f1ca 0x004301ca 9   10   .rsrc   ascii   DDDDDDDD\r
2707 0x0002f464 0x00430464 5   6    .rsrc   ascii   wwwww
2708 0x0002fc12 0x00430c12 4   10   .rsrc   utf16le 3ÌfÌ blocks=Basic Latin,Latin-1 Supplement
2709 0x0002fc9a 0x00430c9a 4   10   .rsrc   utf16le 3ÿfÿ blocks=Basic Latin,Latin-1 Supplement
2710 0x00030c31 0x00431c31 46  47   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711 0x00030ca1 0x00431ca1 46  47   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712 0x00030cd1 0x00431cd1 58  59   .rsrc   ascii   &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
2713 0x00030d11 0x00431d11 46  47   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714 0x00030d81 0x00431d81 46  47   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715 0x00030db0 0x00431db0 60  61   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2716 0x00030df1 0x00431df1 107 108  .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2717 0x00030e61 0x00431e61 107 108  .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2718 0x00030ed1 0x00431ed1 107 108  .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2719 0x00030f41 0x00431f41 107 108  .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2720 0x00030fb1 0x00431fb1 107 108  .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2721 0x00031021 0x00432021 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2722 0x00031039 0x00432039 69  70   .rsrc   ascii   *,,,,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2723 0x0003107f 0x0043207f 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
2724 0x00031091 0x00432091 14  15   .rsrc   ascii   ,,,,,,,,,,,,,,
2725 0x000310a1 0x004320a1 6   7    .rsrc   ascii   ))&&&&
2726 0x000310aa 0x004320aa 26  27   .rsrc   ascii   *,,,,,,,,,,,,,,,,,,,,)\r\r\r)
2727 0x000310c5 0x004320c5 17  18   .rsrc   ascii   $$$$$$$$$$$$$$$$$
2728 0x000310d8 0x004320d8 4   5    .rsrc   ascii   \r\r\r\r
2729 0x000310dd 0x004320dd 4   5    .rsrc   ascii   $$$$
2730 0x000310e3 0x004320e3 6   7    .rsrc   ascii   \r\r\r\r\r&
2731 0x000310ef 0x004320ef 13  14   .rsrc   ascii   $\r\r\r\r\r\r\r\r\r\r\r\r
2732 0x00031101 0x00432101 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,\e)
2733 0x0003111a 0x0043211a 25  26   .rsrc   ascii   \e,,,,,,,,,,,,,,,,,,,,)\r\r\r
2734 0x00031134 0x00432134 23  24   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,\v\r\r\r
2735 0x0003114d 0x0043214d 5   6    .rsrc   ascii   ,,,,,
2736 0x00031153 0x00432153 25  26   .rsrc   ascii   \r\r\r\r\r$,,,,,,\n\r\r\r\r\r\r\r\r\r\r\r\r
2737 0x00031171 0x00432171 14  15   .rsrc   ascii   ,,,,,,,,,,,,,,
2738 0x00031187 0x00432187 28  29   .rsrc   ascii   \r\r\r%,,,,,,,,,,,,,,,,,,,,)\r\r\r
2739 0x000311a4 0x004321a4 17  18   .rsrc   ascii   ,,,,,,,,,,,,,,,,,
2740 0x000311c3 0x004321c3 5   6    .rsrc   ascii   \r\r\r\r\r
2741 0x000311c9 0x004321c9 5   6    .rsrc   ascii   ,,,,*
2742 0x000311d0 0x004321d0 12  13   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r
2743 0x000311e1 0x004321e1 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,$
2744 0x000311f3 0x004321f3 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2745 0x000311fb 0x004321fb 24  25   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,)\r\r\r
2746 0x00031214 0x00432214 17  18   .rsrc   ascii   ,,,,,,,,,,,,,,,,,
2747 0x00031234 0x00432234 4   5    .rsrc   ascii   \r\r\r\r
2748 0x00031241 0x00432241 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2749 0x00031251 0x00432251 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2750 0x00031263 0x00432263 32  33   .rsrc   ascii   \r\r\r\r\r\r\r\b,,,,,,,,,,,,,,,,,,,,)\r\r\r
2751 0x00031284 0x00432284 9   10   .rsrc   ascii   ,,,,,,,,,
2752 0x000312a4 0x004322a4 4   5    .rsrc   ascii   \r\r\r\r
2753 0x000312b1 0x004322b1 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2754 0x000312c1 0x004322c1 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,\n
2755 0x000312d3 0x004322d3 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2756 0x000312db 0x004322db 24  25   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,)\r\r\r
2757 0x000312f4 0x004322f4 5   6    .rsrc   ascii   ,,,,,
2758 0x00031314 0x00432314 4   5    .rsrc   ascii   \r\r\r\r
2759 0x00031321 0x00432321 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2760 0x00031331 0x00432331 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2761 0x00031343 0x00432343 32  33   .rsrc   ascii   \r\r\r\r\r\r\r$,,,,,,,,,,,,,,,,,,,,)\r\r\r
2762 0x00031364 0x00432364 6   7    .rsrc   ascii   ,,,,,*
2763 0x00031384 0x00432384 4   5    .rsrc   ascii   \r\r\r\r
2764 0x00031391 0x00432391 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2765 0x000313a1 0x004323a1 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2766 0x000313b4 0x004323b4 6   7    .rsrc   ascii   \r\r\r\r\r\r
2767 0x000313bc 0x004323bc 23  24   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,)\r\r\r
2768 0x000313d4 0x004323d4 6   7    .rsrc   ascii   ,,,,,\e
2769 0x000313ec 0x004323ec 4   5    .rsrc   ascii   \e,,,
2770 0x000313f4 0x004323f4 8   9    .rsrc   ascii   \r\r\r\r\n,,,
2771 0x00031401 0x00432401 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2772 0x00031411 0x00432411 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2773 0x00031424 0x00432424 6   7    .rsrc   ascii   \r\r\r\r\r\r
2774 0x0003142c 0x0043242c 23  24   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,)\r\r\r
2775 0x00031444 0x00432444 7   8    .rsrc   ascii   \f,,,,*\f
2776 0x0003144d 0x0043244d 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
2777 0x0003145c 0x0043245c 4   5    .rsrc   ascii   \e,,,
2778 0x00031464 0x00432464 4   5    .rsrc   ascii   \r\r\r\r
2779 0x00031471 0x00432471 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2780 0x00031481 0x00432481 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2781 0x00031494 0x00432494 6   7    .rsrc   ascii   \r\r\r\r\r\r
2782 0x0003149c 0x0043249c 25  26   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,)\r\r\r\r)
2783 0x000314bd 0x004324bd 14  15   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r
2784 0x000314cc 0x004324cc 4   5    .rsrc   ascii   \e,,,
2785 0x000314d4 0x004324d4 8   9    .rsrc   ascii   \r\r\r\r\b,,,
2786 0x000314e1 0x004324e1 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2787 0x000314f1 0x004324f1 17  18   .rsrc   ascii   ,,,,,,,,,,,,,,,\e$
2788 0x00031504 0x00432504 8   9    .rsrc   ascii   \r\r\r\r\r\r\r\n
2789 0x0003150d 0x0043250d 24  25   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,)\r\r\r\r\r
2790 0x00031526 0x00432526 4   5    .rsrc   ascii   ,,,,
2791 0x0003152b 0x0043252b 16  17   .rsrc   ascii   *\e&\r\r\r\r\r\r\r\r\r\r\r\r\r
2792 0x0003153c 0x0043253c 4   5    .rsrc   ascii   *,,,
2793 0x00031544 0x00432544 8   9    .rsrc   ascii   \r\r\r\r\b,,,
2794 0x00031551 0x00432551 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r
2795 0x00031561 0x00432561 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2796 0x00031574 0x00432574 33  34   .rsrc   ascii   \r\r\r\r\r\r\r$\e,,,,,,,,,,,,,,,,,,)\r\r\r\r\r
2797 0x00031596 0x00432596 5   6    .rsrc   ascii   \f,,,,
2798 0x0003159f 0x0043259f 12  13   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r
2799 0x000315ac 0x004325ac 4   5    .rsrc   ascii   *,,,
2800 0x000315b4 0x004325b4 4   5    .rsrc   ascii   \r\r\r\r
2801 0x000315c6 0x004325c6 6   7    .rsrc   ascii   \r\r\r\r\r\r
2802 0x000315d1 0x004325d1 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,,
2803 0x000315e5 0x004325e5 6   7    .rsrc   ascii   \r\r\r\r\r\r
2804 0x000315ec 0x004325ec 27  28   .rsrc   ascii   \f,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r&
2805 0x00031608 0x00432608 6   7    .rsrc   ascii   ,,,,**
2806 0x0003160f 0x0043260f 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r&
2807 0x00031624 0x00432624 4   5    .rsrc   ascii   \r\r\r\r
2808 0x00031629 0x00432629 5   6    .rsrc   ascii   ,,,,*
2809 0x0003162f 0x0043262f 8   9    .rsrc   ascii   ,,,,,,*\b
2810 0x00031638 0x00432638 4   5    .rsrc   ascii   \r\r\r\r
2811 0x00031641 0x00432641 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,,
2812 0x00031655 0x00432655 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2813 0x0003165d 0x0043265d 26  27   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r
2814 0x00031678 0x00432678 4   5    .rsrc   ascii   ,,,,
2815 0x0003167d 0x0043267d 15  16   .rsrc   ascii   **$\r\r\r\r\r\r\r\r\r\r\r)
2816 0x00031694 0x00432694 4   5    .rsrc   ascii   \r\r\r\r
2817 0x00031699 0x00432699 19  20   .rsrc   ascii   ,,,,,,,,,,,,,,*$\r\r\r
2818 0x000316b1 0x004326b1 17  18   .rsrc   ascii   ,,,,,,,,,,,,,,,,\f
2819 0x000316c5 0x004326c5 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2820 0x000316ce 0x004326ce 25  26   .rsrc   ascii   ,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r
2821 0x000316e8 0x004326e8 8   9    .rsrc   ascii   \e,,,,**\f
2822 0x000316f1 0x004326f1 11  12   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r)
2823 0x00031704 0x00432704 4   5    .rsrc   ascii   \r\r\r\r
2824 0x00031709 0x00432709 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,\e
2825 0x00031721 0x00432721 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,,
2826 0x00031736 0x00432736 6   7    .rsrc   ascii   \r\r\r\r\r\r
2827 0x0003173d 0x0043273d 27  28   .rsrc   ascii   \f,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r
2828 0x00031762 0x00432762 9   10   .rsrc   ascii   \r\r\r\r\r\r\r\r\r
2829 0x0003176c 0x0043276c 4   5    .rsrc   ascii   ,,,,
2830 0x00031774 0x00432774 4   5    .rsrc   ascii   \r\r\r\r
2831 0x00031779 0x00432779 15  16   .rsrc   ascii   ,,,,,,,,,,,,,,,
2832 0x00031791 0x00432791 17  18   .rsrc   ascii   ,,,,,,,,,,,,,,,,,
2833 0x000317a6 0x004327a6 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2834 0x000317ae 0x004327ae 27  28   .rsrc   ascii   ,,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r
2835 0x000317ca 0x004327ca 4   5    .rsrc   ascii   ,,,,
2836 0x000317cf 0x004327cf 12  13   .rsrc   ascii   *\e$\r\r\r\r\r\r\r\r\r
2837 0x000317dc 0x004327dc 4   5    .rsrc   ascii   ,,,,
2838 0x000317e2 0x004327e2 6   7    .rsrc   ascii   \n&\r\r\r\r
2839 0x000317e9 0x004327e9 5   6    .rsrc   ascii   ,,,,,
2840 0x000317f3 0x004327f3 5   6    .rsrc   ascii   ,,,,*
2841 0x00031801 0x00432801 17  18   .rsrc   ascii   ,,,,,,,,,,,,,,,,,
2842 0x00031816 0x00432816 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2843 0x0003181f 0x0043281f 27  28   .rsrc   ascii   ,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r)
2844 0x0003183b 0x0043283b 16  17   .rsrc   ascii   ,,,,**%&\r\r\r\r\r\r\r\r
2845 0x0003184c 0x0043284c 4   5    .rsrc   ascii   ,,,,
2846 0x00031853 0x00432853 5   6    .rsrc   ascii   &\r\r\r\r
2847 0x00031859 0x00432859 5   6    .rsrc   ascii   ,,,,*
2848 0x00031863 0x00432863 5   6    .rsrc   ascii   ,,,,*
2849 0x00031871 0x00432871 18  19   .rsrc   ascii   ,,,,,,,,,,,,,,,,,*
2850 0x00031887 0x00432887 6   7    .rsrc   ascii   \r\r\r\r\r\r
2851 0x0003188e 0x0043288e 28  29   .rsrc   ascii   \f,,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r
2852 0x000318ab 0x004328ab 4   5    .rsrc   ascii   ,,,,
2853 0x000318b4 0x004328b4 12  13   .rsrc   ascii   \r\r\r\r\r\r\r\v,,,,
2854 0x000318c3 0x004328c3 5   6    .rsrc   ascii   &\r\r\r\r
2855 0x000318d2 0x004328d2 5   6    .rsrc   ascii   *,,,,
2856 0x000318e1 0x004328e1 18  19   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,
2857 0x000318f7 0x004328f7 8   9    .rsrc   ascii   \r\r\r\r\r\r\r\v
2858 0x00031900 0x00432900 26  27   .rsrc   ascii   ,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r
2859 0x0003191b 0x0043291b 5   6    .rsrc   ascii   %,,,,
2860 0x00031924 0x00432924 12  13   .rsrc   ascii   \r\r\r\r\r\r\r\v,,,,
2861 0x00031933 0x00432933 5   6    .rsrc   ascii   &\r\r\r\r
2862 0x00031943 0x00432943 5   6    .rsrc   ascii   %,,,,
2863 0x00031951 0x00432951 18  19   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,
2864 0x00031967 0x00432967 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2865 0x0003196f 0x0043296f 36  37   .rsrc   ascii   \f,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r$,,,,,**
2866 0x00031995 0x00432995 11  12   .rsrc   ascii   \r\r\r\r\r\r$,,,,
2867 0x000319a3 0x004329a3 5   6    .rsrc   ascii   &\r\r\r\r
2868 0x000319b1 0x004329b1 10  11   .rsrc   ascii   \r\r\v,,,,\e\b$
2869 0x000319c1 0x004329c1 18  19   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,
2870 0x000319d8 0x004329d8 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2871 0x000319e0 0x004329e0 27  28   .rsrc   ascii   ,,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r
2872 0x000319fd 0x004329fd 4   5    .rsrc   ascii   ,,,,
2873 0x00031a06 0x00432a06 10  11   .rsrc   ascii   \r\r\r\r\r$,,,,
2874 0x00031a12 0x00432a12 6   7    .rsrc   ascii   \n&\r\r\r\r
2875 0x00031a24 0x00432a24 7   8    .rsrc   ascii   \e,,,\e\b\v
2876 0x00031a31 0x00432a31 20  21   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,\n
2877 0x00031a48 0x00432a48 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2878 0x00031a51 0x00432a51 28  29   .rsrc   ascii   ,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r)
2879 0x00031a6e 0x00432a6e 4   5    .rsrc   ascii   ,,,,
2880 0x00031a75 0x00432a75 11  12   .rsrc   ascii   \b\r\r\r\r\r$,,,,
2881 0x00031a84 0x00432a84 8   9    .rsrc   ascii   \r\r\r\r\b,,,
2882 0x00031a8f 0x00432a8f 4   5    .rsrc   ascii   $\r\r\r
2883 0x00031a95 0x00432a95 4   5    .rsrc   ascii   ,,,\e
2884 0x00031aa1 0x00432aa1 20  21   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,\e
2885 0x00031ab9 0x00432ab9 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2886 0x00031ac1 0x00432ac1 47  48   .rsrc   ascii   ,,,,,,,,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\b,,,,,*\e*)\r\r\r\r$,,,,
2887 0x00031af4 0x00432af4 4   5    .rsrc   ascii   \r\r\r\r
2888 0x00031aff 0x00432aff 4   5    .rsrc   ascii   $\r\r\r
2889 0x00031b04 0x00432b04 4   5    .rsrc   ascii   *,,,
2890 0x00031b11 0x00432b11 21  22   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,\b
2891 0x00031b29 0x00432b29 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2892 0x00031b31 0x00432b31 19  20   .rsrc   ascii   *,,,,,,,,,,,,,)\r\r\r\r
2893 0x00031b4d 0x00432b4d 6   7    .rsrc   ascii   $*,,,,
2894 0x00031b58 0x00432b58 8   9    .rsrc   ascii   \r\r\r$,,,,
2895 0x00031b64 0x00432b64 8   9    .rsrc   ascii   \r\r\r\r\n,,,
2896 0x00031b74 0x00432b74 4   5    .rsrc   ascii   ,,,,
2897 0x00031b81 0x00432b81 20  21   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,
2898 0x00031b9a 0x00432b9a 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2899 0x00031ba2 0x00432ba2 17  18   .rsrc   ascii   ,,,,,,,,,,,,,)\r\r\r
2900 0x00031bb5 0x00432bb5 9   10   .rsrc   ascii   \e\e\e\e\e****
2901 0x00031bbf 0x00432bbf 17  18   .rsrc   ascii   ,,,,,*%%$\r\r\r\v,,,,
2902 0x00031bd4 0x00432bd4 4   5    .rsrc   ascii   \r\r\r\r
2903 0x00031bf1 0x00432bf1 21  22   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,
2904 0x00031c0a 0x00432c0a 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2905 0x00031c13 0x00432c13 16  17   .rsrc   ascii   ,,,,,,,,,,,,)\r\r\r
2906 0x00031c25 0x00432c25 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,*
2907 0x00031c38 0x00432c38 8   9    .rsrc   ascii   \r\r\r\v,,,,
2908 0x00031c44 0x00432c44 4   5    .rsrc   ascii   \r\r\r\r
2909 0x00031c49 0x00432c49 4   5    .rsrc   ascii   ,,,,
2910 0x00031c4e 0x00432c4e 10  11   .rsrc   ascii   ,,,,,,,,,*
2911 0x00031c61 0x00432c61 21  22   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,
2912 0x00031c7b 0x00432c7b 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2913 0x00031c83 0x00432c83 16  17   .rsrc   ascii   ,,,,,,,,,,,,)\r\r\r
2914 0x00031c95 0x00432c95 16  17   .rsrc   ascii   ,,,,,,,,,,,,,,,*
2915 0x00031cac 0x00432cac 4   5    .rsrc   ascii   ,,,,
2916 0x00031cb4 0x00432cb4 4   5    .rsrc   ascii   \r\r\r\r
2917 0x00031cb9 0x00432cb9 14  15   .rsrc   ascii   ,,,,,,,,,,,,,,
2918 0x00031cd1 0x00432cd1 22  23   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,
2919 0x00031cec 0x00432cec 23  24   .rsrc   ascii   \r\r\r\r\r\r\r\b,,,,,,,,,,,)\r\r\r
2920 0x00031d04 0x00432d04 17  18   .rsrc   ascii   \e,,,,,,,,,,,,,,,*
2921 0x00031d1c 0x00432d1c 4   5    .rsrc   ascii   ,,,,
2922 0x00031d24 0x00432d24 4   5    .rsrc   ascii   \r\r\r\r
2923 0x00031d29 0x00432d29 14  15   .rsrc   ascii   ,,,,,,,,,,,,,\e
2924 0x00031d41 0x00432d41 24  25   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,\v
2925 0x00031d5c 0x00432d5c 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2926 0x00031d64 0x00432d64 15  16   .rsrc   ascii   \e,,,,,,,,,,)\r\r\r
2927 0x00031d87 0x00432d87 4   5    .rsrc   ascii   $\r\r\r
2928 0x00031d94 0x00432d94 8   9    .rsrc   ascii   \r\r\r\r$,,,
2929 0x00031da8 0x00432da8 4   5    .rsrc   ascii   &\r\r\r
2930 0x00031db1 0x00432db1 25  26   .rsrc   ascii   ,,,,,,,,,,,,,,,,,,,,,,,\e&
2931 0x00031dcd 0x00432dcd 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2932 0x00031dd5 0x00432dd5 14  15   .rsrc   ascii   ,,,,,,,,,,)\r\r\r
2933 0x00031df7 0x00432df7 5   6    .rsrc   ascii   $\r\r\r)
2934 0x00031e04 0x00432e04 8   9    .rsrc   ascii   \r\r\r\r$,,*
2935 0x00031e21 0x00432e21 8   9    .rsrc   ascii   ,,,,,,,,
2936 0x00031e3d 0x00432e3d 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2937 0x00031e46 0x00432e46 13  14   .rsrc   ascii   ,,,,,,,,,)\r\r\r
2938 0x00031e67 0x00432e67 5   6    .rsrc   ascii   \v\r\r\r)
2939 0x00031e74 0x00432e74 6   7    .rsrc   ascii   \r\r\r\r\v,
2940 0x00031e88 0x00432e88 4   5    .rsrc   ascii   \r\r\r\r
2941 0x00031e91 0x00432e91 24  25   .rsrc   ascii   ,,,,,,,*$)))))))))))))))
2942 0x00031ead 0x00432ead 8   9    .rsrc   ascii   \r\r\r\r\r\r\r\r
2943 0x00031eb6 0x00432eb6 13  14   .rsrc   ascii   \b,,,,,,,,)\r\r\r
2944 0x00031ee3 0x00432ee3 5   6    .rsrc   ascii   \r\r\r\r\r
2945 0x00031ef5 0x00432ef5 7   8    .rsrc   ascii   \r\r\r\r\r\r\r
2946 0x00031f01 0x00432f01 8   9    .rsrc   ascii   ,,,,,,,\f
2947 0x00031f1d 0x00432f1d 9   10   .rsrc   ascii   \r\r\r\r\r\r\r\r\r
2948 0x00031f28 0x00432f28 68  69   .rsrc   ascii   ,,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2949 0x00031f71 0x00432f71 10  11   .rsrc   ascii   ,,,,,,,\f)&
2950 0x00031f8d 0x00432f8d 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
2951 0x00031f99 0x00432f99 67  68   .rsrc   ascii   ,,,,,,)\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2952 0x00031fe1 0x00432fe1 8   9    .rsrc   ascii   ,,,,,,,%
2953 0x00031ffa 0x00432ffa 13  14   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r
2954 0x00032009 0x00433009 4   5    .rsrc   ascii   ,,,,
2955 0x0003200e 0x0043300e 62  63   .rsrc   ascii   *&\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r
2956 0x00032051 0x00433051 7   8    .rsrc   ascii   ,,,,,,,
2957 0x0003205d 0x0043305d 27  28   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r\r&
2958 0x00032079 0x00433079 5   6    .rsrc   ascii   ,,,,\e
