[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
9189  0x0006fc5d 0x0046fc5d 5   6    .text   ascii   Di2KJ
9190  0x0006fc87 0x0046fc87 4   5    .text   ascii   7\v'%
9191  0x0006fc90 0x0046fc90 5   6    .text   ascii   $\vR`z
9192  0x0006fcde 0x0046fcde 6   7    .text   ascii   \r\^)cT
9193  0x0006fdd9 0x0046fdd9 5   6    .text   ascii   %\nf.J
9194  0x0006fde7 0x0046fde7 4   5    .text   ascii   \t3bT
9195  0x0006fdf3 0x0046fdf3 4   5    .text   ascii   &geS
9196  0x0006fe09 0x0046fe09 5   7    .text   utf8    ؠ>VW< blocks=Arabic,Basic Latin
9197  0x0006fe40 0x0046fe40 5   6    .text   ascii   '58\(
9198  0x0006fe5d 0x0046fe5d 4   5    .text   ascii   -[do
9199  0x0006feb5 0x0046feb5 5   6    .text   ascii   ?gjo.
9200  0x0006fed3 0x0046fed3 4   6    .text   utf8    lyܘg blocks=Basic Latin,Syriac
9201  0x0006ff14 0x0046ff14 5   6    .text   ascii   M%"15
9202  0x0006ff29 0x0046ff29 7   9    .text   utf8    @!o~ԗ\t  blocks=Basic Latin,Cyrillic Supplement
9203  0x0006ff40 0x0046ff40 4   6    .text   utf8    ~Ӆe> blocks=Basic Latin,Cyrillic
9204  0x0006ff49 0x0046ff49 4   5    .text   ascii   \v*<l
9205  0x0006ff9c 0x0046ff9c 5   7    .text   utf8    ÇQfU\n blocks=Latin-1 Supplement,Basic Latin
9206  0x00070053 0x00470053 4   6    .text   utf8    [2N߲ blocks=Basic Latin,NKo
9207  0x0007005b 0x0047005b 4   5    .text   ascii   B}io
9208  0x0007008c 0x0047008c 4   5    .text   ascii   2?eq
9209  0x00070096 0x00470096 4   5    .text   ascii   ;1~E
9210  0x000700af 0x004700af 5   6    .text   ascii   +tk^E
9211  0x000700e0 0x004700e0 4   5    .text   ascii   I&"_
9212  0x0007014e 0x0047014e 6   8    .text   utf8    \rMv;Xޚ blocks=Basic Latin,Thaana
9213  0x00070161 0x00470161 5   6    .text   ascii   "\vI{X
9214  0x0007016f 0x0047016f 5   7    .text   utf8    B'ȌH: blocks=Basic Latin,Latin Extended-B
9215  0x000701a4 0x004701a4 5   6    .text   ascii   "Y\bi 
9216  0x000701b9 0x004701b9 4   5    .text   ascii   iBYa
9217  0x000701e6 0x004701e6 6   7    .text   ascii   3*,9z"
9218  0x00070226 0x00470226 7   10   .text   utf8    4h=곇?]D blocks=Basic Latin,Hangul Syllables
9219  0x0007027f 0x0047027f 7   9    .text   utf8    IvjL!ܯe blocks=Basic Latin,Syriac
9220  0x000702a9 0x004702a9 4   5    .text   ascii   \rw0?
9221  0x00070340 0x00470340 4   5    .text   ascii   \b!H-
9222  0x000703c4 0x004703c4 4   6    .text   utf8    \r\fcԜ blocks=Basic Latin,Cyrillic Supplement
9223  0x000703e1 0x004703e1 5   6    .text   ascii   2)L^8
9224  0x00070462 0x00470462 4   5    .text   ascii   w"oy
9225  0x000704d9 0x004704d9 6   8    .text   utf8    \vvޑ $x blocks=Basic Latin,Thaana
9226  0x000704e7 0x004704e7 4   6    .text   utf8    RU]̀ blocks=Basic Latin,Combining Diacritical Marks
9227  0x0007054e 0x0047054e 4   6    .text   utf8    6ۦVN blocks=Basic Latin,Arabic
9228  0x00070562 0x00470562 6   8    .text   utf8    _mT̵:h blocks=Basic Latin,Combining Diacritical Marks
9229  0x000705b0 0x004705b0 7   8    .text   ascii   EJ\^;>|
9230  0x000705c5 0x004705c5 5   6    .text   ascii   m14Zq
9231  0x000705fd 0x004705fd 4   5    .text   ascii   >f\e^
9232  0x0007061b 0x0047061b 4   5    .text   ascii   \eS0^
9233  0x0007066f 0x0047066f 5   7    .text   utf8    885ΤZ blocks=Basic Latin,Greek and Coptic
9234  0x00070677 0x00470677 4   6    .text   utf8    œ;"' blocks=Latin Extended-A,Basic Latin
9235  0x0007068f 0x0047068f 4   5    .text   ascii   \rM\nC
9236  0x000706a4 0x004706a4 5   6    .text   ascii   \ri!{W
9237  0x000706ed 0x004706ed 7   9    .text   utf8    آFbRTUN blocks=Arabic,Basic Latin
9238  0x00070757 0x00470757 6   7    .text   ascii   I*"hte
9239  0x0007075f 0x0047075f 5   7    .text   utf8    8\a6֠U blocks=Basic Latin,Hebrew
9240  0x00070768 0x00470768 6   8    .text   utf8    `x^P3ݽ blocks=Basic Latin,Arabic Supplement
9241  0x00070784 0x00470784 6   7    .text   ascii   =\r`/Yh
9242  0x000707cd 0x004707cd 4   5    .text   ascii   qM7/
9243  0x000707e9 0x004707e9 5   6    .text   ascii   y~Wv7
9244  0x000707fb 0x004707fb 5   6    .text   ascii   vHZIv
9245  0x00070807 0x00470807 5   6    .text   ascii   _p[5?
9246  0x00070817 0x00470817 4   5    .text   ascii   ^3Jr
9247  0x00070831 0x00470831 4   5    .text   ascii   &;X?
9248  0x00070845 0x00470845 5   6    .text   ascii   kuH|<
9249  0x0007089f 0x0047089f 5   6    .text   ascii   Can-_
9250  0x000708a6 0x004708a6 4   5    .text   ascii   h\f,H
9251  0x00070968 0x00470968 5   8    .text   utf8    H˧\t;Ν blocks=Basic Latin,Spacing Modifier Letters,Greek and Coptic
9252  0x00070973 0x00470973 4   5    .text   ascii   ySqw
9253  0x00070983 0x00470983 7   8    .text   ascii   "JoIp{2
9254  0x000709a0 0x004709a0 4   5    .text   ascii   hs5W
9255  0x000709a5 0x004709a5 6   8    .text   utf8    ʐ^S0C2 blocks=IPA Extensions,Basic Latin
9256  0x000709b9 0x004709b9 4   5    .text   ascii   *1\f\e
9257  0x000709bf 0x004709bf 4   5    .text   ascii   I`|%
9258  0x000709c6 0x004709c6 5   6    .text   ascii   g=m\r$
9259  0x000709d0 0x004709d0 4   5    .text   ascii   c[)g
9260  0x000709db 0x004709db 4   8    .text   utf8    ܛ4O昻 blocks=Syriac,Basic Latin,CJK Unified Ideographs
9261  0x000709ef 0x004709ef 4   6    .text   utf8    FǠ*\f blocks=Basic Latin,Latin Extended-B
9262  0x000709f7 0x004709f7 5   6    .text   ascii   hk6k>
9263  0x00070ae8 0x00470ae8 4   5    .text   ascii   gJ)\a
9264  0x00070af5 0x00470af5 5   6    .text   ascii   \t[)qU
9265  0x00070b1a 0x00470b1a 4   5    .text   ascii   "S{W
9266  0x00070b66 0x00470b66 5   6    .text   ascii   8)\ae/
9267  0x00070ba4 0x00470ba4 5   7    .text   utf8    @Dɿ5% blocks=Basic Latin,IPA Extensions
9268  0x00070bc9 0x00470bc9 5   7    .text   utf8    S;R|ٶ blocks=Basic Latin,Arabic
9269  0x00070c25 0x00470c25 4   6    .text   utf8    "Fsߝ blocks=Basic Latin,NKo
9270  0x00070c35 0x00470c35 4   5    .text   ascii   Gr\/
9271  0x00070c47 0x00470c47 6   8    .text   utf8    DLHӂ'k blocks=Basic Latin,Cyrillic
9272  0x00070c58 0x00470c58 7   10   .text   utf8    UA\nwм|ǿ blocks=Basic Latin,Cyrillic,Latin Extended-B
9273  0x00070c9e 0x00470c9e 7   9    .text   utf8    n%RϘ]~! blocks=Basic Latin,Greek and Coptic
9274  0x00070ccc 0x00470ccc 4   5    .text   ascii   ^q(e
9275  0x00070ce9 0x00470ce9 4   5    .text   ascii   ;OWZ
9276  0x00070d01 0x00470d01 4   5    .text   ascii   @&wT
9277  0x00070d6f 0x00470d6f 7   8    .text   ascii   V|+\axR-
9278  0x00070db2 0x00470db2 5   6    .text   ascii   |r1$J
9279  0x00070e57 0x00470e57 5   6    .text   ascii   K&BV?
9280  0x00070eb0 0x00470eb0 4   5    .text   ascii   \aB|t
9281  0x00070ecc 0x00470ecc 4   5    .text   ascii   P/<a
9282  0x00070ede 0x00470ede 6   7    .text   ascii   #+5\v!O
9283  0x00070f13 0x00470f13 4   5    .text   ascii   ;e(#
9284  0x00070f3a 0x00470f3a 4   5    .text   ascii   cJQ\v
9285  0x00070ffc 0x00470ffc 4   6    .text   utf8    RޒpV blocks=Basic Latin,Thaana
9286  0x00071063 0x00471063 7   12   .text   utf8    췥ZKkҭӎx blocks=Hangul Syllables,Basic Latin,Cyrillic
9287  0x00071070 0x00471070 6   8    .text   utf8    z,A]Va
9288  0x00071092 0x00471092 6   9    .text   utf8    Ỻ\\ePx& blocks=Latin Extended Additional,Basic Latin
9289  0x000710de 0x004710de 5   6    .text   ascii   b\e(|K
9290  0x000710e5 0x004710e5 5   6    .text   ascii   ?<*=H
9291  0x00071123 0x00471123 4   5    .text   ascii   \f2{\f
9292  0x0007112f 0x0047112f 5   7    .text   utf8    Gf|7܇ blocks=Basic Latin,Syriac
9293  0x00071161 0x00471161 4   5    .text   ascii   0g\r)
9294  0x00071183 0x00471183 4   5    .text   ascii   5q \f
9295  0x00071196 0x00471196 8   10   .text   utf8    ׳yHIjOOi blocks=Hebrew,Basic Latin
9296  0x000711bc 0x004711bc 5   6    .text   ascii   F\t{0a
9297  0x000711dc 0x004711dc 4   5    .text   ascii   Nx#U
9298  0x0007120e 0x0047120e 4   5    .text   ascii   2o6;
9299  0x00071217 0x00471217 4   5    .text   ascii   4Om5
9300  0x0007123d 0x0047123d 4   6    .text   utf8    /`OP
9301  0x00071271 0x00471271 7   9    .text   utf8    ,N-"B]̀ blocks=Basic Latin,Combining Diacritical Marks
9302  0x00071318 0x00471318 4   5    .text   ascii   !B9'
9303  0x0007133e 0x0047133e 4   6    .text   utf8    ռ2uD blocks=Armenian,Basic Latin
9304  0x0007137f 0x0047137f 4   5    .text   ascii   ?\aN\v
9305  0x0007138a 0x0047138a 5   7    .text   utf8    Qb[<r
9306  0x000713fb 0x004713fb 6   7    .text   ascii   )^L&h2
9307  0x00071467 0x00471467 5   6    .text   ascii   u_zR'
9308  0x000714a3 0x004714a3 4   5    .text   ascii   B+\nQ
9309  0x000714b8 0x004714b8 5   6    .text   ascii   {y}zn
9310  0x000714d5 0x004714d5 4   5    .text   ascii   -lU$
9311  0x00071500 0x00471500 4   5    .text   ascii   $]\bA
9312  0x000715a1 0x004715a1 4   5    .text   ascii   [Wrg
9313  0x000715bc 0x004715bc 4   5    .text   ascii   Z>\n6
9314  0x000715c4 0x004715c4 5   6    .text   ascii   |]{$V
9315  0x000715cd 0x004715cd 4   5    .text   ascii   ~\tNu
9316  0x000715ef 0x004715ef 5   8    .text   utf8    ?\eֳ̽H blocks=Basic Latin,Hebrew,Combining Diacritical Marks
9317  0x0007162e 0x0047162e 4   5    .text   ascii   \v_w]
9318  0x00071656 0x00471656 8   11   .text   utf8    䁸(}y{PJ7 blocks=CJK Unified Ideographs Extension A,Basic Latin
9319  0x00071672 0x00471672 5   7    .text   utf8    5ۏR\n' blocks=Basic Latin,Arabic
9320  0x000716bd 0x004716bd 4   5    .text   ascii   \b\fKk
9321  0x000716c7 0x004716c7 4   5    .text   ascii   aO4S
9322  0x0007170c 0x0047170c 4   5    .text   ascii   nb\t#
9323  0x000717d4 0x004717d4 4   5    .text   ascii   -U9!
9324  0x000717e7 0x004717e7 4   6    .text   utf8    BV9\e
9325  0x00071885 0x00471885 4   5    .text   ascii   qy[Z
9326  0x000718a8 0x004718a8 4   5    .text   ascii   ;aZH
9327  0x000718e7 0x004718e7 5   9    .text   utf8    鍇C#ڂ% blocks=CJK Unified Ideographs,Basic Latin,Arabic
9328  0x00071930 0x00471930 7   9    .text   utf8    م6\f\fq\t& blocks=Arabic,Basic Latin
9329  0x00071960 0x00471960 4   5    .text   ascii   C6,\a
9330  0x00071965 0x00471965 7   8    .text   ascii   \tw{8W\a&
9331  0x0007198f 0x0047198f 5   8    .text   utf8    53-Ķɟ blocks=Basic Latin,Latin Extended-A,IPA Extensions
9332  0x000719a0 0x004719a0 5   6    .text   ascii   \a'qtV
9333  0x000719c8 0x004719c8 5   6    .text   ascii   R&4%+
9334  0x000719e7 0x004719e7 5   6    .text   ascii   +`\=9
9335  0x000719f8 0x004719f8 5   6    .text   ascii   YSA$+
9336  0x00071a03 0x00471a03 4   5    .text   ascii   s6Uo
9337  0x00071a8d 0x00471a8d 5   6    .text   ascii   cu.N.
9338  0x00071ac5 0x00471ac5 6   7    .text   ascii    iW!K9
9339  0x00071af8 0x00471af8 4   6    .text   utf8    !Ӯ`N blocks=Basic Latin,Cyrillic
9340  0x00071b1d 0x00471b1d 6   7    .text   ascii   EBy{hT
9341  0x00071b82 0x00471b82 4   5    .text   ascii   1ORI
9342  0x00071b9a 0x00471b9a 5   7    .text   utf8    Rյ\aRr blocks=Basic Latin,Armenian
9343  0x00071c30 0x00471c30 4   5    .text   ascii   K~%3
9344  0x00071c3b 0x00471c3b 4   6    .text   utf8    4rGȡ blocks=Basic Latin,Latin Extended-B
9345  0x00071c53 0x00471c53 7   8    .text   ascii   }"\r +\vR
9346  0x00071cec 0x00471cec 6   7    .text   ascii   &|yB\b!
9347  0x00071da4 0x00471da4 4   5    .text   ascii   +ok\
9348  0x00071db2 0x00471db2 4   5    .text   ascii   \fq[=
9349  0x00071de3 0x00471de3 5   6    .text   ascii   \e=pP\b
9350  0x00071e0e 0x00471e0e 4   7    .text   utf8    <e뫊X blocks=Basic Latin,Hangul Syllables
9351  0x00071e7f 0x00471e7f 4   5    .text   ascii   \bqPo
9352  0x00071ebe 0x00471ebe 5   6    .text   ascii   \v',O\v
9353  0x00071eeb 0x00471eeb 4   6    .text   utf8    @ֲ}J blocks=Basic Latin,Hebrew
9354  0x00071f15 0x00471f15 5   6    .text   ascii   5`&pw
9355  0x00071f50 0x00471f50 5   6    .text   ascii   Py/iZ
9356  0x00071f5d 0x00471f5d 4   6    .text   utf8    K;֥Y blocks=Basic Latin,Hebrew
9357  0x00071f8d 0x00471f8d 4   6    .text   utf8    $,+ʏ blocks=Basic Latin,IPA Extensions
9358  0x00071f9d 0x00471f9d 4   6    .text   utf8    e|sھ blocks=Basic Latin,Arabic
9359  0x00071fb6 0x00471fb6 4   6    .text   utf8    *M=۵ blocks=Basic Latin,Arabic
9360  0x00071fc5 0x00471fc5 4   5    .text   ascii   \f\v{P
9361  0x00071fd1 0x00471fd1 5   6    .text   ascii   D-qH9
9362  0x00071fe1 0x00471fe1 6   8    .text   utf8    z̰en\e[ blocks=Basic Latin,Combining Diacritical Marks
9363  0x00071feb 0x00471feb 4   5    .text   ascii   8z\b\
9364  0x00072018 0x00472018 6   9    .text   utf8    8sڍǊ,+ blocks=Basic Latin,Arabic,Latin Extended-B
9365  0x0007203d 0x0047203d 5   6    .text   ascii   Q6maM
9366  0x000720a7 0x004720a7 7   9    .text   utf8    IJZgC=ٴ blocks=Basic Latin,Arabic
9367  0x000720b5 0x004720b5 4   5    .text   ascii   L%aJ
9368  0x00072104 0x00472104 4   5    .text   ascii   f)HW
9369  0x0007218d 0x0047218d 4   5    .text   ascii   =(Qh
9370  0x000721a7 0x004721a7 6   8    .text   utf8    \n4Mb\צ blocks=Basic Latin,Hebrew
9371  0x000721d8 0x004721d8 4   6    .text   utf8    d×\a- blocks=Basic Latin,Latin-1 Supplement
9372  0x0007223b 0x0047223b 4   6    .text   utf8    FС+& blocks=Basic Latin,Cyrillic
9373  0x000722e3 0x004722e3 4   6    .text   utf8     ÚJd blocks=Basic Latin,Latin-1 Supplement
9374  0x00072326 0x00472326 5   6    .text   ascii   Nwu3G
9375  0x0007233d 0x0047233d 4   7    .text   utf8    J׃؏N blocks=Basic Latin,Hebrew,Arabic
9376  0x0007234e 0x0047234e 5   7    .text   utf8    tͦ@6e blocks=Basic Latin,Combining Diacritical Marks
9377  0x0007237d 0x0047237d 5   6    .text   ascii   ~K:#Z
9378  0x000723c4 0x004723c4 4   5    .text   ascii   cKU\e
9379  0x000723fc 0x004723fc 4   6    .text   utf8    5ϊ]\f blocks=Basic Latin,Greek and Coptic
9380  0x00072411 0x00472411 4   5    .text   ascii   \bt3V
9381  0x00072424 0x00472424 5   6    .text   ascii   '`&lB
9382  0x0007246c 0x0047246c 4   6    .text   utf8    iȊ\r& blocks=Basic Latin,Latin Extended-B
9383  0x000724c0 0x004724c0 5   6    .text   ascii   ,\am}I
9384  0x00072505 0x00472505 4   5    .text   ascii   I?N|
9385  0x0007251b 0x0047251b 4   5    .text   ascii   ,wVY
9386  0x00072530 0x00472530 4   6    .text   utf8    Xn=B
9387  0x00072563 0x00472563 7   8    .text   ascii   nzYm#\f:
9388  0x00072577 0x00472577 4   7    .text   utf8    êץpm blocks=Latin-1 Supplement,Hebrew,Basic Latin
9389  0x000725b3 0x004725b3 4   6    .text   utf8    .Ro֢ blocks=Basic Latin,Hebrew
9390  0x000725c1 0x004725c1 4   6    .text   utf8    #\aމ> blocks=Basic Latin,Thaana
9391  0x000725d7 0x004725d7 4   5    .text   ascii   co\b^
9392  0x0007260c 0x0047260c 5   6    .text   ascii   irfD-
9393  0x0007265d 0x0047265d 4   5    .text   ascii   lO!f
9394  0x0007268e 0x0047268e 4   5    .text   ascii   .C1=
9395  0x000726b4 0x004726b4 6   7    .text   ascii   #u,Y<8
9396  0x0007271a 0x0047271a 6   7    .text   ascii   z`Vemt
9397  0x00072761 0x00472761 5   6    .text   ascii   +AUZ\f
9398  0x00072791 0x00472791 8   9    .text   ascii   L}.hOr4\v
9399  0x0007281c 0x0047281c 4   5    .text   ascii   \aD\nW
9400  0x00072827 0x00472827 4   5    .text   ascii   M2""
9401  0x0007288e 0x0047288e 5   7    .text   utf8    k<K,Ľ blocks=Basic Latin,Latin Extended-A
9402  0x000728b6 0x004728b6 4   5    .text   ascii   zp%+
9403  0x000728ea 0x004728ea 5   7    .text   utf8    J~+nɣ blocks=Basic Latin,IPA Extensions
9404  0x00072920 0x00472920 7   11   .text   utf8    a\v)(ӽ葟T blocks=Basic Latin,Cyrillic,CJK Unified Ideographs
9405  0x0007294b 0x0047294b 4   5    .text   ascii   \r$m3
9406  0x00072966 0x00472966 4   5    .text   ascii   *L#Q
9407  0x0007297c 0x0047297c 4   7    .text   utf8    Ļtcã blocks=Latin Extended-A,Basic Latin,Latin-1 Supplement
9408  0x000729e3 0x004729e3 4   6    .text   utf8    :ȎP6 blocks=Basic Latin,Latin Extended-B
9409  0x00072a0b 0x00472a0b 5   6    .text   ascii   Me)}%
9410  0x00072a6d 0x00472a6d 4   5    .text   ascii   :5/J
9411  0x00072a7a 0x00472a7a 4   6    .text   utf8    +?Pӳ blocks=Basic Latin,Cyrillic
9412  0x00072ab5 0x00472ab5 5   6    .text   ascii   |{\ap,
9413  0x00072ac4 0x00472ac4 4   5    .text   ascii   L$Z9
9414  0x00072ae0 0x00472ae0 5   6    .text   ascii   \rV=\rH
9415  0x00072b11 0x00472b11 5   6    .text   ascii   el-ZY
9416  0x00072b4f 0x00472b4f 10  11   .text   ascii   a~M&$YE|D<
9417  0x00072b6f 0x00472b6f 5   6    .text   ascii   A8i5~
9418  0x00072bb6 0x00472bb6 4   5    .text   ascii   [p\\t
9419  0x00072bf9 0x00472bf9 6   7    .text   ascii   XFK!LK
9420  0x00072c14 0x00472c14 4   5    .text   ascii   2sCl
9421  0x00072c5b 0x00472c5b 4   6    .text   utf8    C=z̒ blocks=Basic Latin,Combining Diacritical Marks
9422  0x00072c65 0x00472c65 7   8    .text   ascii   8}i%/<`
9423  0x00072c75 0x00472c75 5   7    .text   utf8    d)k)ލ blocks=Basic Latin,Thaana
9424  0x00072cff 0x00472cff 4   5    .text   ascii   Y%^c
9425  0x00072d4d 0x00472d4d 4   5    .text   ascii   u.$s
9426  0x00072d7c 0x00472d7c 4   5    .text   ascii   l]>B
9427  0x00072e34 0x00472e34 5   7    .text   utf8    tˌ7 _ blocks=Basic Latin,Spacing Modifier Letters
9428  0x00072e86 0x00472e86 4   6    .text   utf8    nC6ˉ blocks=Basic Latin,Spacing Modifier Letters
9429  0x00072ed0 0x00472ed0 5   7    .text   utf8    p!Eӄ_ blocks=Basic Latin,Cyrillic
9430  0x00072edf 0x00472edf 4   7    .text   utf8    7``䗂 blocks=Basic Latin,CJK Unified Ideographs Extension A
9431  0x00072f19 0x00472f19 8   10   .text   utf8    uߡ#P\f$ru blocks=Basic Latin,NKo
9432  0x00072fa6 0x00472fa6 5   8    .text   utf8    <d蛄I< blocks=Basic Latin,CJK Unified Ideographs
9433  0x00072fb4 0x00472fb4 4   5    .text   ascii   \rub\v
9434  0x000730b2 0x004730b2 4   5    .text   ascii   SEE 
9435  0x000730bf 0x004730bf 4   6    .text   utf8    ۲W@# blocks=Arabic,Basic Latin
9436  0x000730c9 0x004730c9 8   10   .text   utf8    vps3ئtt" blocks=Basic Latin,Arabic
9437  0x000730f1 0x004730f1 4   5    .text   ascii   ->v\v
9438  0x00073119 0x00473119 4   5    .text   ascii   En\v\e
9439  0x0007313a 0x0047313a 5   6    .text   ascii   &3`C\v
9440  0x000731a1 0x004731a1 6   7    .text   ascii   ,R`2I\f
9441  0x00073253 0x00473253 4   5    .text   ascii   mCaQ
9442  0x0007328e 0x0047328e 4   5    .text   ascii   s9u'
9443  0x000732d1 0x004732d1 5   6    .text   ascii   fz\bCw
9444  0x000732de 0x004732de 4   5    .text   ascii   .zIj
9445  0x000732f2 0x004732f2 4   5    .text   ascii   "`G[
9446  0x0007330c 0x0047330c 6   7    .text   ascii   TxH%%f
9447  0x00073334 0x00473334 7   9    .text   utf8    *0h_sBɅ blocks=Basic Latin,Latin Extended-B
9448  0x0007334f 0x0047334f 4   5    .text   ascii   Fxjg
9449  0x0007338b 0x0047338b 4   5    .text   ascii   !msK
9450  0x000733cc 0x004733cc 4   6    .text   utf8    \n8\bѵ blocks=Basic Latin,Cyrillic
9451  0x000733de 0x004733de 4   5    .text   ascii   fiPk
9452  0x000733f3 0x004733f3 5   6    .text   ascii   "n/#J
9453  0x00073424 0x00473424 5   6    .text   ascii   0Q)43
9454  0x0007343d 0x0047343d 4   6    .text   utf8    d|3І blocks=Basic Latin,Cyrillic
9455  0x00073466 0x00473466 7   8    .text   ascii   ~8>Z)z]
9456  0x00073474 0x00473474 8   10   .text   utf8    {9z@@J9ћ blocks=Basic Latin,Cyrillic
9457  0x0007348a 0x0047348a 5   7    .text   utf8    9\f{ӥb blocks=Basic Latin,Cyrillic
9458  0x00073491 0x00473491 4   5    .text   ascii   oTTo
9459  0x00073496 0x00473496 4   6    .text   utf8    @ٝ\n` blocks=Basic Latin,Arabic
9460  0x000734e7 0x004734e7 5   6    .text   ascii   y}z>]
9461  0x00073507 0x00473507 6   7    .text   ascii   +HH\a\v/
9462  0x0007359b 0x0047359b 4   5    .text   ascii   4*\fA
9463  0x000735cb 0x004735cb 5   6    .text   ascii   }\a\f>x
9464  0x000735d3 0x004735d3 6   7    .text   ascii   #*v$'&
9465  0x000735fe 0x004735fe 4   5    .text   ascii   QmtD
9466  0x00073638 0x00473638 6   7    .text   ascii   |\tk/>+
9467  0x00073657 0x00473657 5   6    .text   ascii   T#!Y6
9468  0x00073676 0x00473676 5   6    .text   ascii   Bt+0U
9469  0x00073704 0x00473704 6   7    .text   ascii   nmd4tH
9470  0x00073751 0x00473751 4   5    .text   ascii   \nB6i
9471  0x00073756 0x00473756 5   6    .text   ascii   \tA+\tN
9472  0x0007376d 0x0047376d 4   5    .text   ascii   Ue("
9473  0x000737f8 0x004737f8 5   6    .text   ascii   n^ok/
9474  0x0007381a 0x0047381a 6   8    .text   utf8    ^(όzk# blocks=Basic Latin,Greek and Coptic
9475  0x00073852 0x00473852 6   9    .text   utf8    Muk%͋v blocks=Basic Latin,Combining Diacritical Marks
9476  0x0007387a 0x0047387a 4   5    .text   ascii   X16.
9477  0x000738d6 0x004738d6 4   6    .text   utf8    ݽi&= blocks=Arabic Supplement,Basic Latin
9478  0x00073926 0x00473926 4   5    .text   ascii   \nVh 
9479  0x00073972 0x00473972 4   5    .text   ascii   0IsO
9480  0x00073993 0x00473993 4   5    .text   ascii   Sk\vn
9481  0x000739b1 0x004739b1 5   6    .text   ascii   qOL4i
9482  0x000739c5 0x004739c5 4   6    .text   utf8    џm)@ blocks=Cyrillic,Basic Latin
9483  0x00073a09 0x00473a09 5   7    .text   utf8    Wwn[P
9484  0x00073a3d 0x00473a3d 4   5    .text   ascii   C;z\
9485  0x00073a66 0x00473a66 5   7    .text   utf8    ΟD;Vn blocks=Greek and Coptic,Basic Latin
9486  0x00073a79 0x00473a79 4   5    .text   ascii   tYZ6
9487  0x00073ae3 0x00473ae3 4   6    .text   utf8    [ӗ', blocks=Basic Latin,Cyrillic
9488  0x00073b0d 0x00473b0d 5   7    .text   utf8    I=ŉ3G blocks=Basic Latin,Latin Extended-A
9489  0x00073b55 0x00473b55 4   5    .text   ascii   8FG*
9490  0x00073b86 0x00473b86 4   5    .text   ascii   >\F8
9491  0x00073b95 0x00473b95 6   8    .text   utf8    cyz*̪< blocks=Basic Latin,Combining Diacritical Marks
9492  0x00073bb0 0x00473bb0 4   5    .text   ascii   8\bUS
9493  0x00073bbd 0x00473bbd 5   6    .text   ascii   2\vnM3
9494  0x00073bd4 0x00473bd4 4   6    .text   utf8    |9͞c blocks=Basic Latin,Combining Diacritical Marks
9495  0x00073bda 0x00473bda 7   10   .text   utf8    ݿ(*ޝZJP blocks=Arabic Supplement,Basic Latin,Thaana
9496  0x00073bea 0x00473bea 6   7    .text   ascii   \aE 7\f\
9497  0x00073c2c 0x00473c2c 4   5    .text   ascii   50`!
9498  0x00073c67 0x00473c67 6   7    .text   ascii   W>T~\e\b
9499  0x00073c82 0x00473c82 6   7    .text   ascii   A./\bz'
9500  0x00073cb5 0x00473cb5 5   7    .text   utf8    \e*aح! blocks=Basic Latin,Arabic
9501  0x00073cc6 0x00473cc6 5   8    .text   utf8    .幗(|/ blocks=Basic Latin,CJK Unified Ideographs
9502  0x00073cfd 0x00473cfd 6   7    .text   ascii   CV8H@s
9503  0x00073d1a 0x00473d1a 4   5    .text   ascii   \fO3}
9504  0x00073e05 0x00473e05 5   6    .text   ascii   x0+{9
9505  0x00073e79 0x00473e79 4   5    .text   ascii   #"I.
9506  0x00073e8c 0x00473e8c 4   6    .text   utf8    nܷ]> blocks=Basic Latin,Syriac
9507  0x00073eb3 0x00473eb3 5   6    .text   ascii   Ns[_3
9508  0x00073efb 0x00473efb 4   6    .text   utf8    k$ȵ\n blocks=Basic Latin,Latin Extended-B
9509  0x00073f23 0x00473f23 4   5    .text   ascii   ;@h8
9510  0x00073f3d 0x00473f3d 4   6    .text   utf8    4%ՙQ blocks=Basic Latin,Armenian
9511  0x00074062 0x00474062 4   6    .text   utf8    ŧcFu blocks=Latin Extended-A,Basic Latin
9512  0x00074079 0x00474079 4   5    .text   ascii   bvxd
9513  0x000740a4 0x004740a4 4   5    .text   ascii   d34u
9514  0x000740ed 0x004740ed 4   5    .text   ascii   \eat\e
9515  0x000740f9 0x004740f9 6   8    .text   utf8    ߔ.bjug blocks=NKo,Basic Latin
9516  0x00074101 0x00474101 5   6    .text   ascii    @7Sl
9517  0x00074118 0x00474118 9   14   .text   utf8    FjGĹA&jߘ blocks=Basic Latin,Private Use Area,Latin Extended-A,NKo
9518  0x00074131 0x00474131 4   5    .text   ascii   h?<m
9519  0x00074153 0x00474153 6   7    .text   ascii   jv\f-OP
9520  0x0007416b 0x0047416b 4   5    .text   ascii   s\n}y
9521  0x000741b2 0x004741b2 8   9    .text   ascii   OX-&z^4}
9522  0x000741f3 0x004741f3 4   5    .text   ascii   Z7Ki
9523  0x00074205 0x00474205 4   7    .text   utf8    `설\r\a blocks=Basic Latin,Hangul Syllables
9524  0x00074242 0x00474242 5   6    .text   ascii   Zf^B]
9525  0x00074265 0x00474265 4   5    .text   ascii   XN\r-
9526  0x000742b6 0x004742b6 4   6    .text   utf8    ջ&0L blocks=Armenian,Basic Latin
9527  0x00074308 0x00474308 4   5    .text   ascii   V<1P
