[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
324  0x000047bc 0x004053bc 4   6    CODE    utf8    ՋT.\n blocks=Armenian,Basic Latin
325  0x0000480d 0x0040540d 5   6    CODE    ascii   \v_^[X
326  0x00004819 0x00405419 6   9    CODE    utf8    _^[XË9 blocks=Basic Latin,Latin-1 Supplement
327  0x00004844 0x00405444 4   5    CODE    ascii   SVWU
328  0x000048a6 0x004054a6 4   5    CODE    ascii   ]_^[
329  0x000048e1 0x004054e1 4   6    CODE    utf8    [1ɊJ blocks=Basic Latin,Latin Extended-B
330  0x00004901 0x00405501 4   6    CODE    utf8    ;1ɊJ blocks=Basic Latin,Latin Extended-B
331  0x00004959 0x00405559 5   7    CODE    utf8    ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
332  0x00004960 0x00405560 4   5    CODE    ascii   SVWU
333  0x00004965 0x00405565 5   9    CODE    utf8    É։ϋl$ blocks=Latin-1 Supplement,Armenian,Greek and Coptic,Basic Latin
334  0x0000499d 0x0040559d 4   5    CODE    ascii   ]_^[
335  0x000049e4 0x004055e4 4   6    CODE    utf8    f1ɊO blocks=Basic Latin,Latin Extended-B
336  0x00004a4b 0x0040564b 4   5    CODE    ascii   ]_^[
337  0x00004a7d 0x0040567d 5   7    CODE    utf8    Z^[Í@ blocks=Basic Latin,Latin-1 Supplement
338  0x00004aa1 0x004056a1 5   7    CODE    utf8    $Z[Í@ blocks=Basic Latin,Latin-1 Supplement
339  0x00004ad4 0x004056d4 4   5    CODE    ascii   SVWU
340  0x00004b16 0x00405716 4   5    CODE    ascii   <-u\b
341  0x00004b39 0x00405739 4   5    CODE    ascii   <Xt\e
342  0x00004bea 0x004057ea 5   6    CODE    ascii   T$\fE3
343  0x00004c0e 0x0040580e 4   6    CODE    utf8    ډD$\b blocks=Arabic,Basic Latin
344  0x00004c22 0x00405822 4   5    CODE    ascii   ,\ns_
345  0x00004c7d 0x0040587d 5   6    CODE    ascii   T$\fE3
346  0x00004c9a 0x0040589a 4   6    CODE    utf8    ډD$\b blocks=Arabic,Basic Latin
347  0x00004cf1 0x004058f1 5   8    CODE    utf8    ]_^[Ë blocks=Basic Latin,Latin-1 Supplement
348  0x00004fb0 0x00405bb0 7   9    CODE    utf8    ^[ÐSVWQ blocks=Basic Latin,Latin-1 Supplement
349  0x00004fd1 0x00405bd1 5   6    CODE    ascii   ;X\bt\a
350  0x00004fd8 0x00405bd8 5   6    CODE    ascii   ;X\fu\v
351  0x00004ff7 0x00405bf7 4   5    CODE    ascii   Z_^[
352  0x00005022 0x00405c22 6   8    CODE    utf8    ^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
353  0x00005098 0x00405c98 4   5    CODE    ascii   8\uA
354  0x000051dc 0x00405ddc 12  13   CODE    ascii   kernel32.dll
355  0x000051ec 0x00405dec 16  17   CODE    ascii   GetLongPathNameA
356  0x0000522f 0x00405e2f 4   5    CODE    ascii   hD`@
357  0x0000524d 0x00405e4d 4   5    CODE    ascii   hD`@
358  0x0000526b 0x00405e6b 4   5    CODE    ascii   h``@
359  0x000052ef 0x00405eef 4   5    CODE    ascii   ZYYd
360  0x000052f5 0x00405ef5 4   5    CODE    ascii   h\v_@
361  0x00005372 0x00405f72 4   5    CODE    ascii   8.t\v
362  0x00005444 0x00406044 24  25   CODE    ascii   Software\Borland\Locales
363  0x00005460 0x00406060 31  32   CODE    ascii   Software\Borland\Delphi\Locales
364  0x000054b1 0x004060b1 5   7    CODE    utf8    [ÐSVW blocks=Basic Latin,Latin-1 Supplement
365  0x00005533 0x00406133 7   9    CODE    utf8    YZ_^[Í@ blocks=Basic Latin,Latin-1 Supplement
366  0x00005558 0x00406158 5   6    CODE    ascii   Uhwa@
367  0x0000556f 0x0040616f 4   5    CODE    ascii   ZYYd
368  0x0000558f 0x0040618f 8   11   CODE    utf8    _^[YY]Ë\v blocks=Basic Latin,Latin-1 Supplement
369  0x000055b3 0x004061b3 5   6    CODE    ascii   Uh!b@
370  0x000055cc 0x004061cc 4   5    CODE    ascii   ZYYd
371  0x000055d2 0x004061d2 4   5    CODE    ascii   h(b@
372  0x00005628 0x00406228 4   6    CODE    utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
373  0x0000563d 0x0040623d 5   7    CODE    utf8    P\bXÍ@ blocks=Basic Latin,Latin-1 Supplement
374  0x0000565e 0x0040625e 4   6    CODE    utf8    P\bË\b blocks=Basic Latin,Latin-1 Supplement
375  0x000057c4 0x004063c4 4   5    CODE    ascii   ;M\bs
376  0x000057dc 0x004063dc 5   6    CODE    ascii   ";M\bs
377  0x000057f7 0x004063f7 7   8    CODE    ascii   FFF;M\br
378  0x00005804 0x00406404 5   6    CODE    ascii   ^[YY]
379  0x00005821 0x00406421 5   7    CODE    utf8    u\n3\tE
380  0x0000584a 0x0040644a 5   7    CODE    utf8    3Ɋ\f2F blocks=Basic Latin,Latin Extended-B
381  0x00005851 0x00406451 6   8    CODE    utf8    @tl;u\b
382  0x00005890 0x00406490 4   7    CODE    utf8    \vыʋU blocks=Basic Latin,Cyrillic,IPA Extensions
383  0x000058b5 0x004064b5 4   6    CODE    utf8    f\vыM blocks=Basic Latin,Cyrillic
384  0x000058c6 0x004064c6 10  11   CODE    ascii   \fB@;u\bs\t;E
385  0x000058ea 0x004064ea 6   7    CODE    ascii   G;u\bsB
386  0x000058fa 0x004064fa 7   8    CODE    ascii   t0;u\bs5
387  0x00005918 0x00406518 4   5    CODE    ascii   ;u\bs
388  0x0000592a 0x0040652a 7   8    CODE    ascii   u\n@;u\br
389  0x000059cf 0x004065cf 4   5    CODE    ascii   ZYYd
390  0x000059ea 0x004065ea 6   8    CODE    utf8    ^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
391  0x00005a73 0x00406673 4   5    CODE    ascii   ZYYd
392  0x00005a8e 0x0040668e 6   8    CODE    utf8    ^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
393  0x00005ac3 0x004066c3 4   5    CODE    ascii   ZYYd
394  0x00005ade 0x004066de 7   9    CODE    utf8    ^[Y]ÐSV blocks=Basic Latin,Latin-1 Supplement
395  0x00005b38 0x00406738 4   6    CODE    utf8    ^[ÐU blocks=Basic Latin,Latin-1 Supplement
396  0x00005b42 0x00406742 4   6    CODE    utf8    S3҉U blocks=Basic Latin,Cyrillic
397  0x00005b8e 0x0040678e 4   5    CODE    ascii   ZYYd
398  0x00005bee 0x004067ee 4   5    CODE    ascii   ZYYd
399  0x00005d4e 0x0040694e 6   8    CODE    utf8    [Ê\rdvC blocks=Basic Latin,Latin-1 Supplement
400  0x00005d7e 0x0040697e 4   6    CODE    utf8    ápvC blocks=Latin-1 Supplement,Basic Latin
401  0x00005df9 0x004069f9 4   5    CODE    ascii   ZYYd
402  0x00005dff 0x004069ff 4   5    CODE    ascii   h\fj@
403  0x00005e11 0x00406a11 4   5    CODE    ascii   -lvC
404  0x00005e2b 0x00406a2b 4   5    CODE    ascii   K\b[]
405  0x00005e39 0x00406a39 5   6    CODE    ascii   UhYj@
406  0x00005e4d 0x00406a4d 4   5    CODE    ascii   ZYYd
407  0x00005e53 0x00406a53 4   5    CODE    ascii   h`j@
408  0x00005e65 0x00406a65 4   5    CODE    ascii   -tvC
409  0x000063d3 0x00406fd3 4   5    CODE    ascii   QSVW
410  0x000063e4 0x00406fe4 4   6    CODE    utf8    ؋E\bP blocks=Arabic,Basic Latin
411  0x0000641f 0x0040701f 5   6    CODE    ascii   _^[Y]
412  0x0000642d 0x0040702d 5   6    CODE    ascii   UhMp@
413  0x00006441 0x00407041 4   5    CODE    ascii   ZYYd
414  0x00006447 0x00407047 4   5    CODE    ascii   hTp@
415  0x00006459 0x00407059 4   5    CODE    ascii   -xvC
416  0x00006755 0x00407355 5   6    CODE    ascii   Uhus@
417  0x00006769 0x00407369 4   5    CODE    ascii   ZYYd
418  0x0000676f 0x0040736f 4   5    CODE    ascii   h|s@
419  0x00006781 0x00407381 4   5    CODE    ascii   -|vC
420  0x0000678c 0x0040738c 11  12   CODE    ascii   \n\tTFileName
421  0x0000679d 0x0040739d 12  13   CODE    ascii   \nTSearchRecX
422  0x00006816 0x00407416 13  14   CODE    ascii   \tExceptionlt@
423  0x0000686d 0x0040746d 6   7    CODE    ascii   EAbort
424  0x000068c1 0x004074c1 14  15   CODE    ascii   EHeapException
425  0x0000691c 0x0040751c 13  14   CODE    ascii   \fEOutOfMemory
426  0x00006978 0x00407578 12  13   CODE    ascii   \vEInOutError
427  0x000069d0 0x004075d0 10  11   CODE    ascii   \tEExternal
428  0x00006a29 0x00407629 18  19   CODE    ascii   EExternalException
429  0x00006a88 0x00407688 10  11   CODE    ascii   \tEIntError
430  0x00006ae0 0x004076e0 11  12   CODE    ascii   \nEDivByZero
431  0x00006b38 0x00407738 12  13   CODE    ascii   \vERangeError
432  0x00006b90 0x00407790 13  14   CODE    ascii   \fEIntOverflow
433  0x00006bec 0x004077ec 11  12   CODE    ascii   \nEMathError
434  0x00006c44 0x00407844 11  12   CODE    ascii   \nEInvalidOp
435  0x00006c9c 0x0040789c 12  13   CODE    ascii   \vEZeroDivide
436  0x00006cf4 0x004078f4 10  11   CODE    ascii   \tEOverflow
437  0x00006d4c 0x0040794c 11  12   CODE    ascii   \nEUnderflow
438  0x00006da5 0x004079a5 15  16   CODE    ascii   EInvalidPointer
439  0x00006e00 0x00407a00 13  14   CODE    ascii   \fEInvalidCast
440  0x00006e5c 0x00407a5c 14  15   CODE    ascii   \rEConvertError
441  0x00006eb9 0x00407ab9 16  17   CODE    ascii   EAccessViolation
442  0x00006f18 0x00407b18 11  12   CODE    ascii   \nEPrivilege
443  0x00006f71 0x00407b71 14  15   CODE    ascii   EStackOverflow
444  0x00006fcc 0x00407bcc 10  11   CODE    ascii   \tEControlC
445  0x00007024 0x00407c24 14  15   CODE    ascii   \rEVariantError
446  0x00007081 0x00407c81 16  17   CODE    ascii   EAssertionFailed
447  0x000070e1 0x00407ce1 14  15   CODE    ascii   EAbstractError
448  0x0000713d 0x00407d3d 14  15   CODE    ascii   EIntfCastError
449  0x00007198 0x00407d98 9   10   CODE    ascii   \bEOSError
450  0x000071f1 0x00407df1 18  19   CODE    ascii   ESafecallException
451  0x0000721d 0x00407e1d 9   10   CODE    ascii   \bSysUtils
452  0x00007241 0x00407e41 9   10   CODE    ascii   \bSysUtils
453  0x000072a5 0x00407ea5 20  22   CODE    utf8    TThreadLocalCounter̃ blocks=Basic Latin,Combining Diacritical Marks
454  0x00007380 0x00407f80 37  38   CODE    ascii   $TMultiReadExclusiveWriteSynchronizer
455  0x000073fa 0x00407ffa 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
456  0x0000741a 0x0040801a 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
457  0x0000746a 0x0040806a 5   6    CODE    ascii   YZ_^[
458  0x000074ba 0x004080ba 5   6    CODE    ascii   YZ_^[
459  0x0000752f 0x0040812f 5   7    CODE    utf8    [_^Ð9 blocks=Basic Latin,Latin-1 Supplement
460  0x000075dc 0x004081dc 7   9    CODE    utf8    ^[ÐSVWU blocks=Basic Latin,Latin-1 Supplement
461  0x00007628 0x00408228 6   8    CODE    utf8    ]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
462  0x00007687 0x00408287 4   6    CODE    utf8    GHu۳ blocks=Basic Latin,Arabic
463  0x0000768f 0x0040828f 5   7    CODE    utf8    _^[Ð\b blocks=Basic Latin,Latin-1 Supplement
464  0x00007791 0x00408391 4   5    CODE    ascii   0<:r
465  0x000077d7 0x004083d7 5   7    CODE    utf8    P1ҍE\b blocks=Basic Latin,Cyrillic
466  0x00007816 0x00408416 4   6    CODE    utf8     ^Í@ blocks=Basic Latin,Latin-1 Supplement
467  0x00007869 0x00408469 4   5    CODE    ascii   D$\b\v
468  0x00007881 0x00408481 5   7    CODE    utf8    \f^[Í@ blocks=Basic Latin,Latin-1 Supplement
469  0x000078b9 0x004084b9 5   7    CODE    utf8    Z^[Í@ blocks=Basic Latin,Latin-1 Supplement
470  0x000078c5 0x004084c5 4   6    CODE    utf8    ؍T$\b blocks=Arabic,Basic Latin
471  0x00007920 0x00408520 4   6    CODE    utf8    Z^[á blocks=Basic Latin,Latin-1 Supplement
472  0x0000799c 0x0040859c 4   5    CODE    ascii   True
473  0x000079ac 0x004085ac 5   6    CODE    ascii   False
474  0x000079b7 0x004085b7 4   5    CODE    ascii   QSVW
475  0x000079e8 0x004085e8 6   8    CODE    utf8    _^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
476  0x00007ad4 0x004086d4 6   8    CODE    utf8    ^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
477  0x00007af6 0x004086f6 4   5    CODE    ascii   @w2j
478  0x00007b2b 0x0040872b 5   7    CODE    utf8    _^[ÐS blocks=Basic Latin,Latin-1 Supplement
479  0x00007b5c 0x0040875c 4   5    CODE    ascii   SVWQ
480  0x00007b6c 0x0040876c 4   5    CODE    ascii   PWVS
481  0x00007b82 0x00408782 5   6    CODE    ascii   $Z_^[
482  0x00007b88 0x00408788 4   5    CODE    ascii   SVWQ
483  0x00007b98 0x00408798 4   5    CODE    ascii   PWVS
484  0x00007bae 0x004087ae 5   6    CODE    ascii   $Z_^[
485  0x00007bf0 0x004087f0 5   6    CODE    ascii   ^[YY]
486  0x00007cd7 0x004088d7 4   5    CODE    ascii   D$\bP
487  0x00007d00 0x00408900 6   8    CODE    utf8    YZ^[Í@ blocks=Basic Latin,Latin-1 Supplement
488  0x00007d51 0x00408951 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
489  0x00007e06 0x00408a06 9   11   CODE    utf8    $Z^[ÐSVWQ blocks=Basic Latin,Latin-1 Supplement
490  0x00007e56 0x00408a56 8   10   CODE    utf8    Z_^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
491  0x00007e96 0x00408a96 4   8    CODE    utf8    ؋ӸĊ@ blocks=Arabic,Cyrillic,Latin Extended-A,Basic Latin
492  0x00007ed6 0x00408ad6 5   6    CODE    ascii   D$\bPh
493  0x00008007 0x00408c07 4   7    CODE    utf8    @[Ë\t blocks=Basic Latin,Latin-1 Supplement
494  0x00008030 0x00408c30 6   8    CODE    utf8    $ZÐWVS blocks=Basic Latin,Latin-1 Supplement
495  0x00008061 0x00408c61 5   7    CODE    utf8    [^_Í@ blocks=Basic Latin,Latin-1 Supplement
496  0x0000808d 0x00408c8d 5   7    CODE    utf8    $Z^[Ë blocks=Basic Latin,Latin-1 Supplement
497  0x000080d2 0x00408cd2 4   6    CODE    utf8    [^_Ë blocks=Basic Latin,Latin-1 Supplement
498  0x000080f5 0x00408cf5 6   8    CODE    utf8    ZÐWVS\t blocks=Basic Latin,Latin-1 Supplement
499  0x00008145 0x00408d45 5   7    CODE    utf8    [^_Í@ blocks=Basic Latin,Latin-1 Supplement
500  0x00008167 0x00408d67 4   6    CODE    utf8    u\a3\t
501  0x0000818f 0x00408d8f 4   5    CODE    ascii   $Z^[
502  0x000081c9 0x00408dc9 4   6    CODE    utf8    ĉD$  blocks=Latin Extended-A,Basic Latin
503  0x000081e7 0x00408de7 4   5    CODE    ascii   (_^[
504  0x00008220 0x00408e20 5   8    CODE    utf8    ĔS3ۉ] blocks=Latin Extended-A,Basic Latin,Arabic
505  0x00008280 0x00408e80 4   5    CODE    ascii   <:u\n
506  0x00008296 0x00408e96 5   6    CODE    ascii   <.u\n9
507  0x000082be 0x00408ebe 4   5    CODE    ascii   -u\n)
508  0x00008300 0x00408f00 13  14   CODE    ascii   <*t"<0r=<9w9i
509  0x00008588 0x00409188 4   5    CODE    ascii   _^[[
510  0x00008597 0x00409197 4   5    CODE    ascii   QSVW
511  0x000085d5 0x004091d5 5   6    CODE    ascii   _^[Y]
512  0x000086fc 0x004092fc 4   6    CODE    utf8    X^ÐU blocks=Basic Latin,Latin-1 Supplement
513  0x000087b7 0x004093b7 4   5    CODE    ascii   ;E\f~
514  0x000087f0 0x004093f0 6   7    CODE    ascii   INFNAN
515  0x000087fc 0x004093fc 4   6    CODE    utf8    0NÀ} blocks=Basic Latin,Latin-1 Supplement
516  0x000088ba 0x004094ba 4   6    CODE    utf8    *1ۀ} blocks=Basic Latin,Arabic
517  0x000088f6 0x004094f6 5   6    CODE    ascii   Jt\fAu
518  0x0000893b 0x0040953b 10  11   CODE    ascii   QS<$t\a<*t\n
519  0x00008969 0x00409569 100 101  CODE    ascii   $*@@@*$@@@$ *@@* $@@($*)@-$*@@$-*@@$*-@@(*$)@-*$@@*-$@@*$-@@-* $@-$ *@* $-@$ *-@$ -*@*- $@($ *)(* $)
520  0x00008a76 0x00409676 4   6    CODE    utf8    At\tڷ blocks=Basic Latin,Arabic
521  0x00008aaa 0x004096aa 5   6    CODE    ascii   }\by\a1
522  0x00008ab5 0x004096b5 4   5    CODE    ascii   ;}\fr
523  0x00008b3d 0x0040973d 5   7    CODE    utf8    1ɋ}\b\t blocks=Basic Latin,Latin Extended-B
524  0x00008c5f 0x0040985f 6   7    CODE    ascii   <Eu\nFR
525  0x00008cc4 0x004098c4 4   6    CODE    utf8    1Ҭ,: blocks=Basic Latin,Cyrillic
526  0x00008d94 0x00409994 5   8    CODE    utf8    ȍU\vE\b blocks=Latin Extended-B,Basic Latin
527  0x00008dc2 0x004099c2 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
528  0x00008ded 0x004099ed 5   7    CODE    utf8    \f^[Í@ blocks=Basic Latin,Latin-1 Supplement
529  0x00008e19 0x00409a19 5   7    CODE    utf8    \f^[Í@ blocks=Basic Latin,Latin-1 Supplement
530  0x00008e36 0x00409a36 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
531  0x00008e97 0x00409a97 4   5    CODE    ascii   <sGf
532  0x00008e9d 0x00409a9d 4   5    CODE    ascii   <sAf
533  0x00008ee4 0x00409ae4 4   5    CODE    ascii   ^YY]
534  0x00008f24 0x00409b24 6   7    CODE    ascii   _^[YY]
535  0x00008fc2 0x00409bc2 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
536  0x00009010 0x00409c10 4   5    CODE    ascii   \fwwf
537  0x0000901f 0x00409c1f 4   5    CODE    ascii   f;\B
538  0x000090c0 0x00409cc0 8   10   CODE    utf8    $YZ_^[ÐU blocks=Basic Latin,Latin-1 Supplement
539  0x00009259 0x00409e59 4   5    CODE    ascii   @YY]
540  0x000092bd 0x00409ebd 4   6    CODE    utf8    ؋E\bP blocks=Arabic,Basic Latin
541  0x000092d2 0x00409ed2 4   6    CODE    utf8    Y[]Ë blocks=Basic Latin,Latin-1 Supplement
542  0x000092e3 0x00409ee3 5   7    CODE    utf8    ؋E\bPj blocks=Arabic,Basic Latin
543  0x0000933c 0x00409f3c 4   5    CODE    ascii   M\b:Q
544  0x000093d5 0x00409fd5 4   6    CODE    utf8    SV3ɉ blocks=Basic Latin,Latin Extended-B
545  0x0000947c 0x0040a07c 4   5    CODE    ascii   \ru}S
546  0x0000949d 0x0040a09d 4   5    CODE    ascii   =HwC
547  0x000094fe 0x0040a0fe 4   5    CODE    ascii   ZYYd
548  0x00009541 0x0040a141 5   7    CODE    utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
549  0x00009602 0x0040a202 4   5    CODE    ascii   ZYYd
550  0x00009638 0x0040a238 4   5    CODE    ascii   yyyy
551  0x00009646 0x0040a246 10  14   CODE    utf8    SVW3҉UԉU؉E blocks=Basic Latin,Cyrillic,Cyrillic Supplement,Arabic
552  0x000097fe 0x0040a3fe 4   5    CODE    ascii   E\bPU
553  0x0000982b 0x0040a42b 4   5    CODE    ascii   E\bPU
554  0x000098bc 0x0040a4bc 10  11   CODE    ascii   r\nt%HtIHtm
555  0x00009a1f 0x0040a61f 5   8    CODE    utf8    E܋E܀8 blocks=Basic Latin,Syriac
556  0x00009d86 0x0040a986 5   7    CODE    utf8    uыE\bP blocks=Basic Latin,Cyrillic
557  0x00009d8e 0x0040a98e 4   6    CODE    utf8    +U܋E blocks=Basic Latin,Syriac
558  0x00009dcd 0x0040a9cd 4   5    CODE    ascii   ZYYd
559  0x00009df4 0x0040a9f4 5   6    CODE    ascii   AM/PM
560  0x00009e00 0x0040aa00 4   5    CODE    ascii   AMPM
561  0x00009e08 0x0040aa08 4   5    CODE    ascii   AAAA
562  0x00009f32 0x0040ab32 5   6    CODE    ascii   ,\ns\af
563  0x00009f76 0x0040ab76 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
564  0x00009fd5 0x0040abd5 4   5    CODE    ascii   ZYYd
565  0x00009ff2 0x0040abf2 8   10   CODE    utf8    _^[YY]Í@ blocks=Basic Latin,Latin-1 Supplement
566  0x00009ffc 0x0040abfc 4   5    CODE    ascii   SVWQ
567  0x0000a02e 0x0040ac2e 8   10   CODE    utf8    Z_^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
568  0x0000a04e 0x0040ac4e 5   6    CODE    ascii   t\n,\bt
569  0x0000a07a 0x0040ac7a 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
570  0x0000a0c2 0x0040acc2 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
571  0x0000a0c8 0x0040acc8 5   6    CODE    ascii   SVWUQ
572  0x0000a113 0x0040ad13 7   9    CODE    utf8    $Z]_^[Ë blocks=Basic Latin,Latin-1 Supplement
573  0x0000a123 0x0040ad23 4   5    CODE    ascii   =DwC
574  0x0000a17e 0x0040ad7e 10  14   CODE    utf8    SVW3ۉ]؉]܉] blocks=Basic Latin,Arabic,Syriac
575  0x0000a1db 0x0040addb 4   5    CODE    ascii   8gu4
576  0x0000a2aa 0x0040aeaa 4   5    CODE    ascii   r\bt"
577  0x0000a3a3 0x0040afa3 4   5    CODE    ascii   =LwC
578  0x0000a47a 0x0040b07a 4   5    CODE    ascii   ZYYd
579  0x0000a4bc 0x0040b0bc 4   5    CODE    ascii   SVWU
580  0x0000a530 0x0040b130 4   5    CODE    ascii   D$\fP
581  0x0000a572 0x0040b172 4   5    CODE    ascii   D$\fP
582  0x0000a59f 0x0040b19f 4   5    CODE    ascii   D$\fP
583  0x0000a5cc 0x0040b1cc 4   5    CODE    ascii   D$\fP
584  0x0000a64d 0x0040b24d 4   5    CODE    ascii   \fw>f
585  0x0000a655 0x0040b255 4   5    CODE    ascii   \fu\af
586  0x0000a66f 0x0040b26f 4   5    CODE    ascii   D$\nP
587  0x0000a693 0x0040b293 4   5    CODE    ascii   ]_^[
588  0x0000a6df 0x0040b2df 7   9    CODE    utf8    Z^[ÐSVQ blocks=Basic Latin,Latin-1 Supplement
589  0x0000a713 0x0040b313 7   9    CODE    utf8    Z^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
590  0x0000a72b 0x0040b32b 4   6    CODE    utf8    3\tD$
591  0x0000a7b5 0x0040b3b5 5   6    CODE    ascii   T$\bRj
592  0x0000a83c 0x0040b43c 4   5    CODE    ascii   SVWQ
593  0x0000a84c 0x0040b44c 4   7    CODE    utf8    PVW蠷 blocks=Basic Latin,CJK Unified Ideographs
594  0x0000a85f 0x0040b45f 4   5    CODE    ascii   Z_^[
595  0x0000a867 0x0040b467 4   5    CODE    ascii   QSVW
596  0x0000a897 0x0040b497 5   6    CODE    ascii   _^[Y]
597  0x0000a8a5 0x0040b4a5 10  11   CODE    ascii   QQQQQQSVW3
598  0x0000a99a 0x0040b59a 4   5    CODE    ascii   ZYYd
599  0x0000aa20 0x0040b620 4   5    CODE    ascii   \at,C
600  0x0000aa51 0x0040b651 4   5    CODE    ascii   ZYYd
601  0x0000aa6e 0x0040b66e 4   5    CODE    ascii   ^[Y]
602  0x0000aac5 0x0040b6c5 4   6    CODE    utf8    Phĵ@ blocks=Basic Latin,Latin Extended-A
603  0x0000aafb 0x0040b6fb 4   5    CODE    ascii   ZYYd
604  0x0000ab2d 0x0040b72d 8   9    CODE    ascii   QQQQQSVW
605  0x0000acd9 0x0040b8d9 4   5    CODE    ascii   ZYYd
606  0x0000ad1c 0x0040b91c 4   5    CODE    ascii   yyyy
607  0x0000ad2c 0x0040b92c 4   5    CODE    ascii   eeee
608  0x0000af22 0x0040bb22 4   5    CODE    ascii   D$DP
609  0x0000af27 0x0040bb27 4   5    CODE    ascii   D$HP
610  0x0000af42 0x0040bb42 5   6    CODE    ascii   D$PPj
611  0x0000af73 0x0040bb73 4   5    CODE    ascii   D$\bP
612  0x0000af96 0x0040bb96 4   5    CODE    ascii   D$\bP
613  0x0000af9b 0x0040bb9b 5   6    CODE    ascii   D$LPj
614  0x0000afc7 0x0040bbc7 4   5    CODE    ascii   \rHeC
615  0x0000b016 0x0040bc16 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
616  0x0000b062 0x0040bc62 4   5    CODE    ascii   ZYYd
617  0x0000b094 0x0040bc94 5   6    CODE    ascii   _^[Y]
618  0x0000b0d2 0x0040bcd2 4   6    CODE    utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
619  0x0000b12b 0x0040bd2b 4   5    CODE    ascii   ZYYd
620  0x0000b162 0x0040bd62 6   7    CODE    ascii   _^[YY]
621  0x0000b1ab 0x0040bdab 4   5    CODE    ascii   _^[]
622  0x0000b1c5 0x0040bdc5 11  12   CODE    ascii   \tTErrorRec\b
623  0x0000b237 0x0040be37 7   9    CODE    utf8    p\fYZ^[Ë blocks=Basic Latin,Latin-1 Supplement
624  0x0000b245 0x0040be45 12  13   CODE    ascii   \nTExceptRec\b
625  0x0000b2ba 0x0040beba 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
626  0x0000b334 0x0040bf34 4   5    CODE    ascii   ZYYd
627  0x0000b3ac 0x0040bfac 4   5    CODE    ascii   ,tY=
628  0x0000b3c4 0x0040bfc4 5   6    CODE    ascii   t<HtH
629  0x0000b3d3 0x0040bfd3 4   5    CODE    ascii   r3t7
630  0x0000b3e7 0x0040bfe7 4   5    CODE    ascii   t(Ht
631  0x0000b40a 0x0040c00a 13  21   CODE    utf8    ð\að\bð\tð\vð\fð\rð blocks=Latin-1 Supplement,Basic Latin
632  0x0000b5d0 0x0040c1d0 4   5    CODE    ascii   ZYYd
633  0x0000b616 0x0040c216 4   6    CODE    utf8    S3҉U blocks=Basic Latin,Cyrillic
634  0x0000b641 0x0040c241 4   5    CODE    ascii   \br\bt
635  0x0000b6b7 0x0040c2b7 4   5    CODE    ascii   ZYYd
636  0x0000b82c 0x0040c42c 4   5    CODE    ascii   D$\f%
637  0x0000b89d 0x0040c49d 4   5    CODE    ascii   \r,1C
