[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
348  0x00004736 0x00407736 4   5    .bin    ascii   :W4L
349  0x00004747 0x00407747 6   7    .bin    ascii   '_:K3Y
350  0x00004770 0x00407770 4   5    .bin    ascii   iS<\b
351  0x0000479a 0x0040779a 5   6    .bin    ascii   Yl=AY
352  0x00004807 0x00407807 4   7    .bin    utf8    إIؕL blocks=Arabic,Basic Latin
353  0x00004868 0x00407868 5   6    .bin    ascii   x/Nj"
354  0x0000487a 0x0040787a 4   5    .bin    ascii   I{]X
355  0x00004882 0x00407882 5   6    .bin    ascii   Xi&Dm
356  0x000048b6 0x004078b6 5   6    .bin    ascii    ;\a6E
357  0x00004915 0x00407915 4   5    .bin    ascii   ^@'E
358  0x00004932 0x00407932 5   7    .bin    utf8    :hIЮB blocks=Basic Latin,Cyrillic
359  0x00004945 0x00407945 7   8    .bin    ascii   bq=@K?7
360  0x00004967 0x00407967 4   5    .bin    ascii   .C',
361  0x0000499f 0x0040799f 4   6    .bin    utf8    ?>l͠ blocks=Basic Latin,Combining Diacritical Marks
362  0x00004a25 0x00407a25 5   8    .bin    utf8     MPP blocks=Basic Latin,Private Use Area
363  0x00004a35 0x00407a35 4   5    .bin    ascii   R6<m
364  0x00004aa1 0x00407aa1 4   5    .bin    ascii   N'0|
365  0x00004ab0 0x00407ab0 4   5    .bin    ascii   #2vz
366  0x00004ac5 0x00407ac5 5   6    .bin    ascii   @gO=G
367  0x00004ad4 0x00407ad4 4   5    .bin    ascii   pU-s
368  0x00004ad9 0x00407ad9 5   6    .bin    ascii   tzCo<
369  0x00004ae4 0x00407ae4 4   5    .bin    ascii   h{mq
370  0x00004aed 0x00407aed 5   6    .bin    ascii   3\nWq.
371  0x00004b1c 0x00407b1c 4   5    .bin    ascii   "5h6
372  0x00004b97 0x00407b97 8   10   .bin    utf8    ږPw'}"\nH blocks=Arabic,Basic Latin
373  0x00004be6 0x00407be6 4   5    .bin    ascii   Xgf4
374  0x00004c26 0x00407c26 4   6    .bin    utf8    ^1čl blocks=Basic Latin,Latin Extended-A
375  0x00004c56 0x00407c56 5   6    .bin    ascii   UlN'$
376  0x00004c6c 0x00407c6c 4   5    .bin    ascii   8o`Z
377  0x00004c77 0x00407c77 4   5    .bin    ascii   9q$ 
378  0x00004ca7 0x00407ca7 4   5    .bin    ascii   ;=VP
379  0x00004cb2 0x00407cb2 4   5    .bin    ascii   Rk)\v
380  0x00004cea 0x00407cea 4   6    .bin    utf8    Q{pʖ blocks=Basic Latin,IPA Extensions
381  0x00004d10 0x00407d10 5   6    .bin    ascii    0;9v
382  0x00004d4e 0x00407d4e 4   5    .bin    ascii   8k)v
383  0x00004d82 0x00407d82 4   5    .bin    ascii   \rD@|
384  0x00004e00 0x00407e00 5   6    .bin    ascii   11#lX
385  0x00004e35 0x00407e35 4   5    .bin    ascii   "}+\n
386  0x00004e4d 0x00407e4d 4   6    .bin    utf8    gγWP blocks=Basic Latin,Greek and Coptic
387  0x00004e97 0x00407e97 4   5    .bin    ascii   \b-)]
388  0x00004ec1 0x00407ec1 5   6    .bin    ascii    sD|\t
389  0x00004ec7 0x00407ec7 5   8    .bin    utf8    kQn㳛u blocks=Basic Latin,CJK Unified Ideographs Extension A
390  0x00004ed8 0x00407ed8 5   6    .bin    ascii   [?0%\v
391  0x00004f07 0x00407f07 4   5    .bin    ascii   ;imX
392  0x00004f12 0x00407f12 4   5    .bin    ascii   \n"\t:
393  0x00004f39 0x00407f39 5   6    .bin    ascii   #JL1m
394  0x00004feb 0x00407feb 5   7    .bin    utf8    \rŝY' blocks=Basic Latin,Combining Diacritical Marks
395  0x00005035 0x00408035 4   5    .bin    ascii   }e2[
396  0x00005047 0x00408047 4   5    .bin    ascii   \rvmJ
397  0x000050c4 0x004080c4 4   5    .bin    ascii   `j".
398  0x00005166 0x00408166 8   10   .bin    utf8    7"ė)"x-O blocks=Basic Latin,Latin Extended-A
399  0x00005177 0x00408177 4   6    .bin    utf8    >w۩3 blocks=Basic Latin,Arabic
400  0x0000519f 0x0040819f 4   5    .bin    ascii   \bsj<
401  0x000051b9 0x004081b9 6   8    .bin    utf8    >0UϿ4\b blocks=Basic Latin,Greek and Coptic
402  0x000051fc 0x004081fc 5   6    .bin    ascii   assks
403  0x00005237 0x00408237 5   6    .bin    ascii   l1 mZ
404  0x0000524e 0x0040824e 5   8    .bin    utf8    VhSપI blocks=Basic Latin,Gujarati
405  0x000052e9 0x004082e9 4   7    .bin    utf8    褼JCK blocks=CJK Unified Ideographs,Basic Latin
406  0x00005327 0x00408327 7   10   .bin    utf8    Gw@PҜ$ö blocks=Basic Latin,Cyrillic,Latin-1 Supplement
407  0x00005331 0x00408331 4   5    .bin    ascii   8X=Z
408  0x0000533b 0x0040833b 4   5    .bin    ascii   zcr\r
409  0x00005352 0x00408352 5   6    .bin    ascii   i9?WJ
410  0x0000535b 0x0040835b 4   5    .bin    ascii   `^mv
411  0x00005361 0x00408361 5   6    .bin    ascii   DqM\f-
412  0x0000542c 0x0040842c 5   7    .bin    utf8    \ttX/З blocks=Basic Latin,Cyrillic
413  0x0000547b 0x0040847b 10  11   .bin    ascii   {V{Mw\a/YI]
414  0x0000549c 0x0040849c 4   5    .bin    ascii   kK*\r
415  0x000054a2 0x004084a2 4   5    .bin    ascii   Zi=\t
416  0x000054a7 0x004084a7 4   6    .bin    utf8    voΩJ blocks=Basic Latin,Greek and Coptic
417  0x000054da 0x004084da 4   5    .bin    ascii   [\blb
418  0x0000554d 0x0040854d 4   5    .bin    ascii   \c;\n
419  0x00005577 0x00408577 4   5    .bin    ascii   dG3f
420  0x00005580 0x00408580 5   8    .bin    utf8    \bTI[ blocks=Basic Latin,Private Use Area
421  0x0000558f 0x0040858f 4   6    .bin    utf8    G\nɦO blocks=Basic Latin,IPA Extensions
422  0x000055a2 0x004085a2 4   5    .bin    ascii   k!K\a
423  0x00005627 0x00408627 4   5    .bin    ascii   dV>Z
424  0x00005689 0x00408689 4   6    .bin    utf8    r\fKY
425  0x000056aa 0x004086aa 4   7    .bin    utf8    /ЮߠD blocks=Basic Latin,Cyrillic,NKo
426  0x000056bd 0x004086bd 5   6    .bin    ascii   %@&+)
427  0x000056ce 0x004086ce 4   5    .bin    ascii   B(Fg
428  0x00005771 0x00408771 4   5    .bin    ascii   \eT,&
429  0x000057b3 0x004087b3 5   6    .bin    ascii   n*l;f
430  0x000057bd 0x004087bd 4   5    .bin    ascii   G2-u
431  0x000057cf 0x004087cf 5   6    .bin    ascii   teT\ey
432  0x00005822 0x00408822 6   8    .bin    utf8    `đh?(D blocks=Basic Latin,Latin Extended-A
433  0x00005851 0x00408851 5   6    .bin    ascii   wer6k
434  0x00005861 0x00408861 5   7    .bin    utf8    AhX)ޠ blocks=Basic Latin,Thaana
435  0x00005880 0x00408880 5   6    .bin    ascii   2f?X7
436  0x00005924 0x00408924 6   7    .bin    ascii   J}V\e`x
437  0x0000593d 0x0040893d 5   6    .bin    ascii   J\n\tyL
438  0x0000594d 0x0040894d 6   8    .bin    utf8    Wv:βi5 blocks=Basic Latin,Greek and Coptic
439  0x0000595b 0x0040895b 4   5    .bin    ascii   jZUF
440  0x000059b0 0x004089b0 6   8    .bin    utf8    |gENێT blocks=Basic Latin,Arabic
441  0x000059c9 0x004089c9 4   7    .bin    utf8    ,\esᴛ blocks=Basic Latin,Phonetic Extensions
442  0x000059d5 0x004089d5 4   6    .bin    utf8    ve?ƹ blocks=Basic Latin,Latin Extended-B
443  0x000059f0 0x004089f0 4   5    .bin    ascii   6eJ]
444  0x00005a09 0x00408a09 6   8    .bin    utf8     MǮJsf blocks=Basic Latin,Latin Extended-B
445  0x00005a16 0x00408a16 5   6    .bin    ascii   i]=<%
446  0x00005a24 0x00408a24 4   5    .bin    ascii   r#\vh
447  0x00005a36 0x00408a36 4   5    .bin    ascii   3[" 
448  0x00005a97 0x00408a97 5   6    .bin    ascii   vj!Y%
449  0x00005aa5 0x00408aa5 5   7    .bin    utf8    PL\e҆: blocks=Basic Latin,Cyrillic
450  0x00005ab1 0x00408ab1 4   5    .bin    ascii   >as,
451  0x00005aec 0x00408aec 5   6    .bin    ascii   >(G]-
452  0x00005b0e 0x00408b0e 4   5    .bin    ascii   dU&\e
453  0x00005b13 0x00408b13 4   5    .bin    ascii   O}wv
454  0x00005b56 0x00408b56 4   5    .bin    ascii   lkYX
455  0x00005b99 0x00408b99 4   5    .bin    ascii   \bI;3
456  0x00005c00 0x00408c00 5   6    .bin    ascii   QfuP,
457  0x00005c0a 0x00408c0a 5   6    .bin    ascii   LAT!\e
458  0x00005c14 0x00408c14 6   7    .bin    ascii   "0l`I6
459  0x00005c39 0x00408c39 4   6    .bin    utf8    0؋\ap blocks=Basic Latin,Arabic
460  0x00005c67 0x00408c67 6   7    .bin    ascii   Bw}uQ\v
461  0x00005c8e 0x00408c8e 8   9    .bin    ascii   );,[`\a{w
462  0x00005c9b 0x00408c9b 4   5    .bin    ascii   /pTF
463  0x00005d0b 0x00408d0b 4   5    .bin    ascii   .t*\e
464  0x00005d25 0x00408d25 4   6    .bin    utf8    ڰ5W5 blocks=Arabic,Basic Latin
465  0x00005d2b 0x00408d2b 7   9    .bin    utf8    /|sa=״i blocks=Basic Latin,Hebrew
466  0x00005d38 0x00408d38 6   7    .bin    ascii   @:NH2S
467  0x00005d82 0x00408d82 5   7    .bin    utf8    H͡Q\bF blocks=Basic Latin,Combining Diacritical Marks
468  0x00005e07 0x00408e07 5   6    .bin    ascii   Zziuc
469  0x00005e0d 0x00408e0d 4   6    .bin    utf8    A3Aͻ blocks=Basic Latin,Greek and Coptic
470  0x00005e16 0x00408e16 7   9    .bin    utf8    ̝+@Qfq\f blocks=Combining Diacritical Marks,Basic Latin
471  0x00005e2a 0x00408e2a 4   5    .bin    ascii   fceB
472  0x00005e42 0x00408e42 4   5    .bin    ascii   ]9nr
473  0x00005e5f 0x00408e5f 5   6    .bin    ascii   c4S2>
474  0x00005e78 0x00408e78 4   5    .bin    ascii   nFzA
475  0x00005e93 0x00408e93 4   5    .bin    ascii   '<^V
476  0x00005e98 0x00408e98 5   6    .bin    ascii   `<2^d
477  0x00005ebf 0x00408ebf 4   5    .bin    ascii   qI16
478  0x00005f18 0x00408f18 4   7    .bin    utf8    Ŏ (@ blocks=Latin Extended-A,Latin-1 Supplement,Basic Latin
479  0x00005f37 0x00408f37 5   6    .bin    ascii   @|a8n
480  0x00005f49 0x00408f49 4   5    .bin    ascii   O{Cv
481  0x00005f72 0x00408f72 4   6    .bin    utf8    >8ڝp blocks=Basic Latin,Arabic
482  0x00005fb9 0x00408fb9 4   7    .bin    utf8    옻/4q blocks=Hangul Syllables,Basic Latin
483  0x00006000 0x00409000 4   5    .bin    ascii   #*(w
484  0x0000600f 0x0040900f 5   8    .bin    utf8    йL%ȣ& blocks=Cyrillic,Basic Latin,Latin Extended-B
485  0x00006017 0x00409017 5   6    .bin    ascii   $J!ph
486  0x0000608a 0x0040908a 4   5    .bin    ascii   JFBm
487  0x0000609a 0x0040909a 5   6    .bin    ascii   L!44B
488  0x000060a1 0x004090a1 6   7    .bin    ascii   FmMp*R
489  0x000060cb 0x004090cb 4   5    .bin    ascii   p4a`
490  0x000060e9 0x004090e9 4   5    .bin    ascii   O6;/
491  0x000060fe 0x004090fe 8   9    .bin    ascii   xZ$cYWmj
492  0x0000616b 0x0040916b 5   7    .bin    utf8    Ʊ{92\ blocks=Latin Extended-B,Basic Latin
493  0x00006190 0x00409190 6   8    .bin    utf8    KҘYjQD blocks=Basic Latin,Cyrillic
494  0x0000619a 0x0040919a 6   7    .bin    ascii   $o~l\f1
495  0x000061c2 0x004091c2 4   6    .bin    utf8    kƎ=' blocks=Basic Latin,Latin Extended-B
496  0x000061cf 0x004091cf 4   5    .bin    ascii   Nj.G
497  0x00006246 0x00409246 4   5    .bin    ascii   nNy'
498  0x0000624e 0x0040924e 4   5    .bin    ascii   be!6
499  0x0000625e 0x0040925e 4   5    .bin    ascii   4;@}
500  0x00006334 0x00409334 4   6    .bin    utf8    ۿ[Rm blocks=Arabic,Basic Latin
501  0x0000633e 0x0040933e 4   5    .bin    ascii   X9:0
502  0x000063a5 0x004093a5 4   6    .bin    utf8    .\f5Т blocks=Basic Latin,Cyrillic
503  0x000063f0 0x004093f0 7   8    .bin    ascii   lQ5#xey
504  0x000063fb 0x004093fb 4   5    .bin    ascii   t\v#9
505  0x00006438 0x00409438 6   10   .bin    utf8    s쀔AOXɛ blocks=Basic Latin,Hangul Syllables,IPA Extensions
506  0x00006471 0x00409471 5   6    .bin    ascii   0'E~=
507  0x00006501 0x00409501 7   8    .bin    ascii   X3;1E~5
508  0x0000652d 0x0040952d 4   6    .bin    utf8    Rω?D blocks=Basic Latin,Greek and Coptic
509  0x000065c6 0x004095c6 7   8    .bin    ascii   cN=u0Q:
510  0x000065e1 0x004095e1 4   5    .bin    ascii   [SrV
511  0x000065f4 0x004095f4 4   5    .bin    ascii   \tu\rY
512  0x0000660a 0x0040960a 4   7    .bin    utf8    |/K嶺 blocks=Basic Latin,CJK Unified Ideographs
513  0x0000661b 0x0040961b 6   8    .bin    utf8    Af|Bۛ, blocks=Basic Latin,Arabic
514  0x00006624 0x00409624 4   5    .bin    ascii    \adI
515  0x00006636 0x00409636 5   7    .bin    utf8    V5Ojϥ blocks=Basic Latin,Greek and Coptic
516  0x00006648 0x00409648 9   10   .bin    ascii   w#\v\v;_'nc
517  0x000066de 0x004096de 4   5    .bin    ascii   'HQP
518  0x000066f2 0x004096f2 5   6    .bin    ascii   KE*@!
519  0x00006720 0x00409720 4   5    .bin    ascii   9mwc
520  0x000067a3 0x004097a3 4   5    .bin    ascii   KR$A
521  0x0000683c 0x0040983c 4   5    .bin    ascii   Z=Ji
522  0x00006867 0x00409867 5   6    .bin    ascii   \t])/(
523  0x0000687a 0x0040987a 7   8    .bin    ascii   K<q/#VE
524  0x000068a3 0x004098a3 5   6    .bin    ascii   m~7%n
525  0x000068cc 0x004098cc 6   8    .bin    utf8    Qh=>ъ] blocks=Basic Latin,Cyrillic
526  0x000068f2 0x004098f2 5   6    .bin    ascii   \fcpIJ
527  0x00006921 0x00409921 4   5    .bin    ascii   ^la!
528  0x00006931 0x00409931 4   6    .bin    utf8    "Q϶e blocks=Basic Latin,Greek and Coptic
529  0x00006965 0x00409965 4   7    .bin    utf8    ҡ0Vӣ blocks=Cyrillic,Basic Latin
530  0x0000699c 0x0040999c 6   7    .bin    ascii   2:|:"%
531  0x000069a4 0x004099a4 4   5    .bin    ascii   L.bp
532  0x000069bb 0x004099bb 4   5    .bin    ascii   Lu\tt
533  0x000069d3 0x004099d3 4   5    .bin    ascii   G\v^m
534  0x000069e3 0x004099e3 4   6    .bin    utf8    2\n=ύ blocks=Basic Latin,Greek and Coptic
535  0x000069fe 0x004099fe 8   10   .bin    utf8    ѠqRpUOp\r blocks=Cyrillic,Basic Latin
536  0x00006a42 0x00409a42 4   5    .bin    ascii   Sb# 
537  0x00006a49 0x00409a49 5   6    .bin    ascii   E!/1-
538  0x00006a58 0x00409a58 5   7    .bin    utf8    o7Οh0 blocks=Basic Latin,Greek and Coptic
539  0x00006aa2 0x00409aa2 8   9    .bin    ascii   k1Xd|\vrw
540  0x00006ab5 0x00409ab5 7   9    .bin    utf8    \f܁J\n]\fR blocks=Basic Latin,Syriac
541  0x00006b0d 0x00409b0d 5   6    .bin    ascii   {]"ru
542  0x00006b2a 0x00409b2a 5   6    .bin    ascii   \tq8)'
543  0x00006b72 0x00409b72 4   5    .bin    ascii    I~1
544  0x00006b8c 0x00409b8c 4   5    .bin    ascii   f(Cc
545  0x00006bd6 0x00409bd6 5   6    .bin    ascii   ?F)Pu
546  0x00006bf3 0x00409bf3 4   5    .bin    ascii   *6\v:
547  0x00006c66 0x00409c66 4   5    .bin    ascii   , r<
548  0x00006c73 0x00409c73 4   5    .bin    ascii   "'Jc
549  0x00006c95 0x00409c95 5   6    .bin    ascii   Oe2\t\
550  0x00006cd5 0x00409cd5 4   5    .bin    ascii    jOw
551  0x00006d63 0x00409d63 4   6    .bin    utf8    ?IR״ blocks=Basic Latin,Hebrew
552  0x00006dd5 0x00409dd5 5   7    .bin    utf8    פxjW! blocks=Hebrew,Basic Latin
553  0x00006e25 0x00409e25 6   8    .bin    utf8    %[9g?\n
554  0x00006e42 0x00409e42 5   6    .bin    ascii   ZC&x[
555  0x00006e67 0x00409e67 4   5    .bin    ascii   \ar8m
556  0x00006e76 0x00409e76 4   6    .bin    utf8    Ě~+M blocks=Latin Extended-A,Basic Latin
557  0x00006edd 0x00409edd 4   5    .bin    ascii   aeXs
558  0x00006eec 0x00409eec 4   5    .bin    ascii   \nQ.t
559  0x00006ef6 0x00409ef6 4   5    .bin    ascii   ]bLq
560  0x00006f27 0x00409f27 4   5    .bin    ascii   "*&f
561  0x00006f2c 0x00409f2c 4   5    .bin    ascii   >\n.v
562  0x00006fc6 0x00409fc6 4   7    .bin    utf8    {Ogٿ blocks=Basic Latin,Arabic
563  0x00007045 0x0040a045 4   6    .bin    utf8    Sž#6 blocks=Basic Latin,Latin Extended-A
564  0x000070b6 0x0040a0b6 6   8    .bin    utf8    ¨R_{`y blocks=Latin-1 Supplement,Basic Latin
565  0x000070c7 0x0040a0c7 5   6    .bin    ascii   4yZ<5
566  0x00007128 0x0040a128 4   5    .bin    ascii   |$n~
567  0x00007138 0x0040a138 5   6    .bin    ascii   S5(qx
568  0x00007147 0x0040a147 4   5    .bin    ascii   KLS7
569  0x0000718c 0x0040a18c 6   7    .bin    ascii   F14_]K
570  0x000071fe 0x0040a1fe 4   5    .bin    ascii   1ZvS
571  0x0000722e 0x0040a22e 8   9    .bin    ascii   3qg <SWb
572  0x00007241 0x0040a241 5   6    .bin    ascii   DB\bLy
573  0x00007261 0x0040a261 7   8    .bin    ascii   z,e>MQB
574  0x0000727e 0x0040a27e 4   5    .bin    ascii   6-BQ
575  0x00007289 0x0040a289 5   6    .bin    ascii   %jJLL
576  0x000072d3 0x0040a2d3 5   6    .bin    ascii   Rg!!8
577  0x00007305 0x0040a305 6   7    .bin    ascii   p>CFu5
578  0x00007315 0x0040a315 4   5    .bin    ascii   S)\bJ
579  0x0000731e 0x0040a31e 6   7    .bin    ascii   X:\nj\nE
580  0x00007328 0x0040a328 6   10   .bin    utf8    8g|Ꚕuז blocks=Basic Latin,Cyrillic Extended-B,Hebrew
581  0x00007397 0x0040a397 5   6    .bin    ascii   .fpJm
582  0x00007408 0x0040a408 6   8    .bin    utf8    M04ˬ{z blocks=Basic Latin,Spacing Modifier Letters
583  0x00007472 0x0040a472 4   5    .bin    ascii   NyPA
584  0x00007493 0x0040a493 4   5    .bin    ascii   M9Cj
585  0x0000749f 0x0040a49f 4   6    .bin    utf8    \fޠ5C blocks=Basic Latin,Thaana
586  0x000074fa 0x0040a4fa 5   6    .bin    ascii   HGP|Q
587  0x00007500 0x0040a500 4   7    .bin    utf8    ʄݗ~k blocks=IPA Extensions,Arabic Supplement,Basic Latin
588  0x0000753f 0x0040a53f 4   5    .bin    ascii   >~Q8
589  0x00007547 0x0040a547 7   8    .bin    ascii   ;[\b{IFk
590  0x0000755b 0x0040a55b 6   8    .bin    utf8    ~Ņ\v:*# blocks=Basic Latin,Latin Extended-A
591  0x00007581 0x0040a581 4   5    .bin    ascii   4nJl
592  0x0000758b 0x0040a58b 4   6    .bin    utf8    p}ޯ3 blocks=Basic Latin,Thaana
593  0x000075a4 0x0040a5a4 5   6    .bin    ascii   m:Kzd
594  0x000075be 0x0040a5be 5   6    .bin    ascii   \aZ)Vm
595  0x000075ce 0x0040a5ce 8   9    .bin    ascii   Y%\rN,4%w
596  0x000075f3 0x0040a5f3 6   7    .bin    ascii   j\a/VO=
597  0x0000761d 0x0040a61d 5   8    .bin    utf8    э;/߱9 blocks=Cyrillic,Basic Latin,NKo
598  0x00007630 0x0040a630 4   5    .bin    ascii   a"v1
599  0x000076bc 0x0040a6bc 6   9    .bin    utf8    aS"ﶯ(b blocks=Basic Latin,Arabic Presentation Forms-A
600  0x000076fa 0x0040a6fa 5   6    .bin    ascii   IoqR2
601  0x0000772d 0x0040a72d 4   5    .bin    ascii   WK\a 
602  0x0000779f 0x0040a79f 7   8    .bin    ascii   #@';[X+
603  0x000077ab 0x0040a7ab 5   8    .bin    utf8    !T5s頹 blocks=Basic Latin,CJK Unified Ideographs
604  0x000077c9 0x0040a7c9 4   5    .bin    ascii   *+U/
605  0x000077df 0x0040a7df 7   8    .bin    ascii   \vfO\b;B0
606  0x000077fc 0x0040a7fc 4   5    .bin    ascii   *\tc7
607  0x0000780a 0x0040a80a 4   6    .bin    utf8    S2˰C blocks=Basic Latin,Spacing Modifier Letters
608  0x00007853 0x0040a853 5   6    .bin    ascii   q@w94
609  0x00007869 0x0040a869 8   9    .bin    ascii   pxw>\vu#V
610  0x00007893 0x0040a893 4   5    .bin    ascii   \f_~Q
611  0x000078de 0x0040a8de 4   5    .bin    ascii   AEAR
612  0x0000790d 0x0040a90d 6   7    .bin    ascii   bGs`^\f
613  0x00007928 0x0040a928 6   7    .bin    ascii   ))y\t9\
614  0x0000794f 0x0040a94f 5   6    .bin    ascii   m~Ch'
615  0x00007964 0x0040a964 4   5    .bin    ascii   @~@Z
616  0x00007987 0x0040a987 4   5    .bin    ascii   NrFl
617  0x0000799d 0x0040a99d 7   8    .bin    ascii   kr!^,a?
618  0x000079ff 0x0040a9ff 4   6    .bin    utf8    Pgެh blocks=Basic Latin,Thaana
619  0x00007a1f 0x0040aa1f 4   5    .bin    ascii   jO1r
620  0x00007a35 0x0040aa35 5   6    .bin    ascii   P<_d/
621  0x00007a44 0x0040aa44 4   5    .bin    ascii   \t|0n
622  0x00007a79 0x0040aa79 7   8    .bin    ascii   \O?oS{B
623  0x00007ab3 0x0040aab3 4   5    .bin    ascii   \n*2S
624  0x00007ae1 0x0040aae1 4   5    .bin    ascii   YuZY
625  0x00007b05 0x0040ab05 4   5    .bin    ascii   M}\e>
626  0x00007b10 0x0040ab10 4   5    .bin    ascii   k\t@r
627  0x00007b30 0x0040ab30 4   6    .bin    utf8    i.\fO
628  0x00007b70 0x0040ab70 4   5    .bin    ascii   vYz;
629  0x00007b81 0x0040ab81 4   5    .bin    ascii   Z$Rz
630  0x00007bb4 0x0040abb4 4   7    .bin    utf8    \th:슛 blocks=Basic Latin,Hangul Syllables
631  0x00007bc3 0x0040abc3 6   7    .bin    ascii   2PQna!
632  0x00007c04 0x0040ac04 7   10   .bin    utf8    Jjn䍼b\e\b blocks=Basic Latin,CJK Unified Ideographs Extension A
633  0x00007c36 0x0040ac36 4   5    .bin    ascii   GfId
634  0x00007d3d 0x0040ad3d 4   5    .bin    ascii   a`,R
635  0x00007d98 0x0040ad98 4   6    .bin    utf8    s6nN
636  0x00007da2 0x0040ada2 5   6    .bin    ascii   .M\fjs
637  0x00007dd1 0x0040add1 4   6    .bin    utf8    3I*ؿ blocks=Basic Latin,Arabic
638  0x00007e2d 0x0040ae2d 5   7    .bin    utf8    48ڐ1| blocks=Basic Latin,Arabic
639  0x00007e58 0x0040ae58 4   5    .bin    ascii   2Cup
640  0x00007f69 0x0040af69 4   5    .bin    ascii   \rkpM
641  0x00007f9c 0x0040af9c 6   7    .bin    ascii   ;O#\bn$
642  0x00007fa4 0x0040afa4 4   7    .bin    utf8    q몕sP blocks=Basic Latin,Hangul Syllables
643  0x00007fbf 0x0040afbf 4   5    .bin    ascii   uxH@
644  0x00007fee 0x0040afee 5   7    .bin    utf8    ~1[Eǃ blocks=Basic Latin,Latin Extended-B
645  0x00007ff5 0x0040aff5 4   6    .bin    utf8    \t+YȄ blocks=Basic Latin,Latin Extended-B
646  0x00008033 0x0040b033 4   5    .bin    ascii   5'|b
647  0x00008095 0x0040b095 4   5    .bin    ascii   5d{7
648  0x00008111 0x0040b111 5   7    .bin    utf8    \fμJ@\v blocks=Basic Latin,Greek and Coptic
649  0x00008151 0x0040b151 4   6    .bin    utf8    Utު. blocks=Basic Latin,Thaana
650  0x00008166 0x0040b166 4   5    .bin    ascii   eCHv
651  0x00008192 0x0040b192 4   6    .bin    utf8    WNܚ" blocks=Basic Latin,Syriac
652  0x000081df 0x0040b1df 4   5    .bin    ascii   MJM\
653  0x00008216 0x0040b216 4   5    .bin    ascii   tU:/
654  0x00008232 0x0040b232 6   7    .bin    ascii   ?T-,T}
655  0x00008285 0x0040b285 5   6    .bin    ascii   bYk0N
656  0x00008291 0x0040b291 5   7    .bin    utf8    hbחI9 blocks=Basic Latin,Hebrew
657  0x00008322 0x0040b322 5   8    .bin    utf8    ױ=rջ] blocks=Hebrew,Basic Latin,Armenian
658  0x00008331 0x0040b331 4   6    .bin    utf8    -5ԣ\ blocks=Basic Latin,Cyrillic Supplement
659  0x00008373 0x0040b373 5   7    .bin    utf8    pfJx׀ blocks=Basic Latin,Hebrew
660  0x000083e0 0x0040b3e0 6   7    .bin    ascii   {n_R\~
661  0x00008418 0x0040b418 4   5    .bin    ascii   0;F6
662  0x00008478 0x0040b478 4   7    .bin    utf8    .rÆ߰ blocks=Basic Latin,Latin-1 Supplement,NKo
