[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5565 0x000665e8 0x100695e8 4   6    .rsrc   utf8    hՐ'3 blocks=Basic Latin,Armenian
5566 0x00066616 0x10069616 5   6    .rsrc   ascii   hT%oS
5567 0x00066656 0x10069656 6   8    .rsrc   utf8    biۢ}hT blocks=Basic Latin,Arabic
5568 0x0006666d 0x1006966d 4   6    .rsrc   utf8    "iڰ, blocks=Basic Latin,Arabic
5569 0x000666b8 0x100696b8 5   6    .rsrc   ascii   h[?\aP
5570 0x000666f7 0x100696f7 5   6    .rsrc   ascii   F8#9f
5571 0x00066711 0x10069711 7   9    .rsrc   utf8    ƉP*%o7Z blocks=Latin Extended-B,Basic Latin
5572 0x00066767 0x10069767 4   5    .rsrc   ascii   ;)2b
5573 0x00066787 0x10069787 7   8    .rsrc   ascii   *%oS.?h
5574 0x000667a3 0x100697a3 5   7    .rsrc   utf8    BDәUt blocks=Basic Latin,Cyrillic
5575 0x000667ce 0x100697ce 6   7    .rsrc   ascii   >7.>P-
5576 0x000667da 0x100697da 4   6    .rsrc   utf8    Zƹ3A blocks=Basic Latin,Latin Extended-B
5577 0x0006680e 0x1006980e 4   5    .rsrc   ascii   gA9\
5578 0x00066817 0x10069817 4   6    .rsrc   utf8    ͟ZkO blocks=Combining Diacritical Marks,Basic Latin
5579 0x00066823 0x10069823 5   6    .rsrc   ascii   \b\n,\fh
5580 0x00066856 0x10069856 4   6    .rsrc   utf8    .LIД blocks=Basic Latin,Cyrillic
5581 0x00066887 0x10069887 5   6    .rsrc   ascii   A.>T-
5582 0x0006688e 0x1006988e 5   8    .rsrc   utf8    w"iУr blocks=Basic Latin,Cyrillic
5583 0x000668c1 0x100698c1 4   6    .rsrc   utf8    ދ<M? blocks=Thaana,Basic Latin
5584 0x000668c7 0x100698c7 4   5    .rsrc   ascii   uaT$
5585 0x000668d7 0x100698d7 4   8    .rsrc   utf8    @̳J blocks=Private Use Area,Basic Latin,Combining Diacritical Marks
5586 0x000668e3 0x100698e3 5   8    .rsrc   utf8    r)Cͧn blocks=Basic Latin,Combining Diacritical Marks
5587 0x000668eb 0x100698eb 8   9    .rsrc   ascii   O&8j**q8
5588 0x00066911 0x10069911 5   7    .rsrc   utf8    z1I͗v blocks=Basic Latin,Combining Diacritical Marks
5589 0x00066918 0x10069918 7   9    .rsrc   utf8    ˨"~Z60\v blocks=Spacing Modifier Letters,Basic Latin
5590 0x0006697e 0x1006997e 8   13   .rsrc   utf8    MR頍Z2:싗F blocks=Basic Latin,CJK Unified Ideographs,Hangul Syllables
5591 0x000669b4 0x100699b4 11  13   .rsrc   utf8    Kͧry!F]8j>k blocks=Basic Latin,Combining Diacritical Marks
5592 0x000669e9 0x100699e9 4   5    .rsrc   ascii   Mu/W
5593 0x00066a13 0x10069a13 4   6    .rsrc   utf8    ؆w"= blocks=Arabic,Basic Latin
5594 0x00066a22 0x10069a22 6   7    .rsrc   ascii   9IK\a9[
5595 0x00066a3b 0x10069a3b 4   5    .rsrc   ascii   </9^
5596 0x00066a40 0x10069a40 8   11   .rsrc   utf8    ҖSLKX?[Թ blocks=Cyrillic,Basic Latin,Armenian
5597 0x00066a53 0x10069a53 4   8    .rsrc   utf8    褯ǇF8 blocks=CJK Unified Ideographs,Latin Extended-B,Basic Latin
5598 0x00066aad 0x10069aad 4   6    .rsrc   utf8    u_^ߴ blocks=Basic Latin,NKo
5599 0x00066b47 0x10069b47 4   5    .rsrc   ascii   p\f96
5600 0x00066b81 0x10069b81 6   8    .rsrc   utf8    LҖQ<sQ blocks=Basic Latin,Cyrillic
5601 0x00066c3d 0x10069c3d 4   5    .rsrc   ascii   P*u8
5602 0x00066c4d 0x10069c4d 4   5    .rsrc   ascii   3QKL
5603 0x00066c56 0x10069c56 7   8    .rsrc   ascii   T{\vVFFM
5604 0x00066c62 0x10069c62 6   7    .rsrc   ascii   QKl+OL
5605 0x00066c6d 0x10069c6d 4   5    .rsrc   ascii   va/]
5606 0x00066c90 0x10069c90 4   5    .rsrc   ascii   QK24
5607 0x00066cb3 0x10069cb3 8   9    .rsrc   ascii   {\vrFFM\e<
5608 0x00066cc2 0x10069cc2 4   5    .rsrc   ascii   KL_]
5609 0x00066cd9 0x10069cd9 4   5    .rsrc   ascii   K9[U
5610 0x00066d18 0x10069d18 4   5    .rsrc   ascii   h+d2
5611 0x00066d31 0x10069d31 6   10   .rsrc   utf8    ,KЕo8荭 blocks=Basic Latin,Cyrillic,CJK Unified Ideographs
5612 0x00066d76 0x10069d76 4   5    .rsrc   ascii   \t#`o
5613 0x00066d94 0x10069d94 6   10   .rsrc   utf8    &ЈWܛEց blocks=Basic Latin,Cyrillic,Syriac,Armenian
5614 0x00066dc9 0x10069dc9 5   6    .rsrc   ascii   W2b-\e
5615 0x00066dcf 0x10069dcf 10  13   .rsrc   utf8    ƏT%owfsюQT blocks=Latin Extended-B,Basic Latin,Cyrillic
5616 0x00066e05 0x10069e05 4   6    .rsrc   utf8    LҖO\b blocks=Basic Latin,Cyrillic
5617 0x00066e97 0x10069e97 5   6    .rsrc   ascii    W\nb=
5618 0x00066ea0 0x10069ea0 6   7    .rsrc   ascii   T%og:U
5619 0x00066edf 0x10069edf 4   6    .rsrc   utf8    \niڹ4 blocks=Basic Latin,Arabic
5620 0x00066efb 0x10069efb 4   5    .rsrc   ascii   \bRVq
5621 0x00066f20 0x10069f20 6   7    .rsrc   ascii   K\aW2be
5622 0x00066f2b 0x10069f2b 6   7    .rsrc   ascii   5o?P?h
5623 0x00066f37 0x10069f37 7   8    .rsrc   ascii   {\vFFFM~
5624 0x00066f68 0x10069f68 5   6    .rsrc   ascii   9Vhm3
5625 0x00066f7a 0x10069f7a 4   5    .rsrc   ascii   XU8k
5626 0x00066f7f 0x10069f7f 4   5    .rsrc   ascii   ^!"1
5627 0x00066f9c 0x10069f9c 4   5    .rsrc   ascii   dT%o
5628 0x00066ffe 0x10069ffe 4   7    .rsrc   utf8    o|㝭B blocks=Basic Latin,CJK Unified Ideographs Extension A
5629 0x00067013 0x1006a013 5   7    .rsrc   utf8    3qKLҊ blocks=Basic Latin,Cyrillic
5630 0x0006701d 0x1006a01d 6   7    .rsrc   ascii   [\vvFFM
5631 0x00067026 0x1006a026 4   5    .rsrc   ascii   LuQK
5632 0x00067095 0x1006a095 5   7    .rsrc   utf8    \tڊ54* blocks=Basic Latin,Arabic
5633 0x000670c9 0x1006a0c9 4   5    .rsrc   ascii   m`+M
5634 0x000670e0 0x1006a0e0 5   6    .rsrc   ascii   QK,"D
5635 0x00067104 0x1006a104 5   6    .rsrc   ascii   /]\nbm
5636 0x0006710c 0x1006a10c 4   6    .rsrc   utf8    hծ?3 blocks=Basic Latin,Armenian
5637 0x00067115 0x1006a115 12  14   .rsrc   utf8    vЈW"K\vBFFMu> blocks=Basic Latin,Cyrillic
5638 0x0006715a 0x1006a15a 6   8    .rsrc   utf8    \nЈWds7 blocks=Basic Latin,Cyrillic
5639 0x00067179 0x1006a179 4   6    .rsrc   utf8    jͽs6 blocks=Basic Latin,Greek and Coptic
5640 0x0006719f 0x1006a19f 12  14   .rsrc   utf8    vЈW"K\vjFFMu& blocks=Basic Latin,Cyrillic
5641 0x0006720f 0x1006a20f 6   7    .rsrc   ascii   KCWV.w
5642 0x0006724e 0x1006a24e 4   5    .rsrc   ascii   hl}R
5643 0x00067258 0x1006a258 4   5    .rsrc   ascii   /<sM
5644 0x00067286 0x1006a286 4   5    .rsrc   ascii   ]\fs1
5645 0x0006728b 0x1006a28b 4   6    .rsrc   utf8    /ֹ2i blocks=Basic Latin,Hebrew
5646 0x00067297 0x1006a297 4   5    .rsrc   ascii   3}KL
5647 0x000672a2 0x1006a2a2 4   5    .rsrc   ascii   tVFF
5648 0x00067317 0x1006a317 5   7    .rsrc   utf8    {\fCwΉ blocks=Basic Latin,Greek and Coptic
5649 0x0006731e 0x1006a31e 4   5    .rsrc   ascii   \-oc
5650 0x00067350 0x1006a350 4   5    .rsrc   ascii   t LS
5651 0x00067392 0x1006a392 7   8    .rsrc   ascii   u{(GKLS
5652 0x0006739d 0x1006a39d 7   8    .rsrc   ascii   /e@W2b}
5653 0x000673fc 0x1006a3fc 4   5    .rsrc   ascii   _EF&
5654 0x00067468 0x1006a468 4   6    .rsrc   utf8    d/w֙ blocks=Basic Latin,Hebrew
5655 0x00067496 0x1006a496 4   5    .rsrc   ascii   i/\t#
5656 0x0006749c 0x1006a49c 4   5    .rsrc   ascii   U%NF
5657 0x000674c7 0x1006a4c7 4   5    .rsrc   ascii   (\rl/
5658 0x0006754b 0x1006a54b 4   5    .rsrc   ascii   oh%`
5659 0x00067554 0x1006a554 7   8    .rsrc   ascii   \vW\nbi4<
5660 0x00067599 0x1006a599 5   6    .rsrc   ascii   /W\nbe
5661 0x000675b1 0x1006a5b1 4   5    .rsrc   ascii   W2be
5662 0x000675e0 0x1006a5e0 4   5    .rsrc   ascii   ^Edn
5663 0x000675e9 0x1006a5e9 5   7    .rsrc   utf8    M~UK͞ blocks=Basic Latin,Combining Diacritical Marks
5664 0x00067609 0x1006a609 5   6    .rsrc   ascii   eQP/]
5665 0x0006764d 0x1006a64d 4   6    .rsrc   utf8    ֠+vk blocks=Hebrew,Basic Latin
5666 0x00067672 0x1006a672 4   5    .rsrc   ascii   Y?\vP
5667 0x0006768d 0x1006a68d 4   6    .rsrc   utf8    \a9F]
5668 0x00067696 0x1006a696 4   7    .rsrc   utf8    Тb^ƪ blocks=Cyrillic,Basic Latin,Latin Extended-B
5669 0x000676c4 0x1006a6c4 5   6    .rsrc   ascii   coFVM
5670 0x000676ef 0x1006a6ef 7   9    .rsrc   utf8    Wݯ~)2b\t blocks=Basic Latin,Arabic Supplement
5671 0x000676f8 0x1006a6f8 11  14   .rsrc   utf8    ƉL*%owp_.І[ blocks=Latin Extended-B,Basic Latin,Cyrillic
5672 0x0006775f 0x1006a75f 4   6    .rsrc   utf8    \vŅXX blocks=Basic Latin,Latin Extended-A
5673 0x00067770 0x1006a770 5   6    .rsrc   ascii   ok.?h
5674 0x0006779b 0x1006a79b 5   6    .rsrc   ascii   d*$CE
5675 0x000677bc 0x1006a7bc 4   5    .rsrc   ascii   4\f\a%
5676 0x000677f4 0x1006a7f4 4   5    .rsrc   ascii   R_Kz
5677 0x00067807 0x1006a807 4   5    .rsrc   ascii   '.kT
5678 0x0006780c 0x1006a80c 4   5    .rsrc   ascii   h$-)
5679 0x0006782c 0x1006a82c 5   8    .rsrc   utf8    Ǘb[ͫV blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
5680 0x0006789a 0x1006a89a 4   5    .rsrc   ascii   ny7Z
5681 0x000678aa 0x1006a8aa 4   6    .rsrc   utf8    {K?މ blocks=Basic Latin,Thaana
5682 0x000678d3 0x1006a8d3 7   8    .rsrc   ascii   T{\vvFFM
5683 0x000678f8 0x1006a8f8 6   8    .rsrc   utf8    3͘E-iQ blocks=Basic Latin,Combining Diacritical Marks
5684 0x0006791a 0x1006a91a 5   6    .rsrc   ascii   &W2bq
5685 0x00067958 0x1006a958 4   5    .rsrc   ascii   Gi/\t
5686 0x000679b6 0x1006a9b6 4   5    .rsrc   ascii   Q\fs]
5687 0x000679c3 0x1006a9c3 4   5    .rsrc   ascii   LUQK
5688 0x00067a0d 0x1006aa0d 4   5    .rsrc   ascii   nKLS
5689 0x00067a17 0x1006aa17 5   6    .rsrc   ascii   bW2bi
5690 0x00067ae8 0x1006aae8 4   5    .rsrc   ascii   &K0'
5691 0x00067af4 0x1006aaf4 5   9    .rsrc   utf8    o,֓Ј֩ blocks=Basic Latin,Hebrew,Cyrillic
5692 0x00067b9d 0x1006ab9d 6   7    .rsrc   ascii   {\v~FFM
5693 0x00067bfa 0x1006abfa 5   7    .rsrc   utf8    *|?0̊ blocks=Basic Latin,Combining Diacritical Marks
5694 0x00067c02 0x1006ac02 6   8    .rsrc   utf8    ,\n$=Еo blocks=Basic Latin,Cyrillic
5695 0x00067c2f 0x1006ac2f 5   7    .rsrc   utf8    mKՐ/3 blocks=Basic Latin,Armenian
5696 0x00067c8f 0x1006ac8f 4   5    .rsrc   ascii   K|Uo
5697 0x00067d16 0x1006ad16 4   6    .rsrc   utf8    6\bQʓ blocks=Basic Latin,IPA Extensions
5698 0x00067d1d 0x1006ad1d 5   7    .rsrc   utf8    LҖn`W blocks=Basic Latin,Cyrillic
5699 0x00067d65 0x1006ad65 6   7    .rsrc   ascii   6^"f8k
5700 0x00067d6c 0x1006ad6c 4   5    .rsrc   ascii   f^f\f
5701 0x00067d8b 0x1006ad8b 4   5    .rsrc   ascii   uk/C
5702 0x00067da2 0x1006ada2 4   5    .rsrc   ascii   QLV.
5703 0x00067e80 0x1006ae80 6   7    .rsrc   ascii   bz~,E\
5704 0x00067e8c 0x1006ae8c 5   7    .rsrc   utf8    opMVӈ blocks=Basic Latin,Cyrillic
5705 0x00067ec5 0x1006aec5 4   6    .rsrc   utf8    rǳ,1 blocks=Basic Latin,Latin Extended-B
5706 0x00067edc 0x1006aedc 5   6    .rsrc   ascii   @FBz}
5707 0x00067f28 0x1006af28 4   6    .rsrc   utf8    \rҏ\eT blocks=Basic Latin,Cyrillic
5708 0x00067f4e 0x1006af4e 5   6    .rsrc   ascii   )2byu
5709 0x00067f8d 0x1006af8d 4   5    .rsrc   ascii   8Oc"
5710 0x00067fba 0x1006afba 4   8    .rsrc   utf8    ƃ٨i۳ blocks=Latin Extended-B,Arabic,Basic Latin
5711 0x00067fe5 0x1006afe5 4   5    .rsrc   ascii   KLQz
5712 0x00067fff 0x1006afff 5   7    .rsrc   utf8    ~XȨ"| blocks=Basic Latin,Latin Extended-B
5713 0x00068011 0x1006b011 4   5    .rsrc   ascii   3}KL
5714 0x0006809d 0x1006b09d 8   9    .rsrc   ascii   KLWVn3q0
5715 0x000680e2 0x1006b0e2 6   7    .rsrc   ascii   ~J;K-w
5716 0x000680e9 0x1006b0e9 9   10   .rsrc   ascii   "K\v~FFMu&
5717 0x00068102 0x1006b102 7   8    .rsrc   ascii   \a)2b5u>
5718 0x00068154 0x1006b154 4   5    .rsrc   ascii   RyEh
5719 0x00068194 0x1006b194 5   6    .rsrc   ascii   >^dSu
5720 0x000681d5 0x1006b1d5 6   8    .rsrc   utf8    !Ų,%-k blocks=Basic Latin,Latin Extended-A
5721 0x000681e0 0x1006b1e0 4   5    .rsrc   ascii   \t*F\
5722 0x000681fa 0x1006b1fa 4   5    .rsrc   ascii   C\t"-
5723 0x00068200 0x1006b200 4   6    .rsrc   utf8    <Ձ\b\n blocks=Basic Latin,Armenian
5724 0x000682a2 0x1006b2a2 4   5    .rsrc   ascii   zwMu
5725 0x000682b5 0x1006b2b5 6   8    .rsrc   utf8    Ӕj.|.; blocks=Cyrillic,Basic Latin
5726 0x000682e6 0x1006b2e6 5   7    .rsrc   utf8    'FF̋N blocks=Basic Latin,Combining Diacritical Marks
5727 0x00068336 0x1006b336 4   6    .rsrc   utf8    bь\t& blocks=Basic Latin,Cyrillic
5728 0x000683b8 0x1006b3b8 5   7    .rsrc   utf8    ƻN&-% blocks=Latin Extended-B,Basic Latin
5729 0x000683e2 0x1006b3e2 4   5    .rsrc   ascii   #)3N
5730 0x00068406 0x1006b406 4   5    .rsrc   ascii   3TLS
5731 0x00068414 0x1006b414 6   7    .rsrc   ascii   \n/0,--
5732 0x00068429 0x1006b429 4   5    .rsrc   ascii   #1M/
5733 0x00068445 0x1006b445 4   5    .rsrc   ascii   QxT$
5734 0x00068477 0x1006b477 7   8    .rsrc   ascii   _A.>D-F
5735 0x0006848b 0x1006b48b 4   5    .rsrc   ascii   x*$G
5736 0x00068499 0x1006b499 5   7    .rsrc   utf8    8j*d̆ blocks=Basic Latin,Combining Diacritical Marks
5737 0x000684a2 0x1006b4a2 4   7    .rsrc   utf8    鐭Tv. blocks=CJK Unified Ideographs,Basic Latin
5738 0x000684b1 0x1006b4b1 5   6    .rsrc   ascii   j*-,v
5739 0x000684b7 0x1006b4b7 4   5    .rsrc   ascii   1ix\
5740 0x000684c0 0x1006b4c0 4   6    .rsrc   utf8    ?Ǡ]O blocks=Basic Latin,Latin Extended-B
5741 0x0006850e 0x1006b50e 5   7    .rsrc   utf8    ',jĻb blocks=Basic Latin,Latin Extended-A
5742 0x00068539 0x1006b539 4   5    .rsrc   ascii   "8jj
5743 0x0006855e 0x1006b55e 5   6    .rsrc   ascii   R= \t>
5744 0x00068584 0x1006b584 6   8    .rsrc   utf8    86c>eՖ blocks=Basic Latin,Armenian
5745 0x000685aa 0x1006b5aa 4   5    .rsrc   ascii   \t"iW
5746 0x000685f8 0x1006b5f8 5   10   .rsrc   utf8    Җ3鐥ʍ. blocks=Cyrillic,Basic Latin,CJK Unified Ideographs,IPA Extensions
5747 0x00068607 0x1006b607 5   6    .rsrc   ascii   tC8j6
5748 0x0006861a 0x1006b61a 5   7    .rsrc   utf8    ;b/w֨ blocks=Basic Latin,Hebrew
5749 0x0006862a 0x1006b62a 6   7    .rsrc   ascii   UQ R)2
5750 0x00068679 0x1006b679 6   7    .rsrc   ascii   L4)g/]
5751 0x00068689 0x1006b689 4   5    .rsrc   ascii   \e,CL
5752 0x00068702 0x1006b702 4   6    .rsrc   utf8    QŋpW blocks=Basic Latin,Latin Extended-A
5753 0x0006873c 0x1006b73c 5   6    .rsrc   ascii   j-1Xl
5754 0x00068776 0x1006b776 4   6    .rsrc   utf8    8֨O< blocks=Basic Latin,Hebrew
5755 0x000687f3 0x1006b7f3 4   6    .rsrc   utf8    ٭h*$ blocks=Arabic,Basic Latin
5756 0x00068805 0x1006b805 4   5    .rsrc   ascii   ozFM
5757 0x00068850 0x1006b850 4   5    .rsrc   ascii   ]kT$
5758 0x0006885b 0x1006b85b 4   5    .rsrc   ascii   $WP;
5759 0x00068860 0x1006b860 6   10   .rsrc   utf8    V̋FA\a blocks=Private Use Area,Basic Latin,Combining Diacritical Marks
5760 0x00068890 0x1006b890 4   6    .rsrc   utf8    FF̋J blocks=Basic Latin,Combining Diacritical Marks
5761 0x00068926 0x1006b926 5   7    .rsrc   utf8    K͟fRR blocks=Basic Latin,Combining Diacritical Marks
5762 0x00068940 0x1006b940 5   7    .rsrc   utf8    6/w֨\v blocks=Basic Latin,Hebrew
5763 0x00068949 0x1006b949 6   8    .rsrc   utf8    FƻF&-% blocks=Basic Latin,Latin Extended-B
5764 0x00068975 0x1006b975 4   5    .rsrc   ascii   wZ$O
5765 0x00068997 0x1006b997 4   6    .rsrc   utf8    b!^ђ blocks=Basic Latin,Cyrillic
5766 0x000689b4 0x1006b9b4 4   5    .rsrc   ascii   ,T\e`
5767 0x000689e5 0x1006b9e5 4   5    .rsrc   ascii   %~Z.
5768 0x00068a2c 0x1006ba2c 4   6    .rsrc   utf8    УN,M blocks=Cyrillic,Basic Latin
5769 0x00068a48 0x1006ba48 4   5    .rsrc   ascii   N'Nh
5770 0x00068a55 0x1006ba55 4   5    .rsrc   ascii   (P}x
5771 0x00068aa6 0x1006baa6 5   6    .rsrc   ascii   j-)aq
5772 0x00068acb 0x1006bacb 4   5    .rsrc   ascii   )tj&
5773 0x00068ae4 0x1006bae4 4   6    .rsrc   utf8    Zڹ3Y blocks=Basic Latin,Arabic
5774 0x00068b08 0x1006bb08 4   5    .rsrc   ascii   .>\-
5775 0x00068b0e 0x1006bb0e 6   8    .rsrc   utf8    w"թ~>N blocks=Basic Latin,Armenian
5776 0x00068b60 0x1006bb60 4   6    .rsrc   utf8    u(WД blocks=Basic Latin,Cyrillic
5777 0x00068bab 0x1006bbab 4   6    .rsrc   utf8    \t"ǁ` blocks=Basic Latin,Latin Extended-B
5778 0x00068c05 0x1006bc05 4   5    .rsrc   ascii   fKLS
5779 0x00068c0a 0x1006bc0a 4   5    .rsrc   ascii   88^+
5780 0x00068c79 0x1006bc79 4   5    .rsrc   ascii   \vK:Q
5781 0x00068c80 0x1006bc80 5   6    .rsrc   ascii   c//\a#
5782 0x00068d28 0x1006bd28 5   7    .rsrc   utf8    Ѳ,-%4 blocks=Cyrillic,Basic Latin
5783 0x00068d30 0x1006bd30 4   5    .rsrc   ascii   . \t"
5784 0x00068d58 0x1006bd58 5   6    .rsrc   ascii   l\r!Wx
5785 0x00068d8f 0x1006bd8f 4   6    .rsrc   utf8    %`Yͻ blocks=Basic Latin,Greek and Coptic
5786 0x00068dac 0x1006bdac 4   5    .rsrc   ascii   3$W3
5787 0x00068dbb 0x1006bdbb 4   8    .rsrc   utf8    Kͧ*ᅦ blocks=Basic Latin,Combining Diacritical Marks,Hangul Jamo
5788 0x00068dd3 0x1006bdd3 4   6    .rsrc   utf8    LҖQq blocks=Basic Latin,Cyrillic
5789 0x00068df4 0x1006bdf4 7   9    .rsrc   utf8    FFƻV&-) blocks=Basic Latin,Latin Extended-B
5790 0x00068e1b 0x1006be1b 4   5    .rsrc   ascii   8SL"
5791 0x00068e5b 0x1006be5b 7   9    .rsrc   utf8    9|HҖ[xd blocks=Basic Latin,Cyrillic
5792 0x00068ecd 0x1006becd 8   9    .rsrc   ascii   @.>PYl[y
5793 0x00068ee0 0x1006bee0 5   6    .rsrc   ascii   d*$C@
5794 0x00068f5d 0x1006bf5d 5   6    .rsrc   ascii   ,\t"!*
5795 0x00068f7d 0x1006bf7d 6   8    .rsrc   utf8    ƻJ&-%9 blocks=Latin Extended-B,Basic Latin
5796 0x00068fbe 0x1006bfbe 5   7    .rsrc   utf8    ǋrFM} blocks=Latin Extended-B,Basic Latin
5797 0x00068fc5 0x1006bfc5 4   5    .rsrc   ascii   ]hV4
5798 0x00068fe1 0x1006bfe1 4   7    .rsrc   utf8    b)çӖ blocks=Basic Latin,Latin-1 Supplement,Cyrillic
5799 0x00068fe8 0x1006bfe8 4   6    .rsrc   utf8    ͫ8O( blocks=Combining Diacritical Marks,Basic Latin
5800 0x00068ff8 0x1006bff8 5   6    .rsrc   ascii   *;KLS
5801 0x00069009 0x1006c009 4   6    .rsrc   utf8    JE8Į blocks=Basic Latin,Latin Extended-A
5802 0x0006904f 0x1006c04f 4   5    .rsrc   ascii   j--t
5803 0x0006907d 0x1006c07d 4   5    .rsrc   ascii   ,-)c
5804 0x0006908b 0x1006c08b 4   6    .rsrc   utf8    c~$ց blocks=Basic Latin,Armenian
5805 0x000690b0 0x1006c0b0 4   5    .rsrc   ascii   ?s!\a
5806 0x000690d2 0x1006c0d2 4   5    .rsrc   ascii   y]3J
5807 0x000690e4 0x1006c0e4 4   7    .rsrc   utf8    ЈԸ\e/ blocks=Cyrillic,Armenian,Basic Latin
5808 0x000690fb 0x1006c0fb 4   5    .rsrc   ascii   hBW\f
5809 0x00069100 0x1006c100 4   5    .rsrc   ascii   #W\vJ
5810 0x00069111 0x1006c111 4   5    .rsrc   ascii   b.wJ
5811 0x00069116 0x1006c116 5   6    .rsrc   ascii   ~b"V\n
5812 0x00069129 0x1006c129 5   8    .rsrc   utf8    ވ֨\aDU blocks=Thaana,Hebrew,Basic Latin
5813 0x00069132 0x1006c132 5   7    .rsrc   utf8    ̋JC3/ blocks=Combining Diacritical Marks,Basic Latin
5814 0x0006914e 0x1006c14e 4   5    .rsrc   ascii   T$[n
5815 0x00069164 0x1006c164 4   5    .rsrc   ascii   -)[!
5816 0x00069171 0x1006c171 4   5    .rsrc   ascii   ,vj*
5817 0x00069180 0x1006c180 4   5    .rsrc   ascii   U~LS
5818 0x0006918f 0x1006c18f 6   7    .rsrc   ascii   {ej-%n
5819 0x000691ad 0x1006c1ad 4   8    .rsrc   utf8    褳Ǉb[ blocks=CJK Unified Ideographs,Latin Extended-B,Basic Latin
5820 0x000691e9 0x1006c1e9 5   6    .rsrc   ascii   3QuH&
5821 0x00069247 0x1006c247 5   6    .rsrc   ascii   PU 9\
5822 0x00069260 0x1006c260 4   5    .rsrc   ascii   l\r)[
5823 0x000692d6 0x1006c2d6 4   6    .rsrc   utf8    1KЕo blocks=Basic Latin,Cyrillic
5824 0x000692eb 0x1006c2eb 4   5    .rsrc   ascii   (M7K
5825 0x0006932a 0x1006c32a 4   5    .rsrc   ascii   bz9@
5826 0x00069384 0x1006c384 4   5    .rsrc   ascii   3qq\a
5827 0x000693ff 0x1006c3ff 4   6    .rsrc   utf8    RՐ/3 blocks=Basic Latin,Armenian
5828 0x00069410 0x1006c410 4   5    .rsrc   ascii   bz<3
5829 0x00069418 0x1006c418 6   8    .rsrc   utf8    uwHŒ>S blocks=Basic Latin,Latin Extended-A
5830 0x00069425 0x1006c425 5   6    .rsrc   ascii   /W2bq
5831 0x00069473 0x1006c473 4   5    .rsrc   ascii   T%oS
5832 0x0006948f 0x1006c48f 4   6    .rsrc   utf8    YbҖQ blocks=Basic Latin,Cyrillic
5833 0x000694e5 0x1006c4e5 4   6    .rsrc   utf8    LşB" blocks=Basic Latin,Latin Extended-A
5834 0x00069516 0x1006c516 4   6    .rsrc   utf8    _pь\b blocks=Basic Latin,Cyrillic
5835 0x00069530 0x1006c530 5   7    .rsrc   utf8    o|a"ۻ blocks=Basic Latin,Arabic
5836 0x0006953a 0x1006c53a 4   5    .rsrc   ascii   [~wM
5837 0x0006959d 0x1006c59d 7   9    .rsrc   utf8     T%o_¹C blocks=Basic Latin,Latin-1 Supplement
5838 0x000695ad 0x1006c5ad 6   9    .rsrc   utf8    և"iڸ,, blocks=Armenian,Basic Latin,Arabic
5839 0x000695e9 0x1006c5e9 5   7    .rsrc   utf8    >ҙTnW blocks=Basic Latin,Cyrillic
5840 0x000695f2 0x1006c5f2 4   5    .rsrc   ascii   (t4!
5841 0x00069609 0x1006c609 4   5    .rsrc   ascii   \vFFM
5842 0x00069661 0x1006c661 5   6    .rsrc   ascii   oX? R
5843 0x00069672 0x1006c672 5   6    .rsrc   ascii   oPYG/
5844 0x000696ee 0x1006c6ee 4   7    .rsrc   utf8    ТbnƩ blocks=Cyrillic,Basic Latin,Latin Extended-B
5845 0x000697cc 0x1006c7cc 6   8    .rsrc   utf8    MҖY\fsA blocks=Basic Latin,Cyrillic
5846 0x000697e2 0x1006c7e2 4   5    .rsrc   ascii   KL-"
5847 0x000697f3 0x1006c7f3 4   5    .rsrc   ascii   8=vg
5848 0x000697fc 0x1006c7fc 5   7    .rsrc   utf8    \nЈW2[ blocks=Basic Latin,Cyrillic
5849 0x000698b7 0x1006c8b7 4   5    .rsrc   ascii   tN~[
5850 0x000698cc 0x1006c8cc 4   5    .rsrc   ascii   Q\fsQ
5851 0x000698d9 0x1006c8d9 4   5    .rsrc   ascii   LYQK
5852 0x0006991c 0x1006c91c 6   7    .rsrc   ascii   u)LQQK
5853 0x0006997c 0x1006c97c 5   7    .rsrc   utf8    u#˭HL blocks=Basic Latin,Spacing Modifier Letters
5854 0x000699c5 0x1006c9c5 4   5    .rsrc   ascii   Ka?r
5855 0x000699cc 0x1006c9cc 8   9    .rsrc   ascii   \K\vFFFM\
5856 0x00069a41 0x1006ca41 5   7    .rsrc   utf8    qUFF̊ blocks=Basic Latin,Combining Diacritical Marks
5857 0x00069a98 0x1006ca98 4   5    .rsrc   ascii   x8W\
5858 0x00069ae1 0x1006cae1 8   9    .rsrc   ascii   {\v^FFMDV
5859 0x00069afb 0x1006cafb 4   5    .rsrc   ascii   eGM9
5860 0x00069b33 0x1006cb33 4   5    .rsrc   ascii   3EKL
5861 0x00069b80 0x1006cb80 4   5    .rsrc   ascii   {\b`/
5862 0x00069bb7 0x1006cbb7 5   7    .rsrc   utf8    ƉPIUu blocks=Latin Extended-B,Basic Latin
5863 0x00069bc6 0x1006cbc6 4   5    .rsrc   ascii   xb/W
5864 0x00069bec 0x1006cbec 5   7    .rsrc   utf8    GJLҙT blocks=Basic Latin,Cyrillic
