[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4372 0x00058f01 0x1005bf01 4   5    .rsrc   ascii   T%o#
4373 0x00058f15 0x1005bf15 4   5    .rsrc   ascii   E\[\a
4374 0x00058f8e 0x1005bf8e 4   5    .rsrc   ascii   3YKL
4375 0x00058f98 0x1005bf98 6   7    .rsrc   ascii   {\v^FFM
4376 0x00058fb8 0x1005bfb8 4   5    .rsrc   ascii   LQQK
4377 0x00058fc9 0x1005bfc9 4   5    .rsrc   ascii   -IM?
4378 0x00058fe1 0x1005bfe1 5   7    .rsrc   utf8    b\tѨ|h blocks=Basic Latin,Cyrillic
4379 0x0005900e 0x1005c00e 6   8    .rsrc   utf8    bbH?މL blocks=Basic Latin,Thaana
4380 0x00059023 0x1005c023 4   5    .rsrc   ascii   QIeF
4381 0x0005903d 0x1005c03d 4   6    .rsrc   utf8    \niʸh blocks=Basic Latin,Spacing Modifier Letters
4382 0x00059057 0x1005c057 6   7    .rsrc   ascii   9)L}QK
4383 0x00059074 0x1005c074 4   5    .rsrc   ascii   3]KL
4384 0x0005907b 0x1005c07b 11  12   .rsrc   ascii   %W\K\vZFFM}v
4385 0x00059091 0x1005c091 4   7    .rsrc   utf8    zܐYۗ blocks=Basic Latin,Syriac,Arabic
4386 0x00059128 0x1005c128 4   5    .rsrc   ascii   xR,K
4387 0x00059167 0x1005c167 4   5    .rsrc   ascii   b&@u
4388 0x00059172 0x1005c172 4   5    .rsrc   ascii    !a[
4389 0x0005918e 0x1005c18e 4   5    .rsrc   ascii   [\fs\r
4390 0x000591cb 0x1005c1cb 5   7    .rsrc   utf8    N@$ь\b blocks=Basic Latin,Cyrillic
4391 0x00059253 0x1005c253 4   5    .rsrc   ascii   LIQK
4392 0x00059288 0x1005c288 6   9    .rsrc   utf8    LҖo5,ݔ blocks=Basic Latin,Cyrillic,Arabic Supplement
4393 0x0005930a 0x1005c30a 4   5    .rsrc   ascii   aU_Q
4394 0x0005933f 0x1005c33f 4   5    .rsrc   ascii   KLS.
4395 0x0005934a 0x1005c34a 5   7    .rsrc   utf8    FF;Юd blocks=Basic Latin,Cyrillic
4396 0x0005938f 0x1005c38f 4   5    .rsrc   ascii   FFMw
4397 0x000593a7 0x1005c3a7 4   6    .rsrc   utf8    `~ڷ, blocks=Basic Latin,Arabic
4398 0x000593e4 0x1005c3e4 5   7    .rsrc   utf8    ҈W"K\v blocks=Cyrillic,Basic Latin
4399 0x00059436 0x1005c436 4   5    .rsrc   ascii   LUQK
4400 0x00059484 0x1005c484 4   6    .rsrc   utf8    vЈW5 blocks=Basic Latin,Cyrillic
4401 0x0005949c 0x1005c49c 9   11   .rsrc   utf8    ЈW"K\vFFFM blocks=Cyrillic,Basic Latin
4402 0x000594a9 0x1005c4a9 4   5    .rsrc   ascii   LeQK
4403 0x000594ee 0x1005c4ee 4   5    .rsrc   ascii   L}QK
4404 0x0005951c 0x1005c51c 4   5    .rsrc   ascii   h*%o
4405 0x00059528 0x1005c528 8   9    .rsrc   ascii   w"K\vBFFM
4406 0x000595a6 0x1005c5a6 4   6    .rsrc   utf8    hծ?3 blocks=Basic Latin,Armenian
4407 0x000595c6 0x1005c5c6 4   6    .rsrc   utf8    f҈Wd blocks=Basic Latin,Cyrillic
4408 0x00059608 0x1005c608 4   5    .rsrc   ascii   I\QV
4409 0x0005964d 0x1005c64d 5   7    .rsrc   utf8    DɊk/w blocks=Basic Latin,Latin Extended-B
4410 0x0005965e 0x1005c65e 4   5    .rsrc   ascii   >*$[
4411 0x0005966f 0x1005c66f 4   6    .rsrc   utf8    GFΛZ blocks=Basic Latin,Greek and Coptic
4412 0x00059690 0x1005c690 6   8    .rsrc   utf8    ;EK͟f. blocks=Basic Latin,Combining Diacritical Marks
4413 0x00059698 0x1005c698 6   7    .rsrc   ascii   a->J&L
4414 0x000596ae 0x1005c6ae 5   6    .rsrc   ascii   |u[\r/
4415 0x00059705 0x1005c705 4   6    .rsrc   utf8    Kͧj& blocks=Basic Latin,Combining Diacritical Marks
4416 0x00059723 0x1005c723 5   6    .rsrc   ascii   )tj&.
4417 0x0005975f 0x1005c75f 4   5    .rsrc   ascii   3}KL
4418 0x00059764 0x1005c764 10  12   .rsrc   utf8    XوW\K\vzFFM blocks=Basic Latin,Arabic
4419 0x00059798 0x1005c798 4   6    .rsrc   utf8    /֝v* blocks=Basic Latin,Hebrew
4420 0x0005979e 0x1005c79e 6   7    .rsrc   ascii   s\tLuQK
4421 0x000597be 0x1005c7be 4   5    .rsrc   ascii   X-iQ
4422 0x000597e5 0x1005c7e5 4   5    .rsrc   ascii   X+QK
4423 0x00059819 0x1005c819 7   9    .rsrc   utf8    R\tߖQ\fsi blocks=Basic Latin,NKo
4424 0x0005982a 0x1005c82a 4   5    .rsrc   ascii   LaQK
4425 0x00059846 0x1005c846 4   5    .rsrc   ascii   VKLS
4426 0x00059850 0x1005c850 4   5    .rsrc   ascii   ||FF
4427 0x00059888 0x1005c888 5   7    .rsrc   utf8    5o+ӊ( blocks=Basic Latin,Cyrillic
4428 0x000598a0 0x1005c8a0 5   6    .rsrc   ascii   o+P?h
4429 0x000598be 0x1005c8be 4   7    .rsrc   utf8    韨"~[ blocks=CJK Unified Ideographs,Basic Latin
4430 0x000598de 0x1005c8de 4   5    .rsrc   ascii   "1MR
4431 0x00059922 0x1005c922 4   6    .rsrc   utf8    b=?މ blocks=Basic Latin,Thaana
4432 0x00059947 0x1005c947 6   8    .rsrc   utf8    ZЈW\K\v blocks=Basic Latin,Cyrillic
4433 0x0005998c 0x1005c98c 5   6    .rsrc   ascii   YQ<se
4434 0x00059996 0x1005c996 5   6    .rsrc   ascii   q1u)L
4435 0x00059a08 0x1005ca08 5   7    .rsrc   utf8    "iұ,$ blocks=Basic Latin,Cyrillic
4436 0x00059a4a 0x1005ca4a 4   6    .rsrc   utf8    \vˣFM blocks=Basic Latin,Spacing Modifier Letters
4437 0x00059b04 0x1005cb04 4   7    .rsrc   utf8    FF=༭ blocks=Basic Latin,Tibetan
4438 0x00059b0c 0x1005cb0c 6   8    .rsrc   utf8    u_ݛ4LS blocks=Basic Latin,Arabic Supplement
4439 0x00059b4d 0x1005cb4d 6   7    .rsrc   ascii   3)L]QK
4440 0x00059b66 0x1005cb66 4   5    .rsrc   ascii   \b7U\r
4441 0x00059bc8 0x1005cbc8 4   5    .rsrc   ascii   K~UR
4442 0x00059c69 0x1005cc69 5   7    .rsrc   utf8    KLG0Ԉ blocks=Basic Latin,Cyrillic Supplement
4443 0x00059c7f 0x1005cc7f 4   5    .rsrc   ascii   '!g[
4444 0x00059cac 0x1005ccac 4   5    .rsrc   ascii   {P?h
4445 0x00059d1b 0x1005cd1b 5   6    .rsrc   ascii   hT%o/
4446 0x00059d49 0x1005cd49 4   5    .rsrc   ascii   LMQK
4447 0x00059db7 0x1005cdb7 4   5    .rsrc   ascii   b\t-*
4448 0x00059de8 0x1005cde8 6   7    .rsrc   ascii   3!LiQK
4449 0x00059ebf 0x1005cebf 4   5    .rsrc   ascii   KL-"
4450 0x00059eeb 0x1005ceeb 4   5    .rsrc   ascii   3aKL
4451 0x00059ef3 0x1005cef3 4   5    .rsrc   ascii   7"K\v
4452 0x00059f08 0x1005cf08 4   5    .rsrc   ascii   UeXY
4453 0x00059f11 0x1005cf11 5   8    .rsrc   utf8    ^5⫯Qu blocks=Basic Latin,Supplemental Mathematical Operators
4454 0x00059f43 0x1005cf43 4   5    .rsrc   ascii   gPHJ
4455 0x00059f4c 0x1005cf4c 4   6    .rsrc   utf8    ZЈWd blocks=Basic Latin,Cyrillic
4456 0x00059f7a 0x1005cf7a 4   6    .rsrc   utf8    fԈWd blocks=Basic Latin,Cyrillic Supplement
4457 0x00059f99 0x1005cf99 4   6    .rsrc   utf8    DVH° blocks=Basic Latin,Latin-1 Supplement
4458 0x00059fa3 0x1005cfa3 4   5    .rsrc   ascii   3%KL
4459 0x00059fcd 0x1005cfcd 6   7    .rsrc   ascii   h*%oGZ
4460 0x00059ffb 0x1005cffb 5   6    .rsrc   ascii   h*%o/
4461 0x0005a017 0x1005d017 4   5    .rsrc   ascii   \n?9k
4462 0x0005a044 0x1005d044 4   5    .rsrc   ascii   3IKL
4463 0x0005a072 0x1005d072 4   5    .rsrc   ascii   3mKL
4464 0x0005a09e 0x1005d09e 6   9    .rsrc   utf8    QKԄ Qz blocks=Basic Latin,Cyrillic Supplement
4465 0x0005a0f0 0x1005d0f0 4   7    .rsrc   utf8    ۘٲMu blocks=Arabic,Basic Latin
4466 0x0005a11d 0x1005d11d 4   5    .rsrc   ascii   8j*Q
4467 0x0005a12e 0x1005d12e 5   7    .rsrc   utf8    y3?O֨ blocks=Basic Latin,Hebrew
4468 0x0005a136 0x1005d136 7   10   .rsrc   utf8    ĘfƻN&-- blocks=Latin Extended-A,Basic Latin,Latin Extended-B
4469 0x0005a186 0x1005d186 6   9    .rsrc   utf8    z-L͟jݏ blocks=Basic Latin,Combining Diacritical Marks,Syriac
4470 0x0005a1b7 0x1005d1b7 4   6    .rsrc   utf8    9*҆F blocks=Basic Latin,Cyrillic
4471 0x0005a1c6 0x1005d1c6 4   5    .rsrc   ascii   U_[|
4472 0x0005a1da 0x1005d1da 4   6    .rsrc   utf8    8\nڿF blocks=Basic Latin,Arabic
4473 0x0005a21e 0x1005d21e 4   6    .rsrc   utf8    F̻B\ blocks=Basic Latin,Combining Diacritical Marks
4474 0x0005a255 0x1005d255 5   6    .rsrc   ascii   R)3w\v
4475 0x0005a26f 0x1005d26f 5   8    .rsrc   utf8    Ǘj[ͣV blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
4476 0x0005a281 0x1005d281 5   7    .rsrc   utf8    Q#\nRޞ blocks=Basic Latin,Thaana
4477 0x0005a2e2 0x1005d2e2 5   7    .rsrc   utf8    ͧbZ(. blocks=Combining Diacritical Marks,Basic Latin
4478 0x0005a2e9 0x1005d2e9 4   5    .rsrc   ascii   8j*v
4479 0x0005a300 0x1005d300 4   5    .rsrc   ascii   Y\nW3
4480 0x0005a30a 0x1005d30a 6   7    .rsrc   ascii   \a%PA.>
4481 0x0005a314 0x1005d314 6   7    .rsrc   ascii   w")tb.
4482 0x0005a34d 0x1005d34d 4   5    .rsrc   ascii   l\r)[
4483 0x0005a380 0x1005d380 8   11   .rsrc   utf8    b)Hwۖ[ͣ" blocks=Basic Latin,Arabic,Combining Diacritical Marks
4484 0x0005a3c6 0x1005d3c6 4   6    .rsrc   utf8    ֏LQR blocks=Armenian,Basic Latin
4485 0x0005a3d0 0x1005d3d0 4   5    .rsrc   ascii   'eFu
4486 0x0005a3eb 0x1005d3eb 4   6    .rsrc   utf8    7?3ؘ blocks=Basic Latin,Arabic
4487 0x0005a412 0x1005d412 4   6    .rsrc   utf8    Wݗ"0 blocks=Basic Latin,Arabic Supplement
4488 0x0005a427 0x1005d427 4   5    .rsrc   ascii   $bg_
4489 0x0005a42c 0x1005d42c 6   10   .rsrc   utf8    L̋FnJ blocks=Private Use Area,Basic Latin,Combining Diacritical Marks
4490 0x0005a442 0x1005d442 4   5    .rsrc   ascii   ~Z.o
4491 0x0005a452 0x1005d452 5   7    .rsrc   utf8    Ǘf8g[ blocks=Latin Extended-B,Basic Latin
4492 0x0005a492 0x1005d492 4   6    .rsrc   utf8    &AЕo blocks=Basic Latin,Cyrillic
4493 0x0005a4a5 0x1005d4a5 4   6    .rsrc   utf8    Ɖ Q\t blocks=Latin Extended-B,Basic Latin
4494 0x0005a4d3 0x1005d4d3 4   6    .rsrc   utf8    \tbmՖ blocks=Basic Latin,Armenian
4495 0x0005a4db 0x1005d4db 4   6    .rsrc   utf8    AA̖Q blocks=Basic Latin,Combining Diacritical Marks
4496 0x0005a4e3 0x1005d4e3 4   5    .rsrc   ascii   !@-\n
4497 0x0005a533 0x1005d533 6   7    .rsrc   ascii   u\ecZ\nL
4498 0x0005a576 0x1005d576 5   6    .rsrc   ascii   hT%o3
4499 0x0005a5d2 0x1005d5d2 6   7    .rsrc   ascii   oT%o_j
4500 0x0005a5e1 0x1005d5e1 4   6    .rsrc   utf8    |և"i blocks=Basic Latin,Armenian
4501 0x0005a602 0x1005d602 4   5    .rsrc   ascii   uws:
4502 0x0005a64e 0x1005d64e 4   5    .rsrc   ascii   i/\t#
4503 0x0005a6aa 0x1005d6aa 4   5    .rsrc   ascii   }dw#
4504 0x0005a6cc 0x1005d6cc 5   8    .rsrc   utf8    粬htE) blocks=CJK Unified Ideographs,Basic Latin
4505 0x0005a719 0x1005d719 6   9    .rsrc   utf8    EqٙT\bW blocks=Basic Latin,Arabic
4506 0x0005a760 0x1005d760 5   6    .rsrc   ascii   B;l.w
4507 0x0005a791 0x1005d791 5   6    .rsrc   ascii   UHXY8
4508 0x0005a7d3 0x1005d7d3 4   6    .rsrc   utf8    MڙU\r blocks=Basic Latin,Arabic
4509 0x0005a7df 0x1005d7df 4   6    .rsrc   utf8    9چ&< blocks=Basic Latin,Arabic
4510 0x0005a80b 0x1005d80b 4   5    .rsrc   ascii   ZGM}
4511 0x0005a82d 0x1005d82d 5   7    .rsrc   utf8    ь\t*4B blocks=Cyrillic,Basic Latin
4512 0x0005a869 0x1005d869 4   5    .rsrc   ascii   ""S,
4513 0x0005a891 0x1005d891 4   5    .rsrc   ascii   \ttY]
4514 0x0005a897 0x1005d897 5   7    .rsrc   utf8    ƻF&-- blocks=Latin Extended-B,Basic Latin
4515 0x0005a8a2 0x1005d8a2 6   8    .rsrc   utf8    DҖSLC" blocks=Basic Latin,Cyrillic
4516 0x0005a8aa 0x1005d8aa 4   5    .rsrc   ascii   #)3N
4517 0x0005a8af 0x1005d8af 4   5    .rsrc   ascii   .9H5
4518 0x0005a8e6 0x1005d8e6 4   6    .rsrc   utf8    oXʚv blocks=Basic Latin,IPA Extensions
4519 0x0005a8f2 0x1005d8f2 5   7    .rsrc   utf8    |M?։@ blocks=Basic Latin,Armenian
4520 0x0005a91d 0x1005d91d 5   6    .rsrc   ascii   /W2bU
4521 0x0005a937 0x1005d937 4   7    .rsrc   utf8    2iⓎS blocks=Basic Latin,Enclosed Alphanumerics
4522 0x0005a963 0x1005d963 4   5    .rsrc   ascii   W2b]
4523 0x0005a968 0x1005d968 4   5    .rsrc   ascii   \r3l^
4524 0x0005a994 0x1005d994 5   7    .rsrc   utf8    ֚MR1^ blocks=Hebrew,Basic Latin
4525 0x0005a9d2 0x1005d9d2 5   6    .rsrc   ascii   C^8+_
4526 0x0005aa4a 0x1005da4a 6   8    .rsrc   utf8    I(M?։x blocks=Basic Latin,Armenian
4527 0x0005aa6c 0x1005da6c 5   6    .rsrc   ascii   |6L$U
4528 0x0005aac9 0x1005dac9 4   6    .rsrc   utf8    W*[ҍ blocks=Basic Latin,Cyrillic
4529 0x0005aaea 0x1005daea 5   6    .rsrc   ascii   ZFFM=
4530 0x0005aaf4 0x1005daf4 8   9    .rsrc   ascii   [A.>\Yg/
4531 0x0005ab7f 0x1005db7f 5   7    .rsrc   utf8    b-W7і blocks=Basic Latin,Cyrillic
4532 0x0005ab9f 0x1005db9f 4   5    .rsrc   ascii   !tj.
4533 0x0005abb9 0x1005dbb9 4   6    .rsrc   utf8    :ŪY} blocks=Basic Latin,Latin Extended-A
4534 0x0005abbf 0x1005dbbf 5   8    .rsrc   utf8    Yh惌R= blocks=Basic Latin,CJK Unified Ideographs
4535 0x0005ac00 0x1005dc00 6   7    .rsrc   ascii   C)H|&-
4536 0x0005ac42 0x1005dc42 5   6    .rsrc   ascii   x)2b=
4537 0x0005ac4c 0x1005dc4c 5   7    .rsrc   utf8    PKЕox blocks=Basic Latin,Cyrillic
4538 0x0005ac58 0x1005dc58 9   12   .rsrc   utf8    ﮒbb\nBMR[\a blocks=Arabic Presentation Forms-A,Basic Latin
4539 0x0005acab 0x1005dcab 6   8    .rsrc   utf8    P?hƜX> blocks=Basic Latin,Latin Extended-B
4540 0x0005ad52 0x1005dd52 5   7    .rsrc   utf8    \OӋ#W blocks=Basic Latin,Cyrillic
4541 0x0005ad82 0x1005dd82 6   9    .rsrc   utf8    6<ТbZƪ blocks=Basic Latin,Cyrillic,Latin Extended-B
4542 0x0005adde 0x1005ddde 7   8    .rsrc   ascii   VK\vBFFM
4543 0x0005ade8 0x1005dde8 4   5    .rsrc   ascii   LIQK
4544 0x0005adf7 0x1005ddf7 5   6    .rsrc   ascii   ~>ePL
4545 0x0005ae53 0x1005de53 6   7    .rsrc   ascii   (W2bU|
4546 0x0005aeb8 0x1005deb8 6   8    .rsrc   utf8    :PKֽo\f blocks=Basic Latin,Hebrew
4547 0x0005aef4 0x1005def4 7   8    .rsrc   ascii   -W2b}(N
4548 0x0005aeff 0x1005deff 5   6    .rsrc   ascii   o;5Kf
4549 0x0005af97 0x1005df97 6   7    .rsrc   ascii   bZFEG,
4550 0x0005afb4 0x1005dfb4 5   6    .rsrc   ascii   tT%o\v
4551 0x0005afc0 0x1005dfc0 4   5    .rsrc   ascii   s:Z\
4552 0x0005afe2 0x1005dfe2 4   5    .rsrc   ascii   8-qK
4553 0x0005b008 0x1005e008 10  11   .rsrc   ascii   ,W2b}AY}kT
4554 0x0005b013 0x1005e013 10  12   .rsrc   utf8    ~YZKCVzЈW\ blocks=Basic Latin,Cyrillic
4555 0x0005b021 0x1005e021 4   5    .rsrc   ascii   6DBz
4556 0x0005b065 0x1005e065 4   5    .rsrc   ascii   ]\nb\t
4557 0x0005b0c4 0x1005e0c4 4   6    .rsrc   utf8    \tڪ&, blocks=Basic Latin,Arabic
4558 0x0005b0cc 0x1005e0cc 8   9    .rsrc   ascii   F.=H:l\nw
4559 0x0005b0d5 0x1005e0d5 6   8    .rsrc   utf8    ^;#_@Í blocks=Basic Latin,Latin-1 Supplement
4560 0x0005b110 0x1005e110 5   6    .rsrc   ascii   SG.?h
4561 0x0005b14b 0x1005e14b 4   6    .rsrc   utf8    :ŪU9 blocks=Basic Latin,Latin Extended-A
4562 0x0005b17f 0x1005e17f 6   7    .rsrc   ascii   &-!\a!d
4563 0x0005b18d 0x1005e18d 5   6    .rsrc   ascii   )>B"K
4564 0x0005b193 0x1005e193 6   8    .rsrc   utf8    8\nv~hՖ blocks=Basic Latin,Armenian
4565 0x0005b1db 0x1005e1db 4   5    .rsrc   ascii   QkT$
4566 0x0005b1f6 0x1005e1f6 7   9    .rsrc   utf8    SF9>&Җ/ blocks=Basic Latin,Cyrillic
4567 0x0005b210 0x1005e210 4   5    .rsrc   ascii   KLQR
4568 0x0005b2a3 0x1005e2a3 5   6    .rsrc   ascii   ;]g?J
4569 0x0005b2d2 0x1005e2d2 5   6    .rsrc   ascii   ]:buw
4570 0x0005b2d9 0x1005e2d9 7   10   .rsrc   utf8    L^\rcoҖǑ blocks=Basic Latin,Cyrillic,Latin Extended-B
4571 0x0005b2ea 0x1005e2ea 5   6    .rsrc   ascii   bfN39
4572 0x0005b300 0x1005e300 5   6    .rsrc   ascii   )2b]u
4573 0x0005b310 0x1005e310 4   5    .rsrc   ascii   W.kf
4574 0x0005b318 0x1005e318 4   5    .rsrc   ascii   z2Au
4575 0x0005b358 0x1005e358 4   5    .rsrc   ascii   \f^;\v
4576 0x0005b363 0x1005e363 8   9    .rsrc   ascii   >^${@.>p
4577 0x0005b37d 0x1005e37d 6   7    .rsrc   ascii   >7.>P-
4578 0x0005b389 0x1005e389 4   6    .rsrc   utf8    Zƹ3A blocks=Basic Latin,Latin Extended-B
4579 0x0005b3e2 0x1005e3e2 5   6    .rsrc   ascii   wl8j.
4580 0x0005b417 0x1005e417 4   5    .rsrc   ascii   }.ZR
4581 0x0005b41c 0x1005e41c 8   9    .rsrc   ascii   T${DrMLY
4582 0x0005b428 0x1005e428 4   5    .rsrc   ascii   %tj*
4583 0x0005b44c 0x1005e44c 7   8    .rsrc   ascii   >3.>\-F
4584 0x0005b465 0x1005e465 4   5    .rsrc   ascii   .>X-
4585 0x0005b4a1 0x1005e4a1 4   5    .rsrc   ascii   GJJa
4586 0x0005b4de 0x1005e4de 5   6    .rsrc   ascii   x?B\eY
4587 0x0005b4e4 0x1005e4e4 7   8    .rsrc   ascii   ,C%SM54
4588 0x0005b53d 0x1005e53d 4   5    .rsrc   ascii   \a*W3
4589 0x0005b549 0x1005e549 6   8    .rsrc   utf8    HqgK͟j blocks=Basic Latin,Combining Diacritical Marks
4590 0x0005b56d 0x1005e56d 5   7    .rsrc   utf8    f]F̳B blocks=Basic Latin,Combining Diacritical Marks
4591 0x0005b578 0x1005e578 5   7    .rsrc   utf8    r!Oͧf blocks=Basic Latin,Combining Diacritical Marks
4592 0x0005b59e 0x1005e59e 5   7    .rsrc   utf8    ĻF -1 blocks=Latin Extended-A,Basic Latin
4593 0x0005b5c2 0x1005e5c2 4   5    .rsrc   ascii   @8o'
4594 0x0005b5df 0x1005e5df 5   6    .rsrc   ascii   y)2bU
4595 0x0005b653 0x1005e653 4   5    .rsrc   ascii   WFFM
4596 0x0005b66b 0x1005e66b 4   5    .rsrc   ascii   x,aw
4597 0x0005b671 0x1005e671 4   5    .rsrc   ascii   |T%o
4598 0x0005b6d3 0x1005e6d3 4   6    .rsrc   utf8    e9Qɋ blocks=Basic Latin,Latin Extended-B
4599 0x0005b765 0x1005e765 5   6    .rsrc   ascii   8j.7E
4600 0x0005b779 0x1005e779 6   7    .rsrc   ascii   Y:%tj.
4601 0x0005b793 0x1005e793 4   5    .rsrc   ascii   >J&E
4602 0x0005b7b1 0x1005e7b1 4   5    .rsrc   ascii   F&%9
4603 0x0005b818 0x1005e818 4   5    .rsrc   ascii   ~4~=
4604 0x0005b81d 0x1005e81d 4   5    .rsrc   ascii   >B>V
4605 0x0005b83d 0x1005e83d 5   8    .rsrc   utf8    頥"_wZ blocks=CJK Unified Ideographs,Basic Latin
4606 0x0005b877 0x1005e877 5   6    .rsrc   ascii   W^;#]
4607 0x0005b891 0x1005e891 4   6    .rsrc   utf8    Eҹ3U blocks=Basic Latin,Cyrillic
4608 0x0005b8cf 0x1005e8cf 5   8    .rsrc   utf8    ܣ/w֨\a blocks=Syriac,Basic Latin,Hebrew
4609 0x0005b936 0x1005e936 5   7    .rsrc   utf8    ƻN&-! blocks=Latin Extended-B,Basic Latin
4610 0x0005b956 0x1005e956 5   6    .rsrc   ascii   .>h-F
4611 0x0005b9b0 0x1005e9b0 5   6    .rsrc   ascii   o7P?h
4612 0x0005ba25 0x1005ea25 4   6    .rsrc   utf8    P?hƺ blocks=Basic Latin,Latin Extended-B
4613 0x0005ba65 0x1005ea65 6   9    .rsrc   utf8    ǎGKֵo| blocks=Latin Extended-B,Basic Latin,Hebrew
4614 0x0005baad 0x1005eaad 4   5    .rsrc   ascii   oS0a
4615 0x0005bb0f 0x1005eb0f 5   6    .rsrc   ascii   ;\asW\
4616 0x0005bb8a 0x1005eb8a 4   5    .rsrc   ascii   bndf
4617 0x0005bb92 0x1005eb92 7   8    .rsrc   ascii   uo{:{LY
4618 0x0005bbaf 0x1005ebaf 5   6    .rsrc   ascii   <i/I;
4619 0x0005bbb6 0x1005ebb6 6   7    .rsrc   ascii   %W2bi-
4620 0x0005bc07 0x1005ec07 6   10   .rsrc   utf8    CיTlW blocks=Private Use Area,Basic Latin,Hebrew
4621 0x0005bc77 0x1005ec77 4   6    .rsrc   utf8    Uв}Q blocks=Basic Latin,Cyrillic
4622 0x0005bc97 0x1005ec97 7   9    .rsrc   utf8    HW^;+o?
4623 0x0005bcb4 0x1005ecb4 5   6    .rsrc   ascii   )2b\tu
4624 0x0005bcf0 0x1005ecf0 7   8    .rsrc   ascii   H-i/cJ"
4625 0x0005bcfe 0x1005ecfe 7   9    .rsrc   utf8    Ɖ0*%o;Z blocks=Latin Extended-B,Basic Latin
4626 0x0005bd3d 0x1005ed3d 4   6    .rsrc   utf8    Z¹3] blocks=Basic Latin,Latin-1 Supplement
4627 0x0005bd6d 0x1005ed6d 4   5    .rsrc   ascii   F-\b\n
4628 0x0005bda8 0x1005eda8 5   6    .rsrc   ascii   k]i/\t
4629 0x0005be0b 0x1005ee0b 4   5    .rsrc   ascii   8j&4
4630 0x0005be1c 0x1005ee1c 4   6    .rsrc   utf8    ;ݸ;V blocks=Basic Latin,Arabic Supplement
4631 0x0005be4e 0x1005ee4e 6   8    .rsrc   utf8    ֨\aVnNF blocks=Hebrew,Basic Latin
4632 0x0005be60 0x1005ee60 6   8    .rsrc   utf8    $-iQū\t blocks=Basic Latin,Latin Extended-A
4633 0x0005be77 0x1005ee77 4   7    .rsrc   utf8    Ǘb[ͧ blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
4634 0x0005be97 0x1005ee97 4   5    .rsrc   ascii   wR$O
4635 0x0005bead 0x1005eead 4   6    .rsrc   utf8    Zƹ3A blocks=Basic Latin,Latin Extended-B
4636 0x0005bf22 0x1005ef22 6   8    .rsrc   utf8    On̋N\a_ blocks=Basic Latin,Combining Diacritical Marks
4637 0x0005bf4c 0x1005ef4c 4   5    .rsrc   ascii   %tj&
4638 0x0005bf70 0x1005ef70 6   7    .rsrc   ascii   >3.>l-
4639 0x0005bf7c 0x1005ef7c 4   6    .rsrc   utf8    Z¹3] blocks=Basic Latin,Latin-1 Supplement
4640 0x0005bf8b 0x1005ef8b 6   8    .rsrc   utf8    HӖSLgg blocks=Basic Latin,Cyrillic
4641 0x0005bf9b 0x1005ef9b 4   5    .rsrc   ascii   t*$C
4642 0x0005bfa6 0x1005efa6 5   7    .rsrc   utf8    w"ŕk> blocks=Basic Latin,Latin Extended-A
4643 0x0005bfec 0x1005efec 5   7    .rsrc   utf8    ֨\v#SO blocks=Hebrew,Basic Latin
4644 0x0005bff3 0x1005eff3 4   6    .rsrc   utf8    ̻Fm+ blocks=Combining Diacritical Marks,Basic Latin
4645 0x0005c035 0x1005f035 4   5    .rsrc   ascii   OZ0M
4646 0x0005c0b1 0x1005f0b1 6   7    .rsrc   ascii   }!'.>h
4647 0x0005c0fa 0x1005f0fa 4   6    .rsrc   utf8    K͗b5 blocks=Basic Latin,Combining Diacritical Marks
4648 0x0005c101 0x1005f101 7   8    .rsrc   ascii   "~Z"8+9
4649 0x0005c12b 0x1005f12b 4   5    .rsrc   ascii   nOG\
4650 0x0005c130 0x1005f130 4   5    .rsrc   ascii   ~Z.;
4651 0x0005c141 0x1005f141 5   8    .rsrc   utf8    wө}ܘ\a blocks=Basic Latin,Cyrillic,Syriac
4652 0x0005c14c 0x1005f14c 6   10   .rsrc   utf8    \b\n9蘽ίa blocks=Basic Latin,CJK Unified Ideographs,Greek and Coptic
4653 0x0005c16b 0x1005f16b 4   5    .rsrc   ascii   D.>\b
4654 0x0005c195 0x1005f195 4   5    .rsrc   ascii   LAQK
4655 0x0005c1d5 0x1005f1d5 4   5    .rsrc   ascii   b=!^
4656 0x0005c1dd 0x1005f1dd 4   7    .rsrc   utf8    og÷ٕ blocks=Basic Latin,Latin-1 Supplement,Arabic
4657 0x0005c246 0x1005f246 4   5    .rsrc   ascii   W2bQ
4658 0x0005c250 0x1005f250 4   5    .rsrc   ascii   o?3D
4659 0x0005c291 0x1005f291 6   7    .rsrc   ascii   s]\aQ S
4660 0x0005c2ab 0x1005f2ab 7   8    .rsrc   ascii   uS7[`LY
4661 0x0005c2d9 0x1005f2d9 4   7    .rsrc   utf8    ئSъ( blocks=Arabic,Basic Latin,Cyrillic
4662 0x0005c2f2 0x1005f2f2 4   6    .rsrc   utf8    Еopv blocks=Cyrillic,Basic Latin
4663 0x0005c316 0x1005f316 4   6    .rsrc   utf8    F-\tڊ blocks=Basic Latin,Arabic
4664 0x0005c35f 0x1005f35f 8   11   .rsrc   utf8    Ɖ4٩2eP?h blocks=Latin Extended-B,Basic Latin,Arabic
