[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5050 0x0004a067 0x0044ba67 4    5    .data    ascii   "B0v
5051 0x0004a07b 0x0044ba7b 4    8    .data    utf8    fѹ㐣h blocks=Basic Latin,Cyrillic,CJK Unified Ideographs Extension A
5052 0x0004a093 0x0044ba93 4    5    .data    ascii   "[4@
5053 0x0004a0b8 0x0044bab8 4    5    .data    ascii   qeXV
5054 0x0004a0dc 0x0044badc 6    7    .data    ascii   taPBio
5055 0x0004a16a 0x0044bb6a 5    6    .data    ascii   n>j&!
5056 0x0004a17f 0x0044bb7f 4    8    .data    utf8    ՟ҵǬE blocks=Armenian,Cyrillic,Latin Extended-B,Basic Latin
5057 0x0004a193 0x0044bb93 5    7    .data    utf8    !\n7Wڝ blocks=Basic Latin,Arabic
5058 0x0004a19f 0x0044bb9f 6    9    .data    utf8    崏1PD\b. blocks=CJK Unified Ideographs,Basic Latin
5059 0x0004a1b4 0x0044bbb4 6    7    .data    ascii   \S~JU\b
5060 0x0004a206 0x0044bc06 4    5    .data    ascii   H;CO
5061 0x0004a217 0x0044bc17 4    5    .data    ascii   h|J.
5062 0x0004a220 0x0044bc20 4    5    .data    ascii   t0R6
5063 0x0004a22f 0x0044bc2f 5    6    .data    ascii   %mt}E
5064 0x0004a26a 0x0044bc6a 4    5    .data    ascii   (bE#
5065 0x0004a286 0x0044bc86 4    5    .data    ascii   &?.=
5066 0x0004a2ae 0x0044bcae 4    5    .data    ascii   {h\vm
5067 0x0004a2e2 0x0044bce2 4    5    .data    ascii   \vE4,
5068 0x0004a2fe 0x0044bcfe 6    7    .data    ascii   p#.>\fJ
5069 0x0004a343 0x0044bd43 6    7    .data    ascii   \f3w#b!
5070 0x0004a35d 0x0044bd5d 4    5    .data    ascii   J@N\v
5071 0x0004a363 0x0044bd63 5    6    .data    ascii   kr}q&
5072 0x0004a3bd 0x0044bdbd 4    5    .data    ascii   \b\f\r\e
5073 0x0004a3d5 0x0044bdd5 4    6    .data    utf8    [Tġ= blocks=Basic Latin,Latin Extended-A
5074 0x0004a3ec 0x0044bdec 4    5    .data    ascii   ?ybd
5075 0x0004a412 0x0044be12 4    5    .data    ascii   '8T6
5076 0x0004a41f 0x0044be1f 4    5    .data    ascii   ?%c:
5077 0x0004a4c1 0x0044bec1 4    6    .data    utf8    "7#­ blocks=Basic Latin,Latin-1 Supplement
5078 0x0004a4fb 0x0044befb 4    6    .data    utf8    .\e<_
5079 0x0004a50f 0x0044bf0f 5    6    .data    ascii   Q[\v_i
5080 0x0004a552 0x0044bf52 4    5    .data    ascii   Zg\r.
5081 0x0004a601 0x0044c001 4    6    .data    utf8    ֝#eU blocks=Hebrew,Basic Latin
5082 0x0004a60b 0x0044c00b 4    5    .data    ascii   &rxl
5083 0x0004a667 0x0044c067 8    9    .data    ascii   7#(we_-[
5084 0x0004a67e 0x0044c07e 4    5    .data    ascii   ,b=I
5085 0x0004a687 0x0044c087 8    9    .data    ascii   SAFKRs0*
5086 0x0004a6c0 0x0044c0c0 5    7    .data    utf8    tp̭(& blocks=Basic Latin,Combining Diacritical Marks
5087 0x0004a6d3 0x0044c0d3 4    6    .data    utf8    V٘L\ blocks=Basic Latin,Arabic
5088 0x0004a6e9 0x0044c0e9 4    5    .data    ascii   C[Je
5089 0x0004a703 0x0044c103 5    6    .data    ascii   i~{d:
5090 0x0004a711 0x0044c111 6    8    .data    utf8    QN}ԝ9\a blocks=Basic Latin,Cyrillic Supplement
5091 0x0004a745 0x0044c145 4    6    .data    utf8    qV_\b
5092 0x0004a74c 0x0044c14c 5    7    .data    utf8    8NhΗd blocks=Basic Latin,Greek and Coptic
5093 0x0004a767 0x0044c167 4    6    .data    utf8    ƎkNq blocks=Latin Extended-B,Basic Latin
5094 0x0004a79a 0x0044c19a 4    5    .data    ascii   "Gxs
5095 0x0004a810 0x0044c210 5    6    .data    ascii   N*P\b\a
5096 0x0004a821 0x0044c221 4    5    .data    ascii   j"^9
5097 0x0004a82b 0x0044c22b 4    6    .data    utf8    ε0o{ blocks=Greek and Coptic,Basic Latin
5098 0x0004a837 0x0044c237 5    6    .data    ascii   >wuoa
5099 0x0004a841 0x0044c241 6    7    .data    ascii   \ey%D\nU
5100 0x0004a899 0x0044c299 4    5    .data    ascii   W)Nc
5101 0x0004a8df 0x0044c2df 4    5    .data    ascii   a"a:
5102 0x0004a931 0x0044c331 4    5    .data    ascii   Z7\bl
5103 0x0004a943 0x0044c343 4    5    .data    ascii   K4_s
5104 0x0004a95f 0x0044c35f 6    7    .data    ascii   QkPI|t
5105 0x0004a982 0x0044c382 4    5    .data    ascii   1,X+
5106 0x0004a98e 0x0044c38e 7    9    .data    utf8    je+gרs; blocks=Basic Latin,Hebrew
5107 0x0004a9a0 0x0044c3a0 5    7    .data    utf8    *\r$5ڲ blocks=Basic Latin,Arabic
5108 0x0004a9a9 0x0044c3a9 4    5    .data    ascii   '$dB
5109 0x0004a9c1 0x0044c3c1 5    9    .data    utf8    rŋ̥Ѳ\n blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks,Cyrillic
5110 0x0004a9ea 0x0044c3ea 4    5    .data    ascii   qx1w
5111 0x0004aa51 0x0044c451 4    5    .data    ascii   (=+7
5112 0x0004aa7e 0x0044c47e 4    5    .data    ascii   _6\tp
5113 0x0004aa8f 0x0044c48f 5    6    .data    ascii   E\iHZ
5114 0x0004aaa2 0x0044c4a2 4    5    .data    ascii   &6$O
5115 0x0004aab1 0x0044c4b1 4    5    .data    ascii   "5Mh
5116 0x0004aac0 0x0044c4c0 4    5    .data    ascii   @\nRB
5117 0x0004aacd 0x0044c4cd 4    6    .data    utf8    ܊\a+r blocks=Syriac,Basic Latin
5118 0x0004aaeb 0x0044c4eb 4    5    .data    ascii   MI19
5119 0x0004aafb 0x0044c4fb 5    6    .data    ascii   ?\r9jP
5120 0x0004ab06 0x0044c506 4    5    .data    ascii   "Vh{
5121 0x0004ab0d 0x0044c50d 4    6    .data    utf8    ب:_* blocks=Arabic,Basic Latin
5122 0x0004ab17 0x0044c517 4    5    .data    ascii   M!Y6
5123 0x0004ab34 0x0044c534 4    5    .data    ascii   O@wu
5124 0x0004ab3c 0x0044c53c 4    5    .data    ascii   %\aD
5125 0x0004aba8 0x0044c5a8 4    5    .data    ascii   OCk)
5126 0x0004abfa 0x0044c5fa 6    8    .data    utf8    8oem1}
5127 0x0004ac04 0x0044c604 5    6    .data    ascii   \fO\r1\n
5128 0x0004ac11 0x0044c611 4    5    .data    ascii   \bbC8
5129 0x0004ac2f 0x0044c62f 6    7    .data    ascii   Ja+0nH
5130 0x0004ac61 0x0044c661 5    6    .data    ascii   SZusE
5131 0x0004ac8f 0x0044c68f 5    6    .data    ascii   #jtfM
5132 0x0004ac9d 0x0044c69d 6    8    .data    utf8    KHX6ʂC blocks=Basic Latin,IPA Extensions
5133 0x0004acc8 0x0044c6c8 4    6    .data    utf8    ʋ$_& blocks=IPA Extensions,Basic Latin
5134 0x0004acff 0x0044c6ff 4    6    .data    utf8    `yɛy blocks=Basic Latin,IPA Extensions
5135 0x0004ad0c 0x0044c70c 4    5    .data    ascii   LQDa
5136 0x0004ad1b 0x0044c71b 5    6    .data    ascii   fg\;j
5137 0x0004ad68 0x0044c768 5    6    .data    ascii   =\e0-1
5138 0x0004adb2 0x0044c7b2 4    5    .data    ascii   MIjx
5139 0x0004ae00 0x0044c800 6    7    .data    ascii   2(]ucu
5140 0x0004ae32 0x0044c832 4    5    .data    ascii   }\e7;
5141 0x0004aebe 0x0044c8be 4    6    .data    utf8    ˯~k\e blocks=Spacing Modifier Letters,Basic Latin
5142 0x0004aed0 0x0044c8d0 4    5    .data    ascii   (pps
5143 0x0004af27 0x0044c927 4    5    .data    ascii   OJ=Q
5144 0x0004af3b 0x0044c93b 4    5    .data    ascii   $Awf
5145 0x0004af5c 0x0044c95c 5    8    .data    utf8    ,}ӛÍ8 blocks=Basic Latin,Cyrillic,Latin-1 Supplement
5146 0x0004afb5 0x0044c9b5 4    5    .data    ascii   JUp\v
5147 0x0004afde 0x0044c9de 4    5    .data    ascii   )?q2
5148 0x0004b00d 0x0044ca0d 4    5    .data    ascii   AzBY
5149 0x0004b049 0x0044ca49 4    5    .data    ascii   \f'\n2
5150 0x0004b096 0x0044ca96 4    5    .data    ascii   wU-R
5151 0x0004b0ad 0x0044caad 5    6    .data    ascii   xx21H
5152 0x0004b0d7 0x0044cad7 6    7    .data    ascii   h\r-\bF]
5153 0x0004b125 0x0044cb25 4    6    .data    utf8    \aá\f| blocks=Basic Latin,Latin-1 Supplement
5154 0x0004b14e 0x0044cb4e 4    5    .data    ascii   f\f~e
5155 0x0004b17b 0x0044cb7b 4    5    .data    ascii   '?XY
5156 0x0004b19c 0x0044cb9c 4    5    .data    ascii   FY\ta
5157 0x0004b1aa 0x0044cbaa 6    7    .data    ascii   N\vRYWL
5158 0x0004b259 0x0044cc59 6    7    .data    ascii   =N\av\rr
5159 0x0004b278 0x0044cc78 4    5    .data    ascii   \a\tB8
5160 0x0004b28a 0x0044cc8a 4    6    .data    utf8    Pрt\ blocks=Basic Latin,Cyrillic
5161 0x0004b2d5 0x0044ccd5 4    5    .data    ascii   #T~@
5162 0x0004b2e9 0x0044cce9 4    5    .data    ascii   )+$%
5163 0x0004b30f 0x0044cd0f 4    6    .data    utf8    %Fwݸ blocks=Basic Latin,Arabic Supplement
5164 0x0004b315 0x0044cd15 4    6    .data    utf8    AȎr4 blocks=Basic Latin,Latin Extended-B
5165 0x0004b333 0x0044cd33 7    8    .data    ascii   B%Vi[q}
5166 0x0004b3f8 0x0044cdf8 6    7    .data    ascii   ]n;%,Q
5167 0x0004b457 0x0044ce57 7    8    .data    ascii   6j`;H]\t
5168 0x0004b462 0x0044ce62 4    5    .data    ascii   oZv;
5169 0x0004b4a4 0x0044cea4 5    6    .data    ascii   5G3J-
5170 0x0004b4b1 0x0044ceb1 4    5    .data    ascii   lkjG
5171 0x0004b4dd 0x0044cedd 6    8    .data    utf8    ٢vk8\v" blocks=Arabic,Basic Latin
5172 0x0004b4fc 0x0044cefc 4    6    .data    utf8    lĵCo blocks=Basic Latin,Latin Extended-A
5173 0x0004b539 0x0044cf39 5    6    .data    ascii   \eADaU
5174 0x0004b549 0x0044cf49 7    8    .data    ascii   M>|J\e3\e
5175 0x0004b60a 0x0044d00a 5    6    .data    ascii   =47pP
5176 0x0004b663 0x0044d063 5    6    .data    ascii   ^xj>k
5177 0x0004b699 0x0044d099 6    7    .data    ascii   9\nM\f1z
5178 0x0004b6b7 0x0044d0b7 4    5    .data    ascii   v\a{W
5179 0x0004b6cf 0x0044d0cf 4    6    .data    utf8    0CݻC blocks=Basic Latin,Arabic Supplement
5180 0x0004b715 0x0044d115 5    6    .data    ascii   \b,MJ*
5181 0x0004b72d 0x0044d12d 7    8    .data    ascii   ~H?gr*p
5182 0x0004b743 0x0044d143 5    7    .data    utf8    4Aۋ\aT blocks=Basic Latin,Arabic
5183 0x0004b7a6 0x0044d1a6 4    5    .data    ascii   f8Pr
5184 0x0004b7ab 0x0044d1ab 4    5    .data    ascii   {7K`
5185 0x0004b7bd 0x0044d1bd 5    6    .data    ascii   fA7\vd
5186 0x0004b7d3 0x0044d1d3 4    5    .data    ascii   tTgO
5187 0x0004b7f9 0x0044d1f9 5    7    .data    utf8    Ke ެJ blocks=Basic Latin,Thaana
5188 0x0004b80c 0x0044d20c 4    5    .data    ascii   9PT+
5189 0x0004b831 0x0044d231 4    6    .data    utf8    ^L\eΙ blocks=Basic Latin,Greek and Coptic
5190 0x0004b83b 0x0044d23b 4    6    .data    utf8    ś$Zb blocks=Latin Extended-A,Basic Latin
5191 0x0004b854 0x0044d254 8    10   .data    utf8    ,/1Iխ\(u blocks=Basic Latin,Armenian
5192 0x0004b886 0x0044d286 4    5    .data    ascii   T<\b\n
5193 0x0004b8de 0x0044d2de 8    9    .data    ascii   LS&:r%]N
5194 0x0004b912 0x0044d312 5    6    .data    ascii    \Hn=
5195 0x0004b986 0x0044d386 4    5    .data    ascii   =5B$
5196 0x0004b98b 0x0044d38b 4    5    .data    ascii   w8b2
5197 0x0004b9ed 0x0044d3ed 7    9    .data    utf8    YAˡa\a7O blocks=Basic Latin,Spacing Modifier Letters
5198 0x0004ba0e 0x0044d40e 4    5    .data    ascii   R\nU|
5199 0x0004ba22 0x0044d422 4    5    .data    ascii   &q\t|
5200 0x0004ba2a 0x0044d42a 4    5    .data    ascii   dLBr
5201 0x0004ba39 0x0044d439 4    5    .data    ascii   V.So
5202 0x0004bac6 0x0044d4c6 5    6    .data    ascii   E\nb\aX
5203 0x0004bb84 0x0044d584 4    5    .data    ascii   1zdt
5204 0x0004bb8e 0x0044d58e 4    6    .data    utf8    ąb)b blocks=Latin Extended-A,Basic Latin
5205 0x0004bbde 0x0044d5de 4    5    .data    ascii   \nhB
5206 0x0004bbf3 0x0044d5f3 6    7    .data    ascii   H5M\O\e
5207 0x0004bc20 0x0044d620 4    5    .data    ascii   W\a"y
5208 0x0004bc36 0x0044d636 7    10   .data    utf8    +F\ta\rϪܩ blocks=Basic Latin,Greek and Coptic,Syriac
5209 0x0004bc5a 0x0044d65a 4    6    .data    utf8    ժDrz blocks=Armenian,Basic Latin
5210 0x0004bc75 0x0044d675 4    5    .data    ascii   3\av3
5211 0x0004bc95 0x0044d695 4    6    .data    utf8    P>hϗ blocks=Basic Latin,Greek and Coptic
5212 0x0004bcc4 0x0044d6c4 6    7    .data    ascii   i/9_8W
5213 0x0004bcef 0x0044d6ef 7    8    .data    ascii   !*H9$7c
5214 0x0004bd2f 0x0044d72f 8    9    .data    ascii   Y\neHhw\v~
5215 0x0004bd45 0x0044d745 4    5    .data    ascii   ts\e5
5216 0x0004bd5c 0x0044d75c 4    5    .data    ascii   z* G
5217 0x0004bd7c 0x0044d77c 4    5    .data    ascii   E3E\b
5218 0x0004bd9f 0x0044d79f 4    6    .data    utf8    )Ғ([ blocks=Basic Latin,Cyrillic
5219 0x0004bdb9 0x0044d7b9 6    8    .data    utf8    āU|l}N blocks=Latin Extended-A,Basic Latin
5220 0x0004bde8 0x0044d7e8 4    5    .data    ascii   y/L0
5221 0x0004bf0e 0x0044d90e 4    5    .data    ascii   2gqY
5222 0x0004bf17 0x0044d917 5    7    .data    utf8    cL(ɯV blocks=Basic Latin,IPA Extensions
5223 0x0004bf79 0x0044d979 4    5    .data    ascii   ty#+
5224 0x0004bfb6 0x0044d9b6 4    5    .data    ascii   P#]=
5225 0x0004bfcb 0x0044d9cb 4    7    .data    utf8    B/Ŕ֭ blocks=Basic Latin,Latin Extended-A,Hebrew
5226 0x0004bfdd 0x0044d9dd 4    7    .data    utf8    _a\r願 blocks=Basic Latin,CJK Unified Ideographs
5227 0x0004bff1 0x0044d9f1 5    6    .data    ascii   I3#h+
5228 0x0004bfff 0x0044d9ff 4    5    .data    ascii   ZcUb
5229 0x0004c01a 0x0044da1a 4    6    .data    utf8    ޛ]z- blocks=Thaana,Basic Latin
5230 0x0004c048 0x0044da48 4    5    .data    ascii   ^KGT
5231 0x0004c091 0x0044da91 5    9    .data    utf8    ծpXڠȆ blocks=Armenian,Basic Latin,Arabic,Latin Extended-B
5232 0x0004c0b8 0x0044dab8 4    5    .data    ascii   <d]7
5233 0x0004c0db 0x0044dadb 4    5    .data    ascii   % {\r
5234 0x0004c0fa 0x0044dafa 5    6    .data    ascii   ]t>cb
5235 0x0004c140 0x0044db40 4    5    .data    ascii   JL!X
5236 0x0004c161 0x0044db61 4    6    .data    utf8    T:˦F blocks=Basic Latin,Spacing Modifier Letters
5237 0x0004c168 0x0044db68 4    6    .data    utf8    Ԍ(xU blocks=Cyrillic Supplement,Basic Latin
5238 0x0004c16e 0x0044db6e 6    7    .data    ascii   C\bSx9+
5239 0x0004c17f 0x0044db7f 5    6    .data    ascii   qI5J?
5240 0x0004c19a 0x0044db9a 6    7    .data    ascii   P<%\b\r.
5241 0x0004c1b1 0x0044dbb1 4    5    .data    ascii   RMNW
5242 0x0004c1b8 0x0044dbb8 4    5    .data    ascii   }}BJ
5243 0x0004c1c7 0x0044dbc7 4    5    .data    ascii   5:On
5244 0x0004c1db 0x0044dbdb 4    5    .data    ascii   G%N\r
5245 0x0004c1ea 0x0044dbea 4    5    .data    ascii   pa\nN
5246 0x0004c1f3 0x0044dbf3 4    7    .data    utf8    㨿\f:[ blocks=CJK Unified Ideographs Extension A,Basic Latin
5247 0x0004c22c 0x0044dc2c 5    6    .data    ascii   r9/r!
5248 0x0004c23b 0x0044dc3b 4    5    .data    ascii   *BYZ
5249 0x0004c2cf 0x0044dccf 4    5    .data    ascii   `Pvu
5250 0x0004c319 0x0044dd19 5    7    .data    utf8    \-{ȇB blocks=Basic Latin,Latin Extended-B
5251 0x0004c388 0x0044dd88 5    6    .data    ascii   qPwZ-
5252 0x0004c397 0x0044dd97 4    5    .data    ascii   'u"k
5253 0x0004c421 0x0044de21 4    5    .data    ascii   JkU4
5254 0x0004c476 0x0044de76 4    5    .data    ascii   q{Nm
5255 0x0004c4a8 0x0044dea8 4    6    .data    utf8    d`,˽ blocks=Basic Latin,Spacing Modifier Letters
5256 0x0004c4cb 0x0044decb 4    5    .data    ascii   L.s4
5257 0x0004c517 0x0044df17 5    6    .data    ascii   $QxwZ
5258 0x0004c553 0x0044df53 4    5    .data    ascii   ",FT
5259 0x0004c583 0x0044df83 5    6    .data    ascii   Y)lQ~
5260 0x0004c59b 0x0044df9b 5    7    .data    utf8    ЀD7\- blocks=Cyrillic,Basic Latin
5261 0x0004c5b2 0x0044dfb2 5    6    .data    ascii   <_~H-
5262 0x0004c5ce 0x0044dfce 8    10   .data    utf8    ŋK*r~tsC blocks=Latin Extended-A,Basic Latin
5263 0x0004c631 0x0044e031 4    5    .data    ascii   ,7/N
5264 0x0004c64a 0x0044e04a 4    5    .data    ascii   pA7.
5265 0x0004c6a5 0x0044e0a5 5    6    .data    ascii    o\n(A
5266 0x0004c6ab 0x0044e0ab 4    6    .data    utf8    הz ' blocks=Hebrew,Basic Latin
5267 0x0004c6db 0x0044e0db 6    9    .data    utf8    ӽ֢&;Tr blocks=Cyrillic,Hebrew,Basic Latin
5268 0x0004c721 0x0044e121 9    10   .data    ascii   F&"CK"!m2
5269 0x0004c72e 0x0044e12e 4    5    .data    ascii   Ee{i
5270 0x0004c74a 0x0044e14a 5    7    .data    utf8    ԋ?tH_ blocks=Cyrillic Supplement,Basic Latin
5271 0x0004c789 0x0044e189 4    6    .data    utf8    ߛh\/ blocks=NKo,Basic Latin
5272 0x0004c7a8 0x0044e1a8 5    8    .data    utf8    ށ_<iw blocks=Thaana,Basic Latin
5273 0x0004c7b9 0x0044e1b9 4    5    .data    ascii   (INc
5274 0x0004c7fe 0x0044e1fe 5    6    .data    ascii   VPn%:
5275 0x0004c841 0x0044e241 4    6    .data    utf8    G\f3ʹ blocks=Basic Latin,Greek and Coptic
5276 0x0004c854 0x0044e254 5    7    .data    utf8    ;=ۍ.> blocks=Basic Latin,Arabic
5277 0x0004c872 0x0044e272 6    7    .data    ascii   Y%y 9u
5278 0x0004c88d 0x0044e28d 9    10   .data    ascii   6+v\v-\aXUl
5279 0x0004c8ce 0x0044e2ce 4    5    .data    ascii   zE8i
5280 0x0004c8f1 0x0044e2f1 4    5    .data    ascii   Sqy\f
5281 0x0004c91e 0x0044e31e 5    7    .data    utf8    \bɨn5- blocks=Basic Latin,IPA Extensions
5282 0x0004c92a 0x0044e32a 4    5    .data    ascii   m9Go
5283 0x0004c9d8 0x0044e3d8 4    7    .data    utf8     ﶎ\f= blocks=Basic Latin,Arabic Presentation Forms-A
5284 0x0004caac 0x0044e4ac 5    6    .data    ascii   Y9%\vN
5285 0x0004cb37 0x0044e537 5    7    .data    utf8    aaӯ(O blocks=Basic Latin,Cyrillic
5286 0x0004cb70 0x0044e570 4    5    .data    ascii   VPC[
5287 0x0004cb7b 0x0044e57b 4    5    .data    ascii   ve>\b
5288 0x0004cba7 0x0044e5a7 4    5    .data    ascii   B+zk
5289 0x0004cbe8 0x0044e5e8 4    5    .data    ascii   KL 6
5290 0x0004cc37 0x0044e637 4    6    .data    utf8    9oUğ blocks=Basic Latin,Latin Extended-A
5291 0x0004cc89 0x0044e689 5    7    .data    utf8    0o\vAͭ blocks=Basic Latin,Combining Diacritical Marks
5292 0x0004ccea 0x0044e6ea 4    5    .data    ascii   \bg2'
5293 0x0004cd18 0x0044e718 4    5    .data    ascii   <uUe
5294 0x0004cd2f 0x0044e72f 4    5    .data    ascii   m<yC
5295 0x0004cd38 0x0044e738 4    5    .data    ascii   ^Z\t\r
5296 0x0004cd3d 0x0044e73d 4    5    .data    ascii   =KWQ
5297 0x0004cd6c 0x0044e76c 4    5    .data    ascii   l+NA
5298 0x0004cdee 0x0044e7ee 4    5    .data    ascii   \t?MG
5299 0x0004ce2d 0x0044e82d 6    8    .data    utf8    ЅQ?D\p blocks=Cyrillic,Basic Latin
5300 0x0004ce64 0x0044e864 5    8    .data    utf8    ̦ښ5o( blocks=Combining Diacritical Marks,Arabic,Basic Latin
5301 0x0004ceab 0x0044e8ab 7    9    .data    utf8    ϩN~U\f$k blocks=Greek and Coptic,Basic Latin
5302 0x0004ceb9 0x0044e8b9 6    7    .data    ascii   \r_P!g*
5303 0x0004ceda 0x0044e8da 6    7    .data    ascii   ?o\{o$
5304 0x0004cf03 0x0044e903 7    8    .data    ascii   \<t@\a\b\f
5305 0x0004cf49 0x0044e949 5    6    .data    ascii   }x\?\b
5306 0x0004cf6d 0x0044e96d 4    5    .data    ascii   \ngk,
5307 0x0004cf97 0x0044e997 4    5    .data    ascii   &\af^
5308 0x0004cfc5 0x0044e9c5 6    7    .data    ascii   FcjRPv
5309 0x0004cfee 0x0044e9ee 5    6    .data    ascii   {Kj> 
5310 0x0004d050 0x0044ea50 4    5    .data    ascii   >KIv
5311 0x0004d071 0x0044ea71 4    5    .data    ascii   wn\en
5312 0x0004d0b7 0x0044eab7 4    5    .data    ascii   ]K^*
5313 0x0004d0c7 0x0044eac7 4    7    .data    utf8    ^ߚ˥p blocks=Basic Latin,NKo,Spacing Modifier Letters
5314 0x0004d136 0x0044eb36 5    6    .data    ascii   hp\b3O
5315 0x0004d158 0x0044eb58 5    7    .data    utf8    ٺ!`_$ blocks=Arabic,Basic Latin
5316 0x0004d21b 0x0044ec1b 4    5    .data    ascii   58-i
5317 0x0004d24a 0x0044ec4a 4    5    .data    ascii   UM:x
5318 0x0004d255 0x0044ec55 5    8    .data    utf8    )%}挥7 blocks=Basic Latin,CJK Unified Ideographs
5319 0x0004d28b 0x0044ec8b 6    7    .data    ascii   gR&h*s
5320 0x0004d2e2 0x0044ece2 6    8    .data    utf8    \cރD3P blocks=Basic Latin,Thaana
5321 0x0004d313 0x0044ed13 4    6    .data    utf8    ):Ri
5322 0x0004d31e 0x0044ed1e 5    6    .data    ascii   tJg-k
5323 0x0004d329 0x0044ed29 4    5    .data    ascii   ?z\P
5324 0x0004d34c 0x0044ed4c 5    6    .data    ascii   Z!g\a 
5325 0x0004d37d 0x0044ed7d 4    5    .data    ascii   !/0@
5326 0x0004d3c9 0x0044edc9 5    6    .data    ascii   d\rIsZ
5327 0x0004d40c 0x0044ee0c 4    5    .data    ascii   Y\Rc
5328 0x0004d437 0x0044ee37 6    7    .data    ascii   kQeQD`
5329 0x0004d44e 0x0044ee4e 4    5    .data    ascii   jYE\b
5330 0x0004d481 0x0044ee81 6    8    .data    utf8    WԱ*!&\a blocks=Basic Latin,Armenian
5331 0x0004d4c3 0x0044eec3 4    6    .data    utf8    ڶ\t!I blocks=Arabic,Basic Latin
5332 0x0004d50e 0x0044ef0e 4    5    .data    ascii   a30q
5333 0x0004d52f 0x0044ef2f 4    5    .data    ascii   2+3}
5334 0x0004d56f 0x0044ef6f 4    5    .data    ascii   We\e6
5335 0x0004d589 0x0044ef89 4    5    .data    ascii   ~IHM
5336 0x0004d622 0x0044f022 4    5    .data    ascii   v;[\t
5337 0x0004d65f 0x0044f05f 5    6    .data    ascii   "64n\a
5338 0x0004d683 0x0044f083 5    6    .data    ascii   (cbR%
5339 0x0004d6b9 0x0044f0b9 4    5    .data    ascii   8L)4
5340 0x0004d706 0x0044f106 5    6    .data    ascii   \B@O\b
5341 0x0004d70c 0x0044f10c 6    10   .data    utf8    ֊FỶHD' blocks=Armenian,Basic Latin,Latin Extended Additional
5342 0x0004d730 0x0044f130 4    5    .data    ascii   \IzR
5343 0x0004d748 0x0044f148 5    6    .data    ascii   *A>8+
5344 0x0004d755 0x0044f155 4    5    .data    ascii   rID}
5345 0x0004d768 0x0044f168 4    5    .data    ascii   "5yk
5346 0x0004d77a 0x0044f17a 4    6    .data    utf8    Ŏa$L blocks=Latin Extended-A,Basic Latin
5347 0x0004d7ab 0x0044f1ab 4    5    .data    ascii   }tX}
5348 0x0004d7b0 0x0044f1b0 5    6    .data    ascii   nJL5>
5349 0x0004d7f1 0x0044f1f1 4    5    .data    ascii   V86\
5350 0x0004d7fd 0x0044f1fd 5    9    .data    utf8    ¤ȴަ\r] blocks=Latin-1 Supplement,Latin Extended-B,Thaana,Basic Latin
5351 0x0004d865 0x0044f265 6    7    .data    ascii   )'A.{\e
5352 0x0004d8ae 0x0044f2ae 5    6    .data    ascii   p1DBr
5353 0x0004d8c3 0x0044f2c3 4    5    .data    ascii   m\v=)
5354 0x0004d8dd 0x0044f2dd 4    5    .data    ascii   4OD5
5355 0x0004d948 0x0044f348 5    6    .data    ascii   ,+l:R
5356 0x0004d997 0x0044f397 4    5    .data    ascii   Q\vEq
5357 0x0004d9a1 0x0044f3a1 4    5    .data    ascii   zfY\v
5358 0x0004d9f1 0x0044f3f1 5    6    .data    ascii   :wI\tD
5359 0x0004d9f7 0x0044f3f7 4    5    .data    ascii   Z8w2
5360 0x0004da58 0x0044f458 4    5    .data    ascii   O/>Y
5361 0x0004da67 0x0044f467 4    5    .data    ascii   V<f9
5362 0x0004da99 0x0044f499 4    5    .data    ascii   Ti0~
5363 0x0004daa0 0x0044f4a0 4    6    .data    utf8    Z94ք blocks=Basic Latin,Armenian
5364 0x0004daa8 0x0044f4a8 5    6    .data    ascii   5z:?\a
5365 0x0004dadf 0x0044f4df 4    5    .data    ascii   +mw/
5366 0x0004daf9 0x0044f4f9 6    7    .data    ascii   !K%])&
5367 0x0004db07 0x0044f507 6    9    .data    utf8    g蜝wL@[ blocks=Basic Latin,CJK Unified Ideographs
5368 0x0004db4b 0x0044f54b 5    6    .data    ascii   UO\aXT
5369 0x0004db6c 0x0044f56c 4    5    .data    ascii   P_\e`
5370 0x0004dbc3 0x0044f5c3 4    5    .data    ascii   B.xG
5371 0x0004dbd9 0x0044f5d9 5    6    .data    ascii   {wLS"
5372 0x0004dc0b 0x0044f60b 4    5    .data    ascii   ^3@6
5373 0x0004dc27 0x0044f627 4    5    .data    ascii   u?@|
5374 0x0004dc4f 0x0044f64f 4    5    .data    ascii   XM\r=
5375 0x0004dc8a 0x0044f68a 4    6    .data    utf8    Ғu~x blocks=Cyrillic,Basic Latin
5376 0x0004dccd 0x0044f6cd 4    5    .data    ascii   T(XZ
5377 0x0004dd25 0x0044f725 5    6    .data    ascii   ~o.d*
5378 0x0004dd2e 0x0044f72e 5    6    .data    ascii   _[!\3
5379 0x0004dd37 0x0044f737 5    7    .data    utf8    JGSɒ3 blocks=Basic Latin,IPA Extensions
5380 0x0004dd89 0x0044f789 4    5    .data    ascii   \a.#,
5381 0x0004dd93 0x0044f793 4    5    .data    ascii   cQ.Q
5382 0x0004dd98 0x0044f798 5    6    .data    ascii   !V\r++
5383 0x0004ddcd 0x0044f7cd 5    6    .data    ascii   `ZJ=L
