[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
23778 0x0010b63c 0x00809e3c 4   6    .data   utf8    ]6ʌ@ blocks=Basic Latin,IPA Extensions
23779 0x0010b65a 0x00809e5a 4   6    .data   utf8    ȾX\v1 blocks=Latin Extended-B,Basic Latin
23780 0x0010b677 0x00809e77 4   5    .data   ascii   >r,D
23781 0x0010b685 0x00809e85 4   5    .data   ascii   ar+e
23782 0x0010b68a 0x00809e8a 5   6    .data   ascii   5i\?r
23783 0x0010b690 0x00809e90 5   6    .data   ascii   IW}S!
23784 0x0010b6dd 0x00809edd 5   6    .data   ascii   !X\+`
23785 0x0010b6e3 0x00809ee3 4   5    .data   ascii   5RbJ
23786 0x0010b6e8 0x00809ee8 4   5    .data   ascii   kYuJ
23787 0x0010b759 0x00809f59 4   5    .data   ascii   W!|\r
23788 0x0010b77d 0x00809f7d 4   5    .data   ascii   D788
23789 0x0010b786 0x00809f86 4   5    .data   ascii   gr\nC
23790 0x0010b78f 0x00809f8f 4   5    .data   ascii   FYG_
23791 0x0010b7a4 0x00809fa4 4   5    .data   ascii   P"qR
23792 0x0010b7a9 0x00809fa9 7   8    .data   ascii   !SeVr,Y
23793 0x0010b7b1 0x00809fb1 5   6    .data   ascii   6]\@c
23794 0x0010b7b7 0x00809fb7 7   8    .data   ascii   JWfT+t^
23795 0x0010b816 0x0080a016 5   6    .data   ascii   3F\=O
23796 0x0010b846 0x0080a046 5   7    .data   utf8    8AǮXR blocks=Basic Latin,Latin Extended-B
23797 0x0010b874 0x0080a074 4   5    .data   ascii   =r+D
23798 0x0010b879 0x0080a079 5   6    .data   ascii   5M\?U
23799 0x0010b87f 0x0080a07f 7   8    .data   ascii   IWXS+`]
23800 0x0010b8d1 0x0080a0d1 4   5    .data   ascii   6,_!
23801 0x0010b8d6 0x0080a0d6 4   5    .data   ascii   \n=4X
23802 0x0010b8e1 0x0080a0e1 5   6    .data   ascii   ";\,=
23803 0x0010b8e7 0x0080a0e7 10  11   .data   ascii   6W@@#ADC8D
23804 0x0010b905 0x0080a105 4   5    .data   ascii   xr4y
23805 0x0010b90a 0x0080a10a 5   6    .data   ascii   >{\H~
23806 0x0010b929 0x0080a129 8   9    .data   ascii   Y\t\v!\fd\r,
23807 0x0010b93c 0x0080a13c 4   5    .data   ascii   d%,*
23808 0x0010b949 0x0080a149 10  11   .data   ascii   JYK\v!LdM,N
23809 0x0010b95c 0x0080a15c 10  11   .data   ascii   YY\\v!_db,l
23810 0x0010b96f 0x0080a16f 9   10   .data   ascii   sYv\v!yd|,
23811 0x0010b9e9 0x0080a1e9 10  11   .data   ascii   8Q\t\v!\vd\f,\r
23812 0x0010b9fd 0x0080a1fd 9   10   .data   ascii   Y%\v!)dC,D
23813 0x0010ba0f 0x0080a20f 9   10   .data   ascii   [Y^\v!cdw,
23814 0x0010ba5a 0x0080a25a 4   5    .data   ascii   \n\f\v!
23815 0x0010ba6c 0x0080a26c 10  11   .data   ascii   %Y,\v!.d3,8
23816 0x0010ba8a 0x0080a28a 4   5    .data   ascii   Yr3[
23817 0x0010ba8f 0x0080a28f 5   6    .data   ascii   =]\G`
23818 0x0010bad6 0x0080a2d6 4   5    .data   ascii   oDm@
23819 0x0010baee 0x0080a2ee 10  11   .data   ascii   )Y0\v!@dF,P
23820 0x0010bb4c 0x0080a34c 6   7    .data   ascii   Y\n\v!\fd
23821 0x0010bb5e 0x0080a35e 7   8    .data   ascii   W1!!5J\b
23822 0x0010bb6c 0x0080a36c 4   5    .data   ascii   Wr)i
23823 0x0010bb71 0x0080a371 5   6    .data   ascii   3l\=v
23824 0x0010bb9a 0x0080a39a 4   6    .data   utf8    r+˹5 blocks=Basic Latin,Spacing Modifier Letters
23825 0x0010bbab 0x0080a3ab 15  16   .data   ascii   \i\vG<zWK\n!Sda,i
23826 0x0010bbe7 0x0080a3e7 4   5    .data   ascii   \n\e\v~
23827 0x0010bbf4 0x0080a3f4 10  11   .data   ascii   5Y>\v!AdD,H
23828 0x0010bc07 0x0080a407 10  11   .data   ascii   YY\\v!`df,i
23829 0x0010bc3b 0x0080a43b 4   6    .data   utf8    |;nқ blocks=Basic Latin,Cyrillic
23830 0x0010bc48 0x0080a448 7   8    .data   ascii   9aEEr\nH
23831 0x0010bc53 0x0080a453 7   8    .data   ascii   SYV\v!ZL
23832 0x0010bc87 0x0080a487 4   5    .data   ascii   \b?\n+
23833 0x0010bc95 0x0080a495 10  11   .data   ascii   +Y1\v!<dF,M
23834 0x0010bca8 0x0080a4a8 5   6    .data   ascii   vY{\v!
23835 0x0010bcca 0x0080a4ca 5   6    .data   ascii   @\n!\vd
23836 0x0010bcdb 0x0080a4db 10  11   .data   ascii   /Y2\v!5d8,;
23837 0x0010bcee 0x0080a4ee 10  11   .data   ascii   GYP\v!Vda,g
23838 0x0010bd36 0x0080a536 5   7    .data   utf8    \4n>B
23839 0x0010bd90 0x0080a590 5   6    .data   ascii   "R\,V
23840 0x0010bd97 0x0080a597 15  16   .data   ascii   [H\bp,QX\v!Ze`r6e
23841 0x0010bdab 0x0080a5ab 5   6    .data   ascii   !di,n
23842 0x0010bdb1 0x0080a5b1 4   5    .data   ascii   lSq6
23843 0x0010bdb6 0x0080a5b6 11  12   .data   ascii   sqt\v!we|8,~
23844 0x0010be00 0x0080a600 7   8    .data   ascii   \v!&d.,0
23845 0x0010be10 0x0080a610 10  11   .data   ascii   HYR\v!Td\,d
23846 0x0010be5c 0x0080a65c 9   10   .data   ascii   GCzW\t\n!\fd
23847 0x0010be87 0x0080a687 5   6    .data   ascii   !i\+r
23848 0x0010bee3 0x0080a6e3 10  11   .data   ascii   \m\aGDzW\v\n!
23849 0x0010bf04 0x0080a704 4   6    .data   utf8    r3Ϲ= blocks=Basic Latin,Greek and Coptic
23850 0x0010bf28 0x0080a728 5   6    .data   ascii   :Y?\vy
23851 0x0010bf36 0x0080a736 5   6    .data   ascii   aYc\nI
23852 0x0010bf47 0x0080a747 4   6    .data   utf8    r4۹> blocks=Basic Latin,Arabic
23853 0x0010bf52 0x0080a752 4   5    .data   ascii   !FG\b
23854 0x0010bf71 0x0080a771 7   8    .data   ascii   /WB"+G,
23855 0x0010bf7f 0x0080a77f 4   5    .data   ascii   \rJ`
23856 0x0010bf97 0x0080a797 5   6    .data   ascii   @#\r$z
23857 0x0010c002 0x0080a802 4   5    .data   ascii   \tG\n+
23858 0x0010c021 0x0080a821 4   5    .data   ascii   Ar)D
23859 0x0010c026 0x0080a826 5   6    .data   ascii   3F\=K
23860 0x0010c02c 0x0080a82c 7   8    .data   ascii   GWNQ+[[
23861 0x0010c056 0x0080a856 4   6    .data   utf8    rJŹT blocks=Basic Latin,Latin Extended-A
23862 0x0010c05c 0x0080a85c 5   7    .data   utf8    \^ӮhB blocks=Basic Latin,Cyrillic
23863 0x0010c080 0x0080a880 6   7    .data   ascii   W> +C*
23864 0x0010c08d 0x0080a88d 4   5    .data   ascii   ^rHa
23865 0x0010c092 0x0080a892 5   6    .data   ascii   Re\\i
23866 0x0010c098 0x0080a898 7   8    .data   ascii   fWmp+qz
23867 0x0010c0e5 0x0080a8e5 7   8    .data   ascii   \v!'d+,/
23868 0x0010c0f5 0x0080a8f5 10  11   .data   ascii   [Yb\v!jdl,q
23869 0x0010c12b 0x0080a92b 4   6    .data   utf8    {ȷRB blocks=Basic Latin,Latin Extended-B
23870 0x0010c157 0x0080a957 7   8    .data   ascii   KP`WJ\v!
23871 0x0010c171 0x0080a971 12  13   .data   ascii   MY^\v!idj)tMk
23872 0x0010c17e 0x0080a97e 4   5    .data   ascii   \v+l"
23873 0x0010c1cd 0x0080a9cd 5   6    .data   ascii   \(>J 
23874 0x0010c1db 0x0080a9db 4   5    .data   ascii   \n\a\v!
23875 0x0010c1eb 0x0080a9eb 7   8    .data   ascii   \v!&d),/
23876 0x0010c1fb 0x0080a9fb 9   10   .data   ascii   :Y?\v!`dd-
23877 0x0010c209 0x0080aa09 10  11   .data   ascii   pYs\v!vdy,|
23878 0x0010c224 0x0080aa24 4   5    .data   ascii   ,WBL
23879 0x0010c229 0x0080aa29 10  11   .data   ascii   YY\\v!_db)p
23880 0x0010c261 0x0080aa61 5   7    .data   utf8    \hۮrW blocks=Basic Latin,Arabic
23881 0x0010c27d 0x0080aa7d 4   5    .data   ascii   d&,D
23882 0x0010c28a 0x0080aa8a 5   6    .data   ascii   TYX\v{
23883 0x0010c2d2 0x0080aad2 10  11   .data   ascii   @YF\v!LdR,X
23884 0x0010c2e5 0x0080aae5 10  11   .data   ascii   gYm\v!pdv,|
23885 0x0010c33a 0x0080ab3a 4   5    .data   ascii   d#,%
23886 0x0010c347 0x0080ab47 10  11   .data   ascii   2Y6\v!?dH,K
23887 0x0010c35a 0x0080ab5a 5   6    .data   ascii   TYV\n^
23888 0x0010c369 0x0080ab69 6   7    .data   ascii   W-\n!/O
23889 0x0010c397 0x0080ab97 4   5    .data   ascii   DW!]
23890 0x0010c39c 0x0080ab9c 4   5    .data   ascii   \n=\B
23891 0x0010c3bc 0x0080abbc 7   8    .data   ascii   #!4d3,5
23892 0x0010c3c7 0x0080abc7 5   6    .data   ascii   {Yz\<
23893 0x0010c3d1 0x0080abd1 6   7    .data   ascii   nYp\F|
23894 0x0010c3e3 0x0080abe3 10  11   .data   ascii   QLA#:\v\n+9\n
23895 0x0010c3fc 0x0080abfc 8   9    .data   ascii   !)\f\n+(\n?
23896 0x0010c40d 0x0080ac0d 4   6    .data   utf8    *,΄B blocks=Basic Latin,Greek and Coptic
23897 0x0010c42d 0x0080ac2d 6   7    .data   ascii   SYR\#`
23898 0x0010c487 0x0080ac87 4   5    .data   ascii   \n=8B
23899 0x0010c48c 0x0080ac8c 5   6    .data   ascii   JD',&
23900 0x0010c492 0x0080ac92 10  11   .data   ascii   #W(-!:dw!3
23901 0x0010c49d 0x0080ac9d 5   6    .data   ascii   \n+2\n?
23902 0x0010c4ba 0x0080acba 4   5    .data   ascii   \n+o\n
23903 0x0010c4cf 0x0080accf 7   8    .data   ascii   \f\eQ\v\\n\r
23904 0x0010c4e1 0x0080ace1 4   5    .data   ascii   \v!X:
23905 0x0010c4e7 0x0080ace7 5   6    .data   ascii   EWr\nY
23906 0x0010c4fd 0x0080acfd 4   5    .data   ascii   EDg\n
23907 0x0010c505 0x0080ad05 6   7    .data   ascii   0Y/\#1
23908 0x0010c544 0x0080ad44 5   6    .data   ascii   Er ( 
23909 0x0010c557 0x0080ad57 5   6    .data   ascii   #k$(j
23910 0x0010c562 0x0080ad62 5   6    .data   ascii   U\v+T#
23911 0x0010c56e 0x0080ad6e 4   5    .data   ascii   \bVB%
23912 0x0010c583 0x0080ad83 9   10   .data   ascii   dD!T'\n+S\n
23913 0x0010c59b 0x0080ad9b 7   8    .data   ascii   !A(\n+@\n
23914 0x0010c5a7 0x0080ada7 9   10   .data   ascii   \b#sYr\v!td
23915 0x0010c5c9 0x0080adc9 7   8    .data   ascii   G&1Q%Y\n
23916 0x0010c5d9 0x0080add9 13  14   .data   ascii   \nW'#!H\b/2Q.Y\n
23917 0x0010c5fb 0x0080adfb 7   8    .data   ascii   \bN4QMY\n
23918 0x0010c606 0x0080ae06 4   5    .data   ascii   \a5\n=
23919 0x0010c610 0x0080ae10 4   5    .data   ascii   w2Z<
23920 0x0010c632 0x0080ae32 5   6    .data   ascii   Z\v+Y#
23921 0x0010c646 0x0080ae46 6   7    .data   ascii   !>e=r#
23922 0x0010c658 0x0080ae58 5   7    .data   utf8    Ʉb9(a blocks=Latin Extended-B,Basic Latin
23923 0x0010c664 0x0080ae64 5   6    .data   ascii   I\v+H#
23924 0x0010c681 0x0080ae81 4   5    .data   ascii   <BK!
23925 0x0010c6c9 0x0080aec9 5   6    .data   ascii   b\vGzB
23926 0x0010c6cf 0x0080aecf 6   7    .data   ascii   Wy\n!{O
23927 0x0010c6d6 0x0080aed6 6   7    .data   ascii   6#\b#CS
23928 0x0010c721 0x0080af21 4   7    .data   utf8    3Ҳѹ# blocks=Basic Latin,Cyrillic
23929 0x0010c728 0x0080af28 10  11   .data   ascii   \v!0\b!HQ Y\n
23930 0x0010c741 0x0080af41 4   6    .data   utf8    J)¹\n blocks=Basic Latin,Latin-1 Supplement
23931 0x0010c787 0x0080af87 4   5    .data   ascii   \bXBO
23932 0x0010c797 0x0080af97 4   5    .data   ascii   #Y\n7
23933 0x0010c7a3 0x0080afa3 4   5    .data   ascii   Lp\b 
23934 0x0010c7b3 0x0080afb3 4   5    .data   ascii   P3T 
23935 0x0010c7cf 0x0080afcf 4   5    .data   ascii   LU"@
23936 0x0010c80e 0x0080b00e 5   8    .data   utf8    xՀ\fԀX blocks=Basic Latin,Armenian,Cyrillic Supplement
23937 0x0010c819 0x0080b019 7   8    .data   ascii   10FpjAc
23938 0x0010c831 0x0080b031 8   9    .data   ascii   QV1A|023
23939 0x0010c927 0x0080b127 4   5    .data   ascii   \fLY@
23940 0x0010c92c 0x0080b12c 4   5    .data   ascii   @c$@
23941 0x0010c954 0x0080b154 4   5    .data   ascii   PY&1
23942 0x0010c9b0 0x0080b1b0 4   5    .data   ascii   Q |v
23943 0x0010ca91 0x0080b291 4   5    .data   ascii   \b_~\b
23944 0x0010caab 0x0080b2ab 5   6    .data   ascii   .HlPP
23945 0x0010cad9 0x0080b2d9 4   5    .data   ascii   $pB@
23946 0x0010cae7 0x0080b2e7 4   5    .data   ascii    ,=e
23947 0x0010cb19 0x0080b319 4   5    .data   ascii   \bTR\b
23948 0x0010cb7e 0x0080b37e 4   5    .data   ascii    (U|
23949 0x0010cbad 0x0080b3ad 5   6    .data   ascii   \tp"@^
23950 0x0010cc00 0x0080b400 7   8    .data   ascii   \e\b`}\bpy
23951 0x0010cc1a 0x0080b41a 4   6    .data   utf8    1*ؐ  blocks=Basic Latin,Arabic
23952 0x0010cc33 0x0080b433 4   5    .data   ascii   4@Z'
23953 0x0010cc39 0x0080b439 4   6    .data   utf8    0$İ@ blocks=Basic Latin,Latin Extended-A
23954 0x0010cc9a 0x0080b49a 4   6    .data   utf8    !ɉ g blocks=Basic Latin,Latin Extended-B
23955 0x0010ccac 0x0080b4ac 4   5    .data   ascii   (@"x
23956 0x0010ccb5 0x0080b4b5 5   7    .data   utf8    TlЄ@< blocks=Basic Latin,Cyrillic
23957 0x0010ccbf 0x0080b4bf 4   5    .data   ascii   ma11
23958 0x0010cd4f 0x0080b54f 4   5    .data   ascii   r@HL
23959 0x0010cd9c 0x0080b59c 5   6    .data   ascii   RH|R 
23960 0x0010cdce 0x0080b5ce 4   5    .data   ascii   t<4\b
23961 0x0010cdd7 0x0080b5d7 5   6    .data   ascii   -q\bZH
23962 0x0010ce03 0x0080b603 6   8    .data   utf8    y`Z، \a blocks=Basic Latin,Arabic
23963 0x0010ce17 0x0080b617 5   7    .data   utf8    S}@#Т blocks=Basic Latin,Cyrillic
23964 0x0010ce7f 0x0080b67f 5   6    .data   ascii   (^M(@
23965 0x0010ce9d 0x0080b69d 4   5    .data   ascii    WD:
23966 0x0010ceab 0x0080b6ab 4   5    .data   ascii   hE+o
23967 0x0010cef2 0x0080b6f2 5   6    .data   ascii   $) }z
23968 0x0010cf2f 0x0080b72f 7   9    .data   utf8    ^)АHQ?! blocks=Basic Latin,Cyrillic
23969 0x0010cf3b 0x0080b73b 5   6    .data   ascii   q8[\nB
23970 0x0010cf55 0x0080b755 4   5    .data   ascii   y/=(
23971 0x0010cf74 0x0080b774 6   8    .data   utf8    ?Hd(oכ blocks=Basic Latin,Hebrew
23972 0x0010cf7d 0x0080b77d 6   7    .data   ascii   IU^SRH
23973 0x0010cf8b 0x0080b78b 9   10   .data   ascii   +/#'^K(ox
23974 0x0010cf9f 0x0080b79f 7   8    .data   ascii   Hd%/!+^
23975 0x0010cff4 0x0080b7f4 4   5    .data   ascii   \\f\nH
23976 0x0010d04e 0x0080b84e 4   5    .data   ascii   z_7H
23977 0x0010d05a 0x0080b85a 4   5    .data   ascii   QXz]
23978 0x0010d08a 0x0080b88a 6   7    .data   ascii   x9\bV/*
23979 0x0010d0b9 0x0080b8b9 5   6    .data   ascii   z.!4~
23980 0x0010d0e9 0x0080b8e9 4   5    .data   ascii   z()s
23981 0x0010d0ee 0x0080b8ee 6   8    .data   utf8    q\2п+0 blocks=Basic Latin,Cyrillic
23982 0x0010d0f6 0x0080b8f6 7   8    .data   ascii   ^!<Zqf\v
23983 0x0010d108 0x0080b908 10  12   .data   utf8    8פ@]'q8~R, blocks=Basic Latin,Hebrew
23984 0x0010d11a 0x0080b91a 4   5    .data   ascii   *\Cp
23985 0x0010d1f3 0x0080b9f3 6   7    .data   ascii   ]%>0C+
23986 0x0010d204 0x0080ba04 4   5    .data   ascii   /{`~
23987 0x0010d209 0x0080ba09 5   6    .data   ascii   EXy*O
23988 0x0010d261 0x0080ba61 4   5    .data   ascii   \vMHP
23989 0x0010d2a7 0x0080baa7 8   9    .data   ascii   Exy(K]C[
23990 0x0010d2b3 0x0080bab3 4   5    .data   ascii   t]Z8
23991 0x0010d2dd 0x0080badd 4   6    .data   utf8    <د$[ blocks=Basic Latin,Arabic
23992 0x0010d32e 0x0080bb2e 5   6    .data   ascii   4j*H/
23993 0x0010d36a 0x0080bb6a 4   6    .data   utf8    C˽.+ blocks=Basic Latin,Spacing Modifier Letters
23994 0x0010d375 0x0080bb75 4   5    .data   ascii   D\bVC
23995 0x0010d393 0x0080bb93 4   6    .data   utf8    8D)ˈ blocks=Basic Latin,Spacing Modifier Letters
23996 0x0010d3a6 0x0080bba6 6   8    .data   utf8    vZD{ؔ\f blocks=Basic Latin,Arabic
23997 0x0010d3db 0x0080bbdb 4   5    .data   ascii   lyxp
23998 0x0010d412 0x0080bc12 6   7    .data   ascii   +,-`)h
23999 0x0010d453 0x0080bc53 4   5    .data   ascii   ToNH
24000 0x0010d4ad 0x0080bcad 4   5    .data   ascii   A?'+
24001 0x0010d4d0 0x0080bcd0 4   8    .data   utf8    H寋hӶ blocks=Basic Latin,CJK Unified Ideographs,Cyrillic
24002 0x0010d50a 0x0080bd0a 4   8    .data   utf8    ܙ`ݐٸ blocks=Syriac,Basic Latin,Arabic Supplement,Arabic
24003 0x0010d521 0x0080bd21 7   8    .data   ascii   }.k~J8n
24004 0x0010d5d9 0x0080bdd9 4   7    .data   utf8    7~N䊸 blocks=Basic Latin,CJK Unified Ideographs Extension A
24005 0x0010d652 0x0080be52 4   5    .data   ascii   \f~@_
24006 0x0010d68f 0x0080be8f 4   5    .data   ascii   m`t!
24007 0x0010d6a6 0x0080bea6 5   6    .data   ascii   5\bVC'
24008 0x0010d74b 0x0080bf4b 7   8    .data   ascii   (zh# r~
24009 0x0010d755 0x0080bf55 5   6    .data   ascii   Gh~J'
24010 0x0010d782 0x0080bf82 4   5    .data   ascii   jHR 
24011 0x0010d7c2 0x0080bfc2 4   5    .data   ascii   sPTN
24012 0x0010d7ec 0x0080bfec 4   7    .data   utf8    ҽ<yH blocks=Cyrillic,Basic Latin
24013 0x0010d88b 0x0080c08b 4   7    .data   utf8    (␓@} blocks=Basic Latin,Control Pictures
24014 0x0010d96d 0x0080c16d 4   5    .data   ascii   @H[|
24015 0x0010d978 0x0080c178 5   6    .data   ascii    ]5\t+
24016 0x0010da7c 0x0080c27c 6   7    .data   ascii   \bK\bV'>
24017 0x0010daa4 0x0080c2a4 6   7    .data   ascii   \b-\f7H/
24018 0x0010dad3 0x0080c2d3 4   5    .data   ascii   C^\bW
24019 0x0010dadd 0x0080c2dd 4   5    .data   ascii   Gy\b_
24020 0x0010dafc 0x0080c2fc 5   8    .data   utf8    ܰՒVn  blocks=Syriac,Armenian,Basic Latin
24021 0x0010db15 0x0080c315 7   8    .data   ascii   .!pWxt\e
24022 0x0010db28 0x0080c328 5   7    .data   utf8    ߵ(U'G blocks=NKo,Basic Latin
24023 0x0010dbcf 0x0080c3cf 5   7    .data   utf8    WS\bԟe blocks=Basic Latin,Cyrillic Supplement
24024 0x0010dc28 0x0080c428 6   8    .data   utf8    Nد# ^C blocks=Basic Latin,Arabic
24025 0x0010dc74 0x0080c474 4   5    .data   ascii   E8|S
24026 0x0010dca8 0x0080c4a8 4   5    .data   ascii   8o '
24027 0x0010dcea 0x0080c4ea 4   5    .data   ascii   O=(d
24028 0x0010dd16 0x0080c516 4   6    .data   utf8    (EHr
24029 0x0010dd4a 0x0080c54a 4   5    .data   ascii   Z_OT
24030 0x0010dd77 0x0080c577 4   5    .data   ascii   Z&oa
24031 0x0010de01 0x0080c601 8   10   .data   utf8    L$\bh_-S 
24032 0x0010de32 0x0080c632 4   5    .data   ascii   He%=
24033 0x0010de4d 0x0080c64d 4   5    .data   ascii   )RH]
24034 0x0010ded0 0x0080c6d0 4   6    .data   utf8    !0ޕ{ blocks=Basic Latin,Thaana
24035 0x0010ded6 0x0080c6d6 4   5    .data   ascii   yF<(
24036 0x0010df85 0x0080c785 4   5    .data   ascii   $>!Y
24037 0x0010dfb3 0x0080c7b3 4   6    .data   utf8    ߵHJT blocks=NKo,Basic Latin
24038 0x0010dfd5 0x0080c7d5 6   8    .data   utf8    ]D kȁW blocks=Basic Latin,Latin Extended-B
24039 0x0010e002 0x0080c802 5   7    .data   utf8      Oيh blocks=Basic Latin,Arabic
24040 0x0010e05d 0x0080c85d 8   9    .data   ascii   \bWjh]QD\v
24041 0x0010e0e9 0x0080c8e9 6   12   .data   utf8    艵ވ}d쿲h blocks=CJK Unified Ideographs,Thaana,Basic Latin,Hangul Syllables
24042 0x0010e0fa 0x0080c8fa 4   6    .data   utf8    ]EH½ blocks=Basic Latin,Latin-1 Supplement
24043 0x0010e120 0x0080c920 9   15   .data   utf8    亸H뇈\\bV%Ӧw blocks=CJK Unified Ideographs,Basic Latin,Hangul Syllables,Cyrillic
24044 0x0010e138 0x0080c938 4   5    .data   ascii   <Z.!
24045 0x0010e146 0x0080c946 4   5    .data   ascii   \brqp
24046 0x0010e14d 0x0080c94d 4   5    .data   ascii   spT!
24047 0x0010e1aa 0x0080c9aa 6   7    .data   ascii   {\bZusP
24048 0x0010e1cb 0x0080c9cb 4   5    .data   ascii   mXxp
24049 0x0010e262 0x0080ca62 4   5    .data   ascii   vW'H
24050 0x0010e278 0x0080ca78 4   6    .data   utf8    eiƣH blocks=Basic Latin,Latin Extended-B
24051 0x0010e298 0x0080ca98 4   6    .data   utf8    ܯhDE blocks=Syriac,Basic Latin
24052 0x0010e2fa 0x0080cafa 4   5    .data   ascii   ^Mi@
24053 0x0010e32f 0x0080cb2f 4   6    .data   utf8    \rkȅW blocks=Basic Latin,Latin Extended-B
24054 0x0010e3be 0x0080cbbe 4   5    .data   ascii   HYOO
24055 0x0010e3e1 0x0080cbe1 4   5    .data   ascii   Q~&h
24056 0x0010e411 0x0080cc11 4   5    .data   ascii   8}1i
24057 0x0010e446 0x0080cc46 5   6    .data   ascii   x\(B\v
24058 0x0010e451 0x0080cc51 4   6    .data   utf8    V^Ƨ( blocks=Basic Latin,Latin Extended-B
24059 0x0010e463 0x0080cc63 5   6    .data   ascii   9HI O
24060 0x0010e47a 0x0080cc7a 6   8    .data   utf8    =pʰURe blocks=Basic Latin,Spacing Modifier Letters
24061 0x0010e4af 0x0080ccaf 4   5    .data   ascii   0\FK
24062 0x0010e4be 0x0080ccbe 4   5    .data   ascii   ^JU{
24063 0x0010e4ce 0x0080ccce 4   5    .data   ascii   \n7~!
24064 0x0010e4d3 0x0080ccd3 4   5    .data   ascii   *qi\n
24065 0x0010e4d9 0x0080ccd9 4   5    .data   ascii   X^Fs
24066 0x0010e612 0x0080ce12 5   6    .data   ascii   P.P8W
24067 0x0010e640 0x0080ce40 4   5    .data   ascii   \tEXR
24068 0x0010e6bc 0x0080cebc 5   6    .data   ascii   b@q(T
24069 0x0010e6e7 0x0080cee7 6   7    .data   ascii   ^)T/HQ
24070 0x0010e6ee 0x0080ceee 4   5    .data   ascii   1@i 
24071 0x0010e6f6 0x0080cef6 6   7    .data   ascii   J?x#8y
24072 0x0010e70e 0x0080cf0e 4   6    .data   utf8    ү/@$ blocks=Cyrillic,Basic Latin
24073 0x0010e7bc 0x0080cfbc 5   7    .data   utf8    0Wӂ\ao blocks=Basic Latin,Cyrillic
24074 0x0010e7d0 0x0080cfd0 4   6    .data   utf8    8\Ց  blocks=Basic Latin,Armenian
24075 0x0010e7df 0x0080cfdf 5   6    .data   ascii   N|8\br
24076 0x0010e82f 0x0080d02f 4   5    .data   ascii   %(\a=
24077 0x0010e85c 0x0080d05c 4   6    .data   utf8    T8Ո# blocks=Basic Latin,Armenian
24078 0x0010e886 0x0080d086 4   5    .data   ascii   @W!H
24079 0x0010e8cc 0x0080d0cc 6   7    .data   ascii   zH8\b!$
24080 0x0010e959 0x0080d159 5   6    .data   ascii   5pRYP
24081 0x0010e96f 0x0080d16f 4   5    .data   ascii   O0rv
24082 0x0010e9a8 0x0080d1a8 4   5    .data   ascii   W~\bU
24083 0x0010ea90 0x0080d290 4   5    .data   ascii   X=\f\n
24084 0x0010eaab 0x0080d2ab 4   5    .data   ascii   (@.#
24085 0x0010eab4 0x0080d2b4 5   8    .data   utf8    Ӻ} 2ܥ blocks=Cyrillic,Basic Latin,Syriac
24086 0x0010eb1a 0x0080d31a 5   6    .data   ascii   0B q(
24087 0x0010eb45 0x0080d345 7   8    .data   ascii   $Nh]D`:
24088 0x0010eb9c 0x0080d39c 4   6    .data   utf8    ̀_/Y blocks=Combining Diacritical Marks,Basic Latin
24089 0x0010ebd3 0x0080d3d3 8   10   .data   utf8    oVxՄ`}\v+ blocks=Basic Latin,Armenian
24090 0x0010ebec 0x0080d3ec 5   8    .data   utf8    蔅~-G\b blocks=CJK Unified Ideographs,Basic Latin
24091 0x0010ebf9 0x0080d3f9 6   7    .data   ascii   `pdpB\v
24092 0x0010ec07 0x0080d407 5   6    .data   ascii   4sPq<
24093 0x0010ec38 0x0080d438 6   7    .data   ascii   UMPY9c
24094 0x0010ec4c 0x0080d44c 4   5    .data   ascii   ehv^
24095 0x0010ec84 0x0080d484 4   5    .data   ascii   ]2iF
24096 0x0010ecb5 0x0080d4b5 4   5    .data   ascii   k|P}
24097 0x0010ecc7 0x0080d4c7 6   7    .data   ascii   \t=Xke@
24098 0x0010ecfa 0x0080d4fa 6   7    .data   ascii   '5pyqi
24099 0x0010ed30 0x0080d530 6   8    .data   utf8    \vɪ|xWe blocks=Basic Latin,IPA Extensions
24100 0x0010ed40 0x0080d540 4   6    .data   utf8    |!Ӫ_ blocks=Basic Latin,Cyrillic
24101 0x0010ed6f 0x0080d56f 6   8    .data   utf8    %5xR$ķ blocks=Basic Latin,Latin Extended-A
24102 0x0010ed9e 0x0080d59e 4   5    .data   ascii   v WI
24103 0x0010edd4 0x0080d5d4 4   5    .data   ascii   @^R'
24104 0x0010ede8 0x0080d5e8 4   5    .data   ascii   oX|I
24105 0x0010edef 0x0080d5ef 4   5    .data   ascii   )+He
24106 0x0010ee1f 0x0080d61f 5   7    .data   utf8    QK؈-~ blocks=Basic Latin,Arabic
24107 0x0010ee34 0x0080d634 4   6    .data   utf8    tp}Ō blocks=Basic Latin,Latin Extended-A
24108 0x0010ef66 0x0080d766 5   7    .data   utf8    |j͐h] blocks=Basic Latin,Combining Diacritical Marks
24109 0x0010f02c 0x0080d82c 6   9    .data   utf8    H/@GH blocks=Basic Latin,Private Use Area
24110 0x0010f0a4 0x0080d8a4 5   6    .data   ascii   !Q^L+
24111 0x0010f0d2 0x0080d8d2 5   7    .data   utf8    WʰTB' blocks=Basic Latin,Spacing Modifier Letters
24112 0x0010f0eb 0x0080d8eb 9   10   .data   ascii    G/\bVLy@F
24113 0x0010f107 0x0080d907 5   6    .data   ascii   HZQx}
