[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
24114 0x0010f118 0x0080d918 4   5    .data   ascii   Vp\bG
24115 0x0010f15d 0x0080d95d 5   6    .data   ascii   \f_^B\f
24116 0x0010f16c 0x0080d96c 4   5    .data   ascii   _~X\t
24117 0x0010f1be 0x0080d9be 4   6    .data   utf8    .>;O
24118 0x0010f1f8 0x0080d9f8 4   5    .data   ascii   #A^p
24119 0x0010f222 0x0080da22 4   5    .data   ascii   hx+\n
24120 0x0010f24b 0x0080da4b 4   5    .data   ascii   \\B_
24121 0x0010f289 0x0080da89 9   12   .data   utf8    ~pߔ'ܦhN\b; blocks=Basic Latin,NKo,Syriac
24122 0x0010f2b5 0x0080dab5 4   6    .data   utf8    /q@ב blocks=Basic Latin,Hebrew
24123 0x0010f333 0x0080db33 6   7    .data   ascii   SqP\B(
24124 0x0010f33e 0x0080db3e 6   7    .data   ascii   'nHpK\b
24125 0x0010f3aa 0x0080dbaa 5   8    .data   utf8    㰿)$Hv blocks=CJK Unified Ideographs Extension A,Basic Latin
24126 0x0010f3bb 0x0080dbbb 6   9    .data   utf8    8בï8(p blocks=Basic Latin,Hebrew,Latin-1 Supplement
24127 0x0010f3d3 0x0080dbd3 4   5    .data   ascii   ?y()
24128 0x0010f44a 0x0080dc4a 4   5    .data   ascii   RU|p
24129 0x0010f469 0x0080dc69 5   6    .data   ascii   9|8_Z
24130 0x0010f563 0x0080dd63 5   8    .data   utf8    #xw⩮u blocks=Basic Latin,Supplemental Mathematical Operators
24131 0x0010f56f 0x0080dd6f 5   6    .data   ascii   p^)|G
24132 0x0010f5f6 0x0080ddf6 5   6    .data   ascii   +\b05w
24133 0x0010f64c 0x0080de4c 4   5    .data   ascii   &y\v@
24134 0x0010f68f 0x0080de8f 4   6    .data   utf8    Du;ҏ blocks=Basic Latin,Cyrillic
24135 0x0010f6b0 0x0080deb0 4   5    .data   ascii   5@NP
24136 0x0010f6b9 0x0080deb9 5   6    .data   ascii   !V\fX7
24137 0x0010f6d3 0x0080ded3 6   7    .data   ascii   !@nqKD
24138 0x0010f730 0x0080df30 4   7    .data   utf8    تdi) blocks=Arabic,Basic Latin
24139 0x0010f740 0x0080df40 4   5    .data   ascii   ,?iZ
24140 0x0010f7ea 0x0080dfea 4   5    .data   ascii   8Q&\e
24141 0x0010f849 0x0080e049 4   5    .data   ascii   Wq@v
24142 0x0010f84e 0x0080e04e 5   7    .data   utf8    ןpq)3 blocks=Hebrew,Basic Latin
24143 0x0010f862 0x0080e062 4   5    .data   ascii   R\fVN
24144 0x0010f871 0x0080e071 8   10   .data   utf8    (zh# rWϠ blocks=Basic Latin,Greek and Coptic
24145 0x0010f9a9 0x0080e1a9 7   8    .data   ascii   \bDT\fVCa
24146 0x0010f9c6 0x0080e1c6 4   5    .data   ascii   p~J'
24147 0x0010fab1 0x0080e2b1 5   6    .data   ascii   mP^)t
24148 0x0010fac9 0x0080e2c9 4   6    .data   utf8    ػ!Iq blocks=Arabic,Basic Latin
24149 0x0010fb22 0x0080e322 4   5    .data   ascii   )SHV
24150 0x0010fb2c 0x0080e32c 4   5    .data   ascii   q'BH
24151 0x0010fbd2 0x0080e3d2 4   5    .data   ascii   #\f^B
24152 0x0010fc0c 0x0080e40c 4   5    .data   ascii   ]D0+
24153 0x0010fc18 0x0080e418 5   6    .data   ascii   #}~B(
24154 0x0010fc81 0x0080e481 4   6    .data   utf8    4NK؈ blocks=Basic Latin,Arabic
24155 0x0010fcaa 0x0080e4aa 10  11   .data   ascii   X_/[ UyT8\b
24156 0x0010fcd7 0x0080e4d7 4   6    .data   utf8    &Z\r@
24157 0x0010fda0 0x0080e5a0 4   6    .data   utf8    ܝv u blocks=Syriac,Basic Latin
24158 0x0010fe7a 0x0080e67a 4   5    .data   ascii   &[@!
24159 0x0010feac 0x0080e6ac 4   5    .data   ascii   e0tY
24160 0x0010febb 0x0080e6bb 6   7    .data   ascii   HzW^`W
24161 0x0010fec2 0x0080e6c2 5   6    .data   ascii   Wg0^R
24162 0x0010ff00 0x0080e700 4   7    .data   utf8    ֛`Аw blocks=Hebrew,Basic Latin,Cyrillic
24163 0x0010ff6d 0x0080e76d 7   8    .data   ascii   +ZHd()*
24164 0x0010ffcc 0x0080e7cc 4   6    .data   utf8    H֜(w blocks=Basic Latin,Hebrew
24165 0x00110014 0x0080e814 4   6    .data   utf8    Gؾb* blocks=Basic Latin,Arabic
24166 0x00110184 0x0080e984 8   10   .data   utf8    uG(R4ėEP blocks=Basic Latin,Latin Extended-A
24167 0x001101ca 0x0080e9ca 4   5    .data   ascii   U~->
24168 0x001101dd 0x0080e9dd 4   5    .data   ascii   D8o!
24169 0x0011020c 0x0080ea0c 4   5    .data   ascii   uY\b]
24170 0x00110232 0x0080ea32 6   7    .data   ascii    K78tJ
24171 0x00110341 0x0080eb41 4   5    .data   ascii   }~BT
24172 0x001103d2 0x0080ebd2 4   5    .data   ascii   [(VN
24173 0x00110411 0x0080ec11 5   7    .data   utf8    ڵhDV+ blocks=Arabic,Basic Latin
24174 0x0011042e 0x0080ec2e 4   5    .data   ascii   :h!t
24175 0x00110456 0x0080ec56 4   6    .data   utf8    ?k`Ӫ blocks=Basic Latin,Cyrillic
24176 0x0011045e 0x0080ec5e 4   5    .data   ascii   +(HV
24177 0x001104b5 0x0080ecb5 7   8    .data   ascii   )HUk}e(
24178 0x001104e4 0x0080ece4 4   6    .data   utf8    `\t˴W blocks=Basic Latin,Spacing Modifier Letters
24179 0x00110533 0x0080ed33 4   6    .data   utf8    ~BĿ! blocks=Basic Latin,Latin Extended-A
24180 0x00110543 0x0080ed43 4   6    .data   utf8    ~B̿! blocks=Basic Latin,Combining Diacritical Marks
24181 0x00110553 0x0080ed53 4   6    .data   utf8    ~BԿ! blocks=Basic Latin,Armenian
24182 0x001105be 0x0080edbe 4   6    .data   utf8    d;/Һ blocks=Basic Latin,Cyrillic
24183 0x00110602 0x0080ee02 4   6    .data   utf8    @zπd blocks=Basic Latin,Greek and Coptic
24184 0x00110608 0x0080ee08 4   5    .data   ascii   .!E^
24185 0x0011064d 0x0080ee4d 4   6    .data   utf8    qL\tк blocks=Basic Latin,Cyrillic
24186 0x00110675 0x0080ee75 4   5    .data   ascii   O&:(
24187 0x001106b5 0x0080eeb5 7   9    .data   utf8    !wޟM0^& blocks=Basic Latin,Thaana
24188 0x0011078a 0x0080ef8a 6   9    .data   utf8    닠Wg0z\ blocks=Hangul Syllables,Basic Latin
24189 0x001107a5 0x0080efa5 5   7    .data   utf8    z(Yȯ  blocks=Basic Latin,Latin Extended-B
24190 0x001107cd 0x0080efcd 4   5    .data   ascii   ]|O 
24191 0x001108f6 0x0080f0f6 4   6    .data   utf8    kȱW^ blocks=Basic Latin,Latin Extended-B
24192 0x0011093a 0x0080f13a 8   9    .data   ascii   }|HmhJ+x
24193 0x00110973 0x0080f173 4   6    .data   utf8    ٟ=hr blocks=Arabic,Basic Latin
24194 0x001109cc 0x0080f1cc 4   5    .data   ascii   )/?(
24195 0x001109d4 0x0080f1d4 4   5    .data   ascii   J}0\n
24196 0x001109fc 0x0080f1fc 4   5    .data   ascii   +5`K
24197 0x00110a04 0x0080f204 4   5    .data   ascii    ~B`
24198 0x00110a94 0x0080f294 5   6    .data   ascii   QH_%q
24199 0x00110adc 0x0080f2dc 4   5    .data   ascii   oX\bd
24200 0x00110ae1 0x0080f2e1 4   6    .data   utf8    \vV%ɶ blocks=Basic Latin,IPA Extensions
24201 0x00110aec 0x0080f2ec 4   5    .data   ascii   0_'M
24202 0x00110b51 0x0080f351 4   5    .data   ascii   JN{X
24203 0x00110b81 0x0080f381 5   6    .data   ascii   4j.\t\t
24204 0x00110bae 0x0080f3ae 7   9    .data   utf8    {XէTxwy blocks=Basic Latin,Armenian
24205 0x00110be7 0x0080f3e7 7   8    .data   ascii   \b0n\vV/2
24206 0x00110c14 0x0080f414 7   8    .data   ascii   rM@E,dL
24207 0x00110c61 0x0080f461 4   5    .data   ascii   @zWt
24208 0x00110c68 0x0080f468 4   5    .data   ascii   Tn\v\n
24209 0x00110cfd 0x0080f4fd 5   6    .data   ascii   (r\PW
24210 0x00110d73 0x0080f573 7   9    .data   utf8    kŀM*H-x blocks=Basic Latin,Latin Extended-A
24211 0x00110e18 0x0080f618 9   11   .data   utf8    ?pk^8W~Zԣ blocks=Basic Latin,Cyrillic Supplement
24212 0x00110eeb 0x0080f6eb 4   5    .data   ascii   %yd\n
24213 0x00110f11 0x0080f711 5   6    .data   ascii   E |'$
24214 0x00110f3c 0x0080f73c 4   5    .data   ascii   zh\bX
24215 0x00110f41 0x0080f741 4   5    .data   ascii   \fVC2
24216 0x00110f66 0x0080f766 4   5    .data   ascii   >%U?
24217 0x00110f79 0x0080f779 6   7    .data   ascii   */,(`W
24218 0x00110fe4 0x0080f7e4 4   6    .data   utf8    <vȼq blocks=Basic Latin,Latin Extended-B
24219 0x00111011 0x0080f811 4   8    .data   utf8    \fVCx
24220 0x00111081 0x0080f881 4   5    .data   ascii   zwGh
24221 0x001110c8 0x0080f8c8 4   5    .data   ascii   W7hr
24222 0x001111a3 0x0080f9a3 6   7    .data   ascii   =\biQX^
24223 0x00111204 0x0080fa04 7   8    .data   ascii   %^ WJ $
24224 0x00111216 0x0080fa16 4   6    .data   utf8    ܕ\vKH blocks=Syriac,Basic Latin
24225 0x00111286 0x0080fa86 4   5    .data   ascii   08H 
24226 0x00111292 0x0080fa92 5   6    .data   ascii   n\v+!R
24227 0x001112a3 0x0080faa3 7   8    .data   ascii   \b_/vPwz
24228 0x001112ab 0x0080faab 5   7    .data   utf8     KݵPy blocks=Basic Latin,Arabic Supplement
24229 0x001112b9 0x0080fab9 4   5    .data   ascii   pq+"
24230 0x001112dd 0x0080fadd 9   11   .data   utf8    ]'we0߲i_o blocks=Basic Latin,NKo
24231 0x001112ff 0x0080faff 4   5    .data   ascii   xY+O
24232 0x0011138c 0x0080fb8c 5   8    .data   utf8    ȅ~B̿! blocks=Latin Extended-B,Basic Latin,Combining Diacritical Marks
24233 0x00111409 0x0080fc09 4   5    .data   ascii   e\btN
24234 0x00111420 0x0080fc20 4   5    .data   ascii   5xyv
24235 0x00111449 0x0080fc49 5   6    .data   ascii   s\b\Cv
24236 0x001114d6 0x0080fcd6 4   6    .data   utf8    :HԶ@ blocks=Basic Latin,Armenian
24237 0x00111518 0x0080fd18 5   8    .data   utf8    b*\⟐% blocks=Basic Latin,Miscellaneous Mathematical Symbols-A
24238 0x0011156a 0x0080fd6a 4   5    .data   ascii   {q)\n
24239 0x00111571 0x0080fd71 4   5    .data   ascii   `keo
24240 0x001115b0 0x0080fdb0 4   5    .data   ascii   $8hW
24241 0x001115c1 0x0080fdc1 6   7    .data   ascii   )(LI}o
24242 0x001115ed 0x0080fded 5   7    .data   utf8    Iк!,_ blocks=Basic Latin,Cyrillic
24243 0x001116c7 0x0080fec7 5   6    .data   ascii   ruEx~
24244 0x001116ef 0x0080feef 4   5    .data   ascii   WE0|
24245 0x00111701 0x0080ff01 8   10   .data   utf8    ôH_'}OH! blocks=Latin-1 Supplement,Basic Latin
24246 0x00111736 0x0080ff36 5   6    .data   ascii   o`Y(\n
24247 0x00111752 0x0080ff52 5   6    .data   ascii   UE@U#
24248 0x00111778 0x0080ff78 4   5    .data   ascii   2\f+!
24249 0x00111785 0x0080ff85 4   5    .data   ascii   Y-H:
24250 0x00111796 0x0080ff96 4   6    .data   utf8    İ4.# blocks=Latin Extended-A,Basic Latin
24251 0x001117a9 0x0080ffa9 4   5    .data   ascii   WG`w
24252 0x001117c4 0x0080ffc4 4   6    .data   utf8    8Մx\ blocks=Basic Latin,Armenian
24253 0x001117d7 0x0080ffd7 5   6    .data   ascii   ox\t`[
24254 0x001117e4 0x0080ffe4 10  11   .data   ascii   \aSXV)T/HP*
24255 0x0011180a 0x0081000a 4   6    .data   utf8    q@Ä: blocks=Basic Latin,Latin-1 Supplement
24256 0x00111812 0x00810012 4   6    .data   utf8    !>ޟ| blocks=Basic Latin,Thaana
24257 0x00111840 0x00810040 7   9    .data   utf8    P\)АHPI blocks=Basic Latin,Cyrillic
24258 0x0011186d 0x0081006d 4   6    .data   utf8    \v²SQ blocks=Basic Latin,Latin-1 Supplement
24259 0x001118e1 0x008100e1 4   5    .data   ascii   5t&@
24260 0x00111904 0x00810104 4   5    .data   ascii   THHU
24261 0x00111936 0x00810136 6   7    .data   ascii   O@Z}y0
24262 0x0011194e 0x0081014e 5   6    .data   ascii   z[\byt
24263 0x00111992 0x00810192 4   5    .data   ascii   p]%\t
24264 0x001119d7 0x008101d7 5   9    .data   utf8    ݲi(ٯֽ blocks=Arabic Supplement,Basic Latin,Arabic,Hebrew
24265 0x00111a4d 0x0081024d 4   5    .data   ascii   ~EO>
24266 0x00111a9f 0x0081029f 5   6    .data   ascii   k~pWB
24267 0x00111ab8 0x008102b8 4   5    .data   ascii   ^J>+
24268 0x00111ade 0x008102de 5   6    .data   ascii   0n!XR
24269 0x00111ae5 0x008102e5 5   6    .data   ascii   yH_b\
24270 0x00111af9 0x008102f9 4   5    .data   ascii   m\Cf
24271 0x00111b50 0x00810350 5   6    .data   ascii   (UZWE
24272 0x00111bca 0x008103ca 4   6    .data   utf8    kSXܷ blocks=Basic Latin,Syriac
24273 0x00111c2b 0x0081042b 4   5    .data   ascii   UM@U
24274 0x00111c49 0x00810449 6   7    .data   ascii   U7@t!"
24275 0x00111c85 0x00810485 5   6    .data   ascii   $T!X9
24276 0x00111ca2 0x008104a2 7   8    .data   ascii   W50wDmo
24277 0x00111cb2 0x008104b2 4   5    .data   ascii   >H%;
24278 0x00111cbe 0x008104be 4   5    .data   ascii   +?He
24279 0x00111de0 0x008105e0 4   5    .data   ascii   @d&o
24280 0x00111de7 0x008105e7 5   6    .data   ascii   \bq&6@
24281 0x00111e24 0x00810624 4   5    .data   ascii   ~RSH
24282 0x00111e3d 0x0081063d 4   5    .data   ascii   ~S\H
24283 0x00111ea2 0x008106a2 4   6    .data   utf8    \tkȅW blocks=Basic Latin,Latin Extended-B
24284 0x00111f33 0x00810733 4   5    .data   ascii   }~BP
24285 0x0011200e 0x0081080e 4   5    .data   ascii   + TA
24286 0x00112037 0x00810837 5   7    .data   utf8    ]$@ܯ  blocks=Basic Latin,Syriac
24287 0x0011205a 0x0081085a 7   9    .data   utf8    J ǀ]%]m blocks=Basic Latin,Latin Extended-B
24288 0x0011207f 0x0081087f 4   5    .data   ascii   !/\fY
24289 0x001120cd 0x008108cd 5   6    .data   ascii   ]/vPW
24290 0x001120d4 0x008108d4 6   7    .data   ascii   h\bhs\C
24291 0x001120fa 0x008108fa 4   7    .data   utf8    쾗mPY blocks=Hangul Syllables,Basic Latin
24292 0x0011211b 0x0081091b 4   5    .data   ascii   @tpG
24293 0x00112135 0x00810935 9   11   .data   utf8    ү|@,):\fHW blocks=Cyrillic,Basic Latin
24294 0x00112193 0x00810993 5   8    .data   utf8    ⸟5J | blocks=Supplemental Punctuation,Basic Latin
24295 0x001121c1 0x008109c1 4   5    .data   ascii   n\'<
24296 0x001121e4 0x008109e4 4   5    .data   ascii   8RuQ
24297 0x001121e9 0x008109e9 4   5    .data   ascii   _'GH
24298 0x001121fd 0x008109fd 4   5    .data   ascii   X:\fj
24299 0x001122ee 0x00810aee 4   6    .data   utf8    ץVHW blocks=Hebrew,Basic Latin
24300 0x001122f4 0x00810af4 4   5    .data   ascii    TC'
24301 0x00112303 0x00810b03 4   5    .data   ascii   9? y
24302 0x0011232d 0x00810b2d 4   5    .data   ascii   %\hW
24303 0x00112343 0x00810b43 4   6    .data   utf8    "Z:k
24304 0x00112356 0x00810b56 4   6    .data   utf8    ,B>'
24305 0x00112383 0x00810b83 4   5    .data   ascii   K\BT
24306 0x001123c0 0x00810bc0 5   7    .data   utf8    }O>*(
24307 0x0011240b 0x00810c0b 4   5    .data   ascii   Gx^C
24308 0x0011246a 0x00810c6a 4   5    .data   ascii   7p-w
24309 0x00112474 0x00810c74 4   5    .data   ascii   |H4h
24310 0x001124e5 0x00810ce5 4   5    .data   ascii   Xp.!
24311 0x00112554 0x00810d54 4   5    .data   ascii   ji_+
24312 0x0011255c 0x00810d5c 4   6    .data   utf8    ؒ6;  blocks=Arabic,Basic Latin
24313 0x001125fb 0x00810dfb 7   9    .data   utf8    hwpDWw=
24314 0x0011260e 0x00810e0e 9   10   .data   ascii   D!.\fYQ1\f'
24315 0x00112619 0x00810e19 4   6    .data   utf8    #[ޝu blocks=Basic Latin,Thaana
24316 0x00112695 0x00810e95 5   8    .data   utf8    ؾFإ*  blocks=Arabic,Basic Latin
24317 0x0011270d 0x00810f0d 6   7    .data   ascii   :\vTHWB
24318 0x00112744 0x00810f44 5   6    .data   ascii   =zspy
24319 0x0011276b 0x00810f6b 4   5    .data   ascii   <HC8
24320 0x0011278b 0x00810f8b 4   6    .data   utf8    ޯ B, blocks=Thaana,Basic Latin
24321 0x001127b0 0x00810fb0 4   5    .data   ascii   !5$P
24322 0x001127be 0x00810fbe 4   6    .data   utf8    J~!$
24323 0x001127d7 0x00810fd7 4   5    .data   ascii   \rm@X
24324 0x0011280f 0x0081100f 4   5    .data   ascii   h7\t\n
24325 0x00112819 0x00811019 4   5    .data   ascii   ?qD\v
24326 0x00112838 0x00811038 4   5    .data   ascii   }>t8
24327 0x00112853 0x00811053 4   6    .data   utf8    Ј\f5a blocks=Cyrillic,Basic Latin
24328 0x00112863 0x00811063 5   7    .data   utf8    >&%@u
24329 0x0011289b 0x0081109b 4   5    .data   ascii   7\tVH
24330 0x001128ae 0x008110ae 4   6    .data   utf8    p٠&  blocks=Basic Latin,Arabic
24331 0x001128c7 0x008110c7 4   5    .data   ascii   R\nVC
24332 0x001128da 0x008110da 5   6    .data   ascii   \b\t<5h
24333 0x001128e7 0x008110e7 4   5    .data   ascii   ?Z? 
24334 0x001128fd 0x008110fd 5   6    .data   ascii   8ze`t
24335 0x00112924 0x00811124 7   8    .data   ascii   7 ~[y+h
24336 0x00112932 0x00811132 4   5    .data   ascii   #\Bh
24337 0x00112997 0x00811197 7   9    .data   utf8    67 ~Fнx blocks=Basic Latin,Cyrillic
24338 0x001129ac 0x008111ac 4   5    .data   ascii   J7 ~
24339 0x001129c4 0x008111c4 4   6    .data   utf8    ^G ߧ blocks=Basic Latin,NKo
24340 0x001129f5 0x008111f5 4   5    .data   ascii   }y|\n
24341 0x00112a06 0x00811206 4   5    .data   ascii   [/@$
24342 0x00112a19 0x00811219 5   7    .data   utf8    ɤ7 ^D blocks=IPA Extensions,Basic Latin
24343 0x00112a2f 0x0081122f 4   6    .data   utf8    %ݗ@z blocks=Basic Latin,Arabic Supplement
24344 0x00112a6f 0x0081126f 4   5    .data   ascii   5\B\b
24345 0x00112a79 0x00811279 4   5    .data   ascii   %\beX
24346 0x00112a99 0x00811299 4   6    .data   utf8    \bē u blocks=Basic Latin,Latin Extended-A
24347 0x00112af5 0x008112f5 4   5    .data   ascii   tV/X
24348 0x00112b1f 0x0081131f 4   7    .data   utf8    @W䊛  blocks=Basic Latin,CJK Unified Ideographs Extension A
24349 0x00112ba2 0x008113a2 5   6    .data   ascii   (|I\f 
24350 0x00112bcf 0x008113cf 4   6    .data   utf8    ߗ>>8 blocks=NKo,Basic Latin
24351 0x00112c03 0x00811403 6   7    .data   ascii   qR5@J 
24352 0x00112c17 0x00811417 5   8    .data   utf8    X\ŽӠv blocks=Basic Latin,Latin Extended-A,Cyrillic
24353 0x00112c50 0x00811450 4   6    .data   utf8    pBž\t blocks=Basic Latin,Latin Extended-A
24354 0x00112d09 0x00811509 4   5    .data   ascii   UGHr
24355 0x00112d25 0x00811525 6   7    .data   ascii   XtN|kP
24356 0x00112d2d 0x0081152d 4   5    .data   ascii   H\bVC
24357 0x00112d65 0x00811565 4   5    .data   ascii   w*Hh
24358 0x00112dc4 0x008115c4 4   5    .data   ascii   sM\e@
24359 0x00112de9 0x008115e9 4   5    .data   ascii   wq+\n
24360 0x00112e0d 0x0081160d 5   6    .data   ascii   *. \v0
24361 0x00112e19 0x00811619 9   11   .data   utf8    h}TpwIWѠt blocks=Basic Latin,Cyrillic
24362 0x00112e52 0x00811652 4   5    .data   ascii   \fY:a
24363 0x00112ea5 0x008116a5 5   6    .data   ascii   gP~G&
24364 0x00112ec8 0x008116c8 5   6    .data   ascii   \vYDmh
24365 0x00112ede 0x008116de 4   5    .data   ascii   Mhr}
24366 0x00112ee3 0x008116e3 5   6    .data   ascii    qN&h
24367 0x00112f93 0x00811793 7   9    .data   utf8    m Խ\pW& blocks=Basic Latin,Armenian
24368 0x00112fd1 0x008117d1 4   8    .data   utf8    \nҮȔא blocks=Basic Latin,Cyrillic,Latin Extended-B,Hebrew
24369 0x00112ffb 0x008117fb 4   6    .data   utf8    ˝|0U blocks=Spacing Modifier Letters,Basic Latin
24370 0x00113026 0x00811826 4   5    .data   ascii   ;o ]
24371 0x0011303e 0x0081183e 4   5    .data   ascii   !HLh
24372 0x001130a1 0x008118a1 4   5    .data   ascii   *^B*
24373 0x001130b5 0x008118b5 7   9    .data   utf8    +OHi]>ܴ blocks=Basic Latin,Syriac
24374 0x001130c9 0x008118c9 4   5    .data   ascii   (q*i
24375 0x001131d3 0x008119d3 4   5    .data   ascii   H%5x
24376 0x001131e1 0x008119e1 5   6    .data   ascii   W5hyN
24377 0x001131f9 0x008119f9 5   6    .data   ascii   '67\b\b
24378 0x00113208 0x00811a08 4   6    .data   utf8    IWѠ| blocks=Basic Latin,Cyrillic
24379 0x00113281 0x00811a81 5   7    .data   utf8    Wǘ].X blocks=Basic Latin,Latin Extended-B
24380 0x00113294 0x00811a94 4   5    .data   ascii   ]E |
24381 0x001132c4 0x00811ac4 4   5    .data   ascii   %{FH
24382 0x0011331c 0x00811b1c 4   5    .data   ascii   &b@O
24383 0x00113322 0x00811b22 8   10   .data   utf8    !@np0ǕQ\b blocks=Basic Latin,Latin Extended-B
24384 0x00113342 0x00811b42 4   5    .data   ascii   g}is
24385 0x00113360 0x00811b60 4   6    .data   utf8    pEǵS blocks=Basic Latin,Latin Extended-B
24386 0x001133b3 0x00811bb3 6   8    .data   utf8    q]5\bܗ~ blocks=Basic Latin,Syriac
24387 0x001133ee 0x00811bee 6   7    .data   ascii   TyPqp"
24388 0x0011340f 0x00811c0f 4   5    .data   ascii   pzum
24389 0x00113414 0x00811c14 4   6    .data   utf8    ^N0ː blocks=Basic Latin,Spacing Modifier Letters
24390 0x00113486 0x00811c86 4   5    .data   ascii   }K\`
24391 0x001134d2 0x00811cd2 4   6    .data   utf8    Cǹ)x blocks=Basic Latin,Latin Extended-B
24392 0x00113510 0x00811d10 6   8    .data   utf8    ϗOxw%V blocks=Greek and Coptic,Basic Latin
24393 0x00113519 0x00811d19 4   5    .data   ascii   z\PW
24394 0x0011354d 0x00811d4d 5   6    .data   ascii   @],$I
24395 0x00113556 0x00811d56 4   5    .data   ascii   + T^
24396 0x00113583 0x00811d83 4   5    .data   ascii   ,8}%
24397 0x00113619 0x00811e19 8   10   .data   utf8    /SHUx>ȝU blocks=Basic Latin,Latin Extended-B
24398 0x00113634 0x00811e34 4   6    .data   utf8    !)ב@ blocks=Basic Latin,Hebrew
24399 0x00113648 0x00811e48 4   5    .data   ascii   wp@s
24400 0x001136aa 0x00811eaa 6   7    .data   ascii   8q'JLZ
24401 0x001136dd 0x00811edd 5   6    .data   ascii   @]'UE
24402 0x001136ef 0x00811eef 6   7    .data   ascii   -'?H\tl
24403 0x00113747 0x00811f47 5   6    .data   ascii   n0!T_
24404 0x00113763 0x00811f63 6   7    .data   ascii   dj?%S?
24405 0x0011378a 0x00811f8a 4   5    .data   ascii   h^B~
24406 0x0011383f 0x0081203f 4   5    .data   ascii   !h'@
24407 0x00113854 0x00812054 4   5    .data   ascii   !DGq
24408 0x00113864 0x00812064 9   13   .data   utf8    T\bWɝ`р\vȽ~ blocks=Basic Latin,IPA Extensions,Cyrillic,Latin Extended-B
24409 0x0011387f 0x0081207f 4   5    .data   ascii   \b.@\f
24410 0x0011388d 0x0081208d 4   6    .data   utf8    $;֫+ blocks=Basic Latin,Hebrew
24411 0x001138a9 0x008120a9 4   5    .data   ascii   y`_\v
24412 0x001138af 0x008120af 4   5    .data   ascii   7`|!
24413 0x001138c4 0x008120c4 4   5    .data   ascii   7h~B
24414 0x0011390f 0x0081210f 4   5    .data   ascii   ~J+~
24415 0x00113972 0x00812172 4   6    .data   utf8    ̓5?@ blocks=Combining Diacritical Marks,Basic Latin
24416 0x00113998 0x00812198 4   5    .data   ascii   hy#c
24417 0x00113a22 0x00812222 5   10   .data   utf8    ԣ\eتN‼ blocks=Cyrillic Supplement,Basic Latin,Arabic,General Punctuation
24418 0x00113a5c 0x0081225c 4   6    .data   utf8    tZл> blocks=Basic Latin,Cyrillic
24419 0x00113a6e 0x0081226e 5   6    .data   ascii   DHT'\b
24420 0x00113ad0 0x008122d0 7   8    .data   ascii   uIoPBU\f
24421 0x00113b22 0x00812322 4   5    .data   ascii   hhHv
24422 0x00113b78 0x00812378 4   5    .data   ascii   @T!d
24423 0x00113bb6 0x008123b6 9   12   .data   utf8    YXܗӈ~NX+P blocks=Basic Latin,Syriac,Cyrillic
24424 0x00113bd1 0x008123d1 4   5    .data   ascii   ;} j
24425 0x00113c46 0x00812446 5   6    .data   ascii   WLiKR
24426 0x00113c54 0x00812454 6   8    .data   utf8    0ܵV,_! blocks=Basic Latin,Syriac
24427 0x00113c89 0x00812489 5   6    .data   ascii   zU5`x
24428 0x00113cd9 0x008124d9 5   6    .data   ascii   ePv!8
24429 0x00113cdf 0x008124df 4   5    .data   ascii   |Z,z
24430 0x00113d77 0x00812577 4   5    .data   ascii   h5.#
24431 0x00113d8b 0x0081258b 4   5    .data   ascii   `Q&)
24432 0x00113e3c 0x0081263c 5   6    .data   ascii   \t<mPP
24433 0x00113e73 0x00812673 5   7    .data   utf8    /.s ܙ blocks=Basic Latin,Syriac
24434 0x00113e7f 0x0081267f 4   6    .data   utf8    ܅~FD blocks=Syriac,Basic Latin
24435 0x00113e93 0x00812693 8   12   .data   utf8    O˅|R䐿!Y_ blocks=Basic Latin,Spacing Modifier Letters,CJK Unified Ideographs Extension A
