Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000050 0x00000050 40  41           ascii   This program must be run under Win32\r\n$7
1    0x000001f8 0x000001f8 5   6            ascii   .text
2    0x0000021f 0x0000021f 7   8            ascii   `.itext
3    0x00000247 0x00000247 6   7            ascii   `.data
4    0x00000270 0x00000270 4   5            ascii   .bss
5    0x00000298 0x00000298 6   7            ascii   .idata
6    0x000002c0 0x000002c0 7   8            ascii   .didata
7    0x000002e8 0x000002e8 4   5            ascii   .tls
8    0x00000310 0x00000310 6   7            ascii   .rdata
9    0x00000337 0x00000337 7   8            ascii   @.reloc
10   0x0000035f 0x0000035f 6   7            ascii   B.rsrc
1535 0x00011795 0x00412395 6   7            ascii   _^[YY]
1536 0x000117c0 0x004123c0 4   6            utf8    _^[ð blocks=Basic Latin,Latin-1 Supplement
1537 0x00011818 0x00412418 4   5            ascii   SVWU
1538 0x00011828 0x00412428 5   6            ascii   D$\bPh
1539 0x0001186e 0x0041246e 4   7            utf8    PSU躖 blocks=Basic Latin,CJK Unified Ideographs
1540 0x000118a4 0x004124a4 6   8            utf8    ]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
1541 0x00011999 0x00412599 4   7            utf8    ^Ð)© blocks=Basic Latin,Latin-1 Supplement
1542 0x000119d0 0x004125d0 8   10           utf8    \bXÐSVWUQ blocks=Basic Latin,Latin-1 Supplement
1543 0x00011a06 0x00412606 8   10           utf8    $Z]_^[Í@ blocks=Basic Latin,Latin-1 Supplement
1544 0x00011a70 0x00412670 4   5            ascii   ZYYd
1545 0x00011a8d 0x0041268d 5   7            utf8    ^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
1546 0x00011aaf 0x004126af 6   8            utf8    _^[ÐVW blocks=Basic Latin,Latin-1 Supplement
1547 0x00011ade 0x004126de 4   6            utf8    _^Í@ blocks=Basic Latin,Latin-1 Supplement
1548 0x00011af2 0x004126f2 5   6            ascii   ;\f$s*
1549 0x00011b1b 0x0041271b 5   6            ascii   A;\f$r
1550 0x00011b21 0x00412721 4   6            utf8    3\tD$
1551 0x00011b2b 0x0041272b 4   5            ascii   YZ_^
1552 0x00011b3f 0x0041273f 5   6            ascii   ;\f$sH
1553 0x00011b86 0x00412786 5   6            ascii   A;\f$r
1554 0x00011b8c 0x0041278c 4   6            utf8    3\tD$
1555 0x00011b96 0x00412796 5   6            ascii   YZ_^[
1556 0x00011be8 0x004127e8 4   5            ascii   WVS\t
1557 0x00011c3b 0x0041283b 5   7            utf8    [^_ÐU blocks=Basic Latin,Latin-1 Supplement
1558 0x00011c64 0x00412864 4   5            ascii   |.G3
1559 0x00011c90 0x00412890 5   7            utf8    COuՋE blocks=Basic Latin,Armenian
1560 0x00011c97 0x00412897 6   7            ascii   _^[YY]
1561 0x00011d2b 0x0041292b 4   6            utf8    ĉD$@ blocks=Latin Extended-A,Basic Latin
1562 0x00011d31 0x00412931 4   5            ascii   D$D\n
1563 0x00011d49 0x00412949 5   7            utf8    H^[Í@ blocks=Basic Latin,Latin-1 Supplement
1564 0x00011da7 0x004129a7 4   5            ascii   _^[]
1565 0x00011deb 0x004129eb 4   5            ascii   _^[]
1566 0x00011f7a 0x00412b7a 4   5            ascii   ZYYd
1567 0x00011ff4 0x00412bf4 4   5            ascii   ZYYd
1568 0x00012017 0x00412c17 7   9            utf8    _^[YY]Ë blocks=Basic Latin,Latin-1 Supplement
1569 0x00012069 0x00412c69 4   6            utf8    S3ۉ] blocks=Basic Latin,Arabic
1570 0x00012119 0x00412d19 4   5            ascii   -u\v)
1571 0x00012154 0x00412d54 5   6            ascii   t&f=0
1572 0x0001215a 0x00412d5a 5   6            ascii   r@f=9
1573 0x00012164 0x00412d64 4   5            ascii   \nf-0
1574 0x00012439 0x00413039 4   5            ascii   _^[[
1575 0x0001255c 0x0041315c 4   5            ascii   ;E\f~
1576 0x0001258f 0x0041318f 7   15           utf16le AINFNAN
1577 0x00012683 0x00413283 4   6            utf8    .1ۀ} blocks=Basic Latin,Arabic
1578 0x000126c9 0x004132c9 5   6            ascii   Jt\rAu
1579 0x00012708 0x00413308 15  16           ascii   <@t!QS<$t\n<*t\r2
1580 0x0001273e 0x0041333e 100 101          ascii   $*@@@*$@@@$ *@@* $@@($*)@-$*@@$-*@@$*-@@(*$)@-*$@@*-$@@*$-@@-* $@-$ *@* $-@$ *-@$ -*@*- $@($ *)(* $)
1581 0x0001284a 0x0041344a 5   7            utf8    At\tڷD blocks=Basic Latin,Arabic
1582 0x0001287e 0x0041347e 5   6            ascii   }\by\a1
1583 0x00012889 0x00413489 4   5            ascii   ;}\fr
1584 0x00012911 0x00413511 5   7            utf8    1ɋ}\b\t blocks=Basic Latin,Latin Extended-B
1585 0x00012a33 0x00413633 6   7            ascii   <Eu\nFR
1586 0x00012a98 0x00413698 4   6            utf8    1Ҭ,: blocks=Basic Latin,Cyrillic
1587 0x00012af8 0x004136f8 5   6            ascii   Uh<7A
1588 0x00012b28 0x00413728 4   5            ascii   ZYYd
1589 0x00012b2e 0x0041372e 4   5            ascii   hC7A
1590 0x00012b45 0x00413745 7   9            utf8    _^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
1591 0x00012bc2 0x004137c2 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1592 0x00012beb 0x004137eb 4   5            ascii   - 8A
1593 0x00012bfc 0x004137fc 4   5            ascii   -,8A
1594 0x00012cbe 0x004138be 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1595 0x00012ccd 0x004138cd 4   6            utf8    E\b؋L blocks=Basic Latin,Arabic
1596 0x00012d1f 0x0041391f 4   5            ascii   <sGf
1597 0x00012d25 0x00413925 4   5            ascii   <sAf
1598 0x00012d5a 0x0041395a 4   5            ascii   5t9A
1599 0x00012d6d 0x0041396d 4   5            ascii   ^YY]
1600 0x00012e0a 0x00413a0a 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
1601 0x00012e4b 0x00413a4b 4   5            ascii   'w~f
1602 0x00012e57 0x00413a57 4   5            ascii   \fwrf
1603 0x00012e63 0x00413a63 4   5            ascii   f;\F
1604 0x00012ed0 0x00413ad0 6   7            ascii   _^[YY]
1605 0x00012f75 0x00413b75 5   8            utf8    E欎fkE blocks=Basic Latin,CJK Unified Ideographs
1606 0x00013069 0x00413c69 4   5            ascii   @YY]
1607 0x000130d9 0x00413cd9 5   6            ascii   Uh0=A
1608 0x0001311c 0x00413d1c 4   5            ascii   ZYYd
1609 0x00013122 0x00413d22 4   5            ascii   h7=A
1610 0x00013147 0x00413d47 5   7            utf8    ؋E\bPj blocks=Arabic,Basic Latin
1611 0x0001319f 0x00413d9f 5   6            ascii   ]\bf;K
1612 0x0001323d 0x00413e3d 4   6            utf8    SV3ɉ blocks=Basic Latin,Latin Extended-B
1613 0x0001337d 0x00413f7d 4   5            ascii   ZYYd
1614 0x000133c9 0x00413fc9 5   7            utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
1615 0x00013470 0x00414070 4   5            ascii   80u'
1616 0x0001349d 0x0041409d 4   5            ascii   ZYYd
1617 0x000134e0 0x004140e0 4   10           utf16le yyyy
1618 0x000134f2 0x004140f2 10  14           utf8    SVW3҉UԉU؉E blocks=Basic Latin,Cyrillic,Cyrillic Supplement,Arabic
1619 0x0001359e 0x0041419e 4   5            ascii   Mu\vf
1620 0x00013605 0x00414205 4   5            ascii   \nTHA
1621 0x000136a4 0x004142a4 4   5            ascii   E\bPU
1622 0x000136d1 0x004142d1 4   5            ascii   E\bPU
1623 0x00013762 0x00414362 10  11           ascii   r\nt%HtIHtm
1624 0x00013c2b 0x0041482b 5   7            utf8    uƋE\bP blocks=Basic Latin,Latin Extended-B
1625 0x00013c80 0x00414880 4   5            ascii   ZYYd
1626 0x00013ca8 0x004148a8 5   12           utf16le AM/PM
1627 0x00013cbc 0x004148bc 4   10           utf16le AMPM
1628 0x00013cc8 0x004148c8 4   10           utf16le AAAA
1629 0x00013d87 0x00414987 4   5            ascii   ZYYd
1630 0x00013da2 0x004149a2 6   8            utf8    ^[Y]ÐU blocks=Basic Latin,Latin-1 Supplement
1631 0x00013dc3 0x004149c3 5   6            ascii   Uh\JA
1632 0x00013e21 0x00414a21 4   5            ascii   \ns\af
1633 0x00013e48 0x00414a48 4   5            ascii   ZYYd
1634 0x00013e4e 0x00414a4e 4   5            ascii   hcJA
1635 0x00013e76 0x00414a76 6   8            utf8    SVW3ۉ] blocks=Basic Latin,Arabic
1636 0x00013e90 0x00414a90 5   6            ascii   Uh=KA
1637 0x00013e9b 0x00414a9b 4   6            utf8     3ۃ} blocks=Basic Latin,Arabic
1638 0x00013f21 0x00414b21 4   5            ascii   ZYYd
1639 0x00013f27 0x00414b27 4   5            ascii   hDKA
1640 0x00013f53 0x00414b53 4   5            ascii   QSVW
1641 0x00013fc9 0x00414bc9 4   5            ascii   f;|P
1642 0x00013fd6 0x00414bd6 4   5            ascii   ZYYd
1643 0x00013ff3 0x00414bf3 7   9            utf8    _^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
1644 0x0001406f 0x00414c6f 4   5            ascii   ZYYd
1645 0x0001408c 0x00414c8c 6   8            utf8    ^[Y]Í@ blocks=Basic Latin,Latin-1 Supplement
1646 0x000140ac 0x00414cac 5   6            ascii   UhGMA
1647 0x00014133 0x00414d33 4   5            ascii   ZYYd
1648 0x00014139 0x00414d39 4   5            ascii   hNMA
1649 0x0001414e 0x00414d4e 8   10           utf8    _^[YY]Í@ blocks=Basic Latin,Latin-1 Supplement
1650 0x00014158 0x00414d58 5   6            ascii   SVWUQ
1651 0x000141a3 0x00414da3 7   9            utf8    $Z]_^[Ë blocks=Basic Latin,Latin-1 Supplement
1652 0x0001420e 0x00414e0e 12  17           utf8    SVW3ۉ]ԉ]؉]܉] blocks=Basic Latin,Arabic,Cyrillic Supplement,Syriac
1653 0x0001428b 0x00414e8b 4   5            ascii   8gu6
1654 0x00014364 0x00414f64 4   5            ascii   r\bt#
1655 0x000144c9 0x004150c9 5   8            utf8     uۋӋE blocks=Basic Latin,Arabic,Cyrillic
1656 0x00014563 0x00415163 4   5            ascii   ZYYd
1657 0x000145c0 0x004151c0 4   5            ascii   SVWU
1658 0x00014634 0x00415234 4   5            ascii   D$\fP
1659 0x00014677 0x00415277 4   5            ascii   D$\fP
1660 0x000146a5 0x004152a5 4   5            ascii   D$\fP
1661 0x000146d3 0x004152d3 4   5            ascii   D$\fP
1662 0x00014754 0x00415354 4   5            ascii   \fw>f
1663 0x0001475c 0x0041535c 4   5            ascii   \fu\af
1664 0x00014776 0x00415376 4   5            ascii   D$\nP
1665 0x0001479a 0x0041539a 4   5            ascii   ]_^[
1666 0x000147de 0x004153de 5   6            ascii   UhJTA
1667 0x00014836 0x00415436 4   5            ascii   ZYYd
1668 0x0001483c 0x0041543c 4   5            ascii   hQTA
1669 0x00014853 0x00415453 4   5            ascii   [YY]
1670 0x000148c6 0x004154c6 4   5            ascii   ZYYd
1671 0x000148e3 0x004154e3 4   5            ascii   [YY]
1672 0x00014916 0x00415516 7   11           utf8    3\tE؉E܍U blocks=Basic Latin,Arabic,Syriac
1673 0x00014ab7 0x004156b7 4   5            ascii   ZYYd
1674 0x00014b29 0x00415729 5   6            ascii   T$\bRj
1675 0x00014bb4 0x004157b4 4   5            ascii   SVWQ
1676 0x00014bd8 0x004157d8 6   8            utf8    Z_^[Í@ blocks=Basic Latin,Latin-1 Supplement
1677 0x00014c15 0x00415815 6   7            ascii   _^[YY]
1678 0x00014c25 0x00415825 10  11           ascii   QQQQQQSVW3
1679 0x00014c30 0x00415830 5   6            ascii   Uh3YA

