Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000050 0x00000050 40  41           ascii   This program must be run under Win32\r\n$7
1    0x000001f8 0x000001f8 5   6            ascii   .text
2    0x0000021f 0x0000021f 7   8            ascii   `.itext
3    0x00000247 0x00000247 6   7            ascii   `.data
4    0x00000270 0x00000270 4   5            ascii   .bss
5    0x00000298 0x00000298 6   7            ascii   .idata
6    0x000002c0 0x000002c0 7   8            ascii   .didata
7    0x000002e8 0x000002e8 4   5            ascii   .tls
8    0x00000310 0x00000310 6   7            ascii   .rdata
9    0x00000337 0x00000337 7   8            ascii   @.reloc
10   0x0000035f 0x0000035f 6   7            ascii   B.rsrc
387  0x00004b99 0x00405799 4   5            ascii   2;0u
388  0x00004ba7 0x004057a7 7   8            ascii   r\b;p\bu\b
389  0x00004baf 0x004057af 6   7            ascii   r\f;p\ft
390  0x00004bb9 0x004057b9 5   8            utf8    Iu܋[Ѕ blocks=Basic Latin,Syriac,Cyrillic
391  0x00004bc9 0x004057c9 4   7            utf8    ^[Ã, blocks=Basic Latin,Latin-1 Supplement
392  0x00004c06 0x00405806 4   6            utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
393  0x00004c2a 0x0040582a 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
394  0x00004c72 0x00405872 4   6            utf8    )ȋtG blocks=Basic Latin,Latin Extended-B
395  0x00004d17 0x00405917 4   5            ascii   R@Pj
396  0x00004d56 0x00405956 5   6            ascii   D$\fPj
397  0x00004d8c 0x0040598c 4   5            ascii   SVW1
398  0x00004e20 0x00405a20 6   8            utf8    ^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
399  0x00004e54 0x00405a54 6   8            utf8    uٍ5^Z@ blocks=Basic Latin,Arabic
400  0x00004e6e 0x00405a6e 5   7            utf8    ÐSVW1 blocks=Latin-1 Supplement,Basic Latin
401  0x00004e95 0x00405a95 5   6            ascii   t1\aOu
402  0x00004ede 0x00405ade 4   6            utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
403  0x00004f08 0x00405b08 6   8            utf8    ^[ÐRQS blocks=Basic Latin,Latin-1 Supplement
404  0x00004f16 0x00405b16 4   6            utf8    1ҍL$ blocks=Basic Latin,Cyrillic
405  0x00004f30 0x00405b30 4   5            ascii   \n[YZ
406  0x00004f67 0x00405b67 4   5            ascii   QSVW
407  0x00004fac 0x00405bac 6   9            utf8    _^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
408  0x00004fcd 0x00405bcd 5   7            utf8    t\v3ɉ\b blocks=Basic Latin,Latin Extended-B
409  0x0000503d 0x00405c3d 5   6            ascii   PPRTj
410  0x00005052 0x00405c52 4   6            utf8    \bXÍ@ blocks=Basic Latin,Latin-1 Supplement
411  0x0000508b 0x00405c8b 4   5            ascii   v\aPS
412  0x000050da 0x00405cda 5   7            utf8    YYZXÐ blocks=Basic Latin,Latin-1 Supplement
413  0x00005117 0x00405d17 6   9            utf8    ZXË\vD$ blocks=Basic Latin,Latin-1 Supplement
414  0x000051bd 0x00405dbd 6   7            ascii   D$\bRQP
415  0x000051cb 0x00405dcb 5   6            ascii   YZXtp
416  0x000051d7 0x00405dd7 4   5            ascii   VWUd
417  0x000051dc 0x00405ddc 5   6            ascii   \eSPRQ
418  0x000051e2 0x00405de2 4   5            ascii   T$(j
419  0x00005245 0x00405e45 4   7            utf8    Ë\vD$ blocks=Latin-1 Supplement,Basic Latin
420  0x00005286 0x00405e86 7   8            ascii   T$\bSVWU
421  0x000052b8 0x00405eb8 9   11           utf8    1Ɋ\b:\nu\t@B blocks=Basic Latin,Latin Extended-B
422  0x000052d8 0x00405ed8 4   5            ascii   ]_^[
423  0x00005348 0x00405f48 6   7            ascii   D$\bRQP
424  0x00005356 0x00405f56 6   7            ascii   YZXtm1
425  0x0000535f 0x00405f5f 5   6            ascii   \eSPRQ
426  0x0000536f 0x00405f6f 5   6            ascii   Ph|_@
427  0x000053cd 0x00405fcd 4   7            utf8    Ë\vD$ blocks=Latin-1 Supplement,Basic Latin
428  0x000053e4 0x00405fe4 8   9            ascii   VWUUhP`@
429  0x000053fc 0x00405ffc 4   5            ascii   SPRQ
430  0x00005444 0x00406044 4   5            ascii   ZYYd
431  0x0000544a 0x0040604a 4   5            ascii   ]_^[
432  0x00005475 0x00406075 4   7            utf8    Ë\vD$ blocks=Latin-1 Supplement,Basic Latin
433  0x00005493 0x00406093 4   5            ascii   SVWU
434  0x000054a4 0x004060a4 4   5            ascii   ]_^[
435  0x000054be 0x004060be 8   9            ascii   ZTUWVSPR
436  0x000054c8 0x004060c8 4   5            ascii   Tj\aj
437  0x00005505 0x00406105 4   5            ascii   I\fQj
438  0x00005567 0x00406167 4   5            ascii   ]_^[
439  0x00005591 0x00406191 4   5            ascii   d$,1
440  0x000055a4 0x004061a4 5   7            utf8    1ҋL$\b blocks=Basic Latin,Cyrillic
441  0x000055ca 0x004061ca 4   5            ascii   ,t\=
442  0x000055e2 0x004061e2 5   6            ascii   t=HtN
443  0x000055f1 0x004061f1 4   5            ascii   r6t0
444  0x00005605 0x00406205 4   5            ascii   t.Ht
445  0x00005690 0x00406290 4   5            ascii   T$\bj
446  0x000056fc 0x004062fc 4   6            utf8    P1ҍE blocks=Basic Latin,Cyrillic
447  0x0000578a 0x0040638a 4   5            ascii   ZYYd
448  0x000057a6 0x004063a6 6   8            utf8    _^[]ÐU blocks=Basic Latin,Latin-1 Supplement
449  0x000057af 0x004063af 4   5            ascii   QSVW
450  0x000057bd 0x004063bd 4   6            utf8    83ۋ@ blocks=Basic Latin,Arabic
451  0x000057f6 0x004063f6 4   5            ascii   ZYYd
452  0x00005812 0x00406412 5   6            ascii   _^[Y]
453  0x00005894 0x00406494 4   5            ascii   ZYYd
454  0x000058af 0x004064af 4   5            ascii   ^[Y]
455  0x000058e3 0x004064e3 4   5            ascii   ZYYd
456  0x000058fe 0x004064fe 7   9            utf8    ^[Y]ÐSV blocks=Basic Latin,Latin-1 Supplement
457  0x00005933 0x00406533 7   8            ascii   t\aIt\vIt
458  0x00005955 0x00406555 5   7            utf8    ^_[Í@ blocks=Basic Latin,Latin-1 Supplement
459  0x0000598c 0x0040658c 16  17           ascii   0123456789ABCDEF
460  0x00005a05 0x00406605 5   7            utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
461  0x00005a23 0x00406623 4   6            utf8    _^1\a
462  0x00005a97 0x00406697 4   6            utf8    ZÀ=0 blocks=Basic Latin,Latin-1 Supplement
463  0x00005ac8 0x004066c8 4   5            ascii   SVWU
464  0x00005af1 0x004066f1 4   5            ascii   = \eK
465  0x00005b43 0x00406743 4   6            utf8    3\tC\f
466  0x00005bcd 0x004067cd 6   9            utf8    ]_^[Ë# blocks=Basic Latin,Latin-1 Supplement
467  0x00005bf7 0x004067f7 4   5            ascii   h\b@
468  0x00005c1b 0x0040681b 4   5            ascii   \nY]]
469  0x00005c27 0x00406827 4   5            ascii   QSVW
470  0x00005c65 0x00406865 4   5            ascii   U\fRP
471  0x00005c79 0x00406879 5   6            ascii   _^[Y]
472  0x00005cc1 0x004068c1 4   6            utf8    XÐSV blocks=Basic Latin,Latin-1 Supplement
473  0x00005dcc 0x004069cc 5   6            ascii   ;_^[]
474  0x00005dec 0x004069ec 5   6            ascii   E\fPQj
475  0x00005e22 0x00406a22 5   6            ascii   E\fPQj
476  0x00005f09 0x00406b09 6   7            ascii   _^[YY]
477  0x00005f13 0x00406b13 6   9            utf8    \a\f$Q1Ʌ blocks=Basic Latin,Latin Extended-B
478  0x00005f1c 0x00406b1c 6   7            ascii   t!R:\nt
479  0x00005f2b 0x00406b2b 4   5            ascii   t\v:J
480  0x00005f49 0x00406b49 5   7            utf8    \f$Q1Ʌ blocks=Basic Latin,Latin Extended-B
481  0x00005f50 0x00406b50 11  12           ascii   t-Rf;\nt f;J
482  0x00005f89 0x00406b89 7   9            utf8    \f$Q1Ɋ\nB blocks=Basic Latin,Latin Extended-B
483  0x00005f99 0x00406b99 5   7            utf8    \f$Q1Ʌ blocks=Basic Latin,Latin Extended-B
484  0x00005fd6 0x00406bd6 4   5            ascii   t!P1
485  0x00005fe7 0x00406be7 4   5            ascii   t\v:H
486  0x00005ff3 0x00406bf3 5   6            ascii   @@@Y)
487  0x0000603d 0x00406c3d 4   5            ascii   It6S
488  0x0000608c 0x00406c8c 4   5            ascii   SVWU
489  0x000060c8 0x00406cc8 4   5            ascii   \rp$P
490  0x0000611d 0x00406d1d 6   8            utf8    ;]_^[Ð blocks=Basic Latin,Latin-1 Supplement
491  0x0000618a 0x00406d8a 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
492  0x0000628c 0x00406e8c 6   7            ascii   t!R:\nt
493  0x0000629b 0x00406e9b 4   5            ascii   t\v:J
494  0x000062bc 0x00406ebc 11  12           ascii   t-Rf;\nt f;J
495  0x00006332 0x00406f32 4   5            ascii   t-P1
496  0x00006337 0x00406f37 8   9            ascii   f;\bt f;H
497  0x0000638f 0x00406f8f 4   5            ascii   uAJt
498  0x000063e1 0x00406fe1 5   7            utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
499  0x0000643c 0x0040703c 4   5            ascii   SVWQ
500  0x00006488 0x00407088 6   8            utf8    Z_^[Í@ blocks=Basic Latin,Latin-1 Supplement
501  0x000065e1 0x004071e1 5   7            utf8    [ÐSVW blocks=Basic Latin,Latin-1 Supplement
502  0x0000660f 0x0040720f 4   5            ascii   ;_^[
503  0x00006621 0x00407221 4   7            utf8    ZÐ1Ʌ blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
504  0x00006628 0x00407228 6   7            ascii   t!R:\nt
505  0x00006637 0x00407237 4   5            ascii   t\v:J
506  0x00006658 0x00407258 11  12           ascii   t-Rf;\nt f;J
507  0x000066d3 0x004072d3 6   9            utf8    Ç\f$Q1Ʌ blocks=Latin-1 Supplement,Basic Latin,Latin Extended-B
508  0x000067d2 0x004073d2 4   5            ascii   ZYYd
509  0x000067f1 0x004073f1 6   9            utf8    ]Ð1Ɋ\nB blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
510  0x0000689e 0x0040749e 5   7            utf8    ;_^[Ð blocks=Basic Latin,Latin-1 Supplement
511  0x00006928 0x00407528 4   5            ascii   X_^[
512  0x00006a0b 0x0040760b 4   5            ascii   $\vD$
513  0x00006a2f 0x0040762f 4   6            utf8    _^[É blocks=Basic Latin,Latin-1 Supplement
514  0x00006a4d 0x0040764d 5   6            ascii   SVWRP
515  0x00006a86 0x00407686 4   5            ascii   9\bu\f
516  0x00006b52 0x00407752 8   9            ascii   XZ_^[X]X
517  0x00006bd3 0x004077d3 4   5            ascii   QSVW
518  0x00006c7d 0x0040787d 4   5            ascii   ZYYd
519  0x00006c98 0x00407898 5   6            ascii   _^[Y]
520  0x00006cf3 0x004078f3 4   6            utf8    r+ǋ\v blocks=Basic Latin,Latin Extended-B
521  0x00006d0e 0x0040790e 4   6            utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
522  0x00006d2f 0x0040792f 5   6            ascii   Uh2z@
523  0x00006d94 0x00407994 5   7            utf8    }\a3\tE
524  0x00006e1e 0x00407a1e 4   5            ascii   ZYYd
525  0x00006e24 0x00407a24 4   5            ascii   h9z@
526  0x00006e59 0x00407a59 4   5            ascii   It4S
527  0x00006ee6 0x00407ae6 5   6            ascii   t6SVW
528  0x00006ef6 0x00407af6 4   5            ascii   Jx f
529  0x00006f11 0x00407b11 4   5            ascii   _^t\f
530  0x00006f32 0x00407b32 6   8            utf8    SVW3ۉ] blocks=Basic Latin,Arabic
531  0x00006f43 0x00407b43 5   6            ascii   Uh\n}@
532  0x000070f6 0x00407cf6 4   5            ascii   ZYYd
533  0x00007147 0x00407d47 4   6            utf8    _^[Ð blocks=Basic Latin,Latin-1 Supplement
534  0x00007166 0x00407d66 17  18           ascii   <\nt&<\vt"<\ft(<\rt7<
535  0x000071af 0x00407daf 4   6            utf8    ՋT.\n blocks=Armenian,Basic Latin
536  0x000071de 0x00407dde 5   7            utf8    ]_^[Ð blocks=Basic Latin,Latin-1 Supplement
537  0x00007221 0x00407e21 5   7            utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
538  0x00007249 0x00407e49 4   5            ascii   PSVW
539  0x0000725a 0x00407e5a 5   6            ascii   <\nt-<
540  0x00007260 0x00407e60 15  16           ascii   tc<\vtB<\ftr<\rt}<
541  0x000072ed 0x00407eed 4   6            utf8    ՋT.\n blocks=Armenian,Basic Latin
542  0x0000733e 0x00407f3e 5   6            ascii   \v_^[X
543  0x0000734a 0x00407f4a 5   7            utf8    _^[XÐ blocks=Basic Latin,Latin-1 Supplement
544  0x00007374 0x00407f74 4   5            ascii   SVWU
545  0x000073e7 0x00407fe7 4   5            ascii   ]_^[
546  0x00007436 0x00408036 4   6            utf8    [1ɊJ blocks=Basic Latin,Latin Extended-B
547  0x00007456 0x00408056 4   6            utf8    ;1ɊJ blocks=Basic Latin,Latin Extended-B
548  0x000074ae 0x004080ae 9   11           utf8    ]_^[ÐSVWU blocks=Basic Latin,Latin-1 Supplement
549  0x000074b9 0x004080b9 5   9            utf8    É։ϋl$ blocks=Latin-1 Supplement,Armenian,Greek and Coptic,Basic Latin
550  0x000074fa 0x004080fa 4   5            ascii   ]_^[
551  0x00007558 0x00408158 4   6            utf8    h1ɊO blocks=Basic Latin,Latin Extended-B
552  0x000075c1 0x004081c1 4   5            ascii   ]_^[
553  0x0000763e 0x0040823e 4   6            utf8     3\tE
554  0x0000767c 0x0040827c 4   5            ascii   ZYYd
555  0x0000769a 0x0040829a 5   8            utf8    YY]Ë0 blocks=Basic Latin,Latin-1 Supplement
556  0x0000773d 0x0040833d 6   9            utf8    )ÉȋL$\b blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
557  0x00007760 0x00408360 5   6            ascii   USVW1
558  0x000077cc 0x004083cc 4   5            ascii   _^[]
559  0x00007b2a 0x0040872a 4   5            ascii   ZYYd
560  0x00007dd6 0x004089d6 4   5            ascii   u+h\n
561  0x00007e0c 0x00408a0c 6   8            utf8    ^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
562  0x00007e1d 0x00408a1d 4   5            ascii   t ;s
563  0x00007e22 0x00408a22 6   7            ascii   t\n;s\bt
564  0x00007e29 0x00408a29 5   6            ascii   ;s\fu\v
565  0x00007e43 0x00408a43 20  22           utf8    _^[Ðzh-TW,zh-Hant,zh blocks=Basic Latin,Latin-1 Supplement
566  0x00007e5c 0x00408a5c 12  13           ascii   es-ES_tradnl
567  0x00007e6c 0x00408a6c 11  12           ascii   nb-NO,nb,no
568  0x00007e78 0x00408a78 10  11           ascii   tg-Cyrl-TJ
569  0x00007e84 0x00408a84 10  11           ascii   az-Latn-AZ
570  0x00007e90 0x00408a90 10  11           ascii   uz-Latn-UZ
571  0x00007e9c 0x00408a9c 16  17           ascii   mn-MN,mn-Cyrl,mn
572  0x00007eb0 0x00408ab0 10  11           ascii   iu-Cans-CA
573  0x00007ebc 0x00408abc 10  11           ascii   ha-Latn-NG
574  0x00007ec8 0x00408ac8 11  12           ascii   qps-ploc,en
575  0x00007ed4 0x00408ad4 12  13           ascii   qps-ploca,ja
576  0x00007ee4 0x00408ae4 16  17           ascii   zh-CN,zh-Hans,zh
577  0x00007ef8 0x00408af8 11  12           ascii   nn-NO,nn,no
578  0x00007f04 0x00408b04 10  11           ascii   sr-Latn-CS
579  0x00007f10 0x00408b10 10  11           ascii   az-Cyrl-AZ
580  0x00007f1c 0x00408b1c 14  15           ascii   dsb-DE,dsb,hsb
581  0x00007f2c 0x00408b2c 10  11           ascii   uz-Cyrl-UZ
582  0x00007f38 0x00408b38 10  11           ascii   mn-Mong-CN
583  0x00007f44 0x00408b44 10  11           ascii   iu-Latn-CA
584  0x00007f50 0x00408b50 11  12           ascii   tzm-Latn-DZ
585  0x00007f5c 0x00408b5c 12  13           ascii   qps-plocm,ar
586  0x00007f6c 0x00408b6c 16  17           ascii   zh-HK,zh-Hant,zh
587  0x00007f80 0x00408b80 10  11           ascii   sr-Cyrl-CS
588  0x00007f8c 0x00408b8c 16  17           ascii   zh-SG,zh-Hans,zh
589  0x00007fa0 0x00408ba0 13  14           ascii   smj-NO,smj,se
590  0x00007fb0 0x00408bb0 16  17           ascii   zh-MO,zh-Hant,zh
591  0x00007fc4 0x00408bc4 10  11           ascii   bs-Latn-BA
592  0x00007fd0 0x00408bd0 13  14           ascii   smj-SE,smj,se
593  0x00007fe0 0x00408be0 10  11           ascii   sr-Latn-BA
594  0x00007fec 0x00408bec 13  14           ascii   sma-NO,sma,se
595  0x00007ffc 0x00408bfc 10  11           ascii   sr-Cyrl-BA
596  0x00008008 0x00408c08 13  14           ascii   sma-SE,sma,se
597  0x00008018 0x00408c18 10  11           ascii   bs-Cyrl-BA
598  0x00008024 0x00408c24 13  14           ascii   sms-FI,sms,se
599  0x00008034 0x00408c34 10  11           ascii   sr-Latn-RS
600  0x00008040 0x00408c40 13  14           ascii   smn-FI,smn,se
601  0x00008050 0x00408c50 10  11           ascii   sr-Cyrl-RS
602  0x0000805c 0x00408c5c 10  11           ascii   sr-Latn-ME
603  0x00008068 0x00408c68 10  11           ascii   sr-Cyrl-ME
604  0x00008074 0x00408c74 4   5            ascii   h\\eK
605  0x0000809c 0x00408c9c 4   5            ascii   =X\eK
606  0x000080f4 0x00408cf4 29  30           ascii   GetThreadPreferredUILanguages
607  0x00008114 0x00408d14 12  26           utf16le kernel32.dll
608  0x00008130 0x00408d30 19  20           ascii   GetThreadUILanguage
609  0x00008144 0x00408d44 19  20           ascii   SetThreadUILanguage
610  0x00008158 0x00408d58 4   5            ascii   h\\eK
611  0x000081e0 0x00408de0 4   5            ascii   ZYYd
612  0x000081fd 0x00408dfd 5   7            utf8    [Y]Í@ blocks=Basic Latin,Latin-1 Supplement
613  0x00008209 0x00408e09 6   7            ascii   QQQQSV
614  0x0000824b 0x00408e4b 6   7            ascii   ,tfBHu
615  0x000082b6 0x00408eb6 4   5            ascii   ZYYd
616  0x000082fd 0x00408efd 5   7            utf8    SVW3ɉ blocks=Basic Latin,Latin Extended-B
617  0x00008331 0x00408f31 4   5            ascii   f;5 
618  0x00008338 0x00408f38 6   7            ascii   rTf;5 
619  0x00008367 0x00408f67 4   5            ascii   !f;4
620  0x000083c9 0x00408fc9 4   5            ascii   PjZS
621  0x0000843f 0x0040903f 4   5            ascii   ZYYd
622  0x000084ab 0x004090ab 5   6            ascii    h\\eK
623  0x000084d5 0x004090d5 4   5            ascii   h\\eK
624  0x000084e4 0x004090e4 4   5            ascii   h\\eK
625  0x0000850d 0x0040910d 4   5            ascii   =X\eK
626  0x0000853a 0x0040913a 4   6            utf8    Uhӑ@ blocks=Basic Latin,Cyrillic
627  0x00008587 0x00409187 4   6            utf8    B3\vM
628  0x000085ae 0x004091ae 4   5            ascii   ZYYd
629  0x00008624 0x00409224 4   5            ascii   h\\eK
630  0x00008647 0x00409247 5   6            ascii   Phx\eK
631  0x00008652 0x00409252 4   5            ascii   h\\eK
632  0x0000865e 0x0040925e 4   5            ascii   ZYYd
633  0x000086ae 0x004092ae 4   6            utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
634  0x00008727 0x00409327 4   5            ascii   8\u;
635  0x00008815 0x00409415 4   6            utf8    ^fǄ] blocks=Basic Latin,Latin Extended-B
636  0x00008880 0x00409480 12  26           utf16le kernel32.dll
637  0x0000889c 0x0040949c 16  17           ascii   GetLongPathNameW
638  0x00008a55 0x00409655 4   5            ascii   ZYYd
639  0x00008a81 0x00409681 4   5            ascii   ZYYd
640  0x00008aa4 0x004096a4 25  52           utf16le Software\CodeGear\Locales
641  0x00008ad8 0x004096d8 24  50           utf16le Software\Borland\Locales
642  0x00008b0c 0x0040970c 31  64           utf16le Software\Borland\Delphi\Locales
643  0x00008b59 0x00409759 4   6            utf8    SV3ɉ blocks=Basic Latin,Latin Extended-B
644  0x00008be6 0x004097e6 4   5            ascii   ZYYd
645  0x00008c9d 0x0040989d 5   6            ascii   ;,u\bf
646  0x00008cdd 0x004098dd 4   5            ascii   ZYYd
647  0x00008cfc 0x004098fc 8   10           utf8    _^[YY]ÐU blocks=Basic Latin,Latin-1 Supplement
648  0x00008d69 0x00409969 5   7            utf8    SVW3ۉ blocks=Basic Latin,Arabic
649  0x00008e04 0x00409a04 4   5            ascii   8.t\n
650  0x00008e0e 0x00409a0e 4   7            utf8    ;\au덅 blocks=Basic Latin,Hangul Syllables
651  0x00008e97 0x00409a97 4   5            ascii   =X\eK
652  0x00008ee3 0x00409ae3 4   5            ascii   ZYYd
653  0x00008f3e 0x00409b3e 4   6            utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
654  0x00008f71 0x00409b71 6   8            utf8    [ÐSVWU blocks=Basic Latin,Latin-1 Supplement
655  0x00008fd2 0x00409bd2 6   8            utf8    ]_^[ÐU blocks=Basic Latin,Latin-1 Supplement
656  0x0000900b 0x00409c0b 4   5            ascii   ZYYd
657  0x0000902b 0x00409c2b 8   11           utf8    _^[YY]Ë\v blocks=Basic Latin,Latin-1 Supplement
658  0x00009066 0x00409c66 4   5            ascii   ZYYd
659  0x000090af 0x00409caf 4   7            utf8    Y]Ë\v blocks=Basic Latin,Latin-1 Supplement
660  0x000090c5 0x00409cc5 5   7            utf8    P\bXÍ@ blocks=Basic Latin,Latin-1 Supplement
661  0x000090e6 0x00409ce6 4   6            utf8    P\bË\b blocks=Basic Latin,Latin-1 Supplement
662  0x000091e1 0x00409de1 5   6            ascii   E\bPVj
663  0x00009231 0x00409e31 4   9            utf16le jjjj
664  0x0000923a 0x00409e3a 5   6            ascii   E\bPVj
665  0x0000924a 0x00409e4a 4   5            ascii   _^[]
666  0x0000926c 0x00409e6c 4   5            ascii   vKVS
667  0x00009271 0x00409e71 5   6            ascii   E\bPWj
668  0x000092be 0x00409ebe 5   6            ascii   E\bPWj
669  0x000092ce 0x00409ece 4   5            ascii   _^[]
670  0x000092de 0x00409ede 6   8            utf8    SVW3ɉM blocks=Basic Latin,Latin Extended-B
671  0x000093cc 0x00409fcc 4   5            ascii   ZYYd
672  0x000093ef 0x00409fef 7   9            utf8    _^[YY]Ë blocks=Basic Latin,Latin-1 Supplement
673  0x00009464 0x0040a064 4   5            ascii   ZYYd
674  0x0000947f 0x0040a07f 4   5            ascii   ^[Y]
675  0x0000948a 0x0040a08a 5   7            utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
676  0x00009533 0x0040a133 4   5            ascii   ZYYd
677  0x00009556 0x0040a156 5   6            ascii   ^[YY]
678  0x000095ce 0x0040a1ce 4   5            ascii   ZYYd
679  0x000095e9 0x0040a1e9 8   10           utf8    _^[Y]ÐSV blocks=Basic Latin,Latin-1 Supplement
680  0x0000971e 0x0040a31e 6   7            ascii   u\bj\bj@
681  0x0000977e 0x0040a37e 5   6            ascii   E\b+E\f
682  0x000097ea 0x0040a3ea 7   8            ascii   U\b;B4u\a
683  0x00009808 0x0040a408 5   6            ascii   u\bj$j
684  0x00009822 0x0040a422 4   6            utf8    uԋU\f blocks=Basic Latin,Cyrillic Supplement
685  0x0000982e 0x0040a42e 5   8            utf8    M܋ދ[\b blocks=Basic Latin,Syriac,Thaana
686  0x0000992e 0x0040a52e 5   7            utf8    ދ[\bh$ blocks=Thaana,Basic Latin
687  0x0000997f 0x0040a57f 4   5            ascii   u!SW
688  0x00009a50 0x0040a650 5   7            utf8    3\tF\bS
689  0x00009a65 0x0040a665 4   5            ascii   _^[]
690  0x00009b58 0x0040a758 4   5            ascii   ZYYd
691  0x00009be6 0x0040a7e6 4   6            utf8    [Ê\r< blocks=Basic Latin,Latin-1 Supplement
692  0x00009c86 0x0040a886 7   8            ascii   TPoint\b
693  0x00009cbe 0x0040a8be 7   9            utf8    PRect̨@ blocks=Basic Latin,Combining Diacritical Marks
694  0x00009cd2 0x0040a8d2 5   6            ascii   TRect
695  0x00009cee 0x0040a8ee 4   5            ascii   Left
696  0x00009d0d 0x0040a90d 5   6            ascii   Right
697  0x00009d1e 0x0040a91e 6   7            ascii   Bottom
698  0x00009d2f 0x0040a92f 8   9            ascii   \aTopLeft
699  0x00009d42 0x0040a942 12  13           ascii   \vBottomRight
700  0x00009d59 0x0040a959 9   10           ascii   \atagSIZE\b
701  0x00009d91 0x0040a991 12  13           ascii   \vTSmallPoint
702  0x00009e44 0x0040aa44 4   5            ascii   r\ft(
703  0x00009ed4 0x0040aad4 4   5            ascii   SVWU
704  0x00009f4f 0x0040ab4f 4   6            utf8    Y+MK
705  0x00009f65 0x0040ab65 6   8            utf8    $]_^[Ð blocks=Basic Latin,Latin-1 Supplement
706  0x00009f6d 0x0040ab6d 4   5            ascii   \b;\nu
707  0x00009f73 0x0040ab73 6   7            ascii   H\b;J\bu
708  0x00009f83 0x0040ab83 6   7            ascii   @\f;B\ft
709  0x00009fa3 0x0040aba3 4   5            ascii   K\b[]
710  0x00009fab 0x0040abab 4   6            utf8    \vP\b+
711  0x00009fb3 0x0040abb3 5   7            utf8    ËP\f+P blocks=Latin-1 Supplement,Basic Latin
712  0x00009fd5 0x0040abd5 7   9            utf8    $ZË\n;\b| blocks=Basic Latin,Latin-1 Supplement
713  0x00009fde 0x0040abde 4   5            ascii   ;H\b}
714  0x00009fee 0x0040abee 4   5            ascii   ;P\f|
715  0x0000a021 0x0040ac21 6   7            ascii   C\b;B\b}
716  0x0000a02c 0x0040ac2c 6   7            ascii   C\f;B\f}
717  0x0000a056 0x0040ac56 8   11           utf8    _^[Ë\vP\b; blocks=Basic Latin,Latin-1 Supplement
718  0x0000a064 0x0040ac64 4   5            ascii   P\f;P
719  0x0000a0a1 0x0040aca1 4   5            ascii   S\f[]
720  0x0000a0ad 0x0040acad 13  15           utf8    \nPListEntry,@
721  0x0000a0c5 0x0040acc5 13  14           ascii   \v_LIST_ENTRY\b
722  0x0000a0e8 0x0040ace8 5   6            ascii   Flink
723  0x0000a0f9 0x0040acf9 5   6            ascii   Blink
724  0x0000a10a 0x0040ad0a 20  21           ascii   PRTLCriticalSection(
725  0x0000a12a 0x0040ad2a 25  26           ascii   PRTLCriticalSectionDebugH
726  0x0000a14d 0x0040ad4d 29  30           ascii   \e_RTL_CRITICAL_SECTION_DEBUG 
727  0x0000a17f 0x0040ad7f 8   9            ascii   \aType_18
728  0x0000a193 0x0040ad93 21  22           ascii   CreatorBackTraceIndex
729  0x0000a1b4 0x0040adb4 15  16           ascii   CriticalSection
730  0x0000a1cf 0x0040adcf 16  17           ascii   ProcessLocksList
731  0x0000a1ea 0x0040adea 11  12           ascii   \nEntryCount
732  0x0000a201 0x0040ae01 15  16           ascii   ContentionCount
733  0x0000a21c 0x0040ae1c 5   6            ascii   Spare
734  0x0000a22e 0x0040ae2e 21  22           ascii   _RTL_CRITICAL_SECTION
735  0x0000a259 0x0040ae59 10  11           ascii   \tDebugInfo
736  0x0000a26e 0x0040ae6e 10  11           ascii   \tLockCount
737  0x0000a284 0x0040ae84 14  15           ascii   RecursionCount
738  0x0000a29d 0x0040ae9d 13  14           ascii   \fOwningThread
739  0x0000a2b5 0x0040aeb5 14  15           ascii   \rLockSemaphore
740  0x0000a2ce 0x0040aece 9   10           ascii   \bReserved
741  0x0000a2e2 0x0040aee2 4   5            ascii   HWND
742  0x0000a2f9 0x0040aef9 8   9            ascii   \aHBITMAP
743  0x0000a312 0x0040af12 6   7            ascii   HBRUSH
744  0x0000a33e 0x0040af3e 5   6            ascii   HFONT
745  0x0000a356 0x0040af56 5   6            ascii   HICON
746  0x0000a36e 0x0040af6e 5   6            ascii   HMENU
