[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
438   0x000043b4 0x004083b4 9   10           ascii   .idata$5L
439   0x000043c6 0x004083c6 9   10           ascii   .idata$4\
440   0x000043d8 0x004083d8 8   9            ascii   .idata$6
441   0x000043ea 0x004083ea 5   6            ascii   .file
442   0x000043fc 0x004083fc 4   5            ascii   fake
443   0x0000440e 0x0040840e 5   6            ascii   hname
444   0x00004420 0x00408420 6   7            ascii   fthunk
445   0x00004432 0x00408432 5   6            ascii   .text
446   0x00004456 0x00408456 5   6            ascii   .data
447   0x0000447a 0x0040847a 4   5            ascii   .bss
448   0x0000449e 0x0040849e 9   10           ascii   .idata$2P
449   0x000044c2 0x004084c2 9   10           ascii   .idata$5D
450   0x000044e6 0x004084e6 9   10           ascii   .idata$4T
451   0x0000450a 0x0040850a 5   6            ascii   .file
452   0x0000451c 0x0040851c 4   5            ascii   fake
453   0x0000452e 0x0040852e 5   6            ascii   .text
454   0x00004552 0x00408552 5   6            ascii   .data
455   0x00004576 0x00408576 4   5            ascii   .bss
456   0x0000459a 0x0040859a 9   10           ascii   .idata$4d
457   0x000045be 0x004085be 9   10           ascii   .idata$5T
458   0x000045e2 0x004085e2 9   10           ascii   .idata$7(
459   0x00004606 0x00408606 5   6            ascii   .text
460   0x00004618 0x00408618 5   6            ascii   .data
461   0x0000462a 0x0040862a 4   5            ascii   .bss
462   0x0000463c 0x0040863c 9   10           ascii   .idata$7|
463   0x0000464e 0x0040864e 8   9            ascii   .idata$5
464   0x00004660 0x00408660 8   9            ascii   .idata$4
465   0x00004672 0x00408672 8   9            ascii   .idata$6
466   0x00004684 0x00408684 5   6            ascii   .text
467   0x00004696 0x00408696 5   6            ascii   .data
468   0x000046a8 0x004086a8 4   5            ascii   .bss
469   0x000046ba 0x004086ba 9   10           ascii   .idata$7T
470   0x000046cc 0x004086cc 8   9            ascii   .idata$5
471   0x000046de 0x004086de 8   9            ascii   .idata$4
472   0x000046f0 0x004086f0 8   9            ascii   .idata$6
473   0x00004702 0x00408702 5   6            ascii   .text
474   0x00004714 0x00408714 5   6            ascii   .data
475   0x00004726 0x00408726 4   5            ascii   .bss
476   0x00004738 0x00408738 9   10           ascii   .idata$7P
477   0x0000474a 0x0040874a 8   9            ascii   .idata$5
478   0x0000475c 0x0040875c 8   9            ascii   .idata$4
479   0x0000476e 0x0040876e 8   9            ascii   .idata$6
480   0x00004780 0x00408780 5   6            ascii   .text
481   0x00004792 0x00408792 5   6            ascii   .data
482   0x000047a4 0x004087a4 4   5            ascii   .bss
483   0x000047b6 0x004087b6 8   9            ascii   .idata$7
484   0x000047c8 0x004087c8 8   9            ascii   .idata$5
485   0x000047da 0x004087da 8   9            ascii   .idata$4
486   0x000047ec 0x004087ec 8   9            ascii   .idata$6
487   0x000047fe 0x004087fe 5   6            ascii   .text
488   0x00004810 0x00408810 5   6            ascii   .data
489   0x00004822 0x00408822 4   5            ascii   .bss
490   0x00004834 0x00408834 9   10           ascii   .idata$7p
491   0x00004846 0x00408846 8   9            ascii   .idata$5
492   0x00004858 0x00408858 8   9            ascii   .idata$4
493   0x0000486a 0x0040886a 9   10           ascii   .idata$6@
494   0x0000487c 0x0040887c 5   6            ascii   .text
495   0x0000488e 0x0040888e 5   6            ascii   .data
496   0x000048a0 0x004088a0 4   5            ascii   .bss
497   0x000048b2 0x004088b2 9   10           ascii   .idata$7l
498   0x000048c4 0x004088c4 8   9            ascii   .idata$5
499   0x000048d6 0x004088d6 8   9            ascii   .idata$4
500   0x000048e8 0x004088e8 9   10           ascii   .idata$6(
501   0x000048fa 0x004088fa 5   6            ascii   .text
502   0x0000490c 0x0040890c 5   6            ascii   .data
503   0x0000491e 0x0040891e 4   5            ascii   .bss
504   0x00004930 0x00408930 9   10           ascii   .idata$7\
505   0x00004942 0x00408942 8   9            ascii   .idata$5
506   0x00004954 0x00408954 8   9            ascii   .idata$4
507   0x00004966 0x00408966 8   9            ascii   .idata$6
508   0x00004978 0x00408978 5   6            ascii   .text
509   0x0000498a 0x0040898a 5   6            ascii   .data
510   0x0000499c 0x0040899c 4   5            ascii   .bss
511   0x000049ae 0x004089ae 9   10           ascii   .idata$7`
512   0x000049c0 0x004089c0 8   9            ascii   .idata$5
513   0x000049d2 0x004089d2 8   9            ascii   .idata$4
514   0x000049e4 0x004089e4 8   9            ascii   .idata$6
515   0x000049f6 0x004089f6 5   6            ascii   .text
516   0x00004a08 0x00408a08 5   6            ascii   .data
517   0x00004a1a 0x00408a1a 4   5            ascii   .bss
518   0x00004a2c 0x00408a2c 9   10           ascii   .idata$7H
519   0x00004a3e 0x00408a3e 8   9            ascii   .idata$5
520   0x00004a50 0x00408a50 8   9            ascii   .idata$4
521   0x00004a62 0x00408a62 8   9            ascii   .idata$6
522   0x00004a74 0x00408a74 5   6            ascii   .text
523   0x00004a86 0x00408a86 5   6            ascii   .data
524   0x00004a98 0x00408a98 4   5            ascii   .bss
525   0x00004aaa 0x00408aaa 9   10           ascii   .idata$7x
526   0x00004abc 0x00408abc 8   9            ascii   .idata$5
527   0x00004ace 0x00408ace 8   9            ascii   .idata$4
528   0x00004ae0 0x00408ae0 9   10           ascii   .idata$6h
529   0x00004af2 0x00408af2 5   6            ascii   .text
530   0x00004b04 0x00408b04 5   6            ascii   .data
531   0x00004b16 0x00408b16 4   5            ascii   .bss
532   0x00004b28 0x00408b28 9   10           ascii   .idata$7L
533   0x00004b3a 0x00408b3a 8   9            ascii   .idata$5
534   0x00004b4c 0x00408b4c 8   9            ascii   .idata$4
535   0x00004b5e 0x00408b5e 8   9            ascii   .idata$6
536   0x00004b70 0x00408b70 5   6            ascii   .text
537   0x00004b82 0x00408b82 5   6            ascii   .data
538   0x00004b94 0x00408b94 4   5            ascii   .bss
539   0x00004ba6 0x00408ba6 9   10           ascii   .idata$7h
540   0x00004bb8 0x00408bb8 8   9            ascii   .idata$5
541   0x00004bca 0x00408bca 8   9            ascii   .idata$4
542   0x00004bdc 0x00408bdc 8   9            ascii   .idata$6
543   0x00004bee 0x00408bee 5   6            ascii   .text
544   0x00004c00 0x00408c00 5   6            ascii   .data
545   0x00004c12 0x00408c12 4   5            ascii   .bss
546   0x00004c24 0x00408c24 9   10           ascii   .idata$7t
547   0x00004c36 0x00408c36 8   9            ascii   .idata$5
548   0x00004c48 0x00408c48 8   9            ascii   .idata$4
549   0x00004c5a 0x00408c5a 9   10           ascii   .idata$6T
550   0x00004c6c 0x00408c6c 5   6            ascii   .text
551   0x00004c7e 0x00408c7e 5   6            ascii   .data
552   0x00004c90 0x00408c90 4   5            ascii   .bss
553   0x00004ca2 0x00408ca2 9   10           ascii   .idata$7d
554   0x00004cb4 0x00408cb4 8   9            ascii   .idata$5
555   0x00004cc6 0x00408cc6 8   9            ascii   .idata$4
556   0x00004cd8 0x00408cd8 8   9            ascii   .idata$6
557   0x00004cea 0x00408cea 5   6            ascii   .text
558   0x00004cfc 0x00408cfc 5   6            ascii   .data
559   0x00004d0e 0x00408d0e 4   5            ascii   .bss
560   0x00004d20 0x00408d20 9   10           ascii   .idata$7X
561   0x00004d32 0x00408d32 8   9            ascii   .idata$5
562   0x00004d44 0x00408d44 8   9            ascii   .idata$4
563   0x00004d56 0x00408d56 8   9            ascii   .idata$6
564   0x00004d68 0x00408d68 5   6            ascii   .text
565   0x00004d7a 0x00408d7a 5   6            ascii   .data
566   0x00004d8c 0x00408d8c 4   5            ascii   .bss
567   0x00004d9e 0x00408d9e 9   10           ascii   .idata$7D
568   0x00004db0 0x00408db0 8   9            ascii   .idata$5
569   0x00004dc2 0x00408dc2 8   9            ascii   .idata$4
570   0x00004dd4 0x00408dd4 8   9            ascii   .idata$6
571   0x00004de6 0x00408de6 5   6            ascii   .file
572   0x00004df8 0x00408df8 4   5            ascii   fake
573   0x00004e0a 0x00408e0a 5   6            ascii   hname
574   0x00004e1c 0x00408e1c 6   7            ascii   fthunk
575   0x00004e2e 0x00408e2e 5   6            ascii   .text
576   0x00004e52 0x00408e52 5   6            ascii   .data
577   0x00004e76 0x00408e76 4   5            ascii   .bss
578   0x00004e9a 0x00408e9a 8   9            ascii   .idata$2
579   0x00004ebe 0x00408ebe 9   10           ascii   .idata$5|
580   0x00004ee2 0x00408ee2 8   9            ascii   .idata$4
581   0x00004f06 0x00408f06 5   6            ascii   .file
582   0x00004f18 0x00408f18 4   5            ascii   fake
583   0x00004f2a 0x00408f2a 5   6            ascii   .text
584   0x00004f4e 0x00408f4e 5   6            ascii   .data
585   0x00004f72 0x00408f72 4   5            ascii   .bss
586   0x00004f96 0x00408f96 8   9            ascii   .idata$4
587   0x00004fba 0x00408fba 8   9            ascii   .idata$5
588   0x00004fde 0x00408fde 8   9            ascii   .idata$7
589   0x00005002 0x00409002 5   6            ascii   .text
590   0x00005014 0x00409014 5   6            ascii   .data
591   0x00005026 0x00409026 4   5            ascii   .bss
592   0x00005038 0x00409038 9   10           ascii   .idata$7,
593   0x0000504a 0x0040904a 9   10           ascii   .idata$5p
594   0x0000505c 0x0040905c 8   9            ascii   .idata$4
595   0x0000506e 0x0040906e 9   10           ascii   .idata$6h
596   0x00005080 0x00409080 5   6            ascii   .text
597   0x00005092 0x00409092 5   6            ascii   .data
598   0x000050a4 0x004090a4 4   5            ascii   .bss
599   0x000050b6 0x004090b6 9   10           ascii   .idata$70
600   0x000050c8 0x004090c8 9   10           ascii   .idata$5t
601   0x000050da 0x004090da 8   9            ascii   .idata$4
602   0x000050ec 0x004090ec 9   10           ascii   .idata$6x
603   0x000050fe 0x004090fe 5   6            ascii   .text
604   0x00005110 0x00409110 5   6            ascii   .data
605   0x00005122 0x00409122 4   5            ascii   .bss
606   0x00005134 0x00409134 9   10           ascii   .idata$7(
607   0x00005146 0x00409146 9   10           ascii   .idata$5l
608   0x00005158 0x00409158 9   10           ascii   .idata$4|
609   0x0000516a 0x0040916a 9   10           ascii   .idata$6X
610   0x0000517c 0x0040917c 5   6            ascii   .file
611   0x0000518e 0x0040918e 4   5            ascii   fake
612   0x000051a0 0x004091a0 5   6            ascii   hname
613   0x000051b2 0x004091b2 6   7            ascii   fthunk
614   0x000051c4 0x004091c4 5   6            ascii   .text
615   0x000051e8 0x004091e8 5   6            ascii   .data
616   0x0000520c 0x0040920c 4   5            ascii   .bss
617   0x00005230 0x00409230 8   9            ascii   .idata$2
618   0x00005254 0x00409254 9   10           ascii   .idata$5h
619   0x00005278 0x00409278 9   10           ascii   .idata$4x
620   0x0000529c 0x0040929c 5   6            ascii   .file
621   0x000052ae 0x004092ae 4   5            ascii   fake
622   0x000052c0 0x004092c0 5   6            ascii   .text
623   0x000052e4 0x004092e4 5   6            ascii   .data
624   0x00005308 0x00409308 4   5            ascii   .bss
625   0x0000532c 0x0040932c 8   9            ascii   .idata$4
626   0x00005350 0x00409350 9   10           ascii   .idata$5x
627   0x00005374 0x00409374 9   10           ascii   .idata$74
628   0x00005398 0x00409398 5   6            ascii   .text
629   0x000053aa 0x004093aa 5   6            ascii   .data
630   0x000053bc 0x004093bc 4   5            ascii   .bss
631   0x000053ce 0x004093ce 9   10           ascii   .idata$7\f
632   0x000053e0 0x004093e0 9   10           ascii   .idata$5<
633   0x000053f2 0x004093f2 9   10           ascii   .idata$4L
634   0x00005404 0x00409404 8   9            ascii   .idata$6
635   0x00005416 0x00409416 5   6            ascii   .file
636   0x00005428 0x00409428 4   5            ascii   fake
637   0x0000543a 0x0040943a 5   6            ascii   hname
638   0x0000544c 0x0040944c 6   7            ascii   fthunk
639   0x0000545e 0x0040945e 5   6            ascii   .text
640   0x00005482 0x00409482 5   6            ascii   .data
641   0x000054a6 0x004094a6 4   5            ascii   .bss
642   0x000054ca 0x004094ca 9   10           ascii   .idata$2<
643   0x000054ee 0x004094ee 9   10           ascii   .idata$58
644   0x00005512 0x00409512 9   10           ascii   .idata$4H
645   0x00005536 0x00409536 5   6            ascii   .file
646   0x00005548 0x00409548 4   5            ascii   fake
647   0x0000555a 0x0040955a 5   6            ascii   .text
648   0x0000557e 0x0040957e 5   6            ascii   .data
649   0x000055a2 0x004095a2 4   5            ascii   .bss
650   0x000055c6 0x004095c6 9   10           ascii   .idata$4P
651   0x000055ea 0x004095ea 9   10           ascii   .idata$5@
652   0x0000560e 0x0040960e 8   9            ascii   .idata$7
653   0x00005632 0x00409632 5   6            ascii   .file
654   0x00005644 0x00409644 10  11           ascii   crtstuff.c
655   0x0000567a 0x0040967a 5   6            ascii   .text
656   0x0000569e 0x0040969e 5   6            ascii   .data
657   0x000056c2 0x004096c2 4   5            ascii   .bss
658   0x000056e6 0x004096e6 6   7            ascii   .ctors
659   0x0000571c 0x0040971c 7   8            ascii   __cexit
660   0x00005740 0x00409740 9   10           ascii   _sprintf0
661   0x000057ac 0x004097ac 5   6            ascii   _free
662   0x000057be 0x004097be 7   8            ascii   _strcat
663   0x000057d0 0x004097d0 7   8            ascii   _strcmp
664   0x00005884 0x00409884 5   6            ascii   _rand
665   0x000058ba 0x004098ba 6   7            ascii   __size
666   0x00005a7c 0x00409a7c 5   6            ascii   _buff
667   0x00005ae8 0x00409ae8 7   8            ascii   __dll__
668   0x00005b0c 0x00409b0c 7   8            ascii   _fwrite
669   0x00005bf6 0x00409bf6 6   7            ascii   __argc
670   0x00005c86 0x00409c86 7   8            ascii   _fflush
671   0x00005cce 0x00409cce 8   9            ascii   _fprintf
672   0x00005ce0 0x00409ce0 8   9            ascii   __alloca
673   0x00005d28 0x00409d28 6   7            ascii   __argv
674   0x00005d4c 0x00409d4c 6   7            ascii   _fread
675   0x00005d82 0x00409d82 6   7            ascii   _fopen
676   0x00005d94 0x00409d94 7   8            ascii   __fmode
677   0x00005e90 0x00409e90 7   8            ascii   __end__
678   0x00005ed8 0x00409ed8 7   8            ascii   _signal
679   0x00005eea 0x00409eea 7   8            ascii   _malloc
680   0x00005f0e 0x00409f0e 7   8            ascii   _fclose
681   0x00005f56 0x00409f56 6   7            ascii   _fseek
682   0x00005fd4 0x00409fd4 6   7            ascii   _abort
683   0x00006064 0x0040a064 6   7            ascii   _ftell
684   0x00006172 0x0040a172 7   8            ascii   _strlen
685   0x000061a8 0x0040a1a8 5   6            ascii   _exit
686   0x0000624a 0x0040a24a 9   10           ascii   _Sleep@4p
687   0x000062a8 0x0040a2a8 25  26           ascii   __gnu_exception_handler@4
688   0x000062c2 0x0040a2c2 19  20           ascii   ___mingw_CRTStartup
689   0x000062d6 0x0040a2d6 15  16           ascii   _mainCRTStartup
690   0x000062e6 0x0040a2e6 18  19           ascii   _WinMainCRTStartup
691   0x000062f9 0x0040a2f9 15  16           ascii   ___do_sjlj_init
692   0x00006309 0x0040a309 11  12           ascii   _WinMain@16
693   0x00006315 0x0040a315 13  14           ascii   __Z7_infectPc
694   0x00006323 0x0040a323 22  23           ascii   __Z13autoInfectionPv@4
695   0x0000633a 0x0040a33a 12  13           ascii   __Z7startUpv
696   0x00006347 0x0040a347 13  14           ascii   __Z8_payloadi
697   0x00006355 0x0040a355 17  18           ascii   __Z11get_crAckerv
698   0x00006367 0x0040a367 26  27           ascii   __pei386_runtime_relocator
699   0x00006382 0x0040a382 9   10           ascii   __fpreset
700   0x0000638c 0x0040a38c 12  13           ascii   _initialized
701   0x00006399 0x0040a399 18  19           ascii   ___do_global_dtors
702   0x000063ac 0x0040a3ac 18  19           ascii   ___do_global_ctors
703   0x000063bf 0x0040a3bf 19  20           ascii   pseudo-reloc-list.c
704   0x000063d3 0x0040a3d3 16  17           ascii   _w32_atom_suffix
705   0x000063e4 0x0040a3e4 35  36           ascii   ___w32_sharedptr_default_unexpected
706   0x00006408 0x0040a408 20  21           ascii   ___w32_sharedptr_get
707   0x0000641d 0x0040a41d 18  19           ascii   dw2_object_mutex.0
708   0x00006430 0x0040a430 10  11           ascii   dw2_once.1
709   0x0000643b 0x0040a43b 12  13           ascii   sjl_fc_key.2
710   0x00006448 0x0040a448 10  11           ascii   sjl_once.3
711   0x00006453 0x0040a453 27  28           ascii   ___w32_sharedptr_initialize
712   0x0000646f 0x0040a46f 10  11           ascii   ___eprintf
713   0x0000647a 0x0040a47a 17  18           ascii   ___sjlj_init_ctor
714   0x0000648c 0x0040a48c 23  24           ascii   __imp__FindFirstFileA@8
715   0x000064a4 0x0040a4a4 30  31           ascii   ___RUNTIME_PSEUDO_RELOC_LIST__
716   0x000064c3 0x0040a4c3 17  18           ascii   _FindFirstFileA@8
717   0x000064d5 0x0040a4d5 15  16           ascii   __imp___setmode
718   0x000064e5 0x0040a4e5 20  21           ascii   __imp__CloseHandle@4
719   0x000064fa 0x0040a4fa 14  15           ascii   __data_start__
720   0x00006509 0x0040a509 14  15           ascii   ___DTOR_LIST__
721   0x00006518 0x0040a518 14  15           ascii   __imp___onexit
722   0x00006527 0x0040a527 11  12           ascii   ___p__fmode
723   0x00006533 0x0040a533 30  31           ascii   _SetUnhandledExceptionFilter@4
724   0x00006552 0x0040a552 26  27           ascii   ___w32_sharedptr_terminate
