[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000188 0x00000188 5   6            ascii   .text
2     0x000001ae 0x000001ae 7   8            ascii   P`.data
3     0x000001d8 0x000001d8 6   7            ascii   .rdata
4     0x000001fe 0x000001fe 8   9            ascii   `@.pdata
5     0x00000226 0x00000226 8   9            ascii   0@.xdata
6     0x0000024e 0x0000024e 6   7            ascii   0@.bss
7     0x00000278 0x00000278 6   7            ascii   .edata
8     0x0000029e 0x0000029e 8   9            ascii   0@.idata
9     0x000002c8 0x000002c8 5   6            ascii   .rsrc
10    0x000002f0 0x000002f0 6   7            ascii   .reloc
2374  0x000250d2 0x0042ced2 4   6    .reloc  utf8    fr=ڡ blocks=Basic Latin,Arabic
2375  0x000250f4 0x0042cef4 8   11   .reloc  utf8    >ҝ3+.z}ϔ blocks=Basic Latin,Cyrillic,Greek and Coptic
2376  0x00025136 0x0042cf36 6   7    .reloc  ascii   L;y!\fy
2377  0x000251a9 0x0042cfa9 4   6    .reloc  utf8    FY̨( blocks=Basic Latin,Combining Diacritical Marks
2378  0x000251ed 0x0042cfed 4   5    .reloc  ascii   \v&\a\
2379  0x00025215 0x0042d015 4   5    .reloc  ascii   6&l]
2380  0x0002523d 0x0042d03d 4   5    .reloc  ascii   D?k7
2381  0x0002525b 0x0042d05b 5   6    .reloc  ascii   v<\vt.
2382  0x000252a6 0x0042d0a6 4   6    .reloc  utf8    ֏\bqT blocks=Armenian,Basic Latin
2383  0x000252b7 0x0042d0b7 6   7    .reloc  ascii   'EnE__
2384  0x000252e9 0x0042d0e9 4   5    .reloc  ascii   R6`F
2385  0x00025310 0x0042d110 6   7    .reloc  ascii   g!-PTx
2386  0x00025327 0x0042d127 5   7    .reloc  utf8    Oޭ<7i blocks=Basic Latin,Thaana
2387  0x0002537a 0x0042d17a 4   6    .reloc  utf8    ~a\vۖ blocks=Basic Latin,Arabic
2388  0x000253a2 0x0042d1a2 4   5    .reloc  ascii   9(sY
2389  0x000253b3 0x0042d1b3 5   6    .reloc  ascii   )3tO.
2390  0x000253d2 0x0042d1d2 7   8    .reloc  ascii   i:$\t_um
2391  0x000253e9 0x0042d1e9 4   5    .reloc  ascii   ZX%w
2392  0x0002541a 0x0042d21a 4   5    .reloc  ascii   \e]D-
2393  0x0002545a 0x0042d25a 7   9    .reloc  utf8    7ńj%\aWY blocks=Basic Latin,Latin Extended-A
2394  0x00025467 0x0042d267 5   6    .reloc  ascii   s\n&\r;
2395  0x0002546d 0x0042d26d 5   6    .reloc  ascii   *U5sx
2396  0x000254e3 0x0042d2e3 4   6    .reloc  utf8    ?uH\e
2397  0x00025527 0x0042d327 4   5    .reloc  ascii   iPFy
2398  0x0002552f 0x0042d32f 7   8    .reloc  ascii   'NKM~3u
2399  0x00025541 0x0042d341 4   5    .reloc  ascii   dY"k
2400  0x0002556e 0x0042d36e 4   7    .reloc  utf8    Ҩ¿{  blocks=Cyrillic,Latin-1 Supplement,Basic Latin
2401  0x000255bc 0x0042d3bc 4   5    .reloc  ascii   \0%M
2402  0x00025600 0x0042d400 4   5    .reloc  ascii   FZzZ
2403  0x00025670 0x0042d470 6   7    .reloc  ascii   ' BN:F
2404  0x000256e6 0x0042d4e6 4   5    .reloc  ascii   6\fi_
2405  0x0002572b 0x0042d52b 4   5    .reloc  ascii   ciwx
2406  0x00025742 0x0042d542 4   5    .reloc  ascii   A\rl\e
2407  0x000257ea 0x0042d5ea 5   6    .reloc  ascii   Z7r[$
2408  0x0002581a 0x0042d61a 4   5    .reloc  ascii   :011
2409  0x0002583a 0x0042d63a 4   6    .reloc  utf8    \až\vy blocks=Basic Latin,Latin Extended-A
2410  0x00025854 0x0042d654 5   7    .reloc  utf8    :Vc$6
2411  0x00025879 0x0042d679 4   5    .reloc  ascii   v>v<
2412  0x00025890 0x0042d690 6   8    .reloc  utf8    s\rAllt
2413  0x000258b2 0x0042d6b2 6   7    .reloc  ascii   {#\t*g
2414  0x00025920 0x0042d720 5   6    .reloc  ascii   =j0oh
2415  0x00025937 0x0042d737 4   5    .reloc  ascii   \b5}\b
2416  0x00025949 0x0042d749 4   5    .reloc  ascii   d\rh|
2417  0x00025972 0x0042d772 6   9    .reloc  utf8    Ï}ݹCz^ blocks=Latin-1 Supplement,Basic Latin,Arabic Supplement
2418  0x000259aa 0x0042d7aa 4   6    .reloc  utf8    Rtv̀ blocks=Basic Latin,Combining Diacritical Marks
2419  0x000259b7 0x0042d7b7 7   10   .reloc  utf8    p]>wE܀Ƥ blocks=Basic Latin,Syriac,Latin Extended-B
2420  0x000259d0 0x0042d7d0 4   6    .reloc  utf8    \nʌ~+ blocks=Basic Latin,IPA Extensions
2421  0x000259e3 0x0042d7e3 8   11   .reloc  utf8    .>ˍ̮N*A@ blocks=Basic Latin,Spacing Modifier Letters,Combining Diacritical Marks
2422  0x00025a82 0x0042d882 4   5    .reloc  ascii    8!\
2423  0x00025c1e 0x0042da1e 6   7    .reloc  ascii   Q|^\toB
2424  0x00025c26 0x0042da26 4   5    .reloc  ascii   Q8=n
2425  0x00025c32 0x0042da32 4   5    .reloc  ascii   5Qbh
2426  0x00025c69 0x0042da69 8   9    .reloc  ascii   Iia^hJ)Y
2427  0x00025cb4 0x0042dab4 4   5    .reloc  ascii   \at.3
2428  0x00025cbc 0x0042dabc 4   6    .reloc  utf8    ˥L"` blocks=Spacing Modifier Letters,Basic Latin
2429  0x00025cc3 0x0042dac3 4   5    .reloc  ascii   KTRl
2430  0x00025d31 0x0042db31 6   7    .reloc  ascii   BUGL}0
2431  0x00025d49 0x0042db49 7   8    .reloc  ascii   l?Fvy;X
2432  0x00025d90 0x0042db90 5   8    .reloc  utf8    r5έ\bӪ blocks=Basic Latin,Greek and Coptic,Cyrillic
2433  0x00025dce 0x0042dbce 4   5    .reloc  ascii   [dA2
2434  0x00025dff 0x0042dbff 4   5    .reloc  ascii   @/\bz
2435  0x00025e0b 0x0042dc0b 5   6    .reloc  ascii   ^x|@=
2436  0x00025e27 0x0042dc27 4   5    .reloc  ascii   a/WZ
2437  0x00025e2f 0x0042dc2f 4   5    .reloc  ascii   biB3
2438  0x00025e5d 0x0042dc5d 5   6    .reloc  ascii   }-_E9
2439  0x00025ebc 0x0042dcbc 4   5    .reloc  ascii   c+,N
2440  0x00025ec7 0x0042dcc7 4   5    .reloc  ascii   2\nj2
2441  0x00025ee5 0x0042dce5 5   6    .reloc  ascii   yr\aRY
2442  0x00025f28 0x0042dd28 6   9    .reloc  utf8    ܀|JՍ-. blocks=Syriac,Basic Latin,Armenian
2443  0x00025f48 0x0042dd48 5   6    .reloc  ascii   1-*F\t
2444  0x00025f68 0x0042dd68 4   5    .reloc  ascii   2 (K
2445  0x00025f76 0x0042dd76 5   6    .reloc  ascii   5U^\ei
2446  0x00025f84 0x0042dd84 4   5    .reloc  ascii   rekr
2447  0x00025fce 0x0042ddce 4   5    .reloc  ascii   {r\rx
2448  0x0002604f 0x0042de4f 4   5    .reloc  ascii   0}%w
2449  0x00026056 0x0042de56 4   6    .reloc  utf8    ?ֱn( blocks=Basic Latin,Hebrew
2450  0x00026089 0x0042de89 4   5    .reloc  ascii   mIbl
2451  0x000260b1 0x0042deb1 4   6    .reloc  utf8    Tϙ|q blocks=Basic Latin,Greek and Coptic
2452  0x0002610b 0x0042df0b 4   9    .reloc  utf8    ᑆZ/ blocks=Unified Canadian Aboriginal Syllabics,Basic Latin,Private Use Area
2453  0x00026139 0x0042df39 4   5    .reloc  ascii   MT)m
2454  0x0002619d 0x0042df9d 4   5    .reloc  ascii   s-bz
2455  0x000261ba 0x0042dfba 4   5    .reloc  ascii   59n~
2456  0x000261c0 0x0042dfc0 4   5    .reloc  ascii   zC/-
2457  0x000261e4 0x0042dfe4 4   5    .reloc  ascii   5=\e2
2458  0x00026200 0x0042e000 4   5    .reloc  ascii   z&ah
2459  0x0002622b 0x0042e02b 7   9    .reloc  utf8    \f^Ei,\aТ blocks=Basic Latin,Cyrillic
2460  0x00026239 0x0042e039 6   7    .reloc  ascii   x]l'M{
2461  0x00026267 0x0042e067 5   6    .reloc  ascii   nW8K7
2462  0x0002628b 0x0042e08b 7   11   .reloc  utf8    O,ҁή^܃9 blocks=Basic Latin,Cyrillic,Greek and Coptic,Syriac
2463  0x000262ba 0x0042e0ba 4   6    .reloc  utf8    Ƅu1\ blocks=Latin Extended-B,Basic Latin
2464  0x000262c0 0x0042e0c0 4   5    .reloc  ascii   {<8`
2465  0x000262d3 0x0042e0d3 4   5    .reloc  ascii   2GC%
2466  0x0002632d 0x0042e12d 6   7    .reloc  ascii   _;ruf}
2467  0x000263e1 0x0042e1e1 4   6    .reloc  utf8    y(Ӂs blocks=Basic Latin,Cyrillic
2468  0x0002641e 0x0042e21e 4   5    .reloc  ascii   $9|z
2469  0x00026433 0x0042e233 4   5    .reloc  ascii   @3>E
2470  0x0002646d 0x0042e26d 4   7    .reloc  utf8    7|P賘 blocks=Basic Latin,CJK Unified Ideographs
2471  0x00026495 0x0042e295 7   9    .reloc  utf8    A0ݻ(f.$ blocks=Basic Latin,Arabic Supplement
2472  0x000264de 0x0042e2de 4   5    .reloc  ascii   !f[\t
2473  0x000264ec 0x0042e2ec 4   5    .reloc  ascii   z/z#
2474  0x0002650f 0x0042e30f 4   5    .reloc  ascii   <]P^
2475  0x0002654a 0x0042e34a 4   5    .reloc  ascii   N$m\e
2476  0x00026553 0x0042e353 4   5    .reloc  ascii   >=3Q
2477  0x0002655a 0x0042e35a 4   5    .reloc  ascii   0l)^
2478  0x00026569 0x0042e369 4   5    .reloc  ascii   &!t^
2479  0x000265ce 0x0042e3ce 4   5    .reloc  ascii   1\aW[
2480  0x000265d6 0x0042e3d6 4   7    .reloc  utf8    1鰘}) blocks=Basic Latin,CJK Unified Ideographs
2481  0x0002660d 0x0042e40d 4   5    .reloc  ascii   I9aK
2482  0x00026624 0x0042e424 5   8    .reloc  utf8    f=纝,\v blocks=Basic Latin,CJK Unified Ideographs
2483  0x00026670 0x0042e470 4   5    .reloc  ascii   `W?E
2484  0x0002667c 0x0042e47c 5   6    .reloc  ascii   5]oFy
2485  0x0002668b 0x0042e48b 4   5    .reloc  ascii   BvOz
2486  0x000266db 0x0042e4db 4   5    .reloc  ascii   `\f5&
2487  0x000266e1 0x0042e4e1 5   7    .reloc  utf8    txНKt blocks=Basic Latin,Cyrillic
2488  0x0002671e 0x0042e51e 4   5    .reloc  ascii   mT|;
2489  0x0002672d 0x0042e52d 4   7    .reloc  utf8    MB֩ٿ blocks=Basic Latin,Hebrew,Arabic
2490  0x0002673d 0x0042e53d 4   6    .reloc  utf8     ИFP blocks=Basic Latin,Cyrillic
2491  0x00026744 0x0042e544 4   5    .reloc  ascii   }c8-
2492  0x00026784 0x0042e584 4   6    .reloc  utf8    *\am{
2493  0x000267e1 0x0042e5e1 5   6    .reloc  ascii   }]*r>
2494  0x00026809 0x0042e609 5   6    .reloc  ascii   s<Y"q
2495  0x00026816 0x0042e616 4   5    .reloc  ascii   0(ni
2496  0x00026839 0x0042e639 4   6    .reloc  utf8    lF߅| blocks=Basic Latin,NKo
2497  0x0002683f 0x0042e63f 5   6    .reloc  ascii   ZI1H8
2498  0x0002688e 0x0042e68e 5   7    .reloc  utf8    ɍEq1f blocks=Latin Extended-B,Basic Latin
2499  0x000268b3 0x0042e6b3 5   7    .reloc  utf8    -Zَ"6 blocks=Basic Latin,Arabic
2500  0x0002690f 0x0042e70f 4   6    .reloc  utf8    eЗz\r blocks=Basic Latin,Cyrillic
2501  0x000269c2 0x0042e7c2 4   6    .reloc  utf8    *ЩSA blocks=Basic Latin,Cyrillic
2502  0x000269d7 0x0042e7d7 4   9    .reloc  utf8    :٦*宰 blocks=Basic Latin,Arabic,CJK Unified Ideographs
2503  0x000269e3 0x0042e7e3 4   5    .reloc  ascii   -z$\r
2504  0x00026a08 0x0042e808 6   8    .reloc  utf8    8g<*dԊ blocks=Basic Latin,Cyrillic Supplement
2505  0x00026a77 0x0042e877 5   7    .reloc  utf8    ڔ=_Y^ blocks=Arabic,Basic Latin
2506  0x00026a8b 0x0042e88b 4   7    .reloc  utf8    @/܌ʮ blocks=Basic Latin,Syriac,IPA Extensions
2507  0x00026aef 0x0042e8ef 8   11   .reloc  utf8    `++Wǃۿv. blocks=Basic Latin,Latin Extended-B,Arabic
2508  0x00026b9a 0x0042e99a 5   7    .reloc  utf8    O}iEԣ blocks=Basic Latin,Cyrillic Supplement
2509  0x00026bc0 0x0042e9c0 4   6    .reloc  utf8    ³pdy blocks=Latin-1 Supplement,Basic Latin
2510  0x00026be7 0x0042e9e7 5   6    .reloc  ascii   \a.RR\t
2511  0x00026c2f 0x0042ea2f 5   7    .reloc  utf8    ]U}EE
2512  0x00026c3f 0x0042ea3f 5   6    .reloc  ascii   _zK6p
2513  0x00026c58 0x0042ea58 4   5    .reloc  ascii   s`\tY
2514  0x00026c89 0x0042ea89 4   5    .reloc  ascii   m\t -
2515  0x00026cb0 0x0042eab0 4   7    .reloc  utf8    Њݿ~? blocks=Cyrillic,Arabic Supplement,Basic Latin
2516  0x00026d17 0x0042eb17 5   6    .reloc  ascii   @M4\e4
2517  0x00026d2f 0x0042eb2f 6   8    .reloc  utf8    (%&Gh˜ blocks=Basic Latin,Spacing Modifier Letters
2518  0x00026d70 0x0042eb70 6   7    .reloc  ascii   1m\v+TN
2519  0x00026dcd 0x0042ebcd 4   6    .reloc  utf8    =Z͵3 blocks=Basic Latin,Greek and Coptic
2520  0x00026dff 0x0042ebff 4   5    .reloc  ascii   r?.R
2521  0x00026ec8 0x0042ecc8 4   5    .reloc  ascii   ~csU
2522  0x00026ef9 0x0042ecf9 5   6    .reloc  ascii   abQ\e'
2523  0x00026f17 0x0042ed17 4   5    .reloc  ascii   sd&(
2524  0x00026f1d 0x0042ed1d 4   5    .reloc  ascii   v/uv
2525  0x00026f27 0x0042ed27 6   7    .reloc  ascii   v"2EJT
2526  0x00026f81 0x0042ed81 4   5    .reloc  ascii   \vQ@\v
2527  0x00026fb6 0x0042edb6 4   5    .reloc  ascii   TW78
2528  0x00026ff5 0x0042edf5 4   6    .reloc  utf8    vȃs9 blocks=Basic Latin,Latin Extended-B
2529  0x00027030 0x0042ee30 4   5    .reloc  ascii   Dx r
2530  0x0002704d 0x0042ee4d 7   8    .reloc  ascii   I\r^aZ\v+
2531  0x0002709d 0x0042ee9d 4   6    .reloc  utf8    j\t1ދ blocks=Basic Latin,Thaana
2532  0x000270fb 0x0042eefb 4   5    .reloc  ascii   9-\U
2533  0x00027135 0x0042ef35 4   5    .reloc  ascii   P@J\v
2534  0x0002714b 0x0042ef4b 4   5    .reloc  ascii   I9+/
2535  0x000271aa 0x0042efaa 4   5    .reloc  ascii   <e6N
2536  0x000271ce 0x0042efce 5   6    .reloc  ascii   Q{8cK
2537  0x000271d9 0x0042efd9 6   8    .reloc  utf8    FҐe*3[ blocks=Basic Latin,Cyrillic
2538  0x000271f3 0x0042eff3 5   7    .reloc  utf8    4J^ܦw blocks=Basic Latin,Syriac
2539  0x00027223 0x0042f023 5   6    .reloc  ascii   %fy>d
2540  0x0002725e 0x0042f05e 4   5    .reloc  ascii   QDF_
2541  0x000272a3 0x0042f0a3 5   7    .reloc  utf8    uλ63H blocks=Basic Latin,Greek and Coptic
2542  0x00027301 0x0042f101 5   8    .reloc  utf8    芧GvQK blocks=CJK Unified Ideographs,Basic Latin
2543  0x00027330 0x0042f130 4   7    .reloc  utf8    ￜtC; blocks=Halfwidth and Fullwidth Forms,Basic Latin
2544  0x0002735c 0x0042f15c 4   5    .reloc  ascii   F2$D
2545  0x00027391 0x0042f191 4   5    .reloc  ascii   /\v{2
2546  0x00027403 0x0042f203 4   6    .reloc  utf8    5۸^e blocks=Basic Latin,Arabic
2547  0x0002740b 0x0042f20b 4   5    .reloc  ascii   d&Y.
2548  0x00027462 0x0042f262 4   6    .reloc  utf8    eہ\e8 blocks=Basic Latin,Arabic
2549  0x000274ad 0x0042f2ad 5   6    .reloc  ascii   [-jix
2550  0x000274db 0x0042f2db 5   6    .reloc  ascii   N<f^Z
2551  0x00027503 0x0042f303 4   5    .reloc  ascii   oCV2
2552  0x0002752d 0x0042f32d 6   8    .reloc  utf8    hxossZ
2553  0x00027536 0x0042f336 5   6    .reloc  ascii   k3KU&
2554  0x000275a1 0x0042f3a1 4   6    .reloc  utf8    ΫF 5 blocks=Greek and Coptic,Basic Latin
2555  0x000275dc 0x0042f3dc 4   5    .reloc  ascii   B*|=
2556  0x000275e9 0x0042f3e9 5   6    .reloc  ascii   p:910
2557  0x00027614 0x0042f414 5   6    .reloc  ascii   ]40y<
2558  0x000276c1 0x0042f4c1 4   5    .reloc  ascii   ,RL*
2559  0x000276d1 0x0042f4d1 4   5    .reloc  ascii   L\e";
2560  0x000276eb 0x0042f4eb 4   6    .reloc  utf8    4\rނ\n blocks=Basic Latin,Thaana
2561  0x00027746 0x0042f546 4   5    .reloc  ascii   +[0C
2562  0x00027797 0x0042f597 6   7    .reloc  ascii   8[f?{9
2563  0x0002779f 0x0042f59f 4   6    .reloc  utf8    \nڸJ\ blocks=Basic Latin,Arabic
2564  0x000277d2 0x0042f5d2 4   5    .reloc  ascii   K+M\b
2565  0x0002781f 0x0042f61f 4   5    .reloc  ascii   Gc\v\f
2566  0x0002789f 0x0042f69f 4   5    .reloc  ascii   bR/9
2567  0x000278c1 0x0042f6c1 4   5    .reloc  ascii   WV$b
2568  0x000278e5 0x0042f6e5 5   7    .reloc  utf8    \aG2סG blocks=Basic Latin,Hebrew
2569  0x0002793c 0x0042f73c 4   5    .reloc  ascii   #v1t
2570  0x0002797f 0x0042f77f 4   5    .reloc  ascii   V1M4
2571  0x00027993 0x0042f793 4   5    .reloc  ascii   g0s(
2572  0x000279a8 0x0042f7a8 5   7    .reloc  utf8    fGEӸw blocks=Basic Latin,Cyrillic
2573  0x000279df 0x0042f7df 5   6    .reloc  ascii   ~`9/V
2574  0x000279e8 0x0042f7e8 5   6    .reloc  ascii   &/3:t
2575  0x00027a02 0x0042f802 5   6    .reloc  ascii   {i|;o
2576  0x00027a0d 0x0042f80d 7   9    .reloc  utf8    w:_B$߀] blocks=Basic Latin,NKo
2577  0x00027a1f 0x0042f81f 4   5    .reloc  ascii   Qc?2
2578  0x00027a47 0x0042f847 6   8    .reloc  utf8    Be4dԒd blocks=Basic Latin,Cyrillic Supplement
2579  0x00027a8f 0x0042f88f 8   9    .reloc  ascii   OnV~ZE\rl
2580  0x00027aac 0x0042f8ac 4   5    .reloc  ascii   \edBn
2581  0x00027ab2 0x0042f8b2 5   6    .reloc  ascii   !EQ) 
2582  0x00027ac1 0x0042f8c1 4   5    .reloc  ascii   ):hs
2583  0x00027ad5 0x0042f8d5 4   5    .reloc  ascii   GJ8=
2584  0x00027b4f 0x0042f94f 4   5    .reloc  ascii   KxR<
2585  0x00027b78 0x0042f978 6   7    .reloc  ascii   >ZkO<`
2586  0x00027bcc 0x0042f9cc 4   5    .reloc  ascii   zx~=
2587  0x00027bf3 0x0042f9f3 4   6    .reloc  utf8    ϊTdG blocks=Greek and Coptic,Basic Latin
2588  0x00027c07 0x0042fa07 7   8    .reloc  ascii   V:t=\ebu
2589  0x00027c4f 0x0042fa4f 4   5    .reloc  ascii   ppi=
2590  0x00027c61 0x0042fa61 4   6    .reloc  utf8    ʡw81 blocks=IPA Extensions,Basic Latin
2591  0x00027c9c 0x0042fa9c 5   7    .reloc  utf8    ņHic_ blocks=Latin Extended-A,Basic Latin
2592  0x00027cc9 0x0042fac9 4   5    .reloc  ascii   =a9.
2593  0x00027ce2 0x0042fae2 5   6    .reloc  ascii   RGP\b#
2594  0x00027d19 0x0042fb19 5   7    .reloc  utf8    {?5˘3 blocks=Basic Latin,Spacing Modifier Letters
2595  0x00027d2d 0x0042fb2d 4   6    .reloc  utf8    =s`&
2596  0x00027dd0 0x0042fbd0 5   6    .reloc  ascii   'Y0Hc
2597  0x00027de8 0x0042fbe8 5   6    .reloc  ascii   FsK~$
2598  0x00027e61 0x0042fc61 5   6    .reloc  ascii   \eMWo[
2599  0x00027e82 0x0042fc82 5   6    .reloc  ascii   wP}{2
2600  0x00027e8a 0x0042fc8a 4   6    .reloc  utf8    BQ\Ͻ blocks=Basic Latin,Greek and Coptic
2601  0x00027ea0 0x0042fca0 4   5    .reloc  ascii   GA!&
2602  0x00027ebc 0x0042fcbc 4   5    .reloc  ascii   ry_L
2603  0x00027ee5 0x0042fce5 5   6    .reloc  ascii   CP\rzr
2604  0x00027f4c 0x0042fd4c 5   6    .reloc  ascii   p0fZn
2605  0x00027f7a 0x0042fd7a 4   5    .reloc  ascii   vH|r
2606  0x00027f96 0x0042fd96 4   5    .reloc  ascii   W\vAd
2607  0x00027f9b 0x0042fd9b 4   5    .reloc  ascii   [ho1
2608  0x00027ff9 0x0042fdf9 5   8    .reloc  utf8    ~Ъgnы blocks=Basic Latin,Cyrillic
2609  0x00028002 0x0042fe02 5   7    .reloc  utf8    ?5vؗ9 blocks=Basic Latin,Arabic
2610  0x0002805a 0x0042fe5a 5   6    .reloc  ascii   {FR^w
2611  0x00028089 0x0042fe89 4   5    .reloc  ascii   {LIp
2612  0x000280a7 0x0042fea7 6   10   .reloc  utf8    闃+ӂ|#V blocks=CJK Unified Ideographs,Basic Latin,Cyrillic
2613  0x000280ba 0x0042feba 4   5    .reloc  ascii   {n\f\r
2614  0x000280d2 0x0042fed2 4   5    .reloc  ascii   !OIb
2615  0x000280e0 0x0042fee0 4   5    .reloc  ascii   j<m[
2616  0x000280fb 0x0042fefb 5   6    .reloc  ascii   :8fj 
2617  0x00028101 0x0042ff01 5   7    .reloc  utf8    \rH]P̃ blocks=Basic Latin,Combining Diacritical Marks
2618  0x00028175 0x0042ff75 4   7    .reloc  utf8    Ӹb$ݖ blocks=Cyrillic,Basic Latin,Arabic Supplement
2619  0x00028200 0x00430000 4   5    .reloc  ascii   s\blv
2620  0x00028206 0x00430006 4   5    .reloc  ascii   VoPG
2621  0x0002823b 0x0043003b 4   6    .reloc  utf8    >'ϣ< blocks=Basic Latin,Greek and Coptic
2622  0x00028244 0x00430044 4   5    .reloc  ascii   0\tLs
2623  0x00028268 0x00430068 4   6    .reloc  utf8    зt;N blocks=Cyrillic,Basic Latin
2624  0x00028285 0x00430085 5   6    .reloc  ascii   \e#vWu
2625  0x000282e7 0x004300e7 4   6    .reloc  utf8    ʣX>6 blocks=IPA Extensions,Basic Latin
2626  0x00028303 0x00430103 6   7    .reloc  ascii   hu$a\e\
2627  0x0002832f 0x0043012f 5   6    .reloc  ascii   _\ag|;
2628  0x0002833c 0x0043013c 4   5    .reloc  ascii   sxSH
2629  0x0002839a 0x0043019a 5   6    .reloc  ascii   fIkDu
2630  0x000283a2 0x004301a2 6   8    .reloc  utf8    -oLÅy\r blocks=Basic Latin,Latin-1 Supplement
2631  0x00028413 0x00430213 7   8    .reloc  ascii   [hg!?e\r
2632  0x0002841f 0x0043021f 4   5    .reloc  ascii   N>\b\e
2633  0x0002843d 0x0043023d 6   8    .reloc  utf8    \vySث(t blocks=Basic Latin,Arabic
2634  0x00028454 0x00430254 5   7    .reloc  utf8    q9ׂ3m blocks=Basic Latin,Hebrew
2635  0x00028461 0x00430261 5   6    .reloc  ascii   \t\nYRk
2636  0x00028499 0x00430299 6   7    .reloc  ascii   =f-](\e
2637  0x000284d5 0x004302d5 6   7    .reloc  ascii   6g<{|;
2638  0x0002860b 0x0043040b 7   9    .reloc  utf8    ѳh;a$"' blocks=Cyrillic,Basic Latin
2639  0x0002866a 0x0043046a 4   5    .reloc  ascii   5\eM3
2640  0x0002867a 0x0043047a 5   7    .reloc  utf8    ̫4<H& blocks=Combining Diacritical Marks,Basic Latin
2641  0x00028683 0x00430483 4   5    .reloc  ascii   Y<]N
2642  0x000286bb 0x004304bb 6   7    .reloc  ascii   HJ{078
2643  0x0002870e 0x0043050e 4   6    .reloc  utf8    j>>Ƥ blocks=Basic Latin,Latin Extended-B
2644  0x00028729 0x00430529 4   5    .reloc  ascii   ,=,j
2645  0x000287ff 0x004305ff 4   5    .reloc  ascii   }kSv
2646  0x00028808 0x00430608 5   6    .reloc  ascii   (`<5^
2647  0x00028815 0x00430615 4   5    .reloc  ascii   YgX9
2648  0x0002881a 0x0043061a 4   6    .reloc  utf8    Vl(Ǩ blocks=Basic Latin,Latin Extended-B
2649  0x00028834 0x00430634 8   9    .reloc  ascii   q(\s@rYe
2650  0x0002886a 0x0043066a 4   5    .reloc  ascii   r0}P
2651  0x00028891 0x00430691 4   5    .reloc  ascii   9We|
2652  0x000288b9 0x004306b9 4   5    .reloc  ascii   t\el=
2653  0x0002893a 0x0043073a 4   5    .reloc  ascii   s#=i
2654  0x0002895e 0x0043075e 7   9    .reloc  utf8    ݟAa\nLk| blocks=Arabic Supplement,Basic Latin
2655  0x00028980 0x00430780 4   5    .reloc  ascii   G>/h
2656  0x00028a0b 0x0043080b 4   5    .reloc  ascii   E$+_
2657  0x00028a45 0x00430845 6   8    .reloc  utf8    ʥ@H\au2 blocks=IPA Extensions,Basic Latin
2658  0x00028a4d 0x0043084d 4   5    .reloc  ascii   A4f5
2659  0x00028a8a 0x0043088a 4   5    .reloc  ascii   "58~
2660  0x00028b43 0x00430943 6   7    .reloc  ascii   j5g\a{
2661  0x00028bbe 0x004309be 4   6    .reloc  utf8    ,۰~4 blocks=Basic Latin,Arabic
2662  0x00028bc9 0x004309c9 4   5    .reloc  ascii   St\aN
2663  0x00028bd0 0x004309d0 4   5    .reloc  ascii   $M/,
2664  0x00028bf4 0x004309f4 4   5    .reloc  ascii   :T,)
2665  0x00028c41 0x00430a41 4   5    .reloc  ascii   ($|3
2666  0x00028c75 0x00430a75 4   5    .reloc  ascii   D92N
2667  0x00028ca8 0x00430aa8 4   6    .reloc  utf8    \rُ\vh blocks=Basic Latin,Arabic
2668  0x00028cfd 0x00430afd 4   5    .reloc  ascii   $pD=
2669  0x00028d17 0x00430b17 4   6    .reloc  utf8    \t+,Ղ blocks=Basic Latin,Armenian
2670  0x00028d26 0x00430b26 4   5    .reloc  ascii   T;(O
2671  0x00028d30 0x00430b30 6   7    .reloc  ascii   eCi*y\a
2672  0x00028da8 0x00430ba8 4   5    .reloc  ascii   1<58
2673  0x00028daf 0x00430baf 5   6    .reloc  ascii   2c6m7
2674  0x00028df6 0x00430bf6 4   6    .reloc  utf8    LҤ-O blocks=Basic Latin,Cyrillic
2675  0x00028e0d 0x00430c0d 5   7    .reloc  utf8    ̬F&C\ blocks=Combining Diacritical Marks,Basic Latin
2676  0x00028e14 0x00430c14 4   6    .reloc  utf8    {DϲN blocks=Basic Latin,Greek and Coptic
2677  0x00028e2b 0x00430c2b 4   5    .reloc  ascii   Yzk}
2678  0x00028e74 0x00430c74 4   5    .reloc  ascii   *T\v/
2679  0x00028e83 0x00430c83 4   5    .reloc  ascii   Jg33
2680  0x00028e8c 0x00430c8c 4   5    .reloc  ascii   >nDL
2681  0x00028ee5 0x00430ce5 5   6    .reloc  ascii   i|\f'$
2682  0x00028fa7 0x00430da7 4   7    .reloc  utf8    ˗9}ɒ blocks=Spacing Modifier Letters,Basic Latin,IPA Extensions
2683  0x00028fee 0x00430dee 4   6    .reloc  utf8    u9{߬ blocks=Basic Latin,NKo
2684  0x000290e2 0x00430ee2 4   5    .reloc  ascii   B};[
2685  0x0002911d 0x00430f1d 5   7    .reloc  utf8    \rM\aޮ3 blocks=Basic Latin,Thaana
2686  0x0002919a 0x00430f9a 4   5    .reloc  ascii   DN1{
2687  0x000291b7 0x00430fb7 5   6    .reloc  ascii   =NHS]
