[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2754 0x00026722 0x00429f22 5   6    .text_1 ascii   R>4:k
2755 0x00026729 0x00429f29 6   7    .text_1 ascii   @p8' u
2756 0x000267b9 0x00429fb9 4   6    .text_1 utf8    \baϴy blocks=Basic Latin,Greek and Coptic
2757 0x000267e6 0x00429fe6 7   8    .text_1 ascii   &\eoxv2^
2758 0x00026818 0x0042a018 5   6    .text_1 ascii   l,V.H
2759 0x00026842 0x0042a042 4   5    .text_1 ascii   8\a(a
2760 0x00026847 0x0042a047 5   6    .text_1 ascii   P)}x)
2761 0x0002685a 0x0042a05a 4   5    .text_1 ascii   @}K\f
2762 0x000268e0 0x0042a0e0 4   5    .text_1 ascii   &=aK
2763 0x000268e5 0x0042a0e5 4   5    .text_1 ascii   *{$R
2764 0x0002690b 0x0042a10b 4   5    .text_1 ascii   Ri'N
2765 0x0002694f 0x0042a14f 4   5    .text_1 ascii   u/\1
2766 0x00026990 0x0042a190 4   5    .text_1 ascii   WIs\r
2767 0x000269b1 0x0042a1b1 4   5    .text_1 ascii   |U\v'
2768 0x000269b6 0x0042a1b6 4   5    .text_1 ascii   j3+`
2769 0x000269fc 0x0042a1fc 8   10   .text_1 utf8    \n!J>٫mlc blocks=Basic Latin,Arabic
2770 0x00026a22 0x0042a222 5   6    .text_1 ascii   \f<Ep.
2771 0x00026a35 0x0042a235 5   6    .text_1 ascii   }ydu3
2772 0x00026a5b 0x0042a25b 4   5    .text_1 ascii   )uyO
2773 0x00026a61 0x0042a261 4   5    .text_1 ascii   "\t+/
2774 0x00026a79 0x0042a279 6   7    .text_1 ascii   JxE\e<E
2775 0x00026a8b 0x0042a28b 5   6    .text_1 ascii   \fqO)E
2776 0x00026ad7 0x0042a2d7 6   8    .text_1 utf8    [\eI(Vѐ blocks=Basic Latin,Cyrillic
2777 0x00026b1a 0x0042a31a 7   9    .text_1 utf8    ȿdZjxQR blocks=Latin Extended-B,Basic Latin
2778 0x00026b4f 0x0042a34f 4   5    .text_1 ascii   \b>C2
2779 0x00026b59 0x0042a359 5   9    .text_1 utf8    苽!:{߸ blocks=CJK Unified Ideographs,Basic Latin,NKo
2780 0x00026bb9 0x0042a3b9 5   6    .text_1 ascii   K<Oz=
2781 0x00026bca 0x0042a3ca 5   6    .text_1 ascii   ]`Rs;
2782 0x00026bea 0x0042a3ea 5   6    .text_1 ascii   ,pXl#
2783 0x00026bf0 0x0042a3f0 4   5    .text_1 ascii   w\eb$
2784 0x00026c5c 0x0042a45c 4   5    .text_1 ascii   P\eS3
2785 0x00026c6b 0x0042a46b 4   7    .text_1 utf8    ٝ۷u/ blocks=Arabic,Basic Latin
2786 0x00026c88 0x0042a488 6   7    .text_1 ascii   'IT_uB
2787 0x00026cb0 0x0042a4b0 4   5    .text_1 ascii   8ZU{
2788 0x00026cfb 0x0042a4fb 5   7    .text_1 utf8    TWd\eՍ blocks=Basic Latin,Armenian
2789 0x00026d24 0x0042a524 6   7    .text_1 ascii   D5)GDl
2790 0x00026d33 0x0042a533 6   7    .text_1 ascii   Sv(3HM
2791 0x00026d41 0x0042a541 4   5    .text_1 ascii   deV1
2792 0x00026d54 0x0042a554 4   5    .text_1 ascii   o"O+
2793 0x00026d62 0x0042a562 7   8    .text_1 ascii   mDbKznl
2794 0x00026d6c 0x0042a56c 4   5    .text_1 ascii   qDWN
2795 0x00026d89 0x0042a589 6   7    .text_1 ascii   ?;;%Bm
2796 0x00026db2 0x0042a5b2 5   6    .text_1 ascii   sCrce
2797 0x00026dc9 0x0042a5c9 4   5    .text_1 ascii   >UQ\e
2798 0x00026ddd 0x0042a5dd 5   6    .text_1 ascii   3;9\bs
2799 0x00026df9 0x0042a5f9 8   11   .text_1 utf8    MþpϾ5' F blocks=Basic Latin,Latin-1 Supplement,Greek and Coptic
2800 0x00026e17 0x0042a617 4   5    .text_1 ascii    sl"
2801 0x00026e96 0x0042a696 4   5    .text_1 ascii   #5:\
2802 0x00026e9e 0x0042a69e 4   5    .text_1 ascii   E!O\v
2803 0x00026ed1 0x0042a6d1 4   5    .text_1 ascii   \tX]z
2804 0x00026ee7 0x0042a6e7 5   6    .text_1 ascii   m=jDE
2805 0x00026f11 0x0042a711 5   6    .text_1 ascii   eBr}R
2806 0x00026f1b 0x0042a71b 4   5    .text_1 ascii   Q zX
2807 0x00026f2f 0x0042a72f 4   5    .text_1 ascii   \bumP
2808 0x00026f75 0x0042a775 9   11   .text_1 utf8    "WƳ+y\f9b] blocks=Basic Latin,Latin Extended-B
2809 0x00026f93 0x0042a793 4   5    .text_1 ascii   "Jzj
2810 0x00026fa0 0x0042a7a0 5   6    .text_1 ascii   BqR\b|
2811 0x00026fab 0x0042a7ab 10  12   .text_1 utf8    zL[z$EȷE-\t blocks=Basic Latin,Latin Extended-B
2812 0x00026fb9 0x0042a7b9 4   5    .text_1 ascii   [(os
2813 0x00026fcb 0x0042a7cb 4   5    .text_1 ascii    <%c
2814 0x0002701d 0x0042a81d 5   6    .text_1 ascii   *|U}"
2815 0x00027025 0x0042a825 5   6    .text_1 ascii   &&a^*
2816 0x0002703e 0x0042a83e 4   5    .text_1 ascii   |ywt
2817 0x00027045 0x0042a845 4   7    .text_1 utf8    IұѡA blocks=Basic Latin,Cyrillic
2818 0x0002704c 0x0042a84c 6   8    .text_1 utf8    F`^\nxً blocks=Basic Latin,Arabic
2819 0x0002705e 0x0042a85e 5   6    .text_1 ascii   BTbrN
2820 0x00027071 0x0042a871 5   6    .text_1 ascii   #Uh5l
2821 0x00027077 0x0042a877 4   5    .text_1 ascii   6m-a
2822 0x00027089 0x0042a889 6   7    .text_1 ascii   Yh`\vS-
2823 0x00027097 0x0042a897 6   7    .text_1 ascii   PTYj15
2824 0x000270d4 0x0042a8d4 5   6    .text_1 ascii   o$6dh
2825 0x000270e3 0x0042a8e3 6   7    .text_1 ascii   W%LG;6
2826 0x00027112 0x0042a912 4   6    .text_1 utf8    /Ոw\t blocks=Basic Latin,Armenian
2827 0x00027136 0x0042a936 4   5    .text_1 ascii   dr~f
2828 0x00027155 0x0042a955 5   6    .text_1 ascii   m0PWJ
2829 0x000271a1 0x0042a9a1 5   6    .text_1 ascii   )7>TI
2830 0x000271b8 0x0042a9b8 4   5    .text_1 ascii   \rPC\f
2831 0x00027206 0x0042aa06 4   5    .text_1 ascii   ^MS'
2832 0x0002721d 0x0042aa1d 4   5    .text_1 ascii   l`!.
2833 0x00027229 0x0042aa29 6   7    .text_1 ascii   e]^a@g
2834 0x00027239 0x0042aa39 5   6    .text_1 ascii   z6_Pw
2835 0x0002723f 0x0042aa3f 7   10   .text_1 utf8    WV;Wm"ꊁ blocks=Basic Latin,Yi Syllables
2836 0x0002724b 0x0042aa4b 8   10   .text_1 utf8    ՍC\t30%rH blocks=Armenian,Basic Latin
2837 0x0002727d 0x0042aa7d 4   5    .text_1 ascii   \nV:k
2838 0x000272c2 0x0042aac2 4   5    .text_1 ascii   1K!e
2839 0x00027302 0x0042ab02 4   6    .text_1 utf8    uF:ܚ blocks=Basic Latin,Syriac
2840 0x00027349 0x0042ab49 4   5    .text_1 ascii   L[ow
2841 0x0002737f 0x0042ab7f 6   7    .text_1 ascii   d,\a@;n
2842 0x000273a2 0x0042aba2 4   5    .text_1 ascii   \fq.v
2843 0x000273ae 0x0042abae 4   6    .text_1 utf8    &@ʋU blocks=Basic Latin,IPA Extensions
2844 0x000273b5 0x0042abb5 5   6    .text_1 ascii   &Esp\b
2845 0x000273cf 0x0042abcf 4   5    .text_1 ascii   6_hL
2846 0x000273f4 0x0042abf4 4   5    .text_1 ascii   vJoB
2847 0x00027412 0x0042ac12 4   6    .text_1 utf8    Yj̹\b blocks=Basic Latin,Combining Diacritical Marks
2848 0x0002744d 0x0042ac4d 5   7    .text_1 utf8    %`jܠq blocks=Basic Latin,Syriac
2849 0x00027461 0x0042ac61 4   5    .text_1 ascii   |g\e\f
2850 0x00027466 0x0042ac66 4   5    .text_1 ascii   m'H\v
2851 0x0002749c 0x0042ac9c 4   6    .text_1 utf8    TӤdM blocks=Basic Latin,Cyrillic
2852 0x000274d1 0x0042acd1 5   6    .text_1 ascii   C\vl\E
2853 0x000274f5 0x0042acf5 4   5    .text_1 ascii   uXEH
2854 0x0002755e 0x0042ad5e 4   5    .text_1 ascii   \eEi;
2855 0x000275f5 0x0042adf5 4   5    .text_1 ascii   \IF'
2856 0x00027602 0x0042ae02 6   7    .text_1 ascii   )zF}qx
2857 0x0002760a 0x0042ae0a 4   6    .text_1 utf8    ż%*j blocks=Latin Extended-A,Basic Latin
2858 0x00027615 0x0042ae15 5   6    .text_1 ascii    <um"
2859 0x00027628 0x0042ae28 5   6    .text_1 ascii   A>p\t+
2860 0x00027634 0x0042ae34 5   7    .text_1 utf8    @\rO"н blocks=Basic Latin,Cyrillic
2861 0x00027653 0x0042ae53 4   5    .text_1 ascii   5Y,x
2862 0x0002766f 0x0042ae6f 4   7    .text_1 utf8    7AF颯 blocks=Basic Latin,CJK Unified Ideographs
2863 0x0002768d 0x0042ae8d 4   5    .text_1 ascii   V6VJ
2864 0x000276de 0x0042aede 4   5    .text_1 ascii   %,=6
2865 0x0002771f 0x0042af1f 4   5    .text_1 ascii   8snP
2866 0x0002776c 0x0042af6c 4   5    .text_1 ascii   =K@\n
2867 0x00027771 0x0042af71 6   7    .text_1 ascii   f\am+%9
2868 0x00027781 0x0042af81 4   6    .text_1 utf8    b!MŻ blocks=Basic Latin,Latin Extended-A
2869 0x000277cb 0x0042afcb 4   5    .text_1 ascii   gM{=
2870 0x000277d6 0x0042afd6 4   6    .text_1 utf8    ʂD"c blocks=IPA Extensions,Basic Latin
2871 0x000277e3 0x0042afe3 4   5    .text_1 ascii   ?+@4
2872 0x0002780d 0x0042b00d 4   5    .text_1 ascii   V\ax>
2873 0x0002781b 0x0042b01b 5   6    .text_1 ascii   ag.s\e
2874 0x0002783c 0x0042b03c 5   6    .text_1 ascii   \brA0g
2875 0x0002784f 0x0042b04f 4   6    .text_1 utf8    P~]]
2876 0x00027878 0x0042b078 6   8    .text_1 utf8    \eؓ\e\af4 blocks=Basic Latin,Arabic
2877 0x0002788e 0x0042b08e 6   7    .text_1 ascii   c,'y3F
2878 0x000278ec 0x0042b0ec 6   8    .text_1 utf8    qu؏g#7 blocks=Basic Latin,Arabic
2879 0x0002790a 0x0042b10a 6   7    .text_1 ascii   (KR~tc
2880 0x00027985 0x0042b185 5   6    .text_1 ascii   k\rkI[
2881 0x0002798b 0x0042b18b 4   5    .text_1 ascii   z*n^
2882 0x00027993 0x0042b193 4   5    .text_1 ascii   pey*
2883 0x00027998 0x0042b198 4   5    .text_1 ascii   0^N\t
2884 0x00027a08 0x0042b208 4   5    .text_1 ascii   lWVp
2885 0x00027a18 0x0042b218 4   5    .text_1 ascii   qXwl
2886 0x00027a6a 0x0042b26a 8   10   .text_1 utf8    ߕWmXAQ\b9 blocks=NKo,Basic Latin
2887 0x00027a8f 0x0042b28f 4   5    .text_1 ascii   b|('
2888 0x00027ad7 0x0042b2d7 6   8    .text_1 utf8    +VWŤb~ blocks=Basic Latin,Latin Extended-A
2889 0x00027af7 0x0042b2f7 4   5    .text_1 ascii   ]IEx
2890 0x00027b01 0x0042b301 4   5    .text_1 ascii   Se~D
2891 0x00027b1f 0x0042b31f 4   5    .text_1 ascii   c\q9
2892 0x00027b2c 0x0042b32c 5   8    .text_1 utf8    )|\뒉$ blocks=Basic Latin,Hangul Syllables
2893 0x00027b3d 0x0042b33d 5   6    .text_1 ascii   O"|g4
2894 0x00027cef 0x0042b4ef 4   5    .text_1 ascii   w{KA
2895 0x00027cfb 0x0042b4fb 4   5    .text_1 ascii   f2-z
2896 0x00027d21 0x0042b521 5   6    .text_1 ascii   o3DeC
2897 0x00027d48 0x0042b548 4   5    .text_1 ascii   t!E1
2898 0x00027d6e 0x0042b56e 4   5    .text_1 ascii   ,4' 
2899 0x00027d74 0x0042b574 4   5    .text_1 ascii   C\eZ4
2900 0x00027d87 0x0042b587 4   5    .text_1 ascii   b~{5
2901 0x00027d8c 0x0042b58c 4   6    .text_1 utf8    \aX]Ⱦ blocks=Basic Latin,Latin Extended-B
2902 0x00027d94 0x0042b594 5   6    .text_1 ascii   3"e@Y
2903 0x00027d9a 0x0042b59a 4   5    .text_1 ascii   ciZ8
2904 0x00027da8 0x0042b5a8 4   5    .text_1 ascii   GDAN
2905 0x00027dad 0x0042b5ad 4   5    .text_1 ascii   n&nW
2906 0x00027de0 0x0042b5e0 4   5    .text_1 ascii   qAe%
2907 0x00027e06 0x0042b606 5   6    .text_1 ascii   3!"@>
2908 0x00027e1a 0x0042b61a 4   5    .text_1 ascii   #5a3
2909 0x00027e24 0x0042b624 6   8    .text_1 utf8    \aW*ݻY\ blocks=Basic Latin,Arabic Supplement
2910 0x00027e2f 0x0042b62f 7   8    .text_1 ascii   U\OC}Z7
2911 0x00027e37 0x0042b637 4   6    .text_1 utf8    &2cܬ blocks=Basic Latin,Syriac
2912 0x00027e3f 0x0042b63f 5   6    .text_1 ascii   \aC$`Z
2913 0x00027e45 0x0042b645 8   9    .text_1 ascii   ay{R$'%B
2914 0x00027e52 0x0042b652 4   5    .text_1 ascii   3DeC
2915 0x00027e66 0x0042b666 4   5    .text_1 ascii   h@&?
2916 0x00027e78 0x0042b678 4   5    .text_1 ascii   t!E1
2917 0x00027e81 0x0042b681 7   9    .text_1 utf8    TqBu`|ݿ blocks=Basic Latin,Arabic Supplement
2918 0x00027e9f 0x0042b69f 9   10   .text_1 ascii   4' F_B\eN4
2919 0x00027eb7 0x0042b6b7 4   5    .text_1 ascii   b~{5
2920 0x00027ebc 0x0042b6bc 4   6    .text_1 utf8    \aX]ȿ blocks=Basic Latin,Latin Extended-B
2921 0x00027ec7 0x0042b6c7 7   8    .text_1 ascii   @Y/ciZ8
2922 0x00027ed8 0x0042b6d8 4   5    .text_1 ascii   FDHJ
2923 0x00027efe 0x0042b6fe 4   5    .text_1 ascii   ?Q#_
2924 0x00027f10 0x0042b710 4   5    .text_1 ascii   qAe%
2925 0x00027f3e 0x0042b73e 5   7    .text_1 utf8    i:ɤN" blocks=Basic Latin,IPA Extensions
2926 0x00027f6c 0x0042b76c 6   9    .text_1 utf8    Ƕ(avے6 blocks=Latin Extended-B,Basic Latin,Arabic
2927 0x00027f7d 0x0042b77d 7   9    .text_1 utf8    .Ⱥ^oxqH blocks=Basic Latin,Latin Extended-B
2928 0x00027fc8 0x0042b7c8 4   5    .text_1 ascii   1"\e5
2929 0x00027fd6 0x0042b7d6 5   7    .text_1 utf8    i.ψa\b blocks=Basic Latin,Greek and Coptic
2930 0x00028018 0x0042b818 5   6    .text_1 ascii   ._ Jh
2931 0x0002805e 0x0042b85e 5   6    .text_1 ascii   z|'R\n
2932 0x00028086 0x0042b886 4   5    .text_1 ascii   _y &
2933 0x000280b1 0x0042b8b1 4   5    .text_1 ascii   oPHe
2934 0x000280c0 0x0042b8c0 4   5    .text_1 ascii   %BwV
2935 0x000280d1 0x0042b8d1 5   7    .text_1 utf8    ˳}M%W blocks=Spacing Modifier Letters,Basic Latin
2936 0x000280f8 0x0042b8f8 4   5    .text_1 ascii   z";i
2937 0x000281a1 0x0042b9a1 4   6    .text_1 utf8    D=?̄ blocks=Basic Latin,Combining Diacritical Marks
2938 0x000281c0 0x0042b9c0 5   6    .text_1 ascii   <0<\a>
2939 0x000281c6 0x0042b9c6 5   8    .text_1 utf8    \ኜ J+ blocks=Basic Latin,Ethiopic
2940 0x00028201 0x0042ba01 4   6    .text_1 utf8    ˨a1% blocks=Spacing Modifier Letters,Basic Latin
2941 0x000282a0 0x0042baa0 4   5    .text_1 ascii   qAe%
2942 0x000282d9 0x0042bad9 5   6    .text_1 ascii   7u\f}:
2943 0x00028312 0x0042bb12 4   5    .text_1 ascii   3DeC
2944 0x00028338 0x0042bb38 4   5    .text_1 ascii   t!E1
2945 0x00028347 0x0042bb47 4   6    .text_1 utf8    ݿEqc blocks=Arabic Supplement,Basic Latin
2946 0x0002835e 0x0042bb5e 4   5    .text_1 ascii   tQ& 
2947 0x00028364 0x0042bb64 4   5    .text_1 ascii   B\e[4
2948 0x00028384 0x0042bb84 5   6    .text_1 ascii   ZM\v}{
2949 0x000283b0 0x0042bbb0 4   5    .text_1 ascii   ?D;"
2950 0x000283c3 0x0042bbc3 4   5    .text_1 ascii   uWBf
2951 0x000283d1 0x0042bbd1 4   5    .text_1 ascii   3\nVq
2952 0x000283d6 0x0042bbd6 4   5    .text_1 ascii   75~[
2953 0x000283e9 0x0042bbe9 4   5    .text_1 ascii   \aj~C
2954 0x000283ee 0x0042bbee 4   6    .text_1 utf8    j2iҒ blocks=Basic Latin,Cyrillic
2955 0x000283fc 0x0042bbfc 4   5    .text_1 ascii   1a6U
2956 0x0002840f 0x0042bc0f 4   5    .text_1 ascii   M\bx}
2957 0x00028442 0x0042bc42 5   6    .text_1 ascii   c6\f5w
2958 0x00028460 0x0042bc60 4   6    .text_1 utf8    \tQ4ݐ blocks=Basic Latin,Arabic Supplement
2959 0x00028469 0x0042bc69 4   5    .text_1 ascii   D)\f<
2960 0x0002846e 0x0042bc6e 4   5    .text_1 ascii   /Dv"
2961 0x0002847c 0x0042bc7c 4   5    .text_1 ascii   c-\rY
2962 0x0002848e 0x0042bc8e 5   6    .text_1 ascii   ]ABSj
2963 0x00028494 0x0042bc94 4   5    .text_1 ascii   'K(]
2964 0x000284b4 0x0042bcb4 5   6    .text_1 ascii   UM[|v
2965 0x000284c8 0x0042bcc8 4   5    .text_1 ascii   GDAN
2966 0x000284e1 0x0042bce1 5   7    .text_1 utf8    x\eƄ%Q blocks=Basic Latin,Latin Extended-B
2967 0x000284f3 0x0042bcf3 9   10   .text_1 ascii   \a9x[3ATN;
2968 0x00028500 0x0042bd00 4   5    .text_1 ascii   qAe%
2969 0x0002853a 0x0042bd3a 4   5    .text_1 ascii    5a3
2970 0x0002853f 0x0042bd3f 4   5    .text_1 ascii   2)UP
2971 0x0002854c 0x0042bd4c 5   6    .text_1 ascii   W[\e%5
2972 0x00028552 0x0042bd52 4   5    .text_1 ascii   qS>[
2973 0x0002855f 0x0042bd5f 5   6    .text_1 ascii   c.HaZ
2974 0x00028585 0x0042bd85 5   6    .text_1 ascii   eu%Jo
2975 0x00028599 0x0042bd99 4   5    .text_1 ascii   `)]q
2976 0x0002859e 0x0042bd9e 4   5    .text_1 ascii   \\rN=
2977 0x000285b1 0x0042bdb1 4   5    .text_1 ascii   vilz
2978 0x000285be 0x0042bdbe 5   6    .text_1 ascii   K{WEp
2979 0x000285c4 0x0042bdc4 4   5    .text_1 ascii   &b\e4
2980 0x000285d2 0x0042bdd2 4   5    .text_1 ascii   A!a<
2981 0x000285d7 0x0042bdd7 4   5    .text_1 ascii   b~{5
2982 0x000285dc 0x0042bddc 4   6    .text_1 utf8    \aX]Ⱦ blocks=Basic Latin,Latin Extended-B
2983 0x000285e4 0x0042bde4 5   6    .text_1 ascii   3"e@Y
2984 0x000285ea 0x0042bdea 4   5    .text_1 ascii   ciZ8
2985 0x000285f8 0x0042bdf8 4   5    .text_1 ascii   GDAN
2986 0x000285fd 0x0042bdfd 4   5    .text_1 ascii   n&nW
2987 0x0002860d 0x0042be0d 7   8    .text_1 ascii   ]As 0\vt
2988 0x0002861a 0x0042be1a 9   12   .text_1 utf8    {J8,C6Sﲛ\n blocks=Basic Latin,Arabic Presentation Forms-A
2989 0x00028677 0x0042be77 4   5    .text_1 ascii   c`Q'
2990 0x00028681 0x0042be81 5   6    .text_1 ascii   iXF\5
2991 0x000286aa 0x0042beaa 4   6    .text_1 utf8     =Fф blocks=Basic Latin,Cyrillic
2992 0x000286d6 0x0042bed6 4   5    .text_1 ascii   RB'&
2993 0x000286fe 0x0042befe 4   5    .text_1 ascii   !!9K
2994 0x0002871c 0x0042bf1c 6   8    .text_1 utf8    w-̪cD+ blocks=Basic Latin,Combining Diacritical Marks
2995 0x0002875b 0x0042bf5b 4   5    .text_1 ascii   )I`\r
2996 0x0002876a 0x0042bf6a 6   7    .text_1 ascii   /\f?P"V
2997 0x000287c0 0x0042bfc0 4   5    .text_1 ascii   Pp|G
2998 0x000287c5 0x0042bfc5 4   5    .text_1 ascii   5$f@
2999 0x000287f8 0x0042bff8 5   6    .text_1 ascii   {5Y[R
3000 0x0002880c 0x0042c00c 4   5    .text_1 ascii   De*&
3001 0x0002881e 0x0042c01e 5   6    .text_1 ascii   \fBP\!
3002 0x00028824 0x0042c024 4   5    .text_1 ascii   C9hY
3003 0x00028844 0x0042c044 5   6    .text_1 ascii   ~J-aS
3004 0x0002886a 0x0042c06a 4   5    .text_1 ascii   3@eV
3005 0x00028870 0x0042c070 4   5    .text_1 ascii   CzdR
3006 0x00028883 0x0042c083 4   5    .text_1 ascii   zxa%
3007 0x00028890 0x0042c090 4   5    .text_1 ascii   sG/#
3008 0x000288bc 0x0042c0bc 4   5    .text_1 ascii   C9ZU
3009 0x000288c9 0x0042c0c9 5   6    .text_1 ascii   \fK._\
3010 0x000288dc 0x0042c0dc 4   5    .text_1 ascii   q0e(
3011 0x000288e2 0x0042c0e2 4   5    .text_1 ascii   Crm[
3012 0x000288e7 0x0042c0e7 4   6    .text_1 utf8    Iur¿ blocks=Basic Latin,Latin-1 Supplement
3013 0x000288ef 0x0042c0ef 4   5    .text_1 ascii   34ea
3014 0x000288f5 0x0042c0f5 4   5    .text_1 ascii   Cpl*
3015 0x00028902 0x0042c102 4   5    .text_1 ascii   3H,U
3016 0x00028908 0x0042c108 4   5    .text_1 ascii   \t\fZ\
3017 0x00028916 0x0042c116 4   5    .text_1 ascii   Ee(T
3018 0x00028928 0x0042c128 5   6    .text_1 ascii   ~2'(Z
3019 0x00028941 0x0042c141 4   5    .text_1 ascii   q9g 
3020 0x00028967 0x0042c167 4   5    .text_1 ascii   CxZ&
3021 0x00028974 0x0042c174 5   6    .text_1 ascii   \v9/X\
3022 0x00028987 0x0042c187 5   6    .text_1 ascii   {2QaP
3023 0x00028992 0x0042c192 4   6    .text_1 utf8    Eu|Ǻ blocks=Basic Latin,Latin Extended-B
3024 0x0002899b 0x0042c19b 4   5    .text_1 ascii   A(W^
3025 0x000289a2 0x0042c1a2 5   6    .text_1 ascii   KUL&=
3026 0x000289e4 0x0042c1e4 5   6    .text_1 ascii   &)\bB\r
3027 0x00028a1d 0x0042c21d 4   6    .text_1 utf8    ьuVy blocks=Cyrillic,Basic Latin
3028 0x00028a8a 0x0042c28a 6   7    .text_1 ascii   c.O<T;
3029 0x00028afc 0x0042c2fc 4   5    .text_1 ascii   \i\tv
3030 0x00028b1a 0x0042c31a 4   6    .text_1 utf8    khͲI blocks=Basic Latin,Greek and Coptic
3031 0x00028b2d 0x0042c32d 5   6    .text_1 ascii   ~ta|?
3032 0x00028b55 0x0042c355 4   5    .text_1 ascii   QmG\b
3033 0x0002a148 0x0042d948 6   7    .text_1 ascii   |A-JqG
3034 0x0002a16b 0x0042d96b 5   7    .text_1 utf8    dѾ|}e blocks=Basic Latin,Cyrillic
3035 0x0002a184 0x0042d984 5   6    .text_1 ascii   a|B=~
3036 0x0002a1a8 0x0042d9a8 4   7    .text_1 utf8    j䡏C9 blocks=Basic Latin,CJK Unified Ideographs Extension A
3037 0x0002a1dd 0x0042d9dd 6   8    .text_1 utf8    dѾLAlt blocks=Basic Latin,Cyrillic
3038 0x0002a1e7 0x0042d9e7 5   6    .text_1 ascii   \e2\fVV
3039 0x0002a22b 0x0042da2b 4   5    .text_1 ascii   gje5
3040 0x0002a258 0x0042da58 4   6    .text_1 utf8    ƍ.Cs blocks=Latin Extended-B,Basic Latin
3041 0x0002a281 0x0042da81 4   5    .text_1 ascii   m;tB
3042 0x0002a291 0x0042da91 6   8    .text_1 utf8    M~!zѲG blocks=Basic Latin,Cyrillic
3043 0x0002a29b 0x0042da9b 5   6    .text_1 ascii   d.&lu
3044 0x0002a2a3 0x0042daa3 4   5    .text_1 ascii   RyZU
3045 0x0002a2dc 0x0042dadc 4   5    .text_1 ascii   hM~=
3046 0x0002a309 0x0042db09 4   5    .text_1 ascii   jId\a
3047 0x0002a30e 0x0042db0e 5   6    .text_1 ascii   .2,A>
3048 0x0002a38d 0x0042db8d 4   5    .text_1 ascii   >MK7
3049 0x0002a3e1 0x0042dbe1 5   9    .text_1 utf8    ֚u:ѫҧ blocks=Hebrew,Basic Latin,Cyrillic
3050 0x0002a40b 0x0042dc0b 6   8    .text_1 utf8    ?*|y\fɔ blocks=Basic Latin,IPA Extensions
3051 0x0002a45c 0x0042dc5c 4   6    .text_1 utf8    ^J*ۣ blocks=Basic Latin,Arabic
3052 0x0002a473 0x0042dc73 4   5    .text_1 ascii   wDf\e
3053 0x0002a47e 0x0042dc7e 6   7    .text_1 ascii   [yLqrb
3054 0x0002a49f 0x0042dc9f 6   7    .text_1 ascii   D<+~i8
3055 0x0002a4c2 0x0042dcc2 4   5    .text_1 ascii   &2Vz
3056 0x0002a503 0x0042dd03 4   5    .text_1 ascii   T8*^
3057 0x0002a55c 0x0042dd5c 4   6    .text_1 utf8    Lʯ[\a blocks=Basic Latin,IPA Extensions
3058 0x0002a568 0x0042dd68 4   5    .text_1 ascii   Pi%b
3059 0x0002a5ae 0x0042ddae 4   5    .text_1 ascii   /Jh[
3060 0x0002a5c8 0x0042ddc8 4   6    .text_1 utf8    ++zp
3061 0x0002a5e4 0x0042dde4 4   5    .text_1 ascii   Vsow
3062 0x0002a63b 0x0042de3b 7   8    .text_1 ascii   felD@_0
3063 0x0002a6b4 0x0042deb4 4   5    .text_1 ascii   m#l\v
3064 0x0002a6bf 0x0042debf 4   6    .text_1 utf8     $ʣ[ blocks=Basic Latin,IPA Extensions
3065 0x0002a6d1 0x0042ded1 5   7    .text_1 utf8    Arߚf\e blocks=Basic Latin,NKo
3066 0x0002a710 0x0042df10 13  15   .text_1 utf8    Pp^ʈ0Wyy3m\t3_ blocks=Basic Latin,IPA Extensions
3067 0x0002a7b6 0x0042dfb6 5   6    .text_1 ascii    dYmc
3068 0x0002a7cc 0x0042dfcc 8   9    .text_1 ascii   x^uG**_m
3069 0x0002a7eb 0x0042dfeb 4   5    .text_1 ascii   \eLxW
3070 0x0002a81c 0x0042e01c 6   7    .text_1 ascii   ,ystlP
3071 0x0002a891 0x0042e091 8   9    .text_1 ascii   pRw`v\eT|
3072 0x0002a8b2 0x0042e0b2 4   5    .text_1 ascii   M#!$
3073 0x0002a95f 0x0042e15f 4   7    .text_1 utf8    㿴)\bz blocks=CJK Unified Ideographs Extension A,Basic Latin
3074 0x0002a97e 0x0042e17e 4   5    .text_1 ascii   p'!=
3075 0x0002a99e 0x0042e19e 4   5    .text_1 ascii   j\t\r\f
3076 0x0002a9a6 0x0042e1a6 4   5    .text_1 ascii   >&6V
3077 0x0002a9f7 0x0042e1f7 4   6    .text_1 utf8    ߄O@L blocks=NKo,Basic Latin
3078 0x0002aa3e 0x0042e23e 7   8    .text_1 ascii   v2"b.V)
3079 0x0002aa46 0x0042e246 4   5    .text_1 ascii   MaZe
3080 0x0002aa82 0x0042e282 4   6    .text_1 utf8    V`\aأ blocks=Basic Latin,Arabic
3081 0x0002aa8c 0x0042e28c 4   7    .text_1 utf8    c֕Չ0 blocks=Basic Latin,Hebrew,Armenian
3082 0x0002ab03 0x0042e303 4   6    .text_1 utf8    ʜ-cd blocks=IPA Extensions,Basic Latin
3083 0x0002ab0b 0x0042e30b 6   8    .text_1 utf8    OőkXl\t blocks=Basic Latin,Latin Extended-A
3084 0x0002ab49 0x0042e349 5   6    .text_1 ascii   LFt\nE
3085 0x0002ab70 0x0042e370 8   9    .text_1 ascii   ~+]wFCD7
