[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
11746 0x0007bcd9 0x007414d9 5   6    .data   ascii   N*\t>k
11747 0x0007bcf4 0x007414f4 4   5    .data   ascii   \a(uG
11748 0x0007bcf9 0x007414f9 4   6    .data   utf8    dʨ$% blocks=Basic Latin,IPA Extensions
11749 0x0007bcff 0x007414ff 4   5    .data   ascii   xlO3
11750 0x0007bd43 0x00741543 6   8    .data   utf8    \t6Eв^G blocks=Basic Latin,Cyrillic
11751 0x0007bd6c 0x0074156c 5   7    .data   utf8    \n9]Բ' blocks=Basic Latin,Armenian
11752 0x0007bda2 0x007415a2 4   5    .data   ascii   d&^U
11753 0x0007bdec 0x007415ec 4   5    .data   ascii   \fE,j
11754 0x0007bdf3 0x007415f3 6   7    .data   ascii   \v(k^jE
11755 0x0007be02 0x00741602 4   6    .data   utf8    ׄ\n5[ blocks=Hebrew,Basic Latin
11756 0x0007be36 0x00741636 5   6    .data   ascii   Xttv[
11757 0x0007be46 0x00741646 7   9    .data   utf8    \bvcOjÒx blocks=Basic Latin,Latin-1 Supplement
11758 0x0007be60 0x00741660 4   5    .data   ascii   *O-\t
11759 0x0007be65 0x00741665 4   5    .data   ascii   ^PRZ
11760 0x0007be78 0x00741678 5   6    .data   ascii   8vBMM
11761 0x0007be8e 0x0074168e 6   7    .data   ascii   \n;b<o"
11762 0x0007bebe 0x007416be 4   5    .data   ascii   a Ct
11763 0x0007bede 0x007416de 4   5    .data   ascii   0\f\v@
11764 0x0007bf20 0x00741720 4   5    .data   ascii   )n\a`
11765 0x0007bf32 0x00741732 5   6    .data   ascii   Hl.\tJ
11766 0x0007bf43 0x00741743 4   5    .data   ascii   RIr?
11767 0x0007bf75 0x00741775 4   5    .data   ascii   :'-2
11768 0x0007bf8a 0x0074178a 6   8    .data   utf8    [pJJւ\f blocks=Basic Latin,Armenian
11769 0x0007bfa2 0x007417a2 4   5    .data   ascii   V":=
11770 0x0007bfb0 0x007417b0 4   5    .data   ascii   IpNX
11771 0x0007c01b 0x0074181b 6   7    .data   ascii   :C%Oa*
11772 0x0007c03b 0x0074183b 4   5    .data   ascii   "=5g
11773 0x0007c05b 0x0074185b 5   6    .data   ascii   \a2 %5
11774 0x0007c083 0x00741883 4   5    .data   ascii   x=Wp
11775 0x0007c0ad 0x007418ad 6   7    .data   ascii   %\nAR]>
11776 0x0007c0b6 0x007418b6 4   6    .data   utf8    P@[т blocks=Basic Latin,Cyrillic
11777 0x0007c0e0 0x007418e0 5   7    .data   utf8    F%5pN
11778 0x0007c0e7 0x007418e7 5   6    .data   ascii   .\t|(:
11779 0x0007c106 0x00741906 4   5    .data   ascii   Z:*?
11780 0x0007c14b 0x0074194b 6   8    .data   utf8    ª\rPZ[w blocks=Latin-1 Supplement,Basic Latin
11781 0x0007c180 0x00741980 4   5    .data   ascii   t$%\b
11782 0x0007c18b 0x0074198b 5   7    .data   utf8    &35ޓS blocks=Basic Latin,Thaana
11783 0x0007c1f1 0x007419f1 4   5    .data   ascii   :6/>
11784 0x0007c23f 0x00741a3f 5   6    .data   ascii   \tJ<Un
11785 0x0007c246 0x00741a46 5   6    .data   ascii   tDWb%
11786 0x0007c24f 0x00741a4f 5   6    .data   ascii   Qz:\t4
11787 0x0007c2cd 0x00741acd 4   5    .data   ascii   >0K\f
11788 0x0007c2e4 0x00741ae4 10  11   .data   ascii   ,b$\eWa\fAdH
11789 0x0007c377 0x00741b77 4   5    .data   ascii   M~^'
11790 0x0007c3b4 0x00741bb4 5   6    .data   ascii   VQ<k\v
11791 0x0007c3f8 0x00741bf8 5   6    .data   ascii   dK~(\t
11792 0x0007c41a 0x00741c1a 5   6    .data   ascii   :r!ZG
11793 0x0007c440 0x00741c40 4   6    .data   utf8    Z\fȈX blocks=Basic Latin,Latin Extended-B
11794 0x0007c451 0x00741c51 4   7    .data   utf8    CY<ߟ blocks=Basic Latin,NKo
11795 0x0007c476 0x00741c76 4   6    .data   utf8    tXۨ^ blocks=Basic Latin,Arabic
11796 0x0007c49a 0x00741c9a 4   5    .data   ascii   @&rX
11797 0x0007c4ba 0x00741cba 7   8    .data   ascii   NZ|HJ:%
11798 0x0007c4ca 0x00741cca 4   6    .data   utf8    'lik
11799 0x0007c4e8 0x00741ce8 8   9    .data   ascii   \v0/P`vj[
11800 0x0007c52b 0x00741d2b 5   6    .data   ascii   '\naR2
11801 0x0007c569 0x00741d69 5   6    .data   ascii   ;c<v%
11802 0x0007c5a5 0x00741da5 8   10   .data   utf8    EpzzfZ{¨ blocks=Basic Latin,Latin-1 Supplement
11803 0x0007c5bf 0x00741dbf 4   5    .data   ascii   `jgy
11804 0x0007c5f1 0x00741df1 4   5    .data   ascii   fX"N
11805 0x0007c5ff 0x00741dff 4   5    .data   ascii   j\vr3
11806 0x0007c611 0x00741e11 4   5    .data   ascii   PrDw
11807 0x0007c654 0x00741e54 5   6    .data   ascii   -AHA$
11808 0x0007c6a2 0x00741ea2 5   6    .data   ascii   pHtfh
11809 0x0007c708 0x00741f08 4   5    .data   ascii   9M,]
11810 0x0007c734 0x00741f34 4   5    .data   ascii   7k9[
11811 0x0007c750 0x00741f50 4   5    .data   ascii   P%K_
11812 0x0007c777 0x00741f77 6   7    .data   ascii   `(\f:_Q
11813 0x0007c7b6 0x00741fb6 4   5    .data   ascii   <H5m
11814 0x0007c7c0 0x00741fc0 4   5    .data   ascii   Fuz\v
11815 0x0007c7e9 0x00741fe9 7   8    .data   ascii   a3-4rU^
11816 0x0007c852 0x00742052 4   5    .data   ascii   j~{I
11817 0x0007c877 0x00742077 4   5    .data   ascii   =n.\v
11818 0x0007c884 0x00742084 4   5    .data   ascii   @`D,
11819 0x0007c8a3 0x007420a3 10  12   .data   utf8    I?̷t@FPXDp blocks=Basic Latin,Combining Diacritical Marks
11820 0x0007c8c1 0x007420c1 5   7    .data   utf8    %ے~\aw blocks=Basic Latin,Arabic
11821 0x0007c912 0x00742112 5   6    .data   ascii   */5\nH
11822 0x0007c953 0x00742153 4   5    .data   ascii   Yl$H
11823 0x0007c969 0x00742169 8   9    .data   ascii   rtb'-49A
11824 0x0007c998 0x00742198 4   5    .data   ascii   {(x<
11825 0x0007c9a3 0x007421a3 4   5    .data   ascii   z\v2=
11826 0x0007c9a9 0x007421a9 5   6    .data   ascii   Nx|Or
11827 0x0007c9b5 0x007421b5 4   5    .data   ascii   \vr\v'
11828 0x0007c9be 0x007421be 4   5    .data   ascii   &c)?
11829 0x0007c9cd 0x007421cd 5   7    .data   utf8    ¦wpXt blocks=Latin-1 Supplement,Basic Latin
11830 0x0007c9dc 0x007421dc 5   7    .data   utf8    a`Oxܫ blocks=Basic Latin,Syriac
11831 0x0007ca17 0x00742217 7   10   .data   utf8    =?.ì˲\nX blocks=Basic Latin,Latin-1 Supplement,Spacing Modifier Letters
11832 0x0007ca7b 0x0074227b 4   5    .data   ascii   \f/>\a
11833 0x0007ca85 0x00742285 4   6    .data   utf8    7Jɯ: blocks=Basic Latin,IPA Extensions
11834 0x0007ca8e 0x0074228e 6   8    .data   utf8    'Va\nqу blocks=Basic Latin,Cyrillic
11835 0x0007cac6 0x007422c6 4   5    .data   ascii   ;L%s
11836 0x0007cae2 0x007422e2 6   7    .data   ascii   (YvCJf
11837 0x0007caf0 0x007422f0 8   9    .data   ascii   rEtSJ[\tP
11838 0x0007caf9 0x007422f9 4   6    .data   utf8    aޥn\v blocks=Basic Latin,Thaana
11839 0x0007cb05 0x00742305 4   5    .data   ascii   ]T/V
11840 0x0007cb0e 0x0074230e 4   6    .data   utf8    %sЌK blocks=Basic Latin,Cyrillic
11841 0x0007cbe8 0x007423e8 6   7    .data   ascii   J-OAFt
11842 0x0007cc51 0x00742451 4   5    .data   ascii   IXNP
11843 0x0007cc7c 0x0074247c 5   6    .data   ascii   LwX.~
11844 0x0007cc87 0x00742487 4   6    .data   utf8    l1ވ, blocks=Basic Latin,Thaana
11845 0x0007ccc4 0x007424c4 4   5    .data   ascii   n;W\v
11846 0x0007ccd5 0x007424d5 4   5    .data   ascii   8J.`
11847 0x0007cce6 0x007424e6 5   6    .data   ascii   qB A5
11848 0x0007ccf5 0x007424f5 6   7    .data   ascii   p>\t6Jw
11849 0x0007cd03 0x00742503 4   5    .data   ascii   \az><
11850 0x0007cd1a 0x0074251a 4   5    .data   ascii   lA50
11851 0x0007cd26 0x00742526 6   10   .data   utf8    t>L依Ĝk blocks=Basic Latin,CJK Unified Ideographs,Latin Extended-A
11852 0x0007cd60 0x00742560 4   5    .data   ascii   \nA2*
11853 0x0007cd88 0x00742588 5   7    .data   utf8    I(D;  blocks=Basic Latin,Latin-1 Supplement
11854 0x0007cdaf 0x007425af 9   10   .data   ascii   VYfx:-vad
11855 0x0007cde5 0x007425e5 4   5    .data   ascii   t-]G
11856 0x0007ce0c 0x0074260c 6   7    .data   ascii   u\a`?%I
11857 0x0007ce94 0x00742694 6   7    .data   ascii   _-UO( 
11858 0x0007cecf 0x007426cf 4   5    .data   ascii   ?\t4?
11859 0x0007ced7 0x007426d7 4   5    .data   ascii   J{\tD
11860 0x0007cf18 0x00742718 6   7    .data   ascii   `Gl$$j
11861 0x0007cf3d 0x0074273d 4   5    .data   ascii   UaX)
11862 0x0007cf5f 0x0074275f 8   11   .data   utf8    Ԏ%]\a\cDο blocks=Cyrillic Supplement,Basic Latin,Greek and Coptic
11863 0x0007cf83 0x00742783 4   5    .data   ascii   AZ\a;
11864 0x0007cfac 0x007427ac 6   8    .data   utf8    {\tڧXB~ blocks=Basic Latin,Arabic
11865 0x0007cfc4 0x007427c4 5   6    .data   ascii   wp.Kn
11866 0x0007cffe 0x007427fe 4   5    .data   ascii   '#D'
11867 0x0007d016 0x00742816 4   5    .data   ascii   ?_-c
11868 0x0007d022 0x00742822 4   5    .data   ascii   {XdN
11869 0x0007d04f 0x0074284f 4   5    .data   ascii   _rX~
11870 0x0007d05a 0x0074285a 5   6    .data   ascii   Z\aS$(
11871 0x0007d102 0x00742902 6   7    .data   ascii   X\K0\tD
11872 0x0007d154 0x00742954 6   7    .data   ascii   4XG<]&
11873 0x0007d177 0x00742977 9   11   .data   utf8    -\aAR`ѓ(<= blocks=Basic Latin,Cyrillic
11874 0x0007d213 0x00742a13 4   9    .data   utf8    ӟݗ籖: blocks=Cyrillic,Arabic Supplement,CJK Unified Ideographs,Basic Latin
11875 0x0007d240 0x00742a40 5   6    .data   ascii   \v:FTZ
11876 0x0007d24c 0x00742a4c 4   5    .data   ascii   ,46N
11877 0x0007d25e 0x00742a5e 4   5    .data   ascii   HZh\t
11878 0x0007d267 0x00742a67 4   5    .data   ascii   "Ak>
11879 0x0007d2a7 0x00742aa7 8   9    .data   ascii   &'Fa.\j\v
11880 0x0007d2c2 0x00742ac2 6   7    .data   ascii   \vz\tPBt
11881 0x0007d323 0x00742b23 4   5    .data   ascii   xN]X
11882 0x0007d362 0x00742b62 4   5    .data   ascii   ;:%^
11883 0x0007d418 0x00742c18 5   7    .data   utf8    \tV\eД[ blocks=Basic Latin,Cyrillic
11884 0x0007d4f9 0x00742cf9 4   5    .data   ascii   %I8t
11885 0x0007d516 0x00742d16 5   6    .data   ascii   tVvvN
11886 0x0007d54c 0x00742d4c 5   6    .data   ascii   :<H'p
11887 0x0007d55d 0x00742d5d 4   5    .data   ascii   "B61
11888 0x0007d562 0x00742d62 4   5    .data   ascii   z([g
11889 0x0007d596 0x00742d96 5   6    .data   ascii   r!4ZK
11890 0x0007d5c4 0x00742dc4 5   8    .data   utf8    ǝњ'z4 blocks=Latin Extended-B,Cyrillic,Basic Latin
11891 0x0007d5d0 0x00742dd0 6   7    .data   ascii   O<V\ta^
11892 0x0007d63c 0x00742e3c 4   5    .data   ascii   :J%|
11893 0x0007d653 0x00742e53 4   6    .data   utf8    r{ˇ^ blocks=Basic Latin,Spacing Modifier Letters
11894 0x0007d675 0x00742e75 5   6    .data   ascii   *\v*,]
11895 0x0007d67b 0x00742e7b 5   6    .data   ascii   jup"~
11896 0x0007d68e 0x00742e8e 4   5    .data   ascii   X`ZH
11897 0x0007d69a 0x00742e9a 4   5    .data   ascii   ~P*~
11898 0x0007d6b1 0x00742eb1 4   5    .data   ascii   =c%v
11899 0x0007d6bf 0x00742ebf 8   11   .data   utf8    OҗS|u/ǠO blocks=Basic Latin,Cyrillic,Latin Extended-B
11900 0x0007d700 0x00742f00 5   6    .data   ascii   ^`U/w
11901 0x0007d766 0x00742f66 5   6    .data   ascii   @L3<Z
11902 0x0007d77a 0x00742f7a 4   6    .data   utf8    (Ě"L blocks=Basic Latin,Latin Extended-A
11903 0x0007d84c 0x0074304c 10  11   .data   ascii   2",trIzpNL
11904 0x0007d85c 0x0074305c 4   5    .data   ascii   ~tK|
11905 0x0007d8b7 0x007430b7 8   11   .data   utf8    20$_Z$J8
11906 0x0007d8c6 0x007430c6 4   5    .data   ascii   F4Jt
11907 0x0007d8fa 0x007430fa 4   5    .data   ascii   @%dX
11908 0x0007d919 0x00743119 7   8    .data   ascii   |\fcx'0_
11909 0x0007d968 0x00743168 8   9    .data   ascii   gv?X,`tg
11910 0x0007d992 0x00743192 4   5    .data   ascii   @s\`
11911 0x0007d9b1 0x007431b1 6   7    .data   ascii   PJ(\v*8
11912 0x0007d9bb 0x007431bb 6   7    .data   ascii   XgJ?x,
11913 0x0007d9dd 0x007431dd 4   5    .data   ascii   H9>h
11914 0x0007d9e2 0x007431e2 4   5    .data   ascii   pg<?
11915 0x0007d9f6 0x007431f6 4   5    .data   ascii   M#6\b
11916 0x0007d9fd 0x007431fd 6   7    .data   ascii   2z0Y80
11917 0x0007da1f 0x0074321f 7   8    .data   ascii   g&< ,($
11918 0x0007da3d 0x0074323d 5   6    .data   ascii   a\f;#4
11919 0x0007db08 0x00743308 4   5    .data   ascii   ,I4l
11920 0x0007db0d 0x0074330d 5   6    .data   ascii   ~TK\e
11921 0x0007db5b 0x0074335b 4   5    .data   ascii   .\n$(
11922 0x0007db9b 0x0074339b 4   6    .data   utf8    \IȄ? blocks=Basic Latin,Latin Extended-B
11923 0x0007dbd6 0x007433d6 5   9    .data   utf8    TҼ|鶤$ blocks=Basic Latin,Cyrillic,CJK Unified Ideographs
11924 0x0007dbfb 0x007433fb 4   5    .data   ascii   4tt\
11925 0x0007dc78 0x00743478 4   5    .data   ascii   $K8u
11926 0x0007dc8d 0x0074348d 6   7    .data   ascii   <Khd%b
11927 0x0007dd05 0x00743505 5   6    .data   ascii   4@d.h
11928 0x0007dd40 0x00743540 7   8    .data   ascii   D`x`Kt\t
11929 0x0007dd6c 0x0074356c 5   6    .data   ascii   Y,,,T
11930 0x0007ddbd 0x007435bd 8   10   .data   utf8    6<_Z̷rp~ blocks=Basic Latin,Combining Diacritical Marks
11931 0x0007ddd2 0x007435d2 5   6    .data   ascii   ,(\f%T
11932 0x0007ddf5 0x007435f5 4   7    .data   utf8    ⪓X N blocks=Supplemental Mathematical Operators,Basic Latin
11933 0x0007de2d 0x0074362d 5   7    .data   utf8    Ġ]Dj~ blocks=Latin Extended-A,Basic Latin
11934 0x0007de61 0x00743661 5   6    .data   ascii   Hx2-p
11935 0x0007de74 0x00743674 6   7    .data   ascii   \v\nUa``
11936 0x0007de97 0x00743697 4   6    .data   utf8    Sʫ!4 blocks=Basic Latin,IPA Extensions
11937 0x0007deb1 0x007436b1 4   5    .data   ascii   Wzl~
11938 0x0007dece 0x007436ce 8   9    .data   ascii   N4pHN\\tB
11939 0x0007defc 0x007436fc 4   5    .data   ascii   t2|i
11940 0x0007df13 0x00743713 7   8    .data   ascii   x,N4cl\
11941 0x0007df3b 0x0074373b 8   9    .data   ascii   LLP~t~|J
11942 0x0007e007 0x00743807 4   6    .data   utf8    Iָ.$ blocks=Basic Latin,Hebrew
11943 0x0007e045 0x00743845 4   5    .data   ascii   j^76
11944 0x0007e050 0x00743850 4   5    .data   ascii   tq`/
11945 0x0007e062 0x00743862 4   5    .data   ascii   .VRk
11946 0x0007e067 0x00743867 4   5    .data   ascii   ,JT\v
11947 0x0007e072 0x00743872 8   11   .data   utf8    Hx(ҴDԕQF blocks=Basic Latin,Cyrillic,Cyrillic Supplement
11948 0x0007e09a 0x0074389a 4   6    .data   utf8    UMfܕ blocks=Basic Latin,Syriac
11949 0x0007e0b5 0x007438b5 6   7    .data   ascii   c8]@C8
11950 0x0007e0d2 0x007438d2 9   11   .data   utf8    $\fHأ@D\a1  blocks=Basic Latin,Arabic
11951 0x0007e114 0x00743914 6   7    .data   ascii   DX\b@\np
11952 0x0007e126 0x00743926 4   6    .data   utf8    D@ЉT blocks=Basic Latin,Cyrillic
11953 0x0007e1dc 0x007439dc 4   5    .data   ascii   `~Cp
11954 0x0007e205 0x00743a05 4   5    .data   ascii   \b~C\b
11955 0x0007e212 0x00743a12 4   5    .data   ascii   \b?!\b
11956 0x0007e22d 0x00743a2d 4   5    .data   ascii    ?!0
11957 0x0007e2a5 0x00743aa5 4   5    .data   ascii   !\KP
11958 0x0007e2aa 0x00743aaa 7   9    .data   utf8    4J+ؠDL\b blocks=Basic Latin,Arabic
11959 0x0007e2c3 0x00743ac3 5   7    .data   utf8    ܜ`@R$ blocks=Syriac,Basic Latin
11960 0x0007e2dd 0x00743add 4   5    .data   ascii    8^C
11961 0x0007e2ec 0x00743aec 4   5    .data   ascii   f@I8
11962 0x0007e2f7 0x00743af7 4   5    .data   ascii   8@h(
11963 0x0007e2fe 0x00743afe 5   6    .data   ascii   `jA\vP
11964 0x0007e31b 0x00743b1b 4   5    .data   ascii   ` }R
11965 0x0007e343 0x00743b43 4   5    .data   ascii   T\b\fC
11966 0x0007e352 0x00743b52 4   5    .data   ascii   ]eS%
11967 0x0007e36d 0x00743b6d 4   5    .data   ascii   SKD@
11968 0x0007e374 0x00743b74 4   5    .data   ascii   \rYro
11969 0x0007e392 0x00743b92 6   8    .data   utf8    \r@Vٙ\fW blocks=Basic Latin,Arabic
11970 0x0007e39f 0x00743b9f 4   5    .data   ascii   8\v2D
11971 0x0007e42e 0x00743c2e 4   5    .data   ascii   ?4B\n
11972 0x0007e454 0x00743c54 4   5    .data   ascii   $4T@
11973 0x0007e4a7 0x00743ca7 11  12   .data   ascii   7 |fCuf\tDv~
11974 0x0007e4bf 0x00743cbf 4   5    .data   ascii   p\t`]
11975 0x0007e4d1 0x00743cd1 5   6    .data   ascii    dp\t0
11976 0x0007e511 0x00743d11 6   7    .data   ascii    BP0@8
11977 0x0007e535 0x00743d35 6   7    .data   ascii   Y$M`\b8
11978 0x0007e55e 0x00743d5e 6   7    .data   ascii   (@\b4!&
11979 0x0007e56e 0x00743d6e 4   5    .data   ascii   U&l#
11980 0x0007e581 0x00743d81 4   5    .data   ascii   ?F\b!
11981 0x0007e5a8 0x00743da8 4   5    .data   ascii   DpS~
11982 0x0007e642 0x00743e42 5   6    .data   ascii   D?,9 
11983 0x0007e675 0x00743e75 5   6    .data   ascii   <2G8\n
11984 0x0007e6ac 0x00743eac 4   6    .data   utf8    HȢ)A blocks=Basic Latin,Latin Extended-B
11985 0x0007e6ec 0x00743eec 4   5    .data   ascii   C.z$
11986 0x0007e6f7 0x00743ef7 15  16   .data   ascii   )e(N*&) R?)a(2"
11987 0x0007e70e 0x00743f0e 4   5    .data   ascii   NT=8
11988 0x0007e714 0x00743f14 9   14   .data   utf8    C?myLƪ).D blocks=Basic Latin,Latin Extended-B
11989 0x0007e739 0x00743f39 4   5    .data   ascii   f$JS
11990 0x0007e7a1 0x00743fa1 5   6    .data   ascii   \eMP\a(
11991 0x0007e7b4 0x00743fb4 6   7    .data   ascii   'E?J(]
11992 0x0007e7ed 0x00743fed 4   6    .data   utf8    O4P۠ blocks=Basic Latin,Arabic
11993 0x0007e7fa 0x00743ffa 4   5    .data   ascii   6DcQ
11994 0x0007e824 0x00744024 4   5    .data   ascii   (dJx
11995 0x0007e82e 0x0074402e 5   6    .data   ascii   #)&wH
11996 0x0007e887 0x00744087 4   5    .data   ascii   T? 2
11997 0x0007e8ad 0x007440ad 5   6    .data   ascii   9F*Cm
11998 0x0007e8b9 0x007440b9 6   7    .data   ascii   "$cN\fF
11999 0x0007e8c0 0x007440c0 4   5    .data   ascii   lR*d
12000 0x0007e90b 0x0074410b 4   5    .data   ascii   nQ?2
12001 0x0007e952 0x00744152 4   5    .data   ascii   7829
12002 0x0007e967 0x00744167 5   6    .data   ascii   \f-{fN
12003 0x0007e99b 0x0074419b 4   5    .data   ascii   'J~J
12004 0x0007e9a1 0x007441a1 4   5    .data   ascii   ' jj
12005 0x0007e9c6 0x007441c6 4   5    .data   ascii   <I9,
12006 0x0007e9cd 0x007441cd 4   5    .data   ascii   pSK\n
12007 0x0007e9f9 0x007441f9 4   6    .data   utf8    ѸdC/ blocks=Cyrillic,Basic Latin
12008 0x0007ea13 0x00744213 6   8    .data   utf8    R*й8\vL blocks=Basic Latin,Cyrillic
12009 0x0007ea29 0x00744229 5   6    .data   ascii   l)$EB
12010 0x0007ea43 0x00744243 4   5    .data   ascii   m)Yn
12011 0x0007ea54 0x00744254 4   5    .data   ascii   )D#D
12012 0x0007ea8c 0x0074428c 4   5    .data   ascii   oB4B
12013 0x0007eaea 0x007442ea 6   7    .data   ascii   \nrBA0T
12014 0x0007eb8c 0x0074438c 5   6    .data   ascii   e)U&)
12015 0x0007ec3a 0x0074443a 5   7    .data   utf8    1pȍ\tl blocks=Basic Latin,Latin Extended-B
12016 0x0007ec4c 0x0074444c 4   6    .data   utf8    G#bޫ blocks=Basic Latin,Thaana
12017 0x0007eced 0x007444ed 4   5    .data   ascii   uIa1
12018 0x0007ed00 0x00744500 4   5    .data   ascii   \ra#1
12019 0x0007ed18 0x00744518 4   5    .data   ascii   eiYa
12020 0x0007ed4e 0x0074454e 8   10   .data   utf8    :I0'1ѐh% blocks=Basic Latin,Cyrillic
12021 0x0007ede3 0x007445e3 4   5    .data   ascii   bha[
12022 0x0007edfb 0x007445fb 4   5    .data   ascii   tCT,
12023 0x0007ee58 0x00744658 4   7    .data   utf8    㥎\bjY blocks=CJK Unified Ideographs Extension A,Basic Latin
12024 0x0007ee8e 0x0074468e 4   5    .data   ascii   Iu\v<
12025 0x0007f049 0x00744849 4   5    .data   ascii   Hx\nE
12026 0x0007f072 0x00744872 4   5    .data   ascii   Mc\\r
12027 0x0007f0da 0x007448da 6   8    .data   utf8    іMNI12 blocks=Cyrillic,Basic Latin
12028 0x0007f0e4 0x007448e4 4   5    .data   ascii   \v2\v5
12029 0x0007f0f9 0x007448f9 4   5    .data   ascii   c\asr
12030 0x0007f14f 0x0074494f 4   5    .data   ascii   %I6=
12031 0x0007f18f 0x0074498f 6   7    .data   ascii   *!-(3$
12032 0x0007f1b1 0x007449b1 4   5    .data   ascii   0Y\b#
12033 0x0007f1c9 0x007449c9 5   7    .data   utf8    ǶDD\a4 blocks=Latin Extended-B,Basic Latin
12034 0x0007f1f5 0x007449f5 6   7    .data   ascii   $S\f \ta
12035 0x0007f221 0x00744a21 5   6    .data   ascii   o\fwuF
12036 0x0007f22f 0x00744a2f 21  22   .data   ascii   T8)x8t8\r3I-v6MlA<T  n
12037 0x0007f24d 0x00744a4d 4   5    .data   ascii   h\eE5
12038 0x0007f252 0x00744a52 5   6    .data   ascii   ]U &\a
12039 0x0007f25b 0x00744a5b 4   5    .data   ascii   s(3t
12040 0x0007f279 0x00744a79 5   6    .data   ascii   Qq\ru<
12041 0x0007f27f 0x00744a7f 5   6    .data   ascii   \n\n"v:
12042 0x0007f285 0x00744a85 8   9    .data   ascii   WH848./7
12043 0x0007f28e 0x00744a8e 8   9    .data   ascii   .ULe\fgP*
12044 0x0007f2b4 0x00744ab4 4   5    .data   ascii   @h]2
12045 0x0007f2c3 0x00744ac3 7   8    .data   ascii   6s-$HcT
12046 0x0007f2d2 0x00744ad2 4   6    .data   utf8    \aͽea blocks=Basic Latin,Greek and Coptic
12047 0x0007f2f1 0x00744af1 5   6    .data   ascii   4\eBM)
12048 0x0007f308 0x00744b08 4   5    .data   ascii   6U\M
12049 0x0007f330 0x00744b30 4   5    .data   ascii   ,uO4
12050 0x0007f3a9 0x00744ba9 5   7    .data   utf8    \r\tA5ܜ blocks=Basic Latin,Syriac
12051 0x0007f3b9 0x00744bb9 4   5    .data   ascii   6$La
12052 0x0007f3be 0x00744bbe 6   7    .data   ascii   yWRDkf
12053 0x0007f3c5 0x00744bc5 5   6    .data   ascii   EaUf;
12054 0x0007f3d1 0x00744bd1 4   5    .data   ascii   9FL.
12055 0x0007f3da 0x00744bda 5   7    .data   utf8    \V\r"՞ blocks=Basic Latin,Armenian
12056 0x0007f3e5 0x00744be5 4   6    .data   utf8    &\fv֏ blocks=Basic Latin,Armenian
12057 0x0007f3fd 0x00744bfd 5   6    .data   ascii   )h\b`-
12058 0x0007f408 0x00744c08 7   9    .data   utf8    9N\nNY\vt
12059 0x0007f417 0x00744c17 4   5    .data   ascii   HDtp
12060 0x0007f41f 0x00744c1f 5   6    .data   ascii   bD@Hd
12061 0x0007f45f 0x00744c5f 4   5    .data   ascii   DSml
12062 0x0007f47d 0x00744c7d 4   5    .data   ascii   S%XD
12063 0x0007f499 0x00744c99 4   5    .data   ascii   0,0o
12064 0x0007f4a9 0x00744ca9 5   6    .data   ascii   a2lJ 
12065 0x0007f4ca 0x00744cca 4   6    .data   utf8    *jܣZ blocks=Basic Latin,Syriac
12066 0x0007f4d2 0x00744cd2 7   8    .data   ascii   J* \bHcV
12067 0x0007f51e 0x00744d1e 6   7    .data   ascii   *mJLtN
12068 0x0007f534 0x00744d34 4   6    .data   utf8    *#Ȕv blocks=Basic Latin,Latin Extended-B
12069 0x0007f53f 0x00744d3f 7   8    .data   ascii   \nm'hAx%
12070 0x0007f557 0x00744d57 5   7    .data   utf8    ɜTV\e. blocks=IPA Extensions,Basic Latin
12071 0x0007f567 0x00744d67 8   9    .data   ascii   O6)G]0XI
12072 0x0007f578 0x00744d78 4   5    .data   ascii   hlN2
12073 0x0007f594 0x00744d94 7   8    .data   ascii   .a<h Rs
12074 0x0007f5bd 0x00744dbd 4   5    .data   ascii   p\vMY
12075 0x0007f5e2 0x00744de2 4   5    .data   ascii   3dP@
12076 0x0007f5ea 0x00744dea 6   7    .data   ascii   \npDUn4
12077 0x0007f5f1 0x00744df1 6   8    .data   utf8    ƾpHCoz blocks=Latin Extended-B,Basic Latin
12078 0x0007f60c 0x00744e0c 4   5    .data   ascii   S8)l
12079 0x0007f613 0x00744e13 5   6    .data   ascii   bV~&c
12080 0x0007f622 0x00744e22 4   5    .data   ascii   \f2.m
12081 0x0007f632 0x00744e32 5   7    .data   utf8    ք\bH,g blocks=Armenian,Basic Latin
12082 0x0007f65d 0x00744e5d 4   5    .data   ascii   KJtC
12083 0x0007f67f 0x00744e7f 7   8    .data   ascii   uyp-\m\n
12084 0x0007f68f 0x00744e8f 4   5    .data   ascii   8\e)N
12085 0x0007f695 0x00744e95 4   5    .data   ascii   e"$u
12086 0x0007f6a1 0x00744ea1 6   7    .data   ascii   <lDSNH
12087 0x0007f6af 0x00744eaf 5   8    .data   utf8    p2\bd榲 blocks=Basic Latin,CJK Unified Ideographs
12088 0x0007f6cb 0x00744ecb 4   5    .data   ascii   -HA\e
12089 0x0007f6f9 0x00744ef9 4   5    .data   ascii   hJld
12090 0x0007f718 0x00744f18 5   6    .data   ascii   a]h#\b
12091 0x0007f728 0x00744f28 4   7    .data   utf8    2촞*& blocks=Basic Latin,Hangul Syllables
12092 0x0007f749 0x00744f49 5   6    .data   ascii   Y\bYa8
12093 0x0007f783 0x00744f83 5   6    .data   ascii   dp)MF
12094 0x0007f79c 0x00744f9c 9   10   .data   ascii   6E(/T8w&r
