[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a7 0x000000a7 5   6            ascii   ~2#n~
2    0x000000af 0x000000af 5   6            ascii   ~2#i~
3    0x000000b7 0x000000b7 7   8            ascii   ~2#{~-q
4    0x000000bf 0x000000bf 7   8            ascii   ~Rich,q
5    0x000001d8 0x000001d8 5   6            ascii   .text
6    0x000001ff 0x000001ff 7   8            ascii   `.rdata
7    0x00000227 0x00000227 6   7            ascii   @.data
8    0x00000250 0x00000250 5   6            ascii   .rsrc
9    0x00000277 0x00000277 6   7            ascii   @.text
4840 0x0004b278 0x0044fe78 8   10   .text_1 utf8    3Q#AMҗP@ blocks=Basic Latin,Cyrillic
4841 0x0004b296 0x0044fe96 5   6    .text_1 ascii   5ds-F
4842 0x0004b2db 0x0044fedb 10  11   .text_1 ascii   `.d7sBJhor
4843 0x0004b309 0x0044ff09 4   5    .text_1 ascii   CVHy
4844 0x0004b323 0x0044ff23 4   5    .text_1 ascii   \tCC'
4845 0x0004b339 0x0044ff39 5   7    .text_1 utf8    #Iۮ4p blocks=Basic Latin,Arabic
4846 0x0004b39e 0x0044ff9e 4   5    .text_1 ascii   WVi>
4847 0x0004b3c2 0x0044ffc2 4   5    .text_1 ascii   m\eL\r
4848 0x0004b3d1 0x0044ffd1 4   5    .text_1 ascii   fOQK
4849 0x0004b3d7 0x0044ffd7 4   5    .text_1 ascii   C\v!#
4850 0x0004b3de 0x0044ffde 4   6    .text_1 utf8    ԋ"Q6 blocks=Cyrillic Supplement,Basic Latin
4851 0x0004b3e7 0x0044ffe7 7   9    .text_1 utf8    RO~T"\eһ blocks=Basic Latin,Cyrillic
4852 0x0004b467 0x00450067 6   7    .text_1 ascii   /i`A]N
4853 0x0004b486 0x00450086 4   6    .text_1 utf8    ė;_\t blocks=Latin Extended-A,Basic Latin
4854 0x0004b495 0x00450095 5   6    .text_1 ascii   pu'<\v
4855 0x0004b4b6 0x004500b6 4   7    .text_1 utf8    凯VJ! blocks=CJK Unified Ideographs,Basic Latin
4856 0x0004b52a 0x0045012a 4   5    .text_1 ascii   BR^#
4857 0x0004b5a7 0x004501a7 4   5    .text_1 ascii   G?~<
4858 0x0004b60c 0x0045020c 5   7    .text_1 utf8    aREȞV blocks=Basic Latin,Latin Extended-B
4859 0x0004b62e 0x0045022e 4   5    .text_1 ascii   \f>tl
4860 0x0004b64e 0x0045024e 6   7    .text_1 ascii   ,/,>3,
4861 0x0004b669 0x00450269 8   10   .text_1 utf8    Kؕ)O#?Du blocks=Basic Latin,Arabic
4862 0x0004b673 0x00450273 6   9    .text_1 utf8    g\b꼂9Ou blocks=Basic Latin,Hangul Syllables
4863 0x0004b686 0x00450286 8   11   .text_1 utf8    H\rq~\vSϻ\f blocks=Basic Latin,Greek and Coptic
4864 0x0004b697 0x00450297 5   6    .text_1 ascii   P_,Y>
4865 0x0004b6ba 0x004502ba 4   6    .text_1 utf8    V?\n\e
4866 0x0004b782 0x00450382 6   7    .text_1 ascii   !*Gw\nz
4867 0x0004b7b9 0x004503b9 7   8    .text_1 ascii   CW@_Yg/
4868 0x0004b7cf 0x004503cf 4   6    .text_1 utf8    PLڽC blocks=Basic Latin,Arabic
4869 0x0004b809 0x00450409 5   6    .text_1 ascii   vPE{'
4870 0x0004b844 0x00450444 5   8    .text_1 utf8    \v*´zٳ blocks=Basic Latin,Latin-1 Supplement,Arabic
4871 0x0004b852 0x00450452 4   5    .text_1 ascii   ^V(w
4872 0x0004b857 0x00450457 4   6    .text_1 utf8    ~H4ܣ blocks=Basic Latin,Syriac
4873 0x0004b85d 0x0045045d 6   9    .text_1 utf8    &%D]┾\b blocks=Basic Latin,Box Drawing
4874 0x0004b873 0x00450473 4   5    .text_1 ascii   gL\>
4875 0x0004b8a7 0x004504a7 4   6    .text_1 utf8    lӉ8\e blocks=Basic Latin,Cyrillic
4876 0x0004b8ae 0x004504ae 6   7    .text_1 ascii   Sa!(f"
4877 0x0004b8db 0x004504db 4   6    .text_1 utf8    +ŀ^E blocks=Basic Latin,Latin Extended-A
4878 0x0004b8fd 0x004504fd 4   5    .text_1 ascii   5ojf
4879 0x0004b91d 0x0045051d 4   5    .text_1 ascii   `V_D
4880 0x0004b937 0x00450537 5   7    .text_1 utf8    qQMbӻ blocks=Basic Latin,Cyrillic
4881 0x0004b96e 0x0045056e 5   6    .text_1 ascii   =48%E
4882 0x0004b9a9 0x004505a9 4   5    .text_1 ascii   HMp\f
4883 0x0004b9f1 0x004505f1 5   6    .text_1 ascii   :)@au
4884 0x0004ba46 0x00450646 4   5    .text_1 ascii   *'o{
4885 0x0004ba50 0x00450650 5   6    .text_1 ascii   c5B;#
4886 0x0004ba98 0x00450698 4   5    .text_1 ascii   se4f
4887 0x0004baa4 0x004506a4 6   7    .text_1 ascii   Q3HG\es
4888 0x0004bad2 0x004506d2 4   7    .text_1 utf8    \n~ᰞv blocks=Basic Latin,Lepcha
4889 0x0004baf5 0x004506f5 4   5    .text_1 ascii   WmhV
4890 0x0004bb16 0x00450716 4   6    .text_1 utf8    #J'̐ blocks=Basic Latin,Combining Diacritical Marks
4891 0x0004bb42 0x00450742 4   7    .text_1 utf8    <ېЙ- blocks=Basic Latin,Arabic,Cyrillic
4892 0x0004bb62 0x00450762 10  13   .text_1 utf8    iy*m3MA&⩴4 blocks=Basic Latin,Supplemental Mathematical Operators
4893 0x0004bbaa 0x004507aa 4   5    .text_1 ascii   Q&` 
4894 0x0004bbd8 0x004507d8 4   5    .text_1 ascii   L*jT
4895 0x0004bbe7 0x004507e7 4   5    .text_1 ascii   n]8h
4896 0x0004bc03 0x00450803 4   5    .text_1 ascii   N,\fL
4897 0x0004bc1a 0x0045081a 4   5    .text_1 ascii   \t\vL{
4898 0x0004bc4f 0x0045084f 5   6    .text_1 ascii   :cO]p
4899 0x0004bc62 0x00450862 4   5    .text_1 ascii   E4,I
4900 0x0004bc70 0x00450870 4   7    .text_1 utf8    ٭ʋ-5 blocks=Arabic,IPA Extensions,Basic Latin
4901 0x0004bc7d 0x0045087d 4   5    .text_1 ascii   KS:z
4902 0x0004bcca 0x004508ca 4   5    .text_1 ascii   :ld$
4903 0x0004bcdb 0x004508db 5   6    .text_1 ascii   x/\f}4
4904 0x0004bcf1 0x004508f1 4   5    .text_1 ascii   W>]Z
4905 0x0004bd4c 0x0045094c 4   5    .text_1 ascii   >[c\b
4906 0x0004bd78 0x00450978 4   5    .text_1 ascii   XG^]
4907 0x0004bdc8 0x004509c8 4   5    .text_1 ascii    &yo
4908 0x0004bdce 0x004509ce 4   5    .text_1 ascii   C\ts\v
4909 0x0004bdf7 0x004509f7 4   6    .text_1 utf8    {ˮK; blocks=Basic Latin,Spacing Modifier Letters
4910 0x0004bdfe 0x004509fe 4   5    .text_1 ascii   AzM*
4911 0x0004be73 0x00450a73 4   5    .text_1 ascii   M4pP
4912 0x0004be9b 0x00450a9b 5   6    .text_1 ascii   {4\n<d
4913 0x0004beac 0x00450aac 4   7    .text_1 utf8    3ϖ[@ blocks=Basic Latin,Greek and Coptic
4914 0x0004beda 0x00450ada 5   9    .text_1 utf8    ۊ!M몤; blocks=Arabic,Basic Latin,Hangul Syllables
4915 0x0004bf99 0x00450b99 4   5    .text_1 ascii   39$Y
4916 0x0004bfd1 0x00450bd1 5   8    .text_1 utf8    Wۗ-\t̬ blocks=Basic Latin,Arabic,Combining Diacritical Marks
4917 0x0004c019 0x00450c19 5   6    .text_1 ascii   6\t|6\n
4918 0x0004c029 0x00450c29 6   7    .text_1 ascii   0\tjPw\r
4919 0x0004c065 0x00450c65 4   5    .text_1 ascii   OhLL
4920 0x0004c06d 0x00450c6d 5   6    .text_1 ascii   sBhbT
4921 0x0004c0af 0x00450caf 6   7    .text_1 ascii   PO5*z3
4922 0x0004c0d4 0x00450cd4 6   7    .text_1 ascii   _f'0GP
4923 0x0004c0e0 0x00450ce0 4   5    .text_1 ascii   Uk`'
4924 0x0004c0ef 0x00450cef 4   5    .text_1 ascii   YF~_
4925 0x0004c129 0x00450d29 5   6    .text_1 ascii   "ru.)
4926 0x0004c137 0x00450d37 6   9    .text_1 utf8    켹FbXuv blocks=Hangul Syllables,Basic Latin
4927 0x0004c171 0x00450d71 4   6    .text_1 utf8    \tʠ6b blocks=Basic Latin,IPA Extensions
4928 0x0004c1ee 0x00450dee 4   5    .text_1 ascii   1NrZ
4929 0x0004c228 0x00450e28 5   6    .text_1 ascii   0[[D2
4930 0x0004c233 0x00450e33 4   5    .text_1 ascii   \tTNw
4931 0x0004c23b 0x00450e3b 4   5    .text_1 ascii   \ d\v
4932 0x0004c253 0x00450e53 4   6    .text_1 utf8    ~zΞ9 blocks=Basic Latin,Greek and Coptic
4933 0x0004c286 0x00450e86 4   7    .text_1 utf8    fH4 blocks=Basic Latin,Private Use Area
4934 0x0004c2c2 0x00450ec2 4   5    .text_1 ascii   W-XJ
4935 0x0004c2f1 0x00450ef1 4   6    .text_1 utf8    iʮ|# blocks=Basic Latin,IPA Extensions
4936 0x0004c31f 0x00450f1f 4   5    .text_1 ascii   ?FxH
4937 0x0004c32d 0x00450f2d 4   5    .text_1 ascii   !\eao
4938 0x0004c33f 0x00450f3f 8   9    .text_1 ascii   mTuKb-kG
4939 0x0004c348 0x00450f48 5   6    .text_1 ascii   '2.Ye
4940 0x0004c37b 0x00450f7b 4   5    .text_1 ascii   81XT
4941 0x0004c3df 0x00450fdf 5   6    .text_1 ascii   9mo\aP
4942 0x0004c3e8 0x00450fe8 4   5    .text_1 ascii   @~ie
4943 0x0004c434 0x00451034 4   5    .text_1 ascii   -R\a*
4944 0x0004c482 0x00451082 4   5    .text_1 ascii   a>\eU
4945 0x0004c48c 0x0045108c 4   7    .text_1 utf8    ߐ$\b  blocks=NKo,Basic Latin
4946 0x0004c498 0x00451098 4   6    .text_1 utf8    j:aϚ blocks=Basic Latin,Greek and Coptic
4947 0x0004c4a3 0x004510a3 4   5    .text_1 ascii   nR@t
4948 0x0004c4b0 0x004510b0 4   5    .text_1 ascii   E<t;
4949 0x0004c4c3 0x004510c3 5   6    .text_1 ascii   }&{H)
4950 0x0004c50f 0x0045110f 5   7    .text_1 utf8    ;)eУ% blocks=Basic Latin,Cyrillic
4951 0x0004c52e 0x0045112e 4   5    .text_1 ascii   \tCo:
4952 0x0004c556 0x00451156 4   5    .text_1 ascii   ncO'
4953 0x0004c57d 0x0045117d 4   7    .text_1 utf8    &殹lX blocks=Basic Latin,CJK Unified Ideographs
4954 0x0004c631 0x00451231 4   7    .text_1 utf8    o!쟢m blocks=Basic Latin,Hangul Syllables
4955 0x0004c669 0x00451269 7   8    .text_1 ascii   Jxa>J.\n
4956 0x0004c6f9 0x004512f9 6   9    .text_1 utf8     qFL㌵a blocks=Basic Latin,CJK Compatibility
4957 0x0004c70e 0x0045130e 4   5    .text_1 ascii   xm\nd
4958 0x0004c74d 0x0045134d 4   6    .text_1 utf8    7iYĥ blocks=Basic Latin,Latin Extended-A
4959 0x0004c776 0x00451376 5   6    .text_1 ascii   aU{U-
4960 0x0004c780 0x00451380 7   11   .text_1 utf8    $Ƅeqݑѝ, blocks=Basic Latin,Latin Extended-B,Arabic Supplement,Cyrillic
4961 0x0004c78d 0x0045138d 6   11   .text_1 utf8    F㺡?彧;x blocks=Basic Latin,CJK Unified Ideographs Extension A,CJK Unified Ideographs
4962 0x0004c7ab 0x004513ab 4   5    .text_1 ascii   H02D
4963 0x0004c7d9 0x004513d9 5   6    .text_1 ascii   Qep6n
4964 0x0004c7df 0x004513df 7   8    .text_1 ascii   T)>9^9g
4965 0x0004c800 0x00451400 4   5    .text_1 ascii   0/sw
4966 0x0004c80a 0x0045140a 5   6    .text_1 ascii   O <D"
4967 0x0004c844 0x00451444 5   7    .text_1 utf8    Ƚ-_"N blocks=Latin Extended-B,Basic Latin
4968 0x0004c84e 0x0045144e 4   5    .text_1 ascii   ?3;K
4969 0x0004c93a 0x0045153a 6   9    .text_1 utf8    /\a큋DGs blocks=Basic Latin,Hangul Syllables
4970 0x0004c9c9 0x004515c9 5   6    .text_1 ascii   i@l*>
4971 0x0004c9d3 0x004515d3 7   8    .text_1 ascii    \aT@(iu
4972 0x0004c9f2 0x004515f2 5   6    .text_1 ascii   +hq/'
4973 0x0004ca4f 0x0045164f 5   6    .text_1 ascii   l~M|\a
4974 0x0004ca9d 0x0045169d 4   5    .text_1 ascii   u"L&
4975 0x0004caa3 0x004516a3 8   9    .text_1 ascii   ,]3[+b\fX
4976 0x0004cab9 0x004516b9 6   8    .text_1 utf8    ,LοYBK blocks=Basic Latin,Greek and Coptic
4977 0x0004cb68 0x00451768 4   5    .text_1 ascii   C!> 
4978 0x0004cb7f 0x0045177f 5   6    .text_1 ascii   E<7i.
4979 0x0004cbaa 0x004517aa 4   6    .text_1 utf8    7Βh$ blocks=Basic Latin,Greek and Coptic
4980 0x0004cbdb 0x004517db 7   8    .text_1 ascii   Outx!L^
4981 0x0004cbfa 0x004517fa 4   5    .text_1 ascii   *2:n
4982 0x0004cc1b 0x0045181b 4   5    .text_1 ascii   +lJ0
4983 0x0004cc3c 0x0045183c 4   5    .text_1 ascii   ]\fLZ
4984 0x0004cc50 0x00451850 6   8    .text_1 utf8    ',P-ϴW blocks=Basic Latin,Greek and Coptic
4985 0x0004cc6a 0x0045186a 4   5    .text_1 ascii   {t\nW
4986 0x0004cc72 0x00451872 4   5    .text_1 ascii   BkJm
4987 0x0004cc8d 0x0045188d 4   5    .text_1 ascii   n<Av
4988 0x0004ccb3 0x004518b3 6   8    .text_1 utf8    AD eCƍ blocks=Basic Latin,Latin Extended-B
4989 0x0004ccc3 0x004518c3 6   7    .text_1 ascii   ^Ag6{\r
4990 0x0004ccd4 0x004518d4 4   6    .text_1 utf8    XKPϢ blocks=Basic Latin,Greek and Coptic
4991 0x0004cce6 0x004518e6 5   6    .text_1 ascii   T\t\bu\a
4992 0x0004cd24 0x00451924 4   5    .text_1 ascii   o]7}
4993 0x0004cd50 0x00451950 5   8    .text_1 utf8    qrș\nѫ blocks=Basic Latin,Latin Extended-B,Cyrillic
4994 0x0004cd60 0x00451960 4   5    .text_1 ascii   i`-`
4995 0x0004cda3 0x004519a3 6   8    .text_1 utf8    zn5+CW
4996 0x0004cdba 0x004519ba 4   5    .text_1 ascii   TOHY
4997 0x0004cdc9 0x004519c9 5   6    .text_1 ascii   NHkOg
4998 0x0004ce02 0x00451a02 5   8    .text_1 utf8    T)<夳' blocks=Basic Latin,CJK Unified Ideographs
4999 0x0004ce10 0x00451a10 4   5    .text_1 ascii   \fMN,
5000 0x0004ce60 0x00451a60 4   5    .text_1 ascii   ;p5+
5001 0x0004ce7f 0x00451a7f 4   5    .text_1 ascii   4K\bj
5002 0x0004cef8 0x00451af8 4   6    .text_1 utf8    ʲ7dd blocks=Spacing Modifier Letters,Basic Latin
5003 0x0004cf01 0x00451b01 4   5    .text_1 ascii   ~g_ 
5004 0x0004cf06 0x00451b06 6   7    .text_1 ascii   G2d \aO
5005 0x0004cf20 0x00451b20 4   5    .text_1 ascii   \r1z%
5006 0x0004cf33 0x00451b33 4   6    .text_1 utf8    Vdvɖ blocks=Basic Latin,IPA Extensions
5007 0x0004cf98 0x00451b98 6   8    .text_1 utf8    ^ktpet
5008 0x0004d072 0x00451c72 6   8    .text_1 utf8    <ppm:̖ blocks=Basic Latin,Combining Diacritical Marks
5009 0x0004d07a 0x00451c7a 7   9    .text_1 utf8    \b&WȳQPW blocks=Basic Latin,Latin Extended-B
5010 0x0004d083 0x00451c83 4   5    .text_1 ascii   n*\6
5011 0x0004d10a 0x00451d0a 4   5    .text_1 ascii   V lH
5012 0x0004d11b 0x00451d1b 4   5    .text_1 ascii   X\vG&
5013 0x0004d126 0x00451d26 6   8    .text_1 utf8    r\v<oȠo blocks=Basic Latin,Latin Extended-B
5014 0x0004d143 0x00451d43 6   7    .text_1 ascii   ~8'eWR
5015 0x0004d17b 0x00451d7b 4   5    .text_1 ascii   &UP/
5016 0x0004d1d1 0x00451dd1 7   9    .text_1 utf8    \a41ܚr*c blocks=Basic Latin,Syriac
5017 0x0004d1e4 0x00451de4 6   7    .text_1 ascii   GS<6ld
5018 0x0004d224 0x00451e24 4   5    .text_1 ascii   o=MZ
5019 0x0004d286 0x00451e86 4   5    .text_1 ascii   [$uF
5020 0x0004d2be 0x00451ebe 4   5    .text_1 ascii   uOq%
5021 0x0004d30f 0x00451f0f 4   5    .text_1 ascii   Z?"2
5022 0x0004d35c 0x00451f5c 5   7    .text_1 utf8    VϪ\nOo blocks=Basic Latin,Greek and Coptic
5023 0x0004d38a 0x00451f8a 4   5    .text_1 ascii   3Aeg
5024 0x0004d39d 0x00451f9d 6   8    .text_1 utf8    \t_Vհ:r blocks=Basic Latin,Armenian
5025 0x0004d3a9 0x00451fa9 5   7    .text_1 utf8    ̨x\eLK blocks=Combining Diacritical Marks,Basic Latin
5026 0x0004d3cc 0x00451fcc 4   6    .text_1 utf8    eבmS blocks=Basic Latin,Hebrew
5027 0x0004d440 0x00452040 7   9    .text_1 utf8    ۓD`~C;" blocks=Arabic,Basic Latin
5028 0x0004d481 0x00452081 4   5    .text_1 ascii   eY<[
5029 0x0004d4a0 0x004520a0 5   6    .text_1 ascii   fzu2~
5030 0x0004d4df 0x004520df 4   6    .text_1 utf8    ܊g\b\v blocks=Syriac,Basic Latin
5031 0x0004d507 0x00452107 5   7    .text_1 utf8    bWѭ*" blocks=Basic Latin,Cyrillic
5032 0x0004d52e 0x0045212e 4   5    .text_1 ascii   82\vV
5033 0x0004d5a4 0x004521a4 4   5    .text_1 ascii   `$9M
5034 0x0004d5ee 0x004521ee 6   8    .text_1 utf8    \nMmݮ@T blocks=Basic Latin,Arabic Supplement
5035 0x0004d60e 0x0045220e 4   6    .text_1 utf8    ,ϏI# blocks=Basic Latin,Greek and Coptic
5036 0x0004d656 0x00452256 4   5    .text_1 ascii   y]b_
5037 0x0004d6bf 0x004522bf 5   7    .text_1 utf8    5!Ƃ~! blocks=Basic Latin,Latin Extended-B
5038 0x0004d6dc 0x004522dc 5   7    .text_1 utf8    ɧY;CI blocks=IPA Extensions,Basic Latin
5039 0x0004d718 0x00452318 4   5    .text_1 ascii   kN=x
5040 0x0004d74d 0x0045234d 4   5    .text_1 ascii   H\b\fF
5041 0x0004d75d 0x0045235d 4   5    .text_1 ascii   |SRB
5042 0x0004d77a 0x0045237a 4   5    .text_1 ascii   <_7"
5043 0x0004d77f 0x0045237f 4   5    .text_1 ascii   e]v$
5044 0x0004d793 0x00452393 5   6    .text_1 ascii   q#N`e
5045 0x0004d8a2 0x004524a2 4   5    .text_1 ascii   }40Y
5046 0x0004d8fa 0x004524fa 4   5    .text_1 ascii   \e%8|
5047 0x0004d92d 0x0045252d 4   6    .text_1 utf8    '/}ױ blocks=Basic Latin,Hebrew
5048 0x0004d98c 0x0045258c 4   5    .text_1 ascii   M(<W
5049 0x0004d9e9 0x004525e9 5   6    .text_1 ascii   /\v3\rY
5050 0x0004da19 0x00452619 4   5    .text_1 ascii   rV>}
5051 0x0004da21 0x00452621 4   5    .text_1 ascii   L|\n
5052 0x0004da32 0x00452632 4   6    .text_1 utf8    |̀~U blocks=Basic Latin,Combining Diacritical Marks
5053 0x0004da5e 0x0045265e 4   5    .text_1 ascii   x!9}
5054 0x0004da67 0x00452667 4   6    .text_1 utf8    Ѫa\r} blocks=Cyrillic,Basic Latin
5055 0x0004da71 0x00452671 5   9    .text_1 utf8    KKlͤř blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-A
5056 0x0004dab0 0x004526b0 6   9    .text_1 utf8    攖snpU4 blocks=CJK Unified Ideographs,Basic Latin
5057 0x0004dae4 0x004526e4 5   7    .text_1 utf8    "tƂu\n blocks=Basic Latin,Latin Extended-B
5058 0x0004daf7 0x004526f7 5   9    .text_1 utf8    gF嚅:ܴ blocks=Basic Latin,CJK Unified Ideographs,Syriac
5059 0x0004db11 0x00452711 4   5    .text_1 ascii   }^\a6
5060 0x0004db1a 0x0045271a 5   8    .text_1 utf8    ;$ ' blocks=Private Use Area,Basic Latin
5061 0x0004db2b 0x0045272b 4   5    .text_1 ascii   fSOr
5062 0x0004db39 0x00452739 5   6    .text_1 ascii    \a(m\a
5063 0x0004db68 0x00452768 4   5    .text_1 ascii   LfPF
5064 0x0004dbab 0x004527ab 4   5    .text_1 ascii   \f\DO
5065 0x0004dc52 0x00452852 4   6    .text_1 utf8    \WE)
5066 0x0004dc64 0x00452864 5   6    .text_1 ascii   pipcs
5067 0x0004dcbf 0x004528bf 4   5    .text_1 ascii   /Obf
5068 0x0004dd10 0x00452910 6   7    .text_1 ascii   w\a\e)o5
5069 0x0004dd29 0x00452929 4   5    .text_1 ascii   G?+%
5070 0x0004dd64 0x00452964 4   6    .text_1 utf8    0!=Ӂ blocks=Basic Latin,Cyrillic
5071 0x0004de00 0x00452a00 6   7    .text_1 ascii   \e9PCt1
5072 0x0004de0e 0x00452a0e 4   5    .text_1 ascii   L4I|
5073 0x0004de48 0x00452a48 4   5    .text_1 ascii   mU\nQ
5074 0x0004de79 0x00452a79 4   5    .text_1 ascii   6KI\a
5075 0x0004dec0 0x00452ac0 5   6    .text_1 ascii   I1w3q
5076 0x0004df52 0x00452b52 4   5    .text_1 ascii   Yd6<
5077 0x0004e011 0x00452c11 4   5    .text_1 ascii   RZCx
5078 0x0004e03b 0x00452c3b 5   6    .text_1 ascii   3T(a&
5079 0x0004e073 0x00452c73 4   5    .text_1 ascii   \fnT[
5080 0x0004e108 0x00452d08 5   6    .text_1 ascii   8n|9_
5081 0x0004e163 0x00452d63 4   5    .text_1 ascii   \ew<Q
5082 0x0004e19e 0x00452d9e 4   6    .text_1 utf8    ۶D1o blocks=Arabic,Basic Latin
5083 0x0004e1d8 0x00452dd8 4   5    .text_1 ascii   "hl\a
5084 0x0004e229 0x00452e29 5   6    .text_1 ascii   "hFbU
5085 0x0004e23a 0x00452e3a 4   5    .text_1 ascii   CYzJ
5086 0x0004e25e 0x00452e5e 6   7    .text_1 ascii   -:>2=R
5087 0x0004e270 0x00452e70 4   7    .text_1 utf8    퍬N2\e blocks=Hangul Syllables,Basic Latin
5088 0x0004e308 0x00452f08 4   5    .text_1 ascii   nL+G
5089 0x0004e346 0x00452f46 4   5    .text_1 ascii   \r3Li
5090 0x0004e34d 0x00452f4d 5   6    .text_1 ascii   JU[d~
5091 0x0004e362 0x00452f62 4   6    .text_1 utf8    ̎l[z blocks=Combining Diacritical Marks,Basic Latin
5092 0x0004e38f 0x00452f8f 6   7    .text_1 ascii   \a4Q\e`W
5093 0x0004e3a9 0x00452fa9 5   6    .text_1 ascii   'Bns@
5094 0x0004e3d3 0x00452fd3 6   7    .text_1 ascii   Ge^fMs
5095 0x0004e47f 0x0045307f 5   6    .text_1 ascii   c@upI
5096 0x0004e508 0x00453108 4   5    .text_1 ascii   pM{^
5097 0x0004e51a 0x0045311a 4   6    .text_1 utf8    2\nSþ blocks=Basic Latin,Latin-1 Supplement
5098 0x0004e5c8 0x004531c8 4   5    .text_1 ascii   lfQ\r
5099 0x0004e5d7 0x004531d7 4   6    .text_1 utf8    p۲?a blocks=Basic Latin,Arabic
5100 0x0004e5de 0x004531de 4   5    .text_1 ascii   k\vg,
5101 0x0004e605 0x00453205 4   5    .text_1 ascii   i&@\f
5102 0x0004e633 0x00453233 6   7    .text_1 ascii   qF:JOp
5103 0x0004e663 0x00453263 6   7    .text_1 ascii   XSfw4o
5104 0x0004e6a8 0x004532a8 5   6    .text_1 ascii   s,Y<8
5105 0x0004e6e5 0x004532e5 5   8    .text_1 utf8    ݃LٸwC blocks=Syriac,Basic Latin,Arabic
5106 0x0004e767 0x00453367 5   7    .text_1 utf8    \r\:lܮ blocks=Basic Latin,Syriac
5107 0x0004e774 0x00453374 5   6    .text_1 ascii   Nb>\)
5108 0x0004e840 0x00453440 4   7    .text_1 utf8    褦z\v4 blocks=CJK Unified Ideographs,Basic Latin
5109 0x0004e876 0x00453476 5   6    .text_1 ascii   \r\]\e*
5110 0x0004e88c 0x0045348c 4   5    .text_1 ascii   A%\nr
5111 0x0004e8a9 0x004534a9 7   10   .text_1 utf8    OܺOƠbfQ blocks=Basic Latin,Syriac,Latin Extended-B
5112 0x0004e8cf 0x004534cf 4   5    .text_1 ascii   YTT8
5113 0x0004e8e6 0x004534e6 4   5    .text_1 ascii   WYdd
5114 0x0004e942 0x00453542 8   11   .text_1 utf8    \r2~/w=陆t blocks=Basic Latin,CJK Unified Ideographs
5115 0x0004e9d7 0x004535d7 4   5    .text_1 ascii   [ !k
5116 0x0004ea1d 0x0045361d 4   5    .text_1 ascii   %\tW\e
5117 0x0004ea4a 0x0045364a 6   7    .text_1 ascii   %3=2ei
5118 0x0004ea54 0x00453654 4   5    .text_1 ascii   \vR!8
5119 0x0004ea6e 0x0045366e 4   8    .text_1 utf8    ƴ\bF雞 blocks=Latin Extended-B,Basic Latin,CJK Unified Ideographs
5120 0x0004ea8b 0x0045368b 4   6    .text_1 utf8    Qי`h blocks=Basic Latin,Hebrew
5121 0x0004eaa0 0x004536a0 4   5    .text_1 ascii   i\eV,
5122 0x0004eaae 0x004536ae 5   7    .text_1 utf8    y;R٣~ blocks=Basic Latin,Arabic
5123 0x0004eac5 0x004536c5 4   5    .text_1 ascii   g$O&
5124 0x0004eaf4 0x004536f4 6   7    .text_1 ascii   8\v"4ZY
5125 0x0004eb15 0x00453715 6   10   .text_1 utf8    +6췯oĐ6 blocks=Basic Latin,Hangul Syllables,Latin Extended-A
5126 0x0004eb3e 0x0045373e 5   6    .text_1 ascii   Z\r^`8
5127 0x0004eb44 0x00453744 4   6    .text_1 utf8    :.`݀ blocks=Basic Latin,Syriac
5128 0x0004eba1 0x004537a1 4   5    .text_1 ascii   Ds>O
5129 0x0004eba6 0x004537a6 4   5    .text_1 ascii   4jl:
5130 0x0004ebbe 0x004537be 4   5    .text_1 ascii   \nDle
5131 0x0004ec24 0x00453824 4   5    .text_1 ascii   yp1I
5132 0x0004ec61 0x00453861 4   5    .text_1 ascii   ,ZMo
5133 0x0004ecdb 0x004538db 7   9    .text_1 utf8    k_ϖfc&I blocks=Basic Latin,Greek and Coptic
5134 0x0004ece5 0x004538e5 4   5    .text_1 ascii   \t9f 
5135 0x0004ecf4 0x004538f4 4   5    .text_1 ascii   #rW~
5136 0x0004ed61 0x00453961 4   5    .text_1 ascii   B/Js
5137 0x0004ed66 0x00453966 4   6    .text_1 utf8    O}߷\v blocks=Basic Latin,NKo
5138 0x0004ed92 0x00453992 4   6    .text_1 utf8    W1߯C blocks=Basic Latin,NKo
5139 0x0004ee05 0x00453a05 7   10   .text_1 utf8    \n\\n#"紫\n blocks=Basic Latin,CJK Unified Ideographs
5140 0x0004ee16 0x00453a16 4   5    .text_1 ascii   a=K4
5141 0x0004ee98 0x00453a98 4   5    .text_1 ascii   +J)e
5142 0x0004ef06 0x00453b06 4   6    .text_1 utf8    ɽ9nt blocks=IPA Extensions,Basic Latin
5143 0x0004ef45 0x00453b45 4   6    .text_1 utf8    yҖRp blocks=Basic Latin,Cyrillic
5144 0x0004ef85 0x00453b85 4   5    .text_1 ascii   tC$|
5145 0x0004efdc 0x00453bdc 7   9    .text_1 utf8    Bݣq(dRh blocks=Basic Latin,Arabic Supplement
5146 0x0004eff0 0x00453bf0 5   7    .text_1 utf8    \f߹89= blocks=Basic Latin,NKo
5147 0x0004f076 0x00453c76 6   7    .text_1 ascii   &-\v,2M
5148 0x0004f093 0x00453c93 6   8    .text_1 utf8    RjՀU\\ blocks=Basic Latin,Armenian
