[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a7 0x000000a7 5   6            ascii   ~2#n~
2    0x000000af 0x000000af 5   6            ascii   ~2#i~
3    0x000000b7 0x000000b7 7   8            ascii   ~2#{~-q
4    0x000000bf 0x000000bf 7   8            ascii   ~Rich,q
5    0x000001d8 0x000001d8 5   6            ascii   .text
6    0x000001ff 0x000001ff 7   8            ascii   `.rdata
7    0x00000227 0x00000227 6   7            ascii   @.data
8    0x00000250 0x00000250 5   6            ascii   .rsrc
9    0x00000277 0x00000277 6   7            ascii   @.text
3424 0x000362c1 0x0043a2c1 6   7    .rsrc   ascii   e*tUV"
3425 0x000362ce 0x0043a2ce 4   5    .rsrc   ascii    /!?
3426 0x000362de 0x0043a2de 4   5    .rsrc   ascii   \e9\aW
3427 0x000362e6 0x0043a2e6 5   8    .rsrc   utf8    ϯ̲[c5 blocks=Greek and Coptic,Combining Diacritical Marks,Basic Latin
3428 0x00036362 0x0043a362 5   6    .rsrc   ascii   /(8dB
3429 0x00036394 0x0043a394 6   9    .rsrc   utf8    ń/0>xվ blocks=Latin Extended-A,Basic Latin,Armenian
3430 0x0003641c 0x0043a41c 5   6    .rsrc   ascii   42tdM
3431 0x0003642a 0x0043a42a 7   8    .rsrc   ascii   .4)g'Ts
3432 0x0003653c 0x0043a53c 7   8    .rsrc   ascii   7\fx\auu#
3433 0x00036552 0x0043a552 4   5    .rsrc   ascii   \bAbs
3434 0x00036619 0x0043a619 4   5    .rsrc   ascii   \b\e`{
3435 0x00036665 0x0043a665 8   10   .rsrc   utf8    \t ՞W?o\bp blocks=Basic Latin,Armenian
3436 0x0003668a 0x0043a68a 6   9    .rsrc   utf8    ~Jc\rҺـ blocks=Basic Latin,Cyrillic,Arabic
3437 0x000366a3 0x0043a6a3 5   6    .rsrc   ascii   [EfTB
3438 0x000366b2 0x0043a6b2 4   5    .rsrc   ascii   U pT
3439 0x000366ba 0x0043a6ba 5   6    .rsrc   ascii   ,I<lf
3440 0x000366e4 0x0043a6e4 4   6    .rsrc   utf8    dAнt blocks=Basic Latin,Cyrillic
3441 0x0003672e 0x0043a72e 5   7    .rsrc   utf8    o)ߧ>U blocks=Basic Latin,NKo
3442 0x00036740 0x0043a740 4   5    .rsrc   ascii   +`$p
3443 0x00036787 0x0043a787 4   6    .rsrc   utf8    Յ8B0 blocks=Armenian,Basic Latin
3444 0x000367fa 0x0043a7fa 5   6    .rsrc   ascii   JTU~\f
3445 0x00036811 0x0043a811 4   5    .rsrc   ascii   A0Uh
3446 0x00036816 0x0043a816 4   5    .rsrc   ascii   EQmZ
3447 0x00036829 0x0043a829 5   7    .rsrc   utf8    n[ۍW~ blocks=Basic Latin,Arabic
3448 0x00036850 0x0043a850 4   5    .rsrc   ascii   OAs'
3449 0x00036899 0x0043a899 4   5    .rsrc   ascii   {ZO9
3450 0x000368a5 0x0043a8a5 4   6    .rsrc   utf8    ӜQny blocks=Cyrillic,Basic Latin
3451 0x000368ad 0x0043a8ad 4   5    .rsrc   ascii   Uw8h
3452 0x000368e0 0x0043a8e0 7   8    .rsrc   ascii   \u@`\euc
3453 0x000368fe 0x0043a8fe 4   5    .rsrc   ascii   \burp
3454 0x0003693b 0x0043a93b 7   10   .rsrc   utf8    iD竺J\bc] blocks=Basic Latin,CJK Unified Ideographs
3455 0x0003694d 0x0043a94d 4   6    .rsrc   utf8    nK[J
3456 0x000369f5 0x0043a9f5 5   6    .rsrc   ascii   e\)$!
3457 0x00036a12 0x0043aa12 4   5    .rsrc   ascii   4Drp
3458 0x00036a91 0x0043aa91 4   6    .rsrc   utf8    Ҧd\nX blocks=Cyrillic,Basic Latin
3459 0x00036ab3 0x0043aab3 4   5    .rsrc   ascii   {-\eX
3460 0x00036abb 0x0043aabb 4   6    .rsrc   utf8    \:ޙ7 blocks=Basic Latin,Thaana
3461 0x00036ad4 0x0043aad4 5   8    .rsrc   utf8    HAȃظ, blocks=Basic Latin,Latin Extended-B,Arabic
3462 0x00036b08 0x0043ab08 4   5    .rsrc   ascii   Y$J<
3463 0x00036b0d 0x0043ab0d 6   7    .rsrc   ascii   .Mt\gg
3464 0x00036b30 0x0043ab30 4   6    .rsrc   utf8    dŧL? blocks=Basic Latin,Latin Extended-A
3465 0x00036b3e 0x0043ab3e 5   7    .rsrc   utf8    65ڏXV blocks=Basic Latin,Arabic
3466 0x00036b4d 0x0043ab4d 6   8    .rsrc   utf8    /]VŘT] blocks=Basic Latin,Latin Extended-A
3467 0x00036b86 0x0043ab86 4   6    .rsrc   utf8    CbٳK blocks=Basic Latin,Arabic
3468 0x00036bcf 0x0043abcf 4   5    .rsrc   ascii   /U)-
3469 0x00036be6 0x0043abe6 4   6    .rsrc   utf8    wɈHL blocks=Basic Latin,Latin Extended-B
3470 0x00036c07 0x0043ac07 4   5    .rsrc   ascii   yqGC
3471 0x00036cb5 0x0043acb5 5   6    .rsrc   ascii   uK:Il
3472 0x00036cbd 0x0043acbd 6   8    .rsrc   utf8    Z܉r`\fu blocks=Basic Latin,Syriac
3473 0x00036cee 0x0043acee 4   8    .rsrc   utf8    g(fm
3474 0x00036d00 0x0043ad00 5   6    .rsrc   ascii   PZ\vU\r
3475 0x00036d36 0x0043ad36 4   5    .rsrc   ascii   q\tUE
3476 0x00036dd0 0x0043add0 5   6    .rsrc   ascii    UQcJ
3477 0x00036ddc 0x0043addc 4   6    .rsrc   utf8    πxr? blocks=Greek and Coptic,Basic Latin
3478 0x00036e68 0x0043ae68 4   6    .rsrc   utf8    Jbү^ blocks=Basic Latin,Cyrillic
3479 0x00036ed1 0x0043aed1 7   9    .rsrc   utf8    YmlEkюD blocks=Basic Latin,Cyrillic
3480 0x00036f76 0x0043af76 5   7    .rsrc   utf8    v9QA˾ blocks=Basic Latin,Spacing Modifier Letters
3481 0x00036f8e 0x0043af8e 4   5    .rsrc   ascii   6C8`
3482 0x00036f9c 0x0043af9c 4   6    .rsrc   utf8    یdVk blocks=Arabic,Basic Latin
3483 0x0003708e 0x0043b08e 5   6    .rsrc   ascii   e$U\fs
3484 0x000370a4 0x0043b0a4 4   5    .rsrc   ascii   IL0c
3485 0x000370b5 0x0043b0b5 4   5    .rsrc   ascii   Xl/H
3486 0x000370c7 0x0043b0c7 6   7    .rsrc   ascii   *^h2k_
3487 0x00037108 0x0043b108 4   5    .rsrc   ascii   Vdi0
3488 0x0003710d 0x0043b10d 5   6    .rsrc   ascii   F25+0
3489 0x00037157 0x0043b157 4   5    .rsrc   ascii   [pfW
3490 0x00037174 0x0043b174 7   8    .rsrc   ascii   oU\vid~=
3491 0x0003717c 0x0043b17c 4   5    .rsrc   ascii   e#>^
3492 0x000371ac 0x0043b1ac 4   5    .rsrc   ascii   @SXf
3493 0x000371b6 0x0043b1b6 4   6    .rsrc   utf8    cc;ܑ blocks=Basic Latin,Syriac
3494 0x00037232 0x0043b232 5   6    .rsrc   ascii   p:p>-
3495 0x00037257 0x0043b257 4   5    .rsrc   ascii   C*Vg
3496 0x00037271 0x0043b271 4   5    .rsrc   ascii   [V6p
3497 0x000372a9 0x0043b2a9 4   5    .rsrc   ascii   5"C$
3498 0x000373b7 0x0043b3b7 4   5    .rsrc   ascii   Lj9)
3499 0x000373c1 0x0043b3c1 5   6    .rsrc   ascii    4qKJ
3500 0x000373dc 0x0043b3dc 5   6    .rsrc   ascii   Q\vz\v\v
3501 0x000373f6 0x0043b3f6 5   6    .rsrc   ascii   T3}`,
3502 0x00037422 0x0043b422 4   5    .rsrc   ascii   \tCL2
3503 0x000374d5 0x0043b4d5 5   6    .rsrc   ascii   ](,9G
3504 0x00037533 0x0043b533 4   5    .rsrc   ascii   \v:-A
3505 0x000375b4 0x0043b5b4 4   5    .rsrc   ascii   \nM]}
3506 0x000375d4 0x0043b5d4 6   8    .rsrc   utf8    7ԋ(P#& blocks=Basic Latin,Cyrillic Supplement
3507 0x000375fc 0x0043b5fc 8   9    .rsrc   ascii   \rY]Bv6W~
3508 0x0003763d 0x0043b63d 7   11   .rsrc   utf8    ԉ6əяvsK blocks=Cyrillic Supplement,Basic Latin,IPA Extensions,Cyrillic
3509 0x00037649 0x0043b649 4   7    .rsrc   utf8    ݝTӷ6 blocks=Arabic Supplement,Basic Latin,Cyrillic
3510 0x000376f5 0x0043b6f5 4   5    .rsrc   ascii   ;Cxi
3511 0x000376fc 0x0043b6fc 4   5    .rsrc   ascii   =*hB
3512 0x00037730 0x0043b730 4   6    .rsrc   utf8    Dδo- blocks=Basic Latin,Greek and Coptic
3513 0x00037752 0x0043b752 6   8    .rsrc   utf8    %Rٛ\eB[ blocks=Basic Latin,Arabic
3514 0x000377be 0x0043b7be 7   9    .rsrc   utf8    e,S]נ7N blocks=Basic Latin,Hebrew
3515 0x000377e4 0x0043b7e4 5   6    .rsrc   ascii   Y>\bs^
3516 0x00037845 0x0043b845 4   5    .rsrc   ascii   w[Le
3517 0x00037850 0x0043b850 4   5    .rsrc   ascii   5\t.E
3518 0x000378a5 0x0043b8a5 5   6    .rsrc   ascii   4+~r9
3519 0x000378c2 0x0043b8c2 4   7    .rsrc   utf8    e\fQ⊪ blocks=Basic Latin,Mathematical Operators
3520 0x000378d0 0x0043b8d0 4   5    .rsrc   ascii   _u\b8
3521 0x00037960 0x0043b960 5   6    .rsrc   ascii   N(Ol2
3522 0x0003798d 0x0043b98d 4   5    .rsrc   ascii   EiZW
3523 0x000379c3 0x0043b9c3 4   5    .rsrc   ascii   )G|B
3524 0x000379f0 0x0043b9f0 4   5    .rsrc   ascii   \tnP`
3525 0x00037a68 0x0043ba68 5   8    .rsrc   utf8    }`+@ɟ blocks=Basic Latin,IPA Extensions
3526 0x00037b04 0x0043bb04 6   8    .rsrc   utf8    d\tXHԑ1 blocks=Basic Latin,Cyrillic Supplement
3527 0x00037b2d 0x0043bb2d 4   5    .rsrc   ascii   6}mU
3528 0x00037ba3 0x0043bba3 7   9    .rsrc   utf8    X8W$ȹjx blocks=Basic Latin,Latin Extended-B
3529 0x00037bcf 0x0043bbcf 5   7    .rsrc   utf8    zY+ϒ* blocks=Basic Latin,Greek and Coptic
3530 0x00037be0 0x0043bbe0 4   7    .rsrc   utf8    詣fBQ blocks=CJK Unified Ideographs,Basic Latin
3531 0x00037c45 0x0043bc45 4   6    .rsrc   utf8    1s¾p blocks=Basic Latin,Latin-1 Supplement
3532 0x00037c81 0x0043bc81 6   7    .rsrc   ascii   kg\e,g\n
3533 0x00037c8c 0x0043bc8c 5   7    .rsrc   utf8    զiQQJ blocks=Armenian,Basic Latin
3534 0x00037cbb 0x0043bcbb 4   5    .rsrc   ascii   Mg3z
3535 0x00037cef 0x0043bcef 4   5    .rsrc   ascii   I)|@
3536 0x00037cf7 0x0043bcf7 4   5    .rsrc   ascii   .H<b
3537 0x00037d53 0x0043bd53 5   6    .rsrc   ascii   \ng\v)0
3538 0x00037db2 0x0043bdb2 4   8    .rsrc   utf8    ǽ0✎= blocks=Latin Extended-B,Basic Latin,Dingbats
3539 0x00037dba 0x0043bdba 5   6    .rsrc   ascii   S;SY1
3540 0x00037dc3 0x0043bdc3 6   10   .rsrc   utf8    ^#ՙ(`Ŏ blocks=Basic Latin,Armenian,Latin Extended-A
3541 0x00037dda 0x0043bdda 4   6    .rsrc   utf8    \{'Έ blocks=Basic Latin,Greek and Coptic
3542 0x00037e03 0x0043be03 4   5    .rsrc   ascii   :<O^
3543 0x00037e2d 0x0043be2d 5   6    .rsrc   ascii   u\t6J7
3544 0x00037e98 0x0043be98 4   6    .rsrc   utf8    E]ޯa blocks=Basic Latin,Thaana
3545 0x00037ed3 0x0043bed3 4   5    .rsrc   ascii    D<K
3546 0x00037ee7 0x0043bee7 4   5    .rsrc   ascii   \oR}
3547 0x00037f04 0x0043bf04 5   7    .rsrc   utf8    d ڎ\e+ blocks=Basic Latin,Arabic
3548 0x00037f15 0x0043bf15 4   5    .rsrc   ascii   7(+%
3549 0x00037f2f 0x0043bf2f 5   6    .rsrc   ascii   E$P"O
3550 0x00037f4d 0x0043bf4d 5   7    .rsrc   utf8    <XVaׄ blocks=Basic Latin,Hebrew
3551 0x00037f5a 0x0043bf5a 5   7    .rsrc   utf8    \n/XɅ~ blocks=Basic Latin,Latin Extended-B
3552 0x00037f81 0x0043bf81 5   6    .rsrc   ascii   l^OmE
3553 0x00037fc3 0x0043bfc3 4   5    .rsrc   ascii   Poqk
3554 0x00038003 0x0043c003 6   7    .rsrc   ascii   Z;Jr$|
3555 0x00038015 0x0043c015 4   7    .rsrc   utf8    ){녚n blocks=Basic Latin,Hangul Syllables
3556 0x0003803d 0x0043c03d 4   6    .rsrc   utf8    XY2ī blocks=Basic Latin,Latin Extended-A
3557 0x00038061 0x0043c061 4   5    .rsrc   ascii   e\b4j
3558 0x0003807e 0x0043c07e 4   5    .rsrc   ascii   k8x!
3559 0x0003809a 0x0043c09a 4   5    .rsrc   ascii   \b_~1
3560 0x000380e2 0x0043c0e2 4   5    .rsrc   ascii   uC`/
3561 0x0003812d 0x0043c12d 5   8    .rsrc   utf8    mⓁ)>- blocks=Basic Latin,Enclosed Alphanumerics
3562 0x0003816a 0x0043c16a 6   7    .rsrc   ascii   ;&HW<F
3563 0x000381bd 0x0043c1bd 7   8    .rsrc   ascii   yx{ivUn
3564 0x000381cd 0x0043c1cd 5   6    .rsrc   ascii   \v^Ok=
3565 0x000381d5 0x0043c1d5 4   5    .rsrc   ascii   e$=o
3566 0x000381e3 0x0043c1e3 10  11   .rsrc   ascii   }\v_SQU1Rt\n
3567 0x000382f8 0x0043c2f8 5   7    .rsrc   utf8    \nԈ3zv blocks=Basic Latin,Cyrillic Supplement
3568 0x00038333 0x0043c333 4   6    .rsrc   utf8    YԞKT blocks=Basic Latin,Cyrillic Supplement
3569 0x0003834c 0x0043c34c 4   5    .rsrc   ascii   \eA3S
3570 0x000383a0 0x0043c3a0 4   5    .rsrc   ascii   S%#N
3571 0x000383eb 0x0043c3eb 4   6    .rsrc   utf8    -(_̗ blocks=Basic Latin,Combining Diacritical Marks
3572 0x00038445 0x0043c445 5   6    .rsrc   ascii   r$R|\e
3573 0x0003846f 0x0043c46f 6   7    .rsrc   ascii   4m],u\
3574 0x00038483 0x0043c483 4   5    .rsrc   ascii   5KpM
3575 0x00038507 0x0043c507 4   5    .rsrc   ascii   =oYU
3576 0x0003853a 0x0043c53a 4   5    .rsrc   ascii   M\r;]
3577 0x00038540 0x0043c540 7   9    .rsrc   utf8    O*\bN)3ȗ blocks=Basic Latin,Latin Extended-B
3578 0x00038551 0x0043c551 7   9    .rsrc   utf8    `b:"_иu blocks=Basic Latin,Cyrillic
3579 0x0003857d 0x0043c57d 4   5    .rsrc   ascii   qCDM
3580 0x000385d7 0x0043c5d7 10  12   .rsrc   utf8    Έ48j<1\vB`B blocks=Greek and Coptic,Basic Latin
3581 0x00038627 0x0043c627 4   5    .rsrc   ascii   *Fp]
3582 0x0003864d 0x0043c64d 4   5    .rsrc   ascii   :gQh
3583 0x00038683 0x0043c683 4   6    .rsrc   utf8    ۑH!{ blocks=Arabic,Basic Latin
3584 0x000386a9 0x0043c6a9 4   5    .rsrc   ascii   |aB9
3585 0x000386cc 0x0043c6cc 4   5    .rsrc   ascii   |??w
3586 0x000386ef 0x0043c6ef 4   5    .rsrc   ascii   u{"D
3587 0x00038750 0x0043c750 4   5    .rsrc   ascii   ^*,_
3588 0x000387ba 0x0043c7ba 7   9    .rsrc   utf8    `BOT@ߤN blocks=Basic Latin,NKo
3589 0x00038838 0x0043c838 5   6    .rsrc   ascii   `1iyk
3590 0x0003887a 0x0043c87a 4   5    .rsrc   ascii   (l`3
3591 0x00038887 0x0043c887 4   6    .rsrc   utf8    Yƽz= blocks=Basic Latin,Latin Extended-B
3592 0x000388f5 0x0043c8f5 5   7    .rsrc   utf8    :\tȼ"] blocks=Basic Latin,Latin Extended-B
3593 0x000388fc 0x0043c8fc 6   7    .rsrc   ascii   u\n4<r\t
3594 0x00038903 0x0043c903 4   5    .rsrc   ascii   #5(&
3595 0x0003891e 0x0043c91e 5   6    .rsrc   ascii   }B~M%
3596 0x00038926 0x0043c926 4   5    .rsrc   ascii   "Q>~
3597 0x0003892b 0x0043c92b 4   6    .rsrc   utf8    M32-
3598 0x0003896d 0x0043c96d 4   5    .rsrc   ascii   w=['
3599 0x00038973 0x0043c973 5   6    .rsrc   ascii   %LZ5^
3600 0x0003899d 0x0043c99d 4   5    .rsrc   ascii   ^\bW[
3601 0x000389b5 0x0043c9b5 8   9    .rsrc   ascii   JG\nQ{L\v_
3602 0x00038a11 0x0043ca11 8   10   .rsrc   utf8    ^vP(%sP8
3603 0x00038a3b 0x0043ca3b 4   5    .rsrc   ascii   a 9[
3604 0x00038a9f 0x0043ca9f 4   6    .rsrc   utf8    aɍeN blocks=Basic Latin,Latin Extended-B
3605 0x00038acc 0x0043cacc 4   5    .rsrc   ascii   Lv\n$
3606 0x00038ad3 0x0043cad3 5   7    .rsrc   utf8     5̌O/ blocks=Basic Latin,Combining Diacritical Marks
3607 0x00038b5c 0x0043cb5c 4   5    .rsrc   ascii   k0I|
3608 0x00038b7d 0x0043cb7d 4   6    .rsrc   utf8    \vĉK, blocks=Basic Latin,Latin Extended-A
3609 0x00038bbb 0x0043cbbb 5   6    .rsrc   ascii   "okF<
3610 0x00038c07 0x0043cc07 4   5    .rsrc   ascii   je':
3611 0x00038c0c 0x0043cc0c 9   10   .rsrc   ascii   [N-?5_ypQ
3612 0x00038c3b 0x0043cc3b 7   8    .rsrc   ascii   ?s ,A\tl
3613 0x00038c65 0x0043cc65 4   5    .rsrc   ascii   C!ln
3614 0x00038c73 0x0043cc73 4   5    .rsrc   ascii   je9G
3615 0x00038cc7 0x0043ccc7 6   7    .rsrc   ascii   @D9 6U
3616 0x00038cee 0x0043ccee 6   7    .rsrc   ascii   JZ)j6]
3617 0x00038cf5 0x0043ccf5 4   5    .rsrc   ascii   \v;\rW
3618 0x00038d0e 0x0043cd0e 4   5    .rsrc   ascii   (ddz
3619 0x00038d58 0x0043cd58 4   6    .rsrc   utf8    /A;܉ blocks=Basic Latin,Syriac
3620 0x00038d61 0x0043cd61 5   6    .rsrc   ascii   (+dLc
3621 0x00038dc3 0x0043cdc3 4   5    .rsrc   ascii   Gr%f
3622 0x00038dca 0x0043cdca 7   8    .rsrc   ascii   ,0@oOCU
3623 0x00038e0a 0x0043ce0a 4   5    .rsrc   ascii   H1h\
3624 0x00038e1a 0x0043ce1a 4   5    .rsrc   ascii   |Qi*
3625 0x00038e2b 0x0043ce2b 5   6    .rsrc   ascii   )a9B*
3626 0x00038e31 0x0043ce31 7   8    .rsrc   ascii   Thq&Ueq
3627 0x00038e44 0x0043ce44 4   6    .rsrc   utf8    Eϒ}L blocks=Basic Latin,Greek and Coptic
3628 0x00038e58 0x0043ce58 5   6    .rsrc   ascii   PK|+X
3629 0x00038e9c 0x0043ce9c 7   11   .rsrc   utf8    9M]\feɷ blocks=Basic Latin,Private Use Area,IPA Extensions
3630 0x00038ea7 0x0043cea7 4   5    .rsrc   ascii   s\f0-
3631 0x00038eaf 0x0043ceaf 5   7    .rsrc   utf8    \xEؕ{ blocks=Basic Latin,Arabic
3632 0x00038ec8 0x0043cec8 5   9    .rsrc   utf8    Gįx®F blocks=Basic Latin,Latin Extended-A,Latin-1 Supplement
3633 0x00038f12 0x0043cf12 4   6    .rsrc   utf8    PA݁r blocks=Basic Latin,Syriac
3634 0x00038f67 0x0043cf67 4   6    .rsrc   utf8    *?\f6
3635 0x00038fbb 0x0043cfbb 4   6    .rsrc   utf8    AzK̩ blocks=Basic Latin,Combining Diacritical Marks
3636 0x00038fc2 0x0043cfc2 4   7    .rsrc   utf8    #k걡\ blocks=Basic Latin,Hangul Syllables
3637 0x00038ffd 0x0043cffd 4   5    .rsrc   ascii   ToKf
3638 0x00039007 0x0043d007 4   5    .rsrc   ascii   O;;c
3639 0x000390b7 0x0043d0b7 4   5    .rsrc   ascii   Gi$t
3640 0x000390cc 0x0043d0cc 6   7    .rsrc   ascii   kwoqD&
3641 0x000390e6 0x0043d0e6 7   8    .rsrc   ascii   r7M'`y\b
3642 0x000390fb 0x0043d0fb 4   5    .rsrc   ascii   }/9;
3643 0x00039110 0x0043d110 5   6    .rsrc   ascii   +q% V
3644 0x00039186 0x0043d186 4   5    .rsrc   ascii   6*Co
3645 0x000391a4 0x0043d1a4 5   6    .rsrc   ascii   ]lI=U
3646 0x000391b6 0x0043d1b6 4   5    .rsrc   ascii   ez|!
3647 0x000391c8 0x0043d1c8 5   7    .rsrc   utf8    wϛjl( blocks=Basic Latin,Greek and Coptic
3648 0x000391db 0x0043d1db 5   7    .rsrc   utf8    Q.=sǬ blocks=Basic Latin,Latin Extended-B
3649 0x000391f0 0x0043d1f0 4   5    .rsrc   ascii   7T 5
3650 0x000392a2 0x0043d2a2 5   6    .rsrc   ascii   Xu>]n
3651 0x000392c5 0x0043d2c5 4   5    .rsrc   ascii   P$l\r
3652 0x00039379 0x0043d379 4   5    .rsrc   ascii   )S#x
3653 0x000393b2 0x0043d3b2 4   5    .rsrc   ascii   66S#
3654 0x000393f9 0x0043d3f9 4   5    .rsrc   ascii   I)\b,
3655 0x00039402 0x0043d402 6   8    .rsrc   utf8    70uS*َ blocks=Basic Latin,Arabic
3656 0x00039429 0x0043d429 5   6    .rsrc   ascii   M0#^$
3657 0x00039472 0x0043d472 7   9    .rsrc   utf8    1C>g$¡% blocks=Basic Latin,Latin-1 Supplement
3658 0x000394a8 0x0043d4a8 4   5    .rsrc   ascii   `eg;
3659 0x000394bb 0x0043d4bb 4   5    .rsrc   ascii   _}6D
3660 0x000394df 0x0043d4df 5   6    .rsrc   ascii   f*dK 
3661 0x000394f8 0x0043d4f8 5   6    .rsrc   ascii   6Fp3g
3662 0x000395b2 0x0043d5b2 4   5    .rsrc   ascii   |=e\b
3663 0x000395c4 0x0043d5c4 6   9    .rsrc   utf8    HN^ɦ̌{ blocks=Basic Latin,IPA Extensions,Combining Diacritical Marks
3664 0x000395fd 0x0043d5fd 4   5    .rsrc   ascii   h\f.}
3665 0x000396a1 0x0043d6a1 5   6    .rsrc   ascii   >x(GD
3666 0x000396b3 0x0043d6b3 5   6    .rsrc   ascii   \eB[>m
3667 0x000396db 0x0043d6db 4   5    .rsrc   ascii   gbYM
3668 0x0003977c 0x0043d77c 4   5    .rsrc   ascii   Mh6k
3669 0x0003978a 0x0043d78a 4   5    .rsrc   ascii   x \rL
3670 0x000397a4 0x0043d7a4 5   7    .rsrc   utf8    7Wy ˹ blocks=Basic Latin,Spacing Modifier Letters
3671 0x000397ad 0x0043d7ad 4   5    .rsrc   ascii   .Q~&
3672 0x000397dc 0x0043d7dc 6   7    .rsrc   ascii   U3h"%c
3673 0x00039807 0x0043d807 4   6    .rsrc   utf8    yݪfL blocks=Basic Latin,Arabic Supplement
3674 0x00039816 0x0043d816 4   5    .rsrc   ascii   j#ny
3675 0x0003981b 0x0043d81b 4   5    .rsrc   ascii   Ow[y
3676 0x00039825 0x0043d825 6   7    .rsrc   ascii   _?\raz`
3677 0x00039845 0x0043d845 5   6    .rsrc   ascii   D5)]r
3678 0x00039854 0x0043d854 4   5    .rsrc   ascii   \rJtu
3679 0x0003985f 0x0043d85f 5   6    .rsrc   ascii   0<w\rl
3680 0x0003990a 0x0043d90a 4   5    .rsrc   ascii   \a,EA
3681 0x0003991d 0x0043d91d 4   5    .rsrc   ascii   m`7\
3682 0x00039922 0x0043d922 5   6    .rsrc   ascii   922>N
3683 0x0003995a 0x0043d95a 4   6    .rsrc   utf8    ݽS|# blocks=Arabic Supplement,Basic Latin
3684 0x00039972 0x0043d972 4   5    .rsrc   ascii   =L12
3685 0x0003999b 0x0043d99b 4   5    .rsrc   ascii   D6op
3686 0x000399a2 0x0043d9a2 5   6    .rsrc   ascii   \fKSU 
3687 0x000399ba 0x0043d9ba 4   5    .rsrc   ascii   #&](
3688 0x000399f1 0x0043d9f1 4   6    .rsrc   utf8    !ky܀ blocks=Basic Latin,Syriac
3689 0x000399f7 0x0043d9f7 4   5    .rsrc   ascii   ^)6M
3690 0x00039a0a 0x0043da0a 5   7    .rsrc   utf8    ηV7Gv blocks=Greek and Coptic,Basic Latin
3691 0x00039a2f 0x0043da2f 4   5    .rsrc   ascii   q_Rn
3692 0x00039a3d 0x0043da3d 5   6    .rsrc   ascii   ~]P%C
3693 0x00039a5e 0x0043da5e 4   5    .rsrc   ascii   E?~,
3694 0x00039a67 0x0043da67 4   5    .rsrc   ascii   Mdke
3695 0x00039a86 0x0043da86 4   5    .rsrc   ascii   Hk}[
3696 0x00039ac8 0x0043dac8 11  12   .rsrc   ascii   O~;"8\ed,\b3|
3697 0x00039b2a 0x0043db2a 4   5    .rsrc   ascii   lM%{
3698 0x00039ba6 0x0043dba6 4   5    .rsrc   ascii   ,m;9
3699 0x00039bb8 0x0043dbb8 4   6    .rsrc   utf8    Y\viƺ blocks=Basic Latin,Latin Extended-B
3700 0x00039bca 0x0043dbca 4   5    .rsrc   ascii   Q&X6
3701 0x00039bd3 0x0043dbd3 4   5    .rsrc   ascii   Z`(5
3702 0x00039bf6 0x0043dbf6 4   7    .rsrc   utf8    |㣨,/ blocks=Basic Latin,CJK Unified Ideographs Extension A
3703 0x00039c27 0x0043dc27 4   5    .rsrc   ascii   S1Ay
3704 0x00039c56 0x0043dc56 5   6    .rsrc   ascii   Ol8i2
3705 0x00039c7d 0x0043dc7d 5   6    .rsrc   ascii   Z/g1&
3706 0x00039cab 0x0043dcab 5   6    .rsrc   ascii   2b<xV
3707 0x00039cc1 0x0043dcc1 4   5    .rsrc   ascii   {un`
3708 0x00039d76 0x0043dd76 4   5    .rsrc   ascii   \abet
3709 0x00039d9d 0x0043dd9d 4   5    .rsrc   ascii   -Lz'
3710 0x00039dba 0x0043ddba 5   7    .rsrc   utf8    cvɿ\eX blocks=Basic Latin,IPA Extensions
3711 0x00039e01 0x0043de01 4   5    .rsrc   ascii   $\v;\b
3712 0x00039e48 0x0043de48 6   8    .rsrc   utf8    ̯Im)sU blocks=Combining Diacritical Marks,Basic Latin
3713 0x00039e79 0x0043de79 6   7    .rsrc   ascii   ,g<+fK
3714 0x00039eb7 0x0043deb7 5   6    .rsrc   ascii   %K%\aI
3715 0x00039f38 0x0043df38 5   7    .rsrc   utf8    0nޗ#8 blocks=Basic Latin,Thaana
3716 0x00039f59 0x0043df59 5   8    .rsrc   utf8    u눉=ed blocks=Basic Latin,Hangul Syllables
3717 0x00039f7c 0x0043df7c 5   6    .rsrc   ascii   o\ffU+
3718 0x00039f97 0x0043df97 6   9    .rsrc   utf8    V˟)n|ֆ blocks=Basic Latin,Spacing Modifier Letters,Armenian
3719 0x00039fc8 0x0043dfc8 4   6    .rsrc   utf8    SћT\n blocks=Basic Latin,Cyrillic
3720 0x00039fea 0x0043dfea 4   6    .rsrc   utf8    PTΫE blocks=Basic Latin,Greek and Coptic
3721 0x00039ff8 0x0043dff8 5   6    .rsrc   ascii   @v69B
3722 0x0003a022 0x0043e022 4   5    .rsrc   ascii   ?\aI_
3723 0x0003a083 0x0043e083 4   6    .rsrc   utf8    1V̕E blocks=Basic Latin,Combining Diacritical Marks
3724 0x0003a101 0x0043e101 4   6    .rsrc   utf8    zd2֠ blocks=Basic Latin,Hebrew
3725 0x0003a16e 0x0043e16e 4   5    .rsrc   ascii   Rd\e4
3726 0x0003a1c3 0x0043e1c3 5   6    .rsrc   ascii   u_Fy\n
3727 0x0003a243 0x0043e243 4   5    .rsrc   ascii   aGAe
