[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4693 0x0001df68 0x0041e968 19  20   .rdata  ascii   EnumFontFamiliesExW
4694 0x0001df7e 0x0041e97e 10  11   .rdata  ascii   SetBkColor
4695 0x0001df8c 0x0041e98c 15  16   .rdata  ascii   GetTextMetricsA
4696 0x0001df9e 0x0041e99e 8   9    .rdata  ascii   MoveToEx
4697 0x0001dfaa 0x0041e9aa 19  20   .rdata  ascii   GetTextExtentPointA
4698 0x0001dfc0 0x0041e9c0 13  14   .rdata  ascii   GetDeviceCaps
4699 0x0001dfd0 0x0041e9d0 11  12   .rdata  ascii   ExtTextOutA
4700 0x0001dfde 0x0041e9de 6   7    .rdata  ascii   LineTo
4701 0x0001dfe8 0x0041e9e8 9   10   .rdata  ascii   SetBkMode
4702 0x0001dff4 0x0041e9f4 19  20   .rdata  ascii   CreateFontIndirectW
4703 0x0001e00a 0x0041ea0a 19  20   .rdata  ascii   CreateFontIndirectA
4704 0x0001e020 0x0041ea20 11  12   .rdata  ascii   ExtTextOutW
4705 0x0001e02e 0x0041ea2e 19  20   .rdata  ascii   GetTextExtentPointW
4706 0x0001e044 0x0041ea44 14  15   .rdata  ascii   GetStockObject
4707 0x0001e056 0x0041ea56 15  16   .rdata  ascii   GetTextMetricsW
4708 0x0001e066 0x0041ea66 9   10   .rdata  ascii   gdi32.dll
4709 0x0001e072 0x0041ea72 9   10   .rdata  ascii   DoRequest
4710 0x0001e07e 0x0041ea7e 18  19   .rdata  ascii   AllocateAttributes
4711 0x0001e094 0x0041ea94 11  12   .rdata  ascii   MemAllocIas
4712 0x0001e0a2 0x0041eaa2 13  14   .rdata  ascii   InitializeIas
4713 0x0001e0b2 0x0041eab2 14  15   .rdata  ascii   FreeAttributes
4714 0x0001e0c4 0x0041eac4 10  11   .rdata  ascii   MemFreeIas
4715 0x0001e0d2 0x0041ead2 11  12   .rdata  ascii   ShutdownIas
4716 0x0001e0de 0x0041eade 11  12   .rdata  ascii   iashlpr.dll
4717 0x0001e0ec 0x0041eaec 20  21   .rdata  ascii   GetAdaptersAddresses
4718 0x0001e102 0x0041eb02 12  13   .rdata  ascii   iphlpapi.dll
4719 0x0001e112 0x0041eb12 19  20   .rdata  ascii   WaitForSingleObject
4720 0x0001e128 0x0041eb28 15  16   .rdata  ascii   GetCommandLineW
4721 0x0001e13a 0x0041eb3a 18  19   .rdata  ascii   OutputDebugStringA
4722 0x0001e150 0x0041eb50 9   10   .rdata  ascii   lstrcmpiA
4723 0x0001e15c 0x0041eb5c 12  13   .rdata  ascii   IsBadCodePtr
4724 0x0001e16c 0x0041eb6c 17  18   .rdata  ascii   GetDiskFreeSpaceA
4725 0x0001e180 0x0041eb80 14  15   .rdata  ascii   SetHandleCount
4726 0x0001e192 0x0041eb92 21  22   .rdata  ascii   WaitForSingleObjectEx
4727 0x0001e1aa 0x0041ebaa 12  13   .rdata  ascii   GetLocalTime
4728 0x0001e1ba 0x0041ebba 11  12   .rdata  ascii   GetFileType
4729 0x0001e1c8 0x0041ebc8 11  12   .rdata  ascii   HeapDestroy
4730 0x0001e1d6 0x0041ebd6 15  16   .rdata  ascii   GetStartupInfoA
4731 0x0001e1e8 0x0041ebe8 15  16   .rdata  ascii   GetCommandLineA
4732 0x0001e1fa 0x0041ebfa 25  26   .rdata  ascii   QueryPerformanceFrequency
4733 0x0001e216 0x0041ec16 11  12   .rdata  ascii   FreeLibrary
4734 0x0001e224 0x0041ec24 9   10   .rdata  ascii   CopyFileA
4735 0x0001e230 0x0041ec30 18  19   .rdata  ascii   GetModuleFileNameW
4736 0x0001e246 0x0041ec46 24  25   .rdata  ascii   UnhandledExceptionFilter
4737 0x0001e262 0x0041ec62 16  17   .rdata  ascii   CreateDirectoryW
4738 0x0001e276 0x0041ec76 6   7    .rdata  ascii   MulDiv
4739 0x0001e280 0x0041ec80 24  25   .rdata  ascii   WaitForMultipleObjectsEx
4740 0x0001e29c 0x0041ec9c 22  23   .rdata  ascii   InterlockedExchangeAdd
4741 0x0001e2b6 0x0041ecb6 9   10   .rdata  ascii   lstrcmpiW
4742 0x0001e2c2 0x0041ecc2 12  13   .rdata  ascii   ReleaseMutex
4743 0x0001e2d2 0x0041ecd2 12  13   .rdata  ascii   VirtualQuery
4744 0x0001e2e2 0x0041ece2 11  12   .rdata  ascii   CreateFileA
4745 0x0001e2f0 0x0041ecf0 14  15   .rdata  ascii   GetTimeFormatW
4746 0x0001e302 0x0041ed02 20  21   .rdata  ascii   DelayLoadFailureHook
4747 0x0001e31a 0x0041ed1a 20  21   .rdata  ascii   InterlockedIncrement
4748 0x0001e332 0x0041ed32 9   10   .rdata  ascii   HeapAlloc
4749 0x0001e33e 0x0041ed3e 20  21   .rdata  ascii   GetCurrentDirectoryW
4750 0x0001e356 0x0041ed56 13  14   .rdata  ascii   GetSystemInfo
4751 0x0001e366 0x0041ed66 17  18   .rdata  ascii   GetShortPathNameW
4752 0x0001e37a 0x0041ed7a 9   10   .rdata  ascii   lstrcpynW
4753 0x0001e386 0x0041ed86 12  13   .rdata  ascii   LoadLibraryW
4754 0x0001e396 0x0041ed96 25  26   .rdata  ascii   IsProcessorFeaturePresent
4755 0x0001e3b2 0x0041edb2 27  28   .rdata  ascii   RegisterWaitForSingleObject
4756 0x0001e3d0 0x0041edd0 15  16   .rdata  ascii   UnmapViewOfFile
4757 0x0001e3e2 0x0041ede2 14  15   .rdata  ascii   GetProfileIntW
4758 0x0001e3f4 0x0041edf4 11  12   .rdata  ascii   OpenProcess
4759 0x0001e402 0x0041ee02 12  13   .rdata  ascii   GlobalUnlock
4760 0x0001e412 0x0041ee12 12  13   .rdata  ascii   GetStdHandle
4761 0x0001e422 0x0041ee22 12  13   .rdata  ascii   CreateEventA
4762 0x0001e432 0x0041ee32 10  11   .rdata  ascii   ResetEvent
4763 0x0001e440 0x0041ee40 18  19   .rdata  ascii   GetUserDefaultLCID
4764 0x0001e456 0x0041ee56 10  11   .rdata  ascii   GetVersion
4765 0x0001e464 0x0041ee64 11  12   .rdata  ascii   TlsSetValue
4766 0x0001e472 0x0041ee72 14  15   .rdata  ascii   GetLocaleInfoA
4767 0x0001e484 0x0041ee84 12  13   .rdata  ascii   SetEndOfFile
4768 0x0001e494 0x0041ee94 8   9    .rdata  ascii   TlsAlloc
4769 0x0001e4a0 0x0041eea0 19  20   .rdata  ascii   GetSystemDirectoryA
4770 0x0001e4b6 0x0041eeb6 13  14   .rdata  ascii   IsValidLocale
4771 0x0001e4c6 0x0041eec6 8   9    .rdata  ascii   ReadFile
4772 0x0001e4d2 0x0041eed2 12  13   .rdata  ascii   QueueUserAPC
4773 0x0001e4e2 0x0041eee2 23  24   .rdata  ascii   SetEnvironmentVariableW
4774 0x0001e4fc 0x0041eefc 8   9    .rdata  ascii   lstrcmpA
4775 0x0001e508 0x0041ef08 20  21   .rdata  ascii   LeaveCriticalSection
4776 0x0001e520 0x0041ef20 9   10   .rdata  ascii   WriteFile
4777 0x0001e52c 0x0041ef2c 16  17   .rdata  ascii   SetWaitableTimer
4778 0x0001e540 0x0041ef40 8   9    .rdata  ascii   lstrcpyW
4779 0x0001e54c 0x0041ef4c 23  24   .rdata  ascii   SetEnvironmentVariableA
4780 0x0001e566 0x0041ef66 15  16   .rdata  ascii   DuplicateHandle
4781 0x0001e578 0x0041ef78 19  20   .rdata  ascii   WideCharToMultiByte
4782 0x0001e58e 0x0041ef8e 14  15   .rdata  ascii   GetTimeFormatA
4783 0x0001e5a0 0x0041efa0 20  21   .rdata  ascii   SetCurrentDirectoryW
4784 0x0001e5b8 0x0041efb8 14  15   .rdata  ascii   GetProcessHeap
4785 0x0001e5ca 0x0041efca 13  14   .rdata  ascii   IsBadWritePtr
4786 0x0001e5da 0x0041efda 14  15   .rdata  ascii   SizeofResource
4787 0x0001e5ec 0x0041efec 8   9    .rdata  ascii   lstrcmpW
4788 0x0001e5f8 0x0041eff8 14  15   .rdata  ascii   CompareStringA
4789 0x0001e60a 0x0041f00a 16  17   .rdata  ascii   GetComputerNameW
4790 0x0001e61e 0x0041f01e 12  13   .rdata  ascii   LCMapStringW
4791 0x0001e62e 0x0041f02e 9   10   .rdata  ascii   MoveFileW
4792 0x0001e63a 0x0041f03a 12  13   .rdata  ascii   SetLastError
4793 0x0001e64a 0x0041f04a 12  13   .rdata  ascii   GetLastError
4794 0x0001e65a 0x0041f05a 13  14   .rdata  ascii   FindNextFileW
4795 0x0001e66a 0x0041f06a 15  16   .rdata  ascii   DeviceIoControl
4796 0x0001e67c 0x0041f07c 10  11   .rdata  ascii   HeapCreate
4797 0x0001e68a 0x0041f08a 23  24   .rdata  ascii   QueryPerformanceCounter
4798 0x0001e6a4 0x0041f0a4 29  30   .rdata  ascii   RegisterWaitForSingleObjectEx
4799 0x0001e6c4 0x0041f0c4 20  21   .rdata  ascii   GetSystemDefaultLCID
4800 0x0001e6dc 0x0041f0dc 27  28   .rdata  ascii   SetUnhandledExceptionFilter
4801 0x0001e6fa 0x0041f0fa 22  23   .rdata  ascii   GetSystemDefaultLangID
4802 0x0001e714 0x0041f114 14  15   .rdata  ascii   RaiseException
4803 0x0001e726 0x0041f126 8   9    .rdata  ascii   lstrcpyA
4804 0x0001e732 0x0041f132 22  23   .rdata  ascii   GetEnvironmentStringsW
4805 0x0001e74c 0x0041f14c 18  19   .rdata  ascii   VerifyVersionInfoW
4806 0x0001e762 0x0041f162 18  19   .rdata  ascii   SetFileAttributesA
4807 0x0001e778 0x0041f178 18  19   .rdata  ascii   GetCurrentThreadId
4808 0x0001e78e 0x0041f18e 18  19   .rdata  ascii   EnumSystemLocalesA
4809 0x0001e7a4 0x0041f1a4 22  23   .rdata  ascii   WaitForMultipleObjects
4810 0x0001e7be 0x0041f1be 14  15   .rdata  ascii   GetDateFormatA
4811 0x0001e7d0 0x0041f1d0 6   7    .rdata  ascii   GetACP
4812 0x0001e7da 0x0041f1da 20  21   .rdata  ascii   CreateWaitableTimerW
4813 0x0001e7f2 0x0041f1f2 7   8    .rdata  ascii   TlsFree
4814 0x0001e7fc 0x0041f1fc 16  17   .rdata  ascii   VirtualProtectEx
4815 0x0001e810 0x0041f210 20  21   .rdata  ascii   GetWindowsDirectoryW
4816 0x0001e828 0x0041f228 12  13   .rdata  ascii   LCMapStringA
4817 0x0001e838 0x0041f238 8   9    .rdata  ascii   GetOEMCP
4818 0x0001e844 0x0041f244 10  11   .rdata  ascii   OpenMutexW
4819 0x0001e852 0x0041f252 20  21   .rdata  ascii   InterlockedDecrement
4820 0x0001e86a 0x0041f26a 9   10   .rdata  ascii   FindClose
4821 0x0001e876 0x0041f276 18  19   .rdata  ascii   GetFileAttributesA
4822 0x0001e88c 0x0041f28c 14  15   .rdata  ascii   SetFilePointer
4823 0x0001e89e 0x0041f29e 10  11   .rdata  ascii   GlobalLock
4824 0x0001e8ac 0x0041f2ac 16  17   .rdata  ascii   GetModuleHandleA
4825 0x0001e8c0 0x0041f2c0 12  13   .rdata  ascii   LockResource
4826 0x0001e8d0 0x0041f2d0 11  12   .rdata  ascii   DeleteFileW
4827 0x0001e8de 0x0041f2de 18  19   .rdata  ascii   GetModuleFileNameA
4828 0x0001e8f4 0x0041f2f4 22  23   .rdata  ascii   GetTimeZoneInformation
4829 0x0001e90e 0x0041f30e 13  14   .rdata  ascii   FatalAppExitA
4830 0x0001e91e 0x0041f31e 14  15   .rdata  ascii   CompareStringW
4831 0x0001e930 0x0041f330 20  21   .rdata  ascii   GetWindowsDirectoryA
4832 0x0001e948 0x0041f348 23  24   .rdata  ascii   FreeEnvironmentStringsW
4833 0x0001e962 0x0041f362 14  15   .rdata  ascii   VirtualProtect
4834 0x0001e974 0x0041f374 21  22   .rdata  ascii   GetEnvironmentStrings
4835 0x0001e98c 0x0041f38c 11  12   .rdata  ascii   CreateFileW
4836 0x0001e99a 0x0041f39a 13  14   .rdata  ascii   GetVersionExW
4837 0x0001e9aa 0x0041f3aa 10  11   .rdata  ascii   LocalAlloc
4838 0x0001e9b8 0x0041f3b8 11  12   .rdata  ascii   GetFileSize
4839 0x0001e9c6 0x0041f3c6 23  24   .rdata  ascii   GetEnvironmentVariableW
4840 0x0001e9e0 0x0041f3e0 7   8    .rdata  ascii   WinExec
4841 0x0001e9ea 0x0041f3ea 8   9    .rdata  ascii   HeapFree
4842 0x0001e9f6 0x0041f3f6 11  12   .rdata  ascii   CloseHandle
4843 0x0001ea04 0x0041f404 25  26   .rdata  ascii   ExpandEnvironmentStringsW
4844 0x0001ea20 0x0041f420 12  13   .rdata  ascii   LocalReAlloc
4845 0x0001ea30 0x0041f430 23  24   .rdata  ascii   FreeEnvironmentStringsA
4846 0x0001ea4a 0x0041f44a 10  11   .rdata  ascii   OpenEventW
4847 0x0001ea58 0x0041f458 14  15   .rdata  ascii   GetProcAddress
4848 0x0001ea6a 0x0041f46a 17  18   .rdata  ascii   GetCurrentProcess
4849 0x0001ea7e 0x0041f47e 9   10   .rdata  ascii   LocalFree
4850 0x0001ea8a 0x0041f48a 14  15   .rdata  ascii   GetStringTypeW
4851 0x0001ea9c 0x0041f49c 16  17   .rdata  ascii   OpenFileMappingW
4852 0x0001eab0 0x0041f4b0 16  17   .rdata  ascii   UnregisterWaitEx
4853 0x0001eac4 0x0041f4c4 14  15   .rdata  ascii   GetDateFormatW
4854 0x0001ead6 0x0041f4d6 8   9    .rdata  ascii   lstrcatW
4855 0x0001eae2 0x0041f4e2 14  15   .rdata  ascii   LoadLibraryExA
4856 0x0001eaf4 0x0041f4f4 16  17   .rdata  ascii   GetModuleHandleW
4857 0x0001eb08 0x0041f508 15  16   .rdata  ascii   GetThreadLocale
4858 0x0001eb1a 0x0041f51a 16  17   .rdata  ascii   RemoveDirectoryW
4859 0x0001eb2e 0x0041f52e 8   9    .rdata  ascii   lstrlenA
4860 0x0001eb3a 0x0041f53a 10  11   .rdata  ascii   GlobalFree
4861 0x0001eb48 0x0041f548 11  12   .rdata  ascii   GlobalAlloc
4862 0x0001eb56 0x0041f556 25  26   .rdata  ascii   InitializeCriticalSection
4863 0x0001eb72 0x0041f572 14  15   .rdata  ascii   GetStringTypeA
4864 0x0001eb84 0x0041f584 21  22   .rdata  ascii   SetConsoleCtrlHandler
4865 0x0001eb9c 0x0041f59c 18  19   .rdata  ascii   SetFileAttributesW
4866 0x0001ebb2 0x0041f5b2 5   6    .rdata  ascii   Sleep
4867 0x0001ebba 0x0041f5ba 14  15   .rdata  ascii   GetBinaryTypeA
4868 0x0001ebcc 0x0041f5cc 18  19   .rdata  ascii   GetComputerNameExW
4869 0x0001ebe2 0x0041f5e2 19  20   .rdata  ascii   GetOverlappedResult
4870 0x0001ebf8 0x0041f5f8 19  20   .rdata  ascii   GetSystemDirectoryW
4871 0x0001ec0e 0x0041f60e 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
4872 0x0001ec36 0x0041f636 9   10   .rdata  ascii   RtlUnwind
4873 0x0001ec42 0x0041f642 8   9    .rdata  ascii   SetEvent
4874 0x0001ec4e 0x0041f64e 14  15   .rdata  ascii   GlobalAddAtomW
4875 0x0001ec60 0x0041f660 26  27   .rdata  ascii   InterlockedCompareExchange
4876 0x0001ec7e 0x0041f67e 17  18   .rdata  ascii   IsDebuggerPresent
4877 0x0001ec92 0x0041f692 18  19   .rdata  ascii   OutputDebugStringW
4878 0x0001eca8 0x0041f6a8 12  13   .rdata  ascii   CreateThread
4879 0x0001ecb8 0x0041f6b8 12  13   .rdata  ascii   VirtualAlloc
4880 0x0001ecc8 0x0041f6c8 13  14   .rdata  ascii   GetVersionExA
4881 0x0001ecd8 0x0041f6d8 23  24   .rdata  ascii   GetEnvironmentVariableA
4882 0x0001ecf2 0x0041f6f2 16  17   .rdata  ascii   GetComputerNameA
4883 0x0001ed06 0x0041f706 11  12   .rdata  ascii   VirtualFree
4884 0x0001ed14 0x0041f714 14  15   .rdata  ascii   SwitchToThread
4885 0x0001ed26 0x0041f726 18  19   .rdata  ascii   GetFileAttributesW
4886 0x0001ed3c 0x0041f73c 13  14   .rdata  ascii   MapViewOfFile
4887 0x0001ed4c 0x0041f74c 16  17   .rdata  ascii   TerminateProcess
4888 0x0001ed60 0x0041f760 12  13   .rdata  ascii   GlobalHandle
4889 0x0001ed70 0x0041f770 15  16   .rdata  ascii   IsValidCodePage
4890 0x0001ed82 0x0041f782 16  17   .rdata  ascii   GetLongPathNameW
4891 0x0001ed96 0x0041f796 13  14   .rdata  ascii   GlobalReAlloc
4892 0x0001eda6 0x0041f7a6 12  13   .rdata  ascii   LoadResource
4893 0x0001edb6 0x0041f7b6 16  17   .rdata  ascii   GlobalDeleteAtom
4894 0x0001edca 0x0041f7ca 9   10   .rdata  ascii   lstrcpynA
4895 0x0001edd6 0x0041f7d6 12  13   .rdata  ascii   IsBadReadPtr
4896 0x0001ede6 0x0041f7e6 19  20   .rdata  ascii   GetCurrentProcessId
4897 0x0001edfc 0x0041f7fc 14  15   .rdata  ascii   GetLocaleInfoW
4898 0x0001ee0e 0x0041f80e 15  16   .rdata  ascii   FindResourceExA
4899 0x0001ee20 0x0041f820 14  15   .rdata  ascii   FindFirstFileW
4900 0x0001ee32 0x0041f832 12  13   .rdata  ascii   CreateEventW
4901 0x0001ee42 0x0041f842 19  20   .rdata  ascii   MultiByteToWideChar
4902 0x0001ee58 0x0041f858 13  14   .rdata  ascii   FindResourceW
4903 0x0001ee68 0x0041f868 16  17   .rdata  ascii   GetCurrentThread
4904 0x0001ee7c 0x0041f87c 14  15   .rdata  ascii   LoadLibraryExW
4905 0x0001ee8e 0x0041f88e 8   9    .rdata  ascii   lstrcatA
4906 0x0001ee9a 0x0041f89a 21  22   .rdata  ascii   DeleteCriticalSection
4907 0x0001eeb2 0x0041f8b2 17  18   .rdata  ascii   QueueUserWorkItem
4908 0x0001eec6 0x0041f8c6 9   10   .rdata  ascii   GetCPInfo
4909 0x0001eed2 0x0041f8d2 12  13   .rdata  ascii   GetTickCount
4910 0x0001eee2 0x0041f8e2 11  12   .rdata  ascii   TlsGetValue
4911 0x0001eef0 0x0041f8f0 18  19   .rdata  ascii   CreateFileMappingA
4912 0x0001ef06 0x0041f906 12  13   .rdata  ascii   LoadLibraryA
4913 0x0001ef16 0x0041f916 16  17   .rdata  ascii   FlushFileBuffers
4914 0x0001ef2a 0x0041f92a 20  21   .rdata  ascii   EnterCriticalSection
4915 0x0001ef42 0x0041f942 23  24   .rdata  ascii   TryEnterCriticalSection
4916 0x0001ef5c 0x0041f95c 11  12   .rdata  ascii   HeapReAlloc
4917 0x0001ef6a 0x0041f96a 11  12   .rdata  ascii   ExitProcess
4918 0x0001ef78 0x0041f978 19  20   .rdata  ascii   InterlockedExchange
4919 0x0001ef8e 0x0041f98e 11  12   .rdata  ascii   MoveFileExW
4920 0x0001ef9c 0x0041f99c 8   9    .rdata  ascii   lstrlenW
4921 0x0001efa8 0x0041f9a8 25  26   .rdata  ascii   ExpandEnvironmentStringsA
4922 0x0001efc4 0x0041f9c4 24  25   .rdata  ascii   FreeLibraryAndExitThread
4923 0x0001efe0 0x0041f9e0 18  19   .rdata  ascii   GlobalMemoryStatus
4924 0x0001eff6 0x0041f9f6 14  15   .rdata  ascii   FormatMessageW
4925 0x0001f006 0x0041fa06 12  13   .rdata  ascii   kernel32.dll
4926 0x0001f016 0x0041fa16 27  28   .rdata  ascii   LoadPerfCounterTextStringsW
4927 0x0001f034 0x0041fa34 29  30   .rdata  ascii   UnloadPerfCounterTextStringsW
4928 0x0001f052 0x0041fa52 12  13   .rdata  ascii   loadperf.dll
4929 0x0001f062 0x0041fa62 26  27   .rdata  ascii   MprAdminUserWriteProfFlags
4930 0x0001f080 0x0041fa80 28  29   .rdata  ascii   MprAdminUserServerDisconnect
4931 0x0001f0a0 0x0041faa0 13  14   .rdata  ascii   MprInfoDelete
4932 0x0001f0b0 0x0041fab0 25  26   .rdata  ascii   MprAdminUserServerConnect
4933 0x0001f0ca 0x0041faca 10  11   .rdata  ascii   mprapi.dll
4934 0x0001f0de 0x0041fade 7   8    .rdata  ascii   wcspbrk
4935 0x0001f0e8 0x0041fae8 6   7    .rdata  ascii   memset
4936 0x0001f0f2 0x0041faf2 9   10   .rdata  ascii   vswprintf
4937 0x0001f0fe 0x0041fafe 6   7    .rdata  ascii   memcpy
4938 0x0001f108 0x0041fb08 7   8    .rdata  ascii   wcsncpy
4939 0x0001f112 0x0041fb12 10  11   .rdata  ascii   _snwprintf
4940 0x0001f120 0x0041fb20 17  18   .rdata  ascii   ?terminate@@YAXXZ
4941 0x0001f134 0x0041fb34 5   6    .rdata  ascii   fseek
4942 0x0001f13c 0x0041fb3c 11  12   .rdata  ascii   _XcptFilter
4943 0x0001f14a 0x0041fb4a 5   6    .rdata  ascii   fopen
4944 0x0001f152 0x0041fb52 6   7    .rdata  ascii   malloc
4945 0x0001f15c 0x0041fb5c 7   8    .rdata  ascii   wcsrchr
4946 0x0001f166 0x0041fb66 8   9    .rdata  ascii   wcstombs
4947 0x0001f172 0x0041fb72 8   9    .rdata  ascii   mbstowcs
4948 0x0001f17e 0x0041fb7e 8   9    .rdata  ascii   _wgetenv
4949 0x0001f18a 0x0041fb8a 5   6    .rdata  ascii   _wtol
4950 0x0001f192 0x0041fb92 11  12   .rdata  ascii   _wsplitpath
4951 0x0001f1a0 0x0041fba0 8   9    .rdata  ascii   iswdigit
4952 0x0001f1ac 0x0041fbac 9   10   .rdata  ascii   _wcsnicmp
4953 0x0001f1b8 0x0041fbb8 5   6    .rdata  ascii   log10
4954 0x0001f1c0 0x0041fbc0 6   7    .rdata  ascii   wcschr
4955 0x0001f1ca 0x0041fbca 7   8    .rdata  ascii   _onexit
4956 0x0001f1da 0x0041fbda 6   7    .rdata  ascii   strcmp
4957 0x0001f1e4 0x0041fbe4 7   8    .rdata  ascii   _strupr
4958 0x0001f1ee 0x0041fbee 7   8    .rdata  ascii   _strlwr
4959 0x0001f1f8 0x0041fbf8 6   7    .rdata  ascii   strstr
4960 0x0001f202 0x0041fc02 6   7    .rdata  ascii   calloc
4961 0x0001f20c 0x0041fc0c 6   7    .rdata  ascii   strcpy
4962 0x0001f216 0x0041fc16 10  11   .rdata  ascii   _vsnprintf
4963 0x0001f224 0x0041fc24 4   5    .rdata  ascii   time
4964 0x0001f22c 0x0041fc2c 7   8    .rdata  ascii   wcstoul
4965 0x0001f236 0x0041fc36 11  12   .rdata  ascii   __dllonexit
4966 0x0001f244 0x0041fc44 9   10   .rdata  ascii   setlocale
4967 0x0001f250 0x0041fc50 8   9    .rdata  ascii   iswspace
4968 0x0001f262 0x0041fc62 5   6    .rdata  ascii   _itoa
4969 0x0001f26a 0x0041fc6a 5   6    .rdata  ascii   _ltow
4970 0x0001f272 0x0041fc72 4   5    .rdata  ascii   fabs
4971 0x0001f27a 0x0041fc7a 6   7    .rdata  ascii   fclose
4972 0x0001f284 0x0041fc84 9   10   .rdata  ascii   _purecall
4973 0x0001f290 0x0041fc90 6   7    .rdata  ascii   wcstol
4974 0x0001f29a 0x0041fc9a 6   7    .rdata  ascii   wcscmp
4975 0x0001f2a4 0x0041fca4 4   5    .rdata  ascii   acos
4976 0x0001f2ac 0x0041fcac 5   6    .rdata  ascii   srand
4977 0x0001f2b4 0x0041fcb4 6   7    .rdata  ascii   memcmp
4978 0x0001f2be 0x0041fcbe 7   8    .rdata  ascii   _wcslwr
4979 0x0001f2c8 0x0041fcc8 6   7    .rdata  ascii   sscanf
4980 0x0001f2d2 0x0041fcd2 6   7    .rdata  ascii   wcscat
4981 0x0001f2dc 0x0041fcdc 4   5    .rdata  ascii   free
4982 0x0001f2e4 0x0041fce4 6   7    .rdata  ascii   printf
4983 0x0001f2ee 0x0041fcee 5   6    .rdata  ascii   qsort
4984 0x0001f2f6 0x0041fcf6 7   8    .rdata  ascii   strncmp
4985 0x0001f300 0x0041fd00 6   7    .rdata  ascii   wcsstr
4986 0x0001f30a 0x0041fd0a 7   8    .rdata  ascii   wcsncmp
4987 0x0001f314 0x0041fd14 4   5    .rdata  ascii   atol
4988 0x0001f31c 0x0041fd1c 6   7    .rdata  ascii   wcstok
4989 0x0001f326 0x0041fd26 7   8    .rdata  ascii   realloc
4990 0x0001f330 0x0041fd30 6   7    .rdata  ascii   strcat
4991 0x0001f33a 0x0041fd3a 10  11   .rdata  ascii   _amsg_exit
4992 0x0001f348 0x0041fd48 6   7    .rdata  ascii   _ultow
4993 0x0001f352 0x0041fd52 8   9    .rdata  ascii   iswalpha
4994 0x0001f35e 0x0041fd5e 17  18   .rdata  ascii   __CxxFrameHandler
4995 0x0001f372 0x0041fd72 6   7    .rdata  ascii   wcscpy
4996 0x0001f37c 0x0041fd7c 7   8    .rdata  ascii   strncpy
4997 0x0001f386 0x0041fd86 7   8    .rdata  ascii   wcscspn
4998 0x0001f390 0x0041fd90 7   8    .rdata  ascii   sprintf
4999 0x0001f39a 0x0041fd9a 13  14   .rdata  ascii   _resetstkoflw
5000 0x0001f3aa 0x0041fdaa 4   5    .rdata  ascii   rand
5001 0x0001f3b2 0x0041fdb2 5   6    .rdata  ascii   _wtoi
5002 0x0001f3ba 0x0041fdba 8   9    .rdata  ascii   swprintf
5003 0x0001f3c6 0x0041fdc6 7   8    .rdata  ascii   memmove
5004 0x0001f3d0 0x0041fdd0 9   10   .rdata  ascii   _initterm
5005 0x0001f3dc 0x0041fddc 8   9    .rdata  ascii   _wcsicmp
5006 0x0001f3e8 0x0041fde8 7   8    .rdata  ascii   wcsncat
5007 0x0001f3f2 0x0041fdf2 6   7    .rdata  ascii   strlen
5008 0x0001f3fc 0x0041fdfc 6   7    .rdata  ascii   fwrite
5009 0x0001f406 0x0041fe06 5   6    .rdata  ascii   fread
5010 0x0001f40e 0x0041fe0e 6   7    .rdata  ascii   wcslen
5011 0x0001f418 0x0041fe18 5   6    .rdata  ascii   _itow
5012 0x0001f41e 0x0041fe1e 10  11   .rdata  ascii   msvcrt.dll
5013 0x0001f42c 0x0041fe2c 20  21   .rdata  ascii   NetMessageBufferSend
5014 0x0001f442 0x0041fe42 12  13   .rdata  ascii   netapi32.dll
5015 0x0001f452 0x0041fe52 17  18   .rdata  ascii   NtDuplicateObject
5016 0x0001f466 0x0041fe66 24  25   .rdata  ascii   RtlDowncaseUnicodeString
5017 0x0001f482 0x0041fe82 25  26   .rdata  ascii   NtAllocateLocallyUniqueId
5018 0x0001f49e 0x0041fe9e 19  20   .rdata  ascii   RtlGetNtProductType
5019 0x0001f4b4 0x0041feb4 18  19   .rdata  ascii   RtlImpersonateSelf
5020 0x0001f4ca 0x0041feca 12  13   .rdata  ascii   RtlLengthSid
5021 0x0001f4da 0x0041feda 25  26   .rdata  ascii   NtQuerySymbolicLinkObject
5022 0x0001f4f6 0x0041fef6 16  17   .rdata  ascii   NtDuplicateToken
5023 0x0001f50a 0x0041ff0a 16  17   .rdata  ascii   RtlFreeOemString
5024 0x0001f51e 0x0041ff1e 21  22   .rdata  ascii   RtlNtStatusToDosError
5025 0x0001f536 0x0041ff36 18  19   .rdata  ascii   RtlEqualDomainName
5026 0x0001f54c 0x0041ff4c 28  29   .rdata  ascii   RtlDeleteElementGenericTable
5027 0x0001f56c 0x0041ff6c 33  34   .rdata  ascii   RtlUpcaseUnicodeStringToOemString
5028 0x0001f590 0x0041ff90 7   8    .rdata  ascii   NtClose
5029 0x0001f59a 0x0041ff9a 20  21   .rdata  ascii   RtlCopyUnicodeString
5030 0x0001f5b2 0x0041ffb2 11  12   .rdata  ascii   NtCreateKey
5031 0x0001f5c0 0x0041ffc0 23  24   .rdata  ascii   RtlEnterCriticalSection
5032 0x0001f5da 0x0041ffda 20  21   .rdata  ascii   RtlInitUnicodeString
