[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5324  0x000967f3 0x004973f3 6   7    .text   ascii   rr\tjrZ
5325  0x00096a11 0x00497611 4   5    .text   ascii   PWRQ
5326  0x00096a65 0x00497665 9   11   .text   utf8    E\f3ɋU\bSV3 blocks=Basic Latin,Latin Extended-B
5327  0x00096a74 0x00497674 4   5    .text   ascii   r\b8H
5328  0x00096b44 0x00497744 4   5    .text   ascii   u\n_3
5329  0x00096c98 0x00497898 4   7    .text   utf8    +ЉMȋ blocks=Basic Latin,Cyrillic,Latin Extended-B
5330  0x00096cd8 0x004978d8 5   6    .text   ascii   u\v^_3
5331  0x00096ce3 0x004978e3 6   9    .text   utf8    ]Ë}ȋE\f blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
5332  0x00096d13 0x00497913 4   7    .text   utf8    +IEą blocks=Basic Latin,Latin Extended-A
5333  0x00096e2a 0x00497a2a 5   8    .text   utf8    3\tu؉] blocks=Basic Latin,Arabic
5334  0x00096e44 0x00497a44 6   8    .text   utf8    wIPS3ɋ blocks=Basic Latin,Latin Extended-B
5335  0x00096ebe 0x00497abe 4   7    .text   utf8    e؋ȋE blocks=Basic Latin,Arabic,Latin Extended-B
5336  0x00097018 0x00497c18 4   5    .text   ascii   9u\fr
5337  0x00097046 0x00497c46 5   6    .text   ascii   \f9u\fs
5338  0x00097061 0x00497c61 5   7    .text   utf8    X_^]Ë blocks=Basic Latin,Latin-1 Supplement
5339  0x000970c3 0x00497cc3 4   5    .text   ascii   uiQQ
5340  0x00097143 0x00497d43 4   5    .text   ascii   E\bYY
5341  0x000972b5 0x00497eb5 5   6    .text   ascii   d$\buZ
5342  0x000972f1 0x00497ef1 4   5    .text   ascii   d$\bu
5343  0x00097313 0x00497f13 4   6    .text   utf8    ÍT$\f blocks=Latin-1 Supplement,Basic Latin
5344  0x00097386 0x00497f86 4   5    .text   ascii   \r@*L
5345  0x000973a3 0x00497fa3 4   5    .text   ascii   \r@*L
5346  0x000973b2 0x00497fb2 5   7    .text   utf8    ZÍT$\b blocks=Basic Latin,Latin-1 Supplement
5347  0x000973ee 0x00497fee 5   7    .text   utf8    učT$\b blocks=Basic Latin,Latin Extended-A
5348  0x00097411 0x00498011 5   6    .text   ascii   \vT$\bu
5349  0x00097453 0x00498053 4   5    .text   ascii   D$\f%
5350  0x0009745b 0x0049805b 4   5    .text   ascii   \vD$\b
5351  0x000974d2 0x004980d2 4   5    .text   ascii   - @L
5352  0x000974f0 0x004980f0 4   5    .text   ascii   \rD*L
5353  0x00097515 0x00498115 8   9    .text   ascii   t\f;E\ft\a@
5354  0x0009753e 0x0049813e 4   5    .text   ascii   j X+
5355  0x00097547 0x00498147 5   7    .text   utf8    #ЋE\f; blocks=Basic Latin,Cyrillic
5356  0x000975c8 0x004981c8 5   7    .text   utf8    #ЋE\f; blocks=Basic Latin,Cyrillic
5357  0x00097658 0x00498258 4   5    .text   ascii   M\bVW
5358  0x00097696 0x00498296 4   5    .text   ascii   j X+
5359  0x000976b9 0x004982b9 7   8    .text   ascii   t\rf9:t\b
5360  0x000976e4 0x004982e4 4   6    .text   utf8    Wɍ\fJ blocks=Basic Latin,Latin Extended-B
5361  0x00097708 0x00498308 6   7    .text   ascii   \bf9:t\a
5362  0x0009777e 0x0049837e 7   8    .text   ascii   t\rf9:t\b
5363  0x000977a5 0x004983a5 4   6    .text   utf8    +ȍ\fJ blocks=Basic Latin,Latin Extended-B
5364  0x000977cc 0x004983cc 6   7    .text   ascii   \bf9:t\a
5365  0x000977eb 0x004983eb 5   6    .text   ascii   f9:t\a
5366  0x0009785f 0x0049845f 4   6    .text   utf8    \arЍC blocks=Basic Latin,Cyrillic
5367  0x00097909 0x00498509 5   6    .text   ascii   PPPPP
5368  0x00097a28 0x00498628 5   6    .text   ascii   PPPPP
5369  0x00097b33 0x00498733 4   5    .text   ascii   t+SS
5370  0x00097b95 0x00498795 4   5    .text   ascii   }\fWV
5371  0x00097ba3 0x004987a3 5   8    .text   utf8    u'NV踜 blocks=Basic Latin,CJK Unified Ideographs
5372  0x00097bbe 0x004987be 4   5    .text   ascii   \aQWV
5373  0x00097bd0 0x004987d0 5   7    .text   utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
5374  0x00097bdd 0x004987dd 6   7    .text   ascii   u\fWj\aY
5375  0x00097c65 0x00498865 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
5376  0x00097cd2 0x004988d2 7   8    .text   ascii   u\ajbZRX
5377  0x00098054 0x00498c54 4   5    .text   ascii   h`*L
5378  0x00098091 0x00498c91 4   5    .text   ascii   WSh4
5379  0x0009809e 0x00498c9e 5   6    .text   ascii   u VWS
5380  0x000980bb 0x00498cbb 4   5    .text   ascii   WSh4
5381  0x000980c8 0x00498cc8 5   6    .text   ascii   u VWS
5382  0x000980f2 0x00498cf2 5   6    .text   ascii   u VWS
5383  0x0009818f 0x00498d8f 5   6    .text   ascii   9p t 
5384  0x000981c8 0x00498dc8 4   6    .text   utf8    ɹd*L blocks=IPA Extensions,Basic Latin
5385  0x0009835e 0x00498f5e 4   5    .text   ascii   hh*L
5386  0x00098712 0x00499312 4   5    .text   ascii   9q j
5387  0x00098767 0x00499367 5   6    .text   ascii   VVVVV
5388  0x000987bc 0x004993bc 4   5    .text   ascii   smS3
5389  0x00098856 0x00499456 4   6    .text   utf8    ؍B0f blocks=Arabic,Basic Latin
5390  0x00098896 0x00499496 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
5391  0x000988c7 0x004994c7 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
5392  0x000988ee 0x004994ee 4   6    .text   utf8    E܋E\f blocks=Basic Latin,Syriac
5393  0x0009897d 0x0049957d 5   6    .text   ascii   QQWPQ
5394  0x00098991 0x00499591 6   7    .text   ascii   QQQWPQ
5395  0x000989c1 0x004995c1 5   7    .text   utf8    #MJ\b=
5396  0x00098a24 0x00499624 4   5    .text   ascii   SVWP
5397  0x00098a3c 0x0049963c 4   5    .text   ascii   SVWP
5398  0x00098afe 0x004996fe 4   5    .text   ascii   hL*L
5399  0x00098b62 0x00499762 4   5    .text   ascii   hX*L
5400  0x00098c4e 0x0049984e 5   7    .text   utf8    Eԃx\b\v blocks=Basic Latin,Cyrillic Supplement
5401  0x00098d42 0x00499942 6   8    .text   utf8    SVW3ۍM blocks=Basic Latin,Arabic
5402  0x00098e90 0x00499a90 5   6    .text   ascii   PPPPP
5403  0x00098ea3 0x00499aa3 6   8    .text   utf8    SVW3ۍM blocks=Basic Latin,Arabic
5404  0x00098ff1 0x00499bf1 5   6    .text   ascii   PPPPP
5405  0x00099003 0x00499c03 4   5    .text   ascii   (VW3
5406  0x00099012 0x00499c12 4   7    .text   utf8    E܋։u blocks=Basic Latin,Syriac,Armenian
5407  0x000996ef 0x0049a2ef 5   6    .text   ascii   VVVVV
5408  0x0009978e 0x0049a38e 4   6    .text   utf8    S3ۉM blocks=Basic Latin,Arabic
5409  0x000997bb 0x0049a3bb 4   5    .text   ascii   }\bt\e
5410  0x000997eb 0x0049a3eb 4   5    .text   ascii   >#u\a
5411  0x00099974 0x0049a574 4   5    .text   ascii   5p`N
5412  0x000999dd 0x0049a5dd 6   7    .text   ascii   }\b99t\t
5413  0x00099a01 0x0049a601 7   9    .text   utf8    u\v3\tY\b@
5414  0x00099a49 0x0049a649 4   5    .text   ascii   wOtD
5415  0x00099b86 0x0049a786 4   5    .text   ascii   PWWS
5416  0x00099c07 0x0049a807 4   5    .text   ascii   9:t\b
5417  0x00099c0e 0x0049a80e 4   5    .text   ascii   A98u
5418  0x00099c6b 0x0049a86b 5   7    .text   utf8    E\f2ɈM blocks=Basic Latin,Latin Extended-B
5419  0x00099c73 0x0049a873 4   5    .text   ascii   >"u\r
5420  0x00099d16 0x0049a916 4   5    .text   ascii   >"u1
5421  0x00099d59 0x0049a959 10  11   .text   ascii   u\b< t1<\tt-
5422  0x00099da0 0x0049a9a0 5   6    .text   ascii   M\f_^[
5423  0x00099dcf 0x0049a9cf 4   6    .text   utf8    M\f3ҋ blocks=Basic Latin,Cyrillic
5424  0x00099e06 0x0049aa06 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
5425  0x00099ea2 0x0049aaa2 5   6    .text   ascii   QQSVW
5426  0x00099ea8 0x0049aaa8 4   6    .text   utf8    }\b3ҋ blocks=Basic Latin,Cyrillic
5427  0x00099ef2 0x0049aaf2 4   6    .text   utf8    +ʀ?= blocks=Basic Latin,IPA Extensions
5428  0x00099f63 0x0049ab63 5   6    .text   ascii   PPPPP
5429  0x00099f98 0x0049ab98 5   7    .text   utf8    Y_^]Ë blocks=Basic Latin,Latin-1 Supplement
5430  0x00099fb4 0x0049abb4 6   7    .text   ascii   QSSSSj
5431  0x0009a1e6 0x0049ade6 7   9    .text   utf8    j Y+ȋE\b blocks=Basic Latin,Latin Extended-B
5432  0x0009a256 0x0049ae56 4   5    .text   ascii   j Y+
5433  0x0009a2af 0x0049aeaf 7   8    .text   ascii   u\vj Y;E
5434  0x0009a2e1 0x0049aee1 4   5    .text   ascii   j Y+
5435  0x0009a303 0x0049af03 4   5    .text   ascii   P\b_3
5436  0x0009a347 0x0049af47 5   7    .text   utf8    3؋v\b3 blocks=Basic Latin,Arabic
5437  0x0009a375 0x0049af75 4   5    .text   ascii   j _;
5438  0x0009a3d7 0x0049afd7 4   5    .text   ascii   j Y+
5439  0x0009a46b 0x0049b06b 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
5440  0x0009a4a0 0x0049b0a0 4   5    .text   ascii   ;F\bu
5441  0x0009a4ad 0x0049b0ad 4   5    .text   ascii   j Y+
5442  0x0009a520 0x0049b120 4   6    .text   utf8    áp`N blocks=Latin-1 Supplement,Basic Latin
5443  0x0009a533 0x0049b133 5   6    .text   ascii   35p`N
5444  0x0009a630 0x0049b230 4   6    .text   utf8    YYá\b blocks=Basic Latin,Latin-1 Supplement
5445  0x0009a646 0x0049b246 5   7    .text   utf8    ]áp`N blocks=Basic Latin,Latin-1 Supplement
5446  0x0009a687 0x0049b287 4   5    .text   ascii   5p`N
5447  0x0009a6e5 0x0049b2e5 4   5    .text   ascii   E\fSV
5448  0x0009a6ea 0x0049b2ea 4   6    .text   utf8    u\b+ƃ blocks=Basic Latin,Latin Extended-B
5449  0x0009a6f7 0x0049b2f7 4   5    .text   ascii   9u\f\e
5450  0x0009a75d 0x0049b35d 4   5    .text   ascii   ;u\fu
5451  0x0009a792 0x0049b392 4   6    .text   utf8    X]á  blocks=Basic Latin,Latin-1 Supplement
5452  0x0009a7cf 0x0049b3cf 4   6    .text   utf8    X]ù  blocks=Basic Latin,Latin-1 Supplement
5453  0x0009a7e4 0x0049b3e4 5   6    .text   ascii   E\bSVW
5454  0x0009a8d3 0x0049b4d3 6   7    .text   ascii   j\bh@6N
5455  0x0009a90e 0x0049b50e 6   7    .text   ascii   j\bh`6N
5456  0x0009a9cd 0x0049b5cd 4   5    .text   ascii   YY_^
5457  0x0009aa22 0x0049b622 5   6    .text   ascii   Af;:u
5458  0x0009aa8c 0x0049b68c 4   5    .text   ascii   pLh 
5459  0x0009aacf 0x0049b6cf 4   6    .text   utf8    YY^Ë blocks=Basic Latin,Latin-1 Supplement
5460  0x0009ab0f 0x0049b70f 5   7    .text   utf8    _[]ÍC blocks=Basic Latin,Latin-1 Supplement
5461  0x0009ab18 0x0049b718 4   5    .text   ascii   u\bPW
5462  0x0009ab2e 0x0049b72e 5   6    .text   ascii   PPPPP
5463  0x0009ab44 0x0049b744 6   7    .text   ascii   j\bh 6N
5464  0x0009abbb 0x0049b7bb 4   5    .text   ascii   f90t
5465  0x0009abdc 0x0049b7dc 4   5    .text   ascii   f97t
5466  0x0009abfb 0x0049b7fb 5   6    .text   ascii   VVVVV
5467  0x0009ac0b 0x0049b80b 5   6    .text   ascii   QQSVW
5468  0x0009ac36 0x0049b836 5   6    .text   ascii   j.Yf;
5469  0x0009ac9f 0x0049b89f 5   6    .text   ascii   j.Yf;
5470  0x0009aca5 0x0049b8a5 7   8    .text   ascii   tyPVj@W
5471  0x0009acba 0x0049b8ba 7   8    .text   ascii   _tcPVj@
5472  0x0009acdb 0x0049b8db 5   6    .text   ascii   uCPVj
5473  0x0009acf2 0x0049b8f2 7   8    .text   ascii   u#j,Xf;
5474  0x0009ad19 0x0049b919 5   6    .text   ascii   PPPPP
5475  0x0009ad2a 0x0049b92a 5   6    .text   ascii   SSSSS
5476  0x0009adaf 0x0049b9af 4   5    .text   ascii   Wj.Y
5477  0x0009adc1 0x0049b9c1 5   7    .text   utf8    Y_^]Ë blocks=Basic Latin,Latin-1 Supplement
5478  0x0009ae68 0x0049ba68 5   6    .text   ascii   >Cu43
5479  0x0009af65 0x0049bb65 5   6    .text   ascii   PSPt\a
5480  0x0009afd7 0x0049bbd7 5   6    .text   ascii   PPPPP
5481  0x0009b05f 0x0049bc5f 4   5    .text   ascii   SVjU
5482  0x0009b0a1 0x0049bca1 5   6    .text   ascii   SSSSS
5483  0x0009b111 0x0049bd11 4   5    .text   ascii   PSjU
5484  0x0009b12b 0x0049bd2b 5   6    .text   ascii   VVVVV
5485  0x0009b132 0x0049bd32 5   6    .text   ascii   WWWWW
5486  0x0009b166 0x0049bd66 5   6    .text   ascii   u\vF;u
5487  0x0009b16e 0x0049bd6e 4   5    .text   ascii   _^[]
5488  0x0009b173 0x0049bd73 5   6    .text   ascii   SSSSS
5489  0x0009b205 0x0049be05 4   5    .text   ascii   \fSV3
5490  0x0009b319 0x0049bf19 4   5    .text   ascii   8Ou\t
5491  0x0009b335 0x0049bf35 5   6    .text   ascii   F _^[
5492  0x0009b36a 0x0049bf6a 4   5    .text   ascii   8Ou\t
5493  0x0009b376 0x0049bf76 5   7    .text   utf8    Y3\tF$
5494  0x0009b38c 0x0049bf8c 5   6    .text   ascii   PPPPP
5495  0x0009b3ad 0x0049bfad 4   5    .text   ascii   E\fSV
5496  0x0009b452 0x0049c052 5   6    .text   ascii   j;Xf9
5497  0x0009b4d0 0x0049c0d0 7   8    .text   ascii   u\fj;Xf9
5498  0x0009b597 0x0049c197 4   6    .text   utf8    3ɍW  blocks=Basic Latin,Latin Extended-B
5499  0x0009b5b6 0x0049c1b6 4   5    .text   ascii   8f;9
5500  0x0009b61f 0x0049c21f 4   7    .text   utf8    \r3ɋI blocks=Basic Latin,Latin Extended-B
5501  0x0009b671 0x0049c271 5   6    .text   ascii   PPPPP
5502  0x0009b8e2 0x0049c4e2 4   5    .text   ascii   hP,L
5503  0x0009ba3d 0x0049c63d 5   6    .text   ascii   PPPPP
5504  0x0009bb21 0x0049c721 5   6    .text   ascii   d$\buA
5505  0x0009bb5d 0x0049c75d 4   5    .text   ascii   d$\bu
5506  0x0009bb92 0x0049c792 4   6    .text   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
5507  0x0009bba3 0x0049c7a3 6   7    .text   ascii   D$\ftQf
5508  0x0009bc11 0x0049c811 4   5    .text   ascii   - @L
5509  0x0009bc4d 0x0049c84d 8   9    .text   ascii   u\r9M\fu&3
5510  0x0009c0ab 0x0049ccab 4   5    .text   ascii   FLY;
5511  0x0009c0c1 0x0049ccc1 4   7    .text   utf8    u\aP襵 blocks=Basic Latin,CJK Unified Ideographs
5512  0x0009c0fe 0x0049ccfe 4   5    .text   ascii   uIhd
5513  0x0009c185 0x0049cd85 4   5    .text   ascii   uQhd
5514  0x0009c23f 0x0049ce3f 4   5    .text   ascii   5p`N
5515  0x0009c2bb 0x0049cebb 4   5    .text   ascii   j Y+
5516  0x0009c339 0x0049cf39 4   5    .text   ascii   h@3L
5517  0x0009c33e 0x0049cf3e 4   5    .text   ascii   h83L
5518  0x0009c343 0x0049cf43 4   5    .text   ascii   h@3L
5519  0x0009c353 0x0049cf53 4   5    .text   ascii   hT3L
5520  0x0009c358 0x0049cf58 4   5    .text   ascii   hL3L
5521  0x0009c35d 0x0049cf5d 4   5    .text   ascii   hT3L
5522  0x0009c373 0x0049cf73 5   6    .text   ascii   E\bSVW
5523  0x0009c404 0x0049d004 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
5524  0x0009c44f 0x0049d04f 6   7    .text   ascii   Wu\rVVS
5525  0x0009c47f 0x0049d07f 5   7    .text   utf8    ^[_]Ë blocks=Basic Latin,Latin-1 Supplement
5526  0x0009c7a0 0x0049d3a0 5   6    .text   ascii   Vh02L
5527  0x0009c7a6 0x0049d3a6 4   5    .text   ascii   h(2L
5528  0x0009c803 0x0049d403 5   6    .text   ascii   VhT2L
5529  0x0009c809 0x0049d409 4   5    .text   ascii   hL2L
5530  0x0009c86d 0x0049d46d 5   6    .text   ascii   Vh|2L
5531  0x0009c873 0x0049d473 4   5    .text   ascii   ht2L
5532  0x0009c878 0x0049d478 4   5    .text   ascii   h|2L
5533  0x0009ca09 0x0049d609 5   6    .text   ascii   Vh\b3L
5534  0x0009ca14 0x0049d614 4   5    .text   ascii   h\b3L
5535  0x0009cafb 0x0049d6fb 5   6    .text   ascii   Vh$3L
5536  0x0009cb06 0x0049d706 4   5    .text   ascii   h$3L
5537  0x0009cba0 0x0049d7a0 5   6    .text   ascii   Vhd3L
5538  0x0009cba6 0x0049d7a6 4   5    .text   ascii   h`3L
5539  0x0009cbf2 0x0049d7f2 5   6    .text   ascii   Vhh3L
5540  0x0009cbf8 0x0049d7f8 4   5    .text   ascii   hd3L
5541  0x0009cc8f 0x0049d88f 6   7    .text   ascii   t.h82L
5542  0x0009cc96 0x0049d896 4   5    .text   ascii   h02L
5543  0x0009cc9b 0x0049d89b 4   5    .text   ascii   h82L
5544  0x0009cccd 0x0049d8cd 5   7    .text   utf8    ]áp`N blocks=Basic Latin,Latin-1 Supplement
5545  0x0009cd07 0x0049d907 5   6    .text   ascii   Vh\2L
5546  0x0009cd0d 0x0049d90d 4   5    .text   ascii   hT2L
5547  0x0009cd12 0x0049d912 4   5    .text   ascii   h\2L
5548  0x0009cd5d 0x0049d95d 6   8    .text   utf8    t#W3\r}
5549  0x0009cdc6 0x0049d9c6 4   5    .text   ascii   h\b2L
5550  0x0009ce5a 0x0049da5a 4   5    .text   ascii   h 7N
5551  0x0009cf26 0x0049db26 5   7    .text   utf8    !\a3\tF
5552  0x0009cf30 0x0049db30 6   8    .text   utf8    F\b_^]Ë blocks=Basic Latin,Latin-1 Supplement
5553  0x0009cfa7 0x0049dba7 4   5    .text   ascii   \bu\vQ
5554  0x0009cfee 0x0049dbee 4   5    .text   ascii   SVW3
5555  0x0009d0a2 0x0049dca2 6   7    .text   ascii   j\fh@7N
5556  0x0009d0b5 0x0049dcb5 4   6    .text   utf8    Y3ۈ] blocks=Basic Latin,Arabic
5557  0x0009d1f4 0x0049ddf4 4   5    .text   ascii   ~';_
5558  0x0009d21b 0x0049de1b 4   5    .text   ascii   u\v;_
5559  0x0009d23e 0x0049de3e 5   6    .text   ascii   GWVj\t
5560  0x0009d306 0x0049df06 5   6    .text   ascii   t\vWVS
5561  0x0009d355 0x0049df55 5   6    .text   ascii   QVWSj
5562  0x0009d390 0x0049df90 5   6    .text   ascii   t\vWVS
5563  0x0009d435 0x0049e035 4   6    .text   utf8    SV3ҋ blocks=Basic Latin,Cyrillic
5564  0x0009d48f 0x0049e08f 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
5565  0x0009d49a 0x0049e09a 5   7    .text   utf8    E\b3ҋH blocks=Basic Latin,Cyrillic
5566  0x0009d4b9 0x0049e0b9 4   5    .text   ascii   0SVW
5567  0x0009d4d9 0x0049e0d9 4   5    .text   ascii   G\v9E
5568  0x0009d516 0x0049e116 4   5    .text   ascii   u$SW
5569  0x0009d577 0x0049e177 5   6    .text   ascii   8] j0
5570  0x0009d594 0x0049e194 4   6    .text   utf8    '\vI]
5571  0x0009d625 0x0049e225 4   5    .text   ascii   j0Yf
5572  0x0009d680 0x0049e280 5   6    .text   ascii   \bv6j0
5573  0x0009d6bd 0x0049e2bd 7   10   .text   utf8    Wj0XPV踯 blocks=Basic Latin,CJK Unified Ideographs
5574  0x0009d75c 0x0049e35c 4   5    .text   ascii   jdSQ
5575  0x0009d77e 0x0049e37e 4   5    .text   ascii   j\nSQ
5576  0x0009d78e 0x0049e38e 4   5    .text   ascii   Fj0X
5577  0x0009d805 0x0049e405 6   8    .text   utf8    }\fQ3Ƀ} blocks=Basic Latin,Latin Extended-B
5578  0x0009d869 0x0049e469 5   6    .text   ascii   \t9E\fw
5579  0x0009d8f8 0x0049e4f8 5   6    .text   ascii   9E\ft\a
5580  0x0009d92a 0x0049e52a 4   5    .text   ascii   80t/
5581  0x0009d93b 0x0049e53b 5   6    .text   ascii   -jd_;
5582  0x0009d94b 0x0049e54b 4   5    .text   ascii   j\n_;
5583  0x0009d990 0x0049e590 5   6    .text   ascii   PPPPP
5584  0x0009d9df 0x0049e5df 4   6    .text   utf8    +ȋu\f blocks=Basic Latin,Latin Extended-B
5585  0x0009dada 0x0049e6da 5   8    .text   utf8    Wj0V蝫 blocks=Basic Latin,CJK Unified Ideographs
5586  0x0009daea 0x0049e6ea 5   6    .text   ascii   _^[t\n
5587  0x0009db30 0x0049e730 4   6    .text   utf8    3ɋ]\f blocks=Basic Latin,Latin Extended-B
5588  0x0009db56 0x0049e756 4   5    .text   ascii   QWPV
5589  0x0009dbbf 0x0049e7bf 4   5    .text   ascii    _^[
5590  0x0009dc23 0x0049e823 5   7    .text   utf8    E8l3L
5591  0x0009dcb4 0x0049e8b4 5   6    .text   ascii   PPPPP
5592  0x0009dcee 0x0049e8ee 5   7    .text   utf8    \f_^]Ë blocks=Basic Latin,Latin-1 Supplement
5593  0x0009dcf8 0x0049e8f8 4   5    .text   ascii   QQVW
5594  0x0009dde2 0x0049e9e2 4   5    .text   ascii   u,t6
5595  0x0009de35 0x0049ea35 4   5    .text   ascii   $[_^
5596  0x0009de54 0x0049ea54 4   5    .text   ascii   E\bRP
5597  0x0009de5d 0x0049ea5d 6   8    .text   utf8    YY]Ë\nf blocks=Basic Latin,Latin-1 Supplement
5598  0x0009dee1 0x0049eae1 4   6    .text   utf8    Ê@)< blocks=Latin-1 Supplement,Basic Latin
5599  0x0009df64 0x0049eb64 5   6    .text   ascii   t\fF;u
5600  0x0009df82 0x0049eb82 4   5    .text   ascii   YY^[
5601  0x0009dfb9 0x0049ebb9 6   8    .text   utf8    ]Ë\rp`N blocks=Basic Latin,Latin-1 Supplement
5602  0x0009e080 0x0049ec80 5   7    .text   utf8    _[^]Ë blocks=Basic Latin,Latin-1 Supplement
5603  0x0009e0ae 0x0049ecae 5   7    .text   utf8    !\a3\tF
5604  0x0009e0ba 0x0049ecba 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
5605  0x0009e0c7 0x0049ecc7 6   8    .text   utf8    M\bSV3ۋ blocks=Basic Latin,Arabic
5606  0x0009e0d3 0x0049ecd3 7   8    .text   ascii   t\fj-ZCf
5607  0x0009e147 0x0049ed47 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
5608  0x0009e253 0x0049ee53 4   6    .text   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
5609  0x0009e25b 0x0049ee5b 5   6    .text   ascii   f92t\b
5610  0x0009e29b 0x0049ee9b 4   5    .text   ascii   M\bSV
5611  0x0009e2a9 0x0049eea9 6   7    .text   ascii   u\r9M\fu
5612  0x0009e3b9 0x0049efb9 5   8    .text   utf8    ^]Ëր: blocks=Basic Latin,Latin-1 Supplement,Armenian
5613  0x0009e448 0x0049f048 4   5    .text   ascii   E\fW3
5614  0x0009e4ab 0x0049f0ab 4   5    .text   ascii   u\fVj
5615  0x0009e4bb 0x0049f0bb 4   5    .text   ascii   u\fVP
5616  0x0009e57f 0x0049f17f 4   5    .text   ascii   E\fSj
5617  0x0009e604 0x0049f204 4   6    .text   utf8    [_]Ë blocks=Basic Latin,Latin-1 Supplement
5618  0x0009e692 0x0049f292 5   6    .text   ascii   E\fSVj
5619  0x0009e718 0x0049f318 5   7    .text   utf8    ^[_]Ë blocks=Basic Latin,Latin-1 Supplement
5620  0x0009e7a7 0x0049f3a7 4   5    .text   ascii   @( t
5621  0x0009e7d3 0x0049f3d3 4   5    .text   ascii   E\bPR
5622  0x0009e7e4 0x0049f3e4 5   7    .text   utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
5623  0x0009e879 0x0049f479 4   5    .text   ascii   @( t
5624  0x0009e8a5 0x0049f4a5 4   5    .text   ascii   E\bPR
5625  0x0009e8b8 0x0049f4b8 5   7    .text   utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
5626  0x0009e8d3 0x0049f4d3 6   7    .text   ascii   j\fh`7N
5627  0x0009e9b1 0x0049f5b1 4   5    .text   ascii   x7;5
5628  0x0009ea30 0x0049f630 5   8    .text   utf8    }ЉMԋD blocks=Basic Latin,Cyrillic,Cyrillic Supplement
5629  0x0009eaac 0x0049f6ac 5   6    .text   ascii   Ht$;}
5630  0x0009eb2a 0x0049f72a 4   5    .text   ascii   F\b+E
5631  0x0009eb3f 0x0049f73f 7   8    .text   ascii   \nu,j\rXj
5632  0x0009ebf2 0x0049f7f2 4   5    .text   ascii   j\r[S
5633  0x0009ecfd 0x0049f8fd 5   6    .text   ascii   C<\nu\a
5634  0x0009ede8 0x0049f9e8 4   5    .text   ascii   j\rZf
5635  0x0009ee95 0x0049fa95 5   7    .text   utf8    3ۋu\bW blocks=Basic Latin,Arabic
