[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1774 0x00018087 0x00420c87 5   6    .reloc  ascii   5\b5\f5
1775 0x00018093 0x00420c93 49  50   .reloc  ascii   5 5$5(5,5054585<5@5D5H5L5P5T5X5\5`5d5h5l5p5t5x5|5
1776 0x00018107 0x00420d07 5   6    .reloc  ascii   6\b6\f6
1777 0x00018113 0x00420d13 49  50   .reloc  ascii   6 6$6(6,6064686<6@6D6H6L6P6T6X6\6`6d6h6l6p6t6x6|6
1778 0x00018187 0x00420d87 5   6    .reloc  ascii   7\b7\f7
1779 0x00018193 0x00420d93 49  50   .reloc  ascii   7 7$7(7,7074787<7@7D7H7L7P7T7X7\7`7d7h7l7p7t7x7|7
1780 0x00018207 0x00420e07 5   6    .reloc  ascii   8\b8\f8
1781 0x00018213 0x00420e13 49  50   .reloc  ascii   8 8$8(8,8084888<8@8D8H8L8P8T8X8\8`8d8h8l8p8t8x8|8
1782 0x00018287 0x00420e87 5   6    .reloc  ascii   9\b9\f9
1783 0x00018293 0x00420e93 49  50   .reloc  ascii   9 9$9(9,9094989<9@9D9H9L9P9T9X9\9`9d9h9l9p9t9x9|9
1784 0x00018307 0x00420f07 5   6    .reloc  ascii   :\b:\f:
1785 0x00018313 0x00420f13 49  50   .reloc  ascii   : :$:(:,:0:4:8:<:@:D:H:L:P:T:X:\:`:d:h:l:p:t:x:|:
1786 0x00018698 0x00421298 10  22   .rsrc   utf16le \tCHARTABLE
1787 0x000186ae 0x004212ae 28  58   .rsrc   utf16le DVCLAL\vPACKAGEINFO\bMAINICON(
1788 0x0001875e 0x0042135e 5   6    .rsrc   ascii   33331
1789 0x0001876f 0x0042136f 4   5    .rsrc   ascii   3333
1790 0x0001877d 0x0042137d 5   6    .rsrc   ascii   33333
1791 0x0001879e 0x0042139e 5   6    .rsrc   ascii   33331
1792 0x000187b4 0x004213b4 4   5    .rsrc   ascii   FvvD
1793 0x000187c3 0x004213c3 6   7    .rsrc   ascii   Gggfv@
1794 0x000187d3 0x004213d3 6   7    .rsrc   ascii   &vvggd
1795 0x000187e3 0x004213e3 6   7    .rsrc   ascii   wwgbvt
1796 0x000187f1 0x004213f1 9   10   .rsrc   ascii   1wwwr"gf@
1797 0x00018801 0x00421401 9   10   .rsrc   ascii   1wwwr"vv@
1798 0x00018813 0x00421413 7   8    .rsrc   ascii   wr""gf@
1799 0x00018823 0x00421423 7   8    .rsrc   ascii   wr""&f@
1800 0x00018833 0x00421433 7   8    .rsrc   ascii   ww"w""@
1801 0x00018844 0x00421444 6   7    .rsrc   ascii   wr'""@
1802 0x00018855 0x00421455 4   5    .rsrc   ascii   w""$
1803 0x00018862 0x00421462 5   6    .rsrc   ascii   1rwr"
1804 0x00018874 0x00421474 4   5    .rsrc   ascii   'w"/
1805 0x00018884 0x00421484 4   5    .rsrc   ascii   "ww$
1806 0x000188dd 0x004214dd 5   6    .rsrc   ascii   3333;
1807 0x000188ed 0x004214ed 5   6    .rsrc   ascii   33333
1808 0x000189cc 0x004215cc 45  92   .rsrc   utf16le \bDienstag\bMittwoch\nDonnerstag\aFreitag\aSamstag
1809 0x00018a30 0x00421630 63  128  .rsrc   utf16le ltiger Dateiname - %s)Die angegebene Datei wurde nicht gefunden
1810 0x00018ac2 0x004216c2 4   10   .rsrc   utf16le Juni
1811 0x00018acc 0x004216cc 4   10   .rsrc   utf16le Juli
1812 0x00018ad6 0x004216d6 42  86   .rsrc   utf16le August\tSeptember\aOktober\bNovember\bDezember
1813 0x00018b50 0x00421750 10  22   .rsrc   utf16le Sa\aSonntag
1814 0x00018b66 0x00421766 6   14   .rsrc   utf16le Montag
1815 0x00018bce 0x004217ce 14  30   .rsrc   utf16le Januar\aFebruar
1816 0x00018bf6 0x004217f6 5   12   .rsrc   utf16le April
1817 0x00018c0a 0x0042180a 39  79   .rsrc   utf16le Privilegierte Anweisung7Format '%s' ung
1818 0x00018c5a 0x0042185a 39  80   .rsrc   utf16le ltig oder nicht kompatibel mit Argument
1819 0x00018caa 0x004218aa 15  31   .rsrc   utf16le Kein Argument f
1820 0x00018cca 0x004218ca 50  101  .rsrc   utf16le r Format '%s'(Variant-Methodenaufruf nicht unterst
1821 0x00018d30 0x00421930 95  191  .rsrc   utf16le tzt5Fehler beim Erzeugen von Variante oder sicherem ArrayBVariante oder sicheres Array-Index au
1822 0x00018df0 0x004219f0 12  25   .rsrc   utf16le erhalb des g
1823 0x00018e0a 0x00421a0a 19  39   .rsrc   utf16le ltigen Bereichs!Ung
1824 0x00018e32 0x00421a32 29  60   .rsrc   utf16le ltige Varianten-Typumwandlung
1825 0x00018e76 0x00421a76 24  50   .rsrc   utf16le ltige Variantenoperation
1826 0x00018eb0 0x00421ab0 15  32   .rsrc   utf16le ltiges Argument
1827 0x00018ed0 0x00421ad0 81  163  .rsrc   utf16le Externe Exception %x$Auswertung von assert fehlgeschlagen\eInterface nicht unterst
1828 0x00018f7c 0x00421b7c 41  83   .rsrc   utf16le Exception in safecall-Methode Kein Eigent
1829 0x00018fd0 0x00421bd0 28  57   .rsrc   utf16le mer der Objektsperre6Unterst
1830 0x0001900a 0x00421c0a 16  33   .rsrc   utf16le tzungsfunktion f
1831 0x0001902c 0x00421c2c 29  60   .rsrc   utf16le r Monitor nicht initialisiert
1832 0x00019072 0x00421c72 11  23   .rsrc   utf16le Zu viele ge
1833 0x0001908a 0x00421c8a 14  30   .rsrc   utf16le ffnete Dateien
1834 0x000190a8 0x00421ca8 61  124  .rsrc   utf16le Dateizugriff verweigert%Versuch hinter dem Dateiende zu lesen
1835 0x00019124 0x00421d24 22  46   .rsrc   utf16le Zu wenig Speicherplatz
1836 0x0001915a 0x00421d5a 24  50   .rsrc   utf16le ltige numerische Eingabe
1837 0x0001918c 0x00421d8c 19  40   .rsrc   utf16le Division durch Null
1838 0x000191b4 0x00421db4 21  43   .rsrc   utf16le Fehler bei Bereichspr
1839 0x000191e0 0x00421de0 4   10   .rsrc   utf16le fung
1840 0x000191ea 0x00421dea 7   15   .rsrc   utf16le Integer
1841 0x000191fa 0x00421dfa 7   16   .rsrc   utf16le berlauf
1842 0x00019212 0x00421e12 25  52   .rsrc   utf16le ltige Gleitkommaoperation
1843 0x00019246 0x00421e46 29  60   .rsrc   utf16le Gleitkommadivision durch Null
1844 0x00019282 0x00421e82 10  21   .rsrc   utf16le Gleitkomma
1845 0x00019298 0x00421e98 7   16   .rsrc   utf16le berlauf
1846 0x000192a8 0x00421ea8 19  40   .rsrc   utf16le Gleitkommaunterlauf
1847 0x000192d8 0x00421ed8 19  40   .rsrc   utf16le ltige Typumwandlung
1848 0x00019300 0x00421f00 18  38   .rsrc   utf16le Zugriffsverletzung
1849 0x00019326 0x00421f26 6   13   .rsrc   utf16le Stack-
1850 0x00019334 0x00421f34 7   16   .rsrc   utf16le berlauf
1851 0x00019344 0x00421f44 11  23   .rsrc   utf16le Strg+C gedr
1852 0x00019380 0x00421f80 6   14   .rsrc   utf16le  0@P`p
1853 0x0001b582 0x00424182 5   12   .rsrc   utf16le  0@P`
1854 0x0001b5c6 0x004241c6 4   9    .rsrc   utf16le QQQQ
1855 0x0001b5fc 0x004241fc 6   13   .rsrc   utf16le 111QQQ
1856 0x0001b732 0x00424332 7   8    .rsrc   ascii    \a0\a@\ad
1857 0x0001b742 0x00424342 4   5    .rsrc   ascii   `\ap\a
1858 0x0001b76a 0x0042436a 6   7    .rsrc   ascii   0\b@\bP\b
1859 0x0001b772 0x00424372 4   5    .rsrc   ascii   `\bp\b
1860 0x0001b7d3 0x004243d3 5   6    .rsrc   ascii   \t0\t\e\a
1861 0x0001b7e6 0x004243e6 6   7    .rsrc   ascii   @\tP\t`\t
1862 0x0001b872 0x00424472 10  11   .rsrc   ascii   0\n@\nP\n`\np\n
1863 0x0001b8e2 0x004244e2 4   5    .rsrc   ascii   @\vP\v
1864 0x0001b8e7 0x004244e7 6   7    .rsrc   ascii   \b`\vp\vd
1865 0x0001b949 0x00424549 17  18   .rsrc   ascii   \v \f0\f0\f0\f@\fP\f`\fp\f
1866 0x0001b96d 0x0042456d 8   9    .rsrc   ascii   \r \r0\r@\rd
1867 0x0001b976 0x00424576 5   6    .rsrc   ascii   P\r`\rd
1868 0x0001b9e8 0x004245e8 6   7    .rsrc   ascii   Y\tY\tY\t
1869 0x0001bd3e 0x0042493e 4   9    .rsrc   utf16le  0@P
1870 0x0001bd7e 0x0042497e 6   7    .rsrc   ascii   Y\tY\ti\t
1871 0x0001c03c 0x00424c3c 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1872 0x0001c04d 0x00424c4d 26  27   .rsrc   ascii   \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t
1873 0x0001c0ac 0x00424cac 7   8    .rsrc   ascii   \t\t\t\t\t\t\t
1874 0x0001c0b4 0x00424cb4 7   8    .rsrc   ascii   \t\t\t\t\t\t\t
1875 0x0001c10a 0x00424d0a 4   5    .rsrc   ascii   \t\t\t\t
1876 0x0001c13c 0x00424d3c 6   7    .rsrc   ascii   \a\a\a\a\t\b
1877 0x0001c16f 0x00424d6f 4   5    .rsrc   ascii   \t\t\t\t
1878 0x0001c1dc 0x00424ddc 16  17   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f
1879 0x0001c20d 0x00424e0d 17  18   .rsrc   ascii   \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t
1880 0x0001c21f 0x00424e1f 9   10   .rsrc   ascii   \t\t\t\t\t\t\t\t\t
1881 0x0001c259 0x00424e59 4   5    .rsrc   ascii   \t\t\t\t
1882 0x0001c25f 0x00424e5f 4   5    .rsrc   ascii   \f\f\f\f
1883 0x0001c29d 0x00424e9d 22  23   .rsrc   ascii   \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t
1884 0x0001c2dd 0x00424edd 29  30   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f
1885 0x0001c30c 0x00424f0c 27  28   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1886 0x0001c34c 0x00424f4c 6   7    .rsrc   ascii   \f\f\f\f\f\f
1887 0x0001c35d 0x00424f5d 25  26   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\f\f\f\f\f\r\r\r\r\r\r\r\r\r\r
1888 0x0001c37a 0x00424f7a 22  23   .rsrc   ascii   \a\a\f\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1889 0x0001c391 0x00424f91 8   9    .rsrc   ascii   \a\f\f\f\f\f\f\f
1890 0x0001c39a 0x00424f9a 7   8    .rsrc   ascii   \v\f\f\f\f\f\f
1891 0x0001c3a6 0x00424fa6 19  20   .rsrc   ascii   \f\f\f\f\a\a\r\r\r\r\r\r\r\r\r\r\a\a\a
1892 0x0001c3cc 0x00424fcc 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1893 0x0001c3d9 0x00424fd9 21  22   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\f\f\f\f\f\f\f\f\f\f\f\a
1894 0x0001c3fc 0x00424ffc 36  37   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\f\f\f\f\f\f\f\f\f
1895 0x0001c42d 0x0042502d 25  26   .rsrc   ascii   \f\f\n\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1896 0x0001c448 0x00425048 18  19   .rsrc   ascii   \f\a\n\n\n\f\f\f\f\f\f\f\f\n\n\n\n\f
1897 0x0001c45c 0x0042505c 5   6    .rsrc   ascii   \a\f\f\f\f
1898 0x0001c464 0x00425064 12  13   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\f\f
1899 0x0001c472 0x00425072 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1900 0x0001c487 0x00425087 5   6    .rsrc   ascii   \a\a\a\a\a
1901 0x0001c491 0x00425091 8   9    .rsrc   ascii   \a\a\a\a\a\a\a\a
1902 0x0001c49f 0x0042509f 22  23   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1903 0x0001c4b6 0x004250b6 7   8    .rsrc   ascii   \a\a\a\a\a\a\a
1904 0x0001c4c2 0x004250c2 4   5    .rsrc   ascii   \a\a\a\a
1905 0x0001c4c8 0x004250c8 9   10   .rsrc   ascii   \f\a\n\n\n\f\f\f\f
1906 0x0001c4d7 0x004250d7 4   5    .rsrc   ascii   \n\n\f\a
1907 0x0001c4eb 0x004250eb 5   6    .rsrc   ascii   \a\a\a\f\f
1908 0x0001c4f2 0x004250f2 12  13   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\a\a
1909 0x0001c511 0x00425111 6   7    .rsrc   ascii   \a\a\a\a\a\a
1910 0x0001c52a 0x0042512a 5   6    .rsrc   ascii   \n\n\n\f\f
1911 0x0001c545 0x00425145 4   5    .rsrc   ascii   \a\a\a\a
1912 0x0001c54c 0x0042514c 5   6    .rsrc   ascii   \f\f\a\a\a
1913 0x0001c561 0x00425161 9   10   .rsrc   ascii   \a\a\a\a\a\a\a\a\a
1914 0x0001c56f 0x0042516f 14  15   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a
1915 0x0001c581 0x00425181 5   6    .rsrc   ascii   \a\a\a\a\a
1916 0x0001c588 0x00425188 10  11   .rsrc   ascii   \f\a\n\n\n\f\f\f\f\f
1917 0x0001c5c1 0x004251c1 5   6    .rsrc   ascii   \a\a\a\a\a
1918 0x0001c5c8 0x004251c8 8   9    .rsrc   ascii   \f\a\n\f\n\f\f\f
1919 0x0001c5f2 0x004251f2 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1920 0x0001c611 0x00425211 6   7    .rsrc   ascii   \a\a\a\a\a\a
1921 0x0001c61e 0x0042521e 4   5    .rsrc   ascii   \a\a\a\a
1922 0x0001c63a 0x0042523a 12  13   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a
1923 0x0001c64a 0x0042524a 5   6    .rsrc   ascii   \n\n\f\n\n
1924 0x0001c656 0x00425256 4   5    .rsrc   ascii   \n\n\n\f
1925 0x0001c681 0x00425281 8   9    .rsrc   ascii   \a\a\a\a\a\a\a\a
1926 0x0001c68a 0x0042528a 6   7    .rsrc   ascii   \a\a\a\a\a\a
1927 0x0001c691 0x00425291 5   6    .rsrc   ascii   \a\a\a\a\a
1928 0x0001c69a 0x0042529a 7   8    .rsrc   ascii   \f\f\f\n\n\n\n
1929 0x0001c6a6 0x004252a6 4   5    .rsrc   ascii   \f\f\f\f
1930 0x0001c6c1 0x004252c1 8   9    .rsrc   ascii   \a\a\a\a\a\a\a\a
1931 0x0001c6ca 0x004252ca 6   7    .rsrc   ascii   \a\a\a\a\a\a
1932 0x0001c6d1 0x004252d1 5   6    .rsrc   ascii   \a\a\a\a\a
1933 0x0001c6d8 0x004252d8 9   10   .rsrc   ascii   \f\a\n\f\n\n\n\n\n
1934 0x0001c6e6 0x004252e6 4   5    .rsrc   ascii   \n\n\f\f
1935 0x0001c70c 0x0042530c 4   5    .rsrc   ascii   \n\f\f\f
1936 0x0001c716 0x00425316 4   5    .rsrc   ascii   \n\n\n\f
1937 0x0001c721 0x00425321 18  19   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1938 0x0001c736 0x00425336 8   9    .rsrc   ascii   \a\a\a\a\a\a\a\a
1939 0x0001c73f 0x0042533f 9   10   .rsrc   ascii   \a\a\a\a\a\a\a\a\a
1940 0x0001c74c 0x0042534c 7   8    .rsrc   ascii   \a\a\a\a\a\a\a
1941 0x0001c75b 0x0042535b 6   7    .rsrc   ascii   \n\n\n\f\f\f
1942 0x0001c764 0x00425364 8   9    .rsrc   ascii   \n\n\n\n\n\n\n\n
1943 0x0001c77c 0x0042537c 11  12   .rsrc   ascii   \a\f\a\a\f\f\f\f\f\f\f
1944 0x0001c78c 0x0042538c 6   7    .rsrc   ascii   \a\a\a\a\a\a
1945 0x0001c793 0x00425393 8   9    .rsrc   ascii   \f\f\f\f\f\f\f\f
1946 0x0001c79c 0x0042539c 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1947 0x0001c7c0 0x004253c0 4   5    .rsrc   ascii   \a\a\a\a
1948 0x0001c7c5 0x004253c5 7   8    .rsrc   ascii   \a\a\a\a\a\a\a
1949 0x0001c7d9 0x004253d9 13  14   .rsrc   ascii   \a\a\a\a\f\a\a\f\f\f\f\f\f
1950 0x0001c7ec 0x004253ec 5   6    .rsrc   ascii   \a\a\a\a\a
1951 0x0001c7f4 0x004253f4 6   7    .rsrc   ascii   \f\f\f\f\f\f
1952 0x0001c7fc 0x004253fc 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1953 0x0001c82c 0x0042542c 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1954 0x0001c84d 0x0042544d 20  21   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f\n\f\f\f\f\f
1955 0x0001c862 0x00425462 6   7    .rsrc   ascii   \f\f\a\a\a\a
1956 0x0001c86c 0x0042546c 8   9    .rsrc   ascii   \f\f\f\f\f\f\f\f
1957 0x0001c875 0x00425475 20  21   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f\f
1958 0x0001c8af 0x004254af 5   6    .rsrc   ascii   \a\a\a\a\a
1959 0x0001c8b8 0x004254b8 7   8    .rsrc   ascii   \n\f\f\f\f\n\f
1960 0x0001c8c2 0x004254c2 4   5    .rsrc   ascii   \f\f\n\f
1961 0x0001c8cc 0x004254cc 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1962 0x0001c8dc 0x004254dc 10  11   .rsrc   ascii   \a\a\a\a\a\a\n\n\f\f
1963 0x0001c8ec 0x004254ec 6   7    .rsrc   ascii   \t\t\t\t\t\t
1964 0x0001c8fc 0x004254fc 11  12   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a
1965 0x0001c914 0x00425514 18  19   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1966 0x0001c92c 0x0042552c 9   10   .rsrc   ascii   \a\a\a\a\a\a\a\a\a
1967 0x0001c936 0x00425536 4   5    .rsrc   ascii   \a\a\a\a
1968 0x0001c93c 0x0042553c 7   8    .rsrc   ascii   \a\a\a\a\a\a\a
1969 0x0001c946 0x00425546 4   5    .rsrc   ascii   \a\a\a\a
1970 0x0001c94e 0x0042554e 4   5    .rsrc   ascii   \a\a\a\a
1971 0x0001c954 0x00425554 19  20   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1972 0x0001c99c 0x0042559c 5   6    .rsrc   ascii   \a\a\a\a\a
1973 0x0001c9ac 0x004255ac 13  14   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a
1974 0x0001c9bb 0x004255bb 8   9    .rsrc   ascii   \a\a\a\a\a\a\a\a
1975 0x0001c9cd 0x004255cd 26  27   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
1976 0x0001c9ec 0x004255ec 11  12   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a
1977 0x0001ca0c 0x0042560c 5   6    .rsrc   ascii   \a\a\f\f\f
1978 0x0001ca1c 0x0042561c 5   6    .rsrc   ascii   \a\a\f\f\f
1979 0x0001ca2c 0x0042562c 4   5    .rsrc   ascii   \a\a\f\f
1980 0x0001ca4c 0x0042564c 4   5    .rsrc   ascii   \a\a\a\a
1981 0x0001ca52 0x00425652 30  31   .rsrc   ascii   \n\f\f\f\f\f\f\f\n\n\n\n\n\n\n\n\f\n\n\f\f\f\f\f\f\f\f\f\f\f
1982 0x0001ca7c 0x0042567c 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1983 0x0001cab0 0x004256b0 22  23   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\f
1984 0x0001cacc 0x004256cc 12  13   .rsrc   ascii   \f\f\f\n\n\n\n\f\f\n\n\n
1985 0x0001cadc 0x004256dc 12  13   .rsrc   ascii   \n\n\f\n\n\n\n\n\n\f\f\f
1986 0x0001caf2 0x004256f2 36  37   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\a\a\a\a\a\a\a\n\n
1987 0x0001cb1c 0x0042571c 10  11   .rsrc   ascii   \r\r\r\r\r\r\r\r\r\r
1988 0x0001cb3c 0x0042573c 12  13   .rsrc   ascii   \a\a\a\a\a\a\a\f\f\n\n\n
1989 0x0001cb4c 0x0042574c 44  45   .rsrc   ascii   \f\f\f\f\n\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\f\n\f\f\f\f\f\n\f\n\n\n\n\n\f\n\n\a\a\a\a\a\a\a
1990 0x0001cb87 0x00425787 9   10   .rsrc   ascii   \f\f\f\f\f\f\f\f\f
1991 0x0001cbcc 0x004257cc 11  12   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f
1992 0x0001cc14 0x00425814 8   9    .rsrc   ascii   \t\t\t\t\t\t\t\t
1993 0x0001cc24 0x00425824 6   7    .rsrc   ascii   \t\t\t\t\t\t
1994 0x0001cc54 0x00425854 8   9    .rsrc   ascii   \b\b\b\b\b\b\b\b
1995 0x0001cc64 0x00425864 5   6    .rsrc   ascii   \t\t\t\t\b
1996 0x0001cc74 0x00425874 5   6    .rsrc   ascii   \t\t\t\t\b
1997 0x0001cc84 0x00425884 4   5    .rsrc   ascii   \t\t\t\t
1998 0x0001cc94 0x00425894 5   6    .rsrc   ascii   \t\t\t\t\t
1999 0x0001cca4 0x004258a4 5   6    .rsrc   ascii   \t\t\t\t\b
2000 0x0001cd6c 0x0042596c 32  33   .rsrc   ascii   \f\f\f\f\f\f\f\f\f\f\f\f\f\v\v\v\v\f\v\v\v\f\f\f\f\f\f\f\f\f\f\f
2001 0x0001cda5 0x004259a5 5   6    .rsrc   ascii   \t\t\t\t\t
2002 0x0001cdb6 0x004259b6 4   5    .rsrc   ascii   \t\t\t\t
2003 0x0001cdbc 0x004259bc 4   5    .rsrc   ascii   \t\t\t\t
2004 0x0001cdc1 0x004259c1 4   5    .rsrc   ascii   \a\a\a\a
2005 0x0001d05c 0x00425c5c 6   7    .rsrc   ascii   \a\a\a\a\a\a
2006 0x0001d0c6 0x00425cc6 6   7    .rsrc   ascii   \f\f\f\f\f\f
2007 0x0001d0dc 0x00425cdc 7   8    .rsrc   ascii   \a\a\a\a\a\a\a
2008 0x0001d0ed 0x00425ced 26  27   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
2009 0x0001d12c 0x00425d2c 6   7    .rsrc   ascii   \a\a\a\a\a\a
2010 0x0001d13c 0x00425d3c 5   6    .rsrc   ascii   \a\a\a\a\a
2011 0x0001d142 0x00425d42 10  11   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a
2012 0x0001d16c 0x00425d6c 24  25   .rsrc   ascii   \a\a\n\a\a\a\f\a\a\a\a\f\a\a\a\a\a\a\a\n\n\f\f\n
2013 0x0001d18c 0x00425d8c 4   5    .rsrc   ascii   \a\a\a\a
2014 0x0001d19c 0x00425d9c 4   5    .rsrc   ascii   \a\a\a\a
2015 0x0001d1e9 0x00425de9 12  13   .rsrc   ascii   \a\f\a\a\a\a\a\a\a\a\a\a
2016 0x0001d1f6 0x00425df6 13  14   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a
2017 0x0001d204 0x00425e04 5   6    .rsrc   ascii   \a\a\a\a\a
2018 0x0001d212 0x00425e12 12  13   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a
2019 0x0001d22c 0x00425e2c 12  13   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a
2020 0x0001d28c 0x00425e8c 5   6    .rsrc   ascii   \a\a\a\a\a
2021 0x0001d292 0x00425e92 23  24   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
2022 0x0001d2d2 0x00425ed2 24  25   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a\a
2023 0x0001d2ee 0x00425eee 6   7    .rsrc   ascii   \a\a\a\a\a\a
2024 0x0001d2f6 0x00425ef6 6   7    .rsrc   ascii   \a\a\a\a\a\a
2025 0x0001d2fe 0x00425efe 6   7    .rsrc   ascii   \a\a\a\a\a\a
2026 0x0001d36e 0x00425f6e 8   9    .rsrc   ascii   \a\a\a\a\a\a\a\a
2027 0x0001d37c 0x00425f7c 14  15   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a\a\a
2028 0x0001d38c 0x00425f8c 4   5    .rsrc   ascii   \a\a\a\a
2029 0x0001d394 0x00425f94 8   9    .rsrc   ascii   \a\a\a\a\a\a\a\a
2030 0x0001d3ac 0x00425fac 6   7    .rsrc   ascii   \a\a\a\a\a\a
2031 0x0001d3b6 0x00425fb6 12  13   .rsrc   ascii   \a\a\a\a\a\a\a\a\a\a\a\a
2032 0x0001d3cb 0x00425fcb 7   8    .rsrc   ascii   \a\a\a\a\a\a\a
2033 0x0001d3dc 0x00425fdc 4   5    .rsrc   ascii   \a\f\f\f
2034 0x0001d3e8 0x00425fe8 8   9    .rsrc   ascii   \f\f\f\f\a\a\a\a
2035 0x0001d441 0x00426041 5   6    .rsrc   ascii   \n\n\f\f\f
2036 0x0001d449 0x00426049 6   7    .rsrc   ascii   \n\n\n\n\n\n
2037 0x0001d457 0x00426057 8   9    .rsrc   ascii   \f\f\f\f\f\f\f\f
2038 0x0001d461 0x00426061 7   8    .rsrc   ascii   \f\f\f\f\f\f\f
2039 0x0001d476 0x00426076 4   5    .rsrc   ascii   \f\f\f\f
2040 0x0001d4ac 0x004260ac 10  11   .rsrc   ascii   \t\t\t\t\t\t\t\t\t\t
2041 0x0001d4c0 0x004260c0 26  27   .rsrc   ascii   \t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t
2042 0x0001d505 0x00426105 4   5    .rsrc   ascii   \t\t\t\t
2043 0x0001d50a 0x0042610a 8   9    .rsrc   ascii   \t\t\t\t\t\t\t\t
2044 0x0001d523 0x00426123 4   5    .rsrc   ascii   \t\t\t\t
2045 0x0001d529 0x00426129 8   9    .rsrc   ascii   \t\t\t\t\t\t\t\t
2046 0x0001d532 0x00426132 7   8    .rsrc   ascii   \t\t\t\t\t\t\t
2047 0x0001d547 0x00426147 4   5    .rsrc   ascii   \t\t\t\t
2048 0x0001d54c 0x0042614c 5   6    .rsrc   ascii   \t\t\t\t\t
2049 0x0001d556 0x00426156 7   8    .rsrc   ascii   \t\t\t\t\t\t\t
2050 0x0001d578 0x00426178 4   5    .rsrc   ascii   \t\t\t\t
2051 0x0001d584 0x00426184 9   10   .rsrc   ascii   \t\t\t\t\t\t\t\t\t
2052 0x0001d5ac 0x004261ac 11  12   .rsrc   ascii   \t\t\t\t\t\t\t\t\t\t\t
