[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3581 0x0002678a 0x1002738a 4   5    .text   ascii   |$ H
3582 0x0002678f 0x1002738f 4   5    .text   ascii   \$XH
3583 0x000267b6 0x100273b6 4   5    .text   ascii   \$@H
3584 0x000267bb 0x100273bb 5   6    .text   ascii   |$HHc
3585 0x00026842 0x10027442 4   5    .text   ascii   |$HH
3586 0x00026874 0x10027474 4   5    .text   ascii   \$@H
3587 0x00026880 0x10027480 4   5    .text   ascii   \$@H
3588 0x0002688f 0x1002748f 5   7    .text   utf8    ̉L$\bH blocks=Combining Diacritical Marks,Basic Latin
3589 0x0002689a 0x1002749a 4   5    .text   ascii   \$XH
3590 0x0002689f 0x1002749f 4   5    .text   ascii   t$`H
3591 0x000268a4 0x100274a4 4   5    .text   ascii   |$hL
3592 0x000268a9 0x100274a9 6   8    .text   utf8    d$@Hcك blocks=Basic Latin,Arabic
3593 0x0002691f 0x1002751f 5   6    .text   ascii   \$ E3
3594 0x00026985 0x10027585 5   6    .text   ascii   \$ E3
3595 0x0002699c 0x1002759c 4   5    .text   ascii   \$XH
3596 0x000269a1 0x100275a1 4   5    .text   ascii   t$`H
3597 0x000269a6 0x100275a6 4   5    .text   ascii   |$hL
3598 0x000269ab 0x100275ab 4   5    .text   ascii   d$@H
3599 0x00026a2a 0x1002762a 4   5    .text   ascii   D$(3
3600 0x00026a50 0x10027650 4   5    .text   ascii   D$ H
3601 0x00026a80 0x10027680 5   6    .text   ascii   L$(H3
3602 0x00026b28 0x10027728 4   5    .text   ascii   \$ A
3603 0x00026b48 0x10027748 4   6    .text   utf8    E3ہ8 blocks=Basic Latin,Arabic
3604 0x00026b64 0x10027764 6   7    .text   ascii   @SUVWH
3605 0x00026b8b 0x1002778b 6   7    .text   ascii   9y@~)3
3606 0x00026b95 0x10027795 8   9    .text   ascii   xa;{@}\H
3607 0x00026bb4 0x100277b4 4   5    .text   ascii   ;{@|
3608 0x00026bf2 0x100277f2 5   6    .text   ascii   (_^][
3609 0x00026c50 0x10027850 5   6    .text   ascii   @SVWH
3610 0x00026ca2 0x100278a2 4   5    .text   ascii   L$ 3
3611 0x00026ce5 0x100278e5 5   6    .text   ascii   9t$0u
3612 0x00026cf0 0x100278f0 4   5    .text   ascii   w\tu\v
3613 0x00026d96 0x10027996 4   5    .text   ascii   D$hI
3614 0x00026e6a 0x10027a6a 4   5    .text   ascii   L$HL
3615 0x00026e6f 0x10027a6f 4   5    .text   ascii   |$0E
3616 0x00026e84 0x10027a84 4   5    .text   ascii   D$HC
3617 0x00026e89 0x10027a89 4   5    .text   ascii   D$I:
3618 0x00026e8e 0x10027a8e 4   5    .text   ascii   D$J/
3619 0x00026e93 0x10027a93 4   5    .text   ascii   D$KP
3620 0x00026e98 0x10027a98 4   5    .text   ascii   D$Lr
3621 0x00026e9d 0x10027a9d 4   5    .text   ascii   D$Mo
3622 0x00026ea2 0x10027aa2 4   5    .text   ascii   D$Ng
3623 0x00026ea7 0x10027aa7 4   5    .text   ascii   D$Or
3624 0x00026eac 0x10027aac 4   5    .text   ascii   D$Pa
3625 0x00026eb1 0x10027ab1 4   5    .text   ascii   D$Qm
3626 0x00026eb6 0x10027ab6 4   5    .text   ascii   D$RD
3627 0x00026ebb 0x10027abb 4   5    .text   ascii   D$Sa
3628 0x00026ec0 0x10027ac0 4   5    .text   ascii   D$Tt
3629 0x00026ec5 0x10027ac5 4   5    .text   ascii   D$Ua
3630 0x00026eca 0x10027aca 4   5    .text   ascii   D$V/
3631 0x00026ecf 0x10027acf 4   5    .text   ascii   D$Ws
3632 0x00026ed4 0x10027ad4 4   5    .text   ascii   D$Xv
3633 0x00026ed9 0x10027ad9 4   5    .text   ascii   D$Yc
3634 0x00026ede 0x10027ade 4   5    .text   ascii   D$Zh
3635 0x00026ee3 0x10027ae3 4   5    .text   ascii   D$[o
3636 0x00026ee8 0x10027ae8 4   5    .text   ascii   D$\s
3637 0x00026eed 0x10027aed 4   5    .text   ascii   D$]t
3638 0x00026ef2 0x10027af2 4   5    .text   ascii   D$^.
3639 0x00026ef7 0x10027af7 4   5    .text   ascii   D$_t
3640 0x00026efc 0x10027afc 4   5    .text   ascii   D$`x
3641 0x00026f01 0x10027b01 4   5    .text   ascii   D$at
3642 0x00026f40 0x10027b40 4   5    .text   ascii   |$@A
3643 0x00026f5b 0x10027b5b 4   5    .text   ascii   L$@D
3644 0x00026f6c 0x10027b6c 4   5    .text   ascii   |$ A
3645 0x00026f94 0x10027b94 4   5    .text   ascii   |$xL
3646 0x00026fd1 0x10027bd1 5   6    .text   ascii   L$hH3
3647 0x0002701a 0x10027c1a 5   6    .text   ascii   \$\bM3
3648 0x00027056 0x10027c56 4   5    .text   ascii   \$\bH
3649 0x00027076 0x10027c76 4   5    .text   ascii   L$ H
3650 0x0002707b 0x10027c7b 4   5    .text   ascii   T$(D
3651 0x00027080 0x10027c80 4   5    .text   ascii   D$0H
3652 0x0002709a 0x10027c9a 4   5    .text   ascii   T$(H
3653 0x00028100 0x10029900 7   8    .rdata  ascii   CWinApp
3654 0x00028108 0x10029908 8   9    .rdata  ascii   Settings
3655 0x00028118 0x10029918 12  13   .rdata  ascii   PreviewPages
3656 0x000281f0 0x100299f0 16  17   .rdata  ascii   DeactivateActCtx
3657 0x00028208 0x10029a08 14  15   .rdata  ascii   ActivateActCtx
3658 0x00028218 0x10029a18 13  14   .rdata  ascii   ReleaseActCtx
3659 0x00028228 0x10029a28 13  14   .rdata  ascii   CreateActCtxA
3660 0x00028238 0x10029a38 8   9    .rdata  ascii   KERNEL32
3661 0x00028248 0x10029a48 59  60   .rdata  ascii   Software\Microsoft\Windows\CurrentVersion\Policies\Explorer
3662 0x00028284 0x10029a84 5   6    .rdata  ascii   NoRun
3663 0x00028290 0x10029a90 8   9    .rdata  ascii   NoDrives
3664 0x000282a0 0x10029aa0 11  12   .rdata  ascii   RestrictRun
3665 0x000282b0 0x10029ab0 22  23   .rdata  ascii   NoNetConnectDisconnect
3666 0x000282c8 0x10029ac8 19  20   .rdata  ascii   NoRecentDocsHistory
3667 0x000282e0 0x10029ae0 7   8    .rdata  ascii   NoClose
3668 0x000282e8 0x10029ae8 58  59   .rdata  ascii   Software\Microsoft\Windows\CurrentVersion\Policies\Network
3669 0x00028328 0x10029b28 15  16   .rdata  ascii   NoEntireNetwork
3670 0x00028338 0x10029b38 59  60   .rdata  ascii   Software\Microsoft\Windows\CurrentVersion\Policies\Comdlg32
3671 0x00028378 0x10029b78 11  12   .rdata  ascii   NoPlacesBar
3672 0x00028388 0x10029b88 12  13   .rdata  ascii   NoBackButton
3673 0x00028398 0x10029b98 9   10   .rdata  ascii   NoFileMru
3674 0x000285a0 0x10029da0 9   10   .rdata  ascii   ntdll.dll
3675 0x000285b0 0x10029db0 36  37   .rdata  ascii   Control Panel\Desktop\ResourceLocale
3676 0x000285d8 0x10029dd8 26  27   .rdata  ascii   GetSystemDefaultUILanguage
3677 0x000285f8 0x10029df8 24  25   .rdata  ascii   GetUserDefaultUILanguage
3678 0x00028618 0x10029e18 12  13   .rdata  ascii   kernel32.dll
3679 0x00028628 0x10029e28 6   7    .rdata  ascii   %s.dll
3680 0x00028680 0x10029e80 20  21   .rdata  ascii   CInvalidArgException
3681 0x00028698 0x10029e98 22  23   .rdata  ascii   CNotSupportedException
3682 0x000286b0 0x10029eb0 16  17   .rdata  ascii   CMemoryException
3683 0x000286c8 0x10029ec8 10  11   .rdata  ascii   CException
3684 0x00028868 0x1002a068 13  14   .rdata  ascii   COleException
3685 0x00028908 0x1002a108 7   8    .rdata  ascii   DISPLAY
3686 0x00028910 0x1002a110 13  14   .rdata  ascii   CreateActCtxW
3687 0x000289c0 0x1002a1c0 12  13   .rdata  ascii   comctl32.dll
3688 0x00028a08 0x1002a208 12  13   .rdata  ascii   comdlg32.dll
3689 0x00028b00 0x1002a300 10  11   .rdata  ascii   CWinThread
3690 0x00028dbc 0x1002a5bc 4   5    .rdata  ascii   .INI
3691 0x00028dc4 0x1002a5c4 4   5    .rdata  ascii   .HLP
3692 0x00028dcc 0x1002a5cc 4   5    .rdata  ascii   .CHM
3693 0x00028dd8 0x1002a5d8 14  15   .rdata  ascii   NotifyWinEvent
3694 0x00028de8 0x1002a5e8 10  11   .rdata  ascii   user32.dll
3695 0x00028df8 0x1002a5f8 10  11   .rdata  ascii   CCmdTarget
3696 0x00028fd0 0x1002a7d0 8   9    .rdata  ascii   software
3697 0x00029060 0x1002a860 9   10   .rdata  ascii   Software\
3698 0x00029098 0x1002a898 10  11   .rdata  ascii   CGdiObject
3699 0x000290a8 0x1002a8a8 14  15   .rdata  ascii   CUserException
3700 0x000290b8 0x1002a8b8 18  19   .rdata  ascii   CResourceException
3701 0x00029368 0x1002ab68 7   8    .rdata  ascii   CObject
3702 0x00029370 0x1002ab70 6   7    .rdata  ascii   Delete
3703 0x00029378 0x1002ab78 8   9    .rdata  ascii   NoRemove
3704 0x00029388 0x1002ab88 11  12   .rdata  ascii   ForceRemove
3705 0x00029398 0x1002ab98 4   20   .rdata  utf32le BDMS
3706 0x00029470 0x1002ac70 12  13   .rdata  ascii   CMapPtrToPtr
3707 0x000294d0 0x1002acd0 4   5    .rdata  ascii   CWnd
3708 0x000294e8 0x1002ace8 9   10   .rdata  ascii   AfxWnd80s
3709 0x000294f8 0x1002acf8 16  17   .rdata  ascii   AfxControlBar80s
3710 0x00029510 0x1002ad10 14  15   .rdata  ascii   AfxMDIFrame80s
3711 0x00029520 0x1002ad20 17  18   .rdata  ascii   AfxFrameOrView80s
3712 0x00029538 0x1002ad38 16  17   .rdata  ascii   AfxOleControl80s
3713 0x00029550 0x1002ad50 16  17   .rdata  ascii   AfxOldWndProc423
3714 0x000295a8 0x1002ada8 19  20   .rdata  ascii   EnumDisplayDevicesA
3715 0x000295c0 0x1002adc0 15  16   .rdata  ascii   GetMonitorInfoA
3716 0x000295d0 0x1002add0 19  20   .rdata  ascii   EnumDisplayMonitors
3717 0x000295e8 0x1002ade8 16  17   .rdata  ascii   MonitorFromPoint
3718 0x00029600 0x1002ae00 15  16   .rdata  ascii   MonitorFromRect
3719 0x00029610 0x1002ae10 17  18   .rdata  ascii   MonitorFromWindow
3720 0x00029628 0x1002ae28 16  17   .rdata  ascii   GetSystemMetrics
3721 0x0002963c 0x1002ae3c 6   7    .rdata  ascii   USER32
3722 0x00029648 0x1002ae48 9   20   .rdata  utf16le accParent
3723 0x00029660 0x1002ae60 13  28   .rdata  utf16le accChildCount
3724 0x00029680 0x1002ae80 8   18   .rdata  utf16le accChild
3725 0x00029698 0x1002ae98 7   16   .rdata  utf16le accName
3726 0x000296a8 0x1002aea8 8   18   .rdata  utf16le accValue
3727 0x000296c0 0x1002aec0 14  30   .rdata  utf16le accDescription
3728 0x000296e0 0x1002aee0 7   16   .rdata  utf16le accRole
3729 0x000296f0 0x1002aef0 8   18   .rdata  utf16le accState
3730 0x00029708 0x1002af08 7   16   .rdata  utf16le accHelp
3731 0x00029718 0x1002af18 12  26   .rdata  utf16le accHelpTopic
3732 0x00029738 0x1002af38 19  40   .rdata  utf16le accKeyboardShortcut
3733 0x00029760 0x1002af60 8   18   .rdata  utf16le accFocus
3734 0x00029778 0x1002af78 12  26   .rdata  utf16le accSelection
3735 0x00029798 0x1002af98 16  34   .rdata  utf16le accDefaultAction
3736 0x000297c0 0x1002afc0 9   20   .rdata  utf16le accSelect
3737 0x000297d8 0x1002afd8 11  24   .rdata  utf16le accLocation
3738 0x000297f0 0x1002aff0 11  24   .rdata  utf16le accNavigate
3739 0x00029808 0x1002b008 10  22   .rdata  utf16le accHitTest
3740 0x00029820 0x1002b020 18  38   .rdata  utf16le accDoDefaultAction
3741 0x00029c17 0x1002b417 4   6    .rdata  utf8    qϝ}z blocks=Basic Latin,Greek and Coptic
3742 0x0002a110 0x1002b910 18  19   .rdata  ascii   InitCommonControls
3743 0x0002a128 0x1002b928 20  21   .rdata  ascii   InitCommonControlsEx
3744 0x0002a1e0 0x1002b9e0 9   10   .rdata  ascii   HtmlHelpA
3745 0x0002a1f0 0x1002b9f0 10  11   .rdata  ascii   hhctrl.ocx
3746 0x0002a438 0x1002bc38 6   7    .rdata  ascii   #32768
3747 0x0002a4c0 0x1002bcc0 10  11   .rdata  ascii   %s (%s:%d)
3748 0x0002a4d0 0x1002bcd0 13  14   .rdata  ascii   %s (%s:%d)\n%s
3749 0x0002a4e0 0x1002bce0 30  31   .rdata  ascii   Exception thrown in destructor
3750 0x0002a500 0x1002bd00 54  55   .rdata  ascii   f:\rtm\vctools\vc7libs\ship\atlmfc\include\afxwin2.inl
3751 0x0002a9b0 0x1002c1b0 20  21   .rdata  ascii   commctrl_DragListMsg
3752 0x0002a9d0 0x1002c1d0 5   6    .rdata  ascii   CMenu
3753 0x0002aa60 0x1002c260 17  18   .rdata  ascii   CArchiveException
3754 0x0002ab80 0x1002c380 10  11   .rdata  ascii   CByteArray
3755 0x0002abb0 0x1002c3b0 14  15   .rdata  ascii   bad allocation
3756 0x0002ac78 0x1002c478 14  15   .rdata  ascii   CorExitProcess
3757 0x0002ac88 0x1002c488 11  12   .rdata  ascii   mscoree.dll
3758 0x0002ad08 0x1002c508 13  14   .rdata  ascii   EncodePointer
3759 0x0002ad18 0x1002c518 12  13   .rdata  ascii   KERNEL32.DLL
3760 0x0002ad28 0x1002c528 13  14   .rdata  ascii   DecodePointer
3761 0x0002ad38 0x1002c538 14  15   .rdata  ascii   runtime error 
3762 0x0002ad50 0x1002c550 13  14   .rdata  ascii   TLOSS error\r\n
3763 0x0002ad60 0x1002c560 12  13   .rdata  ascii   SING error\r\n
3764 0x0002ad70 0x1002c570 14  15   .rdata  ascii   DOMAIN error\r\n
3765 0x0002ad80 0x1002c580 154 155  .rdata  ascii   R6034\r\nAn application has made an attempt to load the C runtime library incorrectly.\nPlease contact the application's support team for more information.\r\n
3766 0x0002ae20 0x1002c620 246 247  .rdata  ascii   R6033\r\n- Attempt to use MSIL code from this assembly during native code initialization\nThis indicates a bug in your application. It is most likely the result of calling an MSIL-compiled (/clr) function from a native constructor or from DllMain.\r\n
3767 0x0002af18 0x1002c718 50  51   .rdata  ascii   R6032\r\n- not enough space for locale information\r\n
3768 0x0002af50 0x1002c750 98  99   .rdata  ascii   R6031\r\n- Attempt to initialize the CRT more than once.\nThis indicates a bug in your application.\r\n
3769 0x0002afb8 0x1002c7b8 30  31   .rdata  ascii   R6030\r\n- CRT not initialized\r\n
3770 0x0002afd8 0x1002c7d8 36  37   .rdata  ascii   R6028\r\n- unable to initialize heap\r\n
3771 0x0002b000 0x1002c800 52  53   .rdata  ascii   R6027\r\n- not enough space for lowio initialization\r\n
3772 0x0002b038 0x1002c838 52  53   .rdata  ascii   R6026\r\n- not enough space for stdio initialization\r\n
3773 0x0002b070 0x1002c870 37  38   .rdata  ascii   R6025\r\n- pure virtual function call\r\n
3774 0x0002b098 0x1002c898 52  53   .rdata  ascii   R6024\r\n- not enough space for _onexit/atexit table\r\n
3775 0x0002b0d0 0x1002c8d0 40  41   .rdata  ascii   R6019\r\n- unable to open console device\r\n
3776 0x0002b100 0x1002c900 32  33   .rdata  ascii   R6018\r\n- unexpected heap error\r\n
3777 0x0002b128 0x1002c928 44  45   .rdata  ascii   R6017\r\n- unexpected multithread lock error\r\n
3778 0x0002b158 0x1002c958 43  44   .rdata  ascii   R6016\r\n- not enough space for thread data\r\n
3779 0x0002b190 0x1002c990 149 150  .rdata  ascii   \r\nThis application has requested the Runtime to terminate it in an unusual way.\nPlease contact the application's support team for more information.\r\n
3780 0x0002b228 0x1002ca28 43  44   .rdata  ascii   R6009\r\n- not enough space for environment\r\n
3781 0x0002b258 0x1002ca58 41  42   .rdata  ascii   R6008\r\n- not enough space for arguments\r\n
3782 0x0002b288 0x1002ca88 36  37   .rdata  ascii   R6002\r\n- floating point not loaded\r\n
3783 0x0002b2b0 0x1002cab0 36  37   .rdata  ascii   Microsoft Visual C++ Runtime Library
3784 0x0002b2e0 0x1002cae0 22  23   .rdata  ascii   <program name unknown>
3785 0x0002b2f8 0x1002caf8 25  26   .rdata  ascii   Runtime Error!\n\nProgram: 
3786 0x0002b338 0x1002cb38 13  14   .rdata  ascii   bad exception
3787 0x0002b348 0x1002cb48 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
3788 0x0002b370 0x1002cb70 6   14   .rdata  utf16le (null)
3789 0x0002b380 0x1002cb80 6   7    .rdata  ascii   (null)
3790 0x0002b3b1 0x1002cbb1 7   8    .rdata  ascii   ( 8PX\a\b
3791 0x0002b3b9 0x1002cbb9 6   7    .rdata  ascii   700WP\a
3792 0x0002b3c8 0x1002cbc8 7   8    .rdata  ascii   \b`h````
3793 0x0002b3d1 0x1002cbd1 9   10   .rdata  ascii   xpxxxx\b\a\b
3794 0x0002b3f6 0x1002cbf6 7   8    .rdata  ascii   \a\b\t\n\v\f\r
3795 0x0002b40f 0x1002cc0f 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
3796 0x0002b4a5 0x1002cca5 5   6    .rdata  ascii   ('8PW
3797 0x0002b4ae 0x1002ccae 5   6    .rdata  ascii   700PP
3798 0x0002b4c0 0x1002ccc0 17  18   .rdata  ascii   `h`hhh\b\b\axppwpp\b\b
3799 0x0002b4e8 0x1002cce8 5   6    .rdata  ascii   e+000
3800 0x0002b4f0 0x1002ccf0 21  22   .rdata  ascii   SunMonTueWedThuFriSat
3801 0x0002b508 0x1002cd08 36  37   .rdata  ascii   JanFebMarAprMayJunJulAugSepOctNovDec
3802 0x0002b530 0x1002cd30 23  24   .rdata  ascii   GetProcessWindowStation
3803 0x0002b548 0x1002cd48 25  26   .rdata  ascii   GetUserObjectInformationA
3804 0x0002b568 0x1002cd68 18  19   .rdata  ascii   GetLastActivePopup
3805 0x0002b580 0x1002cd80 15  16   .rdata  ascii   GetActiveWindow
3806 0x0002b590 0x1002cd90 11  12   .rdata  ascii   MessageBoxA
3807 0x0002b5a0 0x1002cda0 10  11   .rdata  ascii   USER32.DLL
3808 0x0002b5b0 0x1002cdb0 25  26   .rdata  ascii    Complete Object Locator'
3809 0x0002b5d0 0x1002cdd0 28  29   .rdata  ascii    Class Hierarchy Descriptor'
3810 0x0002b5f0 0x1002cdf0 18  19   .rdata  ascii    Base Class Array'
3811 0x0002b608 0x1002ce08 27  28   .rdata  ascii    Base Class Descriptor at (
3812 0x0002b628 0x1002ce28 17  18   .rdata  ascii    Type Descriptor'
3813 0x0002b640 0x1002ce40 27  28   .rdata  ascii   `local static thread guard'
3814 0x0002b660 0x1002ce60 42  43   .rdata  ascii   `managed vector copy constructor iterator'
3815 0x0002b690 0x1002ce90 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
3816 0x0002b6c0 0x1002cec0 34  35   .rdata  ascii   `vector copy constructor iterator'
3817 0x0002b6e8 0x1002cee8 32  33   .rdata  ascii   `dynamic atexit destructor for '
3818 0x0002b710 0x1002cf10 26  27   .rdata  ascii   `dynamic initializer for '
3819 0x0002b730 0x1002cf30 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
3820 0x0002b760 0x1002cf60 37  38   .rdata  ascii   `eh vector copy constructor iterator'
3821 0x0002b788 0x1002cf88 36  37   .rdata  ascii   `managed vector destructor iterator'
3822 0x0002b7b0 0x1002cfb0 37  38   .rdata  ascii   `managed vector constructor iterator'
3823 0x0002b7d8 0x1002cfd8 28  29   .rdata  ascii   `placement delete[] closure'
3824 0x0002b7f8 0x1002cff8 26  27   .rdata  ascii   `placement delete closure'
3825 0x0002b818 0x1002d018 14  15   .rdata  ascii   `omni callsig'
3826 0x0002b828 0x1002d028 9   10   .rdata  ascii    delete[]
3827 0x0002b834 0x1002d034 6   7    .rdata  ascii    new[]
3828 0x0002b840 0x1002d040 35  36   .rdata  ascii   `local vftable constructor closure'
3829 0x0002b868 0x1002d068 15  16   .rdata  ascii   `local vftable'
3830 0x0002b878 0x1002d078 5   6    .rdata  ascii   `RTTI
3831 0x0002b888 0x1002d088 15  16   .rdata  ascii   `udt returning'
3832 0x0002b898 0x1002d098 26  27   .rdata  ascii   `copy constructor closure'
3833 0x0002b8b8 0x1002d0b8 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
3834 0x0002b8e0 0x1002d0e0 31  32   .rdata  ascii   `eh vector destructor iterator'
3835 0x0002b900 0x1002d100 32  33   .rdata  ascii   `eh vector constructor iterator'
3836 0x0002b928 0x1002d128 26  27   .rdata  ascii   `virtual displacement map'
3837 0x0002b948 0x1002d148 35  36   .rdata  ascii   `vector vbase constructor iterator'
3838 0x0002b970 0x1002d170 28  29   .rdata  ascii   `vector destructor iterator'
3839 0x0002b990 0x1002d190 29  30   .rdata  ascii   `vector constructor iterator'
3840 0x0002b9b0 0x1002d1b0 28  29   .rdata  ascii   `scalar deleting destructor'
3841 0x0002b9d0 0x1002d1d0 29  30   .rdata  ascii   `default constructor closure'
3842 0x0002b9f0 0x1002d1f0 28  29   .rdata  ascii   `vector deleting destructor'
3843 0x0002ba10 0x1002d210 18  19   .rdata  ascii   `vbase destructor'
3844 0x0002ba28 0x1002d228 8   9    .rdata  ascii   `string'
3845 0x0002ba38 0x1002d238 20  21   .rdata  ascii   `local static guard'
3846 0x0002ba50 0x1002d250 8   9    .rdata  ascii   `typeof'
3847 0x0002ba60 0x1002d260 7   8    .rdata  ascii   `vcall'
3848 0x0002ba68 0x1002d268 9   10   .rdata  ascii   `vbtable'
3849 0x0002ba78 0x1002d278 9   10   .rdata  ascii   `vftable'
3850 0x0002bab4 0x1002d2b4 11  48   .rdata  utf32le |^~⤨,㴾>㴼<%/ blocks=Basic Latin,Supplemental Arrows-B,CJK Unified Ideographs Extension A
3851 0x0002bae4 0x1002d2e4 7   32   .rdata  utf32le &+-ⴭ⬫*㸭 blocks=Basic Latin,Georgian Supplement,Miscellaneous Symbols and Arrows,CJK Unified Ideographs Extension A
3852 0x0002bb04 0x1002d304 4   5    .rdata  ascii   ator
3853 0x0002bb28 0x1002d328 7   8    .rdata  ascii    delete
3854 0x0002bb30 0x1002d330 4   5    .rdata  ascii    new
3855 0x0002bb38 0x1002d338 11  12   .rdata  ascii   __unaligned
3856 0x0002bb48 0x1002d348 10  11   .rdata  ascii   __restrict
3857 0x0002bb58 0x1002d358 7   8    .rdata  ascii   __ptr64
3858 0x0002bb60 0x1002d360 9   10   .rdata  ascii   __clrcall
3859 0x0002bb70 0x1002d370 10  11   .rdata  ascii   __fastcall
3860 0x0002bb80 0x1002d380 10  11   .rdata  ascii   __thiscall
3861 0x0002bb90 0x1002d390 9   10   .rdata  ascii   __stdcall
3862 0x0002bba0 0x1002d3a0 8   9    .rdata  ascii   __pascal
3863 0x0002bbb0 0x1002d3b0 7   8    .rdata  ascii   __cdecl
3864 0x0002bbb8 0x1002d3b8 8   9    .rdata  ascii   __based(
3865 0x0002bee8 0x1002d6e8 17  18   .rdata  ascii   Unknown exception
3866 0x0002c000 0x1002d800 33  68   .rdata  utf16le          (((((                  H
3867 0x0002c202 0x1002da02 33  68   .rdata  utf16le          h((((                  H
3868 0x0002c300 0x1002db00 34  70   .rdata  utf16le                                  H
3869 0x0002c497 0x1002dc97 7   8    .rdata  ascii   \a\b\t\n\v\f\r
3870 0x0002c4b0 0x1002dcb0 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
3871 0x0002c617 0x1002de17 7   8    .rdata  ascii   \a\b\t\n\v\f\r
3872 0x0002c630 0x1002de30 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
3873 0x0002c710 0x1002df10 8   9    .rdata  ascii   HH:mm:ss
3874 0x0002c720 0x1002df20 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
3875 0x0002c738 0x1002df38 8   9    .rdata  ascii   MM/dd/yy
3876 0x0002c750 0x1002df50 8   9    .rdata  ascii   December
3877 0x0002c760 0x1002df60 8   9    .rdata  ascii   November
3878 0x0002c770 0x1002df70 7   8    .rdata  ascii   October
3879 0x0002c778 0x1002df78 9   10   .rdata  ascii   September
3880 0x0002c784 0x1002df84 6   7    .rdata  ascii   August
3881 0x0002c78c 0x1002df8c 4   5    .rdata  ascii   July
3882 0x0002c794 0x1002df94 4   5    .rdata  ascii   June
3883 0x0002c79c 0x1002df9c 5   6    .rdata  ascii   April
3884 0x0002c7a4 0x1002dfa4 5   6    .rdata  ascii   March
3885 0x0002c7b0 0x1002dfb0 8   9    .rdata  ascii   February
3886 0x0002c7c0 0x1002dfc0 7   8    .rdata  ascii   January
3887 0x0002c7f8 0x1002dff8 8   9    .rdata  ascii   Saturday
3888 0x0002c804 0x1002e004 6   7    .rdata  ascii   Friday
3889 0x0002c810 0x1002e010 8   9    .rdata  ascii   Thursday
3890 0x0002c820 0x1002e020 9   10   .rdata  ascii   Wednesday
3891 0x0002c830 0x1002e030 7   8    .rdata  ascii   Tuesday
3892 0x0002c838 0x1002e038 6   7    .rdata  ascii   Monday
3893 0x0002c840 0x1002e040 6   7    .rdata  ascii   Sunday
3894 0x0002c864 0x1002e064 6   7    .rdata  ascii   1#QNAN
3895 0x0002c86c 0x1002e06c 5   6    .rdata  ascii   1#INF
3896 0x0002c874 0x1002e074 5   6    .rdata  ascii   1#IND
3897 0x0002c87c 0x1002e07c 6   7    .rdata  ascii   1#SNAN
3898 0x0002c888 0x1002e088 7   8    .rdata  ascii   CONOUT$
3899 0x0002c8a1 0x1002e0a1 5   6    .rdata  ascii   =L9o<
3900 0x0002c8cf 0x1002e0cf 17  18   .rdata  ascii   FInvalid DateTime
3901 0x0002c8e8 0x1002e0e8 20  21   .rdata  ascii   Invalid DateTimeSpan
3902 0x0002c900 0x1002e100 14  15   .rdata  ascii   bad allocation
3903 0x0002c910 0x1002e110 12  13   .rdata  ascii   kernel32.dll
3904 0x0002c920 0x1002e120 11  12   .rdata  ascii   shlwapi.dll
3905 0x0002c930 0x1002e130 12  13   .rdata  ascii   VirtualAlloc
3906 0x0002c940 0x1002e140 11  12   .rdata  ascii   CreateFileA
3907 0x0002c950 0x1002e150 8   9    .rdata  ascii   ReadFile
3908 0x0002c960 0x1002e160 11  12   .rdata  ascii   GetFileSize
3909 0x0002c970 0x1002e170 11  12   .rdata  ascii   CloseHandle
3910 0x0002c97c 0x1002e17c 4   5    .rdata  ascii   RSDS
3911 0x0002c994 0x1002e194 29  30   .rdata  ascii   e:\vs\dll\x64\release\dll.pdb
3912 0x0002e180 0x1002f980 4   5    .rdata  ascii   \vb\a`
3913 0x0002e244 0x1002fa44 6   7    .rdata  ascii   \fR\bp\a`
3914 0x0002e288 0x1002fa88 4   5    .rdata  ascii   \vb\ap
3915 0x0002e5c6 0x1002fdc6 4   5    .rdata  ascii   \bp\a`
3916 0x0002e834 0x10030034 6   7    .rdata  ascii   \tp\b`\aP
3917 0x0002e909 0x10030109 5   6    .rdata  ascii   B\vp\n0
3918 0x0002e914 0x10030114 4   5    .rdata  ascii   \vb\ap
3919 0x0002e9e8 0x100301e8 4   5    .rdata  ascii   \vb\ap
3920 0x0002eb0c 0x1003030c 4   5    .rdata  ascii   \vB\ap
3921 0x0002eb22 0x10030322 6   7    .rdata  ascii   \tp\b`\aP
3922 0x0002f5b5 0x10030db5 5   6    .rdata  ascii   b\rp\f0
3923 0x0002f695 0x10030e95 9   10   .rdata  ascii   b\rp\f`\vP\n0
