Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 4   5            ascii   Rich
2    0x000001e8 0x000001e8 5   6            ascii   .text
3    0x0000020f 0x0000020f 7   8            ascii   h.rdata
4    0x00000237 0x00000237 6   7            ascii   H.data
5    0x00000260 0x00000260 6   7            ascii   .pdata
6    0x00000287 0x00000287 5   6            ascii   HINIT
7    0x000002b0 0x000002b0 5   6            ascii   .rsrc
8    0x000002d7 0x000002d7 7   8            ascii   B.reloc
2216 0x0001be2e 0x0002dc2e 5   6    .data   ascii   {T_?2
2217 0x0001be55 0x0002dc55 4   5    .data   ascii   0*6F
2218 0x0001be5b 0x0002dc5b 8   9    .data   ascii   wrh).\exq
2219 0x0001beae 0x0002dcae 4   5    .data   ascii   @XT;
2220 0x0001becf 0x0002dccf 6   7    .data   ascii   )\TIkj
2221 0x0001bedb 0x0002dcdb 4   5    .data   ascii   x@pY
2222 0x0001bee7 0x0002dce7 4   6    .data   utf8    ːzxg blocks=Spacing Modifier Letters,Basic Latin
2223 0x0001befc 0x0002dcfc 4   5    .data   ascii   B(~#
2224 0x0001bf09 0x0002dd09 5   7    .data   utf8    ol"M}
2225 0x0001bf1b 0x0002dd1b 5   6    .data   ascii   xrgYs
2226 0x0001bfe3 0x0002dde3 5   7    .data   utf8    5ҭFH@ blocks=Basic Latin,Cyrillic
2227 0x0001c017 0x0002de17 4   5    .data   ascii   |\nMb
2228 0x0001c023 0x0002de23 4   5    .data   ascii   W\aMP
2229 0x0001c02a 0x0002de2a 7   10   .data   utf8    mFTRdԻȸ blocks=Basic Latin,Armenian,Latin Extended-B
2230 0x0001c0c7 0x0002dec7 4   5    .data   ascii   C!9]
2231 0x0001c0d3 0x0002ded3 5   6    .data   ascii   a[DK<
2232 0x0001c0e6 0x0002dee6 6   7    .data   ascii   \r8o"ut
2233 0x0001c0ee 0x0002deee 5   8    .data   utf8    mͽ=iƢ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
2234 0x0001c136 0x0002df36 4   5    .data   ascii   \e*u}
2235 0x0001c169 0x0002df69 5   8    .data   utf8    `\a偤\n  blocks=Basic Latin,CJK Unified Ideographs
2236 0x0001c1b3 0x0002dfb3 5   6    .data   ascii   \b90[9
2237 0x0001c1c4 0x0002dfc4 4   5    .data   ascii   \nU.b
2238 0x0001c1ca 0x0002dfca 4   5    .data   ascii   :u\bD
2239 0x0001c1e3 0x0002dfe3 4   5    .data   ascii   QttG
2240 0x0001c209 0x0002e009 5   7    .data   utf8    ۴\tL./ blocks=Arabic,Basic Latin
2241 0x0001c250 0x0002e050 4   6    .data   utf8    r&Ь} blocks=Basic Latin,Cyrillic
2242 0x0001c261 0x0002e061 4   5    .data   ascii   KO\/
2243 0x0001c26e 0x0002e06e 6   9    .data   utf8    <Kץ~ȑz blocks=Basic Latin,Hebrew,Latin Extended-B
2244 0x0001c283 0x0002e083 7   8    .data   ascii   :B9 SR>
2245 0x0001c28d 0x0002e08d 4   5    .data   ascii   vAxE
2246 0x0001c296 0x0002e096 4   5    .data   ascii   4C>4
2247 0x0001c2b8 0x0002e0b8 4   6    .data   utf8    i,V̺ blocks=Basic Latin,Combining Diacritical Marks
2248 0x0001c2e4 0x0002e0e4 5   6    .data   ascii   ?dw%U
2249 0x0001c364 0x0002e164 4   5    .data   ascii   2FF=
2250 0x0001c383 0x0002e183 10  11   .data   ascii   %8$G)]KYCn
2251 0x0001c3d3 0x0002e1d3 4   5    .data   ascii   {Hm[
2252 0x0001c409 0x0002e209 4   5    .data   ascii   2:P\b
2253 0x0001c477 0x0002e277 4   5    .data   ascii   Pb\rW
2254 0x0001c47e 0x0002e27e 4   5    .data   ascii   ^\e('
2255 0x0001c499 0x0002e299 4   5    .data   ascii   DW#0
2256 0x0001c4c0 0x0002e2c0 6   7    .data   ascii   hio&SM
2257 0x0001c4ff 0x0002e2ff 4   5    .data   ascii   Xg6M
2258 0x0001c53f 0x0002e33f 4   6    .data   utf8    ٵ.4x blocks=Arabic,Basic Latin
2259 0x0001c549 0x0002e349 5   6    .data   ascii   4V2m(
2260 0x0001c54f 0x0002e34f 7   9    .data   utf8    +зJkjS1 blocks=Basic Latin,Cyrillic
2261 0x0001c571 0x0002e371 4   5    .data   ascii   ekD0
2262 0x0001c592 0x0002e392 4   5    .data   ascii   ^rGJ
2263 0x0001c5af 0x0002e3af 6   7    .data   ascii   Tl~UpG
2264 0x0001c5df 0x0002e3df 6   7    .data   ascii   K!*\n -
2265 0x0001c5f2 0x0002e3f2 5   7    .data   utf8    |)WЙs blocks=Basic Latin,Cyrillic
2266 0x0001c60a 0x0002e40a 4   5    .data   ascii   )y?k
2267 0x0001c661 0x0002e461 4   5    .data   ascii   *4CZ
2268 0x0001c68e 0x0002e48e 4   7    .data   utf8    /R籦7 blocks=Basic Latin,CJK Unified Ideographs
2269 0x0001c6b1 0x0002e4b1 4   6    .data   utf8    Kκ*w blocks=Basic Latin,Greek and Coptic
2270 0x0001c6df 0x0002e4df 4   5    .data   ascii   #`dg
2271 0x0001c708 0x0002e508 5   6    .data   ascii   {szs;
2272 0x0001c743 0x0002e543 4   5    .data   ascii   U\tcf
2273 0x0001c75f 0x0002e55f 8   9    .data   ascii   ;b/ od?]
2274 0x0001c770 0x0002e570 4   5    .data   ascii   r\\c
2275 0x0001c79c 0x0002e59c 5   6    .data   ascii   \v=imm
2276 0x0001c7a2 0x0002e5a2 6   8    .data   utf8    Ͻj:4h` blocks=Greek and Coptic,Basic Latin
2277 0x0001c82b 0x0002e62b 7   8    .data   ascii   k\n&vx\va
2278 0x0001c838 0x0002e638 4   6    .data   utf8    ȹ[?c blocks=Latin Extended-B,Basic Latin
2279 0x0001c8a8 0x0002e6a8 4   6    .data   utf8    Iy>+
2280 0x0001c8b2 0x0002e6b2 7   9    .data   utf8    m\fEw*ʋM blocks=Basic Latin,IPA Extensions
2281 0x0001c8ce 0x0002e6ce 5   6    .data   ascii   WBUQ<
2282 0x0001c8f5 0x0002e6f5 7   10   .data   utf8    EQ1\tG쾍p blocks=Basic Latin,Hangul Syllables
2283 0x0001c943 0x0002e743 5   6    .data   ascii   dPh1#
2284 0x0001c969 0x0002e769 4   6    .data   utf8    .ŪON blocks=Basic Latin,Latin Extended-A
2285 0x0001c982 0x0002e782 4   5    .data   ascii   /o:l
2286 0x0001c9a3 0x0002e7a3 4   5    .data   ascii   a#OU
2287 0x0001c9b0 0x0002e7b0 4   7    .data   utf8    -*Λԓ blocks=Basic Latin,Greek and Coptic,Cyrillic Supplement
2288 0x0001c9f3 0x0002e7f3 4   5    .data   ascii   [u\=
2289 0x0001ca00 0x0002e800 4   5    .data   ascii   ;#=o
2290 0x0001ca10 0x0002e810 5   6    .data   ascii   D.8pU
2291 0x0001ca1b 0x0002e81b 4   5    .data   ascii   {-zO
2292 0x0001ca48 0x0002e848 5   7    .data   utf8    0ܧOi> blocks=Basic Latin,Syriac
2293 0x0001ca7e 0x0002e87e 4   6    .data   utf8    fƻJi blocks=Basic Latin,Latin Extended-B
2294 0x0001ca90 0x0002e890 5   6    .data   ascii   6$$$X
2295 0x0001cb28 0x0002e928 6   7    .data   ascii   XT\bO-6
2296 0x0001cb4b 0x0002e94b 5   6    .data   ascii   am~Hu
2297 0x0001cb68 0x0002e968 4   6    .data   utf8    u].ɾ blocks=Basic Latin,IPA Extensions
2298 0x0001cb7f 0x0002e97f 4   5    .data   ascii   t~\O
2299 0x0001cb9a 0x0002e99a 4   5    .data   ascii   aqJ0
2300 0x0001cbb5 0x0002e9b5 4   5    .data   ascii   0st\e
2301 0x0001cbbe 0x0002e9be 4   5    .data   ascii   "I$j
2302 0x0001cbcf 0x0002e9cf 4   5    .data   ascii   )[2]
2303 0x0001cbe0 0x0002e9e0 5   7    .data   utf8    t,ңyP blocks=Basic Latin,Cyrillic
2304 0x0001cbef 0x0002e9ef 4   6    .data   utf8    NݱYd blocks=Basic Latin,Arabic Supplement
2305 0x0001cc17 0x0002ea17 5   6    .data   ascii   "JD/J
2306 0x0001cc2a 0x0002ea2a 7   8    .data   ascii   8GLh>:N
2307 0x0001cc3d 0x0002ea3d 4   5    .data   ascii   `K1$
2308 0x0001cc67 0x0002ea67 4   5    .data   ascii   @y\z
2309 0x0001ccc5 0x0002eac5 6   7    .data   ascii   :=O\oB
2310 0x0001cceb 0x0002eaeb 4   5    .data   ascii   k"[M
2311 0x0001cd0b 0x0002eb0b 4   5    .data   ascii   3r.{
2312 0x0001cd1d 0x0002eb1d 4   5    .data   ascii   w\n\rk
2313 0x0001cd31 0x0002eb31 4   5    .data   ascii   s0$t
2314 0x0001cd44 0x0002eb44 4   5    .data   ascii   j^{S
2315 0x0001cd63 0x0002eb63 7   8    .data   ascii   tnU?sh,
2316 0x0001cdb5 0x0002ebb5 4   6    .data   utf8    *Ϝ5Y blocks=Basic Latin,Greek and Coptic
2317 0x0001ce99 0x0002ec99 4   5    .data   ascii   4(/O
2318 0x0001cea3 0x0002eca3 5   7    .data   utf8    c\eɼ7u blocks=Basic Latin,IPA Extensions
2319 0x0001cee4 0x0002ece4 4   5    .data   ascii   P\?y
2320 0x0001cef0 0x0002ecf0 5   6    .data   ascii   bP\b\r'
2321 0x0001cf22 0x0002ed22 4   5    .data   ascii   %4\v)
2322 0x0001cf46 0x0002ed46 4   6    .data   utf8    ,FʛF blocks=Basic Latin,IPA Extensions
2323 0x0001cf90 0x0002ed90 4   5    .data   ascii   CeYj
2324 0x0001cf95 0x0002ed95 4   6    .data   utf8    mڿwA blocks=Basic Latin,Arabic
2325 0x0001cfd0 0x0002edd0 9   11   .data   utf8    5)P(npLH֕ blocks=Basic Latin,Hebrew
2326 0x0001d00e 0x0002ee0e 4   5    .data   ascii   &oyo
2327 0x0001d04b 0x0002ee4b 4   5    .data   ascii   cdke
2328 0x0001d0de 0x0002eede 6   8    .data   utf8    @"eVΘ^ blocks=Basic Latin,Greek and Coptic
2329 0x0001d129 0x0002ef29 5   6    .data   ascii   vR$=!
2330 0x0001d1f0 0x0002eff0 6   7    .data   ascii   )dWD?*
2331 0x0001d222 0x0002f022 4   6    .data   utf8    Mԕ_~ blocks=Basic Latin,Cyrillic Supplement
2332 0x0001d234 0x0002f034 4   5    .data   ascii   Hp7I
2333 0x0001d2f2 0x0002f0f2 5   6    .data   ascii   >d\eFE
2334 0x0001d311 0x0002f111 4   5    .data   ascii   j{5?
2335 0x0001d36e 0x0002f16e 4   5    .data   ascii   JRH*
2336 0x0001d3c2 0x0002f1c2 4   6    .data   utf8    ܹ&n+ blocks=Syriac,Basic Latin
2337 0x0001d40f 0x0002f20f 5   6    .data   ascii   \a_t'@
2338 0x0001d416 0x0002f216 6   8    .data   utf8    d,#ُq{ blocks=Basic Latin,Arabic
2339 0x0001d435 0x0002f235 4   5    .data   ascii   g6d,
2340 0x0001d44f 0x0002f24f 4   5    .data   ascii   7c\e`
2341 0x0001d48e 0x0002f28e 4   5    .data   ascii   \a",$
2342 0x0001d4e4 0x0002f2e4 4   5    .data   ascii   uh,\r
2343 0x0001d50f 0x0002f30f 9   10   .data   ascii   \ejH?h\bZr}
2344 0x0001d521 0x0002f321 4   5    .data   ascii   jc_A
2345 0x0001d56e 0x0002f36e 4   5    .data   ascii   VU+D
2346 0x0001d593 0x0002f393 6   7    .data   ascii   HRXk5D
2347 0x0001d5b0 0x0002f3b0 6   9    .data   utf8    eWý֥FK blocks=Basic Latin,Latin-1 Supplement,Hebrew
2348 0x0001d65c 0x0002f45c 5   7    .data   utf8    WbΪ(! blocks=Basic Latin,Greek and Coptic
2349 0x0001d6cf 0x0002f4cf 6   7    .data   ascii   ;iibYn
2350 0x0001d76e 0x0002f56e 5   7    .data   utf8    z̗B!1 blocks=Basic Latin,Combining Diacritical Marks
2351 0x0001d795 0x0002f595 4   5    .data   ascii   :%3M
2352 0x0001d7be 0x0002f5be 4   6    .data   utf8    \e\tΎ" blocks=Basic Latin,Greek and Coptic
2353 0x0001d815 0x0002f615 4   5    .data   ascii   "Lj6
2354 0x0001d84c 0x0002f64c 4   7    .data   utf8    乗y\bT blocks=CJK Unified Ideographs,Basic Latin
2355 0x0001d865 0x0002f665 4   6    .data   utf8    ȝ.qo blocks=Latin Extended-B,Basic Latin
2356 0x0001d870 0x0002f670 9   11   .data   utf8    tY?֕6zmAe blocks=Basic Latin,Hebrew
2357 0x0001d896 0x0002f696 5   8    .data   utf8    ;2-h blocks=Private Use Area,Basic Latin
2358 0x0001d8cd 0x0002f6cd 4   5    .data   ascii   j?\,
2359 0x0001d8da 0x0002f6da 4   5    .data   ascii   ReQd
2360 0x0001d94a 0x0002f74a 10  11   .data   ascii   s9"+p^>c\ed
2361 0x0001d99d 0x0002f79d 5   6    .data   ascii   TGAxc
2362 0x0001d9b8 0x0002f7b8 4   5    .data   ascii   Q;jJ
2363 0x0001d9cd 0x0002f7cd 4   5    .data   ascii   t5W\n
2364 0x0001d9d2 0x0002f7d2 4   5    .data   ascii   )G\av
2365 0x0001d9f3 0x0002f7f3 5   6    .data   ascii   D\U-=
2366 0x0001da3d 0x0002f83d 4   6    .data   utf8    w̷{t blocks=Basic Latin,Combining Diacritical Marks
2367 0x0001da84 0x0002f884 5   7    .data   utf8    ί%L>Q blocks=Greek and Coptic,Basic Latin
2368 0x0001daaf 0x0002f8af 4   5    .data   ascii   =$uv
2369 0x0001dacb 0x0002f8cb 6   7    .data   ascii   &)f6z,
2370 0x0001db9a 0x0002f99a 4   5    .data   ascii   ^4%*
2371 0x0001dbb6 0x0002f9b6 4   5    .data   ascii   fW]_
2372 0x0001dbe0 0x0002f9e0 8   11   .data   utf8    "ǡ(#&Ku( blocks=Basic Latin,Latin Extended-B
2373 0x0001dc19 0x0002fa19 7   8    .data   ascii   FWznLQ`
2374 0x0001dc25 0x0002fa25 4   5    .data   ascii   ]V'\f
2375 0x0001dcf6 0x0002faf6 8   9    .data   ascii   9{Jy,\n><
2376 0x0001dd08 0x0002fb08 5   6    .data   ascii   s+,*h
2377 0x0001dd32 0x0002fb32 4   6    .data   utf8    Q_Mĝ blocks=Basic Latin,Latin Extended-A
2378 0x0001dd76 0x0002fb76 6   7    .data   ascii   xUMuK/
2379 0x0001dda5 0x0002fba5 4   6    .data   utf8    70ĸ( blocks=Basic Latin,Latin Extended-A
2380 0x0001ddab 0x0002fbab 4   5    .data   ascii   !aQ[
2381 0x0001ddb0 0x0002fbb0 4   5    .data   ascii   TDm#
2382 0x0001dde1 0x0002fbe1 4   6    .data   utf8    xǄ\bt blocks=Basic Latin,Latin Extended-B
2383 0x0001de20 0x0002fc20 5   7    .data   utf8    r;̯)d blocks=Basic Latin,Combining Diacritical Marks
2384 0x0001de66 0x0002fc66 7   10   .data   utf8    Tsg\זņf blocks=Basic Latin,Hebrew,Latin Extended-A
2385 0x0001dedb 0x0002fcdb 4   5    .data   ascii   LO_A
2386 0x0001df0c 0x0002fd0c 5   8    .data   utf8    ZEd덽W blocks=Basic Latin,Hangul Syllables
2387 0x0001df33 0x0002fd33 4   5    .data   ascii   Fk=]
2388 0x0001df4d 0x0002fd4d 5   7    .data   utf8    eߗxM\r blocks=Basic Latin,NKo
2389 0x0001df6c 0x0002fd6c 5   9    .data   utf8    ڍ5<[ blocks=Arabic,Basic Latin,Private Use Area
2390 0x0001dfd3 0x0002fdd3 4   5    .data   ascii   20\vg
2391 0x0001dfdc 0x0002fddc 6   7    .data   ascii   L >*\fo
2392 0x0001dffd 0x0002fdfd 4   5    .data   ascii   1`RX
2393 0x0001e00d 0x0002fe0d 4   7    .data   utf8    Sb\e⚥ blocks=Basic Latin,Miscellaneous Symbols
2394 0x0001e047 0x0002fe47 4   7    .data   utf8    FMϢɠ blocks=Basic Latin,Greek and Coptic,IPA Extensions
2395 0x0001e06f 0x0002fe6f 4   5    .data   ascii   {\v~G
2396 0x0001e07b 0x0002fe7b 5   7    .data   utf8    'f*؞Y blocks=Basic Latin,Arabic
2397 0x0001e0b7 0x0002feb7 4   6    .data   utf8    ߸r4M blocks=NKo,Basic Latin
2398 0x0001e0c6 0x0002fec6 5   6    .data   ascii   LY\hE
2399 0x0001e0f4 0x0002fef4 4   5    .data   ascii   /?J&
2400 0x0001e0fb 0x0002fefb 4   6    .data   utf8    Y'mČ blocks=Basic Latin,Latin Extended-A
2401 0x0001e101 0x0002ff01 4   5    .data   ascii   |=La
2402 0x0001e12d 0x0002ff2d 5   6    .data   ascii   pROu'
2403 0x0001e150 0x0002ff50 6   7    .data   ascii    TYb(H
2404 0x0001e15c 0x0002ff5c 4   5    .data   ascii   mw;k
2405 0x0001e166 0x0002ff66 6   8    .data   utf8    u')Զb\t blocks=Basic Latin,Armenian
2406 0x0001e180 0x0002ff80 4   6    .data   utf8    7RnÆ blocks=Basic Latin,Latin-1 Supplement
2407 0x0001e197 0x0002ff97 4   6    .data   utf8    Ø/\vv blocks=Latin-1 Supplement,Basic Latin
2408 0x0001e1bf 0x0002ffbf 4   6    .data   utf8    L%|l
2409 0x0001e204 0x00030004 5   6    .data   ascii   fT\e)^
2410 0x0001e215 0x00030015 6   7    .data   ascii   )VR'82
2411 0x0001e243 0x00030043 7   8    .data   ascii   xZ(bUl2
2412 0x0001e24b 0x0003004b 4   5    .data   ascii   /i's
2413 0x0001e2a3 0x000300a3 7   8    .data   ascii   DzK#\t)e
2414 0x0001e2cd 0x000300cd 4   5    .data   ascii   \r,Ar
2415 0x0001e2d4 0x000300d4 4   6    .data   utf8    L\aPȆ blocks=Basic Latin,Latin Extended-B
2416 0x0001e2ee 0x000300ee 4   6    .data   utf8    t;ܻN blocks=Basic Latin,Syriac
2417 0x0001e30e 0x0003010e 6   8    .data   utf8    $˯6F\eJ blocks=Basic Latin,Spacing Modifier Letters
2418 0x0001e32a 0x0003012a 4   5    .data   ascii   ^q9-
2419 0x0001e351 0x00030151 4   5    .data   ascii   \nBhS
2420 0x0001e365 0x00030165 5   6    .data   ascii   =$;04
2421 0x0001e394 0x00030194 6   7    .data   ascii   BQojSq
2422 0x0001e3cb 0x000301cb 4   5    .data   ascii   C\fHQ
2423 0x0001e3df 0x000301df 4   7    .data   utf8    0йŝ} blocks=Basic Latin,Cyrillic,Latin Extended-A
2424 0x0001e402 0x00030202 4   5    .data   ascii   Zxv}
2425 0x0001e447 0x00030247 4   5    .data   ascii   8y,6
2426 0x0001e457 0x00030257 4   5    .data   ascii   \f$Q'
2427 0x0001e4d3 0x000302d3 5   10   .data   utf8    JO꘧Cа blocks=Basic Latin,Vai,Cyrillic
2428 0x0001e504 0x00030304 5   6    .data   ascii    "z%\t
2429 0x0001e52f 0x0003032f 4   5    .data   ascii   3^G\r
2430 0x0001e571 0x00030371 4   6    .data   utf8    "AGݮ blocks=Basic Latin,Arabic Supplement
2431 0x0001e57c 0x0003037c 5   6    .data   ascii   +KM%K
2432 0x0001e5b2 0x000303b2 4   5    .data   ascii   B\b<1
2433 0x0001e5d5 0x000303d5 4   7    .data   utf8    ЧPݥ) blocks=Cyrillic,Basic Latin,Arabic Supplement
2434 0x0001e64d 0x0003044d 4   5    .data   ascii   lD?h
2435 0x0001e65b 0x0003045b 4   5    .data   ascii   n9~E
2436 0x0001e6a9 0x000304a9 5   6    .data   ascii   i pu_
2437 0x0001e6bf 0x000304bf 4   6    .data   utf8    4\bV§ blocks=Basic Latin,Latin-1 Supplement
2438 0x0001e6f7 0x000304f7 4   5    .data   ascii   (i_+
2439 0x0001e726 0x00030526 6   10   .data   utf8    林ؽ/<&J blocks=CJK Unified Ideographs,Arabic,Basic Latin
2440 0x0001e733 0x00030533 5   7    .data   utf8    _6̿)T blocks=Basic Latin,Combining Diacritical Marks
2441 0x0001e743 0x00030543 5   7    .data   utf8    '-¥m| blocks=Basic Latin,Latin-1 Supplement
2442 0x0001e77a 0x0003057a 8   9    .data   ascii   F\bwP4UWl
2443 0x0001e79d 0x0003059d 4   5    .data   ascii   9\rN}
2444 0x0001e7a2 0x000305a2 7   9    .data   utf8    w@/?@ӎ_ blocks=Basic Latin,Cyrillic
2445 0x0001e800 0x00030600 6   8    .data   utf8    g|Ւ89c blocks=Basic Latin,Armenian
2446 0x0001e83a 0x0003063a 4   6    .data   utf8    9W/S
2447 0x0001e844 0x00030644 6   7    .data   ascii   W)(X:$
2448 0x0001e856 0x00030656 7   8    .data   ascii   @+oeYT]
2449 0x0001e894 0x00030694 4   5    .data   ascii   r%HX
2450 0x0001e8d0 0x000306d0 5   6    .data   ascii   P]Szm
2451 0x0001e8e9 0x000306e9 5   8    .data   utf8    W F煭9 blocks=Basic Latin,CJK Unified Ideographs
2452 0x0001e931 0x00030731 4   6    .data   utf8    8QLͮ blocks=Basic Latin,Combining Diacritical Marks
2453 0x0001e94f 0x0003074f 4   5    .data   ascii   c_4F
2454 0x0001e9b8 0x000307b8 5   7    .data   utf8    cFhȏ" blocks=Basic Latin,Latin Extended-B
2455 0x0001e9c3 0x000307c3 13  14   .data   ascii   k'"H>@Bv$6bSb
2456 0x0001e9fd 0x000307fd 4   8    .data   utf8    *r󾤙b blocks=Basic Latin,Supplementary Private Use Area-A
2457 0x0001ea15 0x00030815 4   6    .data   utf8    kߚn! blocks=Basic Latin,NKo
2458 0x0001ea5d 0x0003085d 4   6    .data   utf8    Ӎ-\n3 blocks=Cyrillic,Basic Latin
2459 0x0001ea77 0x00030877 5   6    .data   ascii   E0>j\n
2460 0x0001ea9b 0x0003089b 6   7    .data   ascii   @%QL%s
2461 0x0001eadd 0x000308dd 4   7    .data   utf8    锏KZ  blocks=CJK Unified Ideographs,Basic Latin
2462 0x0001eae8 0x000308e8 5   6    .data   ascii   % _"K
2463 0x0001eb44 0x00030944 5   6    .data   ascii   \v7\NY
2464 0x0001eb51 0x00030951 5   7    .data   utf8    O@\r{֪ blocks=Basic Latin,Hebrew
2465 0x0001eb7a 0x0003097a 6   7    .data   ascii   XM7\b~R
2466 0x0001eb81 0x00030981 5   6    .data   ascii   i"m)=
2467 0x0001ebba 0x000309ba 9   10   .data   ascii   Y}l5 sf4\e
2468 0x0001ebe9 0x000309e9 5   7    .data   utf8    Օ"i]] blocks=Armenian,Basic Latin
2469 0x0001ec45 0x00030a45 4   5    .data   ascii   "Svi
2470 0x0001ec4e 0x00030a4e 4   6    .data   utf8    !Û0, blocks=Basic Latin,Latin-1 Supplement
2471 0x0001ec5d 0x00030a5d 4   5    .data   ascii   Rc(l
2472 0x0001ec7d 0x00030a7d 5   6    .data   ascii   MHG\eH
2473 0x0001eca3 0x00030aa3 5   8    .data   utf8    ӊ\nŜSu blocks=Cyrillic,Basic Latin,Latin Extended-A
2474 0x0001ed12 0x00030b12 4   5    .data   ascii   ^P]"
2475 0x0001ed20 0x00030b20 4   7    .data   utf8    s?<쩊 blocks=Basic Latin,Hangul Syllables
2476 0x0001ed35 0x00030b35 5   6    .data   ascii   zD%Wb
2477 0x0001ed46 0x00030b46 4   6    .data   utf8    2r˻\f blocks=Basic Latin,Spacing Modifier Letters
2478 0x0001ed97 0x00030b97 4   5    .data   ascii   H\tsh
2479 0x0001edd9 0x00030bd9 4   5    .data   ascii   $XT4
2480 0x0001ede9 0x00030be9 5   7    .data   utf8    |)߲9? blocks=Basic Latin,NKo
2481 0x0001ee06 0x00030c06 4   5    .data   ascii   $V,K
2482 0x0001ee13 0x00030c13 5   6    .data   ascii   uvFnT
2483 0x0001ee1a 0x00030c1a 5   6    .data   ascii   lmWe:
2484 0x0001ee30 0x00030c30 5   7    .data   utf8    ם/C'~ blocks=Hebrew,Basic Latin
2485 0x0001ee37 0x00030c37 4   6    .data   utf8    p4Ж\n blocks=Basic Latin,Cyrillic
2486 0x0001ee79 0x00030c79 6   8    .data   utf8    i\q6/җ blocks=Basic Latin,Cyrillic
2487 0x0001ee9b 0x00030c9b 4   5    .data   ascii   \v50{
2488 0x0001eeb8 0x00030cb8 4   5    .data   ascii   _m0h
2489 0x0001eed9 0x00030cd9 5   6    .data   ascii   :^+%\e
2490 0x0001eee1 0x00030ce1 5   7    .data   utf8    MH8ož blocks=Basic Latin,Latin Extended-A
2491 0x0001eef2 0x00030cf2 4   5    .data   ascii   6hIH
2492 0x0001ef46 0x00030d46 4   5    .data   ascii   +jrP
2493 0x0001ef5a 0x00030d5a 6   9    .data   utf8    &\r科G!w blocks=Basic Latin,CJK Unified Ideographs
2494 0x0001ef9b 0x00030d9b 5   6    .data   ascii   WiZ ~
2495 0x0001effb 0x00030dfb 4   5    .data   ascii   \fKG6
2496 0x0001f096 0x00030e96 4   5    .data   ascii   "_4F
2497 0x0001f0a1 0x00030ea1 6   7    .data   ascii   #p&\b/H
2498 0x0001f0b6 0x00030eb6 5   10   .data   utf8    \r_掵*䘜 blocks=Basic Latin,CJK Unified Ideographs,CJK Unified Ideographs Extension A
2499 0x0001f123 0x00030f23 6   8    .data   utf8    rw Fډ` blocks=Basic Latin,Arabic
2500 0x0001f13e 0x00030f3e 4   7    .data   utf8    ?݃\a߷ blocks=Basic Latin,Syriac,NKo
2501 0x0001f153 0x00030f53 5   6    .data   ascii   7#>_B
2502 0x0001f166 0x00030f66 5   6    .data   ascii   (U}`y
2503 0x0001f220 0x00031020 4   6    .data   utf8    ̅rZs blocks=Combining Diacritical Marks,Basic Latin
2504 0x0001f239 0x00031039 6   7    .data   ascii   $ghf\rP
2505 0x0001f25a 0x0003105a 4   5    .data   ascii   <$kM
2506 0x0001f26b 0x0003106b 8   11   .data   utf8    \e:旳(3)Ad blocks=Basic Latin,CJK Unified Ideographs
2507 0x0001f2a5 0x000310a5 8   9    .data   ascii   -1R]|A5g
2508 0x0001f2de 0x000310de 5   6    .data   ascii   *e(f7
2509 0x0001f366 0x00031166 5   6    .data   ascii   ylYif
2510 0x0001f385 0x00031185 5   6    .data   ascii   \e+zS^
2511 0x0001f3e0 0x000311e0 4   5    .data   ascii   EXx/
2512 0x0001f41c 0x0003121c 6   9    .data   utf8    6 8ÎvJ blocks=Basic Latin,Latin-1 Supplement
2513 0x0001f4ea 0x000312ea 4   5    .data   ascii   :67q
2514 0x0001f52f 0x0003132f 5   7    .data   utf8    {fiɵm blocks=Basic Latin,IPA Extensions
2515 0x0001f537 0x00031337 6   7    .data   ascii   w1,mEi
2516 0x0001f56d 0x0003136d 6   7    .data   ascii   L@57\ro
2517 0x0001f5a9 0x000313a9 4   7    .data   utf8    ΟߴkS blocks=Greek and Coptic,NKo,Basic Latin
2518 0x0001f611 0x00031411 4   5    .data   ascii   +F\v~
2519 0x0001f61b 0x0003141b 4   5    .data   ascii   -o0W
2520 0x0001f62c 0x0003142c 4   5    .data   ascii   I~h`
2521 0x0001f647 0x00031447 5   6    .data   ascii   ~W\[c
2522 0x0001f65f 0x0003145f 5   6    .data   ascii   zsxx?
2523 0x0001f690 0x00031490 6   8    .data   utf8    \est\bՒF blocks=Basic Latin,Armenian
2524 0x0001f726 0x00031526 5   7    .data   utf8    .{7bd
2525 0x0001f760 0x00031560 6   7    .data   ascii   *@7|eU
2526 0x0001f77b 0x0003157b 4   5    .data   ascii   vm#o
2527 0x0001f783 0x00031583 4   5    .data   ascii   w!`d
2528 0x0001f795 0x00031595 5   6    .data   ascii   mVxDP
2529 0x0001f7ba 0x000315ba 6   7    .data   ascii   A}KJIi
2530 0x0001f7ca 0x000315ca 4   5    .data   ascii   \bUK?
2531 0x0001f7d2 0x000315d2 5   7    .data   utf8    ӹ38e* blocks=Cyrillic,Basic Latin
2532 0x0001f7e0 0x000315e0 4   5    .data   ascii   '*\t{
2533 0x0001f7e7 0x000315e7 4   7    .data   utf8    ٩\nة5 blocks=Arabic,Basic Latin
