[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4467 0x0003b91d 0x0043d31d 11  12   .data   ascii   q:Q\bZ0Q3h+R
4468 0x0003b939 0x0043d339 7   8    .data   ascii   L8Qaq:Q
4469 0x0003b941 0x0043d341 4   5    .data   ascii   O7Q7
4470 0x0003b953 0x0043d353 6   7    .data   ascii   Q7h\fQ\t
4471 0x0003b95d 0x0043d35d 7   8    .data   ascii   9:Q\b@1Q
4472 0x0003b97d 0x0043d37d 7   8    .data   ascii   L8Q!a:Q
4473 0x0003b985 0x0043d385 4   5    .data   ascii   J7Q2
4474 0x0003b98f 0x0043d38f 14  15   .data   ascii   Q2\r%Q2]$Q2h Q\t
4475 0x0003b9a5 0x0043d3a5 18  19   .data   ascii   I6Q1\r+Q1=5Q1]4Q1\e&
4476 0x0003b9f9 0x0043d3f9 4   5    .data   ascii   r0Q\n
4477 0x0003b9fe 0x0043d3fe 13  14   .data   ascii   4Q\n\r7Q\n]6Q\n\e.
4478 0x0003ba11 0x0043d411 18  19   .data   ascii   u6Q\r\r*Q\r=5Q\r]4Q\r\e"
4479 0x0003ba2a 0x0043d42a 6   7    .data   ascii   *!\bO0Q
4480 0x0003ba45 0x0043d445 8   9    .data   ascii   L8Q!a:QA
4481 0x0003bab9 0x0043d4b9 4   5    .data   ascii   i:Q5
4482 0x0003bad9 0x0043d4d9 4   5    .data   ascii   i:Qc
4483 0x0003bae1 0x0043d4e1 4   5    .data   ascii   i:QO
4484 0x0003bae9 0x0043d4e9 4   5    .data   ascii   i:QA
4485 0x0003baf1 0x0043d4f1 4   5    .data   ascii   i:Q-
4486 0x0003baf9 0x0043d4f9 4   5    .data   ascii   i:Q#
4487 0x0003bb01 0x0043d501 4   5    .data   ascii   i:Q\a
4488 0x0003bb39 0x0043d539 4   5    .data   ascii   i:Qk
4489 0x0003bb41 0x0043d541 4   5    .data   ascii   i:Qs
4490 0x0003bb49 0x0043d549 4   5    .data   ascii   i:Q[
4491 0x0003bb51 0x0043d551 4   5    .data   ascii   i:Q)
4492 0x0003bb99 0x0043d599 4   5    .data   ascii   i:Q\a
4493 0x0003bba1 0x0043d5a1 4   5    .data   ascii   i:Q?
4494 0x0003bba9 0x0043d5a9 4   5    .data   ascii   i:QS
4495 0x0003bbb1 0x0043d5b1 4   5    .data   ascii   i:QG
4496 0x0003bbb9 0x0043d5b9 4   5    .data   ascii   i:Qs
4497 0x0003bc01 0x0043d601 4   5    .data   ascii   i:Q\v
4498 0x0003bc09 0x0043d609 4   5    .data   ascii   i:Q9
4499 0x0003bc11 0x0043d611 4   5    .data   ascii   i:Q/
4500 0x0003bc19 0x0043d619 4   5    .data   ascii   i:QA
4501 0x0003bc21 0x0043d621 4   5    .data   ascii   i:Qq
4502 0x0003bc71 0x0043d671 4   5    .data   ascii   i:Q5
4503 0x0003bc79 0x0043d679 4   5    .data   ascii   i:Q-
4504 0x0003bc81 0x0043d681 4   5    .data   ascii   i:Q]
4505 0x0003bc89 0x0043d689 4   5    .data   ascii   i:Qw
4506 0x0003bc91 0x0043d691 4   5    .data   ascii   i:Qg
4507 0x0003bcd1 0x0043d6d1 4   5    .data   ascii   i:Qk
4508 0x0003bce9 0x0043d6e9 4   5    .data   ascii   i:Q%
4509 0x0003bcf1 0x0043d6f1 4   5    .data   ascii   i:QE
4510 0x0003bcf9 0x0043d6f9 4   5    .data   ascii   i:Qu
4511 0x0003bd39 0x0043d739 4   5    .data   ascii   i:Qw
4512 0x0003bd41 0x0043d741 4   5    .data   ascii   i:QK
4513 0x0003bd49 0x0043d749 4   5    .data   ascii   i:QW
4514 0x0003bd51 0x0043d751 4   5    .data   ascii   i:Q#
4515 0x0003bd59 0x0043d759 4   5    .data   ascii   i:Q\r
4516 0x0003bda1 0x0043d7a1 4   5    .data   ascii   i:Qe
4517 0x0003bda9 0x0043d7a9 4   5    .data   ascii   i:Qy
4518 0x0003bdb1 0x0043d7b1 4   5    .data   ascii   i:QC
4519 0x0003bdb9 0x0043d7b9 4   5    .data   ascii   i:QS
4520 0x0003bdc1 0x0043d7c1 4   5    .data   ascii   i:Q+
4521 0x0003bdc9 0x0043d7c9 4   5    .data   ascii   i:Q7
4522 0x0003bdd1 0x0043d7d1 4   5    .data   ascii   i:QS
4523 0x0003bdd9 0x0043d7d9 4   5    .data   ascii   i:Q9
4524 0x0003bde9 0x0043d7e9 4   5    .data   ascii   i:Q\a
4525 0x0003be21 0x0043d821 4   5    .data   ascii   i:Qo
4526 0x0003be31 0x0043d831 4   5    .data   ascii   i:QM
4527 0x0003be39 0x0043d839 4   5    .data   ascii   i:Q_
4528 0x0003be41 0x0043d841 4   5    .data   ascii   i:QS
4529 0x0003be49 0x0043d849 4   5    .data   ascii   i:Q#
4530 0x0003be51 0x0043d851 4   5    .data   ascii   i:Q\r
4531 0x0003be91 0x0043d891 4   5    .data   ascii   i:Qg
4532 0x0003be99 0x0043d899 4   5    .data   ascii   i:Qu
4533 0x0003bea1 0x0043d8a1 4   5    .data   ascii   i:QE
4534 0x0003bea9 0x0043d8a9 4   5    .data   ascii   i:QS
4535 0x0003beb1 0x0043d8b1 4   5    .data   ascii   i:Q#
4536 0x0003bef9 0x0043d8f9 4   5    .data   ascii   i:Q\r
4537 0x0003bf01 0x0043d901 4   5    .data   ascii   i:Q?
4538 0x0003bf09 0x0043d909 4   5    .data   ascii   i:QU
4539 0x0003bf11 0x0043d911 4   5    .data   ascii   i:QE
4540 0x0003bf19 0x0043d919 4   5    .data   ascii   i:Q{
4541 0x0003bf21 0x0043d921 4   5    .data   ascii   i:Qo
4542 0x0003bf51 0x0043d951 4   5    .data   ascii   i:Q\t
4543 0x0003bf59 0x0043d959 4   5    .data   ascii   i:Q=
4544 0x0003bf61 0x0043d961 4   5    .data   ascii   i:QW
4545 0x0003bf69 0x0043d969 4   5    .data   ascii   i:QK
4546 0x0003bf71 0x0043d971 4   5    .data   ascii   i:Qg
4547 0x0003bfc1 0x0043d9c1 4   5    .data   ascii   i:Q\r
4548 0x0003bff9 0x0043d9f9 4   5    .data   ascii   i:Q\r
4549 0x0003c001 0x0043da01 4   5    .data   ascii   i:Q#
4550 0x0003c009 0x0043da09 4   5    .data   ascii   i:Q_
4551 0x0003c011 0x0043da11 4   5    .data   ascii   i:Qs
4552 0x0003c019 0x0043da19 4   5    .data   ascii   i:Qm
4553 0x0003c04c 0x0043da4c 4   5    .data   ascii   ei:Q
4554 0x0003c05c 0x0043da5c 4   5    .data   ascii   (i:Q
4555 0x0003c064 0x0043da64 4   5    .data   ascii   %i:Q
4556 0x0003c094 0x0043da94 4   5    .data   ascii   \ei:Q
4557 0x0003c0a4 0x0043daa4 4   5    .data   ascii   \ai:Q
4558 0x0003c0ac 0x0043daac 4   5    .data   ascii   ~i:Q
4559 0x0003c0b1 0x0043dab1 6   8    .data   utf8    i:цi:Q blocks=Basic Latin,Cyrillic
4560 0x0003c0dc 0x0043dadc 4   5    .data   ascii   bi:Q
4561 0x0003c0e9 0x0043dae9 5   6    .data   ascii   i:Qyh
4562 0x0003c0f5 0x0043daf5 4   8    .data   utf8    ؘ૪vS blocks=Arabic,Gujarati,Basic Latin
4563 0x0003c0fd 0x0043dafd 4   10   .data   utf8    ύ ŚӶ blocks=Greek and Coptic,Latin-1 Supplement,Latin Extended-A,Cyrillic
4564 0x0003c235 0x0043dc35 4   9    .data   utf8    ސЫޜƽ blocks=Thaana,Cyrillic,Latin Extended-B
4565 0x0003c4fd 0x0043defd 4   9    .data   utf8    ˉĻώݴ blocks=Spacing Modifier Letters,Latin Extended-A,Greek and Coptic,Arabic Supplement
4566 0x0003ca27 0x0043e427 4   9    .data   utf8    ԻƜƻǜ blocks=Armenian,Latin Extended-B
4567 0x0003ca71 0x0043e471 5   11   .data   utf8    ƜԻƜܳǜ blocks=Latin Extended-B,Armenian,Syriac
4568 0x0003cc19 0x0043e619 5   11   .data   utf8    ÝѽΜ³͜ blocks=Latin-1 Supplement,Cyrillic,Greek and Coptic,Combining Diacritical Marks
4569 0x0003cc8d 0x0043e68d 5   11   .data   utf8    ύԻƜ½× blocks=Greek and Coptic,Armenian,Latin Extended-B,Latin-1 Supplement
4570 0x0003cca1 0x0043e6a1 5   11   .data   utf8    ύԻƜƫڜ blocks=Greek and Coptic,Armenian,Latin Extended-B,Arabic
4571 0x0003ceb5 0x0043e8b5 4   5    .data   ascii   *H4p
4572 0x0003ceba 0x0043e8ba 7   8    .data   ascii   _\at\eX>b
4573 0x0003d011 0x0043ea11 4   5    .data   ascii   i:Q!
4574 0x0003d041 0x0043ea41 5   6    .data   ascii   i:Q?F
4575 0x0003d063 0x0043ea63 4   5    .data   ascii   {?RB
4576 0x0003d073 0x0043ea73 4   5    .data   ascii   |>G$
4577 0x0003d0ca 0x0043eaca 4   6    .data   utf8    ޛ1tz blocks=Thaana,Basic Latin
4578 0x0003d0ea 0x0043eaea 4   6    .data   utf8    #'\vU
4579 0x0003d17c 0x0043eb7c 7   8    .data   ascii   J49\vM&r
4580 0x0003d18d 0x0043eb8d 10  11   .data   ascii   &n\nM"q\eX":
4581 0x0003d198 0x0043eb98 11  12   .data   ascii   Z38P^*g\vZ5p
4582 0x0003d2bb 0x0043ecbb 8   9    .data   ascii   |?\a1\bV)p
4583 0x0003d2c4 0x0043ecc4 7   8    .data   ascii   MbH\fF4c
4584 0x0003d2cc 0x0043eccc 7   8    .data   ascii   Hq #[+x
4585 0x0003d2d4 0x0043ecd4 7   8    .data   ascii   P4`QZ?q
4586 0x0003d308 0x0043ed08 11  12   .data   ascii   [.fZc4m\fQ&`
4587 0x0003d314 0x0043ed14 7   8    .data   ascii   I"H\eS+|
4588 0x0003d34f 0x0043ed4f 7   8    .data   ascii   |?WS:kG
4589 0x0003d367 0x0043ed67 7   8    .data   ascii   oo\bG+?G
4590 0x0003d39f 0x0043ed9f 4   5    .data   ascii   |>GY
4591 0x0003d3a8 0x0043eda8 4   5    .data   ascii   ^h!Q
4592 0x0003d3b8 0x0043edb8 5   6    .data   ascii   Z|42l
4593 0x0003d3c8 0x0043edc8 8   9    .data   ascii   Q#{\bLgZ+
4594 0x0003d3d5 0x0043edd5 6   7    .data   ascii   g@\rV#q
4595 0x0003d3dc 0x0043eddc 4   5    .data   ascii   Kh"Q
4596 0x0003d3e1 0x0043ede1 6   7    .data   ascii   |4+P2w
4597 0x0003d4a9 0x0043eea9 6   7    .data   ascii   )q\bL!x
4598 0x0003d4b0 0x0043eeb0 19  20   .data   ascii   L/;>Q){\nQ$q:[.`Q\!y
4599 0x0003d5fb 0x0043effb 4   5    .data   ascii   G~$w
4600 0x0003d600 0x0043f000 8   9    .data   ascii   O3._K"l\v
4601 0x0003d618 0x0043f018 7   8    .data   ascii   P);\aW3y
4602 0x0003d628 0x0043f028 8   9    .data   ascii   ^ qPU?fS
4603 0x0003d631 0x0043f031 5   6    .data   ascii   m;U?G
4604 0x0003d63b 0x0043f03b 4   5    .data   ascii   a~$w
4605 0x0003d640 0x0043f040 12  13   .data   ascii   O39:Q${\eV)sE
4606 0x0003d650 0x0043f050 7   8    .data   ascii   Ok4\eZ!x
4607 0x0003d664 0x0043f064 4   5    .data   ascii   \"d\v
4608 0x0003d674 0x0043f074 4   5    .data   ascii   QjA,
4609 0x0003d6af 0x0043f0af 5   6    .data   ascii   y{\t@E
4610 0x0003d804 0x0043f204 4   5    .data   ascii   \"d\v
4611 0x0003d810 0x0043f210 4   5    .data   ascii   K*xS
4612 0x0003d821 0x0043f221 11  12   .data   ascii   ?|\vR+?\aR+8_
4613 0x0003d834 0x0043f234 7   8    .data   ascii   ?G\n>\$q
4614 0x0003d844 0x0043f244 7   8    .data   ascii   Q ._X=}
4615 0x0003d850 0x0043f250 6   7    .data   ascii   Y+u\vZG
4616 0x0003d868 0x0043f268 7   8    .data   ascii   ?G;<P)`
4617 0x0003d870 0x0043f270 8   9    .data   ascii   Q39+F7qE
4618 0x0003d885 0x0043f285 6   7    .data   ascii   ?9\bH09
4619 0x0003d88c 0x0043f28c 7   8    .data   ascii   P5yRJ5x
4620 0x0003d894 0x0043f294 6   7    .data   ascii   Q${\eZ#
4621 0x0003d8ac 0x0043f2ac 7   8    .data   ascii   ?@w\rZ&`
4622 0x0003d8df 0x0043f2df 4   5    .data   ascii   z\4f
4623 0x0003da00 0x0043f400 4   5    .data   ascii   w(g\v
4624 0x0003da11 0x0043f411 6   7    .data   ascii   &n\nM":
4625 0x0003da21 0x0043f421 5   6    .data   ascii   )q\v2M
4626 0x0003dbfb 0x0043f5fb 4   5    .data   ascii   {?Gt
4627 0x0003de3c 0x0043f83c 7   8    .data   ascii   j4q\rk/f
4628 0x0003de44 0x0043f844 7   8    .data   ascii   ^#G\v^5`
4629 0x0003dec1 0x0043f8c1 4   5    .data   ascii   \e,1o
4630 0x0003df10 0x0043f910 7   9    .data   utf8    /\aN͕!IL blocks=Basic Latin,Combining Diacritical Marks
4631 0x0003df27 0x0043f927 4   5    .data   ascii   a=\aX
4632 0x0003df4f 0x0043f94f 5   6    .data   ascii   9m,, 
4633 0x0003df72 0x0043f972 4   5    .data   ascii   0\b"7
4634 0x0003df99 0x0043f999 4   5    .data   ascii   pS^s
4635 0x0003dfaa 0x0043f9aa 4   5    .data   ascii   `2wF
4636 0x0003dfc2 0x0043f9c2 4   7    .data   utf8    o)>Ԥ blocks=Basic Latin,Cyrillic Supplement
4637 0x0003dfea 0x0043f9ea 4   5    .data   ascii   tp|K
4638 0x0003dffd 0x0043f9fd 4   5    .data   ascii   mL'n
4639 0x0003e055 0x0043fa55 7   8    .data   ascii   i:Q\ai:Q
4640 0x0003e06d 0x0043fa6d 7   8    .data   ascii   i:Q\ti:Q
4641 0x0003e099 0x0043fa99 7   8    .data   ascii   i:Q\ei:Q
4642 0x0003e0ad 0x0043faad 7   8    .data   ascii   i:Q\ai:Q
4643 0x0003e0b5 0x0043fab5 7   8    .data   ascii   i:Q\ai:Q
4644 0x0003e0d9 0x0043fad9 7   8    .data   ascii   i:Q0i:Q
4645 0x0003e0e1 0x0043fae1 7   8    .data   ascii   i:Q$i:Q
4646 0x0003e0e9 0x0043fae9 7   8    .data   ascii   i:QPi:Q
4647 0x0003e0f1 0x0043faf1 7   8    .data   ascii   i:QRi:Q
4648 0x0003e0f9 0x0043faf9 7   8    .data   ascii   i:QAi:Q
4649 0x0003e101 0x0043fb01 7   8    .data   ascii   i:QCi:Q
4650 0x0003e109 0x0043fb09 7   8    .data   ascii   i:QBi:Q
4651 0x0003e111 0x0043fb11 15  16   .data   ascii   i:QFi:Q\ai:QHi:Q
4652 0x0003e121 0x0043fb21 7   8    .data   ascii   i:Q}i:Q
4653 0x0003e129 0x0043fb29 23  24   .data   ascii   i:Q|i:Q1i:Qai:Q\ri:Qci:Q
4654 0x0003e145 0x0043fb45 7   8    .data   ascii   i:Q\ai:Q
4655 0x0003e14d 0x0043fb4d 7   8    .data   ascii   i:Q\ei:Q
4656 0x0003e155 0x0043fb55 7   8    .data   ascii   i:Q\ei:Q
4657 0x0003e165 0x0043fb65 7   8    .data   ascii   i:Q\ai:Q
4658 0x0003e175 0x0043fb75 7   8    .data   ascii   i:Q8i:Q
4659 0x0003e1b1 0x0043fbb1 7   8    .data   ascii   i:Q\tn:Q
4660 0x0003e5a1 0x0043ffa1 4   5    .data   ascii   i:Q#
4661 0x0003e865 0x00440265 4   5    .data   ascii   j:Qq
4662 0x0003e86c 0x0044026c 4   5    .data   ascii   0i:Q
4663 0x0003e889 0x00440289 4   5    .data   ascii   i:QQ
4664 0x0003e89c 0x0044029c 4   5    .data   ascii   1i:Q
4665 0x0003e8b9 0x004402b9 4   5    .data   ascii   i:QQ
4666 0x0003e8cc 0x004402cc 4   5    .data   ascii   1i:Q
4667 0x0003e8e9 0x004402e9 4   5    .data   ascii   i:QP
4668 0x0003e919 0x00440319 4   5    .data   ascii   i:QQ
4669 0x0003e921 0x00440321 8   9    .data   ascii   i:Q@l:Q@
4670 0x0003ea59 0x00440459 4   5    .data   ascii   i:QA
4671 0x0003eaa5 0x004404a5 8   9    .data   ascii   \bX2u\f\6y
4672 0x0003eadc 0x004404dc 4   5    .data   ascii   I0`Q
4673 0x0003ecbd 0x004406bd 8   9    .data   ascii   i[3r\r_7v
4674 0x0003ece4 0x004406e4 7   8    .data   ascii   V!s\eZ%w
4675 0x0003ecf0 0x004406f0 8   9    .data   ascii   B=o\aF1c\v
4676 0x0003eef1 0x004408f1 7   8    .data   ascii   i:QRi:Q
4677 0x0003ef11 0x00440911 5   7    .data   utf8    i:Qу8 blocks=Basic Latin,Cyrillic
4678 0x0003ef19 0x00440919 5   7    .data   utf8    i:QՃ8 blocks=Basic Latin,Armenian
4679 0x0003ef21 0x00440921 5   7    .data   utf8    i:Qك8 blocks=Basic Latin,Arabic
4680 0x0003ef29 0x00440929 5   7    .data   utf8    i:Q݃8 blocks=Basic Latin,Syriac
4681 0x0003ef31 0x00440931 5   7    .data   utf8    i:QC8
4682 0x0003ef39 0x00440939 5   7    .data   utf8    i:QŃ8 blocks=Basic Latin,Latin Extended-A
4683 0x0003ef41 0x00440941 5   7    .data   utf8    i:Q̓8 blocks=Basic Latin,Combining Diacritical Marks
4684 0x0003ef69 0x00440969 4   5    .data   ascii   i:Q\t
4685 0x0003ef71 0x00440971 4   5    .data   ascii   i:Q5
4686 0x0003ef79 0x00440979 4   5    .data   ascii   i:Q9
4687 0x0003ef81 0x00440981 4   5    .data   ascii   i:Q=
4688 0x0003ef89 0x00440989 4   5    .data   ascii   i:Q!
4689 0x0003ef91 0x00440991 4   5    .data   ascii   i:Q%
4690 0x0003ef99 0x00440999 4   5    .data   ascii   i:Q)
4691 0x0003efa1 0x004409a1 4   5    .data   ascii   i:Q-
4692 0x0003efa9 0x004409a9 4   5    .data   ascii   i:QQ
4693 0x0003efb1 0x004409b1 4   5    .data   ascii   i:QU
4694 0x0003efb9 0x004409b9 4   5    .data   ascii   i:QY
4695 0x0003efc1 0x004409c1 4   5    .data   ascii   i:Q]
4696 0x0003efc9 0x004409c9 4   5    .data   ascii   i:QA
4697 0x0003efd1 0x004409d1 4   5    .data   ascii   i:QI
4698 0x0003efd9 0x004409d9 4   5    .data   ascii   i:Qq
4699 0x0003efe1 0x004409e1 4   5    .data   ascii   i:Q}
4700 0x0003efe9 0x004409e9 4   5    .data   ascii   i:Qe
4701 0x0003eff1 0x004409f1 4   5    .data   ascii   i:Q%
4702 0x0003eff9 0x004409f9 4   5    .data   ascii   i:Qm
4703 0x0003f029 0x00440a29 5   7    .data   utf8    i:Qт8 blocks=Basic Latin,Cyrillic
4704 0x0003f031 0x00440a31 5   7    .data   utf8    i:Q݂8 blocks=Basic Latin,Syriac
4705 0x0003f039 0x00440a39 5   7    .data   utf8    i:QB8
4706 0x0003f041 0x00440a41 5   7    .data   utf8    i:Qɂ8 blocks=Basic Latin,Latin Extended-B
4707 0x0003f069 0x00440a69 4   5    .data   ascii   i:Q\t
4708 0x0003f071 0x00440a71 4   5    .data   ascii   i:Q1
4709 0x0003f079 0x00440a79 4   5    .data   ascii   i:Q9
4710 0x0003f081 0x00440a81 4   5    .data   ascii   i:Q!
4711 0x0003f089 0x00440a89 4   5    .data   ascii   i:Q)
4712 0x0003f091 0x00440a91 4   5    .data   ascii   i:QQ
4713 0x0003f099 0x00440a99 4   5    .data   ascii   i:QY
4714 0x0003f0a1 0x00440aa1 4   5    .data   ascii   i:QI
4715 0x0003f0a9 0x00440aa9 4   5    .data   ascii   i:Qy
4716 0x0003f0b1 0x00440ab1 4   5    .data   ascii   i:Qi
4717 0x0003f0d1 0x00440ad1 5   7    .data   utf8    i:QE8
4718 0x0003f0d9 0x00440ad9 5   7    .data   utf8    i:QɅ8 blocks=Basic Latin,Latin Extended-B
4719 0x0003f119 0x00440b19 4   5    .data   ascii   i:Q\t
4720 0x0003f121 0x00440b21 4   5    .data   ascii   i:Q1
4721 0x0003f129 0x00440b29 4   5    .data   ascii   i:Q9
4722 0x0003f131 0x00440b31 4   5    .data   ascii   i:Q!
4723 0x0003f139 0x00440b39 4   5    .data   ascii   i:QQ
4724 0x0003f141 0x00440b41 4   5    .data   ascii   i:QI
4725 0x0003f149 0x00440b49 4   5    .data   ascii   i:Qy
4726 0x0003f159 0x00440b59 4   5    .data   ascii   i:Qi
4727 0x0003f179 0x00440b79 5   7    .data   utf8    i:Qф8 blocks=Basic Latin,Cyrillic
4728 0x0003f181 0x00440b81 5   7    .data   utf8    i:QD8
4729 0x0003f1a9 0x00440ba9 4   5    .data   ascii   i:Q9
4730 0x0003f1b1 0x00440bb1 4   5    .data   ascii   i:QA
4731 0x0003f1b9 0x00440bb9 4   5    .data   ascii   i:Qy
4732 0x0003f1c1 0x00440bc1 5   7    .data   utf8    i:Qш9 blocks=Basic Latin,Cyrillic
4733 0x0003f2c1 0x00440cc1 4   5    .data   ascii   i:QA
4734 0x0003f329 0x00440d29 5   7    .data   utf8    i:Qш9 blocks=Basic Latin,Cyrillic
4735 0x0003f331 0x00440d31 4   5    .data   ascii   i:QA
4736 0x0003f351 0x00440d51 12  13   .data   ascii   i:Q?i:Q?i:QA
4737 0x0003f361 0x00440d61 4   5    .data   ascii   i:QQ
4738 0x0003f3b1 0x00440db1 4   5    .data   ascii   i:Qn
4739 0x0003f41e 0x00440e1e 6   7    .data   ascii   P?u\b_=
4740 0x0003f425 0x00440e25 7   8    .data   ascii   i:Qp\fIQ
4741 0x0003f455 0x00440e55 16  17   .data   ascii   h:Qii:QAi:QOh:Q!
4742 0x0003f625 0x00441025 4   5    .data   ascii   x:Q=
4743 0x0003f631 0x00441031 4   5    .data   ascii   {:Q1
4744 0x0003f636 0x00441036 11  12   .data   ascii   9Q\t{:QD{:QA
4745 0x0003f642 0x00441042 6   7    .data   ascii   9QI{:Q
4746 0x0003f649 0x00441049 4   5    .data   ascii   z:QY
4747 0x0003f651 0x00441051 7   8    .data   ascii   z:QW}:Q
4748 0x0003f65a 0x0044105a 6   7    .data   ascii   9QY}:Q
4749 0x0003f661 0x00441061 4   5    .data   ascii   |:QM
4750 0x0003f682 0x00441082 7   8    .data   ascii   :Q]~:QA
4751 0x0003f68a 0x0044108a 6   7    .data   ascii   9Q]~:Q
4752 0x0003f691 0x00441091 4   5    .data   ascii   ~:Qi
4753 0x0003f699 0x00441099 8   9    .data   ascii   ~:Q4q:QA
4754 0x0003f6a2 0x004410a2 6   7    .data   ascii   9Q9q:Q
4755 0x0003f6a9 0x004410a9 4   5    .data   ascii   q:QM
4756 0x0003f6b5 0x004410b5 4   5    .data   ascii   p:Q\t
4757 0x0003f6bd 0x004410bd 7   8    .data   ascii   p:Qhs:Q
4758 0x0003f6c6 0x004410c6 6   7    .data   ascii   9Qms:Q
4759 0x0003f6cd 0x004410cd 4   5    .data   ascii   s:QA
4760 0x0003f6d5 0x004410d5 8   9    .data   ascii   s:Qsr:QA
4761 0x0003f6de 0x004410de 6   7    .data   ascii   9Qur:Q
4762 0x0003f702 0x00441102 6   7    .data   ascii   9Q)S:Q
4763 0x0003f709 0x00441109 4   5    .data   ascii   R:Q1
4764 0x0003f715 0x00441115 4   5    .data   ascii   R:QI
4765 0x0003f729 0x00441129 8   9    .data   ascii   U:Q^T:QI
4766 0x0003f732 0x00441132 11  12   .data   ascii   9QAT:QzT:Qi
4767 0x0003f73e 0x0044113e 6   7    .data   ascii   9Q}T:Q
4768 0x0003f745 0x00441145 4   5    .data   ascii   T:QY
4769 0x0003f751 0x00441151 4   5    .data   ascii   T:QY
4770 0x0003f75d 0x0044115d 4   5    .data   ascii   T:QI
4771 0x0003f769 0x00441169 4   5    .data   ascii   T:QY
4772 0x0003f771 0x00441171 8   9    .data   ascii   W:Q:W:QY
4773 0x0003f77a 0x0044117a 11  12   .data   ascii   9Q=W:Q^W:QY
4774 0x0003f786 0x00441186 11  12   .data   ascii   9QqW:QeW:QY
4775 0x0003f792 0x00441192 6   7    .data   ascii   9QeW:Q
4776 0x0003f799 0x00441199 4   5    .data   ascii   W:QY
4777 0x0003f7a5 0x004411a5 4   5    .data   ascii   W:QY
4778 0x0003f7b1 0x004411b1 4   5    .data   ascii   W:QY
4779 0x0003f7bd 0x004411bd 4   5    .data   ascii   W:QY
4780 0x0003f7c9 0x004411c9 4   5    .data   ascii   W:QY
4781 0x0003f7d5 0x004411d5 4   5    .data   ascii   W:QY
4782 0x0003f7e1 0x004411e1 4   5    .data   ascii   V:QY
4783 0x0003f7e9 0x004411e9 8   9    .data   ascii   V:Q\rV:QY
4784 0x0003f7f2 0x004411f2 11  12   .data   ascii   9Q\rV:Q!V:QY
4785 0x0003f7fe 0x004411fe 11  12   .data   ascii   9Q!V:QUV:QY
4786 0x0003f80a 0x0044120a 11  12   .data   ascii   9QUV:QIV:QY
4787 0x0003f816 0x00441216 11  12   .data   ascii   9QIV:Q}V:QY
4788 0x0003f822 0x00441222 6   7    .data   ascii   9Q}V:Q
4789 0x0003f829 0x00441229 4   5    .data   ascii   V:QY
4790 0x0003f835 0x00441235 4   5    .data   ascii   V:Qi
4791 0x0003f841 0x00441241 4   5    .data   ascii   V:QY
4792 0x0003f84d 0x0044124d 4   5    .data   ascii   V:QY
4793 0x0003f859 0x00441259 4   5    .data   ascii   V:QY
4794 0x0003f865 0x00441265 4   5    .data   ascii   V:QY
4795 0x0003f871 0x00441271 4   5    .data   ascii   ):QY
4796 0x0003f879 0x00441279 8   9    .data   ascii   ):Qx):QI
4797 0x0003f882 0x00441282 6   7    .data   ascii   9Q}):Q
4798 0x0003f889 0x00441289 4   5    .data   ascii   ):QY
4799 0x0003f895 0x00441295 4   5    .data   ascii   ):QY
4800 0x0003f8a1 0x004412a1 4   5    .data   ascii   ):QY
4801 0x0003f8ad 0x004412ad 4   5    .data   ascii   ):Qi
4802 0x0003f8b9 0x004412b9 4   5    .data   ascii   ):QY
4803 0x0003f8be 0x004412be 6   7    .data   ascii   9QQ(:Q
4804 0x0003f8c5 0x004412c5 4   5    .data   ascii   (:QY
4805 0x0003f8ca 0x004412ca 6   7    .data   ascii   9Qa(:Q
4806 0x0003f8d1 0x004412d1 4   5    .data   ascii   +:Q\t
4807 0x0003f8e5 0x004412e5 8   9    .data   ascii   -:Q\e/:Q%
4808 0x0003f8f5 0x004412f5 4   5    .data   ascii   !:QA
4809 0x0003f8fd 0x004412fd 8   9    .data   ascii   !:Q_ :Qy
4810 0x0003f906 0x00441306 6   7    .data   ascii   9QA :Q
4811 0x0003f90d 0x0044130d 4   5    .data   ascii    :Qe
4812 0x0003f915 0x00441315 8   9    .data   ascii    :Qu':Qm
4813 0x0003f91e 0x0044131e 10  11   .data   ascii   9Qu':QI&:Q
4814 0x0003f92a 0x0044132a 10  11   .data   ascii   9QI&:QL8:Q
4815 0x0003f936 0x00441336 6   7    .data   ascii   9Qq8:Q
4816 0x0003f945 0x00441345 7   8    .data   ascii   =:Q}?:Q
4817 0x0003f94e 0x0044134e 6   7    .data   ascii   9Q}?:Q
4818 0x0003f955 0x00441355 4   5    .data   ascii   >:QA
4819 0x0003f961 0x00441361 4   5    .data   ascii   1:Q]
4820 0x0003f96d 0x0044136d 4   5    .data   ascii   0:QU
4821 0x0003f975 0x00441375 8   9    .data   ascii   0:Q^3:Q]
4822 0x0003f98a 0x0044138a 6   7    .data   ascii   9QA5:Q
4823 0x0003f996 0x00441396 6   7    .data   ascii   9Q}7:Q
4824 0x0003f99d 0x0044139d 4   5    .data   ascii   7:Qi
4825 0x0003f9a2 0x004413a2 6   7    .data   ascii   9QE6:Q
4826 0x0003f9a9 0x004413a9 4   5    .data   ascii   6:QI
4827 0x0003f9b5 0x004413b5 4   5    .data   ascii   \t:QU
