Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4203 0x00032bae 0x000447ae 5   7    .data   utf8    jy،BB blocks=Basic Latin,Arabic
4204 0x00032bba 0x000447ba 6   7    .data   ascii   \r9V1xy
4205 0x00032bd3 0x000447d3 9   12   .data   utf8    \na<~ttAx blocks=Basic Latin,Private Use Area
4206 0x00032c3d 0x0004483d 4   5    .data   ascii   \vvl,
4207 0x00032c53 0x00044853 4   5    .data   ascii   n"Xu
4208 0x00032c58 0x00044858 4   6    .data   utf8    B\t\fׂ blocks=Basic Latin,Hebrew
4209 0x00032c77 0x00044877 4   5    .data   ascii   <) w
4210 0x00032cd6 0x000448d6 6   7    .data   ascii   W\nFD!C
4211 0x00032d4f 0x0004494f 4   5    .data   ascii   8#\r"
4212 0x00032d86 0x00044986 4   5    .data   ascii   n79=
4213 0x00032d9b 0x0004499b 4   5    .data   ascii   'P"m
4214 0x00032df3 0x000449f3 4   6    .data   utf8    Bڃ\fh blocks=Basic Latin,Arabic
4215 0x00032e08 0x00044a08 4   6    .data   utf8    Ú2PS blocks=Latin-1 Supplement,Basic Latin
4216 0x00032e32 0x00044a32 4   5    .data   ascii   _8U+
4217 0x00032e81 0x00044a81 4   5    .data   ascii   {\b~2
4218 0x00032e90 0x00044a90 5   6    .data   ascii   <('\bB
4219 0x00032eb0 0x00044ab0 5   6    .data   ascii   wd"m~
4220 0x00032ed0 0x00044ad0 4   5    .data   ascii   6A\v*
4221 0x00032f1a 0x00044b1a 4   5    .data   ascii   @K_E
4222 0x00032f27 0x00044b27 4   5    .data   ascii   Iu_H
4223 0x00032f2d 0x00044b2d 6   8    .data   utf8    `,G0l̩ blocks=Basic Latin,Combining Diacritical Marks
4224 0x00032f3c 0x00044b3c 5   6    .data   ascii   <\bw\a-
4225 0x00032f4f 0x00044b4f 4   5    .data   ascii   \e)BN
4226 0x00032f79 0x00044b79 4   5    .data   ascii   _t;Y
4227 0x00032f85 0x00044b85 4   6    .data   utf8    dQ1̎ blocks=Basic Latin,Combining Diacritical Marks
4228 0x00032f92 0x00044b92 4   5    .data   ascii   .0**
4229 0x00032fb7 0x00044bb7 4   5    .data   ascii   P7X9
4230 0x00032fc6 0x00044bc6 4   6    .data   utf8    lٙN& blocks=Basic Latin,Arabic
4231 0x00032fe4 0x00044be4 4   5    .data   ascii   iZj\b
4232 0x00033000 0x00044c00 4   5    .data   ascii   Uq\tv
4233 0x00033186 0x00044d86 7   8    .data   ascii   :-cp\fV.
4234 0x000331b3 0x00044db3 5   7    .data   utf8    ؾ 7dl blocks=Arabic,Basic Latin
4235 0x00033203 0x00044e03 4   5    .data   ascii   !4\nM
4236 0x0003323c 0x00044e3c 8   10   .data   utf8    b'\&2Ɓu\e blocks=Basic Latin,Latin Extended-B
4237 0x00033278 0x00044e78 4   5    .data   ascii   RiL{
4238 0x000332a2 0x00044ea2 5   6    .data   ascii   d&-2,
4239 0x000332ba 0x00044eba 6   8    .data   utf8    G3(-oϭ blocks=Basic Latin,Greek and Coptic
4240 0x00033324 0x00044f24 4   5    .data   ascii   8Uw9
4241 0x0003334c 0x00044f4c 6   7    .data   ascii   /`c8\v+
4242 0x0003338d 0x00044f8d 4   5    .data   ascii   v\rc}
4243 0x00033396 0x00044f96 6   8    .data   utf8    pb\&Cz
4244 0x000333e1 0x00044fe1 11  13   .data   utf8    d:4n7¿P|qdP blocks=Basic Latin,Latin-1 Supplement
4245 0x00033411 0x00045011 7   10   .data   utf8    Ĺ:uw[A՟ blocks=Latin Extended-A,Basic Latin,Armenian
4246 0x0003345b 0x0004505b 4   6    .data   utf8    +PЩs blocks=Basic Latin,Cyrillic
4247 0x0003348f 0x0004508f 5   6    .data   ascii   o_L@Q
4248 0x0003349b 0x0004509b 4   6    .data   utf8    m,Øn blocks=Basic Latin,Latin-1 Supplement
4249 0x000334a1 0x000450a1 4   7    .data   utf8    CތTǟ blocks=Basic Latin,Thaana,Latin Extended-B
4250 0x000334eb 0x000450eb 5   6    .data   ascii   7'\rES
4251 0x00033523 0x00045123 5   6    .data   ascii   5do,o
4252 0x00033563 0x00045163 5   7    .data   utf8    =v?U@
4253 0x000335b1 0x000451b1 5   6    .data   ascii   C?;[V
4254 0x000335c7 0x000451c7 4   5    .data   ascii   z]mB
4255 0x000335ef 0x000451ef 5   6    .data   ascii   Y>Vc\n
4256 0x0003362a 0x0004522a 5   6    .data   ascii   mi[Bq
4257 0x0003363c 0x0004523c 7   10   .data   utf8    ĲߴW:blt blocks=Latin Extended-A,NKo,Basic Latin
4258 0x0003366c 0x0004526c 5   7    .data   utf8    سWdC` blocks=Arabic,Basic Latin
4259 0x0003369b 0x0004529b 4   5    .data   ascii   ~#>c
4260 0x000336a4 0x000452a4 4   5    .data   ascii   cQMT
4261 0x0003370d 0x0004530d 4   6    .data   utf8    uU+Þ blocks=Basic Latin,Latin-1 Supplement
4262 0x0003371c 0x0004531c 4   5    .data   ascii   0hy4
4263 0x00033725 0x00045325 5   6    .data   ascii   eDN&A
4264 0x00033754 0x00045354 5   7    .data   utf8    q͕\veL blocks=Basic Latin,Combining Diacritical Marks
4265 0x00033765 0x00045365 5   6    .data   ascii   `9yaF
4266 0x0003376b 0x0004536b 6   9    .data   utf8    Gj<ox껧 blocks=Basic Latin,Hangul Syllables
4267 0x00033780 0x00045380 4   5    .data   ascii   O]\r!
4268 0x000337b2 0x000453b2 7   8    .data   ascii   [gkGA\vV
4269 0x000337cc 0x000453cc 4   5    .data   ascii   {{8i
4270 0x000337d1 0x000453d1 7   9    .data   utf8    Hro(2[ْ blocks=Basic Latin,Arabic
4271 0x000337ee 0x000453ee 4   6    .data   utf8    9QBɜ blocks=Basic Latin,IPA Extensions
4272 0x00033826 0x00045426 8   9    .data   ascii   A%&cP'U*
4273 0x00033853 0x00045453 4   5    .data   ascii   9\t1=
4274 0x0003386b 0x0004546b 7   9    .data   utf8    N\fɧrYf3 blocks=Basic Latin,IPA Extensions
4275 0x0003387c 0x0004547c 5   6    .data   ascii   "\n\rVV
4276 0x0003390b 0x0004550b 4   6    .data   utf8    ޢ\f:v blocks=Thaana,Basic Latin
4277 0x00033936 0x00045536 4   5    .data   ascii   5{c9
4278 0x000339d8 0x000455d8 4   5    .data   ascii   g@\eW
4279 0x000339fd 0x000455fd 4   5    .data   ascii   #R+B
4280 0x00033a10 0x00045610 5   6    .data   ascii   &-'&.
4281 0x00033a26 0x00045626 4   5    .data   ascii   [Hq&
4282 0x00033a8a 0x0004568a 6   8    .data   utf8    }yԡN00 blocks=Basic Latin,Cyrillic Supplement
4283 0x00033aae 0x000456ae 4   6    .data   utf8    K4г[ blocks=Basic Latin,Cyrillic
4284 0x00033aff 0x000456ff 4   5    .data   ascii   }|`5
4285 0x00033b43 0x00045743 4   6    .data   utf8    ޑo V blocks=Thaana,Basic Latin
4286 0x00033b65 0x00045765 5   6    .data   ascii   53OnV
4287 0x00033c58 0x00045858 5   6    .data   ascii   i`Q><
4288 0x00033c60 0x00045860 4   5    .data   ascii   lS8[
4289 0x00033c90 0x00045890 4   5    .data   ascii   \f/pY
4290 0x00033cb7 0x000458b7 5   6    .data   ascii   q\fV\vW
4291 0x00033d0d 0x0004590d 7   8    .data   ascii   }5s]Xm\t
4292 0x00033d81 0x00045981 4   5    .data   ascii   IID\b
4293 0x00033d8c 0x0004598c 4   7    .data   utf8    MϤܟ7 blocks=Basic Latin,Greek and Coptic,Syriac
4294 0x00033e19 0x00045a19 4   5    .data   ascii   k?*U
4295 0x00033e2a 0x00045a2a 5   6    .data   ascii   0lX1 
4296 0x00033e3c 0x00045a3c 5   9    .data   utf8    ğ矲\f*+ blocks=Latin Extended-A,CJK Unified Ideographs,Basic Latin
4297 0x00033e60 0x00045a60 6   7    .data   ascii   =6quci
4298 0x00033e69 0x00045a69 4   5    .data   ascii   -%)T
4299 0x00033e91 0x00045a91 4   5    .data   ascii   t %'
4300 0x00033ef6 0x00045af6 5   6    .data   ascii   dsZf=
4301 0x00033f11 0x00045b11 4   5    .data   ascii   F#U%
4302 0x00033f39 0x00045b39 4   6    .data   utf8    F/ܔ' blocks=Basic Latin,Syriac
4303 0x00033f50 0x00045b50 4   5    .data   ascii   J'b"
4304 0x00033f7a 0x00045b7a 4   5    .data   ascii   NDrO
4305 0x00033fc8 0x00045bc8 7   9    .data   utf8    hG\3ʙ\aQ blocks=Basic Latin,IPA Extensions
4306 0x00034009 0x00045c09 6   9    .data   utf8    葜<-u*J blocks=CJK Unified Ideographs,Basic Latin
4307 0x00034059 0x00045c59 6   7    .data   ascii   ,X+q_=
4308 0x00034069 0x00045c69 4   5    .data   ascii   |=o~
4309 0x0003407a 0x00045c7a 5   7    .data   utf8    ̐X,b{ blocks=Combining Diacritical Marks,Basic Latin
4310 0x00034082 0x00045c82 4   5    .data   ascii   on.G
4311 0x0003408b 0x00045c8b 4   5    .data   ascii   D_NE
4312 0x00034096 0x00045c96 4   5    .data   ascii   ?6\aK
4313 0x000340d3 0x00045cd3 5   7    .data   utf8    ѷ$xhh blocks=Cyrillic,Basic Latin
4314 0x00034165 0x00045d65 6   7    .data   ascii   X\rRa~a
4315 0x000341a5 0x00045da5 4   5    .data   ascii   hml\b
4316 0x000341b4 0x00045db4 5   7    .data   utf8    Ŧ+ I5 blocks=Latin Extended-A,Basic Latin
4317 0x0003422e 0x00045e2e 6   9    .data   utf8    ,MxϞRޙ blocks=Basic Latin,Greek and Coptic,Thaana
4318 0x00034269 0x00045e69 5   6    .data   ascii   c,5t{
4319 0x000342ec 0x00045eec 4   5    .data   ascii   e`4^
4320 0x00034344 0x00045f44 5   7    .data   utf8    dDvƗi blocks=Basic Latin,Latin Extended-B
4321 0x0003434b 0x00045f4b 7   8    .data   ascii   yE6`\rcs
4322 0x0003435f 0x00045f5f 6   8    .data   utf8    _wʩ-dS blocks=Basic Latin,IPA Extensions
4323 0x000343a1 0x00045fa1 4   6    .data   utf8    Mԍ&l blocks=Basic Latin,Cyrillic Supplement
4324 0x000343fb 0x00045ffb 4   6    .data   utf8    Tr¸c blocks=Basic Latin,Latin-1 Supplement
4325 0x0003441c 0x0004601c 6   7    .data   ascii   #:A"zG
4326 0x0003445f 0x0004605f 5   6    .data   ascii   X^kmF
4327 0x0003446f 0x0004606f 8   11   .data   utf8    ^LҖžU(j~ blocks=Basic Latin,Cyrillic,Latin Extended-A
4328 0x000344aa 0x000460aa 4   5    .data   ascii    _mb
4329 0x000344bb 0x000460bb 4   5    .data   ascii   {\fCB
4330 0x000344d6 0x000460d6 4   5    .data   ascii   "<-&
4331 0x00034515 0x00046115 6   8    .data   utf8    ؐf(-yp blocks=Arabic,Basic Latin
4332 0x00034540 0x00046140 5   6    .data   ascii   lf\nH\b
4333 0x0003454a 0x0004614a 5   6    .data   ascii   *b <G
4334 0x00034619 0x00046219 4   5    .data   ascii   '#WD
4335 0x000346ad 0x000462ad 4   5    .data   ascii   p9D!
4336 0x0003477b 0x0004637b 5   6    .data   ascii   PF~X>
4337 0x000347b0 0x000463b0 4   6    .data   utf8    zdΘ& blocks=Basic Latin,Greek and Coptic
4338 0x000347f8 0x000463f8 5   8    .data   utf8    Bա iϋ blocks=Basic Latin,Armenian,Greek and Coptic
4339 0x0003489a 0x0004649a 5   8    .data   utf8    YqӲ'Ќ blocks=Basic Latin,Cyrillic
4340 0x000348eb 0x000464eb 5   6    .data   ascii   i"c32
4341 0x00034987 0x00046587 4   5    .data   ascii   >uO"
4342 0x00034990 0x00046590 8   10   .data   utf8    z:Dʆz\r=\ blocks=Basic Latin,IPA Extensions
4343 0x000349dd 0x000465dd 5   6    .data   ascii   #H9tQ
4344 0x00034a11 0x00046611 5   6    .data   ascii   cD$]8
4345 0x00034a1c 0x0004661c 5   6    .data   ascii   lj\Km
4346 0x00034a31 0x00046631 4   5    .data   ascii   F5zN
4347 0x00034a51 0x00046651 4   5    .data   ascii   z}!$
4348 0x00034a73 0x00046673 5   6    .data   ascii   @8gG`
4349 0x00034a83 0x00046683 5   6    .data   ascii   m^Ur2
4350 0x00034aad 0x000466ad 4   5    .data   ascii   y~0*
4351 0x00034ab2 0x000466b2 7   9    .data   utf8    1`j1ӿPM blocks=Basic Latin,Cyrillic
4352 0x00034adc 0x000466dc 4   5    .data   ascii   )WfW
4353 0x00034b3c 0x0004673c 5   7    .data   utf8    $X-,ϟ blocks=Basic Latin,Greek and Coptic
4354 0x00034b94 0x00046794 5   6    .data   ascii   k6\4e
4355 0x00034bfe 0x000467fe 4   5    .data   ascii   m*4?
4356 0x00034c3f 0x0004683f 4   5    .data   ascii   DA4g
4357 0x00034ca6 0x000468a6 4   5    .data   ascii   S9\bn
4358 0x00034cad 0x000468ad 4   6    .data   utf8    hFԁ$ blocks=Basic Latin,Cyrillic Supplement
4359 0x00034cdd 0x000468dd 4   5    .data   ascii   +LUP
4360 0x00034d12 0x00046912 4   8    .data   utf8    ͩ߷ؙ7 blocks=Combining Diacritical Marks,NKo,Arabic,Basic Latin
4361 0x00034e1e 0x00046a1e 6   7    .data   ascii   5\tw@z 
4362 0x00034e98 0x00046a98 4   6    .data   utf8    8Ȇxm blocks=Basic Latin,Latin Extended-B
4363 0x00034ea5 0x00046aa5 7   10   .data   utf8    ֢"=zcú) blocks=Hebrew,Basic Latin,Latin-1 Supplement
4364 0x00034eb9 0x00046ab9 5   7    .data   utf8    l֞$0\b blocks=Basic Latin,Hebrew
4365 0x00034ee1 0x00046ae1 4   5    .data   ascii   [GMu
4366 0x00034ef1 0x00046af1 5   7    .data   utf8    `U43ŝ blocks=Basic Latin,Latin Extended-A
4367 0x00034f4e 0x00046b4e 4   5    .data   ascii   U>|\e
4368 0x00034f76 0x00046b76 6   9    .data   utf8    Bسףwik blocks=Basic Latin,Arabic,Hebrew
4369 0x00034fd3 0x00046bd3 6   8    .data   utf8    DyO\veټ blocks=Basic Latin,Arabic
4370 0x00034ff9 0x00046bf9 4   7    .data   utf8    EFҢt blocks=Basic Latin,Cyrillic
4371 0x0003506c 0x00046c6c 5   7    .data   utf8    6\e>Pŵ blocks=Basic Latin,Latin Extended-A
4372 0x000350bf 0x00046cbf 4   6    .data   utf8    ^uʹ" blocks=Basic Latin,Spacing Modifier Letters
4373 0x000350cc 0x00046ccc 4   6    .data   utf8    Ք/Oj blocks=Armenian,Basic Latin
4374 0x000350de 0x00046cde 4   5    .data   ascii   2lz(
4375 0x0003510d 0x00046d0d 4   6    .data   utf8    ]+ϸE blocks=Basic Latin,Greek and Coptic
4376 0x00035132 0x00046d32 4   5    .data   ascii   yE:\r
4377 0x00035149 0x00046d49 6   8    .data   utf8    ݜ3jW>` blocks=Arabic Supplement,Basic Latin
4378 0x00035166 0x00046d66 4   5    .data   ascii   \r}~
4379 0x00035208 0x00046e08 5   7    .data   utf8    "Pi\fݻ blocks=Basic Latin,Arabic Supplement
4380 0x00035230 0x00046e30 5   6    .data   ascii   |\bY z
4381 0x00035250 0x00046e50 5   6    .data   ascii   mxX.`
4382 0x000352ae 0x00046eae 4   5    .data   ascii   \m']
4383 0x000352ba 0x00046eba 11  12   .data   ascii   BwU%#6sgm[?
4384 0x00035311 0x00046f11 5   9    .data   utf8    H[l󿎃7 blocks=Basic Latin,Supplementary Private Use Area-A
4385 0x00035322 0x00046f22 4   5    .data   ascii   :Hrj
4386 0x0003533c 0x00046f3c 7   8    .data   ascii   Qja4g%@
4387 0x00035385 0x00046f85 4   6    .data   utf8    PSܖ@ blocks=Basic Latin,Syriac
4388 0x000353d3 0x00046fd3 4   5    .data   ascii   vBWx
4389 0x0003541a 0x0004701a 4   5    .data   ascii   j~8O
4390 0x00035484 0x00047084 4   5    .data   ascii   I,UI
4391 0x000354c2 0x000470c2 4   5    .data   ascii    >:g
4392 0x00035509 0x00047109 8   9    .data   ascii   @/WVQZD6
4393 0x0003554d 0x0004714d 4   5    .data   ascii   EUgB
4394 0x0003556c 0x0004716c 4   5    .data   ascii   N@J<
4395 0x0003558c 0x0004718c 5   7    .data   utf8    +Kٗ\fI blocks=Basic Latin,Arabic
4396 0x00035599 0x00047199 4   6    .data   utf8    ۀ1'# blocks=Arabic,Basic Latin
4397 0x000355da 0x000471da 5   6    .data   ascii   6ha8\t
4398 0x000355e9 0x000471e9 6   7    .data   ascii    :68?J
4399 0x00035611 0x00047211 7   10   .data   utf8    UŠ[x[Mi blocks=Basic Latin,Latin Extended-A
4400 0x0003561b 0x0004721b 4   7    .data   utf8    ߈(տq blocks=NKo,Basic Latin,Armenian
4401 0x00035635 0x00047235 4   5    .data   ascii   }<]E
4402 0x00035651 0x00047251 5   6    .data   ascii   *z+ri
4403 0x00035675 0x00047275 4   5    .data   ascii   i+q\b
4404 0x000356e8 0x000472e8 6   9    .data   utf8    kmhhнƶ blocks=Basic Latin,Cyrillic,Latin Extended-B
4405 0x0003571b 0x0004731b 7   8    .data   ascii   C^XM9sd
4406 0x00035778 0x00047378 4   5    .data   ascii   =L0c
4407 0x00035795 0x00047395 6   7    .data   ascii   [I4cn&
4408 0x000357fc 0x000473fc 5   7    .data   utf8    v=ȭU0 blocks=Basic Latin,Latin Extended-B
4409 0x00035810 0x00047410 10  13   .data   utf8    YiƤ^؏-Aicx blocks=Basic Latin,Latin Extended-B,Arabic
4410 0x0003584d 0x0004744d 5   6    .data   ascii   mVA>)
4411 0x0003587a 0x0004747a 5   6    .data   ascii   M8Z/r
4412 0x00035883 0x00047483 8   9    .data   ascii   JU/tOtv?
4413 0x000358b6 0x000474b6 5   7    .data   utf8    \b6'`߄ blocks=Basic Latin,NKo
4414 0x000358e1 0x000474e1 4   5    .data   ascii   \eI[f
4415 0x00035916 0x00047516 9   13   .data   utf8    imA麵\rǥ9\bU blocks=Basic Latin,CJK Unified Ideographs,Latin Extended-B
4416 0x00035970 0x00047570 5   6    .data   ascii   "Z@y[
4417 0x00035976 0x00047576 4   5    .data   ascii   [}t8
4418 0x000359a3 0x000475a3 7   9    .data   utf8    rLz1z\\t
4419 0x000359b8 0x000475b8 4   5    .data   ascii   \qd+
4420 0x00035a13 0x00047613 5   8    .data   utf8    \ﯙA0d blocks=Basic Latin,Arabic Presentation Forms-A
4421 0x00035a4f 0x0004764f 5   6    .data   ascii   %}S=.
4422 0x00035a73 0x00047673 4   5    .data   ascii   P~Z[
4423 0x00035a97 0x00047697 7   10   .data   utf8    \nMʯ!<Â/ blocks=Basic Latin,IPA Extensions,Latin-1 Supplement
4424 0x00035aa3 0x000476a3 4   5    .data   ascii   5v|Y
4425 0x00035b0f 0x0004770f 4   5    .data   ascii   nU!I
4426 0x00035b2f 0x0004772f 4   5    .data   ascii   ce'^
4427 0x00035b57 0x00047757 4   5    .data   ascii   /Zj~
4428 0x00035b81 0x00047781 6   8    .data   utf8    M.\aZ#w
4429 0x00035ba7 0x000477a7 5   6    .data   ascii   vZ"vd
4430 0x00035bdb 0x000477db 4   5    .data   ascii   -jt\f
4431 0x00035bea 0x000477ea 5   6    .data   ascii   =^\\O
4432 0x00035c04 0x00047804 4   5    .data   ascii    !$K
4433 0x00035c21 0x00047821 5   6    .data   ascii   ^Mndz
4434 0x00035c63 0x00047863 5   6    .data   ascii   Sq*,a
4435 0x00035cb4 0x000478b4 4   5    .data   ascii   R6\bn
4436 0x00035cca 0x000478ca 8   9    .data   ascii   O'0/~O\e\t
4437 0x00035ceb 0x000478eb 5   7    .data   utf8    נn1(8 blocks=Hebrew,Basic Latin
4438 0x00035da7 0x000479a7 4   5    .data   ascii   \niII
4439 0x00035dbd 0x000479bd 4   6    .data   utf8    ҙ\r\n{ blocks=Cyrillic,Basic Latin
4440 0x00035e3c 0x00047a3c 5   7    .data   utf8    ?iڰN1 blocks=Basic Latin,Arabic
4441 0x00035e9c 0x00047a9c 5   6    .data   ascii   ve)Y>
4442 0x00035ee2 0x00047ae2 7   8    .data   ascii   q=\vXw? 
4443 0x00035efe 0x00047afe 6   7    .data   ascii   +>ir^A
4444 0x00035f20 0x00047b20 4   5    .data   ascii   `18n
4445 0x00035f57 0x00047b57 4   5    .data   ascii   \x+'
4446 0x00035f5f 0x00047b5f 4   7    .data   utf8    \nbK쑉 blocks=Basic Latin,Hangul Syllables
4447 0x00035fb0 0x00047bb0 7   10   .data   utf8    K&JҁQޱ< blocks=Basic Latin,Cyrillic,Thaana
4448 0x00035fbd 0x00047bbd 4   5    .data   ascii   q\vAC
4449 0x00035fc2 0x00047bc2 4   6    .data   utf8    \rı\bx blocks=Basic Latin,Latin Extended-A
4450 0x00036000 0x00047c00 7   8    .data   ascii   +z^Q+ZT
4451 0x0003602d 0x00047c2d 6   7    .data   ascii   E+CxRa
4452 0x00036073 0x00047c73 7   9    .data   utf8    RȾN<!uH blocks=Basic Latin,Latin Extended-B
4453 0x00036095 0x00047c95 4   5    .data   ascii   6t\G
4454 0x00036159 0x00047d59 6   7    .data   ascii   VopBqw
4455 0x000361c0 0x00047dc0 5   6    .data   ascii   Y7&05
4456 0x000361c7 0x00047dc7 4   6    .data   utf8    \vߜ^E blocks=Basic Latin,NKo
4457 0x00036219 0x00047e19 5   6    .data   ascii   A:E.\f
4458 0x0003623d 0x00047e3d 6   9    .data   utf8    Ls־xߛ7 blocks=Basic Latin,Hebrew,NKo
4459 0x00036295 0x00047e95 5   6    .data   ascii   \-K?^
4460 0x000362d0 0x00047ed0 4   5    .data   ascii   \buq@
4461 0x0003630d 0x00047f0d 6   7    .data   ascii   k<'j\a.
4462 0x00036338 0x00047f38 5   7    .data   utf8    :>٬)% blocks=Basic Latin,Arabic
4463 0x0003635b 0x00047f5b 5   8    .data   utf8    $;3y blocks=Basic Latin,Private Use Area
4464 0x00036371 0x00047f71 4   6    .data   utf8    Bt̆$ blocks=Basic Latin,Combining Diacritical Marks
4465 0x00036377 0x00047f77 4   6    .data   utf8    zGd1
4466 0x00036385 0x00047f85 4   6    .data   utf8    ߨV\r' blocks=NKo,Basic Latin
4467 0x00036390 0x00047f90 4   5    .data   ascii   nLfk
4468 0x000363a2 0x00047fa2 4   5    .data   ascii   k7E@
4469 0x000363c6 0x00047fc6 5   6    .data   ascii   #\f%=I
4470 0x00036443 0x00048043 6   8    .data   utf8    XBӌs'= blocks=Basic Latin,Cyrillic
4471 0x00036453 0x00048053 4   5    .data   ascii   K/>7
4472 0x00036478 0x00048078 4   6    .data   utf8    &"ƕ& blocks=Basic Latin,Latin Extended-B
4473 0x000364b3 0x000480b3 6   7    .data   ascii   @'?\r}U
4474 0x000364be 0x000480be 5   6    .data   ascii   (V\e<V
4475 0x000364da 0x000480da 4   6    .data   utf8    \\bǨ] blocks=Basic Latin,Latin Extended-B
4476 0x000364ea 0x000480ea 4   5    .data   ascii   C8`%
4477 0x000364ef 0x000480ef 4   5    .data   ascii   ?._c
4478 0x000364f4 0x000480f4 5   6    .data   ascii   N`|zb
4479 0x00036508 0x00048108 5   7    .data   utf8    PʗHO` blocks=Basic Latin,IPA Extensions
4480 0x0003653f 0x0004813f 4   5    .data   ascii   1K/i
4481 0x00036555 0x00048155 5   7    .data   utf8    eļm3A blocks=Basic Latin,Latin Extended-A
4482 0x000365cf 0x000481cf 4   5    .data   ascii   [:Ud
4483 0x000365ee 0x000481ee 4   5    .data   ascii   tdf5
4484 0x00036608 0x00048208 6   8    .data   utf8    R^̓Lju blocks=Basic Latin,Combining Diacritical Marks
4485 0x00036614 0x00048214 4   5    .data   ascii   j~2K
4486 0x0003661f 0x0004821f 4   5    .data   ascii   &\nn&
4487 0x00036637 0x00048237 4   5    .data   ascii   } (J
4488 0x00036666 0x00048266 5   6    .data   ascii   9\arL8
4489 0x0003667a 0x0004827a 4   5    .data   ascii   ;+\vU
4490 0x000366d9 0x000482d9 4   5    .data   ascii   kwi*
4491 0x00036701 0x00048301 4   6    .data   utf8    -;"/
4492 0x0003671a 0x0004831a 7   9    .data   utf8    u\t>ۄi}( blocks=Basic Latin,Arabic
4493 0x0003677d 0x0004837d 4   5    .data   ascii   2MWy
4494 0x0003678b 0x0004838b 4   6    .data   utf8    )uƩr blocks=Basic Latin,Latin Extended-B
4495 0x000367cb 0x000483cb 4   5    .data   ascii   s@?_
4496 0x000367d2 0x000483d2 4   5    .data   ascii   S<f@
4497 0x000367f9 0x000483f9 4   6    .data   utf8    ݼ$^1 blocks=Arabic Supplement,Basic Latin
4498 0x0003683c 0x0004843c 4   7    .data   utf8    ㅷ#)% blocks=Hangul Compatibility Jamo,Basic Latin
4499 0x00036851 0x00048451 4   5    .data   ascii   ]s8I
4500 0x0003687e 0x0004847e 4   5    .data   ascii   rv\eW
4501 0x00036925 0x00048525 4   5    .data   ascii   ;P[>
4502 0x00036965 0x00048565 4   6    .data   utf8    7))^
4503 0x000369a5 0x000485a5 6   7    .data   ascii   37excR
4504 0x00036a03 0x00048603 4   5    .data   ascii   A(\a4
4505 0x00036a43 0x00048643 4   5    .data   ascii   y8s9
4506 0x00036ab8 0x000486b8 4   5    .data   ascii   Q&H~
4507 0x00036b16 0x00048716 4   5    .data   ascii   Poq 
4508 0x00036b37 0x00048737 4   7    .data   utf8    썚aU$ blocks=Hangul Syllables,Basic Latin
4509 0x00036b8d 0x0004878d 4   6    .data   utf8    ;?Фe blocks=Basic Latin,Cyrillic
4510 0x00036ba1 0x000487a1 5   7    .data   utf8    m\f'`˽ blocks=Basic Latin,Spacing Modifier Letters
4511 0x00036bbe 0x000487be 5   6    .data   ascii   wAHZz
4512 0x00036bf9 0x000487f9 4   5    .data   ascii   n\tJ0
4513 0x00036c16 0x00048816 4   6    .data   utf8    J)jr
4514 0x00036c53 0x00048853 8   10   .data   utf8    p->[\n9͡g blocks=Basic Latin,Combining Diacritical Marks
4515 0x00036ce1 0x000488e1 4   5    .data   ascii   S\n2\e
4516 0x00036ce6 0x000488e6 5   6    .data   ascii   kJ\eO4
4517 0x00036d15 0x00048915 4   5    .data   ascii    @$9
4518 0x00036d33 0x00048933 4   5    .data   ascii   \e?ns
4519 0x00036d8a 0x0004898a 4   6    .data   utf8    %ڸtO blocks=Basic Latin,Arabic
4520 0x00036d96 0x00048996 4   5    .data   ascii   ?b(8
4521 0x00036da9 0x000489a9 5   7    .data   utf8    }<ۅ[" blocks=Basic Latin,Arabic
4522 0x00036e10 0x00048a10 5   6    .data   ascii   O\r\tx(
4523 0x00036e1c 0x00048a1c 5   6    .data   ascii   ]q[*s
4524 0x00036e36 0x00048a36 7   8    .data   ascii   p!3|u]\f
4525 0x00036ed2 0x00048ad2 4   5    .data   ascii   "zX,
4526 0x00036f3e 0x00048b3e 6   8    .data   utf8    G fɊ6= blocks=Basic Latin,Latin Extended-B
4527 0x00036f4a 0x00048b4a 6   8    .data   utf8    r|W/\eӤ blocks=Basic Latin,Cyrillic
4528 0x00036f76 0x00048b76 4   5    .data   ascii   z(:-
4529 0x00036f7e 0x00048b7e 5   7    .data   utf8    NΏ\e'9 blocks=Basic Latin,Greek and Coptic
4530 0x00036fbb 0x00048bbb 4   5    .data   ascii   q(A/
4531 0x00036fc0 0x00048bc0 4   5    .data   ascii   XpF(
4532 0x00037012 0x00048c12 4   5    .data   ascii   (yc\t
4533 0x00037050 0x00048c50 6   7    .data   ascii   ^:Yi\nj
4534 0x000370bb 0x00048cbb 4   5    .data   ascii   +8}H
4535 0x000370cf 0x00048ccf 4   7    .data   utf8    W㲡J3 blocks=Basic Latin,CJK Unified Ideographs Extension A
4536 0x0003713e 0x00048d3e 4   5    .data   ascii   }1W\t
4537 0x00037150 0x00048d50 5   6    .data   ascii   y\fI3\e
4538 0x00037174 0x00048d74 6   7    .data   ascii   TtV6Q?
4539 0x00037185 0x00048d85 6   8    .data   utf8    O_W=ϓo blocks=Basic Latin,Greek and Coptic
4540 0x00037198 0x00048d98 5   6    .data   ascii   ]y+IA
