Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1175 0x000106ce 0x000354ce 4   5            ascii   1\v0\t
1176 0x000106e6 0x000354e6 15  16           ascii   VeriSign, Inc.1
1177 0x000106ff 0x000354ff 26  27           ascii   VeriSign Trust Network1;09
1178 0x0001071f 0x0003551f 55  56           ascii   2Terms of use at https://www.verisign.com/rpa (c)101.0,
1179 0x0001075c 0x0003555c 39  40           ascii   %VeriSign Class 3 Code Signing 2010 CA0
1180 0x00010785 0x00035585 14  15           ascii   \r110628000000Z
1181 0x00010794 0x00035594 15  16           ascii   \r140627235959Z0
1182 0x000107a5 0x000355a5 4   5            ascii   1\v0\t
1183 0x000107bc 0x000355bc 9   10           ascii   \aBeijing1
1184 0x000107ce 0x000355ce 12  13           ascii   \aBeijing1301
1185 0x000107e0 0x000355e0 47  48           ascii   *Anhua Xinda (Beijing) Technology Co., Ltd.1>0<
1186 0x00010815 0x00035615 58  59           ascii   5Digital ID Class 3 - Microsoft Software Validation v21301
1187 0x00010855 0x00035655 44  45           ascii   *Anhua Xinda (Beijing) Technology Co., Ltd.0
1188 0x000108c3 0x000356c3 4   5            ascii   SzU{
1189 0x000108de 0x000356de 5   6            ascii   Lq5+s
1190 0x000108f6 0x000356f6 4   5            ascii   x:J.
1191 0x00010906 0x00035706 8   10           utf8    \e o;]߫8U blocks=Basic Latin,NKo
1192 0x00010918 0x00035718 7   9            utf8    g`Gzpȕ. blocks=Basic Latin,Latin Extended-B
1193 0x00010951 0x00035751 5   7            utf8    )`\ay۵ blocks=Basic Latin,Arabic
1194 0x0001097e 0x0003577e 5   7            utf8    *_<Ի\t blocks=Basic Latin,Armenian
1195 0x000109d1 0x000357d1 5   6            ascii   90705
1196 0x000109db 0x000357db 50  51           ascii   /http://csc3-2010-crl.verisign.com/CSC3-2010.crl0D
1197 0x00010a13 0x00035813 5   6            ascii   =0;09
1198 0x00010a25 0x00035825 4   5            ascii   0*0(
1199 0x00010a35 0x00035835 29  30           ascii   https://www.verisign.com/rpa0
1200 0x00010a73 0x00035873 5   6            ascii   e0c0$
1201 0x00010a84 0x00035884 26  27           ascii   http://ocsp.verisign.com0;
1202 0x00010aa9 0x000358a9 49  50           ascii   /http://csc3-2010-aia.verisign.com/CSC3-2010.cer0
1203 0x00010b39 0x00035939 7   8            ascii   uDf@W\nW
1204 0x00010b79 0x00035979 4   5            ascii   mpqk
1205 0x00010b8a 0x0003598a 6   7            ascii   S`K$P.
1206 0x00010b92 0x00035992 4   5            ascii   9Wp3
1207 0x00010baf 0x000359af 4   5            ascii   7ETb
1208 0x00010bc0 0x000359c0 4   5            ascii   clY\r
1209 0x00010bd3 0x000359d3 4   6            utf8    Ս69@ blocks=Armenian,Basic Latin
1210 0x00010be9 0x000359e9 4   5            ascii   =b~\n
1211 0x00010bf4 0x000359f4 4   5            ascii   V|8q
1212 0x00010c63 0x00035a63 4   5            ascii   1\v0\t
1213 0x00010c7a 0x00035a7a 12  13           ascii   \nWashington1
1214 0x00010c8f 0x00035a8f 9   10           ascii   \aRedmond1
1215 0x00010ca2 0x00035aa2 25  26           ascii   Microsoft Corporation1)0'
1216 0x00010cc1 0x00035ac1 34  35           ascii    Microsoft Code Verification Root0
1217 0x00010ce5 0x00035ae5 14  15           ascii   \r110222192517Z
1218 0x00010cf4 0x00035af4 15  16           ascii   \r210222193517Z0
1219 0x00010d05 0x00035b05 4   5            ascii   1\v0\t
1220 0x00010d1d 0x00035b1d 15  16           ascii   VeriSign, Inc.1
1221 0x00010d36 0x00035b36 26  27           ascii   VeriSign Trust Network1:08
1222 0x00010d56 0x00035b56 54  55           ascii   1(c) 2006 VeriSign, Inc. - For authorized use only1E0C
1223 0x00010d92 0x00035b92 62  63           ascii   <VeriSign Class 3 Public Primary Certification Authority - G50
1224 0x00010df1 0x00035bf1 6   7            ascii   $\b\b)z5
1225 0x00010e40 0x00035c40 4   5            ascii   b\b=T
1226 0x00010e59 0x00035c59 6   8            utf8    CcjRKҏ blocks=Basic Latin,Cyrillic
1227 0x00010e61 0x00035c61 6   8            utf8    pQMщi{ blocks=Basic Latin,Cyrillic
1228 0x00010e70 0x00035c70 5   7            utf8    {]KVӖ blocks=Basic Latin,Cyrillic
1229 0x00010ecb 0x00035ccb 4   6            utf8    +~Oŕ blocks=Basic Latin,Latin Extended-A
1230 0x00010f03 0x00035d03 4   5            ascii   \n0\b0
1231 0x00010f48 0x00035d48 4   5            ascii   3130
1232 0x00010f62 0x00035d62 4   5            ascii   \tTPk
1233 0x00010f74 0x00035d74 5   6            ascii   N0L0J
1234 0x00010f7e 0x00035d7e 71  72           ascii   Dhttp://crl.microsoft.com/pki/crl/products/MicrosoftCodeVerifRoot.crl0\r
1235 0x0001100a 0x00035e0a 8   9            ascii   ,N<jPl\v6
1236 0x00011046 0x00035e46 5   7            utf8    []\ak͆ blocks=Basic Latin,Combining Diacritical Marks
1237 0x000110ad 0x00035ead 8   9            ascii   3BH8Q:|8
1238 0x000110b6 0x00035eb6 5   6            ascii   \e$"(@
1239 0x0001111a 0x00035f1a 4   5            ascii   :'jI
1240 0x00011124 0x00035f24 4   5            ascii   #(2v
1241 0x0001115c 0x00035f5c 4   6            utf8    Ә_Kz blocks=Cyrillic,Basic Latin
1242 0x0001117d 0x00035f7d 4   5            ascii   ;n\n:
1243 0x00011188 0x00035f88 4   5            ascii   wha3
1244 0x00011196 0x00035f96 5   6            ascii   \J$jg
1245 0x00011208 0x00036008 4   5            ascii   1\v0\t
1246 0x00011220 0x00036020 15  16           ascii   VeriSign, Inc.1
1247 0x00011239 0x00036039 26  27           ascii   VeriSign Trust Network1:08
1248 0x00011259 0x00036059 54  55           ascii   1(c) 2006 VeriSign, Inc. - For authorized use only1E0C
1249 0x00011295 0x00036095 62  63           ascii   <VeriSign Class 3 Public Primary Certification Authority - G50
1250 0x000112d5 0x000360d5 14  15           ascii   \r100208000000Z
1251 0x000112e4 0x000360e4 15  16           ascii   \r200207235959Z0
1252 0x000112f5 0x000360f5 4   5            ascii   1\v0\t
1253 0x0001130d 0x0003610d 15  16           ascii   VeriSign, Inc.1
1254 0x00011326 0x00036126 26  27           ascii   VeriSign Trust Network1;09
1255 0x00011346 0x00036146 55  56           ascii   2Terms of use at https://www.verisign.com/rpa (c)101.0,
1256 0x00011383 0x00036183 39  40           ascii   %VeriSign Class 3 Code Signing 2010 CA0
1257 0x0001144d 0x0003624d 4   6            utf8    $<<A
1258 0x00011460 0x00036260 4   5            ascii   &J@<
1259 0x0001146e 0x0003626e 4   6            utf8    %{Ͽ? blocks=Basic Latin,Greek and Coptic
1260 0x0001147f 0x0003627f 6   7            ascii   z;T0S\e
1261 0x000114b4 0x000362b4 4   5            ascii   O\f=W
1262 0x000114f3 0x000362f3 5   6            ascii   i0g0e
1263 0x00011505 0x00036305 4   5            ascii   0V0(
1264 0x00011515 0x00036315 30  31           ascii   https://www.verisign.com/cps0*
1265 0x00011541 0x00036341 29  30           ascii   https://www.verisign.com/rpa0
1266 0x00011580 0x00036380 7   8            ascii   [0Y0W0U
1267 0x00011588 0x00036388 13  14           ascii   \timage/gif0!0
1268 0x000115b8 0x000363b8 38  39           ascii   #http://logo.verisign.com/vslogo.gif04
1269 0x000115e4 0x000363e4 5   6            ascii   -0+0)
1270 0x000115ee 0x000363ee 38  39           ascii   #http://crl.verisign.com/pca3-g5.crl04
1271 0x0001161f 0x0003641f 5   6            ascii   (0&0$
1272 0x00011630 0x00036430 25  26           ascii   http://ocsp.verisign.com0
1273 0x00011681 0x00036481 17  18           ascii   VeriSignMPKI-2-80
1274 0x000116ce 0x000364ce 5   6            ascii   3130\r
1275 0x00011703 0x00036503 5   6            ascii   G8J-l
1276 0x0001174e 0x0003654e 6   7            ascii   yk\b\fAr
1277 0x0001176c 0x0003656c 8   10           utf8    B=e6Դ=@( blocks=Basic Latin,Armenian
1278 0x000117a9 0x000365a9 4   5            ascii   u\ec?
1279 0x000117d0 0x000365d0 4   5            ascii   \e=TR
1280 0x000117f6 0x000365f6 4   5            ascii   1\v0\t
1281 0x0001180e 0x0003660e 15  16           ascii   VeriSign, Inc.1
1282 0x00011827 0x00036627 26  27           ascii   VeriSign Trust Network1;09
1283 0x00011847 0x00036647 55  56           ascii   2Terms of use at https://www.verisign.com/rpa (c)101.0,
1284 0x00011884 0x00036684 38  39           ascii   %VeriSign Class 3 Code Signing 2010 CA
1285 0x000118ba 0x000366ba 4   5            ascii   e@0\t
1286 0x0001192f 0x0003672f 4   5            ascii   v,#k
1287 0x0001197c 0x0003677c 5   7            utf8    Փ.PlP blocks=Armenian,Basic Latin
1288 0x000119ee 0x000367ee 4   5            ascii   NY\T
1289 0x000119f9 0x000367f9 5   6            ascii   \eG.|O
1290 0x00011a05 0x00036805 5   6            ascii   |a26+

