[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3756 0x00032bb1 0x100717b1 4   6    .upx1   utf8    6ϻWG blocks=Basic Latin,Greek and Coptic
3757 0x00032beb 0x100717eb 5   6    .upx1   ascii   zA8,v
3758 0x00032c2c 0x1007182c 4   5    .upx1   ascii   YGG+
3759 0x00032c6b 0x1007186b 6   7    .upx1   ascii   Z+GdtD
3760 0x00032c8f 0x1007188f 4   5    .upx1   ascii   EfX\n
3761 0x00032ca4 0x100718a4 4   5    .upx1   ascii   Z, R
3762 0x00032d34 0x10071934 4   5    .upx1   ascii   Ybe-
3763 0x00032d3f 0x1007193f 6   7    .upx1   ascii   d3~c{]
3764 0x00032d62 0x10071962 5   6    .upx1   ascii   pM?Bs
3765 0x00032d74 0x10071974 4   5    .upx1   ascii   dg08
3766 0x00032ddd 0x100719dd 4   5    .upx1   ascii   E#\n0
3767 0x00032dfc 0x100719fc 4   6    .upx1   utf8    K\eE0
3768 0x00032e73 0x10071a73 4   6    .upx1   utf8    }+_I
3769 0x00032e79 0x10071a79 4   7    .upx1   utf8    Z3Ԍˣ blocks=Basic Latin,Cyrillic Supplement,Spacing Modifier Letters
3770 0x00032e96 0x10071a96 5   8    .upx1   utf8    kBӃ0ە blocks=Basic Latin,Cyrillic,Arabic
3771 0x00032ea0 0x10071aa0 5   6    .upx1   ascii   \eVfC#
3772 0x00032ef6 0x10071af6 4   6    .upx1   utf8    2.ӶJ blocks=Basic Latin,Cyrillic
3773 0x00032f5c 0x10071b5c 5   6    .upx1   ascii   tYaX)
3774 0x00032f62 0x10071b62 4   5    .upx1   ascii   2$o+
3775 0x00032f76 0x10071b76 4   5    .upx1   ascii   (R)`
3776 0x00032f7f 0x10071b7f 5   6    .upx1   ascii   ??r#o
3777 0x00032ffe 0x10071bfe 4   5    .upx1   ascii   Bs20
3778 0x00033011 0x10071c11 4   5    .upx1   ascii   A[r%
3779 0x0003302a 0x10071c2a 8   10   .upx1   utf8    \eɻ6"j;Mf blocks=Basic Latin,IPA Extensions
3780 0x00033037 0x10071c37 4   6    .upx1   utf8    rexߦ blocks=Basic Latin,NKo
3781 0x0003304e 0x10071c4e 6   9    .upx1   utf8     8w٣{Z blocks=Basic Latin,Arabic
3782 0x000330ba 0x10071cba 4   5    .upx1   ascii   3!t8
3783 0x000330f5 0x10071cf5 4   6    .upx1   utf8    ̱#"I blocks=Combining Diacritical Marks,Basic Latin
3784 0x00033122 0x10071d22 6   7    .upx1   ascii   9\aSXI\n
3785 0x00033171 0x10071d71 4   6    .upx1   utf8    ѶT$g blocks=Cyrillic,Basic Latin
3786 0x00033182 0x10071d82 4   5    .upx1   ascii   \bB.A
3787 0x000331b3 0x10071db3 5   6    .upx1   ascii   \a>?M{
3788 0x000331cd 0x10071dcd 4   5    .upx1   ascii   $zb8
3789 0x000331f1 0x10071df1 7   12   .upx1   utf8    Ξ덙I1ʌ2H blocks=Greek and Coptic,Hangul Syllables,Basic Latin,IPA Extensions
3790 0x000331fd 0x10071dfd 5   7    .upx1   utf8    B_jbϘ blocks=Basic Latin,Greek and Coptic
3791 0x0003320f 0x10071e0f 4   5    .upx1   ascii   ~IQ)
3792 0x00033217 0x10071e17 4   5    .upx1   ascii   v;E 
3793 0x00033270 0x10071e70 4   5    .upx1   ascii   &\n~z
3794 0x000332b5 0x10071eb5 4   5    .upx1   ascii   k_\fZ
3795 0x00033319 0x10071f19 8   10   .upx1   utf8    Kpˁ^`KyI blocks=Basic Latin,Spacing Modifier Letters
3796 0x00033338 0x10071f38 6   8    .upx1   utf8    bәfYXq blocks=Basic Latin,Cyrillic
3797 0x00033347 0x10071f47 6   7    .upx1   ascii   9lN}:x
3798 0x00033400 0x10072000 6   7    .upx1   ascii   VszAL4
3799 0x00033407 0x10072007 5   6    .upx1   ascii   2+$re
3800 0x00033430 0x10072030 6   7    .upx1   ascii   ;Cm4S-
3801 0x0003346f 0x1007206f 5   6    .upx1   ascii   9d{;f
3802 0x0003348f 0x1007208f 5   6    .upx1   ascii   `yq!;
3803 0x000334b7 0x100720b7 6   8    .upx1   utf8    '܋{<Z' blocks=Basic Latin,Syriac
3804 0x000334e4 0x100720e4 4   5    .upx1   ascii   thyd
3805 0x00033516 0x10072116 4   6    .upx1   utf8    ib7g
3806 0x00033530 0x10072130 4   5    .upx1   ascii   Zkb>
3807 0x000335dc 0x100721dc 6   9    .upx1   utf8    ,%Aۨrƌ blocks=Basic Latin,Arabic,Latin Extended-B
3808 0x000335fd 0x100721fd 4   5    .upx1   ascii   \bHT#
3809 0x00033606 0x10072206 5   8    .upx1   utf8    Sڿz\e] blocks=Basic Latin,Arabic
3810 0x00033623 0x10072223 7   8    .upx1   ascii   ?1qmM:;
3811 0x0003362b 0x1007222b 6   7    .upx1   ascii   )f;q\8
3812 0x0003366d 0x1007226d 7   8    .upx1   ascii   ,F<$fI\e
3813 0x0003368a 0x1007228a 6   8    .upx1   utf8     ]c>ҵG blocks=Basic Latin,Cyrillic
3814 0x00033697 0x10072297 4   5    .upx1   ascii   u3VY
3815 0x00033748 0x10072348 4   5    .upx1   ascii   Trb\b
3816 0x00033795 0x10072395 4   5    .upx1   ascii   =6Y>
3817 0x000337cd 0x100723cd 4   5    .upx1   ascii   A;1)
3818 0x000337d9 0x100723d9 4   5    .upx1   ascii   $\e);
3819 0x000337df 0x100723df 5   6    .upx1   ascii   *u\nEr
3820 0x0003381c 0x1007241c 5   7    .upx1   utf8    O\nS 1
3821 0x0003385e 0x1007245e 4   5    .upx1   ascii   Z[l-
3822 0x0003386a 0x1007246a 4   6    .upx1   utf8    !|fڹ blocks=Basic Latin,Arabic
3823 0x000338ad 0x100724ad 4   5    .upx1   ascii   \br_(
3824 0x000338b8 0x100724b8 8   11   .upx1   utf8    ·ߌW7,x=d blocks=Greek and Coptic,NKo,Basic Latin
3825 0x0003393c 0x1007253c 5   6    .upx1   ascii   *K3K7
3826 0x00033945 0x10072545 4   6    .upx1   utf8    @߇Cg blocks=Basic Latin,NKo
3827 0x00033996 0x10072596 5   7    .upx1   utf8    Qگ_Z| blocks=Basic Latin,Arabic
3828 0x000339a1 0x100725a1 4   5    .upx1   ascii   VmB\t
3829 0x000339f2 0x100725f2 5   6    .upx1   ascii   {~TF-
3830 0x00033a0f 0x1007260f 4   5    .upx1   ascii   uepT
3831 0x00033a29 0x10072629 4   5    .upx1   ascii   fY01
3832 0x00033a33 0x10072633 4   5    .upx1   ascii   gP.E
3833 0x00033a85 0x10072685 5   8    .upx1   utf8    Ҍ϶&y1 blocks=Cyrillic,Greek and Coptic,Basic Latin
3834 0x00033b20 0x10072720 4   5    .upx1   ascii   I WL
3835 0x00033b36 0x10072736 5   7    .upx1   utf8    AۣIZB blocks=Basic Latin,Arabic
3836 0x00033b62 0x10072762 5   6    .upx1   ascii   0\vp*C
3837 0x00033b91 0x10072791 4   5    .upx1   ascii   K{CA
3838 0x00033c0b 0x1007280b 4   5    .upx1   ascii   'V\nc
3839 0x00033c11 0x10072811 4   5    .upx1   ascii   vwq;
3840 0x00033c67 0x10072867 5   7    .upx1   utf8    yXiR܉ blocks=Basic Latin,Syriac
3841 0x00033c71 0x10072871 4   6    .upx1   utf8    ZُA= blocks=Basic Latin,Arabic
3842 0x00033ccf 0x100728cf 4   5    .upx1   ascii   )?@\n
3843 0x00033cea 0x100728ea 4   7    .upx1   utf8    껶e\vm blocks=Hangul Syllables,Basic Latin
3844 0x00033d7e 0x1007297e 5   6    .upx1   ascii   NXQ5i
3845 0x00033d90 0x10072990 4   5    .upx1   ascii   .2KM
3846 0x00033dea 0x100729ea 4   6    .upx1   utf8    9Ӱ:{ blocks=Basic Latin,Cyrillic
3847 0x00033e99 0x10072a99 4   5    .upx1   ascii   \vC>?
3848 0x00033f3f 0x10072b3f 6   7    .upx1   ascii   S]wKU7
3849 0x0003408f 0x10072c8f 5   6    .upx1   ascii   eF~6i
3850 0x000340b9 0x10072cb9 4   7    .upx1   utf8    7]£խ blocks=Basic Latin,Latin-1 Supplement,Armenian
3851 0x000340cd 0x10072ccd 4   5    .upx1   ascii   `p`n
3852 0x00034107 0x10072d07 7   11   .upx1   utf8    dGtӧQቨ\v blocks=Basic Latin,Cyrillic,Ethiopic
3853 0x00034114 0x10072d14 5   6    .upx1   ascii   ?.Am*
3854 0x00034143 0x10072d43 5   6    .upx1   ascii   J^(8;
3855 0x0003416e 0x10072d6e 4   6    .upx1   utf8    ;Rˇa blocks=Basic Latin,Spacing Modifier Letters
3856 0x00034191 0x10072d91 5   6    .upx1   ascii   }7zid
3857 0x000341af 0x10072daf 4   6    .upx1   utf8    ؈':q blocks=Arabic,Basic Latin
3858 0x000341f5 0x10072df5 4   5    .upx1   ascii    s4,
3859 0x00034232 0x10072e32 11  12   .upx1   ascii   >:R&YH!\e9M@
3860 0x00034246 0x10072e46 5   6    .upx1   ascii   \emRo-
3861 0x00034256 0x10072e56 4   5    .upx1   ascii   N`CY
3862 0x0003429d 0x10072e9d 4   5    .upx1   ascii   \rSE^
3863 0x000342c8 0x10072ec8 4   6    .upx1   utf8    Bʶ%y blocks=Basic Latin,Spacing Modifier Letters
3864 0x000342f2 0x10072ef2 6   7    .upx1   ascii   x;\fhI~
3865 0x00034303 0x10072f03 4   5    .upx1   ascii   Xtj8
3866 0x00034323 0x10072f23 9   11   .upx1   utf8    6VwJFޓ-Z% blocks=Basic Latin,Thaana
3867 0x0003438a 0x10072f8a 4   6    .upx1   utf8    ;B۵{ blocks=Basic Latin,Arabic
3868 0x000343c8 0x10072fc8 4   5    .upx1   ascii   _^\a@
3869 0x000343d9 0x10072fd9 5   6    .upx1   ascii   v~I?B
3870 0x0003440f 0x1007300f 4   6    .upx1   utf8    )Ӌ|G blocks=Basic Latin,Cyrillic
3871 0x00034434 0x10073034 4   5    .upx1   ascii   z\A;
3872 0x0003445c 0x1007305c 8   9    .upx1   ascii   dI'zXB$7
3873 0x000344cd 0x100730cd 4   6    .upx1   utf8    տB|? blocks=Armenian,Basic Latin
3874 0x00034549 0x10073149 4   6    .upx1   utf8    ݯIzB blocks=Arabic Supplement,Basic Latin
3875 0x0003458d 0x1007318d 4   5    .upx1   ascii   7\bFM
3876 0x000345cb 0x100731cb 6   7    .upx1   ascii   \e\eGX{\a
3877 0x00034604 0x10073204 6   7    .upx1   ascii   kGd?{,
3878 0x00034633 0x10073233 4   6    .upx1   utf8    sߥZN blocks=Basic Latin,NKo
3879 0x0003464f 0x1007324f 4   6    .upx1   utf8    Sωes blocks=Basic Latin,Greek and Coptic
3880 0x000346ac 0x100732ac 5   6    .upx1   ascii   8W\e"u
3881 0x00034700 0x10073300 4   6    .upx1   utf8    ٣RKf blocks=Arabic,Basic Latin
3882 0x0003470d 0x1007330d 5   6    .upx1   ascii   (F7-F
3883 0x00034741 0x10073341 4   5    .upx1   ascii   9CGf
3884 0x000347d2 0x100733d2 7   9    .upx1   utf8    Cխ\f6>0K blocks=Basic Latin,Armenian
3885 0x0003480e 0x1007340e 4   5    .upx1   ascii   1CoT
3886 0x0003484b 0x1007344b 5   6    .upx1   ascii   'R\t7d
3887 0x00034874 0x10073474 5   6    .upx1   ascii   1L\bM/
3888 0x0003487c 0x1007347c 4   6    .upx1   utf8    1}˝} blocks=Basic Latin,Spacing Modifier Letters
3889 0x000348f9 0x100734f9 4   6    .upx1   utf8    rT8҂ blocks=Basic Latin,Cyrillic
3890 0x00034927 0x10073527 4   5    .upx1   ascii   \beG+
3891 0x00034934 0x10073534 4   5    .upx1   ascii   keN~
3892 0x0003493b 0x1007353b 4   6    .upx1   utf8    ҝ ij blocks=Cyrillic,Basic Latin
3893 0x00034943 0x10073543 4   6    .upx1   utf8    %ȷ\n< blocks=Basic Latin,Latin Extended-B
3894 0x00034949 0x10073549 4   5    .upx1   ascii   YEK#
3895 0x00034993 0x10073593 4   6    .upx1   utf8    K$ծ/ blocks=Basic Latin,Armenian
3896 0x00034999 0x10073599 4   5    .upx1   ascii   {54L
3897 0x00034a02 0x10073602 4   5    .upx1   ascii   ;3^y
3898 0x00034a1d 0x1007361d 4   6    .upx1   utf8    ػO=T blocks=Arabic,Basic Latin
3899 0x00034a2b 0x1007362b 4   5    .upx1   ascii   !g\\a
3900 0x00034a77 0x10073677 4   5    .upx1   ascii   WoL;
3901 0x00034a7c 0x1007367c 5   6    .upx1   ascii   _\ndT(
3902 0x00034b33 0x10073733 4   6    .upx1   utf8    ^ŗ(Q blocks=Basic Latin,Latin Extended-A
3903 0x00034b50 0x10073750 8   9    .upx1   ascii   _?12s`0\a
3904 0x00034bbd 0x100737bd 6   8    .upx1   utf8    Į^=dcQ blocks=Latin Extended-A,Basic Latin
3905 0x00034c02 0x10073802 5   6    .upx1   ascii   Gre09
3906 0x00034c4e 0x1007384e 6   7    .upx1   ascii   qn0\ev\f
3907 0x00034cd0 0x100738d0 4   5    .upx1   ascii   <\n\rY
3908 0x00034cda 0x100738da 5   7    .upx1   utf8    +\t&Z՟ blocks=Basic Latin,Armenian
3909 0x00034d14 0x10073914 4   5    .upx1   ascii   EOq}
3910 0x00034d72 0x10073972 4   6    .upx1   utf8    h]3\
3911 0x00034d79 0x10073979 6   7    .upx1   ascii   N; O.u
3912 0x00034de8 0x100739e8 4   5    .upx1   ascii   s{p@
3913 0x00034dee 0x100739ee 4   5    .upx1   ascii   \n+C
3914 0x00034e21 0x10073a21 4   5    .upx1   ascii   7S;>
3915 0x00034e32 0x10073a32 4   5    .upx1   ascii   OA;(
3916 0x00034e6f 0x10073a6f 4   5    .upx1   ascii   ^ip^
3917 0x00034e88 0x10073a88 4   5    .upx1   ascii   Erw/
3918 0x00034eb5 0x10073ab5 5   6    .upx1   ascii   +\eQyB
3919 0x00034f0f 0x10073b0f 8   9    .upx1   ascii   X!bq@M<r
3920 0x00034f1d 0x10073b1d 4   5    .upx1   ascii   qQ|(
3921 0x00034f2f 0x10073b2f 4   6    .upx1   utf8    ́Z2j blocks=Combining Diacritical Marks,Basic Latin
3922 0x00034f3b 0x10073b3b 4   5    .upx1   ascii   u1t~
3923 0x00034f54 0x10073b54 6   7    .upx1   ascii   x\;Pb/
3924 0x00034f6a 0x10073b6a 5   7    .upx1   utf8    n+7߇< blocks=Basic Latin,NKo
3925 0x00034ff3 0x10073bf3 4   5    .upx1   ascii   Sm)N
3926 0x0003506f 0x10073c6f 4   5    .upx1   ascii   h\tZ+
3927 0x000350a9 0x10073ca9 4   5    .upx1   ascii   LvcB
3928 0x000350d3 0x10073cd3 4   8    .upx1   utf8    ;/ۻ黇 blocks=Basic Latin,Arabic,CJK Unified Ideographs
3929 0x0003510c 0x10073d0c 4   5    .upx1   ascii   4_;Y
3930 0x0003515e 0x10073d5e 6   7    .upx1   ascii   _I\eJ:\b
3931 0x00035189 0x10073d89 5   6    .upx1   ascii   ({BP 
3932 0x000351ce 0x10073dce 7   10   .upx1   utf8    g{[uœbɱ blocks=Basic Latin,Latin Extended-A,IPA Extensions
3933 0x000351d8 0x10073dd8 4   5    .upx1   ascii   T8Ru
3934 0x0003520b 0x10073e0b 4   5    .upx1   ascii   f':`
3935 0x00035210 0x10073e10 4   5    .upx1   ascii   _nGW
3936 0x0003522f 0x10073e2f 4   7    .upx1   utf8    ݪ8HͶ blocks=Arabic Supplement,Basic Latin,Greek and Coptic
3937 0x00035245 0x10073e45 5   6    .upx1   ascii   :]yTa
3938 0x00035259 0x10073e59 5   6    .upx1   ascii   21ASd
3939 0x00035285 0x10073e85 5   6    .upx1   ascii   ^T9''
3940 0x0003528e 0x10073e8e 6   7    .upx1   ascii   wl>\tlQ
3941 0x00035295 0x10073e95 5   6    .upx1   ascii   IwYGG
3942 0x000352a5 0x10073ea5 4   5    .upx1   ascii   M[;G
3943 0x000352e4 0x10073ee4 4   5    .upx1   ascii   fssy
3944 0x00035347 0x10073f47 5   7    .upx1   utf8    Z{֫F\e blocks=Basic Latin,Hebrew
3945 0x000353ae 0x10073fae 4   6    .upx1   utf8    əFbC blocks=IPA Extensions,Basic Latin
3946 0x00035406 0x10074006 5   8    .upx1   utf8    ZhmB blocks=Basic Latin,Private Use Area
3947 0x0003541a 0x1007401a 5   8    .upx1   utf8    ЌZؤA| blocks=Cyrillic,Basic Latin,Arabic
3948 0x0003546e 0x1007406e 5   6    .upx1   ascii   6;(JE
3949 0x0003549e 0x1007409e 5   6    .upx1   ascii   Hzd;b
3950 0x000354b1 0x100740b1 4   5    .upx1   ascii   cX7k
3951 0x000354c4 0x100740c4 4   5    .upx1   ascii   v#lm
3952 0x000354cd 0x100740cd 6   9    .upx1   utf8    õǻSG>! blocks=Latin-1 Supplement,Latin Extended-B,Basic Latin
3953 0x000354fe 0x100740fe 6   7    .upx1   ascii   8t4z+1
3954 0x00035507 0x10074107 4   5    .upx1   ascii   AN4S
3955 0x0003550f 0x1007410f 4   5    .upx1   ascii   3f"&
3956 0x0003552f 0x1007412f 4   5    .upx1   ascii   s3`;
3957 0x00035545 0x10074145 5   7    .upx1   utf8    ô\a\t%s blocks=Latin-1 Supplement,Basic Latin
3958 0x0003558f 0x1007418f 5   8    .upx1   utf8    QF{ǔ© blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement
3959 0x000355b5 0x100741b5 4   6    .upx1   utf8    \eZ[ߏ blocks=Basic Latin,NKo
3960 0x000355cb 0x100741cb 5   6    .upx1   ascii   >F0e[
3961 0x000355da 0x100741da 6   7    .upx1   ascii   '!if+%
3962 0x000355e4 0x100741e4 6   7    .upx1   ascii   8R7 :^
3963 0x000355f7 0x100741f7 6   7    .upx1   ascii   1Mk<z\e
3964 0x000355fe 0x100741fe 4   6    .upx1   utf8    )\vBǴ blocks=Basic Latin,Latin Extended-B
3965 0x00035610 0x10074210 7   10   .upx1   utf8    ٗ`\eK8۵A blocks=Arabic,Basic Latin
3966 0x00035657 0x10074257 5   6    .upx1   ascii   "pFU7
3967 0x00035696 0x10074296 6   7    .upx1   ascii   I'A-Zc
3968 0x0003569d 0x1007429d 4   6    .upx1   utf8    'ɧ!! blocks=Basic Latin,IPA Extensions
3969 0x000356ab 0x100742ab 4   6    .upx1   utf8    3VZˤ blocks=Basic Latin,Spacing Modifier Letters
3970 0x00035738 0x10074338 5   6    .upx1   ascii   J,jOD
3971 0x00035761 0x10074361 4   7    .upx1   utf8    ǀ۟?x blocks=Latin Extended-B,Arabic,Basic Latin
3972 0x000357bd 0x100743bd 5   6    .upx1   ascii   Rhc-q
3973 0x000357d4 0x100743d4 4   5    .upx1   ascii   9gL:
3974 0x00035802 0x10074402 4   5    .upx1   ascii   ;w7r
3975 0x00035847 0x10074447 4   6    .upx1   utf8    G9hȾ blocks=Basic Latin,Latin Extended-B
3976 0x00035872 0x10074472 4   5    .upx1   ascii   W}b+
3977 0x000358bb 0x100744bb 4   5    .upx1   ascii   hwZ6
3978 0x000358c5 0x100744c5 6   8    .upx1   utf8    ϑR*{in blocks=Greek and Coptic,Basic Latin
3979 0x000358ff 0x100744ff 4   5    .upx1   ascii   oc\ed
3980 0x00035966 0x10074566 4   6    .upx1   utf8    ۲[%r blocks=Arabic,Basic Latin
3981 0x0003596c 0x1007456c 4   6    .upx1   utf8    ȋ$YZ blocks=Latin Extended-B,Basic Latin
3982 0x00035974 0x10074574 4   6    .upx1   utf8    7eЧA blocks=Basic Latin,Cyrillic
3983 0x00035984 0x10074584 4   6    .upx1   utf8    & ſe blocks=Basic Latin,Latin Extended-A
3984 0x000359b4 0x100745b4 4   6    .upx1   utf8    ɛ1_d blocks=IPA Extensions,Basic Latin
3985 0x000359f7 0x100745f7 4   6    .upx1   utf8    }aւi blocks=Basic Latin,Armenian
3986 0x00035a1b 0x1007461b 5   7    .upx1   utf8    #+P+f
3987 0x00035aa4 0x100746a4 4   5    .upx1   ascii   qk C
3988 0x00035aba 0x100746ba 6   7    .upx1   ascii   [u\elT$
3989 0x00035af0 0x100746f0 4   5    .upx1   ascii   P#uo
3990 0x00035b04 0x10074704 4   5    .upx1   ascii   H,+x
3991 0x00035b27 0x10074727 5   6    .upx1   ascii    JI7t
3992 0x00035b32 0x10074732 4   5    .upx1   ascii   vH, 
3993 0x00035b44 0x10074744 6   10   .upx1   utf8    >ň߹уM* blocks=Basic Latin,Latin Extended-A,NKo,Cyrillic
3994 0x00035b50 0x10074750 4   5    .upx1   ascii   ZYrJ
3995 0x00035b59 0x10074759 4   5    .upx1   ascii   C\e8k
3996 0x00035b9e 0x1007479e 4   5    .upx1   ascii   \e}xw
3997 0x00035bb1 0x100747b1 4   5    .upx1   ascii   efa/
3998 0x00035bc3 0x100747c3 4   5    .upx1   ascii   Kn^]
3999 0x00035be9 0x100747e9 5   6    .upx1   ascii   )vZ\bE
4000 0x00035c03 0x10074803 5   7    .upx1   utf8    _, ӈR blocks=Basic Latin,Cyrillic
4001 0x00035c13 0x10074813 4   5    .upx1   ascii   &;Gg
4002 0x00035c2f 0x1007482f 4   5    .upx1   ascii   aqnd
4003 0x00035c68 0x10074868 5   6    .upx1   ascii   $ByV3
4004 0x00035ccd 0x100748cd 4   5    .upx1   ascii   IO!T
4005 0x00035cdb 0x100748db 5   8    .upx1   utf8    3vʴڜs blocks=Basic Latin,Spacing Modifier Letters,Arabic
4006 0x00035cf1 0x100748f1 4   5    .upx1   ascii   {|"\t
4007 0x00035d38 0x10074938 4   6    .upx1   utf8    )LҸd blocks=Basic Latin,Cyrillic
4008 0x00035d94 0x10074994 5   7    .upx1   utf8    ԷLTme blocks=Armenian,Basic Latin
4009 0x00035daf 0x100749af 5   7    .upx1   utf8    $:G&Ӧ blocks=Basic Latin,Cyrillic
4010 0x00035e06 0x10074a06 5   6    .upx1   ascii   };4GD
4011 0x00035e31 0x10074a31 6   9    .upx1   utf8    ;͉!kFН blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
4012 0x00035e3f 0x10074a3f 4   5    .upx1   ascii   18B%
4013 0x00035f11 0x10074b11 5   6    .upx1   ascii   \v((aF
4014 0x00035f53 0x10074b53 4   5    .upx1   ascii   yQ\n_
4015 0x00035f81 0x10074b81 4   6    .upx1   utf8    ]#zB
4016 0x00035f87 0x10074b87 4   5    .upx1   ascii   IL@S
4017 0x00035fa1 0x10074ba1 4   5    .upx1   ascii   x J=
4018 0x00035fff 0x10074bff 4   5    .upx1   ascii   X;G\e
4019 0x00036010 0x10074c10 6   7    .upx1   ascii   B\rS\v]5
4020 0x0003601b 0x10074c1b 6   7    .upx1   ascii   +P']\A
4021 0x00036085 0x10074c85 4   5    .upx1   ascii   IIW|
4022 0x0003608a 0x10074c8a 5   7    .upx1   utf8    .'{\vϟ blocks=Basic Latin,Greek and Coptic
4023 0x000360b7 0x10074cb7 7   8    .upx1   ascii   "@z@8kg
4024 0x000360ea 0x10074cea 7   9    .upx1   utf8    `2$]ycj
4025 0x000360f5 0x10074cf5 4   5    .upx1   ascii   +$GC
4026 0x00036165 0x10074d65 4   5    .upx1   ascii   I~l(
4027 0x000361e7 0x10074de7 4   5    .upx1   ascii   vDf<
4028 0x00036207 0x10074e07 4   5    .upx1   ascii   S[2+
4029 0x0003620c 0x10074e0c 4   5    .upx1   ascii   =p?M
4030 0x0003627d 0x10074e7d 4   5    .upx1   ascii   O$sy
4031 0x000362c3 0x10074ec3 7   10   .upx1   utf8    SWӺ2ŪrE blocks=Basic Latin,Cyrillic,Latin Extended-A
4032 0x0003632f 0x10074f2f 6   8    .upx1   utf8    3JSΙQT blocks=Basic Latin,Greek and Coptic
4033 0x00036348 0x10074f48 4   5    .upx1   ascii   3\fB~
4034 0x00036384 0x10074f84 4   5    .upx1   ascii   +O`#
4035 0x000363dc 0x10074fdc 8   9    .upx1   ascii    X;aiP.(
4036 0x000363e8 0x10074fe8 4   5    .upx1   ascii   Y0#g
4037 0x000363f3 0x10074ff3 4   6    .upx1   utf8    ̈́AhE blocks=Combining Diacritical Marks,Basic Latin
4038 0x00036410 0x10075010 6   8    .upx1   utf8    DYetԴ8 blocks=Basic Latin,Armenian
4039 0x00036418 0x10075018 4   5    .upx1   ascii   I8$\t
4040 0x00036460 0x10075060 6   8    .upx1   utf8    KuʃGL7 blocks=Basic Latin,IPA Extensions
4041 0x00036476 0x10075076 4   5    .upx1   ascii   G\fCU
4042 0x000364f3 0x100750f3 5   7    .upx1   utf8    D,ŧ9V blocks=Basic Latin,Latin Extended-A
4043 0x00036540 0x10075140 5   7    .upx1   utf8    Rå\bCA blocks=Basic Latin,Latin-1 Supplement
4044 0x00036549 0x10075149 4   6    .upx1   utf8    ȥSF0 blocks=Latin Extended-B,Basic Latin
4045 0x0003656e 0x1007516e 4   5    .upx1   ascii   <YF`
4046 0x00036583 0x10075183 5   6    .upx1   ascii   ^!:4Z
4047 0x000365a8 0x100751a8 4   5    .upx1   ascii   7cr|
4048 0x000365c8 0x100751c8 5   6    .upx1   ascii   ,-UvT
4049 0x000365ea 0x100751ea 4   7    .upx1   utf8    ׳ų$J blocks=Hebrew,Latin Extended-A,Basic Latin
4050 0x0003660e 0x1007520e 4   5    .upx1   ascii   OWU\e
4051 0x0003667f 0x1007527f 4   5    .upx1   ascii   nBW@
4052 0x00036684 0x10075284 4   6    .upx1   utf8    աp#p blocks=Armenian,Basic Latin
4053 0x000366dd 0x100752dd 4   7    .upx1   utf8    äӚ%7 blocks=Latin-1 Supplement,Cyrillic,Basic Latin
4054 0x000366fe 0x100752fe 6   9    .upx1   utf8    nTI՜+J blocks=Basic Latin,Armenian
4055 0x000367c5 0x100753c5 4   6    .upx1   utf8    ӗ{ " blocks=Cyrillic,Basic Latin
4056 0x000367e7 0x100753e7 5   7    .upx1   utf8    \nCEȈ3 blocks=Basic Latin,Latin Extended-B
4057 0x00036824 0x10075424 4   5    .upx1   ascii   z\n?J
4058 0x0003683f 0x1007543f 4   5    .upx1   ascii   w\eBc
4059 0x000368ab 0x100754ab 4   5    .upx1   ascii   \ek`s
4060 0x00036928 0x10075528 5   6    .upx1   ascii   (T_`,
4061 0x0003696a 0x1007556a 4   5    .upx1   ascii   H\fLU
4062 0x000369cc 0x100755cc 4   5    .upx1   ascii   N(^f
4063 0x00036a47 0x10075647 4   5    .upx1   ascii   zDu;
4064 0x00036a54 0x10075654 4   5    .upx1   ascii   rr-s
4065 0x00036a59 0x10075659 4   6    .upx1   utf8    Z~Z˭ blocks=Basic Latin,Spacing Modifier Letters
4066 0x00036a7c 0x1007567c 7   9    .upx1   utf8    Ú%K RA, blocks=Latin-1 Supplement,Basic Latin
4067 0x00036b6d 0x1007576d 4   5    .upx1   ascii   -w?u
4068 0x00036b79 0x10075779 4   5    .upx1   ascii   ]TR@
4069 0x00036bbf 0x100757bf 6   8    .upx1   utf8    IReœa( blocks=Basic Latin,Latin Extended-A
4070 0x00036beb 0x100757eb 4   6    .upx1   utf8    ΚAm> blocks=Greek and Coptic,Basic Latin
4071 0x00036c31 0x10075831 4   5    .upx1   ascii   O x!
4072 0x00036c8b 0x1007588b 5   7    .upx1   utf8    ǼJ??u blocks=Latin Extended-B,Basic Latin
4073 0x00036ca7 0x100758a7 4   5    .upx1   ascii   AjS)
4074 0x00036cdc 0x100758dc 4   5    .upx1   ascii   V"Qd
4075 0x00036cec 0x100758ec 5   6    .upx1   ascii   |'hA,
4076 0x00036d1c 0x1007591c 7   8    .upx1   ascii   s,]BYt3
4077 0x00036d34 0x10075934 4   5    .upx1   ascii   VhT7
4078 0x00036d58 0x10075958 4   5    .upx1   ascii   ip/?
4079 0x00036e13 0x10075a13 5   7    .upx1   utf8    "ýIdf blocks=Basic Latin,Latin-1 Supplement
4080 0x00036e5c 0x10075a5c 4   5    .upx1   ascii   R86B
4081 0x00036e95 0x10075a95 7   8    .upx1   ascii   raE,B]Q
