[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
337  0x000036d7 0x100422d7 4   6    .upx1   utf8    pן+S blocks=Basic Latin,Hebrew
338  0x0000372a 0x1004232a 6   7    .upx1   ascii   y#(pzS
339  0x00003731 0x10042331 5   6    .upx1   ascii   \f!QE=
340  0x00003743 0x10042343 5   7    .upx1   utf8    ܥ%'@R blocks=Syriac,Basic Latin
341  0x00003759 0x10042359 5   6    .upx1   ascii   "0H.f
342  0x0000378d 0x1004238d 4   5    .upx1   ascii   mBRJ
343  0x000037df 0x100423df 4   5    .upx1   ascii   ADcB
344  0x000037fb 0x100423fb 4   5    .upx1   ascii   }31c
345  0x00003809 0x10042409 4   5    .upx1   ascii   9O7I
346  0x00003812 0x10042412 4   5    .upx1   ascii   u5Sc
347  0x00003875 0x10042475 4   7    .upx1   utf8    cqÒґ blocks=Basic Latin,Latin-1 Supplement,Cyrillic
348  0x000038b7 0x100424b7 6   7    .upx1   ascii    @R\SK
349  0x00003907 0x10042507 4   5    .upx1   ascii   x:9w
350  0x00003941 0x10042541 5   9    .upx1   utf8    *QȦ憽V blocks=Basic Latin,Latin Extended-B,CJK Unified Ideographs
351  0x0000394e 0x1004254e 4   5    .upx1   ascii   \v)"B
352  0x0000395b 0x1004255b 4   5    .upx1   ascii   h\bqq
353  0x00003963 0x10042563 4   5    .upx1   ascii   sLc$
354  0x000039b1 0x100425b1 4   5    .upx1   ascii    PF*
355  0x00003a33 0x10042633 5   6    .upx1   ascii   \e"@RD
356  0x00003ae6 0x100426e6 4   5    .upx1   ascii   ~~6C
357  0x00003b4d 0x1004274d 5   8    .upx1   utf8    x#@R blocks=Basic Latin,Private Use Area
358  0x00003bc5 0x100427c5 4   5    .upx1   ascii   ")K@
359  0x00003bd5 0x100427d5 4   7    .upx1   utf8    ㎔R6] blocks=CJK Compatibility,Basic Latin
360  0x00003cb0 0x100428b0 5   6    .upx1   ascii   D$(DM
361  0x00003cb8 0x100428b8 4   5    .upx1   ascii   D$\bI
362  0x00003ce3 0x100428e3 5   6    .upx1   ascii   hq co
363  0x00003d07 0x10042907 6   7    .upx1   ascii   c U>Hg
364  0x00003d11 0x10042911 7   10   .upx1   utf8    X0Jbɝݶ` blocks=Basic Latin,IPA Extensions,Arabic Supplement
365  0x00003d38 0x10042938 4   5    .upx1   ascii   s.`\n
366  0x00003d7a 0x1004297a 4   5    .upx1   ascii   \-@R
367  0x00003d97 0x10042997 4   5    .upx1   ascii   < )L
368  0x00003df5 0x100429f5 5   7    .upx1   utf8    [M}ĠE blocks=Basic Latin,Latin Extended-A
369  0x00003e3d 0x10042a3d 4   5    .upx1   ascii   .@R^
370  0x00003e5e 0x10042a5e 4   5    .upx1   ascii   whZO
371  0x00003efe 0x10042afe 4   5    .upx1   ascii   E.@R
372  0x00003f22 0x10042b22 4   6    .upx1   utf8    \dѺl blocks=Basic Latin,Cyrillic
373  0x00003f3c 0x10042b3c 4   5    .upx1   ascii   b^\bp
374  0x00003f4b 0x10042b4b 4   5    .upx1   ascii   YAM,
375  0x00003f51 0x10042b51 4   6    .upx1   utf8    .ۢtS blocks=Basic Latin,Arabic
376  0x00003f68 0x10042b68 4   5    .upx1   ascii   3#9O
377  0x00003f6d 0x10042b6d 4   5    .upx1   ascii   R&Lp
378  0x00003f97 0x10042b97 4   5    .upx1   ascii   `hr[
379  0x00003fc1 0x10042bc1 6   9    .upx1   utf8    /@RB)鱷 blocks=Basic Latin,CJK Unified Ideographs
380  0x00004002 0x10042c02 4   5    .upx1   ascii   mAm.
381  0x00004008 0x10042c08 4   5    .upx1   ascii   \nh\n@
382  0x00004017 0x10042c17 4   8    .upx1   utf8    %)??
383  0x00004076 0x10042c76 4   5    .upx1   ascii   130R
384  0x00004169 0x10042d69 4   5    .upx1   ascii   <)@R
385  0x00004172 0x10042d72 4   7    .upx1   utf8    Mݍ\e˵ blocks=Basic Latin,Syriac,Spacing Modifier Letters
386  0x00004195 0x10042d95 5   9    .upx1   utf8    Y4ά캾T blocks=Basic Latin,Greek and Coptic,Hangul Syllables
387  0x000041aa 0x10042daa 4   5    .upx1   ascii   J*0l
388  0x000041c5 0x10042dc5 4   5    .upx1   ascii   IBRh
389  0x000041d0 0x10042dd0 4   5    .upx1   ascii   ?!V"
390  0x0000421d 0x10042e1d 4   6    .upx1   utf8    DpݶD blocks=Basic Latin,Arabic Supplement
391  0x00004257 0x10042e57 4   5    .upx1   ascii   b"^V
392  0x00004271 0x10042e71 4   5    .upx1   ascii   a@\f5
393  0x000042a4 0x10042ea4 4   5    .upx1   ascii   gsZ/
394  0x000042d0 0x10042ed0 4   6    .upx1   utf8    ďooI blocks=Latin Extended-A,Basic Latin
395  0x000042e4 0x10042ee4 4   5    .upx1   ascii   6b&T
396  0x000042f7 0x10042ef7 4   5    .upx1   ascii   AD5X
397  0x00004304 0x10042f04 8   9    .upx1   ascii   Rk,z.L[c
398  0x00004329 0x10042f29 4   5    .upx1   ascii   KaV@
399  0x00004345 0x10042f45 4   7    .upx1   utf8    ooE僓 blocks=Basic Latin,CJK Unified Ideographs
400  0x0000434e 0x10042f4e 4   6    .upx1   utf8    \r\tI͕ blocks=Basic Latin,Combining Diacritical Marks
401  0x00004361 0x10042f61 4   6    .upx1   utf8    -$ٟl blocks=Basic Latin,Arabic
402  0x00004367 0x10042f67 5   6    .upx1   ascii   Q:z7%
403  0x000043a5 0x10042fa5 6   7    .upx1   ascii   feQq1G
404  0x00004488 0x10043088 5   6    .upx1   ascii   '\agjd
405  0x00004533 0x10043133 5   6    .upx1   ascii    ]YY{
406  0x000045a8 0x100431a8 4   5    .upx1   ascii   iQ7o
407  0x000045c2 0x100431c2 4   6    .upx1   utf8    8õj! blocks=Basic Latin,Latin-1 Supplement
408  0x000045d8 0x100431d8 4   5    .upx1   ascii   ["NV
409  0x0000467c 0x1004327c 5   9    .upx1   utf8    &DƔ薪\b blocks=Basic Latin,Latin Extended-B,CJK Unified Ideographs
410  0x000046b7 0x100432b7 4   5    .upx1   ascii   (|XW
411  0x000046be 0x100432be 4   6    .upx1   utf8    лsG? blocks=Cyrillic,Basic Latin
412  0x000046c4 0x100432c4 5   6    .upx1   ascii   1\n2H;
413  0x000046d0 0x100432d0 8   9    .upx1   ascii   0(*y,/\tE
414  0x000046d9 0x100432d9 9   10   .upx1   ascii   Lx(,T`.n"
415  0x000046ef 0x100432ef 4   6    .upx1   utf8    \Jɤj blocks=Basic Latin,IPA Extensions
416  0x00004715 0x10043315 7   8    .upx1   ascii   \rv.7>PQ
417  0x00004748 0x10043348 4   5    .upx1   ascii    7@R
418  0x000047fb 0x100433fb 5   7    .upx1   utf8    y+˓Yx blocks=Basic Latin,Spacing Modifier Letters
419  0x00004836 0x10043436 6   8    .upx1   utf8    py.j͌] blocks=Basic Latin,Combining Diacritical Marks
420  0x00004857 0x10043457 4   5    .upx1   ascii   \r/IW
421  0x0000485d 0x1004345d 4   5    .upx1   ascii   Yo@e
422  0x0000486d 0x1004346d 5   6    .upx1   ascii   0@RE.
423  0x00004882 0x10043482 4   5    .upx1   ascii   G'e|
424  0x0000488c 0x1004348c 8   11   .upx1   utf8    \vivh͌]ٴ6 blocks=Basic Latin,Combining Diacritical Marks,Arabic
425  0x000048ec 0x100434ec 4   5    .upx1   ascii   %*@5
426  0x00004902 0x10043502 4   6    .upx1   utf8    rصe} blocks=Basic Latin,Arabic
427  0x00004938 0x10043538 5   6    .upx1   ascii   Xf6tv
428  0x00004963 0x10043563 5   6    .upx1   ascii   +Q\a\f/
429  0x00004970 0x10043570 4   5    .upx1   ascii   MF:h
430  0x00004986 0x10043586 6   9    .upx1   utf8    |ЋLI8ŧ blocks=Basic Latin,Cyrillic,Latin Extended-A
431  0x000049c9 0x100435c9 4   6    .upx1   utf8    (eѵU blocks=Basic Latin,Cyrillic
432  0x000049e9 0x100435e9 5   7    .upx1   utf8    fλG}c blocks=Basic Latin,Greek and Coptic
433  0x000049f7 0x100435f7 9   10   .upx1   ascii   [TCTSLE\aC
434  0x00004a4d 0x1004364d 4   5    .upx1   ascii   KO%1
435  0x00004a7a 0x1004367a 4   5    .upx1   ascii   $\h4
436  0x00004abf 0x100436bf 4   5    .upx1   ascii   q\e{O
437  0x00004b33 0x10043733 4   7    .upx1   utf8    Χvvܟ blocks=Greek and Coptic,Basic Latin,Syriac
438  0x00004b3a 0x1004373a 4   6    .upx1   utf8    7S\tz
439  0x00004b6e 0x1004376e 4   5    .upx1   ascii   +.q&
440  0x00004b82 0x10043782 4   5    .upx1   ascii   3M7k
441  0x00004bca 0x100437ca 4   5    .upx1   ascii   L3@R
442  0x00004c0b 0x1004380b 4   5    .upx1   ascii   6$p`
443  0x00004c82 0x10043882 5   6    .upx1   ascii   <@Ru>
444  0x00004d3b 0x1004393b 7   8    .upx1   ascii   Flr)![\n
445  0x00004dc0 0x100439c0 6   7    .upx1   ascii   b=@R=V
446  0x00004de1 0x100439e1 4   5    .upx1   ascii   t-\v\a
447  0x00004e40 0x10043a40 5   7    .upx1   utf8    V6Haԋ blocks=Basic Latin,Cyrillic Supplement
448  0x00004e7e 0x10043a7e 4   5    .upx1   ascii   (\tv\n
449  0x00004e90 0x10043a90 5   6    .upx1   ascii   >@RA*
450  0x00004ec8 0x10043ac8 5   6    .upx1   ascii   zD(4!
451  0x00004ef1 0x10043af1 6   7    .upx1   ascii   w.+RD/
452  0x00004f08 0x10043b08 4   5    .upx1   ascii   ?@Rw
453  0x00004f47 0x10043b47 4   5    .upx1   ascii   96M{
454  0x00004fa8 0x10043ba8 4   5    .upx1   ascii   T?@R
455  0x00004fd3 0x10043bd3 5   7    .upx1   utf8    ϨkE:z blocks=Greek and Coptic,Basic Latin
456  0x0000503a 0x10043c3a 4   5    .upx1   ascii   _6fV
457  0x00005097 0x10043c97 4   5    .upx1   ascii   T<yl
458  0x000050a0 0x10043ca0 4   5    .upx1   ascii   }[[m
459  0x000050bb 0x10043cbb 4   5    .upx1   ascii   _8zW
460  0x000050f5 0x10043cf5 5   6    .upx1   ascii   68@Ri
461  0x0000510c 0x10043d0c 4   5    .upx1   ascii   H`Fv
462  0x0000511e 0x10043d1e 5   6    .upx1   ascii   0=$I1
463  0x00005125 0x10043d25 4   5    .upx1   ascii   p^^f
464  0x00005152 0x10043d52 6   8    .upx1   utf8    %ؤQHH1 blocks=Basic Latin,Arabic
465  0x00005181 0x10043d81 5   6    .upx1   ascii   79@Rh
466  0x000051e6 0x10043de6 4   5    .upx1   ascii   839x
467  0x000051fe 0x10043dfe 5   9    .upx1   utf8    𝍭}-W+ blocks=Counting Rod Numerals,Basic Latin
468  0x00005226 0x10043e26 5   10   .upx1   utf8    W!ŭش blocks=Basic Latin,Private Use Area,Latin Extended-A,Arabic
469  0x00005230 0x10043e30 4   6    .upx1   utf8    !ҏkL blocks=Basic Latin,Cyrillic
470  0x0000523f 0x10043e3f 4   5    .upx1   ascii   Zh(\
471  0x00005297 0x10043e97 4   5    .upx1   ascii   /y)W
472  0x0000533a 0x10043f3a 4   5    .upx1   ascii   e;@R
473  0x0000537e 0x10043f7e 5   6    .upx1   ascii   w\v\b6{
474  0x000053c6 0x10043fc6 4   5    .upx1   ascii   C;@R
475  0x0000541e 0x1004401e 7   8    .upx1   ascii   O"AVn9C
476  0x000054f3 0x100440f3 6   8    .upx1   utf8    D@Rj/Ж blocks=Basic Latin,Cyrillic
477  0x00005536 0x10044136 5   8    .upx1   utf8    ȇՄrrb blocks=Latin Extended-B,Armenian,Basic Latin
478  0x00005572 0x10044172 5   7    .upx1   utf8    X;ESٌ blocks=Basic Latin,Arabic
479  0x00005588 0x10044188 5   6    .upx1   ascii   D$,/l
480  0x00005591 0x10044191 4   5    .upx1   ascii   D$\f-
481  0x000055e0 0x100441e0 4   5    .upx1   ascii   l:?"
482  0x000055e6 0x100441e6 5   6    .upx1   ascii   1q\v|f
483  0x000056fe 0x100442fe 4   7    .upx1   utf8    G܇įo blocks=Basic Latin,Syriac,Latin Extended-A
484  0x00005723 0x10044323 4   5    .upx1   ascii   \e\r[b
485  0x00005732 0x10044332 4   5    .upx1   ascii   @x#S
486  0x00005788 0x10044388 4   5    .upx1   ascii   7~:2
487  0x000057c1 0x100443c1 4   6    .upx1   utf8    Wf!ǀ blocks=Basic Latin,Latin Extended-B
488  0x000057e8 0x100443e8 6   7    .upx1   ascii   G@R>5G
489  0x0000584e 0x1004444e 4   5    .upx1   ascii   Mvui
490  0x00005869 0x10044469 4   6    .upx1   utf8    "٧d\f blocks=Basic Latin,Arabic
491  0x000058f1 0x100444f1 4   5    .upx1   ascii   8M `
492  0x000058f8 0x100444f8 4   5    .upx1   ascii   b"){
493  0x00005955 0x10044555 4   5    .upx1   ascii   3G\al
494  0x000059ea 0x100445ea 7   8    .upx1   ascii   Install
495  0x000059f2 0x100445f2 11  12   .upx1   ascii   ServiceMain
496  0x000059fe 0x100445fe 12  13   .upx1   ascii   ServiceMain2
497  0x00005a0b 0x1004460b 13  14   .upx1   ascii   ServerDLL.dat
498  0x00005a1d 0x1004461d 5   7    .upx1   utf8    JB@Rܗ blocks=Basic Latin,Syriac
499  0x00005a29 0x10044629 5   6    .upx1   ascii   {cQ\t#
500  0x00005a31 0x10044631 4   5    .upx1   ascii   g_Qa
501  0x00005a44 0x10044644 4   5    .upx1   ascii   b*pv
502  0x00005a49 0x10044649 4   5    .upx1   ascii   QP@y
503  0x00005a60 0x10044660 4   5    .upx1   ascii   ;9_V
504  0x00005a6b 0x1004466b 4   5    .upx1   ascii   x!Ez
505  0x00005a72 0x10044672 5   7    .upx1   utf8    j"YȖF blocks=Basic Latin,Latin Extended-B
506  0x00005ad4 0x100446d4 4   5    .upx1   ascii   FM7P
507  0x00005b18 0x10044718 4   6    .upx1   utf8    Р(!6 blocks=Cyrillic,Basic Latin
508  0x00005b1e 0x1004471e 4   5    .upx1   ascii   &>zW
509  0x00005b31 0x10044731 4   6    .upx1   utf8    0ÖG| blocks=Basic Latin,Latin-1 Supplement
510  0x00005b3e 0x1004473e 5   6    .upx1   ascii   15M8T
511  0x00005b87 0x10044787 4   5    .upx1   ascii   (\nG'
512  0x00005ba2 0x100447a2 4   5    .upx1   ascii   7[ez
513  0x00005bb1 0x100447b1 6   7    .upx1   ascii   Z)A9aG
514  0x00005bf5 0x100447f5 5   6    .upx1   ascii   eJw``
515  0x00005c3e 0x1004483e 5   6    .upx1   ascii   cL@R<
516  0x00005c8b 0x1004488b 5   6    .upx1   ascii   :uoO!
517  0x00005c91 0x10044891 5   6    .upx1   ascii   UZ4vd
518  0x00005cc3 0x100448c3 6   7    .upx1   ascii   ]LEU=\f
519  0x00005d21 0x10044921 6   7    .upx1   ascii   r"R\t]p
520  0x00005d73 0x10044973 4   5    .upx1   ascii   Q``f
521  0x00005d79 0x10044979 6   8    .upx1   utf8    $\ԍd$D blocks=Basic Latin,Cyrillic Supplement
522  0x00005db1 0x100449b1 4   5    .upx1   ascii   M@RB
523  0x00005dd9 0x100449d9 4   5    .upx1   ascii   k2?"
524  0x00005e0d 0x10044a0d 5   6    .upx1   ascii   {\n7E|
525  0x00005e47 0x10044a47 23  24   .upx1   ascii   SetProcessWindowStation
526  0x00005e61 0x10044a61 4   5    .upx1   ascii   t$\bh
527  0x00005e8b 0x10044a8b 4   5    .upx1   ascii   N@Rs
528  0x00005e92 0x10044a92 4   5    .upx1   ascii   ~,@N
529  0x00005ef7 0x10044af7 4   5    .upx1   ascii   b{&n
530  0x00005f6b 0x10044b6b 4   5    .upx1   ascii   L\v<_
531  0x00005f97 0x10044b97 4   5    .upx1   ascii   e \tv
532  0x00005fa7 0x10044ba7 5   6    .upx1   ascii   O@RL'
533  0x00005fb5 0x10044bb5 6   8    .upx1   utf8    xd¯klZ blocks=Basic Latin,Latin-1 Supplement
534  0x00005fed 0x10044bed 4   6    .upx1   utf8    ̋z<  blocks=Combining Diacritical Marks,Basic Latin
535  0x0000601d 0x10044c1d 4   5    .upx1   ascii   @KYa
536  0x00006022 0x10044c22 4   6    .upx1   utf8    -e\v\b
537  0x000060b5 0x10044cb5 5   7    .upx1   utf8    ;,ݍd$ blocks=Basic Latin,Syriac
538  0x000060f5 0x10044cf5 4   5    .upx1   ascii   D$\b!
539  0x00006112 0x10044d12 4   7    .upx1   utf8    ﺋt$$ blocks=Arabic Presentation Forms-B,Basic Latin
540  0x00006125 0x10044d25 4   5    .upx1   ascii   |$4f
541  0x0000615d 0x10044d5d 4   5    .upx1   ascii    HNR
542  0x000061b5 0x10044db5 6   7    .upx1   ascii   3O(h(A
543  0x00006208 0x10044e08 7   8    .upx1   ascii   J@Rmf6t
544  0x00006224 0x10044e24 4   5    .upx1   ascii   K)#`
545  0x00006232 0x10044e32 4   5    .upx1   ascii   +-uy
546  0x0000625e 0x10044e5e 5   6    .upx1   ascii   \r`~_a
547  0x00006284 0x10044e84 5   6    .upx1   ascii   - \v\n"
548  0x0000628f 0x10044e8f 4   5    .upx1   ascii   ydt+
549  0x000062a7 0x10044ea7 4   5    .upx1   ascii   %wgQ
550  0x000062d8 0x10044ed8 4   5    .upx1   ascii   \tgOO
551  0x00006341 0x10044f41 4   5    .upx1   ascii   3_%B
552  0x00006349 0x10044f49 4   6    .upx1   utf8    d*ĆP blocks=Basic Latin,Latin Extended-A
553  0x000063cd 0x10044fcd 4   5    .upx1   ascii   t$,f
554  0x000063fb 0x10044ffb 6   8    .upx1   utf8    u\fh\fĎ{ blocks=Basic Latin,Latin Extended-A
555  0x00006442 0x10045042 5   7    .upx1   utf8    cť<t* blocks=Basic Latin,Latin Extended-A
556  0x00006449 0x10045049 4   5    .upx1   ascii   Z\vp_
557  0x0000644e 0x1004504e 5   7    .upx1   utf8    ϔ{J{R blocks=Greek and Coptic,Basic Latin
558  0x0000647b 0x1004507b 4   6    .upx1   utf8    8x:ء blocks=Basic Latin,Arabic
559  0x00006485 0x10045085 5   7    .upx1   utf8    #!ևj\v blocks=Basic Latin,Armenian
560  0x000064dd 0x100450dd 4   6    .upx1   utf8    ۜ*\vr blocks=Arabic,Basic Latin
561  0x000064e3 0x100450e3 4   5    .upx1   ascii   zC\eL
562  0x0000652f 0x1004512f 4   5    .upx1   ascii   X_S(
563  0x0000656b 0x1004516b 4   6    .upx1   utf8    fөPB blocks=Basic Latin,Cyrillic
564  0x00006576 0x10045176 4   5    .upx1   ascii   ~R<E
565  0x000065a4 0x100451a4 4   5    .upx1   ascii   \ewZ$
566  0x000065db 0x100451db 4   5    .upx1   ascii   `d\a#
567  0x000065ee 0x100451ee 5   7    .upx1   utf8    Gdؼx# blocks=Basic Latin,Arabic
568  0x000065fd 0x100451fd 5   8    .upx1   utf8    !jj㔭B blocks=Basic Latin,CJK Unified Ideographs Extension A
569  0x00006617 0x10045217 7   8    .upx1   ascii   K4#ThX.
570  0x00006652 0x10045252 4   5    .upx1   ascii   P!\e3
571  0x0000665a 0x1004525a 4   8    .upx1   utf8    86v㔜 blocks=Basic Latin,CJK Unified Ideographs Extension A
572  0x00006710 0x10045310 4   5    .upx1   ascii   k<$R
573  0x000067ac 0x100453ac 6   9    .upx1   utf8    Ӛǥ$NbM blocks=Cyrillic,Latin Extended-B,Basic Latin
574  0x000067c9 0x100453c9 4   6    .upx1   utf8    Eh$ݚ blocks=Basic Latin,Arabic Supplement
575  0x0000683c 0x1004543c 5   6    .upx1   ascii   _uE`C
576  0x00006851 0x10045451 5   7    .upx1   utf8    c#''˔ blocks=Basic Latin,Spacing Modifier Letters
577  0x00006877 0x10045477 4   5    .upx1   ascii   \vJ*Y
578  0x000068c6 0x100454c6 4   5    .upx1   ascii   PEb*
579  0x000068cb 0x100454cb 4   7    .upx1   utf8    ۟o&Я blocks=Arabic,Basic Latin,Cyrillic
580  0x000068dc 0x100454dc 6   8    .upx1   utf8    S`+Gɷ" blocks=Basic Latin,IPA Extensions
581  0x000068eb 0x100454eb 4   5    .upx1   ascii   \K=3
582  0x0000692d 0x1004552d 5   8    .upx1   utf8    6֕ݬaH blocks=Basic Latin,Hebrew,Arabic Supplement
583  0x00006943 0x10045543 4   5    .upx1   ascii    P<S
584  0x0000695b 0x1004555b 4   5    .upx1   ascii   o1/H
585  0x00006a4a 0x1004564a 4   5    .upx1   ascii   52q+
586  0x00006aa5 0x100456a5 8   10   .upx1   utf8    O\eXǇ!TX/ blocks=Basic Latin,Latin Extended-B
587  0x00006ae2 0x100456e2 4   6    .upx1   utf8    $ż75 blocks=Basic Latin,Latin Extended-A
588  0x00006b88 0x10045788 4   5    .upx1   ascii   E:Z/
589  0x00006bea 0x100457ea 5   7    .upx1   utf8    sӽTC5 blocks=Basic Latin,Cyrillic
590  0x00006c45 0x10045845 8   11   .upx1   utf8    3<U$ɿ5ϤY blocks=Basic Latin,IPA Extensions,Greek and Coptic
591  0x00006c71 0x10045871 4   6    .upx1   utf8    ]ț/q blocks=Basic Latin,Latin Extended-B
592  0x00006c89 0x10045889 4   5    .upx1   ascii   #bo,
593  0x00006cb9 0x100458b9 4   5    .upx1   ascii   AZ?\e
594  0x00006da8 0x100459a8 5   7    .upx1   utf8    ٫<dZ[ blocks=Arabic,Basic Latin
595  0x00006e3b 0x10045a3b 10  12   .upx1   utf8    M3;gԟe$XKG blocks=Basic Latin,Cyrillic Supplement
596  0x00006e67 0x10045a67 5   7    .upx1   utf8    $ڼkX3 blocks=Basic Latin,Arabic
597  0x00006edc 0x10045adc 4   5    .upx1   ascii   S[S$
598  0x00006f60 0x10045b60 5   7    .upx1   utf8    <;_cͩ blocks=Basic Latin,Combining Diacritical Marks
599  0x00006f6f 0x10045b6f 4   6    .upx1   utf8    բG(\e blocks=Armenian,Basic Latin
600  0x00006f92 0x10045b92 4   5    .upx1   ascii   C|AB
601  0x00006fb7 0x10045bb7 5   6    .upx1   ascii   )VW&0
602  0x00006fbe 0x10045bbe 7   8    .upx1   ascii   \rRGOV\f
603  0x00006fe3 0x10045be3 4   5    .upx1   ascii   ZU9%
604  0x0000702b 0x10045c2b 4   5    .upx1   ascii   s\e#\e
605  0x00007075 0x10045c75 4   5    .upx1   ascii   ZTQ;
606  0x0000708e 0x10045c8e 7   8    .upx1   ascii   xN\e8[~t
607  0x000070b3 0x10045cb3 4   5    .upx1   ascii   fkh&
608  0x000070e4 0x10045ce4 4   6    .upx1   utf8    +hΉR blocks=Basic Latin,Greek and Coptic
609  0x000070f8 0x10045cf8 4   5    .upx1   ascii   'NK(
610  0x0000713a 0x10045d3a 4   5    .upx1   ascii   q[G$
611  0x0000714c 0x10045d4c 4   5    .upx1   ascii   O5^\a
612  0x00007160 0x10045d60 4   5    .upx1   ascii   A'&4
613  0x00007168 0x10045d68 4   6    .upx1   utf8    ٺE90 blocks=Arabic,Basic Latin
614  0x0000719b 0x10045d9b 4   5    .upx1   ascii   m#w\n
615  0x000071d3 0x10045dd3 4   5    .upx1   ascii   G$T/
616  0x000071d8 0x10045dd8 4   5    .upx1   ascii   ;Fiy
617  0x000071fc 0x10045dfc 4   5    .upx1   ascii   o1vL
618  0x00007251 0x10045e51 5   6    .upx1   ascii   _]jB<
619  0x00007298 0x10045e98 4   5    .upx1   ascii   C/'<
620  0x0000729e 0x10045e9e 4   5    .upx1   ascii   ]G\e=
621  0x0000730d 0x10045f0d 4   5    .upx1   ascii   Oe(K
622  0x00007353 0x10045f53 5   7    .upx1   utf8    Lٺ"\e1 blocks=Basic Latin,Arabic
623  0x000073c5 0x10045fc5 4   5    .upx1   ascii   68_$
624  0x000074fb 0x100460fb 8   10   .upx1   utf8    X:Bٙ4I:A blocks=Basic Latin,Arabic
625  0x00007547 0x10046147 4   5    .upx1   ascii   ;XO6
626  0x000075fc 0x100461fc 5   6    .upx1   ascii   "\b\e}R
627  0x00007613 0x10046213 5   7    .upx1   utf8    ٜA,[< blocks=Arabic,Basic Latin
628  0x0000762a 0x1004622a 5   8    .upx1   utf8    !Ĝѽc\t blocks=Basic Latin,Latin Extended-A,Cyrillic
629  0x00007671 0x10046271 4   5    .upx1   ascii   K M<
630  0x0000768b 0x1004628b 4   5    .upx1   ascii   aW`I
631  0x00007755 0x10046355 4   5    .upx1   ascii   {dZ!
632  0x0000778c 0x1004638c 4   5    .upx1   ascii   Z7M1
633  0x000077db 0x100463db 4   5    .upx1   ascii   [L\rG
634  0x000077f2 0x100463f2 6   7    .upx1   ascii   rUM`K\e
635  0x0000783e 0x1004643e 4   9    .upx1   utf8    cܛ:% blocks=Basic Latin,Syriac
636  0x000078ad 0x100464ad 4   6    .upx1   utf8    [X՜d blocks=Basic Latin,Armenian
637  0x000078e5 0x100464e5 4   5    .upx1   ascii   [YtP
638  0x000078ee 0x100464ee 4   5    .upx1   ascii   KxCU
639  0x00007944 0x10046544 4   6    .upx1   utf8    uOʜF blocks=Basic Latin,IPA Extensions
640  0x0000795f 0x1004655f 8   11   .upx1   utf8    05ݬZbߣE_ blocks=Basic Latin,Arabic Supplement,NKo
641  0x0000796c 0x1004656c 4   6    .upx1   utf8    )|Vέ blocks=Basic Latin,Greek and Coptic
642  0x00007a10 0x10046610 4   5    .upx1   ascii   zEYB
643  0x00007a29 0x10046629 5   6    .upx1   ascii   y|jMY
644  0x00007a51 0x10046651 5   7    .upx1   utf8    [k$EҔ blocks=Basic Latin,Cyrillic
645  0x00007b10 0x10046710 7   8    .upx1   ascii   y|_:>|M
646  0x00007b5b 0x1004675b 4   5    .upx1   ascii   '^ t
647  0x00007b99 0x10046799 4   5    .upx1   ascii   \r_\nY
648  0x00007bb0 0x100467b0 5   6    .upx1   ascii   _7Iy%
649  0x00007bdb 0x100467db 5   6    .upx1   ascii   a/ g7
650  0x00007be9 0x100467e9 4   6    .upx1   utf8    ΔlNA blocks=Greek and Coptic,Basic Latin
651  0x00007c41 0x10046841 5   6    .upx1   ascii   LWGn|
652  0x00007c5f 0x1004685f 4   6    .upx1   utf8    ɖq$= blocks=IPA Extensions,Basic Latin
653  0x00007c97 0x10046897 4   6    .upx1   utf8    Ý>R] blocks=Latin-1 Supplement,Basic Latin
654  0x00007ce5 0x100468e5 4   5    .upx1   ascii   '7z7
655  0x00007cea 0x100468ea 5   7    .upx1   utf8    R\fGtż blocks=Basic Latin,Latin Extended-A
656  0x00007d32 0x10046932 4   6    .upx1   utf8    A\5˴ blocks=Basic Latin,Spacing Modifier Letters
657  0x00007d68 0x10046968 6   7    .upx1   ascii   Zo|.K\f
658  0x00007d8d 0x1004698d 4   6    .upx1   utf8    ɑj6g blocks=IPA Extensions,Basic Latin
659  0x00007de2 0x100469e2 4   5    .upx1   ascii   \e\n^_
660  0x00007e2d 0x10046a2d 6   8    .upx1   utf8    b/h7Yߘ blocks=Basic Latin,NKo
661  0x00007ea8 0x10046aa8 4   7    .upx1   utf8    ̋|Uǧ blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-B
662  0x00007eb7 0x10046ab7 4   5    .upx1   ascii   "EKx
663  0x00007ebe 0x10046abe 4   6    .upx1   utf8    Zhnە blocks=Basic Latin,Arabic
664  0x00007f10 0x10046b10 4   5    .upx1   ascii   ~=cc
665  0x00007f7a 0x10046b7a 5   6    .upx1   ascii   _tU#f
666  0x00007f8b 0x10046b8b 7   8    .upx1   ascii   oiH+$t?
667  0x00008001 0x10046c01 4   6    .upx1   utf8    ^ƚK} blocks=Basic Latin,Latin Extended-B
668  0x0000800d 0x10046c0d 4   5    .upx1   ascii   >EO1
669  0x0000804b 0x10046c4b 4   5    .upx1   ascii   -0F\e
670  0x00008055 0x10046c55 4   5    .upx1   ascii   SD?Y
671  0x00008069 0x10046c69 4   6    .upx1   utf8    =ػ#! blocks=Basic Latin,Arabic
672  0x00008084 0x10046c84 4   5    .upx1   ascii   ;Z2Z
