[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3439 0x00047e3a 0x0044ec3a 7   8    .rsrc   ascii   VX9^`tT
3440 0x00047e74 0x0044ec74 5   6    .rsrc   ascii   PWjUR
3441 0x00047e8b 0x0044ec8b 5   6    .rsrc   ascii   PPPPP
3442 0x00047e95 0x0044ec95 5   6    .rsrc   ascii   9^\t|
3443 0x00047eb3 0x0044ecb3 6   7    .rsrc   ascii   ;N\u\W
3444 0x00047ec4 0x0044ecc4 5   7    .rsrc   utf8    ^P3ҍK blocks=Basic Latin,Cyrillic
3445 0x00047f61 0x0044ed61 5   6    .rsrc   ascii   SSSSS
3446 0x00047fb4 0x0044edb4 4   5    .rsrc   ascii   !FX@
3447 0x00047fd1 0x0044edd1 4   6    .rsrc   utf8    S3ۍQ blocks=Basic Latin,Arabic
3448 0x00048022 0x0044ee22 5   6    .rsrc   ascii   SSSSS
3449 0x00048034 0x0044ee34 4   5    .rsrc   ascii   M\bVW
3450 0x00048054 0x0044ee54 5   6    .rsrc   ascii   :f;>u
3451 0x0004808a 0x0044ee8a 5   6    .rsrc   ascii   :f;>u
3452 0x000480bc 0x0044eebc 4   5    .rsrc   ascii   E\fh\v
3453 0x0004812d 0x0044ef2d 6   7    .rsrc   ascii   j\tPjYV
3454 0x000481d3 0x0044efd3 5   6    .rsrc   ascii   QQSVW
3455 0x000481de 0x0044efde 5   7    .rsrc   utf8    ]\b3ɉM blocks=Basic Latin,Latin Extended-B
3456 0x00048203 0x0044f003 5   6    .rsrc   ascii   \af9\bt
3457 0x0004821d 0x0044f01d 6   7    .rsrc   ascii   Vf9\btG
3458 0x00048224 0x0044f024 6   7    .rsrc   ascii   \af9\bt\a
3459 0x00048238 0x0044f038 11  12   .rsrc   ascii   Y9F\bu2Vj@hp
3460 0x00048256 0x0044f056 6   7    .rsrc   ascii   Vf9\bt\a
3461 0x00048318 0x0044f118 4   5    .rsrc   ascii   j@Wh
3462 0x00048328 0x0044f128 4   5    .rsrc   ascii   thj@
3463 0x00048346 0x0044f146 5   6    .rsrc   ascii   tJj_S
3464 0x00048364 0x0044f164 5   6    .rsrc   ascii   j@Sj\a
3465 0x0004839d 0x0044f19d 5   6    .rsrc   ascii   PPPPP
3466 0x000483e9 0x0044f1e9 4   6    .rsrc   utf8    jx\eɁ blocks=Basic Latin,Latin Extended-B
3467 0x00048497 0x0044f297 5   7    .rsrc   utf8    8_^]Ë blocks=Basic Latin,Latin-1 Supplement
3468 0x000484e1 0x0044f2e1 4   6    .rsrc   utf8    3\v}\b
3469 0x000484f4 0x0044f2f4 5   6    .rsrc   ascii   9^`u\v
3470 0x00048532 0x0044f332 5   7    .rsrc   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
3471 0x00048594 0x0044f394 5   7    .rsrc   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
3472 0x00048606 0x0044f406 4   6    .rsrc   utf8    jx\eɁ blocks=Basic Latin,Latin Extended-B
3473 0x000486d7 0x0044f4d7 4   5    .rsrc   ascii   ;K\u
3474 0x00048717 0x0044f517 4   6    .rsrc   utf8    jx\eɁ blocks=Basic Latin,Latin Extended-B
3475 0x00048758 0x0044f558 4   5    .rsrc   ascii   9C`t
3476 0x0004876d 0x0044f56d 4   5    .rsrc   ascii   9C\t
3477 0x00048795 0x0044f595 4   5    .rsrc   ascii   ;K\u
3478 0x000487ba 0x0044f5ba 10  11   .rsrc   ascii   9C`u99C\t4
3479 0x00048856 0x0044f656 4   6    .rsrc   utf8    jx\eɁ blocks=Basic Latin,Latin Extended-B
3480 0x0004888b 0x0044f68b 9   10   .rsrc   ascii   u\n9C`u5Wj
3481 0x000488f3 0x0044f6f3 4   5    .rsrc   ascii   U\bV3
3482 0x000488fe 0x0044f6fe 4   5    .rsrc   ascii   t9Wj
3483 0x00048945 0x0044f745 4   5    .rsrc   ascii   M\bVW
3484 0x00048965 0x0044f765 5   6    .rsrc   ascii   :f;>u
3485 0x0004899b 0x0044f79b 5   6    .rsrc   ascii   :f;>u
3486 0x000489cd 0x0044f7cd 4   5    .rsrc   ascii   E\fh\v
3487 0x00048abf 0x0044f8bf 4   5    .rsrc   ascii   u\fW3
3488 0x00048b7b 0x0044f97b 4   5    .rsrc   ascii   WHPh
3489 0x00048b8d 0x0044f98d 4   6    .rsrc   utf8    \f3҉U blocks=Basic Latin,Cyrillic
3490 0x00048b97 0x0044f997 4   5    .rsrc   ascii   tnf9
3491 0x00048bd0 0x0044f9d0 4   5    .rsrc   ascii   HPhp
3492 0x00048beb 0x0044f9eb 5   6    .rsrc   ascii   f98t\v
3493 0x00048cb8 0x0044fab8 5   6    .rsrc   ascii   t^WjU
3494 0x00048ccc 0x0044facc 4   5    .rsrc   ascii   j@Sh
3495 0x00048dd7 0x0044fbd7 6   7    .rsrc   ascii   F95`kD
3496 0x0004900b 0x0044fe0b 4   5    .rsrc   ascii   =`kD
3497 0x00049093 0x0044fe93 4   5    .rsrc   ascii   j@%@
3498 0x00049272 0x00450072 4   6    .rsrc   utf8    ȡd`D blocks=Latin Extended-B,Basic Latin
3499 0x000492dd 0x004500dd 4   6    .rsrc   utf8    SV3۸ blocks=Basic Latin,Arabic
3500 0x0004938f 0x0045018f 5   6    .rsrc   ascii   M\bSVW
3501 0x000493f5 0x004501f5 4   7    .rsrc   utf8    jUS蒂 blocks=Basic Latin,CJK Unified Ideographs
3502 0x00049421 0x00450221 4   5    .rsrc   ascii   _^[]
3503 0x00049428 0x00450228 5   6    .rsrc   ascii   PPPPP
3504 0x0004946b 0x0045026b 8   9    .rsrc   ascii   t\f;E\ft\a@
3505 0x000494e7 0x004502e7 5   6    .rsrc   ascii   F@j:f
3506 0x000494f4 0x004502f4 4   5    .rsrc   ascii   j.Xf
3507 0x00049502 0x00450302 5   6    .rsrc   ascii   \rj.Xf
3508 0x00049593 0x00450393 4   5    .rsrc   ascii   ]\fV;
3509 0x000495e5 0x004503e5 4   6    .rsrc   utf8    [_]Ë blocks=Basic Latin,Latin-1 Supplement
3510 0x0004963d 0x0045043d 5   8    .rsrc   utf8    ƋE\f]Ë blocks=Latin Extended-B,Basic Latin,Latin-1 Supplement
3511 0x00049685 0x00450485 4   5    .rsrc   ascii   @j:f
3512 0x00049691 0x00450491 4   5    .rsrc   ascii   j\Xf
3513 0x000496ea 0x004504ea 4   5    .rsrc   ascii   f9E\b
3514 0x00049734 0x00450534 6   7    .rsrc   ascii   f9U\bs0
3515 0x00049771 0x00450571 5   6    .rsrc   ascii   M\bQRP
3516 0x000497d0 0x004505d0 4   6    .rsrc   utf8    ø\bvD blocks=Latin-1 Supplement,Basic Latin
3517 0x000497d6 0x004505d6 4   6    .rsrc   utf8    ø\fvD blocks=Latin-1 Supplement,Basic Latin
3518 0x00049807 0x00450607 6   8    .rsrc   utf8    X]á\bvD blocks=Basic Latin,Latin-1 Supplement
3519 0x00049833 0x00450633 6   8    .rsrc   utf8    X]á\fvD blocks=Basic Latin,Latin-1 Supplement
3520 0x00049896 0x00450696 4   5    .rsrc   ascii   u\bW3
3521 0x000498a5 0x004506a5 7   8    .rsrc   ascii   u\f;\r$iD
3522 0x00049914 0x00450714 6   7    .rsrc   ascii   SSPQSS
3523 0x00049993 0x00450793 4   5    .rsrc   ascii   j\vC_
3524 0x00049999 0x00450799 4   5    .rsrc   ascii   k}\fj
3525 0x0004999e 0x0045079e 5   6    .rsrc   ascii   Xj\n_3
3526 0x000499b4 0x004507b4 4   5    .rsrc   ascii   RPQj
3527 0x000499c2 0x004507c2 4   5    .rsrc   ascii   PPPj
3528 0x000499c7 0x004507c7 4   5    .rsrc   ascii   PPSW
3529 0x000499e1 0x004507e1 4   5    .rsrc   ascii   =(iD
3530 0x000499ff 0x004507ff 4   5    .rsrc   ascii   @_^[
3531 0x00049a1b 0x0045081b 4   5    .rsrc   ascii   kF\b<
3532 0x00049a31 0x00450831 7   8    .rsrc   ascii   u\v;5 iD
3533 0x00049a3e 0x0045083e 5   6    .rsrc   ascii   ;5,iD
3534 0x00049a49 0x00450849 5   6    .rsrc   ascii   SSSSS
3535 0x00049a68 0x00450868 4   5    .rsrc   ascii   uxSW
3536 0x00049b01 0x00450901 6   7    .rsrc   ascii   u kE$<
3537 0x00049b34 0x00450934 5   7    .rsrc   utf8    ]ã,iD blocks=Basic Latin,Latin-1 Supplement
3538 0x00049b40 0x00450940 4   5    .rsrc   ascii   5(iD
3539 0x00049b4d 0x0045094d 4   5    .rsrc   ascii   uDiE
3540 0x00049b57 0x00450957 4   5    .rsrc   ascii   \r,iD
3541 0x00049b5d 0x0045095d 5   7    .rsrc   utf8    ȉ\r,iD blocks=Latin Extended-B,Basic Latin
3542 0x00049b6d 0x0045096d 4   5    .rsrc   ascii   \r(iD
3543 0x00049b86 0x00450986 4   5    .rsrc   ascii   \r,iD
3544 0x00049b8c 0x0045098c 4   5    .rsrc   ascii   =$iD
3545 0x00049b93 0x00450993 5   12   .rsrc   utf16le jjjjj
3546 0x00049c85 0x00450a85 5   6    .rsrc   ascii   _WVj@
3547 0x00049cd3 0x00450ad3 5   6    .rsrc   ascii   :uBFV
3548 0x00049d6b 0x00450b6b 5   6    .rsrc   ascii   PPPPP
3549 0x00049ddb 0x00450bdb 4   5    .rsrc   ascii   $ vD
3550 0x00049def 0x00450bef 5   6    .rsrc   ascii   k\r vD
3551 0x00049e49 0x00450c49 4   5    .rsrc   ascii   PSj?
3552 0x00049e51 0x00450c51 4   5    .rsrc   ascii   h$vD
3553 0x00049e60 0x00450c60 4   5    .rsrc   ascii   t\f9]
3554 0x00049e75 0x00450c75 4   5    .rsrc   ascii   PSj?
3555 0x00049e7e 0x00450c7e 4   5    .rsrc   ascii   hxvD
3556 0x00049e8e 0x00450c8e 4   5    .rsrc   ascii   t\r9]
3557 0x00049ec6 0x00450cc6 5   6    .rsrc   ascii   SSSSS
3558 0x00049ee7 0x00450ce7 4   5    .rsrc   ascii   \r$iD
3559 0x0004a052 0x00450e52 4   5    .rsrc   ascii   =<qD
3560 0x0004a183 0x00450f83 4   5    .rsrc   ascii   E\bSV
3561 0x0004a1a2 0x00450fa2 4   5    .rsrc   ascii   ~"VW
3562 0x0004a30d 0x0045110d 5   7    .rsrc   utf8    u܋u$j blocks=Basic Latin,Syriac
3563 0x0004a47f 0x0045127f 4   7    .rsrc   utf8    E䡈uD blocks=Basic Latin,CJK Unified Ideographs Extension A
3564 0x0004a4e7 0x004512e7 4   5    .rsrc   ascii   x$;\r
3565 0x0004a528 0x00451328 4   5    .rsrc   ascii   =<qD
3566 0x0004a56b 0x0045136b 4   6    .rsrc   utf8    [+щ] blocks=Basic Latin,Cyrillic
3567 0x0004a5da 0x004513da 4   5    .rsrc   ascii   SVW3
3568 0x0004a66c 0x0045146c 4   5    .rsrc   ascii   t@f;
3569 0x0004a6d1 0x004514d1 4   5    .rsrc   ascii   h0ND
3570 0x0004a7ab 0x004515ab 7   8    .rsrc   ascii   8\\b(|\a3
3571 0x0004a847 0x00451647 5   6    .rsrc   ascii   E\f@u6
3572 0x0004a85e 0x0045165e 4   5    .rsrc   ascii   @t\v=
3573 0x0004a930 0x00451730 5   6    .rsrc   ascii   u\eSSj
3574 0x0004a9c4 0x004517c4 5   6    .rsrc   ascii   SSSSS
3575 0x0004a9d5 0x004517d5 6   7    .rsrc   ascii   E \vE$j
3576 0x0004aa0a 0x0045180a 4   5    .rsrc   ascii   w(t!
3577 0x0004ab57 0x00451957 4   5    .rsrc   ascii   uz9}
3578 0x0004abd5 0x004519d5 5   6    .rsrc   ascii   PPPPP
3579 0x0004ac74 0x00451a74 4   5    .rsrc   ascii   PPPV
3580 0x0004ad08 0x00451b08 4   5    .rsrc   ascii   DSVW
3581 0x0004af84 0x00451d84 4   5    .rsrc   ascii   L\b( 
3582 0x0004b02a 0x00451e2a 6   7    .rsrc   ascii   j\fhPND
3583 0x0004b0e2 0x00451ee2 4   5    .rsrc   ascii   xE;5
3584 0x0004b17a 0x00451f7a 6   7    .rsrc   ascii   @9E\fw\t
3585 0x0004b1bf 0x00451fbf 4   5    .rsrc   ascii   ?5|\r
3586 0x0004b218 0x00452018 4   5    .rsrc   ascii   u\n^3
3587 0x0004b222 0x00452022 5   7    .rsrc   utf8    ]ËE\fW blocks=Basic Latin,Latin-1 Supplement
3588 0x0004b31b 0x0045211b 5   7    .rsrc   utf8    uǋ]\bj blocks=Basic Latin,Latin Extended-B
3589 0x0004b392 0x00452192 7   9    .rsrc   utf8    ]ċ]\bu\rH blocks=Basic Latin,Latin Extended-A
3590 0x0004b3ae 0x004521ae 5   6    .rsrc   ascii   u\v_^3
3591 0x0004b3b9 0x004521b9 6   9    .rsrc   utf8    ]Ë}̋E\f blocks=Basic Latin,Latin-1 Supplement,Combining Diacritical Marks
3592 0x0004b3e9 0x004521e9 4   7    .rsrc   utf8    +IEԅ blocks=Basic Latin,Cyrillic Supplement
3593 0x0004b528 0x00452328 6   8    .rsrc   utf8    wIPS3ɋ blocks=Basic Latin,Latin Extended-B
3594 0x0004b5d7 0x004523d7 5   8    .rsrc   utf8    u\v]܋M blocks=Basic Latin,Syriac
3595 0x0004b6e5 0x004524e5 4   6    .rsrc   utf8    u\tƅt blocks=Basic Latin,Latin Extended-B
3596 0x0004b70a 0x0045250a 6   7    .rsrc   ascii   u\fWj _
3597 0x0004b72f 0x0045252f 4   6    .rsrc   utf8    3\tQ\b
3598 0x0004b7f1 0x004525f1 4   6    .rsrc   utf8    u\t3һ blocks=Basic Latin,Cyrillic
3599 0x0004b861 0x00452661 4   6    .rsrc   utf8    u\b3\t
3600 0x0004b946 0x00452746 4   5    .rsrc   ascii   su\f9
3601 0x0004b96a 0x0045276a 6   7    .rsrc   ascii   rr\tjrZ
3602 0x0004bb25 0x00452925 4   5    .rsrc   ascii   su\f9
3603 0x0004bb49 0x00452949 6   7    .rsrc   ascii   rr\tjrZ
3604 0x0004c128 0x00452f28 4   5    .rsrc   ascii   std;
3605 0x0004c241 0x00453041 4   6    .rsrc   utf8    u]3\t
3606 0x0004c55f 0x0045335f 4   5    .rsrc   ascii   std;
3607 0x0004c756 0x00453556 5   6    .rsrc   ascii   t|j\n3
3608 0x0004c976 0x00453776 4   5    .rsrc   ascii   j\b_+
3609 0x0004c9b7 0x004537b7 5   6    .rsrc   ascii   PPPPP
3610 0x0004c9ee 0x004537ee 5   6    .rsrc   ascii   _^[t\r
3611 0x0004ca0e 0x0045380e 5   6    .rsrc   ascii   SSSSS
3612 0x0004ca77 0x00453877 9   10   .rsrc   ascii   F\fYYt\vj@Y
3613 0x0004caa6 0x004538a6 4   6    .rsrc   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
3614 0x0004cb0c 0x0045390c 4   5    .rsrc   ascii   j\aZ;
3615 0x0004cc0d 0x00453a0d 4   5    .rsrc   ascii   ;PVW
3616 0x0004cdd7 0x00453bd7 5   8    .rsrc   utf8    t4+K߉ blocks=Basic Latin,NKo
3617 0x0004d034 0x00453e34 4   5    .rsrc   ascii   v#WP
3618 0x0004d13b 0x00453f3b 8   9    .rsrc   ascii   u\r9M\fu!3
3619 0x0004d1c1 0x00453fc1 4   5    .rsrc   ascii   E\fjP
3620 0x0004d1ea 0x00453fea 8   9    .rsrc   ascii   PPPPPPPP
3621 0x0004d265 0x00454065 4   5    .rsrc   ascii   9u\bs
3622 0x0004d281 0x00454081 6   7    .rsrc   ascii   I9M\bw\n
3623 0x0004d3ea 0x004541ea 4   5    .rsrc   ascii   t.SV
3624 0x0004d569 0x00454369 4   5    .rsrc   ascii   u<WW
3625 0x0004d5ee 0x004543ee 5   6    .rsrc   ascii   WWWWW
3626 0x0004d610 0x00454410 7   8    .rsrc   ascii   t\fj-XGf
3627 0x0004d6ed 0x004544ed 4   5    .rsrc   ascii   SVRQ
3628 0x0004d6fc 0x004544fc 4   6    .rsrc   utf8    [^]Ë blocks=Basic Latin,Latin-1 Supplement
3629 0x0004d735 0x00454535 6   7    .rsrc   ascii   j\bhpND
3630 0x0004d742 0x00454542 4   5    .rsrc   ascii   =`kD
3631 0x0004d752 0x00454552 4   5    .rsrc   ascii   =0iD
3632 0x0004d784 0x00454584 4   5    .rsrc   ascii   %0iD
3633 0x0004d7d5 0x004545d5 5   6    .rsrc   ascii   #E\ff\v
3634 0x0004d8d5 0x004546d5 4   5    .rsrc   ascii   \at'\n
3635 0x0004d964 0x00454764 5   7    .rsrc   utf8    ]\f+؋E blocks=Basic Latin,Arabic
3636 0x0004db63 0x00454963 5   7    .rsrc   utf8    ̃=pwD blocks=Combining Diacritical Marks,Basic Latin
3637 0x0004db95 0x00454995 4   5    .rsrc   ascii   d$\bu
3638 0x0004dbb1 0x004549b1 4   6    .rsrc   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
3639 0x0004dbbf 0x004549bf 4   5    .rsrc   ascii   <$tL
3640 0x0004dbc4 0x004549c4 4   5    .rsrc   ascii   D$\ff
3641 0x0004dc3f 0x00454a3f 5   7    .rsrc   utf8    uŃ|$\b blocks=Basic Latin,Latin Extended-A
3642 0x0004dc72 0x00454a72 6   8    .rsrc   utf8    ZÃ=pwD blocks=Basic Latin,Latin-1 Supplement
3643 0x0004dd4e 0x00454b4e 4   5    .rsrc   ascii   |%=2
3644 0x0004ddaf 0x00454baf 5   7    .rsrc   utf8    Ë\r@iD blocks=Latin-1 Supplement,Basic Latin
3645 0x0004ddc1 0x00454bc1 4   5    .rsrc   ascii   \r@iD
3646 0x0004ddce 0x00454bce 4   6    .rsrc   utf8    á@iD blocks=Latin-1 Supplement,Basic Latin
3647 0x0004ddf8 0x00454bf8 4   5    .rsrc   ascii   5@iD
3648 0x0004de29 0x00454c29 4   5    .rsrc   ascii   5@iD
3649 0x0004dec0 0x00454cc0 4   6    .rsrc   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
3650 0x0004e085 0x00454e85 4   5    .rsrc   ascii   \nj@_
3651 0x0004e0cd 0x00454ecd 4   6    .rsrc   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
3652 0x0004e1c2 0x00454fc2 9   11   .rsrc   utf8     VWj\aY3\r}
3653 0x0004e1e4 0x00454fe4 4   5    .rsrc   ascii   =`kD
3654 0x0004e242 0x00455042 4   5    .rsrc   ascii   QQS3
3655 0x0004e297 0x00455097 5   6    .rsrc   ascii   95`kD
3656 0x0004e33e 0x0045513e 4   5    .rsrc   ascii   =`kD
3657 0x0004e371 0x00455171 4   5    .rsrc   ascii    SVW
3658 0x0004e3e4 0x004551e4 4   6    .rsrc   utf8    ?3ȉM blocks=Basic Latin,Latin Extended-B
3659 0x0004e43f 0x0045523f 5   6    .rsrc   ascii   95`kD
3660 0x0004ea35 0x00455835 5   7    .rsrc   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
3661 0x0004ea62 0x00455862 5   7    .rsrc   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
3662 0x0004eaa1 0x004558a1 5   7    .rsrc   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
3663 0x0004eb8b 0x0045598b 5   7    .rsrc   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
3664 0x0004eb9c 0x0045599c 4   6    .rsrc   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
3665 0x0004ebd5 0x004559d5 4   6    .rsrc   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
3666 0x0004ed05 0x00455b05 4   5    .rsrc   ascii   5lwD
3667 0x0004ef04 0x00455d04 4   5    .rsrc   ascii   QQSV
3668 0x0004ef0d 0x00455d0d 4   5    .rsrc   ascii   Vh?\e
3669 0x0004ef49 0x00455d49 4   5    .rsrc   ascii   E\bYY
3670 0x0004ef64 0x00455d64 5   6    .rsrc   ascii   $j\fj\b
3671 0x0004efa5 0x00455da5 4   5    .rsrc   ascii   $j\fj
3672 0x0004efc0 0x00455dc0 4   5    .rsrc   ascii   E\bQQ
3673 0x0004efd3 0x00455dd3 4   5    .rsrc   ascii   E\bQQ
3674 0x0004f0b8 0x00455eb8 5   6    .rsrc   ascii   9M\fu.
3675 0x0004f0ea 0x00455eea 6   7    .rsrc   ascii   \9E\fuY
3676 0x0004f1b5 0x00455fb5 4   5    .rsrc   ascii   j\b_Q
3677 0x0004f1f9 0x00455ff9 5   6    .rsrc   ascii   F\bPQW
3678 0x0004f223 0x00456023 5   6    .rsrc   ascii   >\bYYt
3679 0x0004f52c 0x0045632c 4   5    .rsrc   ascii   _t\bj
3680 0x0004f542 0x00456342 5   6    .rsrc   ascii    t\vj 
3681 0x0004f61f 0x0045641f 4   5    .rsrc   ascii   \b1A\b
3682 0x0004f652 0x00456452 4   5    .rsrc   ascii   3A\b#
3683 0x0004f697 0x00456497 5   6    .rsrc   ascii   E\b\tX\f
3684 0x0004f72e 0x0045652e 5   6    .rsrc   ascii   E\b\tX 
3685 0x0004f74c 0x0045654c 5   6    .rsrc   ascii   E\b\tX`
3686 0x0004f780 0x00456580 5   6    .rsrc   ascii   E\b\tX`
3687 0x0004f7a5 0x004565a5 4   5    .rsrc   ascii   E\bPj
3688 0x0004f7c0 0x004565c0 4   5    .rsrc   ascii   A\b\bt
3689 0x0004f86c 0x0045666c 5   7    .rsrc   utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
3690 0x0004f8c1 0x004566c1 4   6    .rsrc   utf8    \fŜ\eD blocks=Basic Latin,Latin Extended-A
3691 0x0004fa12 0x00456812 4   6    .rsrc   utf8    8_]Ë blocks=Basic Latin,Latin-1 Supplement
3692 0x0004fa52 0x00456852 4   5    .rsrc   ascii   E\bu\a
3693 0x0004fa5a 0x0045685a 5   7    .rsrc   utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
3694 0x0004fabd 0x004568bd 4   5    .rsrc   ascii   E\bQQ
3695 0x0004fb62 0x00456962 4   5    .rsrc   ascii   D$\f3
3696 0x0004fb6a 0x0045696a 4   6    .rsrc   utf8    ؋D$\b blocks=Arabic,Basic Latin
3697 0x0004fbb3 0x004569b3 7   8    .rsrc   ascii   ;T$\fw\br
3698 0x0004fbbb 0x004569bb 10  11   .rsrc   ascii   ;D$\bv\tN+D$
3699 0x0004fbcc 0x004569cc 8   9    .rsrc   ascii   +D$\b\eT$\f
3700 0x0004fbdc 0x004569dc 4   9    .rsrc   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
3701 0x0004fc32 0x00456a32 4   5    .rsrc   ascii   _^[]
3702 0x0004fc5c 0x00456a5c 4   5    .rsrc   ascii   \bSVW
3703 0x0004fcc5 0x00456ac5 4   5    .rsrc   ascii   Y_^[
3704 0x0004fcf6 0x00456af6 4   5    .rsrc   ascii   Y_^[
3705 0x0004fd18 0x00456b18 4   6    .rsrc   utf8    A8PE
3706 0x0004fd40 0x00456b40 10  11   .rsrc   ascii   D$\f+d$\fSVW
3707 0x0004fd74 0x00456b74 4   5    .rsrc   ascii   WVS3
3708 0x0004fdff 0x00456bff 7   8    .rsrc   ascii   w\br\a;D$
3709 0x0004feb3 0x00456cb3 4   6    .rsrc   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
3710 0x0004febc 0x00456cbc 7   9    .rsrc   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
3711 0x0004fed1 0x00456cd1 4   6    .rsrc   utf8    ؋D$\b blocks=Arabic,Basic Latin
3712 0x0004fedb 0x00456cdb 4   6    .rsrc   utf8    ؋D$\b blocks=Arabic,Basic Latin
3713 0x0004fef6 0x00456cf6 5   7    .rsrc   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
3714 0x0004ff0c 0x00456d0c 5   7    .rsrc   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
3715 0x0004ff24 0x00456d24 4   5    .rsrc   ascii   WVU3
3716 0x0004ffca 0x00456dca 6   7    .rsrc   ascii   v\tN+D$
3717 0x0004ffea 0x00456dea 4   9    .rsrc   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
3718 0x000500b1 0x00456eb1 9   10   .rsrc   ascii   ;D$\fv\b+D$
3719 0x000500bf 0x00456ebf 7   8    .rsrc   ascii   +D$\f\eT$
3720 0x00050103 0x00456f03 5   7    .rsrc   utf8    ̃=`kD blocks=Combining Diacritical Marks,Basic Latin
3721 0x0005011f 0x00456f1f 5   7    .rsrc   utf8    Ã=`kD blocks=Latin-1 Supplement,Basic Latin
3722 0x0005012d 0x00456f2d 4   5    .rsrc   ascii   <$Xf
3723 0x000501c0 0x00456fc0 4   5    .rsrc   ascii   =`kD
3724 0x000501e2 0x00456fe2 5   6    .rsrc   ascii   f;E\fu
3725 0x000501e8 0x00456fe8 5   6    .rsrc   ascii   f;E\fu
3726 0x00050887 0x00457687 4   5    .rsrc   ascii   j X+
3727 0x00051e79 0x00458c79 4   5    .rsrc   ascii   =`kD
3728 0x00051e86 0x00458c86 4   5    .rsrc   ascii   }\bww
3729 0x00051f80 0x00458d80 4   8    .rsrc   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
3730 0x00051fc7 0x00458dc7 4   5    .rsrc   ascii   =`kD
3731 0x00051fdf 0x00458ddf 5   6    .rsrc   ascii   f;s\ft
3732 0x00051ff6 0x00458df6 4   5    .rsrc   ascii   f;S\f
3733 0x00052083 0x00458e83 4   5    .rsrc   ascii   D$\fd
3734 0x00052092 0x00458e92 4   5    .rsrc   ascii   l$\fP
3735 0x000520bb 0x00458ebb 4   5    .rsrc   ascii   - .D
3736 0x0005218d 0x00458f8d 5   6    .rsrc   ascii   n-P.D
3737 0x0005225a 0x0045905a 4   5    .rsrc   ascii   -`.D
3738 0x0005229c 0x0045909c 4   5    .rsrc   ascii   - .D
3739 0x00052423 0x00459223 5   7    .rsrc   utf8    ̋D$\fS blocks=Combining Diacritical Marks,Basic Latin
3740 0x0005242e 0x0045922e 8   10   .rsrc   utf8    T$\b3ۊ\$\f blocks=Basic Latin,Arabic
3741 0x000524c2 0x004592c2 4   6    .rsrc   utf8    _[ÍB blocks=Basic Latin,Latin-1 Supplement
3742 0x000524c8 0x004592c8 4   6    .rsrc   utf8    _[ÍB blocks=Basic Latin,Latin-1 Supplement
3743 0x00052b38 0x00459938 17  18   .rsrc   ascii   Unknown exception
3744 0x00052b58 0x00459958 14  15   .rsrc   ascii   bad allocation
3745 0x00052b74 0x00459974 20  21   .rsrc   ascii   bad array new length
3746 0x00052bb6 0x004599b6 13  28   .rsrc   utf16le Akernel32.dll
3747 0x00052bd4 0x004599d4 8   9    .rsrc   ascii   FlsAlloc
3748 0x00052be0 0x004599e0 7   8    .rsrc   ascii   FlsFree
3749 0x00052be8 0x004599e8 11  12   .rsrc   ascii   FlsGetValue
3750 0x00052bf4 0x004599f4 11  12   .rsrc   ascii   FlsSetValue
3751 0x00052c00 0x00459a00 27  28   .rsrc   ascii   InitializeCriticalSectionEx
3752 0x00052c1c 0x00459a1c 19  20   .rsrc   ascii   InitOnceExecuteOnce
3753 0x00052c30 0x00459a30 14  15   .rsrc   ascii   CreateEventExW
3754 0x00052c40 0x00459a40 16  17   .rsrc   ascii   CreateSemaphoreW
3755 0x00052c54 0x00459a54 18  19   .rsrc   ascii   CreateSemaphoreExW
3756 0x00052c68 0x00459a68 21  22   .rsrc   ascii   CreateThreadpoolTimer
3757 0x00052c80 0x00459a80 18  19   .rsrc   ascii   SetThreadpoolTimer
3758 0x00052c94 0x00459a94 31  32   .rsrc   ascii   WaitForThreadpoolTimerCallbacks
3759 0x00052cb4 0x00459ab4 20  21   .rsrc   ascii   CloseThreadpoolTimer
