[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2199 0x0003b687 0x0043b687 7   8            ascii   5:6[6l6
2200 0x0003b68f 0x0043b68f 5   6            ascii   7<768
2201 0x0003b6a5 0x0043b6a5 5   6            ascii   ;C<R<
2202 0x0003b6ad 0x0043b6ad 9   10           ascii   <)=D=P={=
2203 0x0003b6d4 0x0043b6d4 14  15           ascii   .0U0Z0a0h0o0|0
2204 0x0003b6f1 0x0043b6f1 5   6            ascii   1\t1\r1
2205 0x0003b6f7 0x0043b6f7 9   10           ascii   1D1j1p1|1
2206 0x0003b711 0x0043b711 7   8            ascii   1\n232\2
2207 0x0003b71f 0x0043b71f 5   6            ascii   2^3u3
2208 0x0003b729 0x0043b729 9   10           ascii   3 4'424I4
2209 0x0003b739 0x0043b739 7   8            ascii   6,7:7A7
2210 0x0003b74b 0x0043b74b 15  16           ascii   7+838<8D8N8i8}8
2211 0x0003b761 0x0043b761 7   8            ascii   8(929;9
2212 0x0003b76b 0x0043b76b 7   8            ascii   :#:C:a:
2213 0x0003b777 0x0043b777 5   6            ascii   ;0;F;
2214 0x0003b77d 0x0043b77d 9   10           ascii   </<><N<l<
2215 0x0003b78b 0x0043b78b 7   8            ascii   =1=M=x=
2216 0x0003b79d 0x0043b79d 9   10           ascii   = >6>S>v>
2217 0x0003b7ab 0x0043b7ab 9   10           ascii   >\v?%?E?~?
2218 0x0003b7c0 0x0043b7c0 6   7            ascii   20L0p0
2219 0x0003b7c9 0x0043b7c9 7   8            ascii   0:1O1_1
2220 0x0003b7d9 0x0043b7d9 7   8            ascii   2R2_2h2
2221 0x0003b7e5 0x0043b7e5 11  12           ascii   4!414>4[4f4
2222 0x0003b7f9 0x0043b7f9 17  18           ascii   4$5+545>5D5R5X5g5
2223 0x0003b813 0x0043b813 11  12           ascii   6)6O6[6u6~6
2224 0x0003b827 0x0043b827 7   8            ascii   7!7K7]7
2225 0x0003b843 0x0043b843 7   8            ascii   8\f9V9w9
2226 0x0003b857 0x0043b857 7   8            ascii   9K:P:f:
2227 0x0003b865 0x0043b865 13  14           ascii   ;*;]<"=K=g=}=
2228 0x0003b884 0x0043b884 10  11           ascii   \f0{0\a1?1U1
2229 0x0003b89d 0x0043b89d 7   8            ascii   4C5.6N6
2230 0x0003b8b3 0x0043b8b3 11  12           ascii   8/8I8Z8q8z8
2231 0x0003b8e3 0x0043b8e3 7   8            ascii   ;=<O<o<
2232 0x0003b8ef 0x0043b8ef 5   6            ascii   <+=x=
2233 0x0003b8f5 0x0043b8f5 5   6            ascii   =\v>+>
2234 0x0003b911 0x0043b911 5   6            ascii   0\r1`1
2235 0x0003b939 0x0043b939 13  14           ascii   6 7%7F7R7e7r7
2236 0x0003b957 0x0043b957 9   10           ascii   9<9k9s9y9
2237 0x0003b971 0x0043b971 5   6            ascii   :F:s:
2238 0x0003b985 0x0043b985 7   8            ascii   :';/;k;
2239 0x0003b997 0x0043b997 11  12           ascii   ;\a<3<:<A<i<
2240 0x0003b9ab 0x0043b9ab 5   6            ascii   <4=C=
2241 0x0003b9c1 0x0043b9c1 7   8            ascii   >!>9>x>
2242 0x0003b9d3 0x0043b9d3 7   8            ascii   ?*?N?a?
2243 0x0003b9f0 0x0043b9f0 10  11           ascii   "0/0E0R0c0
2244 0x0003b9fb 0x0043b9fb 7   8            ascii   0E1Q1\2
2245 0x0003ba23 0x0043ba23 21  22           ascii   4%4-454A4J4O4U4_4h4s4
2246 0x0003ba63 0x0043ba63 5   6            ascii   88:I:
2247 0x0003ba75 0x0043ba75 9   10           ascii   ;\v; ;+;v;
2248 0x0003ba8b 0x0043ba8b 5   6            ascii   <Q<d<
2249 0x0003baa9 0x0043baa9 17  18           ascii   >\a?#?,?2?;?@?O?v?
2250 0x0003bae5 0x0043bae5 5   6            ascii   2M2e2
2251 0x0003baf3 0x0043baf3 13  14           ascii   3 3&3,3=3C3I3
2252 0x0003bb07 0x0043bb07 5   6            ascii   3n4y4
2253 0x0003bb15 0x0043bb15 13  14           ascii   5"515_5e5s5x5
2254 0x0003bb39 0x0043bb39 5   6            ascii   576~6
2255 0x0003bb4d 0x0043bb4d 7   8            ascii   6I7R7X7
2256 0x0003bb59 0x0043bb59 11  12           ascii   7%8+8M8T8e8
2257 0x0003bb7b 0x0043bb7b 7   8            ascii   :X;];o;
2258 0x0003bb8b 0x0043bb8b 13  14           ascii   <@<K<Q<a<f<w<
2259 0x0003bbb1 0x0043bbb1 7   8            ascii   <!=;=U=
2260 0x0003bbbd 0x0043bbbd 17  18           ascii   ?%?-?3?]?c?n?s?~?
2261 0x0003bbe5 0x0043bbe5 5   6            ascii   =L=}>
2262 0x0003bbf3 0x0043bbf3 5   6            ascii   >^?p?
2263 0x0003bc13 0x0043bc13 7   8            ascii   0$060p0
2264 0x0003bc1b 0x0043bc1b 5   6            ascii   2V3g3
2265 0x0003bc2f 0x0043bc2f 5   6            ascii   4:5\n6
2266 0x0003bc37 0x0043bc37 7   8            ascii   6@7a8w8
2267 0x0003bc58 0x0043bc58 8   9            ascii   K0W0w0}0
2268 0x0003bc67 0x0043bc67 9   10           ascii   1*121\1h1
2269 0x0003bc73 0x0043bc73 5   6            ascii   1{2V3
2270 0x0003bc79 0x0043bc79 5   6            ascii   3;4]4
2271 0x0003bc87 0x0043bc87 5   6            ascii   505A5
2272 0x0003bc8f 0x0043bc8f 5   6            ascii   5r6o7
2273 0x0003bca5 0x0043bca5 5   6            ascii   ;)<1<
2274 0x0003bcaf 0x0043bcaf 15  16           ascii   >\r?;?E?Q?]?i?t?
2275 0x0003bccd 0x0043bccd 9   10           ascii   5P6f6p6z6
2276 0x0003bce1 0x0043bce1 7   8            ascii   767>7q8
2277 0x0003bcf7 0x0043bcf7 5   6            ascii   9;:|:
2278 0x0003bd03 0x0043bd03 7   8            ascii   =!=p=y=
2279 0x0003bd19 0x0043bd19 7   8            ascii   ?#?R?a?
2280 0x0003bd34 0x0043bd34 18  19           ascii   ^4b4f4j4n4r4v4z4~4
2281 0x0003bdb7 0x0043bdb7 13  14           ascii   :":&:*:.:f;~;
2282 0x0003bdd1 0x0043bdd1 21  22           ascii   1D2J2P2V2\2b2h2n2t2z2
2283 0x0003be1b 0x0043be1b 33  34           ascii   3"3(3.343:3@3F3L3R3X3^3d3j3p3v3|3
2284 0x0003be51 0x0043be51 17  18           ascii   4"4*4;4E4P4b4j4{4
2285 0x0003be74 0x0043be74 4   5            ascii   t1x1
2286 0x0003be87 0x0043be87 5   6            ascii   9\b9\f9
2287 0x0003be93 0x0043be93 39  40           ascii   9 9$9(9,9094989<9@9D9H9L9P9T9X9\9`9d9|9
2288 0x0003bee7 0x0043bee7 25  26           ascii   3$3,343<3D3L3T3\3d3l3t3|3
2289 0x0003bf33 0x0043bf33 5   6            ascii   ;\b;\f;
2290 0x0003bf3f 0x0043bf3f 49  50           ascii   ; ;$;(;,;0;4;8;<;@;D;H;L;P;T;X;\;`;d;h;l;p;t;x;|;
2291 0x0003bfb3 0x0043bfb3 5   6            ascii   <\b<\f<
2292 0x0003bfbf 0x0043bfbf 49  50           ascii   < <$<(<,<0<4<8<<<@<D<H<L<P<T<X<\<`<d<h<l<p<t<x<|<
2293 0x0003c000 0x0043c000 34  35           ascii   0<8<<<@<D<H<L<P<T<X<\<`<d<h<l<p<t<
2294 0x0003c02d 0x0043c02d 25  26           ascii   2 2(20282@2H2P2X2`2h2p2x2
2295 0x0003c06d 0x0043c06d 25  26           ascii   3 3(30383@3H3P3X3`3h3p3x3
2296 0x0003c0ad 0x0043c0ad 25  26           ascii   4 4(40484@4H4P4X4`4h4p4x4
2297 0x0003c0db 0x0043c0db 5   6            ascii   4D5H5
2298 0x0003c0ed 0x0043c0ed 19  20           ascii   6\b6 60646H6L6\6`6h6
2299 0x0003c11b 0x0043c11b 21  22           ascii   7$7(787<7@7D7L7d7t7x7
2300 0x0003c14f 0x0043c14f 21  22           ascii   8(8,80888P8`8d8t8x8|8
2301 0x0003c17f 0x0043c17f 23  24           ascii   9$9(9,949L9\9`9p9t9x9|9
2302 0x0003c1a9 0x0043c1a9 5   6            ascii   9\b:\f:
2303 0x0003c1b1 0x0043c1b1 7   8            ascii   :0:t:|:
2304 0x0003c1cb 0x0043c1cb 11  12           ascii   ;8;L;T;\;h;
2305 0x0003c1f7 0x0043c1f7 25  26           ascii   <$<,<0<4<<<P<X<`<h<l<p<x<
2306 0x0003c223 0x0043c223 7   8            ascii   = =@=`=
2307 0x0003c239 0x0043c239 17  18           ascii   >\b>$>(>D>H>d>h>x>
2308 0x0003c257 0x0043c257 19  20           ascii   ?\b?$?(?0?8?@?D?L?`?
2309 0x0003c285 0x0043c285 7   8            ascii   000P0p0
2310 0x0003c295 0x0043c295 11  12           ascii   101L1P1p1|1
2311 0x0003c2b4 0x0043c2b4 6   7            ascii   <0X0t0
2312 0x0003c2bf 0x0043c2bf 9   10           ascii   0\b1(1H1h1
2313 0x0003c2cf 0x0043c2cf 47  48           ascii   1 2(5,5054585<5@5D5H5L5P5T5X5\5`5d5h5l5p5t5x5|5
2314 0x0003c33b 0x0043c33b 5   6            ascii   6\b6\f6
2315 0x0003c347 0x0043c347 49  50           ascii   6 6$6(6,6064686<6@6D6H6L6P6T6X6\6`6d6h6l6p6t6x6|6
2316 0x0003c385 0x0043c385 19  20           ascii   7(7L7X7\7`7d7h7l7p7
2317 0x0003c3bd 0x0043c3bd 5   6            ascii   =\b=\f=
2318 0x0003c3c5 0x0043c3c5 21  22           ascii   = =$=(=,=0=4=8=@=D=P=
2319 0x0003c64d 0x0043c64d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2320 0x0003c6d8 0x0043c6d8 4   5            ascii   Rich
2321 0x0003c7e0 0x0043c7e0 5   6            ascii   .text
2322 0x0003c807 0x0043c807 7   8            ascii   `.rdata
2323 0x0003c82f 0x0043c82f 6   7            ascii   @.data
2324 0x0003c858 0x0043c858 5   6            ascii   .rsrc
2325 0x0003cb7b 0x0043cb7b 5   6            ascii   \fh@0@
2326 0x0003cb81 0x0043cb81 4   5            ascii   h00@
2327 0x0003cbfb 0x0043cbfb 5   7            utf8    j?Y3\r
2328 0x0003cc7c 0x0043cc7c 6   7            ascii   YYhH1@
2329 0x0003ccc5 0x0043ccc5 5   7            utf8    j?Y3\r
2330 0x0003cd75 0x0043cd75 6   7            ascii   YYh\f1@
2331 0x0003cdd8 0x0043cdd8 5   12           utf16le jjjjj
2332 0x0003cefc 0x0043cefc 5   6            ascii   Ph\0@
2333 0x0003cf2c 0x0043cf2c 4   5            ascii   Pj\aj
2334 0x0003cf31 0x0043cf31 4   5            ascii   hP0@
2335 0x0003cf7e 0x0043cf7e 4   5            ascii   h 0@
2336 0x0003cf9b 0x0043cf9b 4   5            ascii   h 0@
2337 0x0003cfb8 0x0043cfb8 4   5            ascii   h 0@
2338 0x0003cfd5 0x0043cfd5 4   5            ascii   h 0@
2339 0x0003cff4 0x0043cff4 5   7            utf8    j?Y3\r
2340 0x0003d188 0x0043d188 4   5            ascii   h 0@
2341 0x0003d1f3 0x0043d1f3 5   7            utf8    j?Y3\r
2342 0x0003d2d5 0x0043d2d5 4   5            ascii   %| @
2343 0x0003d2db 0x0043d2db 4   5            ascii   %x @
2344 0x0003d2e1 0x0043d2e1 4   5            ascii   %t @
2345 0x0003d2e7 0x0043d2e7 4   5            ascii   %p @
2346 0x0003d2ed 0x0043d2ed 4   5            ascii   %l @
2347 0x0003d2f3 0x0043d2f3 4   5            ascii   %h @
2348 0x0003d2f9 0x0043d2f9 4   5            ascii   %d @
2349 0x0003d2ff 0x0043d2ff 4   5            ascii   %X @
2350 0x0003d305 0x0043d305 4   5            ascii   %L @
2351 0x0003d30b 0x0043d30b 4   5            ascii   %P @
2352 0x0003d311 0x0043d311 4   5            ascii   %T @
2353 0x0003d31d 0x0043d31d 4   5            ascii   %\ @
2354 0x0003d323 0x0043d323 4   5            ascii   %` @
2355 0x0003d329 0x0043d329 4   5            ascii   %D!@
2356 0x0003d331 0x0043d331 4   5            ascii   %@!@
2357 0x0003d337 0x0043d337 4   5            ascii   %<!@
2358 0x0003d33d 0x0043d33d 4   5            ascii   %8!@
2359 0x0003d343 0x0043d343 4   5            ascii   %4!@
2360 0x0003d3a5 0x0043d3a5 4   5            ascii   hSVW
2361 0x0003d3fb 0x0043d3fb 6   7            ascii   u\fh\b\e@
2362 0x0003d441 0x0043d441 4   5            ascii   h\f0@
2363 0x0003d45e 0x0043d45e 5   6            ascii   >"u:F
2364 0x0003d4a7 0x0043d4a7 7   8            ascii   j\nXPVSS
2365 0x0003d4d5 0x0043d4d5 4   6            utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
2366 0x0003d4e5 0x0043d4e5 4   5            ascii   %L!@
2367 0x0003d4eb 0x0043d4eb 4   5            ascii   % !@
2368 0x0003d834 0x0043d834 4   5            ascii   :2*"
2369 0x0003d83c 0x0043d83c 4   5            ascii   <4,$
2370 0x0003d844 0x0043d844 4   5            ascii   >6.&
2371 0x0003d84c 0x0043d84c 5   6            ascii   @80( 
2372 0x0003d853 0x0043d853 5   6            ascii   \b91)!
2373 0x0003d85c 0x0043d85c 5   6            ascii   ;3+#\e
2374 0x0003d864 0x0043d864 4   5            ascii   =5-%
2375 0x0003d86c 0x0043d86c 4   5            ascii   ?7/'
2376 0x0003d873 0x0043d873 4   5            ascii   \a(\b0
2377 0x0003d87a 0x0043d87a 5   6            ascii   @ '\a/
2378 0x0003d8bd 0x0043d8bd 11  12           ascii   \a\b\t\b\t\n\v\f\r\f\r
2379 0x0003d904 0x0043d904 4   5            ascii   91)!
2380 0x0003d90c 0x0043d90c 4   5            ascii   :2*"
2381 0x0003d914 0x0043d914 5   6            ascii   ;3+#\e
2382 0x0003d91c 0x0043d91c 8   9            ascii   <4,$?7/'
2383 0x0003d927 0x0043d927 5   6            ascii   \a>6.&
2384 0x0003d930 0x0043d930 4   5            ascii   =5-%
2385 0x0003d95b 0x0043d95b 15  16           ascii   (3-!0,1'8"5.*2$
2386 0x0003da05 0x0043da05 4   5            ascii   \r\f\a\v
2387 0x0003da60 0x0043da60 4   5            ascii   \f\v\a\r
2388 0x0003da9f 0x0043da9f 5   6            ascii   \v\n\r\a\b
2389 0x0003daac 0x0043daac 4   5            ascii   \v\b\f\a
2390 0x0003dd44 0x0043dd44 9   10           ascii   MFC42.DLL
2391 0x0003dd50 0x0043dd50 6   7            ascii   strcpy
2392 0x0003dd5a 0x0043dd5a 16  17           ascii   _except_handler3
2393 0x0003dd6e 0x0043dd6e 6   7            ascii   strcat
2394 0x0003dd78 0x0043dd78 6   7            ascii   strlen
2395 0x0003dd82 0x0043dd82 6   7            ascii   memset
2396 0x0003dd8c 0x0043dd8c 7   8            ascii   strncpy
2397 0x0003dd96 0x0043dd96 4   5            ascii   atoi
2398 0x0003dd9c 0x0043dd9c 10  11           ascii   MSVCRT.dll
2399 0x0003ddaa 0x0043ddaa 11  12           ascii   __dllonexit
2400 0x0003ddb8 0x0043ddb8 7   8            ascii   _onexit
2401 0x0003ddc2 0x0043ddc2 5   6            ascii   _exit
2402 0x0003ddca 0x0043ddca 11  12           ascii   _XcptFilter
2403 0x0003ddd8 0x0043ddd8 4   5            ascii   exit
2404 0x0003dde0 0x0043dde0 7   8            ascii   _acmdln
2405 0x0003ddea 0x0043ddea 13  14           ascii   __getmainargs
2406 0x0003ddfa 0x0043ddfa 9   10           ascii   _initterm
2407 0x0003de06 0x0043de06 16  17           ascii   __setusermatherr
2408 0x0003de1a 0x0043de1a 12  13           ascii   _adjust_fdiv
2409 0x0003de2a 0x0043de2a 12  13           ascii   __p__commode
2410 0x0003de3a 0x0043de3a 10  11           ascii   __p__fmode
2411 0x0003de48 0x0043de48 14  15           ascii   __set_app_type
2412 0x0003de5a 0x0043de5a 10  11           ascii   _controlfp
2413 0x0003de68 0x0043de68 11  12           ascii   CloseHandle
2414 0x0003de76 0x0043de76 14  15           ascii   GetProcAddress
2415 0x0003de88 0x0043de88 12  13           ascii   LoadLibraryA
2416 0x0003de98 0x0043de98 20  21           ascii   GetWindowsDirectoryA
2417 0x0003deb0 0x0043deb0 18  19           ascii   GetModuleFileNameA
2418 0x0003dec6 0x0043dec6 12  13           ascii   GetLastError
2419 0x0003ded6 0x0043ded6 16  17           ascii   GetModuleHandleA
2420 0x0003deea 0x0043deea 15  16           ascii   GetStartupInfoA
2421 0x0003defa 0x0043defa 12  13           ascii   KERNEL32.dll
2422 0x0003df0a 0x0043df0a 11  12           ascii   RegCloseKey
2423 0x0003df18 0x0043df18 14  15           ascii   RegSetValueExA
2424 0x0003df2a 0x0043df2a 15  16           ascii   RegCreateKeyExA
2425 0x0003df3c 0x0043df3c 18  19           ascii   CloseServiceHandle
2426 0x0003df52 0x0043df52 13  14           ascii   StartServiceA
2427 0x0003df62 0x0043df62 12  13           ascii   OpenServiceA
2428 0x0003df72 0x0043df72 13  14           ascii   RegCreateKeyA
2429 0x0003df82 0x0043df82 14  15           ascii   CreateServiceA
2430 0x0003df94 0x0043df94 14  15           ascii   OpenSCManagerA
2431 0x0003dfa4 0x0043dfa4 12  13           ascii   ADVAPI32.dll
2432 0x0003dfb4 0x0043dfb4 8   9            ascii   _setmbcp
2433 0x0003e020 0x0043e020 12  13           ascii   kernel32.dll
2434 0x0003e030 0x0043e030 12  13           ascii   advapi32.dll
2435 0x0003e040 0x0043e040 14  15           ascii   OpenSCManagerA
2436 0x0003e050 0x0043e050 8   9            ascii   netsvcss
2437 0x0003e05c 0x0043e05c 52  53           ascii   SOFTWARE\Microsoft\Windows NT\CurrentVersion\SvcHost
2438 0x0003e094 0x0043e094 10  11           ascii   ServiceDll
2439 0x0003e0a0 0x0043e0a0 11  12           ascii   \Parameters
2440 0x0003e0ac 0x0043e0ac 11  12           ascii   Description
2441 0x0003e0b8 0x0043e0b8 34  35           ascii   SYSTEM\CurrentControlSet\Services\
2442 0x0003e0dc 0x0043e0dc 45  46           ascii   %SystemRoot%\system32\svchost.exe -k netsvcss
2443 0x0003e10c 0x0043e10c 10  11           ascii   icwnet.dll
2444 0x0003e118 0x0043e118 18  19           ascii   Internet Explorer\
2445 0x0003e12c 0x0043e12c 14  15           ascii   0r2g4a6 8i,es\
2446 0x0003e13c 0x0043e13c 5   6            ascii   49152
2447 0x0003e148 0x0043e148 102 103          ascii   Identify the computer is connected to the network, collect and store the properties of these networks.
2448 0x0003e1b0 0x0043e1b0 20  21           ascii   Net Security Service
2449 0x0003e1c8 0x0043e1c8 9   10           ascii   WriteFile
2450 0x0003e1d4 0x0043e1d4 8   9            ascii   ReadFile
2451 0x0003e1e0 0x0043e1e0 14  15           ascii   SetFilePointer
2452 0x0003e1f0 0x0043e1f0 11  12           ascii   CreateFileA
2453 0x0003e1fc 0x0043e1fc 12  13           ascii   CreateEventA
2454 0x0003e64d 0x0043e64d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2455 0x0003e6f8 0x0043e6f8 4   5            ascii   Rich
2456 0x0003e810 0x0043e810 5   6            ascii   .text
2457 0x0003e837 0x0043e837 7   8            ascii   `.rdata
2458 0x0003e85f 0x0043e85f 6   7            ascii   @.data
2459 0x0003e888 0x0043e888 7   8            ascii   MyShare
2460 0x0003e8b0 0x0043e8b0 5   6            ascii   .rsrc
2461 0x0003e8d7 0x0043e8d7 7   8            ascii   @.reloc
2462 0x0003ece1 0x0043ece1 4   5            ascii   @(Z\e
2463 0x0003ed76 0x0043ed76 20  21           ascii   \a\b\v\v\v\v\v\v\v\v\v\v\v\v\v\v\v\t\nU
2464 0x0003eeaa 0x0043eeaa 5   7            utf8    jFY3\r
2465 0x0003efb5 0x0043efb5 5   7            utf8    j?Y3\r
2466 0x0003efcc 0x0043efcc 5   7            utf8    j?Y3\r
2467 0x0003f352 0x0043f352 5   7            utf8    jJY3\r
2468 0x0003f598 0x0043f598 4   6            utf8    \nPhİ blocks=Basic Latin,Latin Extended-A
2469 0x0003f6ee 0x0043f6ee 4   6            utf8    \nPhİ blocks=Basic Latin,Latin Extended-A
2470 0x0003f9e3 0x0043f9e3 5   7            utf8    jNY3\r
2471 0x0003faa2 0x0043faa2 4   6            utf8    E؋E\f blocks=Basic Latin,Arabic
2472 0x0004024b 0x0044024b 6   8            utf8    j\tY3\r}
2473 0x00040393 0x00440393 4   6            utf8    v\fǅX blocks=Basic Latin,Latin Extended-B
2474 0x0004084b 0x0044084b 4   9            utf16le jjjj
2475 0x000408d3 0x004408d3 4   5            ascii   Y@Ph
2476 0x00040901 0x00440901 5   6            ascii   Y@PhD
2477 0x00040a22 0x00440a22 5   7            utf8    j Y3\r
2478 0x00040a41 0x00440a41 5   7            utf8    j\bY3\r
2479 0x00040a75 0x00440a75 6   8            utf8    j\aY3\r}
2480 0x00040adb 0x00440adb 4   9            utf16le jjjj
2481 0x00040b2c 0x00440b2c 4   6            utf8    Y3\r}
2482 0x00040d51 0x00440d51 4   9            utf16le jjjj
2483 0x00040da2 0x00440da2 6   8            utf8    j\tY3\r}
2484 0x00041139 0x00441139 5   7            utf8    j?Y3\r
2485 0x00041150 0x00441150 5   7            utf8    j?Y3\r
2486 0x0004155e 0x0044155e 5   7            utf8    j?Y3\r
2487 0x0004188f 0x0044188f 6   8            utf8    M؉ADh< blocks=Basic Latin,Arabic
2488 0x00041977 0x00441977 5   7            utf8    M؉A@j blocks=Basic Latin,Arabic
2489 0x00041b47 0x00441b47 4   5            ascii   YYh0
2490 0x00041bb2 0x00441bb2 4   6            utf8    YYhȲ blocks=Basic Latin,Latin Extended-B
2491 0x00041bc3 0x00441bc3 5   6            ascii   YYj%h
2492 0x00041ceb 0x00441ceb 4   5            ascii   t#hp
2493 0x000420c6 0x004420c6 4   5            ascii   PjIj
2494 0x000420dd 0x004420dd 4   5            ascii   PjJj
2495 0x00042127 0x00442127 4   9            utf16le jjjj
2496 0x000421b8 0x004421b8 4   5            ascii    PhP
2497 0x000422b9 0x004422b9 4   9            utf16le jjjj
2498 0x00042339 0x00442339 5   7            utf8    j?Y3\r
2499 0x0004260f 0x0044260f 5   7            utf8    j?Y3\r
2500 0x0004262d 0x0044262d 4   6            utf8    YYh̴ blocks=Basic Latin,Combining Diacritical Marks
2501 0x00042640 0x00442640 4   6            utf8    YYh4
2502 0x00042738 0x00442738 5   7            utf8    j Y3\r
2503 0x00042757 0x00442757 5   7            utf8    j\bY3\r
2504 0x00042795 0x00442795 6   8            utf8    j\aY3\r}
2505 0x0004281b 0x0044281b 4   9            utf16le jjjj
2506 0x0004286c 0x0044286c 4   6            utf8    Y3\r}
2507 0x00042ab4 0x00442ab4 5   6            ascii   x\b\nu\t
2508 0x00042acf 0x00442acf 5   6            ascii   x\bZu\a
2509 0x00042afc 0x00442afc 4   5            ascii   D$DS
2510 0x00042b01 0x00442b01 4   5            ascii   \$DV
2511 0x00042b4d 0x00442b4d 4   5            ascii   D$\bj
2512 0x00042b63 0x00442b63 4   5            ascii   L$\bQ
2513 0x00042b7e 0x00442b7e 4   6            utf8    8ËT$ blocks=Basic Latin,Latin-1 Supplement
2514 0x00042b85 0x00442b85 4   5            ascii   D$\bP
2515 0x00042ba9 0x00442ba9 4   5            ascii   T$\bj
2516 0x00042bb0 0x00442bb0 6   7            ascii   D$\fQRP
2517 0x00042bc9 0x00442bc9 4   5            ascii   T$\bP
2518 0x00042bce 0x00442bce 5   6            ascii   D$\bQj
2519 0x00042bd8 0x00442bd8 4   5            ascii   j\bRP
2520 0x00042c15 0x00442c15 4   5            ascii   |$08
2521 0x00042c25 0x00442c25 5   6            ascii   u\n_^]
2522 0x00042c2f 0x00442c2f 4   6            utf8    [ËG  blocks=Basic Latin,Latin-1 Supplement
2523 0x00042c43 0x00442c43 7   8            ascii   W(9W$u\a
2524 0x00042c4b 0x00442c4b 4   5            ascii   G$ e
2525 0x00042c67 0x00442c67 4   5            ascii   \$ ;
2526 0x00042c74 0x00442c74 4   6            utf8    ۋD$$ blocks=Arabic,Basic Latin
2527 0x00042c9e 0x00442c9e 4   5            ascii   D$(;
2528 0x00042cc3 0x00442cc3 5   6            ascii   u\n_^]
2529 0x00042dbf 0x00442dbf 6   8            utf8    _^][áX blocks=Basic Latin,Latin-1 Supplement
2530 0x00042dda 0x00442dda 4   5            ascii   _^][
2531 0x00042e00 0x00442e00 12  13           ascii   tZ9H tU9H$tP
2532 0x00042e72 0x00442e72 5   6            ascii   \$\bUV
2533 0x00042ee5 0x00442ee5 4   6            utf8    [ËN  blocks=Basic Latin,Latin-1 Supplement
2534 0x00042ef4 0x00442ef4 4   5            ascii   n ux
2535 0x00042f17 0x00442f17 4   6            utf8    \vȋFd blocks=Basic Latin,Latin Extended-B
2536 0x00042f8e 0x00442f8e 4   5            ascii   _^]3
2537 0x00042ffd 0x00442ffd 4   5            ascii   F|UV
2538 0x00043095 0x00443095 4   5            ascii   _^]3
2539 0x0004309f 0x0044309f 6   7            ascii   t\a_^]3
2540 0x000430ad 0x004430ad 5   6            ascii   t\n_^]
2541 0x000430b7 0x004430b7 4   6            utf8    [ËC0 blocks=Basic Latin,Latin-1 Supplement
2542 0x00043103 0x00443103 4   5            ascii   _^]3
2543 0x00043125 0x00443125 5   6            ascii   L$\bVW
2544 0x0004321b 0x0044321b 4   5            ascii   V(PR
2545 0x00043230 0x00443230 4   5            ascii   N(PQ
2546 0x00043253 0x00443253 4   5            ascii   V(QR
2547 0x00043294 0x00443294 4   5            ascii   B<Wf
2548 0x000432a0 0x004432a0 6   8            utf8    z<3\rL\t
2549 0x0004330f 0x0044330f 4   6            utf8    BX[Ð blocks=Basic Latin,Latin-1 Supplement
2550 0x00043380 0x00443380 6   8            utf8    r?+ЉFd blocks=Basic Latin,Cyrillic
2551 0x00043388 0x00443388 5   7            utf8    ɉVl|\a blocks=Latin Extended-B,Basic Latin
2552 0x00043482 0x00443482 5   6            ascii   \$\bUV
2553 0x000434c7 0x004434c7 4   7            utf8    ͋M4/ blocks=Combining Diacritical Marks,Basic Latin
2554 0x000434e4 0x004434e4 4   6            utf8    +͉sh blocks=Basic Latin,Combining Diacritical Marks
2555 0x000434f0 0x004434f0 6   8            utf8    K<+ŉCT blocks=Basic Latin,Latin Extended-A
2556 0x0004357e 0x0044357e 8   11           utf8    3KKL#IC@
2557 0x0004359d 0x0044359d 5   7            utf8    _^][Ð blocks=Basic Latin,Latin-1 Supplement
2558 0x000435b1 0x004435b1 5   6            ascii   L$\fSU
2559 0x000435e1 0x004435e1 5   6            ascii   U0SQR
2560 0x00043685 0x00443685 7   9            utf8    ~L3KN<#
2561 0x000436cd 0x004436cd 4   5            ascii   t\rWV
2562 0x000436f8 0x004436f8 6   7            ascii   Fdf+Fh
2563 0x0004378c 0x0044378c 4   6            utf8    ;ЋFX blocks=Basic Latin,Cyrillic
2564 0x000437a1 0x004437a1 4   5            ascii   Nlw^
2565 0x000437b5 0x004437b5 7   9            utf8    ~@B3ɉVd blocks=Basic Latin,Latin Extended-B
2566 0x000437c9 0x004437c9 7   9            utf8    N<3ǋ~L# blocks=Basic Latin,Latin Extended-B
2567 0x00043828 0x00443828 8   11           utf8    3KNL#IF@
2568 0x0004384a 0x0044384a 4   5            ascii   D$\ff
2569 0x000438ba 0x004438ba 5   7            utf8    3\vVdj
2570 0x000438f8 0x004438f8 4   6            utf8    3\vl$
2571 0x0004393e 0x0044393e 5   7            utf8    ]YËD$ blocks=Basic Latin,Latin-1 Supplement
2572 0x00043963 0x00443963 4   5            ascii   SUVW
2573 0x0004398c 0x0044398c 4   6            utf8    ;ӉD$ blocks=Basic Latin,Cyrillic
2574 0x000439d4 0x004439d4 4   5            ascii   T$ v
2575 0x000439f4 0x004439f4 6   7            ascii   D$(8D*
